"来源："	"李卫锋2018《汾阳方言研究》；赵骏程1963《汾阳话与普通话》；Hynuza增补"
"k"	"［1］刚纲钢肛缸光胱哥{~~，面称+背称}［3］冈岗港广［5］杠逛"
"kʰ"	"［1］康糠慷筐框诓狂诳□{形容虚情假意}［3］扛［5］抗炕况眶矿旷"
"ŋ"	"［2］昂"
"x"	"［1］夯荒慌［2］行{银~}缸{醋~儿，放醋的有耳陶罐}杭航皇蝗凰黄磺簧［3］晌{前~，后~}恍幌谎［5］上{俺家~，树~，方位词，有时会再弱读为轻声}巷晃"
"Ø"	"［1］汪［2］王［3］往{来~}枉［5］旺望"
"#ai"	
"p"	"［1］白={~给；漂~}［3］䙓摆［5］拜败稗"
"pʰ"	"［2］排牌［5］派"
"m"	"［2］埋={~葬}［3］买［5］卖迈"
"f"	"［0］□{疼痛时语气词}"
"t"	"［1］呆［5］代{~表}贷黛怠殆待{招~}戴={爱~}带={~动}大{~夫，~王，~好吃咧}"
"tʰ"	"［2］台={~湾}跆骀［5］太汰态泰"
"n"	"［2］奶乃*{“那块”的合音，~人，~东西，~时候}［5］奈=耐={能~}"
"l"	"［2］来{将~}莱徕［3］□{“摆”的分音后字}［5］赖籁"
"ts"	"［1］斋灾={~难}栽={~培}［3］宰={~相}载{~重}□{“这块”的合音，~人；~东西；~时候}［5］再={~三}在={~乎}债寨"
"tsʰ"	"［1］□{~母子：不生养的牲畜或者女人}差{出~}搋{~面：用手掌压、揉，使面和匀}猜={~测}揣?{~到怀里}［2］柴才={人~}材={~料}财={~富}豺裁={~判}［3］采=彩={~色}踩睬［5］蔡="
"s"	"［1］筛酾{~酒；斟酒}［3］□{摆动。摆~，~孩儿：抱着孩子来回走动}［5］晒赛"
"k"	"［1］该=［3］改=［5］丐概溉盖="
"kʰ"	"［1］开=［3］凯慨楷"
"ŋ"	"［1］哀挨{~靠}埃［3］矮霭蔼［5］爱={~国}艾={姓}碍隘"
"x"	"［2］鞋［3］海［5］亥害={祸~}解{~开：明白}澥{~糊：勾芡}骇□{~擦：把东西弄坏或折腾得乱七八糟}□{~嚓嚓：稀松不精细}"
"#iai"	
"tɕ"	"［1］阶皆街［3］解{~放}［5］介芥疥界戒诫届解{押~}械"
"tɕʰ"	"［1］揩"
"ɕ"	"［2］偕谐［5］解{姓}懈蟹"
"ȵ"	"［2］捱{~打}崖［5］捱{~住饥}"
"#uai"	"［1］胚坯［2］赔"
"tʂ"	"［1］拽?{硬给}［3］□{~文}［5］拽{~住}"
"tʂʰ"	"［1］衰{~啦：老了行动迟缓}［3］揣{摸~}［5］踹{~开}膪{不精干，笨}"
"ʂ"	"［1］衰{~败}［5］帅率{~领}"
"ɻ"	"［3］□{老年人没牙吃东西的动作}"
"k"	"［1］乖［3］拐［5］怪"
"kʰ"	"［1］㧟□{~哄：哄骗}蒯［5］快筷块会{~计}"
"x"	"［2］怀槐淮踝［3］块{个，量词}［5］坏"
"Ø"	"［1］歪［2］□{堆，量词}［3］崴揻{~折:使细长的东西弯曲折断}［5］外={~国}"
"#ei"	
"p"	"［1］杯背{动词}卑碑悲［5］背{脊~}贝倍焙辈悖被={~减数}狈"
"pʰ"	"［1］坯=胚［2］培陪赔裴［5］配沛佩"
"m"	"［2］埋-煤媒梅莓霉枚玫［3］每美镁［5］妹昧媚寐="
"f"	"［1］飞非啡菲妃［2］肥=［3］匪翡菲［5］费肺废痱吠"
"ʋ"	"［2］微唯惟［3］尾=［5］未味"
"t"	"［3］歹逮［5］带-戴-待{~理不~理}袋-代-{~课}"
"tʰ"	"［1］胎-{~毛儿}［2］台-{圪~~：台阶}抬-{~起来}苔-"
"n"	"［5］耐-{坚~}内奈-{没~何}"
"l"	"［1］来{出~，过~。另：时体助词，表曾然}［2］来{~往}［3］里{表示里面}"
"ts"	"［1］灾-{~害}栽-{~树}贼［3］宰-载-{一年半~}［5］再-在-{不~}"
"tsʰ"	"［1］猜-{~见，~不见}［2］才{~刚：刚才}材-{棺~}财-{~主儿}裁-{~缝}［3］□{~开：撕开}［5］菜-蔡-"
"s"	"［1］腮-鳃-"
"k"	"［1］该-{~欠}［3］改-给{递~}［5］盖-"
"kʰ"	"［1］开-"
"ŋ"	"［5］爱-艾-{~草}"
"x"	"［1］去?{趋向语气词}［2］孩-［5］害-{~怕}"
"#ui"	
"t"	"［1］堆［3］㨃?［5］对兑队"
"tʰ"	"［1］推［3］腿［5］退褪煺蜕"
"l"	"［2］雷累{~赘}［3］累{积~}垒={堡~}儡磊擂屡?［5］累{劳~}类擂"
"tʂ"	"［1］追锥［3］咀［5］缀坠赘最罪"
"tʂʰ"	"［1］吹炊崔催摧［2］垂锤捶槌［3］脆翠粹萃"
"ʂ"	"［1］虽尿［2］随绥谁［3］水［5］睡税说祟碎"
"ɻ"	"［3］蕊［5］瑞锐芮"
"k"	"［1］归龟规闺圭［3］鬼轨癸诡晷［5］桂贵柜瑰鳜"
"kʰ"	"［1］亏盔葵魁奎逵簋［3］傀［5］溃馈愧刽跪"
"x"	"［1］灰恢挥辉徽麾［2］回茴蛔［3］悔毁［5］会烩绘汇贿讳溃㱮{~脓}卉晦秽惠慧"
"Ø"	"［1］危威［2］为{~人}围违桅□{~挪：坐着挪动}［3］委萎诿伟苇纬伪［5］碨*硙卫为{因~}位喂胃谓慰魏外-{~人，~后天}"
"#ɑʊ"	
"p"	"［1］包苞褒胞雹刨{~挖}［3］保宝饱褓堡=［5］雹报暴爆曝豹鲍刨{~子，木匠的一种工具}抱="
"pʰ"	"［1］泡{~子：灯泡}［2］脬{尿~}庖胞剖袍刨{~除}炮{~制}抛{扔}［3］跑［5］炮{枪~}泡{~豆子}抛{滚}"
"m"	"［1］眊*［2］毛={~病}矛茅猫锚［3］卯铆［5］冒帽茂贸貌"
"t"	"［1］刀叨{~~：唠叨}捯［3］捣倒{跌~}岛祷蹈导{新派}道{汽~；二道涧河；道讗：聊天}［5］导{老派}到倒{~退}道盗□{难~：小孩好动淘气}稻"
"tʰ"	"［1］掏绦［2］桃逃淘陶萄涛滔［3］讨［5］套䵚{~黍：高粱}"
"n"	"［1］孬［2］呶?{~~：多言}怓{心乱}铙垴挠□{黏~~：黏糊}［3］□{~起：扛起重物}脑恼瑙［5］闹"
"l"	"［1］旯*{旮~：""角""的分音词}［2］唠醪劳捞痨牢［3］老姥栳{栲~~：一种面食}□{圪~：“搅”的分音后字}［5］落{停~}涝酪烙骆{~驼}"
"ts"	"［1］遭糟糟［3］早枣蚤澡找爪［5］皂造{造~}笊罩焯□{困乏}"
"tsʰ"	"［1］操抄钞［2］曹槽嘈巢［3］騲{雌性}草吵炒麨{~面：米豆炒熟磨粉成的干粮}［5］糙燥躁造{~成}"
"s"	"［1］臊{~味}骚捎梢稍［3］嫂扫{打~}［5］臊{害~}瘙{麦~}哨潲扫{~帚}𢜶{寂寞}"
"tʂ"	"［1］召招={~呼}昭朝{~气}着{~急}［3］沼［5］诏照={~明}赵={~钱孙李}兆"
"tʂʰ"	"［2］朝={~代}潮={~水}超"
"ʂ"	"［2］绍{介~}韶超={~过}［3］少=晌{变读。~午：中午}［5］少{~年}绍{~兴}邵"
"ɳ"	"［1］挠"
"ɻ"	"［2］饶=［5］扰绕={围~}"
"k"	"［1］高={~中}羔=糕={~点}膏={石~}［3］搞稿［5］告="
"kʰ"	"［3］考烤拷=［5］靠={可~}犒="
"ŋ"	"［3］拗{~折}［5］奥傲坳拗{~开}"
"x"	"［2］号{~叫}毫豪壕嚎濠貉蒿［3］好{~赖}［5］好={爱~}耗号{~召}浩"
"#iɑʊ"	
"p"	"［1］镖骠标彪膘=［3］表=裱=［5］摽?{~住干：相互比较、竞争着干}"
"pʰ"	"［1］飘=漂{~浮}［2］嫖=［3］漂={~白}［5］票={~友儿}漂{~亮}"
"m"	"［2］苗=描={~写}［3］秒瞄藐渺［5］庙={~会}妙={巧~}"
"t"	"［1］刁=叼貂碉雕={~刻}［5］调={~度}钓=掉=吊="
"tʰ"	"［1］挑=［2］条={~件儿}调={~理}［5］跳="
"l"	"［2］撩=聊寥僚缭辽疗［3］潦了={~结}［5］料={材~}撂"
"tɕ"	"［1］交茭胶跤郊浇=焦={~距}教{~书}椒={~盐}［3］绞={~丝旁}铰{~开：剪开}饺狡搅缴=侥剿［5］叫={~喊}校{~对}教{~学}酵窖较轿=觉{睡~}嚼{倒~}"
"tɕʰ"	"［1］敲跷=［2］乔=侨桥=樵瞧［3］巧［5］俏窍撬{栓~}鞘=翘="
"ɕ"	"［1］肖=消={~化}宵逍销萧箫鸮［2］学{~车子：学骑车}［3］小={~学}晓={春~}［5］孝效校{学~}笑="
"ȵ"	"［3］鸟咬挠{~人：瘙痒}［5］尿{不~：不怕}"
"Ø"	"［1］妖={~精}腰={~鼓儿}要{~求}邀=幺{一的别称}约={~摸}［2］姚=窑={~子：妓院}谣遥=肴尧［3］杳［5］耀跃=靿{袜子~~：袜筒}"
"#oʊ"	
"t"	"［1］都{~是}兜［3］斗{升~}抖蚪陡□{~开：把卷着或包着的东西散开}［5］豆痘逗斗{~争}窦□{~烟：冒烟}"
"tʰ"	"［1］偷［2］头投［5］透"
"n"	"［2］奴呶{撒娇}［3］努{~力}"
"l"	"［1］喽*{句中语气词，相当于“了”}［2］搂{~抠：搜寻}楼耧卢庐炉芦颅［3］搂{~抱}篓卤虏掳鲁［5］漏陋路{~标}露赂鹭"
"ts"	"［1］邹租诌掫{端起}绉［3］走祖［5］骤奏揍皱就{~是}甃{~井儿：一种砌砖法}做{老派文读}"
"tsʰ"	"［1］粗［2］仇愁［5］凑措醋"
"s"	"［1］搜馊酥稣苏［2］飕［3］擞［5］素嗉诉塑瘦漱嗽"
"tʂ"	"［1］州洲舟轴{新派}粥周赒{~济}［3］肘□{~住做：看着强制做某事}［5］咒宙昼纣{~棍}荮{一~碗，量词，碗碟等用草绳束成一捆叫一荮}籀{~文}"
"tʂʰ"	"［1］抽［2］稠绸酬筹踌仇［3］瞅丑醜［5］臭"
"ʂ"	"［1］收［3］首手守［5］受授售寿兽"
"ɳ"	"［3］扭纽"
"ɻ"	"［2］柔揉蹂［5］肉"
"k"	"［1］勾沟钩［3］狗苟枸［5］够构购"
"kʰ"	"［1］抠［3］口［5］扣叩寇"
"ŋ"	"［1］欧殴瓯鸥［3］偶呕藕熰*{~啦：糊了}［5］怄沤"
"x"	"［2］侯猴喉瘊□{小}［3］吼［5］候后厚"
"#ioʊ"	
"t"	"［1］丢□{~倒：把人摔到}"
