tsɿ³³租知{知识}蜘{文读}踟支枝肢资姿咨痴之芝嗤膣置
fui³¹贿毁会{~計，開~，~不~}绘彗惠慧彙
fui⁵³晦废肺费汇悔
vui³³萎威委
vui²¹³为{作~}桅维惟遗唯围违為{~什麽}
vui³¹伟苇卫位未讳纬胃谓猬
vui⁵³畏慰餵
tui³³堆
tui³¹队
tui⁵³对
tʰui³³推颓
tʰui³¹腿兑
tʰui⁵³退蜕
lui³³屡
lui³¹儡内芮类泪
lui⁵³累{連~，積~}傫壘
tsui⁵³最醉
tsʰui³³催崔
tsʰui²¹³随揣
tsʰui³¹罪
tsʰui⁵³脆翠粹
sui³³虽
sui³¹瑞绥遂隧穗
sui⁵³碎岁秽
ʧui³³追锥
ʧui⁵³坠
ʧʰui³³吹炊
ʧʰui²¹³槌锤
ʃui²¹³垂谁唾
ʃui³¹水
kui³³规龟归
kui³¹诡轨鬼
kui⁵³桂愧贵鱖季
kʰui³³盔圭闺奎亏窥
kʰui²¹³葵逵攜
kʰui³¹傀跪癸柜溃魁潰殨
ŋui²¹³危
ŋui³¹魏
pau³³包胞苞鮑抱
pau³¹饱
pau⁵³豹爆
pʰau³³抛跑{足~地，奔~}
pʰau²¹³袍刨鉋
pʰau³¹暴曝瀑
pʰau⁵³炮泡{浸~，不實也}
mau³³卯
mau²¹³茅矛
mau³¹藐貌
lau³¹闹
tsau³³□{干了}
tsau³¹爪找抓
tsau⁵³笊
tsʰau³³操抄钞
tsʰau²¹³巢
tsʰau³¹炒
tsʰau⁵³躁燥藻澡皂
sau³³梢稍
sau²¹³巢□{(把東西放在水中煮速捞)}
sau⁵³潲鞘
ʧau³³朝{今~}昭招召{~集}
ʧau³¹召{號~}
ʧau⁵³照罩櫂
ʧʰau³³超
ʧʰau²¹³嘲潮朝
ʧʰau³¹赵兆肇
ʃau²¹³韶
ʃau³¹少{多~}绍晓
ʃau⁵³少{~爺}邵
kau³³膏{牙~}羔糕交郊胶茭教膏{~車}
kau³¹绞狡铰搞搅校饺稿校{~正，學~}正茭較膏{~車}
kau⁵³教窖觉
kʰau³³考烤拷巧
kʰau⁵³靠敲
ŋau³³咬
ŋau²¹³熬{~藥}鏊
ŋau³¹熬{~肉}傲
hau³³浩
hau³¹效
hau⁵³酵孝
au⁵³坳凹
pou³³波菠坡玻褒薄{~荷}
pou³¹颇保堡宝
pou⁵³簸{名詞：~箕，動詞：~一~}播報
pʰou³³□{量詞：叢}
pʰou²¹³婆
pʰou⁵³破
mou³³毛
mou²¹³魔磨{石~}摩馍
mou³¹磨{(石磨)}冒帽
fou²¹³和{~氣，調~}
fou³¹火祸夥伙
fou⁵³货和{聲相應}
vou³³锅窝涡莴蜗
vou²¹³禾
tou³³多刀叨
tou³¹躲垛
tʰou³³拖滔涛舵驮{~子}
tʰou²¹³驼驮{~起}掏桃逃淘陶萄
tʰou³¹朵堕惰祷岛倒捣道盗
tʰou⁵³妥椭到倒套导悼讨
lou³³啰捞
lou²¹³罗锣箩萝骡螺脑恼劳{慰~，~動}牢唠痨涝
lou³¹老姥糯
tsou³³遭糟
tsou³¹左早枣蚤佐
tsou⁵³做灶
tsʰou³³坐座
tsʰou²¹³曹槽
tsʰou³¹草挫措错糙造
sou³³蓑梭莎骚臊搔
sou²¹³唆傻
sou³¹锁琐塑扫{~地}嫂所
sou⁵³扫{~帚}
ʧʰou³³锉
kou³³歌哥高篙
kou³¹果裹稿
kou⁵³过{~失，~逾}告
kʰou³³坷苛戈科窠棵蝌颗
kʰou³¹可
kʰou⁵³课裸
ŋou³³我
ŋou²¹³蛾鹅俄讹
ŋou³¹饿卧
hou³³蒿薅
hou²¹³河何荷{薄~}豪壕毫嚎
hou³¹好{~壞，喜~}号郝贺
hou⁵³耗
ou³¹袄
ou⁵³奥懊
pʰɛu³¹剖
mɛu³³某亩
mɛu²¹³谋
mɛu³¹牡茂贸谬
fɛu²¹³浮
fɛu³¹否埠
tɛu³³兜纠{~份，~察，~合}
tɛu³¹斗抖陡
tɛu⁵³鬥
tʰɛu³³偷
tʰɛu²¹³头投
tʰɛu³¹豆逗痘
tʰɛu⁵³透
lɛu²¹³楼摟
lɛu³¹缕篓纽扭漏陋耬
tsɛu³³邹
tsɛu³¹走
tsɛu⁵³奏绉
tsʰɛu⁵³凑骤
sɛu³³搜馊颼
sɛu²¹³愁
sɛu³¹艘
sɛu⁵³嗽瘦
kɛu³³勾{~消}钩沟鸠媾阄勾{~當}
kɛu³¹狗苟
kɛu⁵³够构购
kʰɛu³³抠
kʰɛu³¹口
kʰɛu⁵³扣寇叩
ŋɛu²¹³牛
ŋɛu³¹藕偶{~然，配~}
hɛu³³厚
hɛu²¹³喉侯{~爵}猴瘊
hɛu³¹垢后候{時~}後
ɛu³³欧瓯鸥殴
ɛu³¹呕
ɛu⁵³沤怄
tiu³³丢
liu³³鰍溜
liu²¹³流刘留榴硫琉馏
liu⁵³柳
tsiu³¹酒肘
tsʰiu³³锹揪秋靴鬏
tsʰiu³¹就袖
tsʰiu⁵³淬皱
siu³³修羞休
siu²¹³囚
siu⁵³秀绣锈莠
ʧiu³³周舟州洲
ʧiu³¹纣帚
ʧiu⁵³昼咒
ʧʰiu³³抽
ʧʰiu²¹³绸稠筹酬泅售
ʧʰiu³¹丑宙醜胄
ʧʰiu⁵³臭兽嗅
ʃiu³³收
ʃiu²¹³仇{姓，~敵}
ʃiu³¹手首守受授寿
ʃiu⁵³朽
kiu³¹九久韭
kiu⁵³救究灸
kʰiu³³丘蚯臼舅
kʰiu²¹³求球茄
kʰiu³¹旧柩
iu³³幽有酉
iu²¹³柔揉优优尤邮由油鼬釉游犹悠
iu³¹又右祐
iu⁵³幼诱友
piau³³标彪
piau³¹表錶
piau⁵³膘
pʰiau³³飘漂{~浮}瓢
pʰiau²¹³嫖
pʰiau⁵³票漂{~亮，~白}
miau³³秒
miau²¹³锚苗描
miau³¹渺庙妙
tiau³³刁貂雕鳥{~兒}
tiau³¹鸟屌{交合}
tiau⁵³钓吊
tʰiau³³挑{~擔，~戰}
tʰiau²¹³条调
tʰiau⁵³跳糶
liau²¹³聊辽撩僚嘹镣疗鷯燎瞭
liau³¹料廖嬲{玩}
liau⁵³了
tsiau³³焦蕉椒樵
tsiau²¹³瞧
tsiau³¹剿
tsiau⁵³醮
tsʰiau³³悄捎
tsʰiau⁵³俏噍
siau³³消宵霄硝销逍萧箫
siau³¹小筱
siau⁵³笑鞘
ȵiau³³浇
ȵiau²¹³饶尧橈鐃撓{阻~}绕{~線}
ȵiau³¹扰绕{圍~，打~}尿
ʧiau³³烧枵嚣侥
kiau³³骄娇
kiau³¹缴
kiau⁵³叫
kʰiau³³蹻荞
kʰiau²¹³乔侨桥
kʰiau³¹轿
kʰiau⁵³翘窍
iau³³妖邀腰要{~求}幺吆
iau²¹³肴淆摇谣窑姚遥
iau³¹舀耀鷂
iau⁵³要{不~}
iui³¹乳御禦銳
kua³³瓜
kua³¹寡剐
kua⁵³挂卦
kʰua³³夸垮跨胯
fam²¹³凡帆矾
fam³¹范犯
fam⁵³泛範
tam³³耽担{~任，~子}□{~腳：抬腳}
tam³¹胆
tʰam³³贪坍毯淡
tʰam²¹³谭谈罎潭
tʰam⁵³探
lam³³痰
lam²¹³男南蓝篮漤
lam³¹览揽榄缆
lam⁵³滥舰
tsam³³簪
tsam³¹斩蘸
tsʰam³³参{~加，~差}
tsʰam²¹³蚕惭馋讒
tsʰam³¹惨
tsʰam⁵³杉渗
sam³³三搀衫卅
tsam⁵³占佔
ʧʰam³¹站{~立，車~}赚
kam³³甘柑泔尷
kam³¹感敢橄减碱憨
kam⁵³监鉴
kʰam³³堪
kʰam³¹砍
kʰam⁵³坎勘嵌龛
ŋam²¹³岩癌
ham³³酣
ham²¹³含函咸鹹衔
ham³¹撼陷馅憾
ham⁵³喊
am³³庵鹌揞
am⁵³暗晏
sem³³参{(人参)}
sem²¹³森
ʧem³³砧
pʰim³³品
lim²¹³林淋
lim³¹稟
tsim⁵³浸
tsʰim³³侵
tsʰim²¹³寻
tsʰim³¹寝
sim³³心沁吣
ʧim³³针勘
ʧim³¹枕{~頭，~木}
ʧʰim³³深
ʧʰim²¹³沉
ȵim²¹³赁
ȵim³¹壬任{責~，姓}饮{~料，~馬}
ʃim³¹沈审婶甚
kim³³今金欽
kim³¹锦
kim⁵³禁{~不住，~止}
kʰim³³襟
kʰim²¹³岑琴禽擒妗
kʰim³¹揿
im³³音阴蔭窨
im²¹³吟淫
piam³¹贬
tiam³³掂
tiam³¹点
tiam⁵³店
tʰiam³³添舔
tʰiam²¹³甜
liam²¹³廉帘
liam³¹脸□{水干了}
tsiam³³尖
tsiam³¹歼
tsʰiam³³签纤纖
tsʰiam²¹³潜
tsʰiam³¹渐暂錾
ʧiam³³黏
ʧʰiam³³沾瞻懺粘
ȵiam³³拈
ȵiam²¹³阎严鲇俨釅
ȵiam³¹染验念
ʃiam³³嫌
ʃiam³¹陕闪险
kiam³³兼
kiam²¹³俭
kiam³¹检
kiam⁵³剑
kʰiam³³谦搛
kʰiam²¹³钳
kʰiam³¹敛{收~，聚}殓
kʰiam⁵³欠歉
iam³³淹阉腌
iam²¹³蟾炎盐檐
iam³¹掩魇艳焰冉
iam⁵³厌
pan³³班斑颁搬班斑颁扳攀般搬瘢
pan²¹³蛮
pan³¹板版叛
pan⁵³半绊
pʰan³³潘□{摔跤}
pʰan²¹³盘
pʰan³¹伴拌扮办
pʰan⁵³判拚
man³³滿□{走得很快}
man²¹³瞒饅{~頭}蛮{野~}
man³¹蔓曼慢漫幔
fan³³欢翻番
fan²¹³桓还烦繁
fan³¹反返贩饭
fan⁵³幻患宦
van³³弯
van²¹³玩翫完丸环
van³¹晚挽万
van⁵³湾
tan³³丹单
tan³¹疸
tan⁵³旦诞
tʰan³³滩摊
tʰan²¹³檀坛弹{~琴}撣
tʰan³¹但弹{子~}蛋墊癱
tʰan⁵³炭叹坦
lan³³懒
lan²¹³难{困~}兰拦栏鸾鑾
lan³¹难{災~}烂
tsan³³灒□{好}
tsan³¹盏
tsan⁵³赞
tsʰan²¹³残泉
tsʰan³¹铲产栈燦
san³³珊山删栅
san³¹散{松~}伞
san⁵³散{解~}疝
ʧan³³毡
ʧan³¹展碾
ʧan⁵³战颤
ʧʰan³³搧
ʧʰan²¹³缠
ʃan²¹³蝉賢弦舷玄悬禅單
ʃan³³鱔
ʃan³¹善现膳禅顯
ʃan⁵³扇宪献
kan³³艰间奸姦
kan³¹简柬拣茧谏皖
kan⁵³间澗锏
kʰan³³刊
kʰan³¹款
ŋan³¹眼
ŋan²¹³颜顽
ŋan⁵³岸谚
han³³悭{節省，~省}
han²¹³闲嫻
han³¹限恨莧
an⁵³晏
vɔn³¹碗唤焕换豌剜惋腕宛婉
tɔn³³端
tɔn³¹短
tʰɔn³³断
tʰɔn²¹³团糰
tʰɔn³¹锻段缎
lɔn³³暖
lɔn³¹卵乱
lɔn⁵³□{鸡~(未下蛋母鸡)}
tsɔn⁵³钻{木工工具}纂攢纂鉆{動詞}
sɔn³³酸闩
sɔn⁵³算蒜
ʧɔn³³专砖
ʧɔn³¹转{~眼，~圓圈}
ʧʰɔn³³川穿
ʧʰɔn²¹³传{~达}
ʧʰɔn³¹篆喘传{~记}
ʧʰɔn⁵³窜串
kɔn³³干{~涉}竿杆干{~燥}
kɔn³¹秆赶稈
kɔn⁵³幹
hɔn³³鼾旱
hɔn²¹³寒韩
hɔn³¹罕
hɔn⁵³焊
ɔn³³安鞍
ɔn⁵³按案
pɛn³³奔崩冰
pʰɛn³³烹
pʰɛn²¹³朋鹏凭绷
mɛn²¹³抿
tsʰɛn⁵³衬
kɛn³³跟根
kʰɛn³¹恳啃垦肯
ŋɛn³³□{唠唠叨叨}
ŋɛn²¹³银
hɛn²¹³痕
hɛn³¹很杏幸
ɛn³³恩
pin³³宾兵槟殡鬓
pin³¹秉
pin⁵³迸並
pʰin²¹³贫频平评苹屏萍
pʰin⁵³聘拼
min²¹³眠民鸣明冥螟
min³¹闽皿命
min⁵³悯敏
tʰin²¹³亭停廷庭蜓挺鋌婷葶
tʰin³¹锭定綻澱
lin³³鳞
lin²¹³临怜邻燐磷棱陵凌菱绫灵拎翎龄
lin³¹凛吝令
tsin³³津臻晶精
tsin³¹晋
tsin⁵³进
tsʰin³³亲{~人，~家}清
tsʰin²¹³秦情
tsʰin³¹儘尽静靖
sin³³辛新薪
sin⁵³信讯迅性
ʧin³³珍真診徵蒸贞侦征
ʧin³¹疹振震镇拯整
ʧin⁵³证症正{~當}政
ʧʰin³³称{職~}
ʧʰin²¹³陈尘呈程逞臣
ʧʰin³¹阵
ʧʰin⁵³趁称秤
ȵin³³忍
ȵin²¹³人
ȵin³¹刃认韧
ʃin³³身申伸欣
ʃin²¹³神娠辰晨乘绳承{~法，古代車的計量單位}形刑丞型邢
ʃin³¹肾慎衅剩
ʃin⁵³胜圣盛{興~，~滿}興{高~}
kin³³巾斤筋京荆鲸经
kin³¹紧仅谨景警
kin⁵³劲敬竞境勁
kʰin³³卿
kʰin²¹³勤芹
kʰin⁵³庆
in³³因殷鹰莺鹦樱英婴纓
in²¹³仁寅仍蝇盈莹茔萤扔孕
in³¹引蚓隐颖
in⁵³印应{~當，響~}
ian³³蔫焉衍烟冤鸳渊姻
ian²¹³然燃延筵圆员缘沿铅袁辕园援猿
ian³¹远县
ian⁵³堰燕嚥宴院怨
pien³³鞭边编
pien³¹扁匾变蝙
pien⁵³遍
pʰien³³篇偏編
pʰien²¹³便辯
pʰien³¹辨瓣瓣便片
pʰien⁵³汴骗
mien³³免
mien²¹³绵棉
mien³¹勉娩缅面麺
tien³³颠癫
tien³¹典
tʰien³³天
tʰien²¹³田填
tʰien³¹腆电殿奠
lien²¹³连联鰱莲
lien³¹练炼楝恋鍊
tsien³³煎
tsien³¹剪箭溅
tsien⁵³荐
tsʰien³³千迁韆籤
tsʰien²¹³钱前
tsʰien³¹浅践贱饯
sien³³仙鲜先宣喧楦
sien²¹³涎旋
sien³¹选线羡癣
ȵien³³研砚
ȵien²¹³言年元原源
ȵien³¹愿
ʃien³³轩掀
kien³³肩坚绢捐鹃
kien³¹捲建眷卷倦
kien⁵³见券
kʰien³³圈{圓~，豬~（獸欄）}牽
kʰien²¹³乾虔拳权掮顴
kʰien³¹件健腱遣鍵腱
kʰien⁵³劝犬
tsʰiɔn³³栓{原文記調類為²¹³}拴{原文記調類為²¹³}
tsʰiɔn²¹³全
ȵiɔn³¹软
ʧʰiɔn²¹³船
pun³³分{(给予，給別人東西)}
pun³¹本
pun⁵³粪笨
pʰun²¹³盆□{用口吹}
pʰun⁵³喷{~嚏，	~水，涕~}
mun²¹³门
mun³¹闷
mun⁵³问
fun³³婚分{~開}芬纷荤
fun²¹³昏{~迷，~暗}魂馄浑焚坟
fun³¹混粉愤忿份分{本~}
fun⁵³奋
vun³³温瘟
vun²¹³文纹蚊闻刎吻
vun³¹稳揾{找，~食：找吃的}
tun³³敦墩蹲
tun³¹囤沌顿
tʰun³³吞飩
tʰun²¹³屯豚臀鶉
tʰun³¹盾钝
lun²¹³仑伦轮崙
lun³¹嫩论{~語，議~}
tsun³³尊遵撙
tsun⁵³俊骏
tsʰun³³村
tsʰun²¹³存
tsʰun⁵³寸
sun³³孙
sun²¹³旬循巡殉
sun³¹损笋榫
sun⁵³舜
ʧun³³君军均鈞窘
ʧun³¹准準
ʧʰun³³春近
ʧʰun²¹³群裙瓊
ʧʰun³¹蠢郡
ʃun³³熏勋醇薰
ʃun²¹³荀唇纯塍
ʃun³¹顺
ʃun⁵³逊驯训
kun³¹滚
kun⁵³棍
kʰun³³昆坤崑
kʰun³¹捆
kʰun⁵³困睏菌
iun³³晕
iun²¹³匀云耘醞
iun³¹允永润闰韵运泳咏
iun⁵³熨
paŋ³³绷
pʰaŋ²¹³庞彭膨棚
maŋ³³莽蟒猛
maŋ²¹³盲萌氓
vaŋ²¹³横{縱~，~蠻}
laŋ³³冷
laŋ²¹³铃
tsaŋ³³争筝睁
saŋ³³生笙甥
tsaŋ³³粳正{(正月)}
ʧʰaŋ²¹³橙澄{清濁分也}
ʧaŋ⁵³郑擲
ʧʰaŋ³³撑牚
ʃaŋ³³声馨
ʃaŋ²¹³成城诚
kaŋ³³更{~正，打~}庚羹耕哼亨
kaŋ³¹哽
kaŋ⁵³径
ŋaŋ⁵³硬
haŋ³³坑
haŋ²¹³行{(行列)}
haŋ³¹行{(品行)}
mɛŋ²¹³盟铭
mɛŋ³¹孟
hɛŋ³³宏
tɛŋ³³登灯丁钉疔瞪汀釘
tɛŋ³¹等鼎
tɛŋ⁵³凳
tʰɛŋ³³听{~見，~任}厅
tʰɛŋ²¹³腾藤疼謄
tʰɛŋ³¹邓
lɛŋ²¹³能宁{安~，~可}
lɛŋ³¹佞另
tsɛŋ³³曾{姓}增憎
tsɛŋ⁵³甑
tsʰɛŋ²¹³曾{(曾经)}层
tsʰɛŋ³¹蹭赠
sɛŋ³³僧星腥猩
sɛŋ³¹省
kɛŋ⁵³更
kʰɛŋ³³倾顷
kʰɛŋ⁵³埂
hɛŋ²¹³恒衡
pɔŋ³³帮邦滂
pɔŋ³¹榜绑
pʰɔŋ²¹³谤胖螃傍
pʰɔŋ³¹謗胖
mɔŋ³³虻
mɔŋ²¹³忙芒茫亡
mɔŋ³¹望
mɔŋ⁵³忘妄
fɔŋ³³荒慌方肪芳
fɔŋ²¹³妨房防
fɔŋ³¹恍仿访坊晃幌倣紡
fɔŋ⁵³放
vɔŋ³³往
vɔŋ²¹³黄簧皇蝗王凰蟥
vɔŋ³¹枉旺
vɔŋ⁵³汪
tɔŋ³³鐺当{應~}
tɔŋ³¹党挡档
tɔŋ⁵³当{(典当)}宕
tʰɔŋ³³汤
tʰɔŋ²¹³堂棠螳唐糖塘
tʰɔŋ³¹倘躺荡
tʰɔŋ⁵³烫趟
lɔŋ³³瓤穰
lɔŋ²¹³囊郎廊狼螂曩榔
lɔŋ³¹朗浪
lɔŋ⁵³裆
tsɔŋ³³庄装妆赃脏
tsɔŋ⁵³葬壮
tsʰɔŋ³³仓苍舱窗
tsʰɔŋ³¹藏臟闯状撞
tsʰɔŋ⁵³创{~造，~傷}
sɔŋ³³桑霜孀
sɔŋ³¹爽
sɔŋ⁵³丧{婚~，~失}
ʧɔŋ³³张章樟瘴桩
ʧɔŋ³¹掌长{~大}涨{~價，~大}
ʧɔŋ⁵³帐账胀障
ʧʰɔŋ³³昌菖
ʧʰɔŋ²¹³长{很~}肠场
ʧʰɔŋ³¹丈仗{依~}杖仗{~器}厂敞
ʧʰɔŋ⁵³畅仗{打~}唱倡
ʃɔŋ³³商伤香乡上{動詞}
ʃɔŋ²¹³常尝裳偿
ʃɔŋ³¹赏晌享响尚上{方位詞}
ʃɔŋ⁵³向
kɔŋ³³冈岗刚钢缸光江豇扛胱虹
kɔŋ³¹广讲港
kɔŋ⁵³杠降
kʰɔŋ³³康糠腔慷
kʰɔŋ²¹³狂逛
