汉字	音标	注释
凌	lɛn⁴²	
菱	lɛn⁴²	
陵	lɛn⁴²	
力	lɐi³	
即	tsɐi⁵	
鲫	tsɐi⁵	
息	sɐi⁵	
熄	sɐi⁵	
征	tʃɛn¹¹	~求
澄	tʃʰɛn⁴²	
惩	tʃʰɛn⁴²	
直	tʃʰɐi³	
值	tʃʰɐi³	
侧	tsɛi⁵	
测	tsʰɛi⁵	
色	sɐi⁵	
蒸	tʃɛn¹¹	
证	tʃɛn⁵⁵	
症	tʃɛn³³	
织	tʃi⁵	
职	tʃi⁵	
称	tʃʰɛn¹¹	~呼
秤	tʃʰɛn³³	
乘	ʃɛn⁴²	
绳	ʃɛn⁴²	跳~
绳	ʃɛn³³	
剩	ʃɛn²⁴	
食	ʃɐi³	
蚀	sɿ³	不符合古今语音演变的对应规律
升	ʃɛn¹¹	
胜	ʃɛn⁵⁵	~败
识	ʃi⁵	
式	ʃi⁵	
饰	sɐi⁵	
承	ʃɛn⁴²	
丞	ʃɛn⁴²	
殖	tʃʰɐi³	不符合古今语音演变的对应规律
植	tʃʰɐi³	不符合古今语音演变的对应规律
扔	/	
极	kʰi³	
兴	ʃɛn¹¹	~旺
兴	ʃɛn⁵⁵	高~
应	iɛn⁵⁵	~该，不符合古今语音演变的对应规律
鹰	iɛn¹¹	
应	iɛn⁵⁵	答~
忆	ɐi⁵	
忆	i⁵	
亿	i⁵	
蝇	iɛn³³	
孕	iɛn⁴²	
翼	i³	
国	kɔi³³	
弘	hɐŋ⁴²	
或	fɛi³	
域	vɛi³	
百	pɛi⁵	
柏	pɛi⁵	
伯	pɛi⁵	
迫	pɐi⁵	不符合古今语音演变的对应规律
拍	pʰɔu⁵	不符合古今语音演变的对应规律
魄	pʰɛi⁵	
彭	pʰaŋ⁴²	
白	pʰɛi³	
盲	maŋ⁴²	
猛	maŋ²⁴	
孟	mɛn²⁴	不符合古今语音演变的对应规律
打	ta²⁴	不符合古今语音演变的对应规律
冷	laŋ⁵⁵	
撑	tsʰaŋ⁵⁵	不符合古今语音演变的对应规律
撑	/	~儿
拆	tsʰɛi⁵	~开
泽	tsʰɛi³	
择	tsʰɛi³	
窄	tsa⁵	
生	saŋ¹¹	先~
生	saŋ³³	学~
牲	saŋ¹¹	
甥	saŋ¹¹	
省	sɛn²⁴	~长
省	sɛn²⁴	节~
更	kaŋ²⁴	五~
粳	kaŋ¹¹	
庚	kaŋ¹¹	
哽	kaŋ²⁴	
梗	kaŋ²⁴	
更	kɛn⁵⁵	~加
格	kɛi⁵	~子
格	kɛi³	性~
坑	haŋ¹¹	
客	kʰɛi⁵	
硬	ŋaŋ¹¹	
硬	ŋiɛn¹¹	打~tsʰɛn¹¹
额	ŋia⁵	不符合古今语音演变的对应规律
吓	hɛi⁵	恐~
行	haŋ⁴²	~为
衡	hɛn⁴²	~阳
衡	haŋ⁴²	均~
杏	hɛn²⁴	
掰	mɛi⁵	
棚	pʰaŋ⁴²	
萌	mɛn⁴²	
麦	mɛi³	
脉	mɛi⁵	不符合古今语音演变的对应规律
摘	tsɛi⁵	
橙	tʃʰaŋ³³	~子
争	tsaŋ¹¹	
睁	tsɛn¹¹	
责	tsɛi⁵	
策	tsʰɛi³	
册	tsʰɛi³	
耕	kaŋ¹¹	
耿	kɛn²⁴	
革	kɛi⁵	
隔	kɛi⁵	
幸	haŋ¹¹	
核	vui³	果~，不符合古今语音演变的对应规律
鹦	iɛn¹¹	
轭	ɛi⁵	牛~
兵	pɛn¹¹	
丙	piaŋ²⁴	
柄	piaŋ³³	
碧	pɐi⁵	
平	pʰiaŋ⁴²	~地
平	pʰɛn⁴²	和~
坪	pʰiaŋ⁴²	平地
坪	pʰiaŋ³³	禾~
评	pʰɛn⁴²	
病	pʰiaŋ¹¹	
鸣	mɛn⁴²	
明	miaŋ⁴²	~年
明	mɛn⁴²	~白
盟	mɛŋ⁴²	
命	miaŋ¹¹	搏~
命	mɛn²⁴	~运
京	kiɛn¹¹	
惊	kiaŋ¹¹	
惊	kiɛn¹¹	吓~
景	kiɛn²⁴	
警	kiɛn²⁴	
境	kiɛn²⁴	
敬	kiɛn⁵⁵	
竟	kiɛn²⁴	不符合古今语音演变的对应规律
镜	kiaŋ⁵⁵	
卿	kʰiɛn¹¹	
庆	kʰiɛn⁵⁵	
擎	kʰiaŋ⁴²	
鲸	kʰiɛn⁴²	
竞	kiɛn⁵⁵	不符合古今语音演变的对应规律
屐	kʰia³	木~
迎	ŋiaŋ⁴²	
逆	ŋia³	
英	iɛn¹¹	
影	iaŋ²⁴	
映	iaŋ²⁴	不符合古今语音演变的对应规律
饼	piaŋ²⁴	
聘	pʰɛn⁵⁵	
僻	pʰɐi⁵	
辟	pʰɐi⁵	不符合古今语音演变的对应规律
名	miaŋ³³	
领	liaŋ⁵⁵	领~
领	liaŋ³³	衫~
岭	liaŋ⁵⁵	
令	lɛn²⁴	
精	tsiaŋ¹¹	~肉
精	tsɛn¹¹	~神
睛	tsiaŋ³³	
晶	tsɛn¹¹	
井	tsiaŋ²⁴	
积	tsɐi⁵	
迹	tsɐi⁵	事~
迹	tsia³	脚~
脊	tsia⁵	
清	tsʰɛn¹¹	
请	tsʰiaŋ²⁴	
情	tsʰiaŋ⁴²	人~
情	tsʰɛn⁴²	感~
晴	tsʰiaŋ⁴²	
静	tsʰɛn²⁴	
净	tsʰiaŋ¹¹	
籍	tsʰɐi³	~贯
姓	siaŋ⁵⁵	
性	sɛn⁵⁵	
惜	sɐi⁵	
昔	sɐi⁵	
席	sɐi³	主~
夕	sɐi⁵	不符合古今语音演变的对应规律
贞	tʃɛn¹¹	
侦	tʃɛn¹¹	不符合古今语音演变的对应规律
呈	tʃʰɛn⁴²	
程	tʃʰɛn⁴²	
郑	tʃʰaŋ²⁴	
正	tʃaŋ¹¹	~月
征	tʃɛn¹¹	~兵
整	tʃɛn²⁴	
正	tʃa⁵⁵	再，不符合古今语音演变的对应规律
正	tʃaŋ⁵⁵	做~了
正	tʃɛn⁵⁵	~当
政	tʃɛn⁵⁵	
只	tsɿ²⁴	一~，不符合古今语音演变的对应规律
炙	tʃa⁵	
赤	tʃʰa⁵	
尺	tʃʰa⁵	
声	ʃaŋ¹¹	
圣	ʃɛn⁵⁵	
释	sɐi⁵	不符合古今语音演变的对应规律
适	ʃi⁵	
成	ʃaŋ⁴²	
城	ʃaŋ⁴²	
诚	ʃaŋ⁴²	
盛	ʃɛn⁵⁵	丰~，不符合古今语音演变的对应规律
石	ʃa³	
颈	kiaŋ²⁴	
轻	kʰiaŋ¹¹	
婴	iɛn¹¹	
益	i⁵	
盈	iɛn⁴²	
赢	iaŋ⁴²	
译	i³	
易	i³	交~
壁	pia⁵	结~
壁	pia³³	隔~
劈	pʰia⁵	
瓶	pʰɛn⁴²	
屏	pʰɛn⁴²	
萍	pʰɛn⁴²	
並	pɛn⁵⁵	不符合古今语音演变的对应规律
铭	mɛn⁴²	不符合古今语音演变的对应规律
丁	tɛn¹¹	
钉	tiaŋ³³	铁~
顶	tiaŋ²⁴	岭~
顶	tɛn²⁴	~颈
钉	tiaŋ¹¹	~住，不符合古今语音演变的对应规律
订	tiaŋ¹¹	不符合古今语音演变的对应规律
的	tɐi⁵	目~
滴	tɛi⁵⁵	不符合古今语音演变的对应规律
嫡	/	~亲
听	tʰiaŋ⁵⁵	~见，不符合古今语音演变的对应规律
厅	tʰiaŋ¹¹	
厅	tʰiaŋ³³	私~
踢	tʰia⁵	
剔	tʰia⁵	
亭	tʰɛn³³	
停	tʰɛn⁴²	
庭	tʰan⁴²	
艇	tʰiaŋ³³	
挺	tʰɛn²⁴	
定	tʰɛn¹¹	
敌	tʰɐi³	
笛	tʰia³	
籴	tʰia³	
宁	nɛn⁴²	安~
灵	lɛn⁴²	
零	liaŋ⁴²	
零	liaŋ³³	十~个
铃	laŋ²⁴	马~薯
铃	laŋ³³	
另	liaŋ¹¹	
历	lia³	经~
绩	tsɐi⁵	
青	tsʰiaŋ¹¹	
戚	tsʰɐi³³	
星	sɛn¹¹	~期一
星	siaŋ³³	天~
腥	siaŋ¹¹	
醒	siaŋ²⁴	
析	sɐi⁵	
锡	sia⁵	
经	kaŋ¹¹	~布
经	kiɛn¹¹	已~
激	ki⁵	
击	ki⁵	
形	ʃɛn⁴²	
型	ʃɛn⁴²	
刑	ʃɛn⁴²	
矿	kʰɔŋ⁵⁵	不符合古今语音演变的对应规律
轰	kaŋ⁵⁵	~炸，不符合古今语音演变的对应规律
横	vaŋ⁴²	~直
宏	fɛn⁴²	
获	fɛi³	~得
获	vɔu⁵	收~，不符合古今语音演变的对应规律
划	vɛi³	计~
倾	kʰiɛn¹¹	
琼	kʰiɛn⁴²	
兄	ʃɐŋ¹¹	不符合古今语音演变的对应规律
荣	iɐŋ⁴²	不符合古今语音演变的对应规律
永	iɔn²⁴	
泳	iɔn²⁴	
营	iaŋ⁴²	
颖	iɔn²⁴	
役	iui³	
疫	iui³	
萤	iaŋ⁴²	不符合古今语音演变的对应规律
扑	pʰø⁵	
蓬	pʰɐŋ⁴²	
篷	pʰɐŋ⁴²	
瀑	pʰau⁵⁵	~布，不符合古今语音演变的对应规律
蒙	mɐŋ⁴²	
木	mø³³	
东	tɐŋ¹¹	
董	tɐŋ²⁴	
懂	tɐŋ²⁴	
冻	tɐŋ⁵⁵	
通	tʰɐŋ¹¹	
桶	tʰɐŋ²⁴	
痛	tʰɐŋ⁵⁵	
秃	tʰui³	不符合古今语音演变的对应规律
同	tʰɐŋ⁴²	
铜	tʰɐŋ⁴²	
童	tʰɐŋ⁴²	
筒	tʰɐŋ⁴²	动词
筒	tʰɐŋ³³	名词
动	tʰɐŋ¹¹	
洞	tʰɐŋ²⁴	
独	tʰø³	
读	tʰø³	
笼	lɐŋ³³	
聋	lɐŋ¹¹	不符合古今语音演变的对应规律
拢	lɐŋ¹¹	不符合古今语音演变的对应规律
弄	lɐŋ²⁴	
鹿	lø³³	
棕	tsɐŋ¹¹	
总	tsɐŋ²⁴	
粽	tsɐŋ³³	
聪	tsʰɐŋ¹¹	
匆	tsʰɐŋ¹¹	
葱	tsʰɐŋ³³	
丛	tsʰɐŋ⁴²	
族	tsʰø³	
送	sɐŋ⁵⁵	
速	tsʰø⁵	不符合古今语音演变的对应规律
公	kɐŋ¹¹	老~
公	kɐŋ³³	大娘~
工	kɐŋ¹¹	
功	kɐŋ¹¹	
攻	kɐŋ¹¹	
贡	kɐŋ⁵⁵	
谷	kø³³	
空	kʰɐŋ¹¹	~气
孔	kʰɐŋ²⁴	
控	kʰɐŋ⁵⁵	
空	kʰɐŋ¹¹	~缺，不符合古今语音演变的对应规律
哭	hø⁵	
烘	/	
红	hɐŋ⁴²	
洪	hɐŋ⁴²	
汞	kɐŋ⁵⁵	不符合古今语音演变的对应规律
翁	ɐŋ¹¹	
屋	ø⁵	
冬	tɐŋ¹¹	
督	tø⁵	
统	tʰɐŋ²⁴	不符合古今语音演变的对应规律
毒	tʰø³	
农	nɐŋ⁴²	
脓	nɐŋ⁴²	
宗	tsɐŋ¹¹	
综	tsɐŋ¹¹	不符合古今语音演变的对应规律
松	sɐŋ¹¹	轻~
宋	sɐŋ⁵⁵	
酷	hau¹¹	不符合古今语音演变的对应规律
风	fɐŋ¹¹	
枫	fɐŋ¹¹	
讽	fɐŋ²⁴	不符合古今语音演变的对应规律
福	fø⁵	
复	fø⁵	~杂
幅	pø⁵	一~布
幅	fø⁵	一~画
丰	fɐŋ¹¹	
覆	fø⁵	
冯	hɐŋ⁴²	
凤	fɐŋ²⁴	
服	fø³	
伏	pʰø³	趴
伏	fø³	
复	fø⁵	~原，不符合古今语音演变的对应规律
梦	mɐŋ²⁴	
目	mø³	
牧	mø³	
隆	lɐŋ⁴²	
六	lø³	
陆	lø³	
肃	sø⁵	
宿	sø⁵	住~
中	tʃɐŋ¹¹	~间
忠	tʃɐŋ¹¹	
中	tʃɐŋ⁵⁵	打~
竹	tʃø³	
竹	tʃø³³	
筑	tʃø⁵	
畜	tʃʰø³	~生
虫	tʃʰɐŋ³³	
轴	tʃʰø³	
逐	tʃʰø³	
崇	ʃɐŋ⁴²	不符合古今语音演变的对应规律
缩	sø⁵	
终	tʃɐŋ¹¹	
众	tʃɐŋ⁵⁵	
祝	tʃø⁵	
粥	tʃø⁵	
充	tʃʰɐŋ¹¹	
铳	tʃʰɐŋ⁵⁵	
叔	ʃø⁵	~娒
叔	ʃø³	阿~
熟	ʃø³	
绒	iɐŋ⁴²	
肉	ŋø³	
弓	kɐŋ¹¹	
躬	kɐŋ¹¹	
宫	kɐŋ¹¹	
菊	kʰø³	不符合古今语音演变的对应规律
穷	kʰɐŋ⁴²	
畜	ʃø³	~牧
蓄	ʃø⁵	
熊	ʃɐŋ⁴²	不符合古今语音演变的对应规律
雄	ʃɐŋ⁴²	不符合古今语音演变的对应规律
融	iɐŋ⁴²	
育	iø³	
封	fɐŋ¹¹	
峰	fɐŋ¹¹	
蜂	fɐŋ¹¹	
锋	fɐŋ¹¹	
捧	pɐŋ²⁴	不符合古今语音演变的对应规律
逢	fɐŋ⁴²	
缝	fɐŋ⁴²	~衣
奉	fɐŋ²⁴	
缝	fɐŋ⁴²	~隙，不符合古今语音演变的对应规律
浓	nɐŋ⁴²	
龙	lɐŋ⁴²	
绿	lø³	
录	lø³	
纵	tsɐŋ⁵⁵	~横，不符合古今语音演变的对应规律
踪	tsɐŋ¹¹	
足	tsø⁵	
促	tsʰø⁵	
从	tsʰɐŋ⁴²	跟~
粟	sø³	
松	tsʰɐŋ⁴²	~树
诵	tsʰɐŋ²⁴	
颂	tsʰɐŋ²⁴	
俗	tsʰø³	
续	tsʰø³	
宠	tsʰɐŋ²⁴	不符合古今语音演变的对应规律
重	tʃʰɐŋ⁴²	~复
重	tʃʰɐŋ⁵⁵	轻~
钟	tʃɐŋ¹¹	
种	tʃɐŋ²⁴	~类
种	tʃɐŋ⁵⁵	~树
烛	tʃø⁵	
嘱	tʃø⁵	
冲	tʃʰɐŋ¹¹	
触	tʃʰø⁵	
舂	tʃɐŋ¹¹	
束	tʃʰø⁵	不符合古今语音演变的对应规律
属	ʃø³	
茸	iɐŋ⁴²	
辱	iø³	
恭	kɐŋ¹¹	
供	kɐŋ⁵⁵	~给，不符合古今语音演变的对应规律
恐	kʰɐŋ²⁴	
曲	kʰø⁵	
共	kʰɐŋ²⁴	
局	kʰø³	
玉	ŋø³	
狱	ŋɔu³	
胸	ʃɐŋ¹¹	
凶	hɐŋ¹¹	话音
凶	ʃɐŋ¹¹	字音
雍	iɐŋ¹¹	
拥	ɐŋ²⁴	推
拥	iɐŋ²⁴	
容	iɐŋ⁴²	
勇	iɐŋ²⁴	
用	iɐŋ¹¹	
欲	iø³	
浴	iø³	
