汉字	音标	注释
鲁	lu⁵⁵	
卤	lu⁵⁵	
路	lu¹¹	器物的痕迹
路	lu³³	
露	lu⁵⁵	不符合古今语音演变的对应规律
租	tsu¹¹	
祖	tsu²⁴	
做	tsɔu⁵⁵	不符合古今语音演变的对应规律
粗	tsʰu¹¹	
醋	tsʰu⁵⁵	
错	tsʰɔu⁵⁵	~误，不符合古今语音演变的对应规律
苏	su¹¹	
素	su⁵⁵	
姑	ku¹¹	
孤	ku¹¹	
箍	ku¹¹	动词，不符合古今语音演变的对应规律
箍	kʰu¹¹	
古	ku²⁴	
鼓	ku²⁴	
故	ku⁵⁵	
顾	ku⁵⁵	
枯	kʰu¹¹	
苦	kʰu²⁴	
库	kʰu⁵⁵	
裤	kʰu⁵⁵	
吴	ŋu⁴²	
五	m̩⁵⁵	
误	ŋu¹¹	
呼	fu¹¹	
虎	fu²⁴	
戽	fu⁵⁵	
胡	fu⁴²	姓~
湖	fu⁴²	
胡	fu⁴²	~须
户	fu²⁴	
互	fu²⁴	
护	fu²⁴	
乌	vu¹¹	
女	ŋi⁵⁵	
吕	lɐi⁵⁵	
旅	lɐi⁵⁵	
徐	tsʰɐi⁴²	
序	sɔi²⁴	
猪	tʃi¹¹	
著	tʃi⁵⁵	
除	tʃʰi⁴²	
苎	tʃʰi⁵⁵	~麻
阻	tsu²⁴	
初	tsʰɔu¹¹	
楚	tsʰu²⁴	
锄	tsʰɔu⁴²	
助	tsʰu²⁴	
梳	sɔu¹¹	动词
梳	sɔu³³	名词
蔬	sɔu¹¹	
所	sɔu²⁴	
诸	tʃi¹¹	
煮	tʃi²⁴	
处	tʃʰi⁵⁵	~所
书	ʃi¹¹	
舒	ʃi¹¹	
鼠	ʃi²⁴	
薯	ʃi⁴²	红~，不符合古今语音演变的对应规律
如	i⁴²	
居	ki¹¹	
车	ki¹¹	~马炮
举	ki²⁴	
锯	ki⁵⁵	动词
锯	ki³³	名词
去	hai⁴²	话音，不符合古今语音演变的对应规律
去	kʰi⁵⁵	字音
渠	kʰi⁴²	
巨	kʰi¹¹	
距	kʰi¹¹	
鱼	ŋi⁴²	字音
鱼	ŋi³³	鲤~
语	ŋi¹¹	不符合古今语音演变的对应规律
虚	ʃi¹¹	
许	ʃi²⁴	
余	i⁴²	
预	i¹¹	
肤	fu¹¹	
府	fu²⁴	
斧	pu²⁴	
傅	fu¹¹	不符合古今语音演变的对应规律
符	fu⁴²	
扶	pʰu⁴²	话音
扶	fu⁴²	字音
腐	fu¹¹	
辅	pu²⁴	不符合古今语音演变的对应规律
附	fu²⁴	
无	vu⁴²	
舞	mɔu²⁴	~龙
舞	mu²⁴	跳~
武	vu⁵⁵	
务	mu²⁴	
雾	mu⁵⁵	不符合古今语音演变的对应规律
屡	lɔi²⁴	
取	tsʰɐi²⁴	
娶	tsʰɐi²⁴	
趣	tsʰɐi⁵⁵	
聚	tsʰɐi⁵⁵	
须	sɔi¹¹	胡~
需	sɔi¹¹	
株	tʃi¹¹	
驻	tʃi⁵⁵	
厨	tʃʰi⁴²	
柱	tʃʰi⁵⁵	
住	tʃʰi¹¹	
数	su³³	名词
朱	tʃi¹¹	
珠	tʃi¹¹	
主	tʃi²⁴	
注	tʃi⁵⁵	
输	ʃi¹¹	
殊	ʃi⁴²	
竖	su⁵⁵	不符合古今语音演变的对应规律
树	ʃi³³	
儒	i⁴²	
拘	kʰi¹¹	不符合古今语音演变的对应规律
句	ki⁵⁵	
区	kʰi¹¹	
具	kʰi¹¹	
愚	ŋi⁴²	
娱	ŋu⁴²	不符合古今语音演变的对应规律
遇	ŋi¹¹	
雨	i⁵⁵	
羽	i²⁴	
芋	i¹¹	
愉	i¹¹	
裕	i²⁴	
戴	tai⁵⁵	
胎	tʰui¹¹	
态	tʰai⁵⁵	
贷	tʰui¹¹	不符合古今语音演变的对应规律
台	tʰui⁴²	
待	tʰui¹¹	
代	tʰui¹¹	
袋	tʰui¹¹	
耐	nai¹¹	
来	lɛi⁴²	不符合古今语音演变的对应规律
灾	tsai¹¹	
栽	tsui¹¹	
宰	tsui²⁴	
再	tsui⁵⁵	
彩	tsʰui²⁴	
菜	tsʰui⁵⁵	青~
菜	tsʰui³³	韭~
财	tsʰui⁴²	
裁	tsʰui⁴²	
在	tsʰɛi⁵⁵	~今日止，不符合古今语音演变的对应规律
在	tsʰui¹¹	~先
鳃	sui¹¹	
赛	sai⁵⁵	
该	kui¹¹	
改	kui²⁴	
概	kʰai⁵⁵	不符合古今语音演变的对应规律
开	kʰui¹¹	
碍	ŋui¹¹	
海	hui²⁴	
亥	hui¹¹	
哀	ui¹¹	
爱	ui⁵⁵	
贝	pɔi⁵⁵	
带	tai⁵⁵	动词
带	tai³³	名词
太	tʰai⁵⁵	
泰	tʰai⁵⁵	
大	tʰai¹¹	~夫
赖	lai¹¹	
蔡	tsʰai⁵⁵	
盖	kui⁵⁵	动词
盖	kui³³	名词
艾	ŋɛi⁵⁵	不符合古今语音演变的对应规律
害	hui¹¹	
拜	pai⁵⁵	
排	pʰai⁴²	
排	pʰai³³	竹~
埋	mai⁴²	
斋	tsai¹¹	
豺	sai⁴²	不符合古今语音演变的对应规律
阶	kai¹¹	
介	kai⁵⁵	
界	kai⁵⁵	
戒	kai⁵⁵	
楷	kʰai²⁴	
械	hai²⁴	
挨	ai¹¹	~着
摆	pai²⁴	
派	pʰai⁵⁵	
牌	pʰai³³	
稗	pʰɐi¹¹	不符合古今语音演变的对应规律
买	mai⁵⁵	
卖	mai¹¹	
奶	nɛn³³	不符合古今语音演变的对应规律
债	tsai⁵⁵	
差	tsʰai¹¹	出~
柴	tsʰai⁴²	
筛	sɛi¹¹	动词
筛	sɛi³³	名词
洒	sa²⁴	
晒	sai⁵⁵	
佳	kai¹¹	
街	kai¹¹	
解	kai²⁴	
鞋	hai³³	
蟹	kʰai²⁴	不符合古今语音演变的对应规律
矮	ɛi²⁴	
败	pʰai¹¹	
寨	tsʰai⁵⁵	不符合古今语音演变的对应规律
币	pɐi⁵⁵	不符合古今语音演变的对应规律
毙	pɐi⁵⁵	不符合古今语音演变的对应规律
例	lɛi¹¹	
际	tsɐi⁵⁵	
祭	tsɐi⁵⁵	
制	tsɿ⁵⁵	
世	sɿ⁵⁵	
势	ʃɛi⁵⁵	不符合古今语音演变的对应规律
誓	sɿ¹¹	
艺	ŋɛi¹¹	
闭	pɐi⁵⁵	
批	pʰɛi¹¹	
迷	mɐi⁴²	
米	mɛi⁵⁵	
低	tɛi¹¹	
堤	tʰɐi⁴²	不符合古今语音演变的对应规律
底	tɛi²⁴	
帝	tɐi⁵⁵	
梯	tʰui¹¹	楼~
梯	tʰɛi¹¹	字音
体	tʰɛi²⁴	
替	tʰɛi⁵⁵	
剃	tʰɛi⁵⁵	
题	tʰɐi⁴²	
提	tʰia⁴²	话音，不符合古今语音演变的对应规律
提	tʰɐi⁴²	字音
弟	tʰɛi³³	老~
弟	tʰɐi³³	徒~
第	tʰɐi¹¹	
泥	nɛi⁴²	
犁	lɛi⁴²	
礼	lɐi⁵⁵	
丽	lɐi²⁴	
挤	tsɐi¹¹	不符合古今语音演变的对应规律
济	tsɐi⁵⁵	
妻	tsʰɐi¹¹	
齐	tsʰɛi⁴²	
脐	tsʰɛi³³	
西	sɛi¹¹	~瓜
西	sɛi³³	东~
洗	sɛi²⁴	
细	sɛi⁵⁵	
鸡	kɛi¹¹	
计	kɛi⁵⁵	
继	ki⁵⁵	
启	ʃi²⁴	
系	hɛi⁵⁵	~统，不符合古今语音演变的对应规律
杯	pɔi¹¹	
背	pui⁵⁵	瓦~
背	pui³³	外~
配	pʰɔi⁵⁵	
陪	pʰui⁴²	
赔	pʰui⁴²	
倍	pʰɔi⁵⁵	
背	pʰui¹¹	~诵
佩	pʰɔi⁵⁵	不符合古今语音演变的对应规律
梅	mui⁴²	
煤	mui⁴²	
妹	mui³³	
堆	tɔi¹¹	
对	tɔi⁵⁵	形容词
对	tɔi³³	名词
推	tʰɔi¹¹	
腿	tʰɔi²⁴	
退	tʰɔi⁵⁵	
队	tɔi³³	
内	nɔi¹¹	
雷	lɔi⁴²	
累	lɔi²⁴	劳~
催	tsʰɔi¹¹	
罪	tsʰɔi¹¹	
碎	sɔi⁵⁵	
恢	fui¹¹	
灰	fui¹¹	
悔	fɔi⁵⁵	不符合古今语音演变的对应规律
回	fɔi⁴²	
汇	fɔi¹¹	
兑	tʰɔi⁵⁵	
最	tsui⁵⁵	
会	fɔi¹¹	~计，不符合古今语音演变的对应规律
外	ŋui¹¹	
会	fɔi¹¹	~议
会	vui¹¹	不~，话音
会	fɔi²⁴	不~，字音
乖	kai¹¹	
怪	kai⁵⁵	
块	kʰai⁵⁵	
怀	fai⁴²	
坏	fai¹¹	
拐	kai²⁴	
挂	ka⁵⁵	
歪	va¹¹	
画	fa¹¹	动词
画	fa³³	名词
快	kʰai⁵⁵	
筷	kʰai⁵⁵	
话	va¹¹	动词
话	va³³	名词
脆	tsʰɔi⁵⁵	
岁	sɔi⁵⁵	
税	ʃɔi⁵⁵	
卫	vɔi⁵⁵	不符合古今语音演变的对应规律
废	fɔi⁵⁵	
肺	fɔi⁵⁵	
桂	kɔi⁵⁵	
惠	fɔi²⁴	
慧	fɔi²⁴	
碑	pɐi¹¹	
彼	/	
披	pʰɐi¹¹	
皮	pʰɐi⁴²	
皮	pʰɐi³³	果~
脾	pʰɐi⁴²	
被	pʰɐi⁵⁵	~子
避	pʰɛi⁵	不符合古今语音演变的对应规律
弥	mɐi⁴²	~补
离	lɐi⁴²	
篱	lɛi⁴²	
荔	lɛi¹¹	
紫	tsɿ²⁴	
此	tsʰɿ²⁴	
刺	tsʰɿ⁵⁵	
斯	sɿ¹¹	
赐	tsʰɿ⁵⁵	不符合古今语音演变的对应规律
知	tɐi¹¹	
智	tsɿ⁵⁵	
池	tsʰɿ⁴²	
支	tsɿ¹¹	
枝	tsɿ¹¹	
纸	tsɿ²⁴	
只	tsɿ²⁴	~有
舐	ʃɛi¹¹	舔，不符合古今语音演变的对应规律
施	sɿ¹¹	
是	sɿ¹¹	
氏	sɿ¹¹	
儿	i⁴²	
寄	ki⁵⁵	
企	kʰi⁵⁵	~业，不符合古今语音演变的对应规律
奇	kʰi⁴²	
骑	kʰi⁴²	
技	kʰi¹¹	
徛	kʰi⁵⁵	站立
宜	ŋi⁴²	
蚁	ŋɛi⁵⁵	
义	ŋi⁵⁵	不符合古今语音演变的对应规律
议	ŋi⁵⁵	不符合古今语音演变的对应规律
牺	ʃi¹¹	
戏	ʃi⁵⁵	
椅	i²⁴	
移	i⁴²	
易	i¹¹	难~
悲	pɔi¹¹	
比	pɐi²⁴	
秘	pɐi⁵⁵	~书
屁	pʰɐi⁵⁵	
备	pʰɐi¹¹	
鼻	pʰɐi¹¹	名词
鼻	pʰɐi²⁴	动词
眉	mɐi⁴²	
美	mɔi⁵⁵	~丽
美	mɔi²⁴	~国
地	tʰɐi¹¹	
尼	nɛi⁴²	
梨	lɐi⁴²	
利	lɐi¹¹	
资	tsɿ¹¹	
次	tsʰɿ⁵⁵	
瓷	tsʰɿ⁴²	
餈	tsʰɛi⁴²	字音
餈	tsʰɛi³³	粽哩~
自	sɿ¹¹	不符合古今语音演变的对应规律
私	sɿ¹¹	
死	sɐi²⁴	
四	sɿ⁵⁵	
致	tsɿ⁵⁵	
迟	tsʰɿ⁴²	
师	sɿ¹¹	
脂	tsɿ¹¹	
指	tsɿ²⁴	
指	tsɿ³³	pa¹¹~
至	tsɿ⁵⁵	
示	sɿ⁵⁵	不符合古今语音演变的对应规律
尸	sɿ¹¹	
屎	sɿ²⁴	
视	sɿ⁵⁵	不符合古今语音演变的对应规律
二	ŋi¹¹	
饥	ki¹¹	
器	ʃi⁵⁵	
夷	i⁴²	
姨	i⁴²	~丈
姨	i³³	大~
你	ŋi⁵⁵	
李	lɐi²⁴	
里	lɐi⁵⁵	
里	lɐi³³	~子
理	lɐi⁵⁵	
子	tsɿ²⁴	
慈	tsʰɿ⁴²	
字	sɿ³³	不符合古今语音演变的对应规律
司	sɿ¹¹	
思	sɿ¹¹	
辞	tsʰɿ⁴²	
祠	tsʰɿ⁴²	
寺	sɿ⁴²	不符合古今语音演变的对应规律
饲	tsʰɿ⁴²	不符合古今语音演变的对应规律
置	tsɿ⁵⁵	
耻	tsʰɿ²⁴	
持	tsʰɿ⁴²	
痔	tsʰɿ⁴²	不符合古今语音演变的对应规律
治	tsʰɿ²⁴	
士	sɿ²⁴	
柿	sɿ⁵⁵	
事	sɿ¹¹	
使	sɿ²⁴	
史	sɿ²⁴	
之	tsɿ¹¹	
止	tsɿ²⁴	
志	tsɿ⁵⁵	
痣	tsɿ⁵⁵	
齿	tsʰɿ²⁴	
诗	sɿ¹¹	
始	tsʰɿ²⁴	不符合古今语音演变的对应规律
试	sɿ⁵⁵	
时	sɿ⁴²	
市	sɿ⁵⁵	
耳	ŋi⁵⁵	
基	ki¹¹	
己	ki²⁴	
记	ki⁵⁵	
欺	ʃi¹¹	话音
欺	kʰi¹¹	字音
起	ʃi²⁴	
其	kʰi⁴²	
棋	kʰi⁴²	字音
棋	kʰi³³	
旗	kʰi⁴²	
疑	ŋi⁴²	
喜	ʃi²⁴	
医	i¹¹	
意	i⁵⁵	
以	i²⁴	
异	i¹¹	
机	ki¹¹	
几	ki²⁴	~个
气	ʃi⁵⁵	
汽	ʃi⁵⁵	
毅	ŋɛi²⁴	
希	ʃi¹¹	
衣	i¹¹	
依	i¹¹	
累	lɔi²⁴	积~
嘴	tsɔi²⁴	
随	tsʰɔi⁴²	
吹	tʃʰɔi¹¹	
炊	tsʰɔi¹¹	不符合古今语音演变的对应规律
垂	ʃɔi⁴²	
瑞	ʃɔi⁵⁵	祥~，不符合古今语音演变的对应规律
规	kʰɔi¹¹	不符合古今语音演变的对应规律
亏	kʰɔi¹¹	
跪	kʰɔi²⁴	
危	ŋɔi⁴²	
毁	vɔi²⁴	
委	vɔi²⁴	
为	vɔi⁴²	作~
为	vɔi⁴²	~了，不符合古今语音演变的对应规律
类	lɔi²⁴	
泪	lɔi³³	
醉	tsɔi⁵⁵	
虽	sɔi¹¹	
隧	sɔi¹¹	
追	tʃɔi¹¹	
锤	tʃʰɔi⁴²	动词
锤	tʃʰɔi³³	名词
衰	sɔi¹¹	
帅	sai⁵⁵	
水	ʃɔi²⁴	
龟	kɔi¹¹	
轨	kɔi²⁴	
季	kɔi⁵⁵	
葵	kʰɔi⁴²	
柜	kʰɔi³³	
位	vɔi³³	
唯	vɔi⁴²	不符合古今语音演变的对应规律
遗	vɔi⁴²	不符合古今语音演变的对应规律
非	fɔi¹¹	
飞	fɔi¹¹	
匪	fɔi²⁴	
费	fɔi⁵⁵	
肥	fɔi⁴²	
微	mɐi⁴²	
尾	mɔi³³	
未	mɔi¹¹	
味	mɔi¹¹	
归	kɔi¹¹	
鬼	kɔi²⁴	
贵	kɔi⁵⁵	
魏	ŋɔi¹¹	
挥	fɔi¹¹	
威	vɔi¹¹	
慰	vɔi²⁴	
违	vɔi⁴²	
围	vɔi⁴²	
伟	vɔi²⁴	
胃	vɔi²⁴	
谓	vɔi²⁴	
保	pau²⁴	
宝	pau²⁴	
报	pau⁵⁵	
袍	pʰau⁴²	
抱	pʰau¹¹	
暴	pau⁵⁵	不符合古今语音演变的对应规律
菢	pø¹¹	孵，不符合古今语音演变的对应规律
毛	mau⁴²	~蛇仔
毛	mau¹¹	姓氏，不符合古今语音演变的对应规律
毛	mau³³	松~
冒	mau²⁴	
帽	mau³³	
刀	tau³³	
岛	tau²⁴	
到	tau⁵⁵	
倒	tau²⁴	~水，不符合古今语音演变的对应规律
讨	tʰau²⁴	
套	tʰau⁵⁵	
桃	tʰau³³	
逃	tʰau⁴²	
陶	tʰau⁴²	
道	tʰau¹¹	
稻	tʰau¹¹	
导	tʰau⁵⁵	不符合古今语音演变的对应规律
脑	nau³³	
劳	lau⁴²	
牢	lau⁴²	
老	lau⁵⁵	
捞	lau⁴²	
糟	tsau¹¹	
早	tsau²⁴	
枣	tsau²⁴	
灶	tsau⁵⁵	
操	tsʰau¹¹	体~
草	tsʰau²⁴	
曹	tsʰau⁴²	
皂	tsʰau⁵⁵	
造	tsʰau⁵⁵	
臊	sau¹¹	~气
扫	sau⁵⁵	~地，不符合古今语音演变的对应规律
嫂	sau²⁴	
扫	sau⁵⁵	~帚
高	kau¹¹	
糕	kau¹¹	
稿	kau²⁴	
告	kau⁵⁵	
考	kʰau²⁴	
靠	kʰau⁵⁵	
熬	ŋau⁴²	
蒿	kʰɔu¹¹	不符合古今语音演变的对应规律
好	hau²⁴	~坏
好	hau⁵⁵	喜~
毫	hau⁴²	
号	hau¹¹	~码
袄	au²⁴	
奥	au⁵⁵	
包	pau¹¹	
饱	pau²⁴	
豹	pau⁵⁵	
爆	pau⁵⁵	
泡	pʰau³³	
炮	pʰau⁵⁵	
跑	pʰau¹¹	不符合古今语音演变的对应规律
猫	miu³³	不符合古今语音演变的对应规律
貌	mau²⁴	
闹	nau¹¹	
罩	tsau⁵⁵	
爪	tsau²⁴	~子
抄	tsʰau¹¹	
炒	tsʰau²⁴	
吵	tsʰau⁴²	不符合古今语音演变的对应规律
巢	tsʰau⁴²	
稍	sau⁵⁵	不符合古今语音演变的对应规律
交	kau¹¹	
胶	kau¹¹	~布
搅	kau²⁴	
搞	kau²⁴	
教	kau⁵⁵	~育
觉	kau⁵⁵	睡~
巧	kʰau²⁴	
咬	ŋau⁵⁵	
孝	hau⁵⁵	
效	hau¹¹	
校	kau¹¹	学~，不符合古今语音演变的对应规律
标	piu¹¹	
表	piu¹¹	手~，不符合古今语音演变的对应规律
表	piu²⁴	~格
飘	pʰiu¹¹	
票	pʰiu³³	车~
薸	pʰiu³³	浮萍
苗	miu⁴²	
秒	miu²⁴	
庙	miu¹¹	
妙	miu²⁴	
疗	liu⁴²	不符合古今语音演变的对应规律
焦	tsiu¹¹	
椒	tsiu¹¹	
噍	tsʰiu¹¹	嚼
消	siu¹¹	
小	siu²⁴	
笑	siu⁵⁵	
朝	tʃiu¹¹	今~
超	tʃʰiu¹¹	
朝	tʃʰiu⁴²	~代
潮	tʃʰiu⁴²	
赵	tʃʰiu²⁴	
召	tʃʰiu²⁴	
昭	tʃiu¹¹	
招	tʃiu¹¹	
照	tʃiu⁵⁵	
烧	ʃiu¹¹	
少	ʃiu²⁴	多~
少	ʃiu⁵⁵	~年
绍	tʃʰiu²⁴	不符合古今语音演变的对应规律
饶	ŋiu⁴²	
骄	kiu¹¹	
桥	kʰiu⁴²	
轿	kʰiu³³	
嚣	ʃiu¹¹	
妖	iu¹¹	
要	iu¹¹	~求
要	iu⁵⁵	重~
摇	iu⁴²	
窑	iu⁴²	
舀	iu²⁴	
耀	iu²⁴	
鹞	iu²⁴	
刁	tiu¹¹	
鸟	tiu²⁴	交合
鸟	tiu³³	动物
钓	tiu⁵⁵	
挑	tʰiu¹¹	
跳	tʰiu⁵⁵	
粜	tʰiu⁵⁵	卖出
条	tʰiu⁴²	
条	tʰiu³³	雪~
调	tʰiu²⁴	~动
尿	ŋiu¹¹	
聊	liu⁴²	
了	liu⁵⁵	~解
料	liu¹¹	
萧	siu¹¹	
缴	kiu²⁴	
叫	kiu⁵⁵	
尧	ŋiu⁴²	
晓	ʃiu²⁴	
某	mø²⁴	
亩	mø⁵⁵	
牡	mø²⁴	
母	mu⁵⁵	
贸	mø¹¹	
兜	tø¹¹	
斗	tø²⁴	
斗	tø³³	跟~
陡	tø²⁴	
斗	tø⁵⁵	~争
偷	tʰø¹¹	
敨	tʰø²⁴	
透	tʰø⁵⁵	
头	tʰø⁴²	
头	tʰø³³	热~
豆	tʰø¹¹	~角
豆	tʰø³³	黄~
逗	tʰø³³	
楼	lø⁴²	
漏	lø¹¹	
走	tsø²⁴	
奏	tsø⁵⁵	
凑	tsʰø⁵⁵	
凑	tsʰø³³	相~
勾	kø¹¹	
钩	kø¹¹	动词
钩	kø³³	名词
沟	kø¹¹	
狗	kø²⁴	
够	kø⁵⁵	
构	kø⁵⁵	
口	hø²⁴	
扣	kʰø⁵⁵	
藕	ŋø²⁴	
偶	ŋø²⁴	配~
侯	hø⁴²	
喉	hø⁴²	
猴	hø³³	
后	hø⁵⁵	~年
后	hø¹¹	~世
后	hø²⁴	~sɿ²⁴背
厚	hø⁵⁵	
候	hø³³	
欧	ø¹¹	
呕	ø²⁴	
沤	ø⁵⁵	~肥
否	fø²⁴	
富	fu⁵⁵	
副	fu⁵⁵	
浮	fø⁴²	
妇	fu¹¹	~女
妇	pʰu³³	新~
负	fu¹¹	
谋	mø⁴²	
矛	mau⁴²	
纽	nø²⁴	扣~
纽	nɛu²⁴	字音
流	lɛu⁴²	
刘	lɛu⁴²	
留	lɛu⁴²	
柳	lɛu³³	
酒	tsɛu²⁴	
秋	tsʰɛu¹¹	
就	tsʰɛu¹¹	
修	sɛu¹¹	
秀	sɛu⁵⁵	
绣	sɛu⁵⁵	
袖	tsʰɛu¹¹	
昼	tʃau³³	
抽	tʃʰau¹¹	
丑	tʃʰau²⁴	
绸	tʃʰau⁴²	
宙	tʃau³³	不符合古今语音演变的对应规律
邹	tsø¹¹	
皱	tsø⁵⁵	
愁	tsʰø⁴²	
搜	sø¹¹	
馊	sø¹¹	
瘦	sø⁵⁵	
周	tʃau¹¹	
州	tʃau¹¹	
咒	tʃau⁵⁵	
臭	tʃʰau⁵⁵	
收	ʃau¹¹	
手	ʃau²⁴	
守	ʃau²⁴	
兽	tʃʰau⁵⁵	不符合古今语音演变的对应规律
仇	ʃau⁴²	报~
受	ʃau²⁴	
寿	ʃau²⁴	
售	tʃʰau⁴²	不符合古今语音演变的对应规律
柔	iau⁴²	
阄	kiau³³	
九	kiau²⁴	
久	kiau²⁴	
救	kiau⁵⁵	
丘	kʰiau¹¹	
求	kʰiau⁴²	
球	kʰiau⁴²	
舅	kʰiau⁵⁵	~娒
舅	kʰiau³³	小~
旧	kʰiau¹¹	
牛	ŋɛu⁴²	
休	sɛu¹¹	
优	iau¹¹	
尤	iau⁴²	
邮	iau⁴²	
有	iau⁵⁵	
友	iau³³	
又	iau¹¹	
右	iau¹¹	
由	iau⁴²	
油	iau⁴²	
酉	iau³³	
柚	iau³³	
彪	piu¹¹	
谬	miu²⁴	
幼	iau⁵⁵	
耽	tan¹¹	
答	ta⁵	
搭	ta⁵	
贪	tʰan¹¹	
探	tʰan⁵⁵	~亲
踏	tʰa³	不符合古今语音演变的对应规律
潭	tʰan⁴²	
南	nan⁴²	
男	nan⁴²	
纳	na³	
参	tsʰan¹¹	~加
惨	tsʰan²⁴	
蚕	tsʰan⁴²	
杂	tsʰa³	
感	kan²⁴	
鸽	ka³	
含	han⁴²	
合	hui³³	
庵	un¹¹	佛寺
暗	an⁵⁵	
担	tan¹¹	~任
胆	tan²⁴	
担	tan³³	
毯	tʰan²⁴	
塔	tʰa³	
塌	tʰa⁵	
谈	tʰan⁴²	
痰	tʰan⁴²	
淡	tʰan⁵⁵	
蓝	lan⁴²	
篮	lan⁴²	~球
篮	lan³³	竹~
览	lan²⁴	
