汉字	注释	音标
揩		kʰai1
楷		kʰai3
界		kai2
挨		ŋɔi1
派		pʰai2
稗		pʰa5
买		mai3
卖		mai5
奶	祖母	lai3
奶	牛~	lai3
柴		tsʰai2
佳		ka1
街		kai1
解		kai3
鞋		hai2
蟹		hai3
矮		ŋai3
败		pʰai5
寨		tsʰai2
毙		pʰi5
厉		li5
例		li5
制		tsɿ2
世		sɿ2
低		ti1
梯		tʰi1
体		tʰi3
替		tʰi2
弟		tʰi5
第		tʰi5
泥		ȵi2
犁		li2
齐		tɕʰi2
西		ɕi1
洗		ɕi3
细		ɕi2
鸡		tɕi1
溪		ɕi1
杯		pei1
背	~脊	pei2
背	~书	pʰei5
赔		pʰei2
倍		pʰei5
梅		mei2
每		mei3
妹		mei5
堆		tuei1
队		tuei5
推		tʰuei1
退		tʰuei2
腿		tʰuei3
罪		tsʰuei5
碎		suei2
块		kʰuai2
灰		fei1
回		fei2
汇		fei5
最		tsuei2
外	~面	uai5
外	~公	uai5
会	开~	fei5
会	不~	uei5
乖		kuai1
怪		kuai2
淮		fai2
坏		fai5
蛙		ua1
拐		kuai3
挂		kua5
画		fa5
快		kʰuai2
话	~语	fa5
话	说	ua5
岁		suei2
税		suei2
锐		luei5
卫		uei5
肺		fei2
吠		fei5
奎		kʰuei2
桂		kuei2
惠		fei5
碑		pei1
披		pʰi1
皮		pʰi2
被	~子	pʰei5
被	~迫	pei5
篱		li2
知		tsɿ1
知		/
智		tsɿ2
支		tsɿ1
纸		tsɿ3
舐		/
是		sɿ5
儿		ŋɵ2
寄		tɕi2
义		i5
蚁		i3
戏		ɕi2
易	容~	i5
易	姓	i5
悲		pei1
备		pʰei5
美		mei3
地		tʰi5
梨		li2
利		li5
自	~私	tsʰɿ5
自	~家	tsʰɿ5
私		sɿ1
死		sɿ3
四		sɿ2
屎		sɿ3
二		ɵ5
饥		tɕi1
器		tɕʰi2
李		li3
里	~程	li3
里	~面	li3
鲤		li3
理		li3
字		tsʰɿ5
事		sɿ5
齿		tsʰɿ3
时		sɿ2
耳		ɵ3
而		ɵ2
基		tɕi1
己		tɕi3
记		tɕi2
欺		tɕʰi1
起		tɕʰi3
起		/
旗		tɕʰi2
疑		i2
机		tɕi1
几		tɕi3
气	~体	tɕʰi2
气	出~	tɕʰi2
衣		i1
毅		i5
汽		tɕʰi2
随		suei2
吹		tsʰuei1
规		kuei1
亏		kʰuei1
毁		fei3
睡		suei2
伪		uei3
泪		luei5
醉		tsuei2
锤		tsʰuei2
衰		suai1
帅		suai2
水		suei3
龟		kuei1
轨		kuei3
季		tɕy2
维		uei2
柜		kʰuei5
位		uei5
飞		fei1
匪		fei3
费		fei2
肥		fei2
尾		uei3
味		uei5
归		kuei1
鬼		kuei3
贵		kuei2
魏		uei5
挥		fei1
毛		mau2
道		tʰau5
脑		lau3
恼		lau3
牢		lau2
老		lau3
糟		tsau1
操		tsʰau1
曹		tsʰau2
熬		ŋau2
造		tsʰau5
傲		ŋau5
靠		kʰau2
浩		hau5
包		pau1
饱		pau3
豹		pau2
猫		miau1
卯		mau3
闹		lau5
抓		tsau1
罩		tsau2
交		kau1
敲		kʰau1
绞		tɕiau3
教		kau2
咬		ŋau3
袄		ŋau3
椒		tɕiau1
小		ɕiau3
朝	今~	tsau1
超		tsʰau1
潮		tsʰau2
烧		sau1
照		tsau2
绍		sau2
桥		tɕʰiau2
轿		tɕʰiau5
鸟	文	ȵiau3
鸟	白	tiau3
刁		tiau1
缴		tɕiau3
叫		tɕiau2
亩		mɛu3
某		mɛu3
偷		tʰɛu1
头		tʰɛu2
豆		tʰɛu5
透		tʰɛu2
楼		lɛu2
狗		kɛu3
口	文	kʰɛu3
口	白	hɛu3
藕		ŋɛu3
偶		ŋɛu3
猴		hɛu2
厚		hɛu5
后		hɛu5
候		hɛu5
浮		fɛu2
妇		fu5
流		liu2
刘		liu2
柳		liu3
酒		tɕiu3
秋		tɕʰiu1
修		ɕiu1
袖		ɕiu5
昼		tsɛu2
抽		tɕʰiu1
绉		tsɛu2
愁		tsʰɛu2
搜		ɕiu1=/sɛu1-
周		tɕiu1
臭		tɕʰiu2
收		ɕiu1
手		ɕiu3
受		ɕiu5
寿		ɕiu5
鸠		tɕiu1
丘		tɕʰiu1
求		tɕʰiu2
休		ɕiu1
舅		tɕʰiu5
旧		tɕʰiu5
牛		ȵiu2
有		iu3
友		iu3
右		iu5
丢		tiu1
纠		tɕiu1
幼		iu5
担		tan1
贪		tʰan1
探		tʰan5
南		lan2
答		tʰɛ1
踏		tʰa5
纳		lɛ1
参		tsʰan1
惨		tsʰan3
蚕		tsʰan2
杂		tsʰa5
感		kon3
鸽		ko1
含		hon2
合	~作	ho2
暗		ŋon2
胆		tan3
塔		tʰɛ1
淡		tʰan5
篮		lan2
腊		lɛ1
蜡		lɛ1
甘		kon1
敢		kon3
磕	~头	kʰo1
喊		han3
站	车~	tsan2
站	立	tsan2
赚		tsʰan5
插		tsʰɛ1
杉		san1
咸		han2
减		kan3
狭		hɛ5
衫		san1
舰		kan2
鉴		kan2
甲		ka3
鸭		ŋiɛ1
粘		ȵiɛn2
聂		ȵiɛ1
蹑		ȵiɛ1
镰		liɛn2
尖		tɕiɛn1
接		tɕiɛ1
签		tɕʰiɛn1
占		tsan2
染		lan3
捡		tɕiɛn3
钳		tɕʰiɛn2
验		ȵiɛn5
险		ɕiɛn3
盐		iɛn2
叶		iɛ5
欠		tɕʰiɛn2
严		iɛn2
业		ȵiɛ1
点		tiɛn3
店		tiɛn2
跌		tiɛ1
添		tʰiɛn1
帖		tʰiɛ1
甜		tʰiɛn2
拈		ȵiɛn1
念		ȵiɛn5
兼		tɕiɛn1
谦		tɕʰiɛn1
嫌		ɕiɛn2
协		ɕiɛ5
凡		fan2
犯		fan5
泛		fan5
法		fɛ1
品		pʰin3
禀		pin3
林		lin2
笠		li1
粒		li5
侵		tɕʰin1
浸		tɕin2
集		tɕʰi1
心		ɕin1
寻		tɕʰin2
习		ɕi1
沉		tsʰən2
参	人~	sən1
针		tsən1
汁		tsɿ1
深		sən1
湿		sɿ1
十		sɛ5
入		lu1
任	责~	lən2
金		tɕin1
琴		tɕʰin2
急		tɕi1
及	~格	tɕʰi5
单		tan1
摊		tʰan1
弹	~琴	tʰan2
难	~易	lan2
兰		lan2
懒		lan3
捺		lɛ1
烂		lan5
辣		lɛ5
瘌		lɛ5
餐		tsʰan1
擦		tsʰɛ1
肝		kon1
干	~部	kon2
割		ko1
看	~见	kʰon2
岸		ŋon5
寒		hon2
汉		hon5
汗		hon5
旱		hon5
安		ŋon1
案		ŋon2
扮		pan2
八		pɛ1
办	~法	pʰan5
办	~公室	pʰan5
拔		pʰɛ5
产		tsʰan3
察		tsʰa1
山		san1
杀		sɛ1
间	中~	kan1
拣		kan3
眼		ŋan3
闲		han2
苋		han5
班		pan1
板		pan3
慢		man5
铡		tsa1
奸		kan1
颜		ŋan2
雁		ŋan5
瞎		hɛ1
鞭		piɛn1
偏		pʰiɛn1
便	~宜	pʰiɛn2
棉		miɛn2
面	~上	miɛn5
灭		miɛ1
别		pʰiɛ5
连		liɛn2
裂		liɛ1
煎		tɕiɛn1
剪		tɕiɛn3
箭		tɕiɛn2
迁		tɕʰiɛn1
浅		tɕʰiɛn3
溅		tɕiɛn2
贱		tɕʰiɛn5
仙		ɕiɛn1
癣		ɕiɛn3
线		ɕiɛn2
薛		ɕyɛ1
展		tsan3
缠		tsʰan2
战		tsan2
折		tsɛ1
舌		sɛ5
扇		san2
善		san5
设		sɛ1
然		lan2
热		lɛ1
件		tɕʰiɛn5
杰		tɕʰiɛ1
孽		ȵiɛ1
蘖		ȵiɛ1
建		tɕiɛn2
健		tɕʰiɛn5
言		ȵiɛn2
献		ɕiɛn5
歇		ɕiɛ1
边		piɛn1
扁		piɛn3
片		pʰiɛn2
撇		pʰiɛ1
辫		piɛn1
面	~条	miɛn5
篾		miɛ1
蔑	~视	miɛ1
颠		tiɛn1
天		tʰiɛn1
田		tʰiɛn2
年		ȵiɛn2
电		tʰiɛn5
铁		tʰiɛ1
捏		ȵiɛ1
莲		liɛn2
炼		liɛn5
节		tɕiɛ1
千		tɕʰiɛn1
切		tɕʰiɛ1
肩		kan1
牵		tɕʰiɛn1
结		tɕiɛ1
搬		pon1
半		pon2
潘		pʰon1
叛		pʰon5
泼		pʰo1
盘		pʰon2
伴		pon5
满		mon3
末		mo1
端		ton1
短		ton3
脱		tʰo1
团		tʰon2
断		tʰon5
段		tʰon5
夺		tʰo5
暖		lon3
乱		lon5
卵		lon3
捋		lo1
酸		son1
官		kuon1
管		kuon3
灌		kuon2
括		kʰuo1
宽		kʰuon1
阔		kʰuo2
欢		fon1
完		uon2
换		uon5
活		uɛ5
碗		uon3
顽		uan2
幻		fan5
猾		uɛ5
挖		uɛ5
闩		tsʰon1
关	姓	kuan1
关	~门	kuan1
惯		kuan2
刮		kuɛ1
还	归~	uan2
弯		uan1
劣		liɛ1
全		tɕʰyɛn2
绝		tɕʰyɛ1
雪		ɕyɛ1
转	~身	tsuon3
传	宣~	tsʰuon2
穿		tsʰuon1
船		suon2
说	小~	so1
软		ȵyon3
卷		tɕyon3
圈		tɕʰyon1
拳		tɕʰyon2
园		yon2
反		fan3
发		fɛ1
翻		fan1
饭		fan5
罚		fɛ5
万		uan5
袜		uɛ1
劝		tɕʰyon2
元		yon2
月		yɛ1
冤		yon1
远		yon3
决		tɕyɛ1
缺		tɕʰyɛ1
血		ɕyɛ1
悬		ɕyon2
穴		ɕyɛ1
吞		tʰən1
根		kən1
痕		hən2
垦		kʰən3
恨		hən5
恩		ŋən1
宾		pin1
笔		pi1
匹		pʰi1
贫		pʰin2
民		min2
敏		min3
密		mi1
鳞		lin2
栗		li1
亲		tɕʰin1
七		tɕʰi1
尽		tɕʰin5
新		ɕin1
镇		tsən2
陈		tsʰən2
真		tsən1
质		tsɿ1
神		sən2
实		sɛ5
身		sən1
失		sɿ1
肾		sən5
忍		lən3
认		lən5
日		lɛ1
一		i1
斤		tɕin1
勤		tɕʰin2
近		tɕʰin5
劲		tɕin2
乞		tɕʰi1
本		pən3
笨		pʰən5
门		mən2
焖		mən1
炖		tun2
突		tʰu1
嫩		lun5
尊		tsun1
卒		tsu1
村		tsʰun1
骨		ku1
滚		kun3
困		kʰun2
昏		fən1
忽		fu1
混		fun3
浑		fun2
温		un1
律		ly1
遵		tsun1
准		tsun3
春		tsʰun1
出		tsʰu1
顺		sun5
菌	菇	tɕyn3
闰		lun5
橘		tɕy1
允		yn3
分		fən1
粉		fən3
粪		fən2
佛		fo2
蚊		un2
问		un5
问		/
物		uɛ1
军		tɕyn1
屈		tɕʰy1
裙		tɕʰyn2
训		ɕyn2
晕		yn1
云		yn2
运		yn5
帮		pɔŋ1
薄		pʰo5
忙		mɔŋ2
莫		mo1
膜		mo2
幕		mu1
寞		mo1
党		tɔŋ3
汤		tʰɔŋ1
堂		tʰɔŋ2
托		tʰo1
荡		tʰɔŋ3
诺		lo1
郎		lɔŋ2
落		lo1
作		tso1
仓		tsʰɔŋ1
凿		tsʰo5
桑		sɔŋ1
钢		kɔŋ1
各		ko1
糠		kʰɔŋ1
行	银~	hɔŋ2
行	品~	ɕin2
行	~时	haŋ2
行	出~	haŋ2
恶		ŋo1
娘		ȵiɔŋ2
凉		liɔŋ2
两	~个	liɔŋ3
两	斤~	liɔŋ3
浆		tɕiɔŋ1
蒋		tɕiɔŋ3
酱		tɕiɔŋ2
爵		tɕyɛ1
枪		tɕʰiɔŋ1
墙		tɕʰiɔŋ2
抢		tɕʰiɔŋ3
雀		tɕʰyɛ1
匠		tɕʰiɔŋ5
削		ɕyɛ1
象		ɕiɔŋ5
像		tɕʰiɔŋ5
张		tsɔŋ1
长	生~	tsɔŋ3
帐		tsɔŋ2
着	穿~	tso1
着	睡~	tsʰo5
长	~短	tsʰɔŋ2
丈		tsʰɔŋ5
装		tsɔŋ1
壮		tsɔŋ2
疮		tsʰɔŋ1
霜		sɔŋ1
章		tsɔŋ1
掌		tsɔŋ3
昌		tsʰɔŋ1
厂		tsʰɔŋ3
唱		tsʰɔŋ2
瓤		lɔŋ2
让		lɔŋ5
弱		lo1
虐		ȵyɛ1
疟		ȵyɛ1
伤		sɔŋ1
常		tsʰɔŋ2
上	~下	sɔŋ5
上	~山	sɔŋ5
上	~面	sɔŋ5
姜		tɕiɔŋ1
强		tɕʰiɔŋ2
香		ɕiɔŋ1
响		ɕiɔŋ3
向		ɕiɔŋ2
秧		iɔŋ1
养		iɔŋ3
痒		iɔŋ3
约		yɛ1
样		iɔŋ5
药		io5
跃		yɛ1
广		kuɔŋ3
郭		kuo1
荒		fɔŋ1
谎		fɔŋ3
黄	~色	uɔŋ2
黄	姓	fɔŋ2
光		kuɔŋ1
方		fɔŋ1
纺		fɔŋ3
放		fɔŋ2
房		fɔŋ2
网		uɔŋ3
望		uɔŋ5=/mɔŋ5-
忘		uɔŋ5
筐		kʰuɔŋ1
眶		kʰuɔŋ1
王		uɔŋ2
往		uɔŋ3
绑		pɔŋ3
剥		po1
桩		tsɔŋ1
桌		tso1
撞		tsʰɔŋ5
戳		tsʰo1
浊		tsʰo5
捉		tso1
窗		tsʰɔŋ1
双		sɔŋ1
江		kɔŋ1
港		kɔŋ3
角		ko1
壳		kʰo1
学		ho5
北		pɛ1
墨		mɛ5
灯		tən1
等		tən3
得		tɛ1
藤		tʰən2
邓		tʰən5
特		tʰɛ5
能		lən2
层		tsʰən2
贼		tsʰɛ5
肯		kʰən3
肯		/
刻		kʰiɛ1
黑		hɛ1
冰		pin1
逼		pi1
力		li1
熄		ɕi1
直		tsʰɛ1
色		sɛ1
蒸		tsən1
拯		tsən3
证		tsən2
织		tsɿ1
称		tsʰən2
绳		sən2
食		sɛ5
升		sən1
识		sɛ1
极		tɕʰi1
兴	~旺	ɕin1
兴	高~	ɕin2
应	~当	in1
应	~对	in2
蝇		in2
国		kuɛ1
域		y5
百		pa1
彭		pʰuŋ2
白		pʰa5
猛		muŋ3
陌		mo1
撑		tsʰaŋ1
拆		tsʰa1
冷		laŋ3
澄	~清	tsʰən2
生		saŋ1
省	节~	saŋ3
格	~子	kiɛ1
格	资~	kiɛ1
坑		kʰaŋ1
客		kʰa1
孟		muŋ5
硬		ŋaŋ5
梗		kuaŋ3
额		ŋo2
吓		ha1
棚		pʰəŋ2
麦		mɛ1
脉		mɛ5
橙		tsʰən2
摘		tsa1
争	文	tsən1
争	白	tsaŋ1
耿		kən3
隔		kiɛ1
兵		pin1
柄		pin3
平	文	pʰin2
平	白	pʰiaŋ2
病		pʰiaŋ5
明	文	min2
明	白	miaŋ2
命	文	min5
命	白	miaŋ5
镜		tɕiaŋ2
迎		in2
逆		ȵi1
影		iaŋ3
饼		piaŋ3
名	文	min2
名	白	miaŋ2
领		lin3
岭		lin3
精	文	tɕin1
精	白	tɕiaŋ1
井		tɕiaŋ3
脊		tɕi1
清	文	tɕʰin1
清	白	tɕʰiaŋ1
请		tɕʰiaŋ3
情		tɕʰin2
晴		tɕʰiaŋ2
静		tɕʰiaŋ2
净		tɕʰiaŋ2
姓		ɕiaŋ2
惜		ɕi1
惜		/
程		tsʰən2
程		/
正	~月	tsaŋ1
正	~确	tsən2
正	舞~	tsaŋ2
只		tsa1
尺		tsʰa1
声	文	sən1
声	白	saŋ1
成	~功	tsʰən2
成	舞~	tsʰən2
成	~三	tsʰən2
石		sa5
席	主~	ɕi1
席	~子	ɕia5
颈		tɕiaŋ1
轻		tɕʰiaŋ1
萦	绕也	iaŋ1
赢		iaŋ2
壁		pia1
瓶		pʰin2
劈		pʰia1
钉		tiaŋ1
滴		ti1=/tia1-
听		tʰiaŋ1
踢		tʰi1
停		tʰiaŋ2
挺		tʰin3
定		tʰiaŋ5
笛		ti1
灵		liaŋ2
铃		liaŋ2
零		liaŋ2
青	文	tɕʰin1
青	白	tɕʰiaŋ1
星		ɕin1=/ɕiaŋ1-
醒		ɕiaŋ3
锡		ɕia1
经		tɕin1
形		ɕin2
矿		kʰuɔŋ2
横		uaŋ2
轰		fuŋ1
兄		ɕiaŋ1
荣		luŋ2
永		iuŋ3
倾		tɕʰyn1
琼		tɕʰiuŋ2
营		yn2
役		y1
篷		pʰuŋ2
蒙	~古	muŋ2
蒙	~住	muŋ1
木		mu1
沐		mu1
东		tuŋ1
懂		tuŋ3
冻		tuŋ2
通		tʰuŋ1
桶		tʰuŋ3
痛		tʰuŋ2
铜		tʰuŋ2
动		tʰuŋ5
洞		tʰuŋ5
独		tʰu5
读		tʰu5
笼	鸡~	luŋ2
笼	蒸~	luŋ2
聋		luŋ1
拢		luŋ3
鹿		lu1
禄		lu5
碌		lu1
陆		lu5
棕		tsuŋ2
粽		tsuŋ2
葱		tsʰuŋ1
送		suŋ2
公		kuŋ1
谷		ku1
空	~虚	kʰuŋ1
红		fuŋ2
翁		uŋ1
蕹		ŋ̍2
屋		u1
冬		tuŋ1
毒		tʰu5
农		luŋ2
宗		tsuŋ1
松	轻~	suŋ1
风		fuŋ1
福		fu5
冯		fuŋ2
凤		fuŋ5
服		fu2
梦		muŋ5
目	眼也	mu1
目	~录	mu1
六		liu5
肃		su2
中	~间	tsuŋ1
竹		tsu1
虫		tsʰuŋ2
众		tsuŋ2
粥		tso1
铳		tsʰuŋ2
叔		su1
熟		su5
绒		luŋ2
肉		ȵiu1
弓		kuŋ1
菊		tɕy1
穷		tɕʰiuŋ2
畜	~牧	ɕy1
畜	~牲	tsʰu1
熊		ɕiuŋ2
育		y5
封		fuŋ1
缝	~衣	fuŋ2
缝	~隙	fuŋ5
浓		luŋ2
龙		luŋ2
绿		ly1
足		tɕy1
从		tsʰuŋ2
松	~树	suŋ1
俗		su2
重	~量	tsʰuŋ5
重	~复	tsʰuŋ2
钟		tsuŋ1
肿		tsuŋ3
烛		tsu1
冲		tsʰuŋ1
舂	~米	tsʰuŋ1
触		tsʰu2
赎		su2
褥		lu2
供	~应	kuŋ1
供	~鸡	tɕiuŋ1
拱		kuŋ3
恐		kʰuŋ3
曲		tɕʰy1
共	~产党	tɕʰiuŋ5
共	~用	tɕʰiuŋ5
局		tɕʰio5
玉		y5
狱		y5
胸		ɕiuŋ1
凶		ɕiuŋ1
容		luŋ2
用		iuŋ5
浴		y1
嗅		ɕiu2
