	注释：-白读，=文读
k	[1]姑辜孤估{～算}□{发霉}鸪沽诂[2]□{移动东西的动作}□{身体缩成一团}伛[3]古牯鼓股蛊[5]故固雇顾锢
kʰ	[1]箍枯哭[2]跍{蹲}[3]苦[5]库裤酷
tʃʰ	[1]柱[2]除储{～蓄}锄厨躇雏刍[3]处{相～}杵箸拄住助{助人为乐}[5]处{～所；好处}
ʃ	[1]书舒[2]薯{白～；番～}蜍[3]暑鼠黍署{专～}树[5]恕庶
ʒ	[2]茹如□{指小孩可爱}
v	[1]乌邬钨坞污巫诬侮[2]无[3]武舞鹉芋芜抚[5]恶务雾骛
#ɿ	
ts	[1]租资姿咨兹滋组之芝□{～头拿毛，揪头发}[3]祖阻紫子梓
tsʰ	[1]粗差{参～}初[2]雌瓷慈磁辞词祠糍[3]楚此自字助{帮～}[5]醋刺赐次
s	[1]苏酥梳斯厮撕私师狮司丝思伺[3]誓是氏士仕事{～情}使史驶侍似[5]素诉肆祀寺嗣饲
#ia	
p	[1]□{跑}
t	[1]爹
ŋ	[1]□{拿}[2]惹
k	[2]擎□{人公～，玩偶}䗁{蝲～，蜘蛛}
h	[1]□{衣服被动作分开}
ts	[3]姐[5]借藉
tsʰ	[2]昨[3]且谢[5]斜
s	[1]些[2]□{～人，拿某物来逗弄人}邪[3]写[5]泄卸泻
#io	
m	[1]摸
kʰ	[2]茄{茄子}[5]□{指人挑食}
ŋ	[1]□{萎}[5]□{搓}
h	[1]靴[2]□{～人，骂人}
#ua	
ŋ	[3]瓦
k	[1]瓜[2]呱[3]寡剐[5]掛卦挂
kʰ	[1]夸[3]垮[5]跨胯挎
#ai	
p	[2]□{tʃi44～，女阴}[3]摆[5]拜
pʰ	[2]排牌簰徘[3]败[5]派
m	[1]买[3]卖迈
f	[2]怀槐淮[3]坏
t	[1]□{谷子，小米}呆[2]歹傣[5]戴带{衫～}
tʰ	[1]□{tʰu35tʰu35～～，行动缓慢的样子；做事拖拉的样子}[3]大[5]太态泰
n	[2]奶乃[3]耐奈[5]捺
ŋ	[2]涯崖捱我-[3]□{～抵，表惊讶}
l	[1]拉{～货}[2]睐□{吐舌头的动作}濑{～屎，失禁}[3]赖{依赖}[5]瘌倈{儿子}籁赖{姓}濑癞
k	[1]皆阶街该{应～}[2]个{～只，那个}[3]解{讲解；姓；晓}[5]个概溉介界芥疥届戒
kʰ	[1]荷{挑担}[3]楷概恺凯[5]慨
h	[1]骇{惊～}[2]孩谐[3]械蟹[5]□{～气，叹气}懈
ts	[1]灾栽斋□{细妹～}哉[3]宰载{满～}仔[5]再载{～重}债
tsʰ	[1]猜钗差{出～}□{～～行，慢慢走}[3]彩{～色笔}寨□{随～你，随便你}睬{理～}踩[5]蔡
s	[1]腮鳃[2]□{馋}[3]柿徙{搬家}[5]晒帅
ʒ	[2]椰
v	[3]崴歪
∅	[1]挨埃[5]蔼隘霭
#ei	
p	[1]背{与正相反。～手，指左手}拍{球～}[2]□{跛}
pʰ	[1]批妇{sem35～，媳妇}𠜱{～皮，削皮}
m	[1]姆{母亲}[2]埋□{ou35～，指人做事没有章法}
f	[3]歪竵
t	[1]低堤{又读，～坝}[3]底□{挡住视线}[5]□{将水～出来}
tʰ	[1]弟[2]啼蹄[5]替剃
n	[1]□{消肿}[2]泥
l	[2]黎□{～sa35，谁}□{摔倒}□{～kei35，欺负人}[3]哪{～voŋ51，哪里}
h	[2]鞋[5]繫{联～}
ts	[2]姐
tsʰ	[1]筛□{乐器名，钹}[2]齐[5]脆{物品易损坏}
s	[1]嘶{喊}丝{竹～}[3]洗[5]细{小}婿岁
tʃ	[1]啫{～喱}[2]□{砍人}[3]□{丑}
tʃʰ	[3]镲[5]□{传染}
ʃ	[1]舐[2]□{目～～，斜视}[3]事{做～，工作}[5]世势
ʒ	[1]□{衣领太大}[2]□{黏腻}□{指人行动很慢；ʒan44～，蜗牛}
v	[2]喂{打电话时用}[3]□{撒种子}□{la35～，肮脏}□{掩埋}
∅	[2]□{～粄，制作面粄时的动作}[3]矮倭{误读}
#oi	
p	[3]跛[5]背{名词，上～，上面}
pʰ	[2]培赔陪裴[3]簸{～一～}背{背诵}焙
m	[2]梅枚媒煤糜霉[5]妹□{要，唔～}
f	[1]恢灰[2]回{～东西，还赠礼物}
t	[1]□{摔倒}[5]□{～岁，小孩子过一周岁生日}
tʰ	[1]胎梯[2]台苔抬[3]待怠殆代袋贷带{动作词}黛玳
n	[2]倪芮{姓}
ŋ	[3]碍
l	[2]来莱
k	[1]该颏赅[3]改□{掘}[5]盖丐钙
kʰ	[1]开[3]凯
h	[2]□{伤口处的疼痒}[3]海害
ts	[1]朘{男阴}
tsʰ	[1]在{人还活着}□{～过，指人生活困难}[2]才材财裁纔豺柴[3]彩{～虹}採睬[5]菜
s	[1]衰{～弱}[3]赛[5]率{～领}蟀帅
tʃ	[3]嘴
tʃʰ	[1]吹炊[2]□{发～，皮肤上有脓肿块的病症}
ʃ	[3]睡[5]税
v	[1]煨[3]会{～不～}
∅	[1]哀埃[5]爱{要}嫒
#ui	
p	[1]杯悲飞
pʰ	[1]胚坯丕[2]肥[3]倍辈[5]配佩肺吠呸{吐}
m	[1]每美尾[3]味[5]痱
f	[1]非妃挥辉徽飞{～水}[2]□{瓷器}回{～南天}[3]贿悔汇惠慧毁匪榧翡荟彙绘会{开～}[5]废费
t	[1]堆追[3]□{拽}[5]对
tʰ	[1]推[2]颓[3]腿队[5]退蜕褪□{倒掉}
n	[3]内
l	[1]垒[2]雷擂{～茶}[3]累儽{极困}儡{傀～}累{～积}类泪[5]累{连～}
k	[1]圭闺规龟归硅皈归[2]桅[3]诡轨癸鬼[5]桂季贵瑰
kʰ	[1]盔亏窥[2]逵葵茴{～香}馗魁奎睽[3]傀{～儡}跪柜[5]溃{～烂}愧馈
ts	[2]□{啄，鸟类用}[5]最醉
tsʰ	[1]催崔{姓}璀摧[3]罪[5]脆翠粹猝{～死}萃淬瘁
s	[1]虽绥衰[2]随髓隋[3]瑞[5]碎隧穗遂
tʃ	[1]锥追{～求}[5]坠{玉～}缀赘
tʃʰ	[2]垂槌锤
ʃ	[2]谁[3]水
ʒ	[3]锐蕊瑞
v	[1]危委微威[2]为维惟遗唯违围喂[3]卫伪位未魏讳伟慰胃谓猬蝟苇{芦苇}[5]畏
#iei	
ŋ	[3]艾{～草}蚁
k	[1]鸡妓[2]□{lei35～，欺负人}[3]解{解开}[5]计
kʰ	[1]溪[5]契喫{啃}
#uai	
ŋ	[3]外
k	[1]乖[2]拐{～脚}[3]拐{～杖}□{老～，青蛙名}[5]怪
kʰ	[5]快筷会{～计}刽桧
#uei	
kʰ	[2]□{～～样，咳嗽}[3]□{饥饿}
#au	
p	[1]包胞鲍□{～唔得，巴不得}[3]饱[5]豹爆
pʰ	[1]抛跑[2]刨袍鉋[3]暴抱[5]炮泡
m	[2]茅锚矛[3]冒貌[5]□{没有牙齿时的咀嚼动作}
t	[2]骰□{涂抹}[5]到{到哪去}
tʰ	[1]滔掏稻涛[5]套
n	[1]恼{恨}[2]挠[3]闹
ŋ	[1]咬[2]熬𠢕{指人厉害}淆[3]傲
l	[1]□{～街，逛街}□{和；～到，一共}褛{大衣}[2]流
k	[1]膏{～油}交郊胶教{～书}浇[3]稿绞狡铰搅搞校{～对}较校{学～；上～}[5]告教{～育}窖觉{睡～}酵□{换}
kʰ	[1]□{交叉双腿}[3]考烤巧拷[5]靠犒笅{圣～}铐
h	[1]浩[2]豪壕毫蚝[3]效[5]耗孝
ts	[1]燥[3]抓爪找[5]罩
tsʰ	[1]操{～作}抄{～写}糙焯{～菜}钞{又读}[2]巢{卵～}曹[3]炒[5]躁噪燥
tʃ	[1]朝{今～}昭招[3]召沼[5]照赵兆诏
tʃʰ	[1]超钞[2]潮朝{～代}
ʃ	[1]梢{树～}捎稍烧[2]韶绍[3]少{多～}[5]少{～年}邵
ʒ	[1]扰妖邀腰要{～求}幺{～～零}吆夭□{面团搓揉时太过潮湿的状态}[2]饶摇谣窑姚瑶遥窈杳肴{菜～}要[3]舀{～水}耀鹞
∅	[1]凹[2]□{猫～，小孩子用语}[3]拗[5]□{相～，吵架}
#eu	
m	[1]牡卯某亩[2]谋[3]戊茂贸
f	[2]浮{云～}[3]否
t	[1]兜搊{～起来，～凳}[3]斗{～升}抖□{～钱，换散钱}[5]鬥{～争}窦{鸟～}□{将东西拼合起来}
tʰ	[1]偷[2]头投[3]㪗{歇息}敨{歇息}豆逗痘毒{～人，毒死人}[5]透
n	[3]钮
l	[2]捞楼塿搂溇[3]漏陋[5]□{～人，引诱}
h	[2]侯喉猴篌[3]后厚後候逅
ts	[1]邹绉诹[3]走[5]奏
s	[1]搜飕蒐{搜集}[2]愁[3]艘叟□{挠痒痒}[5]瘦
∅	[1]欧殴鸥讴[3]呕[5]沤怄□{～火，用秸秆生火}
#iu	
t	[1]丢[3]宙
tʰ	[1]抽{瓜～；把抽屉推回去的动作}[5]□{替换}
n	[3]扭{～瓶盖}[5]扭{坐姿不安定}
l	[1]溜[2]刘留榴硫琉瑠瘤[3]柳[5]□{陡坡}翏
k	[1]鸠阄纠[2]□{缩，～水}[3]九久韭灸[5]救究咎疚
kʰ	[1]锹丘臼舅貅邱[2]囚求球仇{姓}裘酋逑[3]旧柩
h	[1]休[3]朽
ts	[2]□{用水枪把水射出来}[3]酒揫{一把揫住}揪[5]皱□{～花边，缝花边}
tsʰ	[1]秋鳅[2]泅□{打hat1～，打喷嚏}[3]就袖[5]□{～干净，搓}□{～目睡，打瞌睡}
s	[1]修羞[2]□{用竹丝～，打}[5]秀绣宿{星～}锈
tʃ	[1]周舟州洲[5]昼咒纣
tʃʰ	[1]抽{～水}[2]绸稠筹仇{～恨}酬糗{面煮～了}售惆踌[3]丑[5]臭兽
ʃ	[1]收[3]手首守受狩绶[5]寿授
ʒ	[1]优忧有友酉莠诱幽悠呦[2]柔尤邮由油游犹鱿[3]又右佑柚鼬釉[5]幼
#iau	
p	[1]膘標彪飙[3]表
pʰ	[1]飘[2]瓢嫖薸{浮萍}[3]漂剖[5]鳔票漂
m	[1]藐渺秒[2]苗描[3]庙妙[5]猫
t	[1]刁貂雕鸟[2]□{翘脚}[3]屌[5]钓弔吊
tʰ	[1]挑[2]条调{～和}跳[3]调{音～}粜[5]跳
ŋ	[1]鸟[2]尧[3]绕尿
l	[1]撩[2]燎疗聊辽寥寮[3]料了{～结}瞭嫐{玩耍}[5]廖{姓}□{把脚伸出去踢人}
k	[1]骄娇[2]饺[3]矫缴侥[5]叫{哭}
kʰ	[2]乔侨桥荞□{～人，哭闹}翘茭[3]轿[5]俏窍□{kuŋ21～，指小孩闹别扭}
h	[1]□{指人心狠}枭嚣[3]晓
ts	[1]焦蕉椒[3]剿
tsʰ	[2]樵瞧[3]悄[5]噍嚼
s	[1]消宵霄硝销萧箫[2]□{衰～，倒霉}[3]小[5]笑鞘
#ieu	
ŋ	[2]牛[3]藕偶
k	[1]勾钩沟[2]□{看}[3]狗枸[5]垢彀{往上～}够构购勾{～当}
kʰ	[1]抠[3]口[5]扣寇
#am	
t	[1]耽担□{抬头}[3]胆
tʰ	[1]贪淡[2]潭谭谈痰[3]淡{～水，地名}□{～豉，豆豉}[5]探
n	[1]腩[2]南男[3]揽{抱}
ŋ	[2]岩癌[3]啱[5]□{～头，摇头}
l	[1]览揽{～事}榄[2]蓝篮婪[3]缆漤{～菜}[5]□{把游泳圈带在身上的动作}滥
k	[1]甘柑泔尴监{～视}□{强迫}[3]感敢减鹻[5]鑑监{国子～}舰鉴
kʰ	[1]堪[3]坎砍[5]勘{～探}
h	[1]蛤鼾酣[2]含函咸鹹衔晗涵[3]陷馅喊[5]憾撼
ts	[1]簪{～菜}[3]斩
tsʰ	[1]参{～差}搀[2]蚕惭[3]惨站{车～}栈[5]杉
s	[1]三衫[3]糁{饭～，饭粒}
tʃ	[1]粘{黏，～米}瞻占{～卜}[5]佔{～位}
ʃ	[2]蟾蝉禅[3]陕闪
ʒ	[1]淹阉醃盐醃[2]炎盐阎[3]掩艳焰[5]厌
∅	[1]庵[2]□{逗小孩吃饭时所用语气词}[5]暗晏{晚}
#em	
n	[1]□{果子成熟时的状态}柠
k	[3]㔶
s	[1]省{～长}[2]森参{人～}□{～妇pʰei44，媳妇}
∅	[3]揞{手覆，～住}盦
#im	
t	[3]□{量词，一～花}
tʰ	[2]停
n	[5]□{量词，一～柚，一瓣柚子}
ŋ	[1]壬任{姓}[2]吟壬任{姓}[3]任{～任}纫
l	[2]林淋临
k	[1]金[3]锦[5]禁{～止}
kʰ	[1]侵钦[2]岑琴禽擒[3]寝顷揿□{按}
h	[5]闷
ts	[1]斟□{亲嘴，～嘴}[5]浸
tsʰ	[2]寻[5]闯{人名}
s	[1]心
tʃ	[1]针[3]枕
tʃʰ	[1]深[2]沉
ʃ	[3]沈审婶甚肾[5]渗{～水}慎
ʒ	[1]音阴荫[2]淫[3]饮{～酒；米汤}
#iam	
t	[1]掂□{停止运转}□{～～，经常}[3]点碘[5]店殿垫淀惦
tʰ	[1]添[2]甜[3]舔
n	[1]捻撚[2]拈黏{～起来}沾粘鲇[5]□{蛇～，蝌蚪}
ŋ	[2]严酽檐[3]验染念[5]念{多次提及，类似于教育或者叮嘱}
l	[2]廉镰簾[3]敛溓
k	[1]俭兼[3]检捡[5]剑箭
kʰ	[1]嵌谦槛[2]钳骞虔[3]□{跨}谴[5]歉欠芡堑
h	[2]嫌[3]险
ts	[1]尖□{挤出去}[3]蘸
tsʰ	[1]签籤歼纤[2]潜[3]暂渐
#an	
p	[1]班斑颁扳般搬癍[3]板版阪坂粄[5]扮半绊
pʰ	[1]攀潘□{摔东西}[2]盘磬蟠[3]瓣办伴拌秚叛畔[5]盼判
m	[1]满螨[2]蛮瞒馒鳗[3]慢漫幔蔓曼谩嫚缦㿸
f	[1]帆欢幻藩翻番幡[2]凡还环烦矾繁寰[3]范範犯缓患宦反返[5]泛唤焕贩
t	[1]丹单郸[3]掸但蛋疸[5]诞旦
tʰ	[1]坍㘱滩摊瘫[2]檀坛弹[3]坦袒毯惮[5]炭叹碳
n	[2]难{～易}[3]难{患～}
ŋ	[1]憨[2]颜研妍[3]眼
l	[1]懒澜[2]兰拦栏岚斓峦銮挛阑鸾滦栾娈[3]烂滥
k	[1]艰间{空～}奸[3]简柬拣{选择}茧趼枧擀碱[5]间{～断}谏涧锏
h	[1]憨痴酣[2]闲娴[3]限蚶苋
ts	[1]簪[3]盏攒儹[5]赞绽
tsʰ	[2]残泉[3]铲[5]粲璨灿□{～滚斗，翻跟斗}□{指小孩子调皮}
s	[1]珊山删汕讪姗跚[3]散{药～}产[5]散{分～}
tʃ	[1]毡氈[3]展[5]战颤
tʃʰ	[2]缠[3]阐[5]碾辗
ʃ	[1]羶搧[3]善擅[5]扇膳单{姓}禅{～让}
ʒ	[1]烟胭燕{姓，燕京}咽冤渊鸳湮□{～ʒei35，蜗牛}□{一～被，量词}[2]然燃延筵蜒焉嫣丸圆员园缘沿铅橼袁辕援衍媛瑗□{虫子爬到人身上}[3]硯远县[5]雁演燕{～子}宴晏鼹院怨苑堰偃
v	[1]豌弯湾晚挽[2]桓完还烷[3]皖{安徽}碗换万琬婉烷豌宛惋[5]腕
∅	[1]烟[2]恁{～得，这样}[3]□{婴儿翻身的动作}[5]□{很}
#en	
p	[1]槟崩冰[5]碰
pʰ	[2]朋瓶硼鹏[3]□{背靠着}
m	[2]萌鸣盟铭[3]孟皿
f	[2]宏弘衡{又音}
t	[1]登蹬镫灯丁钉{铁～；～住}疔[2]□{陡}[3]等=邓[5]凳
tʰ	[1]听厅汀[2]腾誊謄藤疼{～惜}□{跟随}[3]邓[5]□{～衫，搭配}□{担，～手，帮忙}
n	[2]能宁咛狞[5]奶嬭□{踮脚尖}
l	[1]冷[2]楞零伶
k	[1]根={～本}
h	[1]亨□{尿～味，尿骚味}[2]痕衡□{勒得紧}恒[3]恨[5]杏幸很恨狠肯{唔～，不肯}
ts	[1]曾{姓}增憎僧噌筝争铮筝峥[5]赠
tsʰ	[2]曾{～经}层[5]蹭
s	[1]生=牲笙甥星腥猩[2]□{～人，咬人}[3]□{～～颤tʃun44，发抖}
∅	[1]恩[5]应{回答}
#in	
p	[1]彬宾浜兵乒[3]禀秉並[5]殡鬓併{合併}
pʰ	[1]拼姘[2]贫频凭{～什么}评屏萍平={～静}[3]品[5]聘
m	[2]闽民眠{～床}明冥瞑[3]命={～令}泯抿悯[5]□{～头，摇头}
f	[2]唇{～头，边}
t	[3]顶鼎[5]镇
tʰ	[2]亭廷庭蜓[3]艇挺锭鋌订定
n	[2]凝{～固}
ŋ	[2]人[3]认
l	[1]拎□{量词，次}[2]邻鳞燐陵凌菱灵翎麟[3]令另□{屙～屎}
k	[1]今禁襟根-{树～}巾斤筋京荆擎鲸经茎兢惊={～吓}[2]□{一直}□{～～样，吵闹的样子}[3]紧境景警竟憬璟[5]竞敬劲儆
kʰ	[1]卿倾[2]勤{出～}[3]□{扔}肾{胗}轻{～视}[5]庆
h	[1]兴{～宁}馨欣{又音，人名}[2]形刑眩{头晕}行{品～}[3]兴{高兴}
ts	[1]津精晶睛[5]进晋
tsʰ	[1]亲清{～静}蜻[2]秦情{～感}[3]尽静靖[5]亲{～家}
s	[1]辛新薪[5]信讯迅性={～别}
tʃ	[1]珍榛臻真征蒸贞铮睁挣筝徵狰峥征筝侦[3]诊疹拯整={～理}[5]振震证症正={～式}政
tʃʰ	[1]称{～呼}蛏[2]陈尘辰晨臣惩承丞呈程澄{～海}[3]阵逞[5]趁称{相～}秤{一杆～}
ʃ	[1]身申伸{～展运动}娠升[2]神乘绳塍盛{～满了}[3]剩[5]胜圣盛{～典}
ʒ	[1]因姻洇湮殷应{～用}鹰莺鹦樱英婴缨仍扔[2]寅扔蝇盈荣人仁[3]引隐孕颖刃瘾[5]印应{～对}
#on	
pʰ	[1]翻{呕吐；把衣服的内衬翻到外面}[3]饭
t	[1]端{～口}[3]短
tʰ	[1]断{～案}[2]团糰□{猜}[3]锻段缎椴煅[5]断{～子绝孙}
n	[1]暖{温～；～菜}
ŋ	[3]岸
l	[3]卵乱
k	[1]干肝竿[3]杆秆扞赶[5]干幹
kʰ	[1]看{～守}刊[5]看{～见}
h	[1]旱[2]寒韩[3]罕汗焊翰[5]汉
ts	[1]钻{动词}撰[3]纂[5]饡{木工用具}
tsʰ	[1]闩拴餐[3]赚[5]篡
s	[1]酸栓[5]算筭蒜
tʃ	[1]专砖[3]转
tʃʰ	[1]川穿汌钏[2]传{～达}[3]传{～记}篆[5]窜串
ʃ	[2]船
∅	[1]安鞍[2]□{猪～，小猪}[5]按案岸{又音}
#un	
p	[1]奔分{～开；给}[3]本苯[5]笨畚
pʰ	[1]喷{～水}□{厚实}[2]盆坟㖹{吹}[5]喷{～香}粪{化～池}
m	[1]蚊焖蠓[2]门们扪[3]闷[5]问
f	[1]昏婚分芬纷荤晕薰[2]馄浑{～浊}焚魂[3]混粉份[5]粪奋愤忿
t	[1]敦墩蹲[3]盾顿炖[5]扽吨
tʰ	[1]吞[2]屯豚饨臀坉[3]囤沌盾[5]钝遁
n	[3]嫩□{用手指将物体碾碎}
l	[2]论{～语}仑伦沦轮[3]论{议～}□{在地里打滚的动作}
k	[3]滚[5]棍
kʰ	[1]昆坤[3]捆稇桄[5]困
ts	[1]尊遵□{讨要}[3]撙□{脚踝受伤的动作}[5]俊
tsʰ	[1]村[2]存[3]忖[5]寸吋
s	[1]孙荀[2]旬循巡[3]损笋榫{～头}隼[5]逊殉
tʃ	[1]颤{脚抖的动作}[3]準准[5]圳
tʃʰ	[1]椿春伸{～直脚}[3]蠢
ʃ	[2]纯莼醇唇[3]顺[5]舜瞬
ʒ	[1]尹允[2]匀云芸耘[3]润闰韵运蕴陨
v	[1]温瘟[2]文纹闻浑[3]稳吻刎
#ien	
p	[1]鞭编边蝙翻{～东西}煸[3]贬扁匾[5]变
pʰ	[1]篇偏辫翩[2]便{～宜}骈[3]辨辩便{方～}[5]骗片
m	[1]免勉娩渑敏[2]绵棉眠{睡～}[3]麵缅愐[5]面
t	[1]颠癫巅[3]典碘[5]汴奠佃
tʰ	[1]天[2]田填[3]电甸
n	[2]年
ŋ	[2]言元原源[3]愿[5]瘾
l	[1]□{～衫裤，找衣服}[2]连联怜莲琏鲢[3]练炼楝恋链[5]□{吐}
k	[1]肩坚绢捐娟间{房间}艰[3]建键卷卷更{～加}[5]见眷
kʰ	[1]牵圈[2]拳权颧乾虔[3]件健腱倦犬肯{～定}䘆凝{～冰，结冰}[5]劝券
h	[1]贤弦玄悬[2]轩掀[3]显现眩[5]宪献
ts	[1]煎[3]剪[5]溅荐
tsʰ	[1]迁千芊[2]钱前全[3]浅践遣贱饯[5]倩茜
s	[1]仙鲜{新～}先宣喧[2]旋痫暹[3]鲜{～少}廯羡选藓[5]线腺
#ion	
ŋ	[1]阮软
tsʰ	[1]吮[2]旋{指毛发呈现漩涡状}
#iun	
ŋ	[1]忍[2]银[3]韧
k	[1]君军均钧菌筠[3]仅谨瑾窘郡
kʰ	[1]近[2]群裙勤芹
h	[1]欣熏勋薰[5]训
#uan	
ŋ	[2]顽[3]玩环{耳～}
