"ʨi"	"7"	"224"	"急脊级及寂吉鲫极积籍藉疾嫉=即汲"	""	""
"ʨʰi"	"1"	"44"	"欺妻七漆膝切[~开]"	""	""
"ʨʰi"	"3"	"21"	"乞起岂启"	""	""
"ʨʰi"	"5"	"51"	"去-[来~]契器弃汽气戚泣"	""	""
"ʨʰi"	"7"	"224"	"砌辑[编~]集="	""	""
"ɕi"	"1"	"44"	"西犀溪兮牺嘻嬉熙希稀昔虱"	""	""
"ɕi"	"3"	"21"	"洗玺喜"	""	""
"ɕi"	"5"	"51"	"细系[联~]係[是]戏悉隙婿-"	""	""
"ɕi"	"7"	"224"	"席息熄媳惜=锡=习袭夕析婿="	""	""
"ʑi"	"2"	"213"	"齐奇骑歧其棋期[时~]旗祈祁脐鳍"	""	""
"ʑi"	"3"	"21"	"繫[篮子等的提梁]徛[站,《广韵》上声纸韵，集徛切:立也]"	""	""
"ʑi"	"5"	"51"	"技妓嫉-企[~业]"	""	""
"Øi"	"1"	"44"	"伊医衣依宜[便~]易-[~得]敥[撒:~灰，《集韵》去声艳韵，以赡切:以手散物]"	""	""
"Øi"	"2"	"213"	"仪移夷姨疑遗尼怡"	""	""
"Øi"	"3"	"21"	"蚁=倚椅已以拟"	""	""
"Øi"	"5"	"51"	"艺意义议易=[难~]异毅亿忆译逸翼谊抑益亦易[交~]"	""	""
"Øi"	"7"	"224"	"一益=翳[隐灭:火~了。《广雅》翳：障也]"	""	""
"pu"	"3"	"21"	"补"	""	""
"pu"	"5"	"51"	"布怖佈簸[~一~]"	""	""
"pu"	"7"	"224"	"不"	""	""
"pʰu"	"1"	"44"	"铺[~设]扑"	""	""
"pʰu"	"2"	"213"	"仆[~人]"	""	""
"pʰu"	"3"	"21"	"谱普圃浦捕卜朴铺-[床~]"	""	""
"pʰu"	"5"	"51"	"剖-破-伏-仆[~倒]瀑[~布]铺=[店~]"	""	""
"ɓu"	"1"	"44"	"步=卜[萝~]"	""	""
"ɓu"	"2"	"213"	"菩=蒲="	""	""
"ɓu"	"3"	"21"	"簿="	""	""
"ɓu"	"5"	"51"	"部="	""	""
"fu"	"1"	"44"	"呼夫肤敷乎孵"	""	""
"fu"	"3"	"21"	"虎浒[水~]俯府腑辅斧甫釜"	""	""
"fu"	"5"	"51"	"负=护=付附富赋赴副幅腹复[-原]复[反~]"	""	""
"fu"	"7"	"224"	"忽复[~兴]佛蝠福服伏=覆"	""	""
"vu"	"1"	"44"	"步-□[捕捉家禽]"	""	""
"vu"	"2"	"213"	"湖狐葫[~芦]符扶芙浮=鬍=[~鬚]菩-蒲-俘[~虏]胡和[~牌]"	""	""
"vu"	"3"	"21"	"簿-傅-腐-舞-武-鹦-侮-抚"	""	""
"vu"	"5"	"51"	"户互保护-部-父妇沪讣"	""	""
"vu"	"7"	"224"	"壶="	""	""
"ku"	"1"	"44"	"姑孤箍估榖谷-"	""	""
"ku"	"3"	"21"	"古鼓股"	""	""
"ku"	"5"	"51"	"故过固雇顾"	""	""
"ku"	"7"	"224"	"谷=骨=[~头]"	""	""
"kʰu"	"1"	"44"	"哭枯窟[~窿]"	""	""
"kʰu"	"3"	"21"	"苦"	""	""
"kʰu"	"5"	"51"	"裤库酷"	""	""
"kʰu"	"7"	"224"	"跍[蹲下]"	""	""
"Øu"	"1"	"44"	"乌污巫诬屋"	""	""
"Øu"	"2"	"213"	"吴蜈吾梧无禾-"	""	""
"Øu"	"3"	"21"	"五伍午傅=腐=舞=武=鹦=侮="	""	""
"Øu"	"5"	"51"	"误悟雾务物沃-壶-"	""	""
"Øu"	"7"	"224"	"鬍-[~子]恶[可~]握-□[~子:性的牲畜]戊"	""	""
"ʨy"	"1"	"44"	"猪诸居蛛朱株诛珠拘驹车[~马炮]"	""	""
"ʨy"	"3"	"21"	"主煮举矩拄珠[眼~:眼睛]"	""	""
"ʨy"	"5"	"51"	"拒巨句著距钜据注蛀驻聚剧[~烈]剧[戏~]"	""	""
"ʨy"	"7"	"224"	"橘局菊=桔锔"	""	""
"ʨʰy"	"1"	"44"	"区躯出枢驱吹-"	""	""
"ʨʰy"	"3"	"21"	"处[相~]曲=[~折]"	""	""
"ʨʰy"	"5"	"51"	"处[~所]趣去=[~皮]"	""	""
"ʨʰy"	"7"	"224"	"屈"	""	""
"ɕy"	"1"	"44"	"书舒虚墟须=输=抒嘘[吹~]"	""	""
"ɕy"	"3"	"21"	"许暑署水-"	""	""
"ɕy"	"5"	"51"	"鼠术序恕述庶恤戌嘘[报声词，吹□哨的声音]"	""	""
"ʑy"	"1"	"44"	"住-树-"	""	""
"ʑy"	"2"	"213"	"徐除厨渠殊薯锤-捶-"	""	""
"ʑy"	"3"	"21"	"柱储乳辱竖-"	""	""
"ʑy"	"5"	"51"	"具俱惧住=树=竖="	""	""
"Øy"	"1"	"44"	"芋[~头]迂淤"	""	""
"Øy"	"2"	"213"	"鱼于渔余餘愚虞娱愉舆愈瑜榆如儒"	""	""
"Øy"	"3"	"21"	"女语雨羽禹与宇予好"	""	""
"Øy"	"5"	"51"	"誉预寓豫遇喻域裕御玉郁狱=欲=浴=育=芋=[洋~]瘀[~桶:尿桶]饫[~饭,喂，《广韵》去声，御韵，依据切:饱也，厌也，赐也]"	""	""
"Øy"	"7"	"224"	"入疫役"	""	""
"pa"	"1"	"44"	"吧巴芭疤爸八=叭[喇~]粑"	""	""
"pa"	"3"	"21"	"把靶菸[~烟:吸烟]㞎[~~:屎;粪便,小儿用语]"	""	""
"pa"	"5"	"51"	"霸壩欛坝罢把[刀~]□[~酒:用菜下酒]髀[鸡~子:鸡腿]"	""	""
"pa"	"7"	"224"	"拔八-"	""	""
"pʰa"	"1"	"44"	"琵杷拍-□[一~:一段时间]趴[~饱:很饱]"	""	""
"pʰa"	"5"	"51"	"怕帕白-"	""	""
"ɓa"	"2"	"213"	"爬=钯扒耙=[~头]"	""	""
"ɓa"	"3"	"21"	"擘[~开:把脚跨开]"	""	""
"ɓa"	"7"	"224"	"耙-[~子]"	""	""
"ma"	"1"	"44"	"妈=骂-蟆抹[~布]"	""	""
"ma"	"2"	"213"	"麻"	""	""
"ma"	"3"	"21"	"马码蚂="	""	""
"ma"	"5"	"51"	"骂=麦-"	""	""
"fa"	"1"	"44"	"發花"	""	""
"fa"	"3"	"21"	"髪[头~]法=[方~]"	""	""
"fa"	"5"	"51"	"化=罚□[~出去:把东西转几后扔出去]"	""	""
"fa"	"7"	"224"	"乏伐筏法-[方~]"	""	""
"va"	"2"	"213"	"华[中~]划[~算]划[~船]划[~破]"	""	""
"va"	"5"	"51"	"化-画[名词]话=划[计~]"	""	""
"va"	"7"	"224"	"画[动词]划[~玻璃]"	""	""
"ta"	"1"	"44"	"搭答-瘩[疙~]"	""	""
"ta"	"3"	"21"	"打"	""	""
"ta"	"7"	"224"	"达答="	""	""
"tʰa"	"1"	"44"	"塌他脱-"	""	""
"tʰa"	"3"	"21"	"塔遢[稀~:邋遢]"	""	""
"tʰa"	"7"	"224"	"踏沓[一~纸]"	""	""
"ɗa"	"5"	"51"	"大="	""	""
"la"	"1"	"44"	"拉腊邋□[形容词前缀:~嫩，~瘦]"	""	""
"la"	"2"	"213"	"拿爬-"	""	""
"la"	"3"	"21"	"喇"	""	""
"la"	"5"	"51"	"辣纳捋-[~袖子]"	""	""
"la"	"7"	"224"	"蜡捺"	""	""
"tsa"	"1"	"44"	"渣眨扎[~手]摘楂[~袖子]抓=摣[用手取物:~牌《集韵》平声,麻韵,庄加切。《说文》又取也]"	""	""
"tsa"	"3"	"21"	"扎[~头发]扎[一~:一捆]"	""	""
"tsa"	"5"	"51"	"炸诈榨乍柞蔗=栅[~栏]啄-[~米]"	""	""
"tsa"	"7"	"224"	"杂闸札扎[结~]铡[~刀]"	""	""
"tsʰa"	"1"	"44"	"插叉杈差[~别]擦拆[~开]"	""	""
"tsʰa"	"5"	"51"	"择-[挑选,~菜]"	""	""
"tsʰa"	"7"	"224"	"岔茬察"	""	""
"sa"	"1"	"44"	"杀=纱杉沙刷莎[~草]煞[~尾]失[丢失，跌落]"	""	""
"sa"	"3"	"21"	"洒撒萨[菩~]傻=耍"	""	""
"sa"	"5"	"51"	"萨[拉~]□[手脚向两边展开]"	""	""
"sa"	"7"	"224"	"刹杀-[~手]"	""	""
"za"	"2"	"213"	"查茶"	""	""
"za"	"3"	"21"	"□[~扫把:用竹条傲的扫把]"	""	""
"ka"	"1"	"44"	"家-夹-甲-[手指~]裌[~衣]"	""	""
"ka"	"2"	"213"	"嘎[鸭叫声]"	""	""
"ka"	"5"	"51"	"架-嫁-尬"	""	""
"kʰa"	"1"	"44"	"客-掐"	""	""
"kʰa"	"3"	"21"	"卡"	""	""
"ka"	"5"	"51"	"胯"	""	""
"xa"	"1"	"44"	"虾-[~米]吓-瞎身𨉣[~腰]哈[~巴狗]"	""	""
"xa"	"3"	"21"	"□[往碗外面拨拉饭菜]"	""	""
"xa"	"5"	"51"	"狭-"	""	""
"ɣa"	"1"	"44"	"下[一~几:一会儿]咸[~是]"	""	""
"ɣa"	"2"	"213"	"蛤[~蟆]"	""	""
"ɣa"	"3"	"21"	"下[底~]下[~去]"	""	""
"Øa"	"1"	"44"	"啊阿[~哥]鸭-砑-[~人:嗑人]"	""	""
"Øa"	"2"	"213"	"牙-伢-[小孩子]"	""	""
"Øa"	"3"	"21"	"哑-"	""	""
"Øa"	"5"	"51"	"额-[~头]□[痒]咬"	""	""
"Øa"	"7"	"224"	"芽-"	""	""
"pia"	"1"	"44"	"壁-[~头：墙壁]"	""	""
"pia"	"3"	"21"	"□[拟声词，枪击声]"	""	""
"pʰia"	"1"	"44"	"劈-□[~陡:非常陡]㩧[打击:~耳巴子，打耳光]《集韵》上商讲韵普讲切:击也]"	""	""
"tia"	"1"	"44"	"□-[~手:牵手]"	""	""
"tia"	"5"	"51"	"滴-[动词]"	""	""
"tʰia"	"1"	"44"	"踢-"	""	""
"ɗia"	"2"	"213"	"提-"	""	""
"lia"	"1"	"44"	"嗲[撒娇]□[~开:用脚把东西推开]"	""	""
"lia"	"3"	"21"	"吐-"	""	""
"lia"	"5"	"51"	"捏[~白:撒谎]□[~饭:用骂人的□吻叫人吃饭]□[形容词前缀:~苦，很苦]"	""	""
"ʨia"	"1"	"44"	"家=加嘉傢佳□[~淡:不够甜或咸]"	""	""
"ʨia"	"3"	"21"	"假[真~]假[放~]贾[姓]姐-"	""	""
"ʨia"	"5"	"51"	"驾借嫁=架=稼价"	""	""
"ʨia"	"7"	"224"	"甲=夹=裌=[-衣]胛[肩~]"	""	""
"ʨʰia"	"1"	"44"	"吃-□[~绿:铁锈]"	""	""
"ʨʰia"	"7"	"224"	"恰洽"	""	""
"ɕia"	"1"	"44"	"虾=[鱼~]锡-"	""	""
"ɕia"	"3"	"21"	"写-傻-"	""	""
"ɕia"	"7"	"224"	"峡狭=匣[箱~]辖[管~]吓=[一~跳]"	""	""
"ʑia"	"1"	"44"	"谢-"	""	""
"ʑia"	"2"	"213"	"霞瑕遐暇邪斜"	""	""
"ʑia"	"5"	"51"	"夏[姓]夏[春~]厦[~门]下=[~降]"	""	""
"Øia"	"1"	"44"	"鸦丫[~头]夜-"	""	""
"Øia"	"2"	"213"	"衙涯牙=芽=伢=[小孩子]爷-"	""	""
"Øia"	"3"	"21"	"雅哑=也-野-"	""	""
"Øia"	"5"	"51"	"亚"	""	""
"Øia"	"7"	"224"	"砑=[~平]压押鸭=挜[强迫]"	""	""
"kua"	"1"	"44"	"瓜刮呱[象声词]"	""	""
"kua"	"3"	"21"	"寡剐□[鸡蛋变质]"	""	""
"kua"	"5"	"51"	"卦挂褂"	""	""
"kua"	"7"	"224"	"括-"	""	""
"kʰua"	"1"	"44"	"夸"	""	""
"kʰua"	"3"	"21"	"垮"	""	""
"kʰua"	"7"	"224"	"跨□[~预:树枝]"	""	""
"Øua"	"1"	"44"	"蛙话-挖洼䁊[眼睛下陷，《广韵》入声末韵乌括切：目深黑貌]"	""	""
"Øua"	"2"	"213"	"娃"	""	""
"Øua"	"3"	"21"	"瓦"	""	""
"Øua"	"7"	"224"	"滑猾袜"	""	""
"ʨya"	"1"	"44"	"只-[量词]炙-[~火:烤火]"	""	""
"ʨya"	"5"	"51"	"蔗="	""	""
"ʨʰya"	"1"	"44"	"尺-赤-[打~脚]车-[马~]诈[骗人]□[用绳子系]"	""	""
"ʨʰya"	"3"	"21"	"扯"	""	""
"ɕya"	"1"	"44"	"靴赊畦[菜~]"	""	""
"ɕya"	"3"	"21"	"舍-[~得]"	""	""
"ɕya"	"5"	"51"	"射-石-蔗-"	""	""
"ʑya"	"2"	"213"	"蛇茄"	""	""
"ʑya"	"3"	"21"	"鳝[黄~]"	""	""
"ʑya"	"7"	"224"	"瘸"	""	""
"Øya"	"3"	"21"	"抓-"	""	""
"Øya"	"5"	"51"	"□[扔掉]"	""	""
"Øya"	"7"	"224"	"抓[~痒：挠痒]"	""	""
"po"	"1"	"44"	"波菠[~菜]玻剥-"	""	""
"po"	"5"	"51"	"啵[象声词]"	""	""
"po"	"7"	"224"	"钵勃渤脖搏博播拨驳剥=薄=[~荷]薄=[~弱]泊[梁山~]啵[吻]"	""	""
"pʰo"	"1"	"44"	"坡颇跛泼"	""	""
"pʰo"	"3"	"21"	"剖="	""	""
"pʰo"	"5"	"51"	"破=迫=魄=薄-[捞~:很薄]"	""	""
"ɓo"	"2"	"213"	"婆"	""	""
"ɓo"	"5"	"51"	"薄-[~荷]"	""	""
"mo"	"1"	"44"	"木-"	""	""
"mo"	"2"	"213"	"魔摩嬷模[~子]模[~范]馍膜墓谋=磨=[~刀]"	""	""
"mo"	"3"	"21"	"母拇姆[保~]么牡=某=亩="	""	""
"mo"	"5"	"51"	"莫幕寞目穆牧沫墓慕募暮茉磨[推~]"	""	""
"mo"	"7"	"224"	"摸=木=末陌[~生]"	""	""
"to"	"1"	"44"	"多掇"	""	""
"to"	"3"	"21"	"躲朵="	""	""
"to"	"5"	"51"	"惰堕垛[柴~]当[~真]"	""	""
"to"	"7"	"224"	"夺朵-"	""	""
"tʰo"	"1"	"44"	"拖托託脱="	""	""
"tʰo"	"3"	"21"	"妥椭"	""	""
"tʰo"	"7"	"224"	"铎[~山:地名]"	""	""
"ɗo"	"2"	"213"	"驼佗驮"	""	""
"ɗo"	"7"	"224"	"舵砣坨垛㾃[身体上的疙痞，《集韵》平声戈韵唐何切:病也]沰[用于指糊状体或成团的量词《集韵》入声铎韵当各切:滴也]"	""	""
"lo"	"1"	"44"	"啰糯烙"	""	""
"lo"	"2"	"213"	"挪萝箩=锣骡螺脶圆形的指纹"	""	""
"lo"	"3"	"21"	"裸"	""	""
"lo"	"5"	"51"	"诺落=络乐[音~]骆□[两手搓揉:~面粉]"	""	""
"lo"	"7"	"224"	"洛落-[~花生]箩-[谷~]"	""	""
"tso"	"1"	"44"	"桌捉"	""	""
"tso"	"3"	"21"	"左佐"	""	""
"tso"	"5"	"51"	"作[工~]"	""	""
"tso"	"7"	"224"	"拙卓琢啄[~木鸟]镯[~子]作[~业]"	""	""
"tsʰo"	"1"	"44"	"搓撮"	""	""
"tsʰo"	"2"	"213"	"挫矬"	""	""
"tsʰo"	"5"	"51"	"昨凿-戳浊[瓜~:浑浊]"	""	""
"tsʰo"	"7"	"224"	"错=措="	""	""
"so"	"1"	"44"	"蓑唆嗦[鸟~子：嗉囊]梭[织布~]缩=索-嗍[吮吸]"	""	""
"so"	"3"	"21"	"锁琐所"	""	""
"so"	"7"	"224"	"塑[~像]朔缩-索="	""	""
"zo"	"3"	"21"	"坐-"	""	""
"zo"	"5"	"51"	"座坐="	""	""
"ko"	"1"	"44"	"哥歌各角[~落]锅"	""	""
"ko"	"3"	"21"	"果裹□[方位代词，~边:这边]"	""	""
"ko"	"5"	"51"	"个[量词]过="	""	""
"ko"	"7"	"224"	"国=割鸽葛戈阁郭□[蛋，儿语]角-[三~板]"	""	""
"kʰo"	"1"	"44"	"科稞窠颗壳-磕"	""	""
"kʰo"	"3"	"21"	"可渴"	""	""
"kʰo"	"5"	"51"	"括阔壳-[银~子:硬币]"	""	""
"kʰo"	"5"	"51"	"扩课壳=廓"	""	""
"xo"	"1"	"44"	"喝豁"	""	""
"xo"	"3"	"21"	"伙火"	""	""
"xo"	"5"	"51"	"货豁=[~达]获鹤喝[~彩]"	""	""
"xo"	"7"	"224"	"合盒活藿[~香]"	""	""
"ɣo"	"2"	"213"	"河何荷[~花]荷[薄~]和[~气]和[~面]禾="	""	""
"ɣo"	"3"	"21"	"祸[谛~,捣乱或怂勇去做坏事]"	""	""
"ɣo"	"5"	"51"	"祸=贺霍"	""	""
"Øo"	"1"	"44"	"饿-倭窝蜗欧莴殴屙[排泄大小便]"	""	""
"Øo"	"2"	"213"	"鹅蛾俄讹"	""	""
"Øo"	"3"	"21"	"我"	""	""
"Øo"	"5"	"51"	"卧握=沃=饿=怄[~气]镬[煮菜的锅]"	""	""
"Øo"	"7"	"224"	"恶[善~]"	""	""
"ʨyo"	"1"	"44"	"脚-着[~力:用力]"	""	""
"ʨyo"	"5"	"51"	"剁斫□[侧躺着]"	""	""
"ʨyo"	"7"	"224"	"觉[知~]觉[~悟]角[三~板]酌脚=着[~地]"	""	""
"ʨʰyo"	"1"	"44"	"焯[把菜放在开水里烫]"	""	""
"ʨʰyo"	"5"	"51"	"着[睏~哩:睡着了]□[~瓜哩:丢了]"	""	""
"ʨʰyo"	"7"	"224"	"确[~是]却榷绰[宽~]"	""	""
"ɕyo"	"5"	"51"	"勺硕□[差]"	""	""
"ɕyo"	"7"	"224"	"学烁说=[~话]削"	""	""
"yo"	"1"	"44"	"哟"	""	""
"yo"	"2"	"213"	"偌[~里:怎么]"	""	""
"yo"	"5"	"51"	"药"	""	""
"yo"	"7"	"224"	"弱若约岳嶽诺-虐钥[~匙]"	""	""
"pʰiɛ"	"5"	"51"	"别[区~]别[离~]"	""	""
"piɛ"	"7"	"224"	"撇"	""	""
"tiɛ"	"7"	"224"	"跌=□[台阶]"	""	""
"tiɛ"	"5"	"51"	"碟="	""	""
"tʰiɛ"	"7"	"224"	"贴帖[请~]蝶=铁="	""	""
"liɛ"	"7"	"224"	"列=裂=烈="	""	""
"ʨiɛ"	"1"	"44"	"揭="	""	""
"ʨiɛ"	"3"	"21"	"姐="	""	""
"ʨiɛ"	"7"	"224"	"捷结=接=节洁劫隔-责-揭-格-睫截"	""	""
"ʨʰiɛ"	"3"	"21"	"且"	""	""
"ʨʰiɛ"	"5"	"51"	"贼妾切=[密~]"	""	""
"ʨʰiɛ"	"7"	"224"	"集-策-册-泽-厕-测-侧-绝-切-[一~]窃杰择-"	""	""
"ɕiɛ"	"1"	"44"	"些"	""	""
"ɕiɛ"	"3"	"21"	"写="	""	""
"ɕiɛ"	"5"	"51"	"泄泻懈卸谢="	""	""
"ɕiɛ"	"7"	"224"	"协穴薛=色-"	""	""
"ʑiɛ"	"2"	"213"	"胁谐携挟[要~]"	""	""
"Øiɛ"	"1"	"44"	"椰耶"	""	""
"Øiɛ"	"2"	"213"	"爷="	""	""
"Øiɛ"	"3"	"21"	"也=野="	""	""
"Øiɛ"	"5"	"51"	"夜=翼业"	""	""
"Øiɛ"	"7"	"224"	"乙孽液腋"	""	""
"ʨyɛ"	"1"	"44"	"蕨="	""	""
"ʨyɛ"	"5"	"51"	"倔[~强，单独用]"	""	""
"ʨyɛ"	"7"	"224"	"厥决诀掘崛倔[~强]"	""	""
"ʨʰyɛ"	"1"	"44"	"缺="	""	""
"ʨʰyɛ"	"7"	"224"	"缺-阙阕"	""	""
"ɕyɛ"	"1"	"44"	"血="	""	""
"ɕyɛ"	"5"	"51"	"恤"	""	""
"ɕyɛ"	"7"	"224"	"血-"	""	""
"Øyɛ"	"1"	"44"	"越-"	""	""
"Øyɛ"	"3"	"21"	"抈[~嘴:嘟着嘴]"	""	""
"Øyɛ"	"7"	"224"	"月=越=粤曰阅悦"	""	""
"pɤ"	"1"	"44"	"杯碑卑悲背-[动词]"	""	""
"pɤ"	"5"	"51"	"贝辈伯=被=[~打]背=[~部]"	""	""
"pɤ"	"7"	"224"	"北百白=伯-"	""	""
"pʰɤ"	"1"	"44"	"胚[~子:身形]坯"	""	""
"pʰɤ"	"5"	"51"	"佩配沛迫-魄-"	""	""
"ɓɤ"	"2"	"213"	"培陪赔焙裴"	""	""
"ɓɤ"	"3"	"21"	"背-[~书]"	""	""
"ɓɤ"	"5"	"51"	"倍备=被=[~迫]"	""	""
"mɤ"	"1"	"44"	"糜[煮得很烂]妹-"	""	""
"mɤ"	"2"	"213"	"梅玫枚媒煤霉眉="	""	""
"mɤ"	"3"	"21"	"美每"	""	""
"mɤ"	"5"	"51"	"媚魅昧寐妹="	""	""
"mɤ"	"7"	"224"	"脉灭默墨没[~有]麦="	""	""
"fɤ"	"1"	"44"	"飞灰恢非菲妃挥辉徽痱[~子]"	""	""
"fɤ"	"3"	"21"	"悔毁翡否匪绯痗[胃不舒服，呕吐]"	""	""
"fɤ"	"5"	"51"	"废肺惠慧费"	""	""
"vɤ"	"1"	"44"	"味-会-[~不~]"	""	""
"vɤ"	"2"	"213"	"肥=回=葵逵"	""	""
"vɤ"	"5"	"51"	"汇会=[开~]绘贿诲晦讳"	""	""
"tɤ"	"1"	"44"	"堆"	""	""
"tɤ"	"5"	"51"	"对兑碓"	""	""
"tɤ"	"7"	"224"	"得德跌-碟-蝶-"	""	""
"tʰɤ"	"1"	"44"	"推"	""	""
"tʰɤ"	"3"	"21"	"腿"	""	""
"tʰɤ"	"5"	"51"	"退褪蜕"	""	""
"tʰɤ"	"7"	"224"	"特"	""	""
"ɗɤ"	"1"	"44"	"队-"	""	""
"ɗɤ"	"2"	"213"	"抬-"	""	""
"ɗɤ"	"3"	"21"	"袋-□[~被子:被套]"	""	""
"ɗɤ"	"5"	"51"	"队="	""	""
"lɤ"	"1"	"44"	"了[语气虚词]内-累-[极困]"	""	""
"lɤ"	"2"	"213"	"雷来-擂[~碎:碾碎]"	""	""
"lɤ"	"3"	"21"	"儡垒屡累[积~]"	""	""
"lɤ"	"5"	"51"	"内=泪=累[连~]类勒肋"	""	""
"lɤ"	"7"	"224"	"猎劣列-裂-烈-"	""	""
"tsɤ"	"1"	"44"	"追栽折[~纸]摺[~叠]灾-□[发~:瘟疫,主要用于牲畜]"	""	""
"tsɤ"	"3"	"21"	"嘴=者"	""	""
"tsɤ"	"5"	"51"	"最缀赘醉="	""	""
"tsɤ"	"7"	"224"	"哲折[打~]浙责=绝=□扛"	""	""
"tsʰɤ"	"1"	"44"	"吹=车=摧催崔炊"	""	""
"tsʰɤ"	"3"	"21"	"□[发~:划拳]"	""	""
"tsʰɤ"	"5"	"51"	"脆翠粹澈择=[选~]"	""	""
"tsʰɤ"	"7"	"224"	"撤彻则策=册=测=厕=泽="	""	""
"sɤ"	"1"	"44"	"奢虽雪腮鳃说-"	""	""
"sɤ"	"3"	"21"	"水=舍=[~得]髓"	""	""
"sɤ"	"5"	"51"	"社碎岁税隧[~道]舌射=睡涩谢=折[~本]舍[宿~]穗摄涉赦瑞瑟麝[~香]"	""	""
"sɤ"	"7"	"224"	"设色=薛-"	""	""
"zɤ"	"1"	"44"	"□[~雨:淋雨]"	""	""
"zɤ"	"2"	"213"	"垂随谁捶=锤=裁-"	""	""
"zɤ"	"3"	"21"	"惹"	""	""
"zɤ"	"5"	"51"	"罪坠"	""	""
"zɤ"	"7"	"224"	"热=[~闹]"	""	""
"kɤ"	"1"	"44"	"揭-结-勾=[~当]"	""	""
"kɤ"	"3"	"21"	"狗=给"	""	""
