"来源："	" 乔全生 陈丽 1999《平遥话音档》；侯精一 1999《现代晋语的研究》；Skanda & Sun 增补修订"
"ʐ"	"［3］惹喏{上～：作揖}"
"#iᴇ"	""
"p"	"［1］編鞭{～子}邊{～～：邊兒}棚-{～～}［3］貶扁{～桃=腺}匾別{腰兒～的口攮子}煸{乾～}［5］變辨辯便{方～}辮遍迸-{～開}"
"pʰ"	"［1］偏{～廈}翩［2］便{～宜}［3］篇苤{～藍}偏{～西}諞{誇～}撇{～轉：撇開}片{～子：名片}［5］片{女陰}騙劈{～柴}"
"m"	"［2］棉{～花}綿{～～底，～羊-}［3］免勉冕［5］面{～相}麪{～飯}緬*"
"t"	"［1］爹{～～}掂{～量}顛{～倒}奠［2］甜-{～茶：帶糖的油炒麪，～瓜}田-{～家鋪：村名}填-{～平}［3］踮點典碘［5］電殿佃墊殿淀澱甸"
"tʰ"	"［1］天{～～：每天}添{～買}［2］田=［3］舔腆"
"l"	"［2］憐連{～接}蓮{～花}鐮{～刀}簾{～子}廉{～潔}［3］臉［5］煉鍊{～鐵}殮鏈戀="
"tɕ"	"［1］兼皆階耕-{～地}尖{～～}堅{～強}煎{～餅}秸{（麥）～～：麥秸}街{～兒/ʐʌʔ/：街裏}［2］錢-{～兒/ʐʌʔ/}前-{～頭}茄-{～子}趼-{皮～子：腳掌死肉}鉗-{～子，～工}［3］檢儉繭姐剪解{講～}戒［5］漸薦見件犍鍵箭濺餞踐借藉芥介界疥屆劍左-械-艦="
"tɕʰ"	"［1］遷鍁*揩{～抹}殲{～滅}籤{～～：籤兒}簽{～字}牽{～扯}千{～兒八百}搓{～魚兒}［2］鉗=錢=虔前=乾{～坤}［3］且潛淺遣［5］欠="
"ȵ"	"［1］掂{～起：撿起}□{“你家”的合音}［2］研言年{～～：每年，～時：去年；～成=：年景}嚴{～格}［3］攆{豬（羊）交配}［5］釅硯-念唸硬-{～黃米：黏米的一種}彥豔-"
"ɕ"	"［1］仙{～女/ȵy/}鮮{～薑}先{～生}些{這～～：這些}［2］斜{～紋布}賢{～能}嫌{～疑}邪{～氣}諧［3］險顯寫［5］瀉謝卸線杏{～核}憲獻現縣腺"
"k"	"［1］哥*{父親，限外人之間稱述}"
"kʰ"	"［1］可{～（滿）街上亂說}［3］可{病的～（略輕、略少）些兒啦}［5］可{～意}"
"ŋ"	"［1］屙{～下}［2］訛{～騙}蛾-{～～花：一種紙或絹製的小花兒}鵝-{～雁：大雁}娥-{嫦～}峨［3］我-［5］餓"
"Ø"	"［1］淹=閹醃燕{姓}菸{～草}煙{～突：煙囪}蔫{～的}［2］檐爺{～～}鹽{～酸}閻{～王爺}延{～長}沿{～～：邊沿}胭{～脂}緣*{～分}芫{～荽}岩=［3］野也掩黶{黑～}演焉靨{笑～～}［5］夜厭驗筵堰燕{～子}宴兗*液炎焰*咽硯=贗?豔=諺="
"#yᴇ"	""
"l"	"［2］聯-{～營}［3］□{擰、掐}［5］斂-{收～}練"
"tɕ"	"［1］捐鵑［2］拳-{～頭-}泉-［3］捲{～～：花捲}□{罵}［5］坐-座-卷絹眷倦圈{豬～}娟"
"tɕʰ"	"［1］圈{～～：圓圈}［2］拳=權泉=全{～民}顴{～骨}［3］犬［5］勸"
"ɕ"	"［1］喧宣{～傳}梭-{～子}靴{～～}眩［2］懸旋玄{～中寺}橫-{～的}［3］鎖-選［5］楦旋{～風}炫"
"Ø"	"［1］淵冤{～屈}鴛{～鴦}［2］員袁圓{～辯：開脫}轅{～門斬子}園{～子：菜園}援{～軍}元{～朝}原{～樣=}源{～泉=}猿{～猴}［3］遠［5］怨院願"
"#uǝ"	""
"t"	"［1］當-{～中}襠-{～～，褲子～}［3］舵*躲=［5］度{等～：衡量}剁="
"tʰ"	"［1］湯-{～～：湯}拖=［3］橢妥倘-躺-［5］燙-{～下塊泡}"
"l"	"［2］涼-{～咧}量-{～長短}糧-{～食}梁-{～坡：地名}騾=良-{閻～莊：地名}羅=［3］裸=［5］亮-{明～～}涼-{～～：涼一涼}晾{～拍：晾}浪-{波-～}"
"ts"	"［1］張-{～口}裝-{～穿：給死人穿戴}莊-{～子}妝-{～扮}［2］腸-{～子}場-{～子：場院}長-{～的，～柴-：高粱秸}［3］長-{～子}漲-{河～}左=［5］丈-{～人}脹-{肚～}坐=座=杖-{擀～} "
"tsʰ"	"［1］雙-{量詞}［5］雙-{～生生：雙生}"
"nz"	"［3］□{～：推}"
"s"	"［1］窗-{～子}商-{～量-}蓑={～衣}瘡-{～兒//}［2］裳-{衣～}牀-{～～：小板凳}常-{～村：地名}嚐-［3］瑣唆{羅～}晌{～午}［5］尚-{和～}上-{～車}"
"z"	"［2］瓤-{～～：瓤子}"
"k"	"［1］光-{～棍。～油油：光光的}［3］廣-{豐～：充足}"
"kʰ"	"［1］糠-{～瘡：疹子}［5］炕-"
"x"	"［1］方-{四～}［2］禾=防-{免不擋～：未曾料到}黃-{～兒：發糕}房-{～檐}和={～道：和氣}行-{～家}惶-{恓～：可憐}［3］晃-慌-紡-坊-{油～堡：村名}幌-［5］放-巷-望-"
"Ø"	"［2］王-{～子：蜂王}芒-{～～：麥芒兒}［3］往-{～南}［5］忘-旺-{～火火}"
"#yǝ"	""
"tɕ"	"［1］繮-{～繩-}將-{～～}豇-{～豆}［2］藏-{～拍：隨意藏起來}強-{～盜}牆-{～～}［5］醬-匠-虹-犟-"
"tɕʰ"	"［1］羌-{～城：村名}倉-{～～：用磚圈起放置煤、燒柴、髒土一類東西的地方}槍-{土銃}［3］搶-搓?［5］嗆-"
"ȵ"	"［2］娘-{～～廟}"
"ɕ"	"［1］相-{～～：看一看。～～新媳婦子}桑-{～葚樹：桑樹}廂-{～房-}［3］想-{～喫}［5］像-{廝～：相像}項-{活～：收入}"
"Ø"	"［1］秧-{～兒/ʐʌʔ/}［2］羊-{～子}揚-{～～，～拍：宣揚。}［3］養-{～下}［5］樣-{～～：樣子}"
"#æ"	""
"p"	"［1］揹{動詞，～棍：春節時的文娛活動}碑-{～樓子}［2］陪-{～隨：陪嫁}賠-{～錢}埋-{～人}牌-{～～：圍嘴兒}白={～菜}裴-{見於長者姓}［3］擺襬婆*{～～：外祖母}［5］倍佩背{名詞}焙拜"
"pʰ"	"［1］胚坯［2］排陪={～襯：陪伴}裴=賠=牌=［3］擺{鋪～下：攤下}［5］配佩"
"m"	"［2］埋=梅{～花}媒{～人}煤{～糕}枚{～～：謎語}黴［3］買每［5］妹昧賣"
"t"	"［1］呆［2］臺-{圪～～：臺階}擡-{～：藏}［3］歹［5］戴貸待怠殆代袋大{～夫}帶"
"tʰ"	"［1］胎{～兒/ʐʌʔ/}［2］台颱檯臺={～灣}擡={～筐}［5］太泰態"
"n"	"［2］捱*{～打}［3］乃奶□{～上：扛、拿}［5］耐奈內*"
"l"	"［2］來{～開：開始來往}［3］□{“那塊”的合音。～時間：那個時候}［5］賴癩"
"ts"	"［1］栽齋［2］材-{棺～}纔-{剛～}裁-{～縫}災{～情}［3］宰載{三年五～}𠹼{“這塊”的合音，這個}跩{行走左右搖擺的樣子}［5］再在寨債"
"tsʰ"	"［1］猜差{出～}釵［2］裁材=才{～能}財豺{～狼}［3］采採彩綵睬揣-{～到怀怀儿}［5］菜蔡"
"s"	"［1］鰓腮{～牙}篩{～～：篩子}［2］柴{～火：燒柴的竈（燒煤的竈叫煤火）}［3］篩{輕輕搖晃}［5］塞{～子：釘合卯榫用的木塞}賽曬"
"tʂ"	"［3］者"
"k"	"［1］該{～來}［3］改［5］概溉丐蓋"
"kʰ"	"［1］開{～車}［3］凱慨"
"ŋ"	"［1］挨哀埃呆*{～板}［3］矮藹［5］愛艾"
"x"	"［1］鞋{～幫-子}［2］孩嫌核={舊文讀，～武器}［3］海亥［5］害解-懈澥"
"#uæ"	""
"t"	"［1］堆{一～～：一堆}［5］對兌隊"
"tʰ"	"［1］推{～車：獨輪車。～刨-：刨子}［3］腿［5］退蛻煺{～雞毛}"
"n"	"［1］□{～～底：形容閉嘴嚼食物}"
"l"	"［2］雷［5］□{往火上添煤的動作}"
"ts"	"［1］□{喫，有貶意}［5］拽罪"
"tsʰ"	"［1］衰{年老動作遲緩。～佬：無能的人}崔催{～促}［5］□{扛的東西往下滑溜}"
"s"	"［1］摔衰{～弱}［3］甩揣{摸～：摸}［5］帥碎"
"k"	"［1］□{～～：刀鈍了}乖［3］拐［5］怪"
"kʰ"	"［1］盔{～～：口大肚小的陶瓷器}［2］魁{～首}［3］塊傀?蒯［5］快會{～計}"
"x"	"［1］灰{～渣：垃圾}［2］懷槐{～花}淮{～河=}茴{～香}回{～～：遍數}迴{～旋}蛔{～蟲-}［3］恢悔晦*塊*{量詞}［5］惠慧穢檜會繪匯{～聚}彙{詞～}賄壞燴"
"Ø"	"［1］歪［3］□{壓}［5］𠰻{指示詞“那裏”，“兀塊”的合音}外"
"#ɔ"	""
"p"	"［1］波=包{～裹}梆-{～骨碌：梆子}幫-{鞋～子}播玻［2］刨-雹{～子}龐-{～莊：村名}［3］保寶飽膀-{翅～}［5］抱=報暴棒-{～～：小棍兒}"
"pʰ"	"［1］波-{～浪-}坡=［2］袍{～子}婆=［3］跑［5］炮泡拋*破="
"m"	"［1］貓眊{從縫隙中往外看}［2］茅{～子：廁所}忙魔毛={～衣}［3］卯{～力}□{一～～：一次}［5］帽貌冒茂"
"t"	"［1］叨刀{～～：小刀兒}［2］桃-{～兒/ʐʌʔ/}［3］島搗倒{打～}禱道*{～讗，指聊天}［5］盜導道"
"tʰ"	"［1］滔掏濤［2］逃淘陶萄=［3］討稻*［5］套䵚{～黍：高粱}"
"n"	"［2］撓鐃［3］腦惱□{～：扛}［5］鬧"
"l"	"［2］勞牢嘮撈{～挖：撈}癆{～病-}［3］老了［5］駱{～駝}醪{～糟}絡落澇"
"ts"	"［1］騷{牢～}糟{～房-：酒坊}遭{～下：遭到}［2］曹-{～村：地名}槽={騾～～}［3］早棗蚤澡找［5］竈皂笊罩"
"tsʰ"	"［1］抄操{～行}［2］槽巢剿曹={～操}［3］草炒=吵騲［5］鈔*躁*造*□{用饅頭等收拾殘羹：荷-捲捲把鍋兒～了。}"
"s"	"［1］臊稍騷{～狐：公羊}梢{～～：尖兒}捎{～帶}［3］掃嫂炒-{～麪}［5］潲{～雨}掃{～帚兒苗}□{快}臊"
"tʂ"	"［1］朝{今～}昭召*招{～待}［3］招*沼*{～氣}［5］照詔趙"
"tʂʰ"	"［1］超=［2］朝{～廷}潮"
"ʂ"	"［1］燒{～開：開始燒}超-［3］少{多-～}［5］韶*{～山}邵少{～年}紹"
"ʐ"	"［2］饒［3］擾繞{圍～}［5］繞{～上走：繞着走}□{扔：把破鞋爛襪子～了哇}"
"k"	"［1］哥={～～}高{～低}歌{～子}羔{～皮}糕{～麪}［3］稿膏篙{進船竿}［5］告個"
"kʰ"	"［3］可考烤拷［5］靠犒銬"
"ŋ"	"［2］熬蛾鵝=爊{～白=菜}俄{～國}［3］我拗{～口}襖［5］傲鏊□{撬}奧懊{～悔}膏-{～油：上油}"
"x"	"［1］蒿薅罅{～開：把手也凍的～開口口啦}［2］荷={～花}豪{～傑}壕{～～：溝}毫河=耗［3］好{～壞}［5］好{～看戲}號{～數}孝-{～帽子}上{房～}"
"#iɔ"	""
"p"	"［1］標{～準}膘{～肉：肥肉}［3］表錶［5］鰾{魚～}"
"pʰ"	"［1］飄漂［2］嫖［3］漂{～白粉}［5］票漂{～亮}"
"m"	"［2］描苗{～～：小苗兒}［3］藐渺秒［5］廟妙"
"t"	"［1］刁{～難}貂{～皮}雕{～刻}［2］調-{～和：指鹽醋等調料}笤-{～帚}條-{窄～～}［3］吊{～錘：男陰}［5］吊弔掉釣調{～查}藋{灰～}"
"tʰ"	"［1］挑{～的荷上些}［2］條={～案}［3］挑{劐～}［5］跳"
"l"	"［2］撩寥獠療聊{～齋}遼{～寧}燎{～支：爐條}繚{～擦：用針粗粗地斜着縫}［3］了瞭［5］料廖{姓}"
"tɕ"	"［1］焦蕉椒教{～書}驕澆膠{～皮}郊{～區}交{～往-}嬌{～養}［2］樵-{～夫}橋-{～頭：村名}蕎-{～麪}［3］絞狡剪攪矯較*［5］教{～育}窖覺{睡～}轎噍{牛倒～}"
"tɕʰ"	"［1］鍬繰敲{～打}［2］橋=喬樵=僑{～胞}［3］巧雀蹺{踩高～}［5］俏竅□{兩～爲一步}鞘撬"
"ȵ"	"［1］□{手指、腳根略微往上的動作}［3］鳥咬［5］尿"
"ɕ"	"［1］宵霄硝銷囂蕭肖消{～息}簫{～兒/ʐʌʔ/}［1b］小效*［3］孝=校{學～}校{～官}笑"
"Ø"	"［1］妖{～精=}腰{～兒：腰裏}邀{～請}［2］搖姚耀*堯窯{～兒：窯洞裏}謠{～言}遙{～遠}［3］舀［5］鷂要{～求}"
"#ʅ"	""
"tʂ"	"［1］知蜘正-{～月}蒸-{～餅-}［2］遲-{～～底}［3］整-{～理}［5］制製正-{～面面：正面}痔置治致緻稚雉"
"tʂʰ"	"［1］癡［2］遲=馳池{～子}［3］恥持*"
"ʂ"	"［1］聲-{聽河～～}升-{～起}［2］繩-{～～：繩子}城-{～壕兒/ʐʌʔ/}盛-{～湯}承-{～塵：天花板}［5］世逝誓勢秤-"
"#i"	""
"p"	"［1］皮-{～～：皮兒}疲-{～茶水：不熱的茶水}［3］彼鄙比秕庇*痹*癟潷譬*蓖*［5］閉被病-{黃～：肝炎}避備篦臂陛{～下}箅祕{～密}幣斃敝"
"pʰ"	"［1］披批［2］皮={～車：膠輪兒車}疲={～倦}琵{～琶}枇{～杷}坪-{棗樹～：村名。}［3］紕{～漏}否{卦名}疲{事情從高潮轉向低潮：～下來啦}批僻{～靜}［5］屁"
"m"	"［2］迷彌靡*𪎭{～子}眉-{～毛}明-{～～亮}名-{～～：名字}［3］米［5］命-{要～}□{往高處收藏：洗臉盆不用了就～起哇}"
"t"	"［1］低{～處}釘-{～～：釘子}羝{～羊：公羊}［2］蹄-{～～：蹄子}提-{～開}［3］底抵體-{～輕：指人輕浮}頂-{不～了：不行了，頂不住了}［5］帝弟第遞釘-{～住}定-地"
"tʰ"	"［1］堤*聽-{～開（開始聽）老師的話啦}梯{～～}［2］題提=啼{～哭}停-{～～底：安靜}［3］體={身～}［5］替涕剃屜"
"l"	"［2］璃狸犁{～～：犁}黎{～明}離{～別}籬{～笆}梨{～兒/ʐʌʔ/}鈴-{～～：鈴兒}零-{～頭頭：零頭兒}陵-{京-～城-：村名}［3］禮履領-{～口口：領口}李里{一～地}裏{～外}理鯉嶺-{大虎～：地名}娌［5］離{～啦：分開了}利痢吏另-{單～}厲{～害}蒞隸麗"
"tɕ"	"［1］譏肌稽基{～礎}飢饑{～荒：債務}機{～關}雞{～～：赤子陰}經-{～線子}几-{茶～～}京{～陵-城-：村名}［2］騎-［3］己幾擠=［5］計繼寄=冀記紀既忌濟=劑=際"
"tɕʰ"	"［1］欺妻=棲［2］齊=奇歧騎=其期祈鰭耆旗{～～：小旗兒}棋{～盤=}祁{～縣}［3］啓豈起杞［5］氣汽器棄砌=寄-"
"ȵ"	"［1］醫-{～院}［2］疑霓倪尼{～姑}泥{動詞，～牆牆：抹牆}［3］你=擬［5］泥{名詞，～匠}義-{～道：講義氣}膩"
"ɕ"	"［1］兮奚犧熙希稀{～開：開始化}犀{～牛}［2］畦{～～}粞=邢-{～村：村名，現名喜村。}肥-{腳～}餳-{糖稀：給剛捏下的月餅上搭上～}［3］喜嬉洗=［5］系繫係戲細=費-{～電}"
"Ø"	"［1］依伊衣{～冠：穿戴}醫={～生}［2］飴夷贏-{輸～}宜營-{南～兒：村名}姨{～～}移{～開}貽{～誤：耽誤}［3］倚椅矣已以影-{～活活：皮影}尾-{～巴}［5］意異肄易胰翳映-{～～：照一照}憶翼應-億藝"
"#u"	""
"p"	"［2］葡-{～萄-}菩-{～薩}脯-{～子}［3］補堡捕=蒲-{达～：村名}［5］布佈部簿步菢{～雞娃娃}怖抱-{～～}"
"pʰ"	"［1］剖*鋪{～擺：攤開}［2］匍葡=菩=蒲={～州}［3］譜普浦脯=捕-［5］鋪{店～}"
"m"	"［2］模{～子}毛-{～～}謀{～求}膜［3］母畝牡拇某［5］暮慕墓募貿幕牧謀"
"t"	"［1］都{首～}［3］堵賭肚{豬～子}［5］妒杜肚{腹～}度{溫～}渡"
"tʰ"	"［2］塗途圖{～～：圖畫}屠{～夫}徒{～勞}［3］土吐［5］兔"
"k"	"［1］箍姑{～～}孤{～單}菇［3］古估{～計}鼓股［5］故固僱顧"
"kʰ"	"［1］枯{～乾人:很瘦的人}［3］苦［5］庫褲護{～子：鑲木板時釘的橫木條兒}"
"x"	"［1］膚跗孵乎污*{～了衣裳}敷{～衍}麩{～麪：麥麩子}呼{～吸}俘{～虜}□{圪～：小憩}［2］壺湖符扶芙狐{～子}鬍{～子}胡{～琴，～芹：芹菜，～失：粗疏。}浮{～躁*：不細緻}糊{～～：一種麪食}［3］虎滸撫腐輔釜府俯甫脯斧埠和{介詞}［5］互護{看～}瓠付賦傅赴訃附副夫婦戶滬"
"Ø"	"［1］污誣巫侮*烏{～鴉}嗚{～叫：招喚}［2］無毋戊［3］武舞鵡五午捂［5］務霧惡噁誤悟"
"#y"	""
"tɕ"	"［1］居車駒{～～}拘{～束}閨-{～女/nzʮ/}［2］俱瞿-{姓}渠-{～～：小的水渠}［3］舉給□{～覺：感覺}［5］巨拒距據鋸句矩具懼櫃-{～～：小櫃兒}劇"
"tɕʰ"	"［1］趨區{～長=}驅{～趕}蛆{～兒/ʐʌʔ/}［3］取［5］去趣□{～～：活釦兒}"
"ȵ"	"［2］魚{～兒/ʐʌʔ/}漁{～船}榆-{～次}［3］語女="
"ɕ"	"［1］噓吁須需虛{～假}鬚{～～}兄-{～弟}［2］徐隨-{～上-；陪～：嫁妝}［3］許髓-{牛骨～}［5］序敘絮穗-{～～}緒歲-"
"Ø"	"［2］於餘{～數}余{姓}虞娛于愉盂{痰～}迂{～迴}榆{～皮}塋-{～地}愚{～笨}［3］雨宇禹羽葦-{～子地}永-{～城村}與［5］禦御譽預豫芋喻裕愈慰-{～問}蔚-{～藍藍底}喂-{～鳥兒/ʐʌʔ/}玉籲魏-{～樂村：村名。}"
"#ɿ"	""
"ts"	"［1］支芝茲滋枝{～～：枝兒}梔{～子}肢{～解}脂{～油：豬油}資{～本}［2］瓷-{～盆}疵-{～疤：疤}慈-{～祥}磁-{～鉄}［3］紫紙衹姊旨指子梓止趾址齒*輜之*［5］至字志誌痣自□{試（鹼的大小）}"
"tsʰ"	"［1］眵鴟［2］雌疵=瓷=慈=磁=詞=辭=［3］此［5］刺賜翅次伺矢*"
"nz"	"［1］□{細磨：把鹽～爛些兒}"
"s"	"［1］施司私{～人}絲{～～：一點兒}思{～忖：思量}師{～婆-：巫婆}撕{～掐}斯{～文}獅{～子}詩{～歌}［2］詞-辭-匙{～～：湯匙}時{一～～：一會兒，～分：時候、經常。}鰣{～魚}祠{～堂}［3］死屎使史駛始齒*{平～磨}屍{～體}［5］是氏四肆視嗜試侍寺嗣飼事"
"z"	"［3］□{～乾麪：面和後又往裏揉乾麪}"
"#ʮ"	""
"ts"	"［1］諸誅株豬{～兒/ʐʌʔ/}蛛{～～：蜘蛛}珠{～～：小珠子}朱{～顏}硃{～砂}［2］廚-{～房}儲-{～蓄}除-{年～下：除夕}［3］主煮拄［5］著箸助阻*駐住注蛀鑄柱"
"tsʰ"	"［1］初［2］舒-{～手：伸手}廚=雛除={～法}儲={～蓄}［3］楚礎處{～長、～理}"
"nz"	"［3］女"
"s"	"［1］疏殊梳{～洗}書{～房-}舒{～服}輸{～入}［2］鋤-{～頭}［3］暑鼠黍薯數杵{石～：夯土用石具}［5］庶恕樹戍豎順-{～整：擺放有條理}"
"z"	"［2］如{～適：合適}［3］擩{湧出：口中～白沫}入{伸}□{擁擠}"
"#ǝr"	""
"Ø"	"［1］兒{～子}［2］而［3］爾耳餌洱［5］二貳"
"#ei"	""
"p"	"［1］卑杯{～子}悲{～傷}碑{～石}［2］婆-{～～，～姨：妻；已婚婦女。}［3］簸{～～：簸一簸}［5］簸{～箕}貝"
"pʰ"	"［1］坡-{～～：小坡兒}［5］破"
"m"	"［1］𩞁{～～：饅頭}［2］磨-{～拖：拖拉}魔-{～子：瘋子}摩{～擦}蘑{～菇}［3］美抹［5］磨{平齒～}"
"t"	"［1］多-{～少}［2］駝-［3］□{哪*～玍?：哪裏}［5］大-馱"
"tʰ"	"［1］拖-{～開}［2］柁［3］軃{柳枝枝～（下垂的樣子）下來啦}"
"n"	"［2］挪"
"l"	"［2］鑼-螺-羅-{～漢}蘿-{～蔔}騾-{～子}［3］理-裏-{闔～}□{～動：碰}"
"ts"	"［1］精-{～明}菁-睛-{眼～}［2］霽-臍-［3］擠-井-［5］濟-劑-淨-祭-甑{笼～～}"
"tsʰ"	"［1］妻-{～夫：夫妻}青-{～的}清-{～湯}［2］齊{～楚：整齊}［5］砌-"
"s"	"［1］星-{掃帚～}西-{～門}腥-{～葷：肉食}粞-{～子}恓-{～惶：可憐}婿-［3］洗-［5］細-性-{慢～～}"
"x"	"［1］呵-{～着：蒸氣燙傷}［2］孩-{～兒/ʐʌʔ/}河-{～～}荷-{～花}餄{～餎}［3］荷{拿}［5］□{誇大；造謠}賀-{祝～}"
"#uei"	""
"t"	"［1］□{摔}［3］朵-垛{～口}躲-［5］剁-對*{禁忌字音，～拍：肏}"
"tʰ"	"［5］唾-"
"l"	"［2］驢{毛～～：毛驢}［3］累{～積}壘旅呂儡{傀～}［5］類淚慮濾累{～不～}"
"ts"	"［1］堆-{～～：量詞}錐{～子}追{～攆：追}［2］槌-{～頭}錘-{～子}［3］嘴［5］綴贅醉最"
"tsʰ"	"［1］吹炊［2］垂槌=錘=［3］□{用衣刷子等拍打身上的土}［5］翠"
"s"	"［2］誰{～們}［3］水［5］睡瑞-{現僅見與長者名：程仁～}歲="
"z"	"［3］蕊［5］芮"
"k"	"［1］龜軌*規{～則}鍋-{～頭-：竈}歸{～還}［3］癸詭裹鬼［5］桂櫃=貴過-{～生日}"
"kʰ"	"［1］棵窺顆{量詞}虧{～損}［2］逵葵奎{～星樓}［3］顆{～～：小顆粒；量詞“顆”的變讀}［5］愧跪*"
"x"	"［1］飛{～起}［2］和{～人：待人和氣}肥=［3］火-毀夥-伙-匪［5］和{磨糧食前浸於水中的動作}貨-費=疿"
"Ø"	"［1］萎窩{～～：蒸的一種麪食}踒{～折}威{～風}微{～小}萵{～筍}危［2］爲{作～}畏*惟唯圍{～巾}維{～持}桅{～燈：手提式油燈}［3］偉葦=違*委僞尾=［5］慰=謂胃緯未味位喂=衛魏="
"#ǝu"	""
"t"	"［1］兜都［2］頭{～髮}［3］斗抖陡［5］鬥{～爭}豆逗透{～氣}□{形容煙塵大：汽道上～的厲害}"
"tʰ"	"［1］偷{～聽}［2］投頭=［5］透{～（罵人話）他姐}"
"n"	"［2］奴{～隸}［3］努［5］怒"
"l"	"［1］摟{～取}［2］耬□{烤}□{不～（夠）人家做}婁籠?{燈～}爐{～穿：火通條}樓{～梯}盧{～山}蘆{～葦}［3］簍魯櫓虜滷{湯加澱粉而成的濃汁}鹵{鹽～}摟{～抱}［5］漏陋路賂露鷺"
"ts"	"［1］揪鄒租組*［3］祖走［5］奏皺謅謅驟謅做-{屁是五*穀～的，不放還能受的？}"
"tsʰ"	"［1］搊{提起，扶起}粗{～粉}［2］仇{～人}［3］□{～底：形容很快}［5］醋湊錯{～誤}"
"s"	"［1］颼搜{～查}蒐{～集}酥{～火燒}蘇{～聯}甦{～醒}［2］愁［3］叟［5］嗽素訴塑嗉{雞～子}瘦漱"
