pi33不{又}
pʰo13薄匍{趴}
pʰo55扑
mo13莫木
fo13伏缚
fo55福复
to35多
tʰo35拖
tʰo13毒秃
tʰo33舵妥
tʰo31独读
lo35锣
lo13螺{~蛳}脶{手指纹}萝箩
lo33攞{找}
lo31落
lo55辣□{倒下}
tso33佐{~料}捉桌
tso53做作
tso31凿镯
tso55烛粥
tsʰo13戳
tsʰo53锉错{~误}
so13熟{煮~}赎
so33嗍{吸吮，喝}束{一小把}
so55缩叔
ko35歌哥
ko33鸽割葛
ko53个{~人，一~}
ko55国谷
ŋo13鹅
ŋo31饿
ŋo55喔{吖~：二胡}
ho13何合
ho33渴
ho31活{~路：泛指各种体力劳动}荷{~包蛋}贺
ho55哭
o55屋
tio55竹
lio13六陆绿
ɕio55肃{姓}粟
ŋio13肉
pə33不{又}
pə55笔剥北
pʰə13婆蔔{蘿~}仆{跌，掉}
pʰə53破
mə13墨□{容器装满}
mə33么{什~}
mə31蜜{~糖}
mə55□{烂、软}□{磨蹭}
fə13佛
fə33火可{老}伙和{连词}
fə53货
fə31祸
və13禾
və31屙
və55窝
tə55得
tʰə13直□{压}
tʰə55□{段，截：一~甘蔗}
nə55捏
lə35□{厌倦}
lə13立力勒
lə31肋
lə55粒□{啃}□{猪笼}旯{旮~}
tsə55鲫织侧
tsʰə13贼
tsʰə33瓷
tsʰə55七漆出
sə13十实食拾
sə55湿塞色虱
kə55角
kʰə53咳{~嗽}
kʰə33颗
kʰə55刻{用刀~}□用在“百千万”和某些量词后面表示约数：年~两年
hə13学
hə55壳黑
piə55壁
pʰiə33□{砸}
pʰiə55劈□{扔、砸}
tiə55着{~衣}
tʰiə13笛荻着{动态助词，表曾经的经历或动作的实现，还可以表示动作达到了某种结果或状态，如：睡~}
tʰiə55踢剔
tɕiə35遮
tɕiə33姐{~夫；旧亦称母亲}
tɕiə53借
tɕiə55脊隻
tɕʰiə35车{马~}鹊
tɕʰiə13席笪{斜}
tɕʰiə33扯拆
tɕʰiə55尺戚赤
ɕiə35赊畲{旱地}
ɕiə13蛇石
ɕiə33写舍社
ɕiə53谢{姓}麝{~香}
ɕiə31射折{~本}舌{又}
kiə55急脚
kʰiə13揭{掮}□{稀饭稠浓}
kʰiə31茄{~子}
ŋiə13日{又}
ŋiə33惹
ŋiə31入
ŋiə55日
hiə55吃
iə13爷药
iə55一揖{作~}
kuə35锅
kuə33裹果
kuə53过个{~子}
kuə55骨{筋~，~头}
kʰuə35课
kʰuə13镢{锄，挖}磕{敲}
kʰuə33可{新}
kʰuə55磕{~头}
ŋuə13熬
huə13盒合{~不来}
pie35螕{臭虫}□{剥}
pie33百掰
pie53闭
pie31白鼻
pie55逼
pʰie35批
pʰie13□{滑~：滑溜溜}
pʰie33魄拍□{歪}
mie13迷
mie33米
mie31麦脉眯□{淹}
fie53费肺废
vie35□{溢出}
tie35低堤
tie33抵底
tie53帝
tie31第弟{徒~}
tie55滴
tʰie35梯
tʰie13蹄啼铁{新}
tʰie33体弟{兄~}
tʰie53替涕{鼻~}剃
nie35奶{乳房}
nie13泥
nie53□{小，小的}
nie31腻伲{你们}
lie13犁□{斜溜}
lie33理{~睬}
tɕie33挤鹧{~鸪}
tɕie53蔗积{疳~}祭
tɕie31宅
tɕʰie35妻
tɕʰie13齐脐蛰{惊~}荠{荸~}
tɕʰie33□{皴}
tɕʰie53砌脆
ɕie35西惜
ɕie33洗
ɕie53岁世
ɕie55恤锡息
kie35鸡机
kie33格隔
hie33欺客吓
ie33厄轭
pæ33摆
pæ53拜
pæ31败稗
pʰæ13排牌
pʰæ33派□{瓣：一~橘子}
pʰæ53□{打~赖：耍赖皮}
mæ13埋
mæ33买
mæ31卖
fæ33擓{拔，抓}
fæ53快块
fæ31坏
væ35歪
tæ35□{姐}
tæ31大{~小，~黄}
tʰæ53太
næ53□{累}
læ53㸊{热}
læ31癞赖
tsæ35斋
tsæ53再载在{实~}好
tsæ31寨
tsʰæ35猜差{出~}
tsʰæ13才材财裁柴
tsʰæ33在踩
tsʰæ53菜蔡
sæ35腮鳃筛
sæe53晒赛
sæ31色{~子：骰子}
kæ35街该阶
kæ33解{~开}戒{~指}
kæ53界
kʰæ53概慨
ŋæ35挨{靠近}
ŋæ31艾捱磑{研磨}
hæ35揩{擦，抹}
hæ13鞋
hæ31还{还有}
æ33矮□{也}了{语气词，了：忘记~}
tsuæ33□{量词，相当于场：一~雨}
tsʰuæ35搋{以手用力压和揉：~面}
suæ35衰{不聪明}
suæ33甩
suæ53帅
kuæ35乖
kuæ33拐
kuæ53怪
kʰuæ53快{凉~}
ŋuæ33□{螃~：螃蟹}
pəi35碑
pəi33比滗
pəi31蓖{~麻}鐾{~刀布，把刀~~}
pʰəi35坯{又}披
pʰəi13皮匹
pʰəi33被{~子}
pʰəi53屁{放~}
pʰəi31脾琵枇{~杷}
məi13眉
məi33每尾美
məi31外妹味{~道}
fəi35飞非
fəi13肥
fəi53痱{~子}
vəi35媁{好，好的}
vəi13围回
vəi53喂
vəi31危位
təi35知
təi53戴贷代带待
təi31袋地
tʰəi35胎薹
tʰəi13苔{舌~，青~}抬迟台{戏~}
nəi33你
nəi53拿
nəi31耐□{用在人称代词后表复数}
ləi13来离{~别}璃栗梨厘
ləi33礼李里理{道~}鲤
ləi31例荔离{~开}利痢笠厉丽俐
tsəi33子姊
tsəi31自字寺糍{~粑}
tsʰəi13鹚{鸬~}
tsʰəi53次伺刺
tsʰəi31祠
səi35私师丝诗厕{茅~}蛳
səi13撕
səi33死
səi53四肆
səi31事柿士司侍狮
kəi33改戒{~烟}解{~手}
kəi53盖
kəi31该{这}
ŋəi53爱
həi35开
həi33海
həi31害
tuəi35猪
tuəi33贮{积攒}□{批发}
tuəi31箸{筷子}住坠
tʰuəi33柱
nuəi33女
luəi33吕旅
luəi31滤泪
tsʰuəi35蛆
tsʰuəi33取
suəi35鬚
suəi31税睡
kuəi35归{回}龟
kuəi33鳜{~鱼}鬼轨
kuəi53桂贵
kuəi31跪柜
kʰuəi35亏
pao35包苞
pao33饱
pao53暴豹爆□{泥土往外渗水}
pao31鉋{~刀}
pʰao35抛泡{一~屎}
pʰao33跑
pʰao53炮{枪~}泡{~在水里}
pʰao31奅{~颈：大脖子病}
mao35□{虚肿}
mao13茅
mao33牡铆冇
tʰao31逃{又}
nao31闹
lao35□{介词，跟，和：你~我吃完|这个~那个一样}
lao13捞□{捋袖}
tsao53罩
tsʰao33炒吵
tsʰao31操{~心}
sao35稍
sao53潲{猪食}臊{~子}
sao31筲{~箕}
kao35膏交胶跤
kao33搞稿告{~子：叫花子}
kao53教{~书；~他去睡觉}窖校{~正}
kʰao35敲
kʰao33考
ŋao33咬
hao53孝
ao53坳{山~}懊{~悔}
miao31猫
niao33扭
liao13流刘留榴{石~}
liao33柳
liao53□{看}
liao31硫{~黄}
tɕiao33酒
tɕiao31就袖
tɕʰiao35秋{~天}鳅
tɕʰiao53瞅{看}
tɕʰiao31泅{游水}
ɕiao35修削羞
ɕiao53绣
ŋiao35□{挠}
ŋiao33冇{又}
məu35□{掩埋}
məu13谋{贪；贪心}
məu33某
məu53□{傻}
fəu13浮{轻~}
təu35兜逗蔸
təu33斗{一~米}陡抖□{踢}
təu53鬥
təu31豆痘
tʰəu35偷
tʰəu13头投
tʰəu33㪗{展开，抖搂：~一~}
ləu35搂掏□{袋}□{眼}
ləu13楼
ləu33搂篓
ləu31漏陋
tsəu35周州洲
tsəu33肘{~子}走
tsəu53咒
tsʰəu35抽搊{把屎、把尿}□{收藏}
tsʰəu13仇
tsʰəu33醜
tsʰəu53臭{香~}凑
səu35馊{饭~了}收搜□{掏，拿，讨、娶}
səu33手守
səu53嗽{咳~}瘦
səu31寿受
kəu35勾沟钩
kəu33狗
kəu53够□{凝固}
kʰəu35抠
kʰəu53靠扣叩
ŋəu33藕
həu35佝{背~}
həu13喉猴吼
həu33口厚
həu31後候
əu35瓯{杯子，小碗}
əu33怄{~气}
əu53沤{久浸水中}熰{闷热}
kiəu35鸠
kiəu33九韭久
kiəu53救
kiəu31旧
kʰiəu13求球
kʰiəu33舅
ŋiəu13牛
ŋiəu53□{皱。动词兼形容词，重叠后为名词}
iəu35忧
iəu13柔油游由
iəu33有友
iəu31又右柚{~子，一种水果}
piu35膘{肥~}熛{火星外溅}飚{快跑}
piu33表錶婊
pʰiu35飘
pʰiu13瓢嫖薸
pʰiu53票漂{~亮}
miu13苗
miu33秒
miu31庙
tiu35刁貂雕朝{清~}
tiu33鸟
tiu53钓吊
tʰiu13条调{~和}
tʰiu33斢{交换}
tʰiu53跳调{~皮}
tʰiu31挑{~头：领头}
niu35□{小孩称猪为~~}
niu31尿
liu13撩{揍}
liu33了{完结，~结}
liu53撂{扔出去}
liu31料{配~}廖
tɕiu35焦椒招
tɕiu53照
tɕiu31赵
tɕʰiu35缲{~边}锹
tɕʰiu33悄
ɕiu35消硝烧萧箫宵魈
ɕiu33少小
ɕiu53笑
kiu33缴绞搅饺
kiu53叫
kiu31轿□{掘}
kʰiu13侨桥
kʰiu33巧蕌{~头}
kʰiu53翘□{掘}
hiu35□{掀}
iu35妖邀腰
iu13摇谣窑姚
iu33舀
iu31鹞{~鹰}
pã35班般斑
pã33板
pã53扮
pã31扳办
pã35攀
pʰã53襻盼
mã13蛮
mã33满{老~：排行最小}
mã53𫲦{父亲}
mã31慢漫
fã35翻
fã13烦繁
fã33犯反
fã53贩
fã31饭
vã35安{~装}鞍弯湾
vã33挽晚
vã53案{~子，作~}
vã31岸万还{~愿}
tã35担{挑}单
tã33胆疸
tã53担{~子}
tã31弹{~子}蛋
tʰã35滩摊瘫
tʰã13谈痰弹{~琴}
tʰã33毯淡
tʰã53探{试~}炭叹
nã13南男难{~易}
lã35篮
lã13蓝兰拦栏
lã33懒
lã31烂缆
tsã35簪□{虫蜇：蜜蜂~}
tsã33斩盏展
tsã53蘸{~酱油}
tsã31站{车~}錾{~子}
tsʰã35餐搀{~水}□{喘息}
tsʰã13蚕馋
tsʰã33惨铲
sã35三山衫
sã53散
kã35间{中~}
kã33敢减杆赶{又}
kʰã33砍侃
ŋã13岩□{能干}
ŋã33眼
hã35嬜{悭吝}
hã13含咸韩
hã33坎喊
hã31限苋
ã53案{~板}按{~住}
tuã35当{~面}
tuã33挡
tuã53当{~铺}
tuã31□{煮饭的锅}
tʰuã35汤{热水，也可指菜汤。}
tʰuã13唐糖塘堂
tʰuã33躺
tʰuã53烫趟
nuã35□{唤(鸡鸭)}
luã13郎{女婿}榔廊
luã33朗
luã53□{石山的陡壁，名词兼量词}□{用水涮洗}
luã31㫰{晾晒}
tsuã35桩妆装庄
tsuã53葬壮
tsuã31状{告~}
tsʰuã13藏床
tsʰuã31窗{~户}
suã35闩霜双
suã53爽
suã31□{~袖：袖子}
kuã35肝竿干{~湿}钢关
kuã33赶秆
kuã53惯钢{刀钝了，~~}干{能~}
kuã31疳{~积}
kʰuã33款
ŋuã33□{男孩，男青年}
huã35糠看{~守}
huã13行{鸡~：卖鸡的摊档}
huã33旱
huã53熯{烘烤}汉
huã31汗项
tiɛ̃31□{提}
liɛ̃31鲇{~鱼}
kiɛ̃35金禁{~不住}襟巾斤筋经{念~}军
kiɛ̃33锦拣紧
kiɛ̃31揿{按}菌
kʰiɛ̃13勤芹裙
kʰiɛ̃33妗{舅母}近
ŋiɛ̃35□{弯折}
ŋiɛ̃13人仁银营
ŋiɛ̃33忍
ŋiɛ̃31认润
hiɛ̃35薰
hiɛ̃53焮
iɛ̃35音阴荫
iɛ̃13云{~彩}
iɛ̃33影{~子}引瘾
iɛ̃53印
iɛ̃31匀{~净}闰运
niɐ̃35□{凹陷}
niɐ̃31□{裤裆}
liɐ̃33冷
tɕiɐ̃35争
tɕiɐ̃31睁□{~日：昨天}
tɕʰiɐ̃35铛{菜锅}撑
tɕʰiɐ̃53牚{起支撑作用的斜柱}
ɕiɐ̃35参{人~}生牲甥
ɕiɐ̃33省{~份}
kiɐ̃35更{五~}
kʰiɐ̃33梗羹
ŋiɐ̃31硬
hiɐ̃35坑
hiɐ̃13行{行走}桁{檩，架在屋架或山墙上用来支持椽子或屋面板的长条形构件}
iɐ̃35罂{坛子}
iɐ̃53应{响~}
iɐ̃13横{~竖}
pən35兵冰
pən33奔饼本
pən31病槟{~椰}
pʰən35缝{尘土飞扬}枰{扁平盛器，竹片或铁丝编成}湓{溢，满出来}
pʰən13平坪评瓶屏盆拼{~命}凭
pʰən31拼
mən13蚊明名门
mən33抿
mən31问命闷
fən35分
fən13坟
fən33粉
fən53粪
fən31份荤豮{雄性的牲畜}□{兄长：~弟}
vən35瘟
vən13文纹
vən33稳
vən53□{黄昏}
vən31魂温
tən35丁疗叮钉{铁~；~进去}墩砧
tən33顶
tən31订{~约}定澄{水浑，~一~}
tʰən13沉停伸
tʰən33吞{说话磕巴不流利}
tʰən53听{~见，~话}
nən35□{恶心}
nən33恁捻{老}□{考虑，权衡}
nən53□{拿}
nən31嫩
lən35□{形容子实饱满，也指米饭干硬}
lən13林淋鳞轮灵零邻伶
lən33领岭
lən31宁{~可}论令
tsən35针精睛征真阵
tsn33枕井整
tsən53症正政
tsən31仗净正{~月}
tsʰən35村皴清青亲
tsʰən13臣存蹲晴程秦陈成城情
tsʰən33请亲{~家}□{把干柴劈成小块}
tsʰən53浸寸趁凊{寒冷}□{提}
sən35心深孙{~辈}升声星腥新身
sən13神
sən33婶醒榫笋
sən53渗鉎{铁锈}姓性信囟{~门}
kən35跟京根更{三~半夜}
kən33颈
kən53更{~加}镜劲{有~}禁{~止}
kʰən13□{江边，岸边}
kʰən33肯
kʰən53□{水等物体寒冷的性质，形容词：井水好~}
ŋən13赢
hən35兴轻{~重；年~}
hən13横{汉字笔画的一种}
hən33很狠
hən31恨剩
ən53应{~该}
pin35边鞭
pin33扁匾□{摆弄，捏弄}
pin53变
pin31便
pʰin35偏
pʰin33辫
pʰin53骗片
min33免勉
min31棉面麺
tin35癫
tin33点
tin53店
tin31电垫
tʰin35添天
tʰin13甜田填
tʰin33舔掭
nin35黏{~贴}
nin13孽{造~：可怜}年
nin33碾撵捻{新}
nin31念
lin13连怜莲奁
lin33脸蔫{花萎}
lin53□{小孩恋母}□{人或动物在地上翻滚}
lin31镰练楝链
tɕin35尖煎毡
tɕin33剪
tɕin53箭颤
tɕin31贱
tɕʰin35迁千
tɕʰin13钱前
tɕʰin33浅
tɕʰin53□{抢占}
ɕin35先仙鲜{新~}搧
ɕin13□{弯曲}
ɕin33闪□{动物驯顺}
ɕin53线扇{名词}
ɕin31鳝
kin35□{悭吝}
kin33笕{以竹通水}捡
kin53剑见
kin31今
kʰin13擒琴钳
kʰin33件
kʰin53芡
ŋin31酽{~茶}
hin35牵
hin53欠险
hin31县现
in35阉烟
in13盐嫌檐
in33燕
in31腌
tsuən33准
tsʰuən35春
tsʰuən33蠢
suən31顺肾{肫}
kuən33滚
kuən53棍
huən35昏
huən53□{河流的大堤}
huən31混
tɕʰyn31全{~靠}
kyn33捲{~起}
kyn53桊{牛鼻子上的小木棍或小铁环}
kyn31捐
kʰyn13拳权颧{~骨}蜷
ŋyn33软
hyn35圈{圆~}
hyn13玄
hyn53劝楦
yn13缘原袁园
yn33远永
yn31遇铅愿冤
pəŋ35帮崩梆
pəŋ33绑膀{肩~}
pəŋ31磅
pʰəŋ13旁
pʰəŋ33棒
pʰəŋ53胖
məŋ13忙
məŋ53甿{石山的陡壁}
məŋ31忘望
fəŋ35荒方慌
fəŋ13房
fəŋ33纺
fəŋ53放
vəŋ13黄王蟥亡
vəŋ33枉往
vəŋ31旺
təŋ35灯
təŋ33等
təŋ53凳
təŋ31邓
tʰəŋ13藤誊棠熥{把饭菜放在热锅内保温}
tʰəŋ53□{相配}
nəŋ13能{~干}
ləŋ53□{中等大小}
tsəŋ35曾{姓}蒸罾
tsəŋ53甑{蒸食物用的炊具}
tsʰəŋ35称{~呼；~重量}
tsʰəŋ13层
tsʰəŋ53秤
tsʰəŋ31逞{~能}
səŋ35僧{唐~}
səŋ13绳
kəŋ35缸江
kəŋ33讲
kəŋ53进降{霜~}
kəŋ31豇{~豆}
kʰəŋ33哽
həŋ13绗行{一~}
həŋ31巷
əŋ35□{咯}
tiəŋ35张{量词}
tiəŋ53胀
tʰiəŋ13长{~短}肠
tʰiəŋ33丈{一~}
niəŋ13娘
liəŋ13量{~长短}梁粮凉
liəŋ33两{~个；几~几钱}
liəŋ31亮
tɕiəŋ35浆{~水}章樟张{开~}将{~军：象棋术语}
tɕiəŋ33蒋桨长{生~}涨掌
tɕiəŋ53酱将{大~}帐账糨{~糊}丈{岳~}
tɕiəŋ31像{相像}匠
tɕʰiəŋ13墙场
tɕʰiəŋ33抢厂敞
tɕʰiəŋ53唱呛戗
tɕʰiəŋ31菖{~蒲}
ɕiəŋ35镶伤箱
ɕiəŋ13尝裳
ɕiəŋ33想上{~山}
ɕiəŋ53相{~貌}象{~棋}
ɕiəŋ31上{~面}
kiəŋ35姜刚
kiəŋ53□{浓稠的浆汁，名词}
kʰiəŋ35勥{欺侮}
kʰiəŋ13强
ŋiəŋ33仰
ŋiəŋ31让
hiəŋ35香乡
hiəŋ33享响
hiəŋ53向
iəŋ35秧鹰
iəŋ13羊杨阳洋疡{~子：淋巴发炎}
iəŋ33养痒
iəŋ31样
kuəŋ35光
kuəŋ33广
kʰuəŋ35框
kʰuəŋ13狂
kʰuəŋ53矿
pʰoŋ13彭棚朋篷
pʰoŋ33捧
pʰoŋ53碰熢
pʰoŋ31螃
poŋ31□{双~：双胞胎}
moŋ35□{草木多而杂}
moŋ13朦{眼睛失明}蒙
moŋ33懵蠓猛网
moŋ31梦
foŋ35风疯封蜂锋枫
foŋ13逢
foŋ31凤缝{一条~}
toŋ35东冬
toŋ33董懂
toŋ53筒冻栋
tʰoŋ35通
tʰoŋ13同铜桐筒{又}
tʰoŋ33桶动
tʰoŋ53痛
tʰoŋ31□{~盘：桌子}
noŋ35哝
noŋ13农脓
noŋ53□{烂、软}
noŋ31齈
loŋ35咙{喉~}
loŋ13笼{鸡~}聋龙{新}
loŋ33拢窿{小洞}笼{箱}
loŋ31弄□{掏}
tsoŋ35棕鬃宗终钟盅中□{钝}
tsoŋ33总种{~类}肿
tsoŋ53众粽中{射~}种{种植}
tsoŋ31忠
tsʰoŋ35葱冲囱舂
tsʰoŋ13丛从重{~复}
tsʰoŋ33揰{推，撞}
tsʰoŋ53铳{放~}捶{推，撞}
tsʰoŋ31聪充松{~树}
soŋ35鬆
soŋ13倯{笨，傻}
soŋ53送宋
koŋ35公蚣{蜈~}工功弓{亩}
koŋ33拱{~手}孔
koŋ53供{招~}
koŋ31共
hoŋ35空{~虚}烘{~干}□{给，动词兼介词}
hoŋ13红
hoŋ53空{~缺}
hoŋ31哄
oŋ53瓮
tʰioŋ13虫
tʰioŋ33重{轻~}
nioŋ31□{~水：专注着迷}
lioŋ13龙{老}
lioŋ53□{逛，溜达}
kioŋ35弓供{~给}□{跳}
kioŋ53供{上~}
kʰioŋ13穷
hioŋ13熊雄
hioŋ53嗅{用鼻子闻}
ioŋ35壅{把肥料培在植物根上}
ioŋ13融
ioŋ33涌
ioŋ31用
puŋ35搬
puŋ53半
pʰuŋ35潘
pʰuŋ13盘
pʰuŋ33伴
pʰuŋ53判
muŋ13瞒
muŋ33满
tuŋ35端
tuŋ33短断{堵截}
tuŋ53转{~圈}
tuŋ31段
tʰuŋ13团
tʰuŋ33断{~绝}
nuŋ33暖
luŋ35鸾圞{圆}
luŋ13□{缝衣服}
luŋ33卵
luŋ31乱
tsuŋ35砖
tsuŋ53钻{动词，名词}赚
tsuŋ31旋
tsʰuŋ35川穿撺
tsʰuŋ13全泉传{~达}
tsʰuŋ33喘
tsʰuŋ53串窜
suŋ35酸
suŋ13椽船
suŋ33数{动词}癣选
suŋ53算蒜
kuŋ35官棺冠
kuŋ33管馆
kuŋ53灌罐
kuŋ31甘柑观{~音}
ŋ̍33五午碗
ŋ̍31□{更换，如：天冷了，去~件厚点的衣裳。}
