字	音	注
吵	tsʰau[5]	
臊	tsʰau[5]	
躁	tsʰau[5]	
燥	tsʰau[5]	
搜	sau[1]	
艄	sau[1]	～公
筲	sau[1]	饭～
扫	sau[3]	
哨	sau[5]	
拗	∅au[3]	
懊	∅au[5]	
奥	∅au[5]	
澳	∅au[5]	
邦	paŋ[1]	
梆	paŋ[1]	
绷	paŋ[1]	～紧
□	paŋ[1]	跨
棚	paŋ[9]	瓜～
柄	paŋ[5]	
绊	paŋ[5]	
病	paŋ[6]	
□	pʰaŋ[1]	鸡用脚爪扒泥找食吃
庞	pʰaŋ[9]	
跰	pʰaŋ[9]	～骹，瘸脚
甏	pʰaŋ[2]	
膨	pʰaŋ[2]	
彭	pʰaŋ[2]	
拼	pʰaŋ[6]	～木板
乓	pʰaŋ[6]	
芒	maŋ[2]	
暝	maŋ[2]	
蒙	maŋ[2]	
蜢	maŋ[3]	
虻	maŋ[3]	
担	taŋ[1]	
□	taŋ[1]	用尖喙啄
痰	taŋ[9]	
啖	taŋ[9]	～饭货
谈	taŋ[9]	
噹	taŋ[2]	
□	taŋ[2]	火燎
胆	taŋ[3]	
疸	taŋ[3]	
氮	taŋ[5]	
担	taŋ[5]	挑
耽	taŋ[5]	
宕	taŋ[5]	
淡	taŋ[5]	
啖	taŋ[5]	
但	taŋ[5]	
坍	tʰaŋ[1]	山土崩塌
贪	tʰaŋ[1]	
摊	tʰaŋ[1]	
坦	tʰaŋ[3]	
毯	tʰaŋ[3]	
南	naŋ[9]	云～湖～
南	naŋ[2]	
喃	naŋ[2]	
男	naŋ[2]	
□	naŋ[7]	～岭，爬岭
漤	laŋ[9]	～肉汛
狼	laŋ[9]	～心，心狠
林	laŋ[2]	
蓝	laŋ[2]	
襤	laŋ[2]	
览	laŋ[3]	
揽	laŋ[3]	
揽	laŋ[5]	
攘	laŋ[5]	
濫	laŋ[6]	
篮	laŋ[6]	～球
更	kaŋ[1]	
尴	kaŋ[1]	
羹	kaŋ[1]	
哽	kaŋ[9]	
鲠	kaŋ[9]	
骾	kaŋ[9]	
感	kaŋ[3]	
减	kaŋ[3]	
埂	kaŋ[3]	
擀	kaŋ[3]	
橄	kaŋ[3]	
赶	kaŋ[3]	
降	kaŋ[5]	
槛	kaŋ[5]	
监	kaŋ[5]	
鑑	kaŋ[5]	
鉴	kaŋ[5]	
坑	kʰaŋ[1]	
炕	kʰaŋ[1]	
砍	kʰaŋ[3]	
刊	kʰaŋ[3]	
坎	kʰaŋ[3]	
侃	kʰaŋ[3]	
勘	kʰaŋ[5]	
戡	kʰaŋ[5]	
嵌	kʰaŋ[5]	
抗	kʰaŋ[6]	
堪	kʰaŋ[6]	
伉	kʰaŋ[6]	
岩	ŋaŋ[2]	
癌	ŋaŋ[2]	
戆	xaŋ[1]	笨傻
憾	xaŋ[1]	
含	xaŋ[9]	
晗	xaŋ[9]	
函	xaŋ[9]	
涵	xaŋ[9]	
咸	xaŋ[9]	文读
憨	xaŋ[2]	
酣	xaŋ[2]	
喊	xaŋ[3]	
罕	xaŋ[3]	
□	xaŋ[5]	牵扯碰打捞的意思
陷	xaŋ[6]	
捍	xaŋ[6]	
□	xaŋ[7]	答呼喊声
暂	tsaŋ[9]	
渐	tsaŋ[9]	
晴	tsaŋ[2]	
斩	tsaŋ[3]	
井	tsaŋ[3]	
崭	tsaŋ[3]	
站	tsaŋ[5]	
静	tsaŋ[5]	
青	tsʰaŋ[1]	
掺	tsʰaŋ[1]	
参	tsʰaŋ[1]	
生	tsʰaŋ[1]	白读，没熟
惨	tsʰaŋ[3]	
醒	tsʰaŋ[3]	
情	tsʰaŋ[3]	性发作
生	tsʰaŋ[5]	文读，怕～，畏生人
三	saŋ[1]	
叁	saŋ[1]	
珊	saŋ[1]	
姗	saŋ[1]	
删	saŋ[1]	
杉	saŋ[1]	
牲	saŋ[1]	
生	saŋ[1]	
鲜	saŋ[1]	
衫	saŋ[1]	
甥	saŋ[1]	
篮	saŋ[2]	菜～
省	saŋ[3]	节～
檐	saŋ[5]	屋～
□	saŋ[6]	罩住
俺	∅aŋ[1]	
肮	∅aŋ[2]	
冰	paiŋ[1]	
班	paiŋ[1]	
颁	paiŋ[1]	
斑	paiŋ[1]	
癍	paiŋ[1]	生～，一种疾病
朋	paiŋ[9]	
瓶	paiŋ[9]	
硼	paiŋ[9]	
板	paiŋ[3]	
扳	paiŋ[3]	
版	paiŋ[3]	
崩	paiŋ[5]	
奔	paiŋ[5]	
癍	paiŋ[5]	～子，麻脸
办	paiŋ[6]	
扮	paiŋ[6]	
攀	pʰaiŋ[1]	
袢	pʰaiŋ[5]	
瓣	pʰaiŋ[6]	
萌	maiŋ[9]	
氓	maiŋ[9]	
埋	maiŋ[9]	～伏
蛮	maiŋ[2]	
猛	maiŋ[3]	
蟒	maiŋ[3]	
漭	maiŋ[3]	
慢	maiŋ[6]	
孟	maiŋ[6]	
蔓	maiŋ[6]	
漫	maiŋ[6]	
瞪	taiŋ[1]	
灯	taiŋ[1]	
登	taiŋ[1]	
钉	taiŋ[1]	
疔	taiŋ[1]	
叮	taiŋ[1]	
甜	taiŋ[9]	
誊	taiŋ[9]	
亭	taiŋ[9]	
填	taiŋ[2]	
藤	taiŋ[2]	
等	taiŋ[3]	
戥	taiŋ[3]	
汀	taiŋ[5]	
钉	taiŋ[5]	
凳	taiŋ[5]	
店	taiŋ[5]	
殿	taiŋ[6]	
邓	taiŋ[6]	
靛	taiŋ[6]	
垫	taiŋ[6]	
厅	tʰaiŋ[1]	
汀	tʰaiŋ[1]	
蛏	tʰaiŋ[1]	
潭	tʰaiŋ[2]	
谭	tʰaiŋ[2]	
昙	tʰaiŋ[2]	
探	tʰaiŋ[5]	
垫	tʰaiŋ[6]	白读
能	naiŋ[9]	
□	naiŋ[9]	<月能>，软的意思
乳	naiŋ[5]	白读
奶	naiŋ[5]	
酿	naiŋ[6]	
唸	naiŋ[6]	
零	laiŋ[2]	
莲	laiŋ[2]	
冷	laiŋ[3]	
□	laiŋ[5]	好的反面
荔	laiŋ[6]	
庚	kaiŋ[1]	
耕	kaiŋ[1]	
间	kaiŋ[1]	
艰	kaiŋ[1]	
奸	kaiŋ[1]	
跟	kaiŋ[1]	
肩	kaiŋ[1]	
含	kaiŋ[9]	
□	kaiŋ[2]	沉淀
简	kaiŋ[3]	
柬	kaiŋ[3]	
拣	kaiŋ[3]	
茧	kaiŋ[3]	
炯	kaiŋ[3]	
更	kaiŋ[5]	白读，愈加
干	kaiŋ[6]	
斡	kaiŋ[6]	
牵	kʰaiŋ[1]	
肯	kʰaiŋ[3]	
看	kʰaiŋ[5]	
瞰	kʰaiŋ[5]	
顷	kʰaiŋ[5]	白读，刚刚
颜	ŋaiŋ[2]	白读，蚊帐～
眼	ŋaiŋ[3]	
硬	ŋaiŋ[6]	
岸	ŋaiŋ[6]	
亨	xaiŋ[1]	
哼	xaiŋ[1]	
闲	xaiŋ[9]	
閒	xaiŋ[9]	
餍	xaiŋ[9]	不新鲜
狠	xaiŋ[3]	
很	xaiŋ[3]	
□	xaiŋ[5]	歇～
幸	xaiŋ[6]	
杏	xaiŋ[6]	
恨	xaiŋ[6]	
限	xaiŋ[6]	
悻	xaiŋ[6]	
苋	xaiŋ[6]	
争	tsaiŋ[1]	
榛	tsaiŋ[1]	
蹭	tsaiŋ[1]	瘸脚
筝	tsaiŋ[1]	
曾	tsaiŋ[1]	
僧	tsaiŋ[1]	白读
狰	tsaiŋ[1]	
挣	tsaiŋ[1]	
臻	tsaiŋ[1]	
增	tsaiŋ[1]	
峥	tsaiŋ[1]	
净	tsaiŋ[1]	
层	tsaiŋ[9]	
攒	tsaiŋ[9]	
曾	tsaiŋ[9]	白读，～经
剪	tsaiŋ[3]	
戬	tsaiŋ[3]	
盏	tsaiŋ[3]	
牮	tsaiŋ[5]	撬
簪	tsaiŋ[5]	
赠	tsaiŋ[6]	
錾	tsaiŋ[6]	
千	tsʰaiŋ[1]	
阡	tsʰaiŋ[1]	
仟	tsʰaiŋ[1]	
田	tsʰaiŋ[2]	
蚕	tsʰaiŋ[2]	
疝	tsʰaiŋ[6]	
生	saiŋ[1]	
先	saiŋ[1]	
参	saiŋ[1]	
星	saiŋ[1]	
牲	saiŋ[1]	
森	saiŋ[1]	
猩	saiŋ[1]	
僧	saiŋ[1]	白读
渗	saiŋ[9]	水汽～进去
㮐	saiŋ[2]	
椮	saiŋ[2]	
鳞	saiŋ[2]	白读
省	saiŋ[3]	
糁	saiŋ[3]	
擤	saiŋ[5]	
恩	∅aiŋ[1]	
饮	∅aiŋ[3]	白读，白～，米汤
应	∅aiŋ[5]	答～
摁	∅aiŋ[6]	
帮	pauŋ[1]	
分	pauŋ[1]	
旁	pauŋ[9]	
傍	pauŋ[9]	
塝	pauŋ[9]	
防	pauŋ[9]	
膀	pauŋ[3]	
榜	pauŋ[3]	
本	pauŋ[3]	
绑	pauŋ[3]	
范	pauŋ[2]	
笨	pauŋ[6]	
梆	pauŋ[6]	和尚用的木鱼
蚌	pauŋ[6]	
磅	pauŋ[6]	
镑	pauŋ[6]	
□	pʰauŋ[3]	一～，一支树枝
胖	pʰauŋ[5]	
冇	pʰauŋ[5]	
忙	mauŋ[9]	
莽	mauŋ[3]	
网	mauŋ[5]	白读，蜘蛛网
当	tauŋ[1]	
劏	tauŋ[1]	
档	tauŋ[1]	
长	tauŋ[9]	
屯	tauŋ[9]	
唐	tauŋ[9]	
塘	tauŋ[9]	
堂	tauŋ[9]	
肠	tauŋ[2]	
墩	tauŋ[3]	
吨	tauŋ[3]	
盾	tauŋ[3]	
当	tauŋ[5]	白读，～铺
顿	tauŋ[5]	白读，一～饭
□	tauŋ[5]	暖和
荡	tauŋ[5]	
断	tauŋ[6]	白读
锻	tauŋ[6]	
缎	tauŋ[6]	
汤	tʰauŋ[1]	
吞	tʰauŋ[1]	
糖	tʰauŋ[2]	
豚	tʰauŋ[2]	狗～，小狗
烫	tʰauŋ[5]	
烫	tʰauŋ[6]	～菜，热菜
瓤	nauŋ[2]	
攮	nauŋ[3]	
暖	nauŋ[5]	白读
嫩	nauŋ[6]	
狼	lauŋ[9]	
浪	lauŋ[9]	
□	lauŋ[9]	不做事闲逛
廊	lauŋ[2]	
郎	lauŋ[2]	
□	lauŋ[3]	砍
浪	lauŋ[6]	
论	lauŋ[6]	
江	kauŋ[1]	
杠	kauŋ[1]	白读
豇	kauŋ[1]	
疳	kauŋ[1]	
甘	kauŋ[1]	
□	kauŋ[1]	人感觉气血上涌
□	kauŋ[9]	用微火烤东西
讲	kauŋ[3]	
敢	kauŋ[3]	
管	kauŋ[3]	白读
灌	kauŋ[5]	
罐	kauŋ[5]	
钢	kauŋ[5]	
缸	kauŋ[5]	
棍	kauŋ[5]	
康	kʰauŋ[1]	
坤	kʰauŋ[1]	
糠	kʰauŋ[1]	
捆	kʰauŋ[3]	
孔	kʰauŋ[3]	
□	kʰauŋ[3]	店铺
囥	kʰauŋ[5]	
困	kʰauŋ[5]	
磡	kʰauŋ[5]	墙～
昏	xauŋ[1]	
婚	xauŋ[1]	
浑	xauŋ[9]	
行	xauŋ[9]	
痕	xauŋ[2]	
䞑	xauŋ[5]	～脓疖破出脓
项	xauŋ[6]	
混	xauŋ[6]	
□	xauŋ[6]	被桌边等有边角的地方碰一下
庄	tsauŋ[1]	
尊	tsauŋ[1]	
遵	tsauŋ[1]	
装	tsauŋ[1]	
妆	tsauŋ[1]	
存	tsauŋ[9]	
藏	tsauŋ[9]	
荐	tsauŋ[9]	稻草垫
脏	tsauŋ[9]	心～
𨤃	tsauŋ[2]	
𫑴	tsauŋ[2]	～菜
葬	tsauŋ[5]	
钻	tsauŋ[5]	
状	tsauŋ[5]	
疮	tsʰauŋ[1]	
仓	tsʰauŋ[1]	
苍	tsʰauŋ[1]	
村	tsʰauŋ[1]	
床	tsʰauŋ[2]	
厂	tsʰauŋ[3]	
闯	tsʰauŋ[3]	～王
创	tsʰauŋ[3]	
寸	tsʰauŋ[5]	
闯	tsʰauŋ[5]	～进来
窜	tsʰauŋ[5]	
孙	sauŋ[1]	
霜	sauŋ[1]	
酸	sauŋ[1]	
桑	sauŋ[1]	
闩	sauŋ[1]	
笙	sauŋ[1]	
拴	sauŋ[1]	
郎	sauŋ[2]	白读
□	sauŋ[2]	～毛，拔毛
磉	sauŋ[3]	
爽	sauŋ[3]	
损	sauŋ[3]	
蒜	sauŋ[5]	
丧	sauŋ[5]	
卵	sauŋ[6]	
两	sauŋ[6]	量词，～只
庵	∅auŋ[1]	
秧	∅auŋ[1]	
温	∅auŋ[1]	
瘟	∅auŋ[1]	
榅	∅auŋ[1]	
□	∅auŋ[1]	～菜，用酱油等佐料拌菜
魂	∅auŋ[2]	
丸	∅auŋ[2]	泥～泥团
刎	∅auŋ[3]	自～，自杀
暗	∅auŋ[5]	
□	∅auŋ[6]	～日子，挨日子
波	pɔ[1]	
坡	pɔ[1]	
簸	pɔ[1]	
菠	pɔ[1]	
玻	pɔ[1]	
跛	pɔ[1]	
婆	pɔ[9]	
补	pɔ[9]	白读，～衣
步	pɔ[9]	
保	pɔ[9]	
葆	pɔ[9]	
堡	pɔ[9]	
叵	pɔ[9]	
□	pɔ[2]	水满出来
宝	pɔ[3]	
布	pɔ[5]	
薄	pɔ[5]	
报	pɔ[5]	
箔	pɔ[5]	
播	pɔ[6]	
埠	pɔ[6]	
舶	pɔ[6]	
泊	pɔ[6]	
哺	pɔ[6]	嚼
□	pɔ[6]	门～，支撑门的两边的竖木条
博	pɔ[7]	
剥	pɔ[7]	
驳	pɔ[7]	
博	pɔ[7]	
颇	pʰɔ[1]	
爆	pʰɔ[1]	
□	pʰɔ[1]	草莓
破	pʰɔ[5]	～坏
粕	pʰɔ[7]	
拍	pʰɔ[7]	
仆	pʰɔ[7]	
朴	pʰɔ[7]	
璞	pʰɔ[7]	
馍	mɔ[1]	
摩	mɔ[9]	
魔	mɔ[9]	
毛	mɔ[2]	
没	mɔ[2]	
嫫	mɔ[3]	～哥
摸	mɔ[5]	
帽	mɔ[6]	
磨	mɔ[6]	
莫	mɔ[7]	
膜	mɔ[7]	
寞	mɔ[7]	
沫	mɔ[7]	
□	mɔ[7]	贴
多	tɔ[1]	
刀	tɔ[1]	
驼	tɔ[9]	
陀	tɔ[9]	
舵	tɔ[9]	
萄	tɔ[9]	
驮	tɔ[9]	
铎	tɔ[9]	
掇	tɔ[9]	白读，～盆
躲	tɔ[2]	～避
倒	tɔ[3]	
岛	tɔ[3]	
朵	tɔ[3]	
到	tɔ[5]	
惰	tɔ[5]	
倒	tɔ[5]	～水
道	tɔ[6]	白读，公～
掇	tɔ[6]	～茶
啄	tɔ[6]	
桌	tɔ[7]	
卓	tɔ[7]	
夺	tɔ[7]	
悼	tɔ[7]	
妥	tʰɔ[1]	
縚	tʰɔ[1]	丝穗
桃	tʰɔ[2]	
讨	tʰɔ[3]	
套	tʰɔ[5]	
托	tʰɔ[7]	
哪	nɔ[9]	～吒
挪	nɔ[9]	
揉	nɔ[2]	～茶
□	nɔ[5]	眼睁开
□	nɔ[6]	入迷
□	nɔ[7]	糟蹋
揉	nɔ[7]	文读
啰	lɔ[9]	喽～
罗	lɔ[2]	
锣	lɔ[2]	
涝	lɔ[2]	
牢	lɔ[2]	
箩	lɔ[2]	
萝	lɔ[2]	
逻	lɔ[2]	
骡	lɔ[2]	
老	lɔ[3]	
佬	lɔ[3]	
洛	lɔ[5]	
落	lɔ[5]	
烙	lɔ[5]	
络	lɔ[5]	联～
骆	lɔ[5]	
赂	lɔ[5]	
栳	lɔ[2]	大称
找	lɔ[2]	寻找
乐	lɔ[7]	
哥	kɔ[1]	
歌	kɔ[1]	
高	kɔ[1]	
篙	kɔ[1]	
膏	kɔ[1]	
戈	kɔ[1]	
羔	kɔ[1]	
糕	kɔ[1]	
𥬯	kɔ[9]	𥷒边
锅	kɔ[2]	
□	kɔ[2]	仰头看
果	kɔ[3]	
过	kɔ[5]	
告	kɔ[5]	
□	kɔ[5]	舀取
诰	kɔ[5]	
窖	kɔ[5]	
各	kɔ[7]	
鸽	kɔ[7]	
合	kɔ[7]	白读，～药末
个	kɔ[7]	
阁	kɔ[7]	
郭	kɔ[7]	
柯	kʰɔ[1]	
苛	kʰɔ[1]	
轲	kʰɔ[1]	
科	kʰɔ[1]	
窠	kʰɔ[1]	
□	kʰɔ[1]	赶走
可	kʰɔ[3]	
课	kʰɔ[5]	
去	kʰɔ[5]	白读
瞌	kʰɔ[7]	
扩	kʰɔ[7]	
确	kʰɔ[7]	
□	ŋɔ[1]	象声词
俄	ŋɔ[9]	
娥	ŋɔ[9]	
蛾	ŋɔ[9]	
峨	ŋɔ[9]	
熬	ŋɔ[2]	～油
我	ŋɔ[3]	
饿	ŋɔ[6]	
卧	ŋɔ[6]	
鏊	ŋɔ[6]	
鳄	ŋɔ[7]	
萼	ŋɔ[7]	
鄂	ŋɔ[7]	
噩	ŋɔ[7]	
靴	xɔ[1]	
教	xɔ[1]	白读，～书
何	xɔ[9]	
河	xɔ[9]	
𤢭	xɔ[2]	
晓	xɔ[3]	
好	xɔ[3]	
货	xɔ[5]	
高	xɔ[5]	白读
贺	xɔ[2]	
鹤	xɔ[2]	
号	xɔ[2]	
合	xɔ[2]	文读，～得来
合	xɔ[7]	
喝	xɔ[7]	
霍	xɔ[7]	
藿	xɔ[7]	
洽	xɔ[7]	
龊	tsɔ[1]	
早	tsɔ[9]	
曹	tsɔ[9]	
槽	tsɔ[2]	
左	tsɔ[3]	
枣	tsɔ[3]	
佐	tsɔ[3]	
坐	tsɔ[5]	
座	tsɔ[5]	
唑	tsɔ[5]	
作	tsɔ[7]	
浊	tsɔ[7]	
琢	tsɔ[7]	
镯	tsɔ[7]	
搓	tsʰɔ[1]	～索
臊	tsʰɔ[1]	
草	tsʰɔ[3]	
错	tsʰɔ[2]	
锉	tsʰɔ[2]	
辍	tsʰɔ[2]	
挫	tsʰɔ[6]	
戳	tsʰɔ[7]	
梭	sɔ[1]	
□	sɔ[1]	～倒滑倒
嗦	sɔ[2]	
嫂	sɔ[3]	
锁	sɔ[3]	
琐	sɔ[3]	
潲	sɔ[5]	
镯	sɔ[6]	
索	sɔ[7]	
嗍	sɔ[7]	嘴吮
缩	sɔ[7]	
龌	∅ɔ[1]	
荷	∅ɔ[1]	
和	∅ɔ[9]	
会	∅ɔ[3]	白读
乖	∅ɔ[3]	训读
沃	∅ɔ[5]	～酱油，倒点酱油入菜中
沃	∅ɔ[6]	
鸭	∅ɔ[7]	
枋	pɔŋ[1]	
房	pɔŋ[9]	
冯	pɔŋ[9]	
捧	pɔŋ[3]	
放	pɔŋ[5]	白读
饭	pɔŋ[6]	白读
