	注释：-白读，=文读
p	[2]不=[3]补薄{厚～}步埠部[5]布{粗～}佈{公～}簿□{阿～：祖父}[7]钵拨木-{～□tsʰʌɯ0：木匠}
b	[7]□{寡～□nɐ55：鳏夫}[9]坡[5]蒲菩荸□{□kʰuɑ35～鼾：打鼾}
pʰ	[1]铺{～床}[2]勃朴仆[3]□{偷看}[5]铺{店～}□{花～：花瓣}[7]谱普浦甫
m	[1]磨{～刀}模{～崽：模子}摸□{钝}[2]木=目穆牧[5]磨{石～}□{～鹰：老鹰}[7]□{～□ni0：蚊子，苍蝇}
f	[1]夫[2]复佛斛{～桶：脱粒用的木桶}福腹覆服伏[3]斧赋傅赴附妇={～女}阜富副幅[5]芙敷腐={豆～}[7]府俯付辅抚腐={～败}
v	[2]壶鬍{～须}无猢物和{～尚}□{～蟆：青蛙}[3]务雾戊□{扔，甩}[9]舞侮鹉武[5]学-{跟渠～：跟他学}
t	[1]都[2]督毒[3]杜妒镀[5]度带{名词}[7]着{～衣：穿衣服}[0]朵
tʰ	[1]着{～□dzəŋ33：得瘟病；睏～：睡着；介词，被}[2]突秃[3]舵[7]拓脱托託
d	[2]□{坑坑～～：坑坑洼洼}[5]带{动词}徒=途图塗
n	[1]罗锣箩骡脶揉□{～□tɕi0骨：膝盖骨}[2]陆录鹿禄[3]□{找，寻}[5]大-奴庐炉芦[7]努鲁虏滷
ts	[1]租诸株朱珠[2]卒筑祝足促触蜀[3]著助注水[5]左帚[7]祖组阻雀
tsʰ	[1]搓凿镯[2]族束[3]醋[5]锉错-{对～}□{剁}[7]处楚出□{～棉花：轧棉花}
dz	[5]除储厨雏
s	[1]蓑梭苏酥疏蔬舒枢输殊鼠[2]术{白～：一种中药}述速肃宿{～舍}缩淑俗续嘱赎属[3]锁素嗦[5]税[7]撒署暑索{粗绳子}秫{～米：糯米}[0]宿{星～}□{箩～：箩筐}
z	[2]如入=辱褥[5]穗浴[7]汝
k	[1]歌哥姑孤箍估[3]古牯股鼓雇故固[5]过旧[7]葛-{～粉}脚角{一～钱}谷{山～}穀{稻～}[0]□{□tsuo53～□pʌɯ212：腋下}
kʰ	[1]枯□{～腰带：系腰带}窠□{～叶：茶叶}[2]酷[3]裤苦虎[7]磕渴阔
ŋ	[1]鹅
x	[2]活{死～}[3]户沪护瓠忽[5]货浒葫湖狐胡{姓}
∅	[1]乌局诬窝[2]和{～面}吴握沃[3]我误悟[5]禾蜈吾梧兀[7]伍鸭恶{善～}
#yi	
tɕ	[1]车{～马炮}居□{攮}[2]菊局[3]溆{～浦}据俱具鬼剧{戏～；～烈}嘴[5]醉贵[0]矩
tɕʰ	[1]区驱蛐[2]睡黢屈曲{～折；歌～}[3]跪
ɕ	[1]虚[3]髓序[5]戌徐绪[7]许={姓}
∅	[1]淤[2]域围=[3]预慰玉[5]余于盂愚虞娱为{～什么}芋[7]与禹语宇羽
#ɑ	
p	[1]爸□{～～□tɕiou55：髻}[2]牌排赔[3]霸摆-罢[5]拜[7]把{～握}八
pʰ	[1]坯败稗[2]拔[3]背{～诵}[5]□{～邋：不干净}
m	[1]妈[2]抹{～杀}
f	[2]皮法匹{一～马}[3]火被{～絮：被子}乏[7]發{～财}罚[0]□{□tsy53～：可怜}
v	[2]袜
t	[2]抬枱{桌子}答达[3]大={～夫}底[5]戴{姓}□{～□ti0：到了}
tʰ	[2]踏塔
n	[1]拉[2]纳蜡捺[5]癞[7]□{～痒：蹭痒痒}[0]邋
ts	[1]蔗灾{～□ɕiᴇ0：受灾}栽斋{～堂：庙}[2]财杂闸铡豺□{～薪：块状的柴火}
tsʰ	[1]猜[2]察[7]插
dz	[5]楂□{裂开}
s	[1]莎筛[7]洒杀侍[0]萨些
k	[1]该街{单字音；～□nɐ0：沅陵}[3]改解{～放；～开}[5]戒{～烟}解{～犯人：押送犯人}
kʰ	[1]开
x	[1]哈{～腰}[3]□{～□zɿ0：弟弟}[5]□{～□nɐ55：玩儿}
∅	[1]阿[3]矮[5]害
#iɑ	
n	[3]了{做～：做完}
tɕ	[1]佳家={国～}加={～拿大}傢[2]甲{～乙丙}[3]驾[7]贾假{放～}
tɕʰ	[2]恰洽
ɕ	[2]峡辖[3]夏厦[5]霞
∅	[1]涯崖丫[2]压={高血～}[3]亚
#uɑ	
t	[1]堆{动词}[5]对碓队
tʰ	[1]对{做～：做伴儿}□{吞}[3]腿[5]退蜕
d	[5]堆{一～}
ts	[1]抓[2]啄{～木鸟}[5]晬{一～：一岁}[7]捉
tsʰ	[1]催[2]□{鸡～米：鸡啄米}□{～睡：打盹儿}
dz	[3]罪
s	[5]碎[7]摔刷
k	[1]蜗{～～：螺蛳}瓜乖[2]括搁[3]寡卦[5]盖怪{～事}挂[7]刮骨
kʰ	[1]誇[2]块[3]□{打}[5]会{～计}快筷[7]垮窟
x	[1]花话[2]划{～船}猾[3]化坏画{～～}划{～拳}[5]华
∅	[1]□{挠}□{～牌：抓牌}挖[3]瓦[5]艾滑
#ɤ	
p	[3]簸{动词，～一～}[7]北
pʰ	[5]破
m	[7]某墨脉
f	[1]麸[2]符扶[3]腐-{～木：朽木}
t	[5]渡戴{动词}□{嫁}□{动词，给}[7]得{不～：没有}
tʰ	[3]土[5]吐{呕～}
ts	[1]枝[2]褶折{打～}[5]做[7]者□{～□fɑ0：可怜}隻
tsʰ	[1]粗初折{～本}贼[3]在是[5]菜蔡□{酸}[7]赤
dz	[2]裁移锄[3]舐纸[5]□{踩，踏}舌[9]热
s	[1]梳[5]世[7]叶塞{动词}□{蜇}
z	[2]来[9]□{稠}[5]□{他}
k	[7]□{不～：不合}急
kʰ	[7]黑麯{酒～}
x	[1]灰
#o	
p	[1]波玻巴芭□{烫}[2]薄{～荷}钹泼{活～}[3]把{一～}[5]坝□{祖母}博钯[7]百伯□{□zəŋ212～：篱笆}
pʰ	[1]白[2]泼{～妇}[5]帕[7]颇拍扑
b	[3]□{伏，趴}[5]婆
m	[1]麻痳□{～□tsʰuo53：皲裂}[2]末沫莫膜[3]马码幕[5]魔摩模{～范}[7]抹{～布}麦毛-{脑～：头发}□{松～树：柏树}
#uo	
t	[1]□{～天：仰天}□{捏，拿}[2]夺铎[7]搭□{～早：趁早}
tʰ	[2]沓塌獭[7]着{睡～}妥椭
d	[5]鸵
n	[2]烙骆洛络乐{快～}□{爬}□{～□mẽ35：蚂蚁}□{～豆：黄豆}[5]螺[7]腊辣
ts	[1]渣遮[2]作芍桌卓[3]□{两，一～三：一二三}□{□tsʰəŋ33～：作揖}[5]诈榨[7]驻炸折{～叠}塞{～崽：塞子}炙□{～□ku0□pʌɯ212：腋下}
tsʰ	[1]叉差{好～；出～}车石{～□pɑŋ55：野生的棘胸蛙}□{～□zuɛe55：蚯蚓}[2]撮□{□uo55～：裸体}[5]错={交～}[7]擦□{□mo55～：皲裂}尺
dz	[5]查{调～}射
s	[1]沙纱{～布}赊痧三{一二～}杉□{～刀：砍刀}[3]捨[2]塑率{～领}[7]所
z	[2]索{细绳子}若弱[3]惹野[5]夜
k	[1]家-{分～}加-{～减乘除}戈□{女婿}[2]葛={姓}郭廓阁□{～舅：舅舅}[3]假{真～}[5]架价[7]夹{～崽：夹子；～菜}裌蟹胛隔{～壁；～开}□{剪}荚果裹□{□dzoŋ35～：蝗虫}□{杂～：鸡杂}
kʰ	[1]□{勒}科[2]扩确{的～}[3]课[5]□{～□tɕiou0：昨天}[7]掐客-{～人}可
ŋ	[1]牙芽衙伢[2]鄂[7]额
x	[1]虾□{鳃}[2]活{生～}□{鸡～崽：鸡肫}鹤郝藿合{十～一升；结～}盒[3]霍贺[5]荷河和{～气}[7]吓{～人}瞎夥
∅	[1]鸦桠□{～□tsʰuo212：裸体}[2]何□{～□sɿ35：阿姨}[3]下{动词}哑[5]狭俄娥[7]押压-轭□{～～：叔叔}
#yo	
n	[7]栗曆-{～□tɐ0：日历}
tɕ	[2]觉{知～}□{～□sɿ35崽：板栗}[7]脊□{鬃}
tɕʰ	[2]却确{正～}[5]□{躲}[0]鹊
dz	[2]斜[5]谢□{跨}
ȵ	[1]黏鲇□{挨近}[2]虐略[7]咬
ɕ	[1]靴[2]学={化～}[3]写
∅	[2]约岳乐{音～}
#ɐ	
p	[2]不-泊{梁山～}[7]□{一～米：一粒米}笔擘[0]檗
b	[2]簰
pʰ	[1]披[2]□{瘊子}[3]派[5]妇-{媳～}
m	[1]□{乳房，乳汁}[2]默[3]买迈[5]卖
v	[1]有雨
t	[1]蔸{一～树：一棵树}[2]德[3]斗{一～}陡[5]□{□kʰuɑ35～：打赌}斗{～钱：凑钱}豆{绿～}逗[0]头{高～：上面}□{历nyo53～：日历}
tʰ	[1]梯[2]特[5]剃透[7]铁
d	[9]跌[5]豆{鱼～：鱼篓}
n	[1]楼[2]勒[3]□{被絮□bʌɯ212～：被窝}[5]□{房～：房间}□{讨}[0]□{街kɑ55～：沅陵}
ts	[1]周-{姓}[2]哲折{存～}浙则责[3]主崽[5]树事-{说～：说话}
tsʰ	[1]□{端、拿}[2]彻撤侧测泽册策[3]取娶[7]择拆
dz	[3]扯李{～崽：李子}[5]立字
s	[1]师狮丝馊收[2]摄涉设瑟色[3]数{动词}使-{～箸：用筷子}[5]晒[7]虱[0]数{岁～}
z	[2]梨[5]漏油右[9]□{老鼠啃}友
k	[1]鸡机-计-{会～}勾钩沟鸠阄□{拴}[2]革隔{～离}[5]够[0]□{风～：风筝}
kʰ	[1]溪-[2]躯抠扣{～起渠：扣留他}刻克客={～气}□{掏}[3]口
ɡ	[5]□{呆，傻}
ŋ	[1]捱岩[2]扼
x	[2]核[3]会{～不～}[7]海{大～}
∅	[2]侯喉还{～有}後{～生家：小伙子}[3]厚[5]沤
#iɐ	
t	[1]爹[7]□{戳}
tʰ	[1]抽[3]柱[7]□{繫}
n	[1]刘[3]柳[7]六陆绿
tɕ	[2]求[3]酒久九韭灸[5]□{歪}
tɕʰ	[1]秋-{交～：立秋}丘□{短}[3]件
dʑ	[2]球泅
ɕ	[1]修□{～猪：杀猪}[5]秀
∅	[3]也
#uɐ	
s	[2]说
k	[2]国
x	[2]或惑获
#ɛe	
p	[1]□{跛，形容词}[2]盆[3]粉{麦～：面粉}本[5]□{～□dzɑŋ33：诽谤}[7]摆={～子：疟疾}
pʰ	[5]喷{～水}[0]蔔{萝～}
m	[1]门[3]尾晚[5]万问闷[7]密
f	[1]分[2]坟豮{未阉割过的公猪}[3]翻反粉{米～}份[5]喷{～香}
v	[3]远[5]文闻
t	[1]呆{痴～}颠巅□{～犬崽：蝼蛄}□{□tɕʰiẽ55～：海带}[2]填[3]代贷点[5]待佃
tʰ	[1]胎台{～州}添天[3]太泰态掭{～笔}殿垫
d	[2]□{～□tsɛe53：钱}[3]□{沉，水浑：～一～}[5]台{～湾}苔
n	[1]年[2]田[3]耐奈赖簟碾□{蘸}[5]□{帐～：蚊帐}[7]乃
ts	[1]斋{聊～}尖针真[3]再债寨枕盏诊-{～病}□{□kʰuɑ35～：打仗}塞{出～}[5]箭-[7]宰□{□dɛe212～：钱}[0]匙□{□ɕiẽ55～：火铲}
tsʰ	[1]钗签{抽～}千[3]浅鳝{～鱼}[7]彩采铲{动词}
dz	[2]缠-{藤～树}[5]才材财纔柴
s	[1]深山身[3]社麝赛闪[5]佘鏾{～鸡：阉鸡}扇[7]醒-□{天～：天气}
z	[2]盐□{用盐腌制的咸菜}淋神
k	[1]皆阶跟根耕[3]械介界芥戒{猪八～}届丐[7]杆□{～的：整个的}解{调～；理～}
kʰ	[3]概[7]凯楷[0]慨
ŋ	[1]哀埃[3]爱碍眼
x	[3]亥[7]海{上～}很狠
∅	[3]陷
#iᴇ	
p	[1]□{澡衣～：棒槌}鞭边□{～□nẽ212骨：肋骨}□{～虫：臭虫}[2]便{～宜}别{区～；离～}[3]扁{压～}[5]变[7]憋逼壁
pʰ	[1]偏[2]撇[3]辫[5]骗[0]便{方～}
b	[5]□{捋}
m	[1]棉篾[2]灭[3]米-[5]面[0]明{清～}
t	[1]多[2]蹄池-{～坪：地名}碟陈-{～谷崽：陈粮}[7]摘
tʰ	[1]拖□{伸}[5]替[7]帖贴踢
n	[1]犁镰莲[2]啼列烈裂劣
tɕ	[1]歼{～猪：阉猪}裥肩斤筋京-金[2]坐座捷杰结={～婚}勤[3]碱紧-[5]祭见镜-[7]借姐接揭劫节笕鲫
tɕʰ	[1]牵亲{～戚；～家}[3]尽{～尔使：尽你用}近[7]切
dʑ	[2]齐前[9]里{一～路}□{勤～：勤快}[5]湿□{驮}
ȵ	[1]银[2]聂业孽捏[5]染认-地-[0]艺
ɕ	[1]心先新薪惜[2]协蝎穴[3]死□{骂}[5]邪细信性姓-[7]仙{神～}歇楔[0]鲜-{新～}
∅	[1]厌{吃～了：吃饱了}腌[2]页[5]印荫隐[7]噎
#uɛe	
t	[1]驐{～公猪：阉公猪}墩[5]顿
n	[5]嫩论
ts	[1]砖[3]准凖
tsʰ	[1]穿村椿春[3]茶[5]串寸[7]蠢喘□{揿}
dz	[2]船
s	[1]孙狲[3]帅笋榫
z	[1]□{□tsʰuo55～：蚯蚓}[2]匀[5]顺闰
k	[1]裈{裤子}[3]滚怪{妖～}[5]灌棍
kʰ	[3]犬{狗}[5]困睏[7]傀
x	[1]昏浑荤□{～～媳妇：童养媳}[3]混[5]怀槐淮
∅	[1]温瘟[2]魂横[3]外稳[5]□{咽}[7]□{～断：折断}
#yᴇ	
t	[2]椽{～稿：椽子}[5]转{～身；～圆圈}赚
n	[1]轮-
tɕ	[1]军[2]绝拳决诀裙[3]捲□{～□ti55：结巴}[5]鳜[7]蕨
tɕʰ	[1]吹圈[3]菌[5]脆-劝[7]怯缺
dz	[2]旋{～家：串门}茄[3]□{砍}[5]勺
ȵ	[5]润熨[7]月
ɕ	[1]掀熏[2]恤薛[3]选[5]□{推}[7]雪血
ʑ	[5]药[7]钥
∅	[1]烟[2]圆{～子：丸子}阅悦曰越云[5]院-{猪～：猪圈}楦运{～气}
#ei	
p	[1]碑卑悲[3]辈{一～子}背{～时：晦气}[5]辈{祖祖～～}
pʰ	[3]配佩[7]丕
b	[5]培陪赔
m	[3]妹{表～}昧[5]梅煤霉[7]每美
f	[1]非飞妃[3]虺{蛇}废肺费[5]肥[7]匪
v	[3]未味[5]维惟唯微
#uei	
t	[1]䨨{雷}[2]锤□{□kʰuɑ35～：打夯}□{油□pɑŋ35～：蜥蜴}[3]兑
n	[2]律率{效～}[3]内累{连～}类[5]驴[7]儡吕旅屡累{～积}垒
ts	[3]最赘[7]嘴=
tsʰ	[1]炊[7]脆=翠粹
dz	[5]垂
s	[3]岁瑞[5]随绥
k	[1]归规龟[3]桂柜癸[7]诡轨
kʰ	[1]盔亏[3]溃愧
ɡ	[5]魁葵逵
x	[1]挥辉徽[3]汇会{开～}慧讳汇[5]回茴[7]晦毁
∅	[1]威[3]卫魏畏胃谓伪位[5]桅为{作～}违围=危[7]伟苇纬委
#ʌɯ	
p	[2]篷朋棚□{□tsuo53□ku0～：腋下}
pʰ	[7]捧
b	[2]缝{～衣服}□{被絮～□nɐ35：被窝}[5]□{埋葬}
m	[1]蒙[3]蠓
f	[1]风枫疯封蜂[3]凤
v	[5]缝{一条～}
t	[1]东冬[5]冻[7]□{～钻：钻，名词}
tʰ	[1]通桶
d	[2]同铜桐[5]洞
n	[1]笼[2]龙{～蜂：马蜂}[3]拢橹[5]弄□{树～：树林}
ts	[1]聋棕钟{～表；敲～}舂[2]□{皱}[3]种{～子}
tsʰ	[1]聪葱冲{动词}[5]铳
dz	[2]融[3]动
s	[1]鬆{～紧}[5]送宋痛
z	[2]檐-{瓦～：屋檐}[5]用-{有～}□{～得：要得}
k	[1]公工[5]□{～进去：钻进去}
kʰ	[1]空{～的}[5]空{～缺}
x	[1]烘[3]哄{哄骗}[5]□{～汁：溃脓}
∅	[1]□{肿}[2]红洪[5]瓮巷
#əɯ	
m	[3]贸茂[5]谋[7]亩牡
f	[7]否
t	[2]屠[3]肚{鱼～；～子}鬥{～争}[7]赌
tʰ	[1]独[5]兔[7]□{抖动}
d	[2]蹲{训读}□{蹲}[7]投徒-{～弟}
n	[1]芦{～茅：芦苇}[2]□{葫芦}[5]露鹭读[7]篓□{～履底：纳鞋底}□{捞}缕
ts	[1]邹周=州洲粥[3]奏纣宙咒[7]走
tsʰ	[3]凑[7]丑{子～寅卯}
dz	[5]仇酬绸[9]□{～雨：下雨}
s	[3]叟寿授售受[7]首
z	[5]柔
k	[1]箕[2]瞿[3]构购舅[5]个锯记{～号}救[7]狗枸
kʰ	[3]寇扣{～崽：扣子}起-{～火：着火}喜{欢～：喜欢}[5]去
ɡ	[5]锯{动词}
ŋ	[1]欧牛[5]饿[7]藕
x	[3]许-后{皇～}[7]吼
∅	[7]忆{～住：记住}
#ɔu	
p	[1]褒包胞鲍[3]抱暴曝雹[5]报豹[7]杷保堡宝饱剥
pʰ	[1]抛□{～□tsɑŋ212：背篓}□{～薪：茅草类的柴火}[3]菢饱[5]泡{～在水里；灯～}炮[7]跑[0]胞{衣～：胎盘}
b	[5]袍
m	[1]茅猫锚[3]冒貌[5]帽矛毛=[7]蟆卯
t	[1]刀[2]淘[3]稻道={～理}[5]到倒{～水}□{～阿□pu33：曾祖父}[7]祷岛导倒{□kʰuɑ35～：打倒}
tʰ	[1]滔涛[3]道-{～场}[5]套盗{强～}[0]□{相～：相貌}
d	[2]跳[5]盗{偷}逃陶萄桃=
n	[1]牢[2]□{～□dziɐ53：鸬鹚}桃-□{～饭：做饭}[3]脑老闹□{～疮崽：疥疮}[5]劳
ts	[1]遭糟召昭招沼诏[2]槽[3]早枣澡皂爪找赵兆少{多～}[5]灶罩照[7]蚤
tsʰ	[1]操嫂抄钞超[3]草騲造糙炒吵燥[5]躁臭
dz	[9]□{六～三：六减三}□{～面：擀面}□{～早：趁早}逐{～场：赶集}[5]巢曹朝{～代}潮
s	[1]骚稍烧[3]道扫{～地}少{～先队员}邵消[5]扫{～帚}臊{～气}笑韶哨苕[0]绍
z	[2]摇绕[5]傻丑{～陋}□{～崽：蝴蝶}臊{害～}饶窑姚鹞
k	[1]高膏{牙～；～油}篙糕交{～春：立春}教{～书}铰稿{薪～：柴火}珓{占卜用的竹片}[3]告搞较[5]觉{睏～}[7]稿{草～}角{牛～}
kʰ	[2]搉[3]靠{依～}[5]靠倚□{～崽：刀鞘}□{履～崽：鞋拔子}[7]壳考
ŋ	[3]傲[5]熬
x	[3]好{形容词；动词}浩[5]豪毫壕耗孝{～崽：孝子}蒿
∅	[3]□{踒}拗{～断：折断}[5]坳□{～长短：量长短}
#iɔu	
p	[1]膘标彪[5]薸{浮～：浮萍}[7]表{～格}錶{钟～}
pʰ	[1]飘[3]票□{骗}[7]漂{～白}
b	[5]嫖
m	[1]描{～红}[3]妙谬廖[5]苗庙描{～写}[7]秒
t	[1]朝{今～}刁貂雕中{当～}[2]□{莲花～：莲花池，地名}筒□{姑～：姑父}[3]调{音～}[5]钓吊掉调{～动}[7]缠{盘～}
tʰ	[1]挑[3]重{轻～}[7]斢
d	[2]条重{叠，摞，重叠}[5]调{～解}
n	[1]撩龙□{～犬：公狗}[3]岭[5]燎疗聊辽料撂{遗落}
tɕ	[1]交{～通}胶郊焦蕉椒娇骄浇[2]穷□{眨眼}□{～□ȵiɑŋ35：蜻蜓}[3]绞{～脚：裹腿}教{～育局}掷[7]绞{～刑}狡剿饺
tɕʰ	[1]锹燥敲[2]嚼[3]轿窍[5]俏[7]巧
dʑ	[2]桥荞松{～树}[5]乔侨
ȵ	[1]浓[2]虫[3]尿{～素}[5]尿{射～：尿床}[7]缴
ɕ	[1]消宵霄硝销嚣[2]雄{精力旺盛}[3]校{～对；上～}酵孝{～顺}效晓[5]淆[7]小=削
∅	[1]□{搂抱}妖邀腰要{～求}幺[3]跃舀耀[5]肴谣尧要{～不要}
#iou	
t	[1]猪蛛[7]箸住
tʰ	[5]唾吐{～痰；呕～}[1]直值
n	[1]榴溜[2]□{□dʑiou212～：口水}[5]留硫琉馏滤[3]落领{衣～}礼{送～}[7]力
tɕ	[1]书纠究□{□pɑ55□pɑ55～：髻}纠[3]煮守[7]举拄织{～布}竹烛□{～口：涩嘴}[0]□{□kʰuo33～：昨天}
tɕʰ	[1]蛆秋{～千}□{无耳的大锅}熟[3]□{攒(钱)}[7]畜{～牲}
dʑ	[2]流□{～□niou212：口水}[5]袖
ȵ	[1]鱼[2]□{～崽：里子}[3]女[7]纽扭肉
ɕ	[1]飕休絮[2]畜{～牧}蓄[3]绣手[5]瘦[7]朽粟
ʑ	[5]食-{～饭：吃饭}
∅	[1]优忧[2]育欲悠狱[3]又佑幼[5]邮由游犹悠[7]酉
#ã	
p	[1]斑扳[3]办伴拌[7]版
pʰ	[1]潘[3]判叛
m	[5]蛮馒
f	[3]范笵犯贩[5]番藩帆凡烦矾繁
t	[1]丹单担{～任}[3]诞旦但弹{子～}蛋
tʰ	[1]贪滩=[3]探[7]坦毯
d	[5]谭坛弹{～簧}
n	[3]滥难{患～}烂[5]男兰篮[7]览榄缆
ts	[1]簪瞻毡[3]暂站占赞栈战[7]攒斩展
tsʰ	[1]参餐[3]灿[7]惨铲{名词}产
dz	[5]惭残缠=
s	[1]衫珊删[3]散{鞋带～了}疝善[7]陕
z	[9]冉[5]然燃=
k	[1]艰干{天～地支}[3]鉴舰幹{～部}监{～督}[7]敢橄减赶
kʰ	[1]刊
ŋ	[1]庵安鞍[3]按案雁[5]颜-
x	[3]撼旱=汉焊限[5]函咸{老少～宜}鹹{～淡}寒韩
#iɛ̃	
p	[1]编[3]辨辩[7]匾贬
pʰ	[1]篇[3]遍{～地；一～}片
m	[5]绵眠[7]勉免
t	[3]电奠店[7]典
tʰ	[0]□{□niɛ̃35～：脾，人体器官}
d	[5]甜
n	[3]练炼□{～□tʰiɛ̃0：脾}殓[5]廉帘联连恋
tɕ	[1]煎间{反～}坚监兼奸[3]践建键荐剑箭=贱[5]简柬茧趼检俭
tɕʰ	[1]迁歼{～灭}签=谦笺[3]欠歉[7]遣
dʑ	[5]乾钳潜
ȵ	[3]验[5]研阎严
ɕ	[1]仙{八～}[3]宪献现县线[5]闲贤嫌[7]显险
∅	[1]炎[3]堰燕{～京}宴厌{讨～}艳焰[5]延檐=颜=[7]演掩
#uã	
t	[1]端{～正}[3]断{决～}锻段缎
d	[5]团{～圆}
n	[5]鸾
ts	[1]专[3]撰传{水浒～}
tsʰ	[1]汆川[3]窜篡
dz	[5]传{～达}
s	[1]酸
z	[9]软阮
k	[1]棺观{参～}鳏关[3]贯罐冠{～军}惯[7]管馆
kʰ	[1]宽[7]款
x	[3]焕幻[5]桓环[7]缓
∅	[1]湾[5]顽[7]皖挽
#yɛ̃	
tɕ	[1]绢捐[3]眷卷倦券
dʑ	[5]全泉权
ɕ	[1]鲜={新～}轩宣[5]弦玄悬[7]鲜{朝～}癣
∅	[1]冤渊[3]院={医～}怨愿[5]圆员缘沿铅元原源援辕
#ẽ	
p	[1]奔[3]笨
pʰ	[1]烹
m	[1]蚊{夜～崽：萤火虫}[3]妹{～～}□{□nuo212～：蚂蚁}
f	[1]芬纷[3]愤奋[5]焚
v	[5]纹
t	[1]张登灯=丁[2]场[3]涨长{～大}凳邓订锭[5]帐胀账[7]等={二～}顶=
tʰ	[1]□{□noŋ55～：连枷}[3]丈[7]挺艇
d	[2]长{～短}[5]亭停=庭廷腾誊
n	[1]粮梁[2]肠□{□piᴇ55～骨：肋骨}[3]两={二～}另令[5]林邻磷菱亮能陵凝宁灵零=伶[7]领{～导}[0]量{商～}
ts	[1]珍曾{姓}增憎贞侦征[3]赠证症郑正={～副}政[7]疹振震拯整
tsʰ	[1]称{～呼}[3]称{对～}[7]诊={门～}逞
dz	[5]臣曾{～经}乘承丞陈={姓}成{～功}城诚
s	[1]森参{人～}申僧升{～高}生={花～}[3]甚肾慎胜盛{兴～}圣[5]辰向{姓}[7]沈婶省{湖南～；～钱}
z	[3]任{姓}任{责～}纫认=仍[9]忍[5]壬仁
k	[1]更{打～}羹[3]更{～加}[7]梗耿
kʰ	[7]恳垦
ŋ	[1]恩
x	[1]痕[3]恨杏{～崽：杏儿}[5]恒衡
#iẽ	
p	[1]彬宾槟殡冰兵[3]并{合～}[7]禀丙秉饼
pʰ	[1]拼[3]聘[7]品
b	[5]贫频凭评屏瓶={酒～}
m	[3]命={革～}[5]闽民鸣盟明{证～}铭[7]敏抿
tɕ	[1]襟晶津巾浆薑{生～}京=荆惊精睛经{～济}[2]墙强-[3]禁儘{～量}进晋敬竟镜=竞静靖净{～重}劲{攒～：努力；有～}[5]酱[7]锦紧={～跟}进[0]□{铁～：火钳}
tɕʰ	[1]钦香卿清={～朝}□{～□tɛe55：海带}[3]寝侵庆抢[5]渗
dʑ	[3]象[5]琴禽擒秦芹匠鲸晴情
ȵ	[5]让[7]□{～头：里头}
