汉字	ipa	声母	韵母	声调	
兌	tui21	t	ui	陽去21	
罪	tui21	t	ui	陽去21	
淚	lui21	l	ui	陽去21	
類	lui21	l	ui	陽去21	
睡	ʃui21	ʃ	ui	陽去21	
惠	jui21	j	ui	陽去21	
慧	jui21	j	ui	陽去21	
穗	jui21	j	ui	陽去21	
匯	øui21	ø	ui	陽去21	
會	øui21	ø	ui	陽去21	
賄	øui21	ø	ui	陽去21	
會	øui21	ø	ui	陽去21	
計	øui21	ø	ui	陽去21	
貌	mau21	m	au	陽去21	
茂	mau21	m	au	陽去21	
鬧	nau21	n	au	陽去21	
尿	nau21	n	au	陽去21	
框	nau21	n	au	陽去21	
外	nau21	n	au	陽去21	
驟	tʃau21	tʃ	au	陽去21	
效	hau21	h	au	陽去21	
校	hau21	h	au	陽去21	
暴	pɐu21	p	ɐu	陽去21	
爆	pɐu21	p	ɐu	陽去21	
貿	mɐu21	m	ɐu	陽去21	
帽	mɐu21	m	ɐu	陽去21	
冒	mɐu21	m	ɐu	陽去21	
埠	fɐu21	f	ɐu	陽去21	
袖	tɐu21	t	ɐu	陽去21	
就	tɐu21	t	ɐu	陽去21	
豆	tɐu21	t	ɐu	陽去21	
痘	tɐu21	t	ɐu	陽去21	
道	tɐu21	t	ɐu	陽去21	
盜	tɐu21	t	ɐu	陽去21	
稻	tɐu21	t	ɐu	陽去21	
糙	tɐu21	t	ɐu	陽去21	
導	tɐu21	t	ɐu	陽去21	
皂	tɐu21	t	ɐu	陽去21	
漏	lɐu21	l	ɐu	陽去21	
陋	lɐu21	l	ɐu	陽去21	
宙	tʃɐu21	tʃ	ɐu	陽去21	
售	tʃʰɐu21	tʃʰ	ɐu	陽去21	
壽	ʃɐu21	ʃ	ɐu	陽去21	
授	ʃɐu21	ʃ	ɐu	陽去21	
受	ʃɐu21	ʃ	ɐu	陽去21	
舊	kɐu21	k	ɐu	陽去21	
傲	ŋɐu21	ŋ	ɐu	陽去21	
熬	ŋɐu21	ŋ	ɐu	陽去21	
候	hɐu21	h	ɐu	陽去21	
後	hɐu21	h	ɐu	陽去21	
號	hɐu21	h	ɐu	陽去21	
又	jɐu21	j	ɐu	陽去21	
宥	jɐu21	j	ɐu	陽去21	
右	jɐu21	j	ɐu	陽去21	
祐	jɐu21	j	ɐu	陽去21	
廟	miu21	m	iu	陽去21	
妙	miu21	m	iu	陽去21	
掉	tiu21	t	iu	陽去21	
調	tiu21	t	iu	陽去21	
和	tiu21	t	iu	陽去21	
音	tiu21	t	iu	陽去21	
料	liu21	l	iu	陽去21	
廖	liu21	l	iu	陽去21	
趙	tʃiu21	tʃ	iu	陽去21	
兆	tʃiu21	tʃ	iu	陽去21	
召	tʃiu21	tʃ	iu	陽去21	
詔	tʃiu21	tʃ	iu	陽去21	
紹	ʃiu21	ʃ	iu	陽去21	
轎	kiu21	k	iu	陽去21	
耀	jiu21	j	iu	陽去21	
廟	miɛu21	m	iɛu	陽去21	
尿	liɛu21	l	iɛu	陽去21	
站	tʃam21	tʃ	am	陽去21	
暫	tʃam21	tʃ	am	陽去21	
莧	ham21	h	am	陽去21	
臨	lɐm21	l	ɐm	陽去21	
甚	ʃɐm21	ʃ	ɐm	陽去21	
任	ȵɐm21	ȵ	ɐm	陽去21	
賃	ȵɐm21	ȵ	ɐm	陽去21	
濺	tim21	t	im	陽去21	
念	nim21	n	im	陽去21	
儉	kim21	k	im	陽去21	
驗	ȵim21	ȵ	im	陽去21	
釅	ȵim21	ȵ	im	陽去21	
辦	pan21	p	an	陽去21	
慢	man21	m	an	陽去21	
漫	man21	m	an	陽去21	
幔	man21	m	an	陽去21	
萬	man21	m	an	陽去21	
邁	man21	m	an	陽去21	
飯	fan21	f	an	陽去21	
犯	fan21	f	an	陽去21	
但	tan21	t	an	陽去21	
彈	tan21	t	an	陽去21	
蛋	tan21	t	an	陽去21	
難	nan21	n	an	陽去21	
爛	lan21	l	an	陽去21	
棧	tʃan21	tʃ	an	陽去21	
賺	tʃan21	tʃ	an	陽去21	
雁	ŋan21	ŋ	an	陽去21	
患	wan21	w	an	陽去21	
宦	wan21	w	an	陽去21	
笨	pɐn21	p	ɐn	陽去21	
問	mɐn21	m	ɐn	陽去21	
憤	fɐn21	f	ɐn	陽去21	
忿	fɐn21	f	ɐn	陽去21	
份	fɐn21	f	ɐn	陽去21	
鈍	tɐn21	t	ɐn	陽去21	
遁	tɐn21	t	ɐn	陽去21	
盾	tɐn21	t	ɐn	陽去21	
屯	tʰɐn21	tʰ	ɐn	陽去21	
豚	tʰɐn21	tʰ	ɐn	陽去21	
論	lɐn21	l	ɐn	陽去21	
陣	tʃɐn21	tʃ	ɐn	陽去21	
慎	ʃɐn21	ʃ	ɐn	陽去21	
順	ʃɐn21	ʃ	ɐn	陽去21	
恨	hɐn21	h	ɐn	陽去21	
認	ȵɐn21	ȵ	ɐn	陽去21	
閏	ȵɐn21	ȵ	ɐn	陽去21	
刃	ȵɐn21	ȵ	ɐn	陽去21	
潤	ȵɐn21	ȵ	ɐn	陽去21	
孕	ȵɐn21	ȵ	ɐn	陽去21	
熨	wɐn21	w	ɐn	陽去21	
韻	wɐn21	w	ɐn	陽去21	
渾	wɐn21	w	ɐn	陽去21	
運	wɐn21	w	ɐn	陽去21	
岸	ŋɔn21	ŋ	ɔn	陽去21	
汗	ŋɔn21	ŋ	ɔn	陽去21	
汗	hɔn21	h	ɔn	陽去21	
便	pin21	p	in	陽去21	
面	min21	m	in	陽去21	
賤	tin21	t	in	陽去21	
殿	tin21	t	in	陽去21	
電	tin21	t	in	陽去21	
練	lin21	l	in	陽去21	
煉	lin21	l	in	陽去21	
鍊	lin21	l	in	陽去21	
善	ʃin21	ʃ	in	陽去21	
健	kin21	k	in	陽去21	
腱	kin21	k	in	陽去21	
件	kin21	k	in	陽去21	
硯	øin21	ø	in	陽去21	
現	øin21	ø	in	陽去21	
悶	mun21	m	un	陽去21	
換	wun21	w	un	陽去21	
喚	wun21	w	un	陽去21	
煥	wun21	w	un	陽去21	
段	tyn21	t	yn	陽去21	
鍛	tyn21	t	yn	陽去21	
緞	tyn21	t	yn	陽去21	
嫩	nyn21	n	yn	陽去21	
戀	lyn21	l	yn	陽去21	
亂	lyn21	l	yn	陽去21	
傳	tʃyn21	tʃ	yn	陽去21	
倦	kyn21	k	yn	陽去21	
願	ȵyn21	ȵ	yn	陽去21	
縣	øyn21	ø	yn	陽去21	
院	øyn21	ø	yn	陽去21	
辨	piɛn21	p	iɛn	陽去21	
辯	piɛn21	p	iɛn	陽去21	
硬	ŋaŋ21	ŋ	aŋ	陽去21	
幸	haŋ21	h	aŋ	陽去21	
杏	haŋ21	h	aŋ	陽去21	
鄧	tɐŋ21	t	ɐŋ	陽去21	
瞪	tɐŋ21	t	ɐŋ	陽去21	
贈	tɐŋ21	t	ɐŋ	陽去21	
望	muɔŋ21	m	uɔŋ	陽去21	
藏	tuɔŋ21	t	uɔŋ	陽去21	
臟	tuɔŋ21	t	uɔŋ	陽去21	
浪	luɔŋ21	l	uɔŋ	陽去21	
狀	tʃuɔŋ21	tʃ	uɔŋ	陽去21	
撞	tʃuɔŋ21	tʃ	uɔŋ	陽去21	
巷	huɔŋ21	h	uɔŋ	陽去21	
旺	wuɔŋ21	w	uɔŋ	陽去21	
夢	moŋ21	m	oŋ	陽去21	
奉	foŋ21	f	oŋ	陽去21	
俸	foŋ21	f	oŋ	陽去21	
鳳	foŋ21	f	oŋ	陽去21	
縫	foŋ21	f	oŋ	陽去21	
誦	toŋ21	t	oŋ	陽去21	
頌	toŋ21	t	oŋ	陽去21	
訟	toŋ21	t	oŋ	陽去21	
洞	toŋ21	t	oŋ	陽去21	
弄	loŋ21	l	oŋ	陽去21	
仲	tʃoŋ21	tʃ	oŋ	陽去21	
共	koŋ21	k	oŋ	陽去21	
烘	hoŋ21	h	oŋ	陽去21	
用	joŋ21	j	oŋ	陽去21	
病	peŋ21	p	eŋ	陽去21	
命	meŋ21	m	eŋ	陽去21	
靜	teŋ21	t	eŋ	陽去21	
凈	teŋ21	t	eŋ	陽去21	
定	teŋ21	t	eŋ	陽去21	
鄭	tʃeŋ21	tʃ	eŋ	陽去21	
剩	ʃeŋ21	ʃ	eŋ	陽去21	
盛	ʃeŋ21	ʃ	eŋ	陽去21	
競	keŋ21	k	eŋ	陽去21	
勁	keŋ21	k	eŋ	陽去21	
匠	tiaŋ21	t	iaŋ	陽去21	
象	tiaŋ21	t	iaŋ	陽去21	
橡	tiaŋ21	t	iaŋ	陽去21	
像	tiaŋ21	t	iaŋ	陽去21	
亮	liaŋ21	l	iaŋ	陽去21	
量	liaŋ21	l	iaŋ	陽去21	
諒	liaŋ21	l	iaŋ	陽去21	
丈	tʃiaŋ21	tʃ	iaŋ	陽去21	
杖	tʃiaŋ21	tʃ	iaŋ	陽去21	
上	ʃiaŋ21	ʃ	iaŋ	陽去21	
讓	ȵiaŋ21	ȵ	iaŋ	陽去21	
樣	jiaŋ21	j	iaŋ	陽去21	
恙	jiaŋ21	j	iaŋ	陽去21	
吳	ŋ32	ŋ	自稱音節	陽平32	
梧	ŋ32	ŋ	自稱音節	陽平32	
娛	ŋ32	ŋ	自稱音節	陽平32	
黏	niem32	n	iem	陽平32	
鲇	niem32	n	iem	陽平32	
鉗	kʰiem32	kʰ	iem	陽平32	
粘	ȵiem32	ȵ	iem	陽平32	
沾	ȵiem32	ȵ	iem	陽平32	
爬	pʰa32	pʰ	a	陽平32	
麻	ma32	m	a	陽平32	
拿	na32	n	a	陽平32	
查	tʃʰa32	tʃʰ	a	陽平32	
搽	tʃʰa32	tʃʰ	a	陽平32	
茶	tʃʰa32	tʃʰ	a	陽平32	
牙	ŋa32	ŋ	a	陽平32	
芽	ŋa32	ŋ	a	陽平32	
霞	ha32	h	a	陽平32	
華	wa32	w	a	陽平32	
鏵	wa32	w	a	陽平32	
婆	pʰo32	pʰ	o	陽平32	
磨	mo32	m	o	陽平32	
駝	tʰo32	tʰ	o	陽平32	
馱	tʰo32	tʰ	o	陽平32	
羅	lo32	l	o	陽平32	
鑼	lo32	l	o	陽平32	
籮	lo32	l	o	陽平32	
鋤	tʃʰo32	tʃʰ	o	陽平32	
蛾	ŋo32	ŋ	o	陽平32	
俄	ŋo32	ŋ	o	陽平32	
鵝	ŋo32	ŋ	o	陽平32	
何	ho32	h	o	陽平32	
河	ho32	h	o	陽平32	
和	wo32	w	o	陽平32	
禾	wo32	w	o	陽平32	
邪	tʰɛ32	tʰ	ɛ	陽平32	
蛇	ʃɛ32	ʃ	ɛ	陽平32	
茄	kʰɛ32	kʰ	ɛ	陽平32	
皮	pʰi32	pʰ	i	陽平32	
微	mi32	m	i	陽平32	
眉	mi32	m	i	陽平32	
肥	fi32	f	i	陽平32	
飼	tʰi32	tʰ	i	陽平32	
祠	tʰi32	tʰ	i	陽平32	
詞	tʰi32	tʰ	i	陽平32	
辭	tʰi32	tʰ	i	陽平32	
瓷	tʰi32	tʰ	i	陽平32	
慈	tʰi32	tʰ	i	陽平32	
磁	tʰi32	tʰ	i	陽平32	
糍	tʰi32	tʰ	i	陽平32	
尼	ni32	n	i	陽平32	
離	li32	l	i	陽平32	
籬	li32	l	i	陽平32	
貍	li32	l	i	陽平32	
遲	tʃʰi32	tʃʰ	i	陽平32	
馳	tʃʰi32	tʃʰ	i	陽平32	
池	tʃʰi32	tʃʰ	i	陽平32	
匙	ʃi32	ʃ	i	陽平32	
時	ʃi32	ʃ	i	陽平32	
旗	kʰi32	kʰ	i	陽平32	
期	kʰi32	kʰ	i	陽平32	
棋	kʰi32	kʰ	i	陽平32	
麒	kʰi32	kʰ	i	陽平32	
奇	kʰi32	kʰ	i	陽平32	
騎	kʰi32	kʰ	i	陽平32	
其	kʰi32	kʰ	i	陽平32	
兒	ȵi32	ȵ	i	陽平32	
而	ȵi32	ȵ	i	陽平32	
宜	ȵi32	ȵ	i	陽平32	
疑	ȵi32	ȵ	i	陽平32	
夷	ji32	j	i	陽平32	
姨	ji32	j	i	陽平32	
移	ji32	j	i	陽平32	
葡	pʰu32	pʰ	u	陽平32	
脯	pʰu32	pʰ	u	陽平32	
無	mu32	m	u	陽平32	
符	fu32	f	u	陽平32	
扶	fu32	f	u	陽平32	
徒	tʰu32	tʰ	u	陽平32	
途	tʰu32	tʰ	u	陽平32	
塗	tʰu32	tʰ	u	陽平32	
圖	tʰu32	tʰ	u	陽平32	
屠	tʰu32	tʰ	u	陽平32	
盧	lu32	l	u	陽平32	
爐	lu32	l	u	陽平32	
蘆	lu32	l	u	陽平32	
驢	lu32	l	u	陽平32	
煳	wu32	w	u	陽平32	
湖	wu32	w	u	陽平32	
糊	wu32	w	u	陽平32	
狐	wu32	w	u	陽平32	
葫	wu32	w	u	陽平32	
壺	wu32	w	u	陽平32	
鬍	wu32	w	u	陽平32	
胡	wu32	w	u	陽平32	
徐	tʰy32	tʰ	y	陽平32	
廚	tʃʰy32	tʃʰ	y	陽平32	
儲	tʃʰy32	tʃʰ	y	陽平32	
除	tʃʰy32	tʃʰ	y	陽平32	
如	ʃy32	ʃ	y	陽平32	
殊	ʃy32	ʃ	y	陽平32	
魚	ȵy32	ȵ	y	陽平32	
愚	ȵy32	ȵ	y	陽平32	
虞	ȵy32	ȵ	y	陽平32	
榆	øy32	ø	y	陽平32	
愉	øy32	ø	y	陽平32	
余	øy32	ø	y	陽平32	
餘	øy32	ø	y	陽平32	
牌	pʰai32	pʰ	ai	陽平32	
排	pʰai32	pʰ	ai	陽平32	
埋	mai32	m	ai	陽平32	
柴	ʃai32	ʃ	ai	陽平32	
捱	ŋai32	ŋ	ai	陽平32	
鞋	hai32	h	ai	陽平32	
懷	wai32	w	ai	陽平32	
槐	wai32	w	ai	陽平32	
淮	wai32	w	ai	陽平32	
謎	mɐi32	m	ɐi	陽平32	
迷	mɐi32	m	ɐi	陽平32	
堤	tʰɐi32	tʰ	ɐi	陽平32	
齊	tʰɐi32	tʰ	ɐi	陽平32	
題	tʰɐi32	tʰ	ɐi	陽平32	
提	tʰɐi32	tʰ	ɐi	陽平32	
蹄	tʰɐi32	tʰ	ɐi	陽平32	
臍	tʰɐi32	tʰ	ɐi	陽平32	
啼	tʰɐi32	tʰ	ɐi	陽平32	
泥	nɐi32	n	ɐi	陽平32	
黎	lɐi32	l	ɐi	陽平32	
犁	lɐi32	l	ɐi	陽平32	
危	ŋɐi32	ŋ	ɐi	陽平32	
桅	ŋɐi32	ŋ	ɐi	陽平32	
葵	kʰwɐi32	kʰw	ɐi	陽平32	
爲	wɐi32	w	ɐi	陽平32	
韋	wɐi32	w	ɐi	陽平32	
違	wɐi32	w	ɐi	陽平32	
圍	wɐi32	w	ɐi	陽平32	
抬	tʰɔi32	tʰ	ɔi	陽平32	
臺	tʰɔi32	tʰ	ɔi	陽平32	
才	tʰɔi32	tʰ	ɔi	陽平32	
財	tʰɔi32	tʰ	ɔi	陽平32	
材	tʰɔi32	tʰ	ɔi	陽平32	
裁	tʰɔi32	tʰ	ɔi	陽平32	
來	lɔi32	l	ɔi	陽平32	
孩	hɔi32	h	ɔi	陽平32	
陪	pʰui32	pʰ	ui	陽平32	
賠	pʰui32	pʰ	ui	陽平32	
培	pʰui32	pʰ	ui	陽平32	
媒	mui32	m	ui	陽平32	
枚	mui32	m	ui	陽平32	
梅	mui32	m	ui	陽平32	
黴	mui32	m	ui	陽平32	
隋	tʰui32	tʰ	ui	陽平32	
隨	tʰui32	tʰ	ui	陽平32	
雷	lui32	l	ui	陽平32	
擂	lui32	l	ui	陽平32	
槌	tʃʰui32	tʃʰ	ui	陽平32	
錘	tʃʰui32	tʃʰ	ui	陽平32	
垂	ʃui32	ʃ	ui	陽平32	
誰	ʃui32	ʃ	ui	陽平32	
回	øui32	ø	ui	陽平32	
茅	mau32	m	au	陽平32	
矛	mau32	m	au	陽平32	
撓	nau32	n	au	陽平32	
淆	nau32	n	au	陽平32	
巢	tʃʰau32	tʃʰ	au	陽平32	
肴	ŋau32	ŋ	au	陽平32	
袍	pʰɐu32	pʰ	ɐu	陽平32	
毛	mɐu32	m	ɐu	陽平32	
謀	mɐu32	m	ɐu	陽平32	
眸	mɐu32	m	ɐu	陽平32	
浮	fɐu32	f	ɐu	陽平32	
頭	tʰɐu32	tʰ	ɐu	陽平32	
投	tʰɐu32	tʰ	ɐu	陽平32	
曹	tʰɐu32	tʰ	ɐu	陽平32	
桃	tʰɐu32	tʰ	ɐu	陽平32	
逃	tʰɐu32	tʰ	ɐu	陽平32	
陶	tʰɐu32	tʰ	ɐu	陽平32	
槽	tʰɐu32	tʰ	ɐu	陽平32	
濤	tʰɐu32	tʰ	ɐu	陽平32	
溜	lɐu32	l	ɐu	陽平32	
劉	lɐu32	l	ɐu	陽平32	
留	lɐu32	l	ɐu	陽平32	
榴	lɐu32	l	ɐu	陽平32	
硫	lɐu32	l	ɐu	陽平32	
琉	lɐu32	l	ɐu	陽平32	
餾	lɐu32	l	ɐu	陽平32	
流	lɐu32	l	ɐu	陽平32	
樓	lɐu32	l	ɐu	陽平32	
耬	lɐu32	l	ɐu	陽平32	
澇	lɐu32	l	ɐu	陽平32	
勞	lɐu32	l	ɐu	陽平32	
牢	lɐu32	l	ɐu	陽平32	
綢	tʃʰɐu32	tʃʰ	ɐu	陽平32	
稠	tʃʰɐu32	tʃʰ	ɐu	陽平32	
籌	tʃʰɐu32	tʃʰ	ɐu	陽平32	
酬	tʃʰɐu32	tʃʰ	ɐu	陽平32	
囚	tʃʰɐu32	tʃʰ	ɐu	陽平32	
愁	ʃɐu32	ʃ	ɐu	陽平32	
仇	ʃɐu32	ʃ	ɐu	陽平32	
求	kʰɐu32	kʰ	ɐu	陽平32	
球	kʰɐu32	kʰ	ɐu	陽平32	
牛	ŋɐu32	ŋ	ɐu	陽平32	
侯	hɐu32	h	ɐu	陽平32	
豪	hɐu32	h	ɐu	陽平32	
毫	hɐu32	h	ɐu	陽平32	
喉	hɐu32	h	ɐu	陽平32	
猴	hɐu32	h	ɐu	陽平32	
柔	jɐu32	j	ɐu	陽平32	
悠	jɐu32	j	ɐu	陽平32	
郵	jɐu32	j	ɐu	陽平32	
油	jɐu32	j	ɐu	陽平32	
由	jɐu32	j	ɐu	陽平32	
遊	jɐu32	j	ɐu	陽平32	
游	jɐu32	j	ɐu	陽平32	
嫖	pʰiu32	pʰ	iu	陽平32	
瓢	pʰiu32	pʰ	iu	陽平32	
苗	miu32	m	iu	陽平32	
描	miu32	m	iu	陽平32	
錨	miu32	m	iu	陽平32	
條	tʰiu32	tʰ	iu	陽平32	
聊	liu32	l	iu	陽平32	
遼	liu32	l	iu	陽平32	
療	liu32	l	iu	陽平32	
朝	tʃʰiu32	tʃʰ	iu	陽平32	
潮	tʃʰiu32	tʃʰ	iu	陽平32	
韶	ʃiu32	ʃ	iu	陽平32	
嬌	kʰiu32	kʰ	iu	陽平32	
喬	kʰiu32	kʰ	iu	陽平32	
僑	kʰiu32	kʰ	iu	陽平32	
饒	ȵiu32	ȵ	iu	陽平32	
堯	ȵiu32	ȵ	iu	陽平32	
搖	jiu32	j	iu	陽平32	
謠	jiu32	j	iu	陽平32	
窰	jiu32	j	iu	陽平32	
遙	jiu32	j	iu	陽平32	
姚	jiu32	j	iu	陽平32	
談	tʰam32	tʰ	am	陽平32	
痰	tʰam32	tʰ	am	陽平32	
蠶	tʰam32	tʰ	am	陽平32	
譚	tʰam32	tʰ	am	陽平32	
南	nam32	n	am	陽平32	
男	nam32	n	am	陽平32	
藍	lam32	l	am	陽平32	
籃	lam32	l	am	陽平32	
濫	lam32	l	am	陽平32	
銜	ham32	h	am	陽平32	
函	ham32	h	am	陽平32	
陷	ham32	h	am	陽平32	
餡	ham32	h	am	陽平32	
鹹	ham32	h	am	陽平32	
尋	tʰɐm32	tʰ	ɐm	陽平32	
林	lɐm32	l	ɐm	陽平32	
淋	lɐm32	l	ɐm	陽平32	
沉	tʃʰɐm32	tʃʰ	ɐm	陽平32	
琴	kʰɐm32	kʰ	ɐm	陽平32	
禽	kʰɐm32	kʰ	ɐm	陽平32	
擒	kʰɐm32	kʰ	ɐm	陽平32	
含	hɔm32	h	ɔm	陽平32	
甜	tʰim32	tʰ	im	陽平32	
鮎	nim32	n	im	陽平32	
鐮	lim32	l	im	陽平32	
簾	lim32	l	im	陽平32	
帘	lim32	l	im	陽平32	
廉	lim32	l	im	陽平32	
蟬	ʃim32	ʃ	im	陽平32	
嚴	ȵim32	ȵ	im	陽平32	
巖	ȵim32	ȵ	im	陽平32	
閻	ȵim32	ȵ	im	陽平32	
鹽	øim32	ø	im	陽平32	
蠻	man32	m	an	陽平32	
帆	fan32	f	an	陽平32	
凡	fan32	f	an	陽平32	
煩	fan32	f	an	陽平32	
繁	fan32	f	an	陽平32	
礬	fan32	f	an	陽平32	
殘	tʰan32	tʰ	an	陽平32	
檀	tʰan32	tʰ	an	陽平32	
彈	tʰan32	tʰ	an	陽平32	
難	nan32	n	an	陽平32	
蘭	lan32	l	an	陽平32	
攔	lan32	l	an	陽平32	
欄	lan32	l	an	陽平32	
饞	ʃan32	ʃ	an	陽平32	
攙	ʃan32	ʃ	an	陽平32	
顏	ŋan32	ŋ	an	陽平32	
頑	ŋan32	ŋ	an	陽平32	
閑	han32	h	an	陽平32	
閒	han32	h	an	陽平32	
環	wan32	w	an	陽平32	
還	wan32	w	an	陽平32	
貧	pʰɐn32	pʰ	ɐn	陽平32	
聞	mɐn32	m	ɐn	陽平32	
民	mɐn32	m	ɐn	陽平32	
文	mɐn32	m	ɐn	陽平32	
紋	mɐn32	m	ɐn	陽平32	
墳	fɐn32	f	ɐn	陽平32	
旬	tʰɐn32	tʰ	ɐn	陽平32	
循	tʰɐn32	tʰ	ɐn	陽平32	
巡	tʰɐn32	tʰ	ɐn	陽平32	
秦	tʰɐn32	tʰ	ɐn	陽平32	
鄰	lɐn32	l	ɐn	陽平32	
鱗	lɐn32	l	ɐn	陽平32	
燐	lɐn32	l	ɐn	陽平32	
崙	lɐn32	l	ɐn	陽平32	
輪	lɐn32	l	ɐn	陽平32	
倫	lɐn32	l	ɐn	陽平32	
塵	tʃʰɐn32	tʃʰ	ɐn	陽平32	
陳	tʃʰɐn32	tʃʰ	ɐn	陽平32	
晨	ʃɐn32	ʃ	ɐn	陽平32	
辰	ʃɐn32	ʃ	ɐn	陽平32	
臣	ʃɐn32	ʃ	ɐn	陽平32	
神	ʃɐn32	ʃ	ɐn	陽平32	
脣	ʃɐn32	ʃ	ɐn	陽平32	
純	ʃɐn32	ʃ	ɐn	陽平32	
蒓	ʃɐn32	ʃ	ɐn	陽平32	
醇	ʃɐn32	ʃ	ɐn	陽平32	
勤	kʰɐn32	kʰ	ɐn	陽平32	
芹	kʰɐn32	kʰ	ɐn	陽平32	
銀	ŋɐn32	ŋ	ɐn	陽平32	
群	kʰwɐn32	kʰw	ɐn	陽平32	
裙	kʰwɐn32	kʰw	ɐn	陽平32	
人	ȵɐn32	ȵ	ɐn	陽平32	
仁	ȵɐn32	ȵ	ɐn	陽平32	
寅	jɐn32	j	ɐn	陽平32	
勻	jɐn32	j	ɐn	陽平32	
雲	wɐn32	w	ɐn	陽平32	
魂	wɐn32	w	ɐn	陽平32	
寒	hɔn32	h	ɔn	陽平32	
韓	hɔn32	h	ɔn	陽平32	
綿	min32	m	in	陽平32	
棉	min32	m	in	陽平32	
眠	min32	m	in	陽平32	
田	tʰin32	tʰ	in	陽平32	
填	tʰin32	tʰ	in	陽平32	
前	tʰin32	tʰ	in	陽平32	
年	nin32	n	in	陽平32	
蓮	lin32	l	in	陽平32	
連	lin32	l	in	陽平32	
憐	lin32	l	in	陽平32	
纏	tʃʰin32	tʃʰ	in	陽平32	
乾	kʰin32	kʰ	in	陽平32	
虔	kʰin32	kʰ	in	陽平32	
賢	øin32	ø	in	陽平32	
盤	pʰun32	pʰ	un	陽平32	
盆	pʰun32	pʰ	un	陽平32	
門	mun32	m	un	陽平32	
存	tʰyn32	tʰ	yn	陽平32	
泉	tʰyn32	tʰ	yn	陽平32	
全	tʰyn32	tʰ	yn	陽平32	
團	tʰyn32	tʰ	yn	陽平32	
栓	tʰyn32	tʰ	yn	陽平32	
聯	lyn32	l	yn	陽平32	
傳	tʃʰyn32	tʃʰ	yn	陽平32	
椽	tʃʰyn32	tʃʰ	yn	陽平32	
船	ʃyn32	ʃ	yn	陽平32	
旋	ɬyn32	ɬ	yn	陽平32	
拳	kʰyn32	kʰ	yn	陽平32	
權	kʰyn32	kʰ	yn	陽平32	
顴	kʰyn32	kʰ	yn	陽平32	
元	ȵyn32	ȵ	yn	陽平32	
原	ȵyn32	ȵ	yn	陽平32	
源	ȵyn32	ȵ	yn	陽平32	
袁	øyn32	ø	yn	陽平32	
圓	øyn32	ø	yn	陽平32	
轅	øyn32	ø	yn	陽平32	
援	øyn32	ø	yn	陽平32	
員	øyn32	ø	yn	陽平32	
懸	øyn32	ø	yn	陽平32	
丸	øyn32	ø	yn	陽平32	
完	øyn32	ø	yn	陽平32	
鉛	øyn32	ø	yn	陽平32	
園	øyn32	ø	yn	陽平32	
緩	øyn32	ø	yn	陽平32	
玄	øyn32	ø	yn	陽平32	
研	ȵiɛn32	ȵ	iɛn	陽平32	
朋	pʰaŋ32	pʰ	aŋ	陽平32	
棚	pʰaŋ32	pʰ	aŋ	陽平32	
彭	pʰaŋ32	pʰ	aŋ	陽平32	
膨	pʰaŋ32	pʰ	aŋ	陽平32	
盟	maŋ32	m	aŋ	陽平32	
橙	tʃʰaŋ32	tʃʰ	aŋ	陽平32	
行	haŋ32	h	aŋ	陽平32	
恒	haŋ32	h	aŋ	陽平32	
橫	waŋ32	w	aŋ	陽平32	
憑	pʰɐŋ32	pʰ	ɐŋ	陽平32	
曾	tʰɐŋ32	tʰ	ɐŋ	陽平32	
層	tʰɐŋ32	tʰ	ɐŋ	陽平32	
騰	tʰɐŋ32	tʰ	ɐŋ	陽平32	
謄	tʰɐŋ32	tʰ	ɐŋ	陽平32	
藤	tʰɐŋ32	tʰ	ɐŋ	陽平32	
疼	tʰɐŋ32	tʰ	ɐŋ	陽平32	
能	nɐŋ32	n	ɐŋ	陽平32	
稜	lɐŋ32	l	ɐŋ	陽平32	
旁	pʰuɔŋ32	pʰ	uɔŋ	陽平32	
忙	muɔŋ32	m	uɔŋ	陽平32	
忘	muɔŋ32	m	uɔŋ	陽平32	
亡	muɔŋ32	m	uɔŋ	陽平32	
防	fuɔŋ32	f	uɔŋ	陽平32	
妨	fuɔŋ32	f	uɔŋ	陽平32	
房	fuɔŋ32	f	uɔŋ	陽平32	
堂	tʰuɔŋ32	tʰ	uɔŋ	陽平32	
唐	tʰuɔŋ32	tʰ	uɔŋ	陽平32	
糖	tʰuɔŋ32	tʰ	uɔŋ	陽平32	
塘	tʰuɔŋ32	tʰ	uɔŋ	陽平32	
搪	tʰuɔŋ32	tʰ	uɔŋ	陽平32	
藏	tʰuɔŋ32	tʰ	uɔŋ	陽平32	
瓤	nuɔŋ32	n	uɔŋ	陽平32	
囊	nuɔŋ32	n	uɔŋ	陽平32	
郎	luɔŋ32	l	uɔŋ	陽平32	
廊	luɔŋ32	l	uɔŋ	陽平32	
狼	luɔŋ32	l	uɔŋ	陽平32	
牀	ʃuɔŋ32	ʃ	uɔŋ	陽平32	
降	huɔŋ32	h	uɔŋ	陽平32	
行	huɔŋ32	h	uɔŋ	陽平32	
航	huɔŋ32	h	uɔŋ	陽平32	
杭	huɔŋ32	h	uɔŋ	陽平32	
狂	kʰwuɔŋ32	kʰw	uɔŋ	陽平32	
王	wuɔŋ32	w	uɔŋ	陽平32	
黃	wuɔŋ32	w	uɔŋ	陽平32	
皇	wuɔŋ32	w	uɔŋ	陽平32	
蝗	wuɔŋ32	w	uɔŋ	陽平32	
