"單字"	"聲紐"	"呼"	"等"	"韻部"	"聲調"	"組"	"攝"	"聲母"	"韻母"	"聲調"	"注释"
"毫"	"匣"	"開"	"一"	"豪"	"平"	"影"	"效"	"h"	"ooau"	4	"上江hou4"
"褒"	"幫"	"開"	"一"	"豪"	"平"	"幫"	"效"	"bb"	"au"	1	
"袍"	"並"	"開"	"一"	"豪"	"平"	"幫"	"效"	"b"	"ooau"	4	"上江pou4"
"毛"	"明"	"開"	"一"	"豪"	"平"	"幫"	"效"	"m"	"ooau"	4	"毛髮；上江mou4"
"毛"	"明"	"開"	"一"	"豪"	"平"	"幫"	"效"	"m"	"ooau"	1	"毛~蟲；上江mou1"
"髦"	"明"	"開"	"一"	"豪"	"平"	"幫"	"效"	"m"	"ooau"	4	"上江mou4"
"擣"	"端"	"開"	"一"	"豪"	"上"	"端"	"效"	"dd"	"ooau"	2	"上江ddou2"
"島"	"端"	"開"	"一"	"豪"	"上"	"端"	"效"	"dd"	"ooau"	2	"上江ddou2"
"倒"	"端"	"開"	"一"	"豪"	"上"	"端"	"效"	"dd"	"ooau"	2	"上江ddou2"
"禱"	"端"	"開"	"一"	"豪"	"上"	"端"	"效"	"dd"	"ooau"	2	"上江ddou2"
"套"	"透"	"開"	"一"	"豪"	"上"	"端"	"效"	"t"	"ooau"	3	"上江tou3"
"討"	"透"	"開"	"一"	"豪"	"上"	"端"	"效"	"t"	"ooau"	2	"上江tou2"
"道"	"定"	"開"	"一"	"豪"	"上"	"端"	"效"	"d"	"ooau"	6	"上江ddou6"
"稻"	"定"	"開"	"一"	"豪"	"上"	"端"	"效"	"d"	"ooau"	6	"上江ddou6"
"腦"	"泥"	"開"	"一"	"豪"	"上"	"端"	"效"	"n"	"ooau"	5	"上江nou5"
"惱"	"泥"	"開"	"一"	"豪"	"上"	"端"	"效"	"n"	"ooau"	5	"上江nou5"
"潦"	"來"	"開"	"一"	"豪"	"上"	"來"	"效"	"l"	"eu"	4	
"潦"	"來"	"開"	"一"	"豪"	"上"	"來"	"效"	"k"	"eu"	4	
"潦"	"來"	"開"	"一"	"豪"	"上"	"來"	"效"	"l"	"iu"	4	
"老"	"來"	"開"	"一"	"豪"	"上"	"來"	"效"	"l"	"ooau"	5	"上江lou5"
"棗"	"精"	"開"	"一"	"豪"	"上"	"精"	"效"	"d"	"ooau"	2	"上江dou2"
"藻"	"精"	"開"	"一"	"豪"	"上"	"精"	"效"	"d"	"ooau"	2	"上江dou2"
"蚤"	"精"	"開"	"一"	"豪"	"上"	"精"	"效"	"d"	"ooau"	2	"上江dou2"
"早"	"精"	"開"	"一"	"豪"	"上"	"精"	"效"	"d"	"ooau"	2	"上江dou2"
"澡"	"精"	"開"	"一"	"豪"	"上"	"精"	"效"	"d"	"ooau"	2	"上江dou2"
"草"	"清"	"開"	"一"	"豪"	"上"	"精"	"效"	"t"	"ooau"	2	"上江tou2"
"造"	"從"	"開"	"一"	"豪"	"上"	"精"	"效"	"l"	"ooau"	6	"「一~」：收穫一次；上江lou6"
"造"	"從"	"開"	"一"	"豪"	"上"	"精"	"效"	"t"	"ooau"	6	"製~；上江dou6"
"掃"	"心"	"開"	"一"	"豪"	"上"	"精"	"效"	"sl"	"ooau"	6	"一~棍"
"掃"	"心"	"開"	"一"	"豪"	"上"	"精"	"效"	"sl"	"ooau"	3	"上江slou3"
"燥"	"心"	"開"	"一"	"豪"	"上"	"精"	"效"	"t"	"ooau"	3	"上江tou3"
"嫂"	"心"	"開"	"一"	"豪"	"上"	"精"	"效"	"sl"	"ooau"	2	"上江slou2"
"考"	"溪"	"開"	"一"	"豪"	"上"	"見"	"效"	"h"	"aau"	2	
"好"	"曉"	"開"	"一"	"豪"	"上"	"影"	"效"	"h"	"ooau"	3	"愛~；上江hou3"
"好"	"曉"	"開"	"一"	"豪"	"上"	"影"	"效"	"h"	"ooau"	2	"~壞；上江hou2"
"浩"	"匣"	"開"	"一"	"豪"	"上"	"影"	"效"	"h"	"ooau"	6	"上江hou6"
"襖"	"影"	"開"	"一"	"豪"	"上"	"影"	"效"		"ooau"	3	"上江ou3"
"燠"	"影"	"開"	"一"	"豪"	"上"	"影"	"效"		"ooau"	3	"上江ou3"
"懊"	"影"	"開"	"一"	"豪"	"上"	"影"	"效"		"ooau"	3	"上江ou3"
"寶"	"幫"	"開"	"一"	"豪"	"上"	"幫"	"效"	"bb"	"ooau"	2	"上江bbou2"
"堡"	"幫"	"開"	"一"	"豪"	"上"	"幫"	"效"	"bb"	"ooau"	2	"上江bbou2"
"保"	"幫"	"開"	"一"	"豪"	"上"	"幫"	"效"	"bb"	"ooau"	2	"上江bbou2"
"葆"	"幫"	"開"	"一"	"豪"	"上"	"幫"	"效"	"bb"	"ooau"	2	"上江bbou2"
"褓"	"幫"	"開"	"一"	"豪"	"上"	"幫"	"效"	"bb"	"ooau"	2	"上江bbou2"
"抱"	"並"	"開"	"一"	"豪"	"上"	"幫"	"效"	"b"	"ooau"	5	"上江pou5"
"到"	"端"	"開"	"一"	"豪"	"去"	"端"	"效"	"dd"	"ooau"	3	"上江ddou3"
"悼"	"定"	"開"	"一"	"豪"	"去"	"端"	"效"	"d"	"ooau"	6	"上江ddou6"
"蹈"	"定"	"開"	"一"	"豪"	"去"	"端"	"效"	"d"	"ooau"	6	"上江ddou6"
"導"	"定"	"開"	"一"	"豪"	"去"	"端"	"效"	"d"	"ooau"	6	"上江ddou6"
"盜"	"定"	"開"	"一"	"豪"	"去"	"端"	"效"	"d"	"ooau"	6	"上江ddou6"
"躁"	"精"	"開"	"一"	"豪"	"去"	"精"	"效"	"d"	"ooau"	3	"下江異讀"
"躁"	"精"	"開"	"一"	"豪"	"去"	"精"	"效"	"t"	"ooau"	3	"上江tou3"
"糙"	"清"	"開"	"一"	"豪"	"去"	"精"	"效"	"t"	"ooau"	3	"上江tou3"
"噪"	"心"	"開"	"一"	"豪"	"去"	"精"	"效"	"t"	"ooau"	3	"上江tou3"
"告"	"見"	"開"	"一"	"豪"	"去"	"見"	"效"	"g"	"ooau"	3	"上江gou3"
"靠"	"溪"	"開"	"一"	"豪"	"去"	"見"	"效"	"k"	"aau"	3	
"傲"	"疑"	"開"	"一"	"豪"	"去"	"見"	"效"	"ng"	"ooau"	6	"上江ngou6"
"奧"	"影"	"開"	"一"	"豪"	"去"	"影"	"效"		"ooau"	3	"上江ou3"
"澳"	"影"	"開"	"一"	"豪"	"去"	"影"	"效"		"ooau"	3	"上江ou3"
"報"	"幫"	"開"	"一"	"豪"	"去"	"幫"	"效"	"bb"	"ooau"	3	"上江bbou3"
"暴"	"並"	"開"	"一"	"豪"	"去"	"幫"	"效"	"b"	"ou"	6	"上江bbou6"
"曝"	"並"	"開"	"一"	"豪"	"去"	"幫"	"效"	"b"	"ou"	6	"上江bbou6"
"瀑"	"並"	"開"	"一"	"豪"	"去"	"幫"	"效"	"b"	"ou"	6	"上江bbou6"
"帽"	"明"	"開"	"一"	"豪"	"去"	"幫"	"效"	"m"	"ooau"	6	"上江mou6"
"冒"	"明"	"開"	"一"	"豪"	"去"	"幫"	"效"	"m"	"ooau"	6	"上江mou6"
"嘲"	"知"	"開"	"二"	"肴"	"平"	"知"	"效"	"c"	"iu"	4	
"嘲"	"知"	"開"	"二"	"肴"	"平"	"知"	"效"	"z"	"aau"	1	
"啁"	"知"	"開"	"二"	"肴"	"平"	"知"	"效"	"z"	"aau"	1	
"嘮"	"徹"	"開"	"二"	"肴"	"平"	"知"	"效"	"c"	"aau"	1	
"抓"	"莊"	"開"	"二"	"肴"	"平"	"莊"	"效"	"z"	"ok"	3	
"鈔"	"初"	"開"	"二"	"肴"	"平"	"莊"	"效"	"c"	"aau"	1	
"耖"	"初"	"開"	"二"	"肴"	"平"	"莊"	"效"	"c"	"aau"	3	
"抄"	"初"	"開"	"二"	"肴"	"平"	"莊"	"效"	"c"	"aau"	1	
"巢"	"崇"	"開"	"二"	"肴"	"平"	"莊"	"效"	"c"	"aau"	4	
"梢"	"生"	"開"	"二"	"肴"	"平"	"莊"	"效"	"sl"	"eu"	1	
"梢"	"生"	"開"	"二"	"肴"	"平"	"莊"	"效"	"s"	"aau"	1	
"交"	"見"	"開"	"二"	"肴"	"平"	"見"	"效"	"g"	"aau"	1	
"蛟"	"見"	"開"	"二"	"肴"	"平"	"見"	"效"	"g"	"aau"		
"教"	"見"	"開"	"二"	"肴"	"平"	"見"	"效"	"g"	"aau"	3	
"咬"	"見"	"開"	"二"	"肴"	"平"	"見"	"效"	"ng"	"aau"	5	
"郊"	"見"	"開"	"二"	"肴"	"平"	"見"	"效"	"g"	"aau"	1	
"膠"	"見"	"開"	"二"	"肴"	"平"	"見"	"效"	"g"	"aau"	1	
"跤"	"溪"	"開"	"二"	"肴"	"平"	"見"	"效"	"g"	"aau"	1	
"敲"	"溪"	"開"	"二"	"肴"	"平"	"見"	"效"	"h"	"aau"	1	
"哮"	"曉"	"開"	"二"	"肴"	"平"	"影"	"效"	"h"	"aau"	1	
"餚"	"匣"	"開"	"二"	"肴"	"平"	"影"	"效"	"ng"	"aau"	4	
"淆"	"匣"	"開"	"二"	"肴"	"平"	"影"	"效"	"ng"	"aau"	4	
"肴"	"匣"	"開"	"二"	"肴"	"平"	"影"	"效"	"ng"	"aau"	4	
"胞"	"幫"	"開"	"二"	"肴"	"平"	"幫"	"效"	"bb"	"aau"	1	
"苞"	"幫"	"開"	"二"	"肴"	"平"	"幫"	"效"	"bb"	"aau"	1	
"包"	"幫"	"開"	"二"	"肴"	"平"	"幫"	"效"	"bb"	"aau"	1	
"跑"	"並"	"開"	"二"	"肴"	"平"	"幫"	"效"	"p"	"aau"	2	
"炮"	"並"	"開"	"二"	"肴"	"平"	"幫"	"效"	"p"	"aau"	3	
"咆"	"並"	"開"	"二"	"肴"	"平"	"幫"	"效"	"p"	"aau"	1	
"茅"	"明"	"開"	"二"	"肴"	"平"	"幫"	"效"	"m"	"aau"	4	
"泡"	"滂"	"開"	"二"	"肴"	"平"	"幫"	"效"	"bb"	"ok"	1	"白讀"
"泡"	"滂"	"開"	"二"	"肴"	"平"	"幫"	"效"	"p"	"aau"	1	
"拋"	"滂"	"開"	"二"	"肴"	"平"	"幫"	"效"	"p"	"aau"	1	
"爪"	"莊"	"開"	"二"	"肴"	"上"	"莊"	"效"	"nj"	"aau"	6	"手忙腳亂"
"爪"	"莊"	"開"	"二"	"肴"	"上"	"莊"	"效"	"nj"	"aau"	2	
"炒"	"初"	"開"	"二"	"肴"	"上"	"莊"	"效"	"c"	"aau"	2	
"攪"	"見"	"開"	"二"	"肴"	"上"	"見"	"效"	"g"	"eu"	2	"白讀"
"攪"	"見"	"開"	"二"	"肴"	"上"	"見"	"效"	"g"	"aau"	2	
"絞"	"見"	"開"	"二"	"肴"	"上"	"見"	"效"	"g"	"aau"	2	
"狡"	"見"	"開"	"二"	"肴"	"上"	"見"	"效"	"g"	"aau"	2	
"巧"	"溪"	"開"	"二"	"肴"	"上"	"見"	"效"	"h"	"aau"	2	
"飽"	"幫"	"開"	"二"	"肴"	"上"	"幫"	"效"	"bb"	"aau"	2	
"鮑"	"並"	"開"	"二"	"肴"	"上"	"幫"	"效"	"bb"	"aau"	1	
"卯"	"明"	"開"	"二"	"肴"	"上"	"幫"	"效"	"m"	"aau"	5	
"鬧"	"娘"	"開"	"二"	"肴"	"去"	"知"	"效"	"n"	"aau"	6	
"罩"	"知"	"開"	"二"	"肴"	"去"	"知"	"效"	"z"	"aau"	3	
"濯"	"澄"	"開"	"二"	"肴"	"去"	"知"	"效"	"c"	"ok"	6	"上江zok6"
"縐"	"初"	"開"	"二"	"肴"	"去"	"莊"	"效"	"z"	"au"	3	
"稍"	"生"	"開"	"二"	"肴"	"去"	"莊"	"效"	"s"	"aau"	2	
"覺"	"見"	"開"	"二"	"肴"	"去"	"見"	"效"	"g"	"ak"	6	"~察"
"覺"	"見"	"開"	"二"	"肴"	"去"	"見"	"效"	"g"	"aau"	3	"睡~"
"較"	"見"	"開"	"二"	"肴"	"去"	"見"	"效"	"g"	"aau"	3	
"酵"	"見"	"開"	"二"	"肴"	"去"	"見"	"效"	"h"	"aau"	1	
"窖"	"見"	"開"	"二"	"肴"	"去"	"見"	"效"	"g"	"aau"	3	
"樂"	"疑"	"開"	"二"	"肴"	"去"	"見"	"效"	"ng"	"aak"	6	"音~"
"樂"	"疑"	"開"	"二"	"肴"	"去"	"見"	"效"	"l"	"ok"	6	"快~"
"孝"	"曉"	"開"	"二"	"肴"	"去"	"影"	"效"	"h"	"aau"	3	
"校"	"匣"	"開"	"二"	"肴"	"去"	"影"	"效"	"g"	"aau"	3	"~對"
"校"	"匣"	"開"	"二"	"肴"	"去"	"影"	"效"	"h"	"aau"	6	"學~"
"效"	"匣"	"開"	"二"	"肴"	"去"	"影"	"效"	"h"	"aau"	6	
"豹"	"幫"	"開"	"二"	"肴"	"去"	"幫"	"效"	"bb"	"aau"	3	
"爆"	"幫"	"開"	"二"	"肴"	"去"	"幫"	"效"	"bb"	"aau"	3	
"貌"	"明"	"開"	"二"	"肴"	"去"	"幫"	"效"	"m"	"aau"	6	
"皰"	"滂"	"開"	"二"	"肴"	"去"	"幫"	"效"	"bb"	"aau"	3	
"燎"	"來"	"開"	"三"	"宵A"	"平"	"來"	"效"	"l"	"iu"	4	
"蕉"	"精"	"開"	"三"	"宵A"	"平"	"精"	"效"	"d"	"iu"	1	
"焦"	"精"	"開"	"三"	"宵A"	"平"	"精"	"效"	"d"	"iu"	1	
"椒"	"精"	"開"	"三"	"宵A"	"平"	"精"	"效"	"d"	"iu"	1	
"憔"	"從"	"開"	"三"	"宵A"	"平"	"精"	"效"	"d"	"iu"	1	
"樵"	"從"	"開"	"三"	"宵A"	"平"	"精"	"效"	"d"	"iu"	1	
"消"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"sl"	"iu"	1	
"宵"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"sl"	"iu"	1	
"逍"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"sl"	"iu"	1	
"哨"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"s"	"aau"	3	
"霄"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"sl"	"iu"	1	
"銷"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"sl"	"iu"	1	
"硝"	"心"	"開"	"三"	"宵A"	"平"	"精"	"效"	"sl"	"iu"	1	
"昭"	"章"	"開"	"三"	"宵A"	"平"	"章"	"效"	"z"	"iu"	1	
"招"	"章"	"開"	"三"	"宵A"	"平"	"章"	"效"	"j"	"eu"	6	
"招"	"章"	"開"	"三"	"宵A"	"平"	"章"	"效"	"j"	"aau"	6	
"招"	"章"	"開"	"三"	"宵A"	"平"	"章"	"效"	"z"	"iu"	1	
"韶"	"常"	"開"	"三"	"宵A"	"平"	"章"	"效"	"s"	"iu"	4	
"燒"	"書"	"開"	"三"	"宵A"	"平"	"章"	"效"	"s"	"iu"	1	
"饒"	"日"	"開"	"三"	"宵A"	"平"	"日"	"效"	"nj"	"iu"	4	
"蟯"	"日"	"開"	"三"	"宵A"	"平"	"日"	"效"	"nj"	"iu"	4	
"蹺"	"溪"	"開"	"三"	"宵A"	"平"	"見"	"效"	"k"	"eu"	1	
"要"	"影"	"開"	"三"	"宵A"	"平"	"影"	"效"		"iu"	1	"下江異讀：~求"
"要"	"影"	"開"	"三"	"宵A"	"平"	"影"	"效"	"j"	"iu"	1	"~求"
"要"	"影"	"開"	"三"	"宵A"	"平"	"影"	"效"		"iu"	3	"下江異讀：重~"
"要"	"影"	"開"	"三"	"宵A"	"平"	"影"	"效"	"j"	"iu"	3	"重~"
"腰"	"影"	"開"	"三"	"宵A"	"平"	"影"	"效"		"iu"	1	"下江異讀"
"腰"	"影"	"開"	"三"	"宵A"	"平"	"影"	"效"	"j"	"iu"	1	
"遙"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"j"	"iu"	4	
"瑤"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"j"	"iu"	4	
"搖"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"ng"	"eu"	4	
"陶"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"d"	"ooau"	4	"上江tou4"
"謠"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"j"	"iu"	4	
"窯"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"g"	"ooau"	1	"上江gou1"
"姚"	"以"	"開"	"三"	"宵A"	"平"	"以"	"效"	"j"	"iu"	6	
"飆"	"幫"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"bb"	"iu"	1	
"標"	"幫"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"bb"	"iu"	1	
"瓢"	"並"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"b"	"iu"	4	
"飄"	"並"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"p"	"iu"	1	
"漂"	"滂"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"p"	"iu"	1	
"瞟"	"滂"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"b"	"eu"	4	"上江peu4"
"瞟"	"滂"	"開"	"三"	"宵A"	"平"	"幫"	"效"	"b"	"iu"	4	"上江piu4"
"翹"	"群"	"開"	"三"	"宵A"	"平"	"見"	"效"	"c"	"iu"	6	"連~：中藥名；上江ziu6"
"翹"	"群"	"開"	"三"	"宵A"	"平"	"見"	"效"	"h"	"iu"	1	"~起"
"悄"	"清"	"開"	"三"	"宵A"	"上"	"精"	"效"	"t"	"iu"	2	
"小"	"心"	"開"	"三"	"宵A"	"上"	"精"	"效"	"sl"	"iu"	2	
"沼"	"章"	"開"	"三"	"宵A"	"上"	"章"	"效"	"c"	"iu"	6	"上江ziu6"
"紹"	"常"	"開"	"三"	"宵A"	"上"	"章"	"效"	"c"	"iu"	6	"上江ziu6"
"少"	"書"	"開"	"三"	"宵A"	"上"	"章"	"效"	"s"	"iu"	3	"~年"
"少"	"書"	"開"	"三"	"宵A"	"上"	"章"	"效"	"s"	"iu"	2	"多~"
"擾"	"日"	"開"	"三"	"宵A"	"上"	"日"	"效"	"j"	"eu"	2	
"繞"	"日"	"開"	"三"	"宵A"	"上"	"日"	"效"	"nj"	"iu"	4	
"眇"	"明"	"開"	"三"	"宵A"	"上"	"幫"	"效"	"m"	"iu"	2	
"渺"	"明"	"開"	"三"	"宵A"	"上"	"幫"	"效"	"m"	"iu"	2	
"吵"	"明"	"開"	"三"	"宵A"	"上"	"幫"	"效"	"c"	"aau"	2	
"秒"	"明"	"開"	"三"	"宵A"	"上"	"幫"	"效"	"m"	"iu"	2	
"療"	"來"	"開"	"三"	"宵A"	"去"	"來"	"效"	"l"	"iu"	4	
"峭"	"清"	"開"	"三"	"宵A"	"去"	"精"	"效"	"sl"	"iu"	3	
"俏"	"清"	"開"	"三"	"宵A"	"去"	"精"	"效"	"t"	"iu"	3	
"肖"	"心"	"開"	"三"	"宵A"	"去"	"精"	"效"	"sl"	"iu"	1	
"笑"	"心"	"開"	"三"	"宵A"	"去"	"精"	"效"	"sl"	"iu"	3	
"照"	"章"	"開"	"三"	"宵A"	"去"	"章"	"效"	"z"	"iu"	3	
"劭"	"常"	"開"	"三"	"宵A"	"去"	"章"	"效"	"s"	"iu"	4	
"邵"	"常"	"開"	"三"	"宵A"	"去"	"章"	"效"	"s"	"iu"	4	
"約"	"影"	"開"	"三"	"宵A"	"去"	"影"	"效"	"j"	"ek"	3	
"曜"	"以"	"開"	"三"	"宵A"	"去"	"以"	"效"	"j"	"iu"	6	
"耀"	"以"	"開"	"三"	"宵A"	"去"	"以"	"效"	"j"	"iu"	6	
"妙"	"明"	"開"	"三"	"宵A"	"去"	"幫"	"效"	"m"	"iu"	6	
"朝"	"知"	"開"	"三"	"宵B"	"平"	"知"	"效"	"c"	"iu"	4	"~向"
"朝"	"知"	"開"	"三"	"宵B"	"平"	"知"	"效"	"z"	"iu"	1	"早晨"
"超"	"徹"	"開"	"三"	"宵B"	"平"	"知"	"效"	"c"	"iu"	1	"~廷"
"潮"	"澄"	"開"	"三"	"宵B"	"平"	"知"	"效"	"c"	"iu"	4	
"晁"	"澄"	"開"	"三"	"宵B"	"平"	"知"	"效"	"c"	"iu"	6	"上江ziu6"
"驕"	"見"	"開"	"三"	"宵B"	"平"	"見"	"效"	"g"	"iu"	1	
"喬"	"見"	"開"	"三"	"宵B"	"平"	"見"	"效"	"k"	"iu"	4	
"嬌"	"見"	"開"	"三"	"宵B"	"平"	"見"	"效"	"g"	"iu"	1	
"囂"	"曉"	"開"	"三"	"宵B"	"平"	"影"	"效"	"h"	"iu"	1	
"妖"	"影"	"開"	"三"	"宵B"	"平"	"影"	"效"	"j"	"iu"	1	
"妖"	"影"	"開"	"三"	"宵B"	"平"	"影"	"效"		"iu"	1	"下江異讀"
"夭"	"影"	"開"	"三"	"宵B"	"平"	"影"	"效"	"j"	"iu"	1	
"夭"	"影"	"開"	"三"	"宵B"	"平"	"影"	"效"		"iu"	1	"下江異讀"
"鑣"	"幫"	"開"	"三"	"宵B"	"平"	"幫"	"效"	"bb"	"iu"	1	
"描"	"明"	"開"	"三"	"宵B"	"平"	"幫"	"效"	"m"	"iu"	4	
"苗"	"明"	"開"	"三"	"宵B"	"平"	"幫"	"效"	"m"	"eu"	4	"爲謀取小利而進行的欺騙"
"苗"	"明"	"開"	"三"	"宵B"	"平"	"幫"	"效"	"m"	"iu"	4	
"苗"	"明"	"開"	"三"	"宵B"	"平"	"幫"	"效"	"m"	"iu"	1	"上江異讀：菜~"
"貓"	"明"	"開"	"三"	"宵B"	"平"	"幫"	"效"	"m"	"eu"	1	
"橋"	"群"	"開"	"三"	"宵B"	"平"	"見"	"效"	"k"	"iu"	4	
"轎"	"群"	"開"	"三"	"宵B"	"平"	"見"	"效"	"k"	"iu"	6	"上江giu6"
"僑"	"群"	"開"	"三"	"宵B"	"平"	"見"	"效"	"k"	"iu"	4	
"趙"	"澄"	"開"	"三"	"宵B"	"上"	"知"	"效"	"c"	"iu"	6	"上江ziu6"
"兆"	"澄"	"開"	"三"	"宵B"	"上"	"知"	"效"	"c"	"iu"	6	"上江ziu6"
"矯"	"見"	"開"	"三"	"宵B"	"上"	"見"	"效"	"k"	"iu"	5	
"表"	"幫"	"開"	"三"	"宵B"	"上"	"幫"	"效"	"bb"	"iu"	2	"外~"
"表"	"幫"	"開"	"三"	"宵B"	"上"	"幫"	"效"	"bb"	"iu"	1	"手~"
"召"	"澄"	"開"	"三"	"宵B"	"去"	"知"	"效"	"c"	"iu"	6	"上江ziu6"
"廟"	"明"	"開"	"三"	"宵B"	"去"	"幫"	"效"	"m"	"iu"	6	
"刁"	"端"	"開"	"四"	"蕭"	"平"	"端"	"效"	"dd"	"iu"	1	
"雕"	"端"	"開"	"四"	"蕭"	"平"	"端"	"效"	"dd"	"iu"	1	
"凋"	"端"	"開"	"四"	"蕭"	"平"	"端"	"效"	"dd"	"iu"	1	
"貂"	"端"	"開"	"四"	"蕭"	"平"	"端"	"效"	"dd"	"iu"	1	
"鵰"	"端"	"開"	"四"	"蕭"	"平"	"端"	"效"	"dd"	"iu"	1	
"挑"	"透"	"開"	"四"	"蕭"	"平"	"端"	"效"	"t"	"iu"	1	
"跳"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"d"	"iu"	3	"下江異讀"
"跳"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"t"	"iu"	3	
"調"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"t"	"iu"	3	"~皮"
"調"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"d"	"iu"	6	"~動"
"迢"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"d"	"iu"	4	"上江tiu4"
"條"	"定"	"開"	"四"	"蕭"	"平"	"端"	"效"	"d"	"iu"	4	"上江tiu4"
"聊"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"撩"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"eu"	4	
"撩"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"嘹"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"瞭"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"eu"	6	"~一眼"
"瞭"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"遼"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"料"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	6	
"繚"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"eu"	2	
"繚"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"寥"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"僚"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	4	
"廖"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	6	
"寮"	"來"	"開"	"四"	"蕭"	"平"	"來"	"效"	"l"	"iu"	1	
"蕭"	"心"	"開"	"四"	"蕭"	"平"	"精"	"效"	"sl"	"iu"	1	
"艘"	"心"	"開"	"四"	"蕭"	"平"	"精"	"效"	"s"	"aau"	1	
"簫"	"心"	"開"	"四"	"蕭"	"平"	"精"	"效"	"sl"	"iu"	1	
"驍"	"見"	"開"	"四"	"蕭"	"平"	"見"	"效"	"h"	"iu"	1	
"澆"	"見"	"開"	"四"	"蕭"	"平"	"見"	"效"	"g"	"iu"	1	
"澆"	"見"	"開"	"四"	"蕭"	"平"	"見"	"效"	"h"	"iu"	1	
"邀"	"見"	"開"	"四"	"蕭"	"平"	"見"	"效"	"j"	"iu"	1	
"堯"	"疑"	"開"	"四"	"蕭"	"平"	"見"	"效"	"nj"	"iu"	4	
"僥"	"疑"	"開"	"四"	"蕭"	"平"	"見"	"效"	"h"	"iu"	1	
"鳥"	"端"	"開"	"四"	"蕭"	"上"	"端"	"效"	"n"	"eu"	2	
"掉"	"定"	"開"	"四"	"蕭"	"上"	"端"	"效"	"d"	"iu"	4	
"窕"	"定"	"開"	"四"	"蕭"	"上"	"端"	"效"	"d"	"iu"	6	"上江ddiu6"
"了"	"來"	"開"	"四"	"蕭"	"上"	"來"	"效"	"l"	"iu"	5	
"繳"	"見"	"開"	"四"	"蕭"	"上"	"見"	"效"	"g"	"iu"	2	
"皎"	"見"	"開"	"四"	"蕭"	"上"	"見"	"效"	"g"	"aau"	2	
"曉"	"曉"	"開"	"四"	"蕭"	"上"	"影"	"效"	"h"	"iu"	2	
"杳"	"影"	"開"	"四"	"蕭"	"上"	"影"	"效"	"m"	"iu"	2	
"窈"	"影"	"開"	"四"	"蕭"	"上"	"影"	"效"	"j"	"iu"	2	
"弔"	"端"	"開"	"四"	"蕭"	"去"	"端"	"效"	"dd"	"iu"	3	
"釣"	"端"	"開"	"四"	"蕭"	"去"	"端"	"效"	"dd"	"im"	3	
"釣"	"端"	"開"	"四"	"蕭"	"去"	"端"	"效"	"dd"	"iu"	3	
"眺"	"透"	"開"	"四"	"蕭"	"去"	"端"	"效"	"t"	"iu"	3	
"尿"	"泥"	"開"	"四"	"蕭"	"去"	"端"	"效"	"sl"	"ui"	1	"下江"
"尿"	"泥"	"開"	"四"	"蕭"	"去"	"端"	"效"	"n"	"iu"	6	"下江"
"尿"	"泥"	"開"	"四"	"蕭"	"去"	"端"	"效"	"n"	"eu"	6	"上江"
"嘯"	"心"	"開"	"四"	"蕭"	"去"	"精"	"效"	"sl"	"iu"	3	
