汉字	注释	音标
齐		tɕʰi2=/tsʰɑi2-
西		ɕi1
洗		ɕi3=/sɑi3-
细		ɕi2
鸡		tɕi1
启		ɕi3
杯		pi1
背	~脊	pɑi2
配		pʰi6=/pʰɑi2-
赔		pʰɑi2
倍		pʰi6
梅		mi2=/mɑi2-
妹		mɑi9
堆		ti1
对		ti2
推		tʰi1
腿		tʰɔi3
退		tʰi2
队		ti9
雷		lɔi2
催		tɕʰi1
罪		tɕʰi6
碎		sɔi2
块		kʰɑi3
灰		fɑi1
悔		fi3
回		fi2
汇		fi6
最		tsɔi2
外		ŋɑi6
会	开~	fi6
会	~不~	vɑi6
乖		kɑi1
怪		kɑi2
怀		fɑi2
坏		fɑi6
柺		kɑi3
挂		kɑ2
歪		vɑi1
画		fɑ6
快		kʰɑi2
话		fɑ6=/vɑ6-
岁		sɔi2=/ɕi9-
税		sɔi2
卫		vi6
肺		fi2
桂		ki2
碑		pi1
披		pʰi1
皮		pʰi2
被	~子	pʰi6
被	~迫	pʰi6
紫		tsu3
此		tsʰu3
知		tœ1
池		tʰœ2
支		tœ1
纸		tœ3
是		ɕiœ6
儿		œ2
寄		tɕi2
骑		ɕi2
义		ȵi6
议		ȵi6
戏		ɕi2
椅		i3
移		i2
易	容~	i6
悲		pi1
比		pi3
备		pʰi6
鼻		pʰiʔ7
眉		mi2
霉		mi2
美		mi3
地		tʰi6
梨		li2
利		li6
资		tsu1
瓷		tsʰu2
自		tsʰu6
私		su1
死		su3
四		su2
迟		tʰœ2
师		su1
指	动、名	tœ3=/tœʔ7-
示		ɕiœ6
尸		ɕiœ1
屎		ɕiœ3
二		œ6
器		ɕi2
姨		i2
李		li3
里	~面	li3
子		tsu3
慈		tsʰu2
字		tsʰu6
丝		su1
祠		tsʰu2
饲		tsʰu2
痴		tʰœ1
耻		tʰœ3
士		su6
柿		tsʰu6
事		su6
使		su3
之		tœ1
止		tœ3
志		tœ2
痣		tœ2
齿		tʰœ3
诗		ɕiœ1
始		ɕiœ3
试		ɕæ2
时		ɕiœ2
市		ɕiœ6
而		œ2
耳		œ3
基		tɕi1
欺		ɕi1
起		ɕi3
旗		ɕi2
记		tɕi2
疑		ȵi2
喜		ɕi3
医		i1
意		i2
以		i3
机		tɕi1
几	~个	tɕi3
气		ɕi2
衣		i1
随		ɕi2
吹		tʰu1
规		ki1
亏		kʰi1
跪		kʰi3
毁		fi3
委		vi3
类		li6
泪		li6
醉		tȷi2
追		tœ1
锤		tʰu
帅		sɑi2
水		fi3
龟		ki1
季		tɕi2
葵		kʰi2
柜		kʰi6
位		vi6
飞		fi1
匪		fi3
费		fi2
肥		fi2
尾		vi3=/mi6-
味		vi6
归		ki1
鬼		ki3
贵		ki2
魏		vi2
威		vi1
围		vi2
伟		vi3
胃		vi6
宝		pɑu3
报		pɑu2
袍		pʰɑu2
抱		pʰɑu6
暴		pʰɑu6
毛		mɑu2=/mɑu1-
帽		mɑu6
刀		tɑu1
到		tɑu2
讨		tʰɑu3
套		tʰɑu2
桃		tʰɑu2
道		tʰɑu6
稻		tʰɑu6
脑		lɑu3
牢		lɑu2
捞		lɑu1
老		lɑu3
糟		tsɑu1
早		tsɑu3
造		tsʰɑu6
操	体~	tsʰɑu1
草		tsʰɑu3
曹		tsʰɑu2
造		tsʰɑu6
臊		sɑu1
扫	~地	sɑu2
嫂		sɑu3
扫	~帚	sɑu2
高		kɑu1
稿		kɑu3
告		kɑu2
考		kʰɑu3
靠		kʰɑu2
熬		ŋɑu2
傲		ŋɑu6
好	~坏	hɑu3
号	~数	hɑu6
袄		ŋɑu3
包		pɑu1
饱		pɑu3
豹		pɑu2
炮		pʰɑu2
跑		pʰɑu3
猫		mɑu1
闹		lɑu6
罩		tsɑu2
抄		tsʰɑu1
炒		tsʰɑu3
巢		tsʰɑu2
交		kɑu1
搅		kɑu3
搞		kɑu3
教	~育	kɑu2
咬		ŋɑu3
孝		hɑu6
效		hɑu6
标		piɛu1
表		piɛu3
飘		pʰiɛu1
瓢		pʰiɛu2
苗		miɛu2
秒		miɛu3
庙		miɛu6
妙		miɛu6
椒		tɕiɛu1
消		ɕiɛu1
小		ɕiɛu3
笑		ɕiɛu2
朝	今~	tæu1
超		tʰæu1=/tɕʰiæu1-
潮		tʰæu2
赵		tʰæu6=/tɕʰiæu6-
招		tæu1
照		tæu2
烧		sæu1=/ɕiæu1-
少	多~	sæu3=/ɕiæu3-
绍		sæu6=/ɕiæu6-
饶		læu2
骄		tɕiɛu1
桥		ɕiɛu2
轿		ɕiɛu6
腰		iɛu1
要	需~	iɛu2
摇		iɛu2
窑		iɛu2
舀		iɛu3
耀		iɛu6
鸟		ȵiɛu3
钓		tiɛu2
挑		tʰiɛu1
跳		tʰiɛu9
条		tʰiɛu2
调	音~	tʰiɛu6
尿		ȵiɛu6
了		liɛu3
料		liɛu6
萧		ɕiɛu1
缴		tɕiɛu3
叫		tɕiɛu2
晓		ɕiɛu3
亩		mæu3
母		mu3
兜		tæu1
斗	一~	tæu3
斗	~争	tæu2
偷		tʰæu1
透		tʰæu2
头		tʰæu2
豆		tʰæu6
楼		læu2
篓		læu3
漏		læu6
走		tsæu3
沟		kæu1=/tɕiæu1-
阄		kæu1=/tɕiæu1-
狗		kæu3=/tɕiæu3-
够		kæu5=/tɕiæu5-
口		kʰæu3=/tɕʰiæu3-
扣		kʰæu2=/tɕʰiæu2-
藕		ŋæu3
喉		hæu2
猴		hæu2
后	前~	hæu6
厚		hæu3
呕		ŋæu3
沤		ŋæu2
富		fu6=/fu2-
浮		fæu2=/pʰɑu2-
妇		fu6
谋		mæu2
矛		mɑu2
纽		ȵiu3
流		liu2
刘		liu2
留		liu2
柳		liu3
酒		tɕʰiu3
秋		tɕʰiu1
就		tɕʰiu6
修		ɕiu1
绣		ɕiu2
袖		ɕiu6
昼		təu2
抽		tʰəu1
绸		tʰəu2
绉		tsæu2
愁		sæu2
搜		sæu1
瘦		sæu2
周		təu1
州		təu1
帚		təu9
咒		təu2
臭		tʰəu2
收		səu1
手		səu3
守		səu3
仇		səu2
受		səu6
寿		səu6
九		tɕiu3
久		tɕiu3
救		tɕiu2
丘		tɕʰiu1=/tɕʰiæu1-
球		ɕiu2
舅		ɕiu6=/tɕʰiæu6-
旧		ɕiu6
牛		ȵiæu2
休		ɕiu1
忧		iu1
有		iu3
右		iu6
油		iu2
彪		piɛu1
纠		tɕiu1
幼		iu6
答		tɑt7
搭		tɑt7
贪		tʰɔn1
探		tʰɔn2
踏		tʰɑt7
潭		tʰɑn2=/tʰɔn2-
南		lɔn2
男		lɔn2
纳		lɑt7
参	~加	tsʰɔn1
蚕		tsʰɔn2
杂		tsʰɑt7
感		kɔn3
鸽		kɔt7
含		hɔn2
合		hɔt7
暗		ŋɔn2=/ŋɔn6-
担	~任	tɑn1
胆		tɑn3
担	挑~	tɑn2
塌		tʰɑt7
塔		tʰɑt7
痰		tʰɑn2
淡		tʰɑn6
篮		lɑn2
腊		lɑt7
蜡		lɑt7
甘		kɔn1
柑		kɔn1
敢		kɔn3
喊		hɑn3
站	车~	tsɑn2
赚		tsʰɔn6
斩		tsɑn3
插		tsʰɑt7
杉		sɑ1
减		kɑn3
咸		kɑn2
狭		hɑt7
衫		sɑn1
甲		kɑt7
衔		hɑn2
舰		kɑn2
鸭		ŋɑt7
压		ŋɑt7
贬		piɛn3
粘	~性	ȵiɛn2
镰		liɛn2
猎		liɛt7
尖		tɕiɛn1
接		tɕiɛt7
签		tɕʰiɛn1
占	~领	tiɛn2
折	~叠	tæt7
闪		sæn3
染		læn3
检		tɕiɛn3
钳		tɕʰiɛn2
验		ȵiɛn6
险		ɕiɛn3
厌		iɛn2
盐		iɛn2
檐		iɛn2
叶		iɛt7
剑		tɕiɛn2
欠		ɕiɛn2
严		ȵiɛn2
业		ȵiɛt7
点		tiɛn3
店		tiɛn2
跌		tiɛt7
添		tʰiɛn1
贴		tʰiɛt7
甜		tʰiɛn2
叠		tʰiɛt7
拈		ȵiɛn1
念		ȵiɛn6
兼		tɕiɛn1
谦		tɕʰiɛn1
嫌		ɕiɛn2
协		ɕiɛt7
凡		fɑn2
犯		fɑn6
乏		fɑt7
法		fɑt7
泛		fɑn6
品		pʰin3
林		lin2
笠		lit7
粒		lit7
浸		tɕin2
集		tɕʰit7
心		ɕin1
寻		tɕʰin2
习		ɕit7
沉		tʰən2
参	人~	sæn1
森		sæn1
针		tən1
汁		tət7
深		sən1
沈		sən3
湿		sət7
十		sət7
任	责~	lən6
入		lət7
金		tɕin1
锦		tɕin3
禁	~止	tɕin2
急		tɕit7
级		tɕit7
琴		ɕin2
及		ɕit7
吸		ɕit7
阴		in1
单		tɑn1
摊		tʰɑn1
炭		tʰɑn2
弹	~琴	tʰɑn2
蛋		tʰɑn6
达		tʰɑt7
难	~易	lɑn2
兰		lɑn2
懒		lɑn3
烂		lɑn6
辣		lɑt7
赞		tsɑn2
餐		tsʰɑn1
擦		tsʰɑt7
残		tsʰɑn2
伞		sɑn3
散	分~	sɑn2
肝		kɔn1
杆		kɔn3
干	~活	kɔn2
割		kɔt7
看	~见	kʰɔn2
岸		ŋɔn6
汉		hɔn6
寒		hɔn2
旱		hɔn6
汗		hɔn6
安		ŋɔn1
案		ŋɔn2
扮		pɑn2
八		pɑt7
办		pʰɑn6
拔		pʰɑt7
抹		mæt7
盏		tsɑn3
铲		tsʰɑn3
察		tsʰɑt7
山		sɑn1
产		sɑn3
杀		sɑt7
间	中~	kɑn1
拣		kɑn3
眼		ŋɑn3
闲		hɑn2
限		hɑn6
苋		hɑn6
班		pɑn1
板		pɑn3
蛮	野~	mɑn2
慢		mæn6
奸		kɑn1
颜		ŋɑn2
瞎		hɑt7
晏	晚也	ŋɑn2
鞭		piɛn1
变		piɛn2
偏		pʰiɛn1
骗		pʰiɛn2
辩		pʰiɛn6
别		pʰiɛt7
棉		miɛn2
免		miɛn3
面	~上	miɛn2
灭		miɛt7
连		liɛn2
裂		liɛt7
煎		tɕiɛn1
剪		tɕiɛn3
箭		tɕiɛn2
迁		tɕʰiɛn1
浅		tɕʰiɛn3
钱		tɕʰiɛn2
贱		tɕʰiɛn6
仙		ɕiɛn1
癣		tɕʰiɛn3
线		ɕiɛn2
薛		ɕiɛt7
展		tæn3
缠		tʰæn2
战		tæn2=/tæn6-
折	~断	tæt7
舌		sæt7
扇	~子	sæn2
设		sæt7
善		sæn6
折	~本	sæt7
然		læn2
热		læt7=/ȵiɛt7-
件		ɕiɛn6
杰		ɕiɛt7
孽		ȵiɛt7
延		ȵiɛn2
演		iɛn3
建		tɕiɛn2
健		ɕiɛn6
言		ȵiɛn2
掀		ɕiɛn1
献		ɕiɛn2
歇		ɕiɛt7
边		piɛn1
扁		piɛn3
遍		pʰiɛn6
片		pʰiɛn2
撇		pʰiɛt7
辫		piɛn6
面	~条	miɛn6
篾		miɛt7
颠		tiɛn1
天		tʰiɛn1
铁		tʰiɛt7
田		tʰiɛn2
填		tʰiɛn2
电		tʰiɛn6
垫		tʰiɛt6
年		ȵiɛt2
捏		ȵiɛt7
莲		liɛn2
炼		liɛn6
节		tɕiɛt7
千		tɕʰiɛn1
切		tɕʰiɛt7
前		tɕʰiɛn2
先		ɕiɛn1
肩		tɕiɛn1
见		tɕiɛn2
结		tɕiɛt7
牵		ɕiɛn1
现		ɕiɛn6
烟		iɛn1
燕		iɛn2
搬		pæn1
半		pæn2
潘		pʰæn1
判		pʰæn6
泼		pʰæt7
盘		pʰæn2
伴		pʰæn6
叛		pʰæn6
满		mæn3
末		mæt7
端		tɔn1
短		tɔn3
脱		tʰɔt7
团		tʰɔn2
断	折~	tʰɔn6
缎		tʰɔn6
夺		tʰɔt7
暖		lɔn3
乱		lɔn6
捋		lɔt7
酸		sɔn1
算		sɔn2
官		kæn1
管		kæn3
灌		kæn2
括		kʰɑt7
宽		kʰæn1
阔		kʰæt7
欢		fæn1
完		væn2
丸		viɛn2
换		væn6
活		væt7
碗		væn3
顽		ŋɑn2
猾		vɑt7
挖		vɑt7
闩		sɔn1
刷		sɔt7
关		kɑn1
惯		kæn2
刮		kɑt7
还	归~	vɑn2
弯		vɑn1
全		tɕʰiɛn2
绝		tɕʰiɛt7
雪		ɕiɛt7
转	~身	tɔn3
传	~达	tʰɔn2
砖		tɔn1
穿		tʰɔn1
船		sɔn2
说	小~	sɔt7
软		ȵiɛn3
卷	~起	kiɛn3
圈	圆~	kʰiɛn1
拳		kʰiɛn2
权		kʰiɛn2
圆		viɛn2
缘		viɛn2
反		fɑn3
发		fɑt7
翻		fɑn1
烦		fɑn2
饭		fɑn6
罚		fɑt7
万		vɑn6
袜		vɑt7
劝		kʰiɛn2
元		ȵiɛn2
原		ȵiɛn2
月		ȵiɛt7
冤		viɛn1
远		viɛn3
决		kiɛt7
缺		kʰiɛt7
血		fiɛt7
县		fiɛn6
穴		fiɛt7
吞		hæn1
根		kæn1=/tɕiæn1-
痕		hæn2
恨		hæn6
恩		ŋæn1
宾		pin1
笔		pit7
匹		pʰit7
贫		pʰin2
民		min2
敏		min3
密		mit7
蜜		mit7
麟		lin2
栗		lit7
进		tɕin2
亲		tɕin1
七		tɕʰit7
尽		tɕʰin6
新		ɕin1
信		ɕin2
镇		tən2
陈		tʰən2
真		tən1
质		tət7
神		sən2
实		sət7
身		sən1
失		sət7
肾		sən6
人		lən2=/ȵin2-
忍		lən3
认		lən6=/ȵin6-
日		lət7=/ȵit7-
巾		tɕin1
紧		tɕʰin3
银		ȵin2
因		in1
印		in2
一		it7
引		in3
斤		tɕin1
筋		tɕin1
勤		tɕʰin2
近		ɕin6
本		pən3
不		pət7
盆		pʰən2
笨		pən6
门		mən2
墩		tən1
顿		tən2
突		tʰət7
嫩		lən6
论		lən6
尊		tsən1
卒		tsət7
村		tsʰən1
寸		tsʰən2
孙		sən1
滚		kən3
骨		kət7
綑		kʰən3
困		kʰən2
昏		fən1
忽		fət7
混		fən6
温		vən1
律		lit7
遵		tsən1
笋		ɕin3
榫		/
准		tən3
春		tʰən1
出		tʰət7
顺		sən6
纯		sən2
闰		lən6
橘		kit7
菌		kʰin3
允		vin3
分		fən1
粪		fən2
坟		fən2
佛		fət7
蚊		vən2=/mən1-
问		vən6
物		vət7
军		kin1
屈		kʰit7
裙		kʰin2
熏		fin1
勋		fin1
训		fin6
云		vin2
运		vin6
帮		pɔn1
博		pɔʔ7
薄		pʰɔʔ7
忙		mɔŋ2
莫		mɔʔ7
膜		mɔʔ7
摸		mɔ1
党		tɔn3
汤		tʰɔn1
托		tʰɔʔ7
堂		tʰɔn2
糖		tʰɔn2
荡		tʰɔn6
郎		lɔn2
狼		lɔn2
浪		lɔn6
落		lɔʔ7
葬		tsɔn2
作		tsɔʔ7
仓		tsʰɔn1
凿		tsʰɔʔ7
桑		sɔn1
钢		kɔn1
各		kɔʔ7
糠		kʰɔn1
抗		kʰɔn2
行	银~	hɔn2
航		hɔn2
恶	善~	ŋɔʔ7
娘		ȵiɔn2
凉		lɔn2
粮		lɔn2
两	~个	iɔn3
两	几~	lɔn3
浆		tsɔn1
蒋		tsɔn3
酱		tsɔn2
雀		tsʰɔʔ7
枪		tsʰɔn1
抢		tsʰɔn3
墙		tsʰɔn2
箱		sɔn1
想		sɔn3
削		sɔʔ7
象		sɔn6
像	~不~	tsʰɔn6
张		tɔn1
长	生~	tɔn3
帐		tɔn2
着	穿~	tɔʔ7
着	睡~	tʰɔʔ7
长	~短	tʰɔn2
肠		tʰɔn2
丈		tʰɔn6
装		tsɔn1
壮		tsɔn2
疮		tsʰɔn1
床		tsʰɔn2
霜		sɔn1
爽		sɔn3
章		tɔn1
掌		tɔn3
昌		tʰɔn1
厂		tʰɔn3
唱		tʰɔn2
瓤		lɔn2
让		lɔn6=/ȵiɔn2-
弱		lɔʔ7=/ȵiɔʔ7-
伤		sɔn1
常		sɔn2
尝		sɔn2
上	~山	sɔn6
上	~面	sɔn6
姜	生~	tsɔn1
脚		tsɔʔ7
强	~大	sɔn2
香		sɔn1
乡		sɔn1
响		sɔn3
向		sɔn2
秧		iɔn1
约		iɔʔ7
羊		iɔn2
杨		iɔn2
痒		iɔn3
样		iɔn6
光		kɔn1
郭		kɔʔ7
荒		fɔn1
谎		fɔn3
黄		vɔn2
方		fɔn1
放		fɔn2
纺		fɔn3
房		fɔn2
网		vɔn3
望		vɔn6=/mɔn2-
筐		kʰɔn1
狂		kʰɔn2
王		vɔn2
绑		pɔn3
剥		pɔʔ7
桌		tsɔʔ7
戳		tsʰɔʔ7
捉		tsɔʔ7
窗		tsʰɔn1
双		sɔn1
江		kɔn1
港		kɔn3
角		kɔʔ7
壳		kʰɔʔ7
巷		hɔn6
学		hɔʔ7
北		pæʔ7
墨		mæʔ7
灯		tæn1
等		tæn3
得		tæʔ7
藤		tʰæn2
特		tʰæʔ7
能		læn2
层		tsʰæn2
贼		tsʰæʔ7
肯		kʰæn3=/tɕʰiæn3-
刻		kʰæʔ7
黑		hæʔ7
冰		pin1
逼		pit7
力		lit7
熄		ɕit7
直		tœʔ7
色		sæʔ7
蒸		tən1
证		tən2
织		tœʔ7
称	一杆~	tʰən2
绳		sən2
食		sœʔ7
升		sən1
识		sœʔ7
极		tɕʰit7
兴	~旺	ɕin1
兴	高~	ɕin2
应	~当	in1
应	~对	in2
蝇		in2
国		kæʔ7
百		pɑʔ7
伯		pɑʔ7
彭		pʰɑn2
白		pʰɑʔ7
猛		mən3
孟		mən6
撑		tsʰɑn1
拆		tsʰɑʔ7
生		sæn1=/sɑn1-
省		sæn3=/sɑn3-
格		kæʔ7=/kɑʔ7-
坑		kʰɑn1
客		kʰɑʔ7
硬		ŋɑn6
额		ŋæʔ7=/ȵiɑʔ7-
吓		hɑʔ7
行	~走	ɕin2=/hɑn2-
棚		pʰən2=/pʰɑn2-
麦		mɑʔ7
脉		mæʔ7
摘		tsɑʔ7
争		tsæn1=/tsɑn1-
隔		kɑʔ7
兵		pin1
柄		pin3
平		pʰin2=/pʰɑn2-
病		pʰɑn6
明		min2=/mɑn2-
命		min6=/mɑn6-
镜		tɕin2=/tsɑn2-
迎		in2
逆		ȵiʔ7=/ȵiɑʔ7-
影		in3=/iɑn3-
饼		pɑn3
名		min2=/mɑn2-
领		lin3=/lɑn3-
岭		lɑn3
精		tɕin1=/tsɑn1-
井		tɕin3=/tsɑn3-
脊		tɕiɑʔ7
清		tɕʰin1=/tsʰɑn1-
请		tɕʰin3=/tsʰɑn3-
情		tɕʰin2
晴		tɕʰin2=/tsʰɑn2-
静		tɕʰin6
姓		ɕin2=/sɑn2-
惜		ɕiʔ7
程		tʰən2
正		tən2=/tɑn2-
只	一~鸡	tɑʔ7
尺		tʰɑʔ7
声		sən1=/sɑn1-
成		tʰən2=/sɑn2-
石		sɑʔ7
颈		tɕin3=/tsɑn3-
轻		tɕʰin1=/sɑn1-
赢		in2=/iɑn2-
壁		piʔ7=/pæʔ7-
瓶		pʰin2
钉	铁~	tɑn1
滴		tiʔ7
听	~见	tʰin1=/tʰɑn1-
踢		tʰiʔ7
停		tʰin2
定		tʰin6
笛		tʰɑʔ7
敌		tʰiʔ7
灵		lin2
青		tɕʰin1=/tsʰɑn1-
星		ɕin1=/sɑn1-
醒		ɕin3=/sɑn3-
锡		sɑʔ7
经		tɕin1
形		ɕin2
矿		kʰɔn6
横	~直	vɑʔ2
轰		fən1
兄		sən1=/fɑn1-
荣		iən2
永		iən3=/vin3-
倾		tɕʰin1
琼		tsʰən2
营		vin2
役		iʔ7
篷		pʰən2
蒙		mən2=/mən1-
木		muʔ7
东		tən1
懂		tən3
冻		tʰən2
通		tʰən1
桶		tʰən3
痛		tən2
铜		tʰən2
动		tʰən6
洞		tʰən6
独		tʰuʔ7
读		tʰuʔ7
笼		lən2
麓		luʔ7
棕		tsən1
粽		tsən2
葱		tsʰən1
送		sən2
公		kən1
工		kən1
谷		kuʔ7
空	~虚	kʰən1
红		fən2
翁		vən1
蕹		n̩2
屋		vuʔ7
冬		tən1
毒		tʰuʔ7
农		lən2
脓		lən2
宗		tsən1
松	~紧	sən1
风		fən1
福		fuʔ7
冯		fən2
凤		fən6
服		fuʔ7
梦		mən6
目		muʔ7
六		liuʔ7
肃		ɕiuʔ7
中	~间	tən1
竹		tuʔ7
虫		tʰən2
众		tən6
粥		tuʔ7
铳		tʰən2
叔		suʔ7
熟		suʔ7
绒		lən2
肉		ȵiuʔ7
弓		kən1
宫		kən1
菊		tɕiuʔ7
穷		sən2
畜	~牧	ɕiuʔ7
熊		sən2
封		fən1
蜂		fən1
缝	裁~	fən2
浓		lən2
龙		lən2
绿		liuʔ7
足		tɕiuʔ7
从	~来	tsʰən2
松	~树	tsʰən2
俗		ɕiuʔ7
重	~复	tʰən2
重	轻~	tʰən6
钟		tən1
肿		tən3
烛		tuʔ7
冲		tʰən1
舂		tən1
辱		luʔ7
供	~应	kən1=/tsən1-
拱		kən3
恐		kʰən3
曲		ɕiuʔ7
共		kʰən6
局		ɕiuʔ7
玉		ȵiuʔ7
胸		sən1
凶		sən1
容		ən2
用		ən6
欲		iuʔ7
