繁體	简体	拼音	/IPa/	[IPA]	注释
肇	肇	sao4	sau˨˦	sᴀɔ˨˦	
少	少	sao4	sau˨˦	sᴀɔ˨˦	~年
紹	绍	sao4	sau˨˦	sᴀɔ˨˦	
邵	邵	sao4	sau˨˦	sᴀɔ˨˦	
臊	臊	sao4	sau˨˦	sᴀɔ˨˦	
鐃	铙	zrao2	zau˨˩	zᴀɔ˨˩	
饒	饶	zrao2	zau˨˩	zᴀɔ˨˩	
嬈	娆	zrao2	zau˨˩	zᴀɔ˨˩	
撓	挠	zrao2	zau˨˩	zᴀɔ˨˩	
晁	晁	zrao2	zau˨˩	zᴀɔ˨˩	
擾	扰	zrao3	zau˦˧	zᴀɔ˦˧	
繞	绕	zrao3	zau˦˧	zᴀɔ˦˧	
嫐	嫐	zrao3	zau˦˧	zᴀɔ˦˧	
繞	绕	zrao4	zau˨˦	zᴀɔ˨˦	~路
高	高	gao1	kau˦˥	ɟ̊ᴀɔ˦˥	
篙	篙	gao1	kau˦˥	ɟ̊ᴀɔ˦˥	
膏	膏	gao1	kau˦˥	ɟ̊ᴀɔ˦˥	
羔	羔	gao1	kau˦˥	ɟ̊ᴀɔ˦˥	
糕	糕	gao1	kau˦˥	ɟ̊ᴀɔ˦˥	
攪	搅	gao2	kau˨˩	ɟ̊ᴀɔ˨˩	~捞捞，表示吃相邋遢或迫切得到的样子
稿	稿	gao3	kau˦˧	ɟ̊ᴀɔ˦˧	
搞	搞	gao3	kau˦˧	ɟ̊ᴀɔ˦˧	
攪	搅	gao3	kau˦˧	ɟ̊ᴀɔ˦˧	白读，即“搞”
告	告	gao4	kau˨˦	ɟ̊ᴀɔ˨˦	
窖	窖	gao4	kau˨˦	ɟ̊ᴀɔ˨˦	
較	较	gao4	kau˨˦	ɟ̊ᴀɔ˨˦	比试
校	校	gao4	kau˨˦	ɟ̊ᴀɔ˨˦	尝试
叫	叫	gao4	kau˨˦	ɟ̊ᴀɔ˨˦	~化子，即乞丐
酵	酵	gao4	kau˨˦	ɟ̊ᴀɔ˨˦	~水，水豆花的汁
敲	敲	kao1	kʰau˦˥	cʰᴀɔ˦˥	文读
蹺	跷	kao1	kʰau˦˥	cʰᴀɔ˦˥	~二郎腿
尻	尻	kao1	kʰau˦˥	cʰᴀɔ˦˥	
考	考	kao3	kʰau˦˧	cʰᴀɔ˦˧	
烤	烤	kao3	kʰau˦˧	cʰᴀɔ˦˧	
拷	拷	kao3	kʰau˦˧	cʰᴀɔ˦˧	
靠	靠	kao4	kʰau˨˦	cʰᴀɔ˨˦	
銬	铐	kao4	kʰau˨˦	cʰᴀɔ˨˦	
熬	熬	ngao1	ŋau˦˥	ɲᶡᴀɔ˦˥	白读
爊	爊	ngao1	ŋau˦˥	ɲᶡᴀɔ˦˥	
熬	熬	ngao2	ŋau˨˩	ɲᶡᴀɔ˨˩	文读
敖	敖	ngao2	ŋau˨˩	ɲᶡᴀɔ˨˩	
嗷	嗷	ngao2	ŋau˨˩	ɲᶡᴀɔ˨˩	文读
咬	咬	ngao3	ŋau˦˧	ɲᶡᴀɔ˦˧	白读
襖	袄	ngao3	ŋau˦˧	ɲᶡᴀɔ˦˧	
拗	拗	ngao3	ŋau˦˧	ɲᶡᴀɔ˦˧	~口
傲	傲	ngao4	ŋau˨˦	ɲᶡᴀɔ˨˦	
奧	奥	ngao4	ŋau˨˦	ɲᶡᴀɔ˨˦	
懊	懊	ngao4	ŋau˨˦	ɲᶡᴀɔ˨˦	
襖	袄	ngao4	ŋau˨˦	ɲᶡᴀɔ˨˦	~裙；棉~
坳	坳	ngao4	ŋau˨˦	ɲᶡᴀɔ˨˦	
拗	拗	ngao4	ŋau˨˦	ɲᶡᴀɔ˨˦	
蒿	蒿	hao1	xau˦˥	çᴀɔ˦˥	
薅	薅	hao1	xau˦˥	çᴀɔ˦˥	文读
毫	毫	hao1	xau˦˥	çᴀɔ˦˥	~子，指散钱、散票或硬币
壕	壕	hao2	xau˨˩	çᴀɔ˨˩	
嚎	嚎	hao2	xau˨˩	çᴀɔ˨˩	
豪	豪	hao2	xau˨˩	çᴀɔ˨˩	
毫	毫	hao2	xau˨˩	çᴀɔ˨˩	
號	号	hao2	xau˨˩	çᴀɔ˨˩	~叫
諕	諕	hao2	xau˨˩	çᴀɔ˨˩	~叫
好	好	hao3	xau˦˧	çᴀɔ˦˧	~坏
好	好	hao4	xau˨˦	çᴀɔ˨˦	喜~
耗	耗	hao4	xau˨˦	çᴀɔ˨˦	
號	号	hao4	xau˨˦	çᴀɔ˨˦	
浩	浩	hao4	xau˨˦	çᴀɔ˨˦	
嗷	嗷	ao3	au˦˧	ɦᴀɔ˦˧	白读
吘	吘	ao4	au˨˦	ɦᴀɔ˨˦	白读2
了	了	ao4	au˨˦	ɦᴀɔ˨˦	白读6
標	标	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
膘	膘	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
鏢	镖	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
剽	剽	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
飈	飚	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
飆	飙	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
猋	猋	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
驫	骉	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
彪	彪	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
滮	滮	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
鑣	镳	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
臕	臕	biao1	piau˦˥	b̥ɨᴀɔ˦˥	
表	表	biao3	piau˦˧	b̥ɨᴀɔ˦˧	
婊	婊	biao3	piau˦˧	b̥ɨᴀɔ˦˧	
裱	裱	biao3	piau˦˧	b̥ɨᴀɔ˦˧	
鰾	鳔	biao4	piau˨˦	b̥ɨᴀɔ˨˦	
嫑	嫑	biao4	piau˨˦	b̥ɨᴀɔ˨˦	“不要”的合音
飄	飘	piao1	pʰiau˦˥	pʰɨᴀɔ˦˥	
飃	飃	piao1	pʰiau˦˥	pʰɨᴀɔ˦˥	
漂	漂	piao1	pʰiau˦˥	pʰɨᴀɔ˦˥	
縹	缥	piao1	pʰiau˦˥	pʰɨᴀɔ˦˥	
嘌	嘌	piao1	pʰiau˦˥	pʰɨᴀɔ˦˥	
飄	飘	piao2	pʰiau˨˩	pʰɨᴀɔ˨˩	在社会上晃荡，不务正业
瓢	瓢	piao2	pʰiau˨˩	pʰɨᴀɔ˨˩	
嫖	嫖	piao2	pʰiau˨˩	pʰɨᴀɔ˨˩	
熛	熛	piao3	pʰiau˦˧	pʰɨᴀɔ˦˧	
瞟	瞟	piao3	pʰiau˦˧	pʰɨᴀɔ˦˧	
殍	殍	piao3	pʰiau˦˧	pʰɨᴀɔ˦˧	
漂	漂	piao4	pʰiau˨˦	pʰɨᴀɔ˨˦	
票	票	piao4	pʰiau˨˦	pʰɨᴀɔ˨˦	
瞄	瞄	miao1	miau˦˥	mᵇɨᴀɔ˦˥	偷~，悄悄地看；粗略地看
苗	苗	miao2	miau˨˩	mᵇɨᴀɔ˨˩	
瞄	瞄	miao2	miau˨˩	mᵇɨᴀɔ˨˩	
描	描	miao2	miau˨˩	mᵇɨᴀɔ˨˩	
渺	渺	miao3	miau˦˧	mᵇɨᴀɔ˦˧	
緲	缈	miao3	miau˦˧	mᵇɨᴀɔ˦˧	
秒	秒	miao3	miau˦˧	mᵇɨᴀɔ˦˧	
藐	藐	miao3	miau˦˧	mᵇɨᴀɔ˦˧	
杳	杳	miao3	miau˦˧	mᵇɨᴀɔ˦˧	
廟	庙	miao4	miau˨˦	mᵇɨᴀɔ˨˦	
妙	妙	miao4	miau˨˦	mᵇɨᴀɔ˨˦	
謬	谬	miao4	miau˨˦	mᵇɨᴀɔ˨˦	~想，即空想
刁	刁	diao1	tiau˦˥	d̥ɨᴀɔ˦˥	
貂	貂	diao1	tiau˦˥	d̥ɨᴀɔ˦˥	
雕	雕	diao1	tiau˦˥	d̥ɨᴀɔ˦˥	
挑	挑	diao1	tiau˦˥	d̥ɨᴀɔ˦˥	~剔；~拨；~意，即故意；嘴巴~，指挑食
鳥	鸟	diao3	tiau˦˧	d̥ɨᴀɔ˦˧	男阴
屌	屌	diao3	tiau˦˧	d̥ɨᴀɔ˦˧	
㞠	㞠	diao3	tiau˦˧	d̥ɨᴀɔ˦˧	
弔	弔	diao3	tiau˦˧	d̥ɨᴀɔ˦˧	
𠄏	𠄏	diao3	tiau˦˧	d̥ɨᴀɔ˦˧	白读
嬲	嬲	diao3	tiau˦˧	d̥ɨᴀɔ˦˧	白读
釣	钓	diao4	tiau˨˦	d̥ɨᴀɔ˨˦	
吊	吊	diao4	tiau˨˦	d̥ɨᴀɔ˨˦	
掉	掉	diao4	tiau˨˦	d̥ɨᴀɔ˨˦	
悼	悼	diao4	tiau˨˦	d̥ɨᴀɔ˨˦	白读
調	调	diao4	tiau˨˦	d̥ɨᴀɔ˨˦	
挑	挑	tiao1	tʰiau˦˥	tʰɨᴀɔ˦˥	
條	条	tiao2	tʰiau˨˩	tʰɨᴀɔ˨˩	
調	调	tiao2	tʰiau˨˩	tʰɨᴀɔ˨˩	
斢	斢	tiao3	tʰiau˦˧	tʰɨᴀɔ˦˧	
嬲	嬲	tiao3	tʰiau˦˧	tʰɨᴀɔ˦˧	~戏
跳	跳	tiao4	tʰiau˨˦	tʰɨᴀɔ˨˦	
挑	挑	niao1	niau˦˥	nᵈɨᴀɔ˦˥	~意，即故意
聊	聊	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
燎	燎	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
潦	潦	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
繚	缭	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
僚	僚	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
撩	撩	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
瞭	瞭	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
膫	膫	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
獠	獠	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
嘹	嘹	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
療	疗	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
遼	辽	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
鷯	鹩	niao2	niau˨˩	nᵈɨᴀɔ˨˩	
了	了	niao3	niau˦˧	nᵈɨᴀɔ˦˧	文读
𠄏	𠄏	niao3	niau˦˧	nᵈɨᴀɔ˦˧	文读
鳥	鸟	niao3	niau˦˧	nᵈɨᴀɔ˦˧	
裊	袅	niao3	niau˦˧	nᵈɨᴀɔ˦˧	
嬲	嬲	niao3	niau˦˧	nᵈɨᴀɔ˦˧	文读
咬	咬	niao3	niau˦˧	nᵈɨᴀɔ˦˧	文读
廖	廖	niao4	niau˨˦	nᵈɨᴀɔ˨˦	
尿	尿	niao4	niau˨˦	nᵈɨᴀɔ˨˦	
脲	脲	niao4	niau˨˦	nᵈɨᴀɔ˨˦	
料	料	niao4	niau˨˦	nᵈɨᴀɔ˨˦	
交	交	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
跤	跤	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
姣	姣	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
郊	郊	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
茭	茭	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
膠	胶	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
教	教	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	~书
焦	焦	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
蕉	蕉	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
鷦	鹪	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
椒	椒	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
驕	骄	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
嬌	娇	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
澆	浇	jiao1	tɕiau˦˥	tɕɨᴀɔ˦˥	
恔	恔	jiao2	tɕiau˨˩	tɕɨᴀɔ˨˩	
狡	狡	jiao2	tɕiau˨˩	tɕɨᴀɔ˨˩	~精，精明狡黠
攪	搅	jiao2	tɕiau˨˩	tɕɨᴀɔ˨˩	~屎棒
餃	饺	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	
絞	绞	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	
狡	狡	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	
矯	矫	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	
攪	搅	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	文读
繳	缴	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	
剿	剿	jiao3	tɕiau˦˧	tɕɨᴀɔ˦˧	
覺	觉	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
教	教	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
校	校	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	~对
較	较	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
轎	轿	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
嚼	嚼	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
叫	叫	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
蕌	蕌	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	
薤	薤	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	~头
澆	浇	jiao4	tɕiau˨˦	tɕɨᴀɔ˨˦	~头
悄	悄	qiao1	tɕʰiau˦˥	tɕʰɨᴀɔ˦˥	
鍬	锹	qiao1	tɕʰiau˦˥	tɕʰɨᴀɔ˦˥	
繰	缲	qiao1	tɕʰiau˦˥	tɕʰɨᴀɔ˦˥	
劁	劁	qiao1	tɕʰiau˦˥	tɕʰɨᴀɔ˦˥	
蹺	跷	qiao1	tɕʰiau˦˥	tɕʰɨᴀɔ˦˥	
翹	翘	qiao1	tɕʰiau˦˥	tɕʰɨᴀɔ˦˥	~脚；死~~
樵	樵	qiao2	tɕʰiau˨˩	tɕʰɨᴀɔ˨˩	
瞧	瞧	qiao2	tɕʰiau˨˩	tɕʰɨᴀɔ˨˩	
翹	翘	qiao2	tɕʰiau˨˩	tɕʰɨᴀɔ˨˩	~的，形容笨手笨脚的样子；~起，形容扭曲不平
喬	乔	qiao2	tɕʰiau˨˩	tɕʰɨᴀɔ˨˩	
橋	桥	qiao2	tɕʰiau˨˩	tɕʰɨᴀɔ˨˩	
蕎	荞	qiao2	tɕʰiau˨˩	tɕʰɨᴀɔ˨˩	
巧	巧	qiao3	tɕʰiau˦˧	tɕʰɨᴀɔ˦˧	
翹	翘	qiao4	tɕʰiau˨˦	tɕʰɨᴀɔ˨˦	
需	需	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	“需要”合音：何~，即何必；不~，即没必要
消	消	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
宵	宵	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
霄	霄	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
硝	硝	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
銷	销	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
僥	侥	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
囂	嚣	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
猇	猇	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
虓	虓	xiao1	ɕiau˦˥	ɕɨᴀɔ˦˥	
餚	肴	xiao2	ɕiau˨˩	ɕɨᴀɔ˨˩	~肉；菜~
淆	淆	xiao2	ɕiau˨˩	ɕɨᴀɔ˨˩	
小	小	xiao3	ɕiau˦˧	ɕɨᴀɔ˦˧	
曉	晓	xiao3	ɕiau˦˧	ɕɨᴀɔ˦˧	
孝	孝	xiao4	ɕiau˨˦	ɕɨᴀɔ˨˦	
酵	酵	xiao4	ɕiau˨˦	ɕɨᴀɔ˨˦	
效	效	xiao4	ɕiau˨˦	ɕɨᴀɔ˨˦	
校	校	xiao4	ɕiau˨˦	ɕɨᴀɔ˨˦	
笑	笑	xiao4	ɕiau˨˦	ɕɨᴀɔ˨˦	
削	削	xiao4	ɕiau˨˦	ɕɨᴀɔ˨˦	~皮
妖	妖	iao1	iau˦˥	ɦɨᴀɔ˦˥	
夭	夭	iao1	iau˦˥	ɦɨᴀɔ˦˥	
央	央	iao1	iau˦˥	ɦɨᴀɔ˦˥	恳求
邀	邀	iao1	iau˦˥	ɦɨᴀɔ˦˥	
腰	腰	iao1	iau˦˥	ɦɨᴀɔ˦˥	
要	要	iao1	iau˦˥	ɦɨᴀɔ˦˥	~求
吆	吆	iao1	iau˦˥	ɦɨᴀɔ˦˥	
幺	幺	iao1	iau˦˥	ɦɨᴀɔ˦˥	
么	么	iao1	iau˦˥	ɦɨᴀɔ˦˥	~~，感叹词，相当于“天，菩萨”
餚	肴	iao2	iau˨˩	ɦɨᴀɔ˨˩	
搖	摇	iao2	iau˨˩	ɦɨᴀɔ˨˩	
謠	谣	iao2	iau˨˩	ɦɨᴀɔ˨˩	
窯	窑	iao2	iau˨˩	ɦɨᴀɔ˨˩	
姚	姚	iao2	iau˨˩	ɦɨᴀɔ˨˩	
堯	尧	iao2	iau˨˩	ɦɨᴀɔ˨˩	
約	约	iao2	iau˨˩	ɦɨᴀɔ˨˩	牵郎郎，~弟弟
舀	舀	iao3	iau˦˧	ɦɨᴀɔ˦˧	
要	要	iao4	iau˨˦	ɦɨᴀɔ˨˦	
耀	耀	iao4	iau˨˦	ɦɨᴀɔ˨˦	
躍	跃	iao4	iau˨˦	ɦɨᴀɔ˨˦	
褒	褒	bou1	pəu˦˥	b̥ɘu˦˥	
煲	煲	bou1	pəu˦˥	b̥ɘu˦˥	~汤
謀	谋	mou2	məu˨˩	mᵇɘu˨˩	文读
某	某	mou3	məu˦˧	mᵇɘu˦˧	文读
厶	厶	mou3	məu˦˧	mᵇɘu˦˧	文读
亩	亩	mou3	məu˦˧	mᵇɘu˦˧	文读
牡	牡	mou3	məu˦˧	mᵇɘu˦˧	~丹
卯	卯	mou3	məu˦˧	mᵇɘu˦˧	
冇	冇	mou3	məu˦˧	mᵇɘu˦˧	
茂	茂	mou4	məu˨˦	mᵇɘu˨˦	文读
貿	贸	mou4	məu˨˦	mᵇɘu˨˦	文读
浮	浮	fou2	fəu˨˩	fɘu˨˩	白读
脬	脬	fou2	fəu˨˩	fɘu˨˩	~肿
覆	覆	fou2	fəu˨˩	fɘu˨˩	~盖
否	否	fou3	fəu˦˧	fɘu˦˧	文读
缶	缶	fou3	fəu˦˧	fɘu˦˧	
阜	阜	fou4	fəu˨˦	fɘu˨˦	地名
埠	埠	fou4	fəu˨˦	fɘu˨˦	地名
都	都	dou1	təu˦˥	d̥ɘu˦˥	白读
兜	兜	dou1	təu˦˥	d̥ɘu˦˥	
蔸	蔸	dou1	təu˦˥	d̥ɘu˦˥	
逗	逗	dou1	təu˦˥	d̥ɘu˦˥	白读
頭	头	dou1	təu˦˥	d̥ɘu˦˥	石~；骨~；屋~；河~
賭	赌	dou2	təu˨˩	d̥ɘu˨˩	~气
斗	斗	dou3	təu˦˧	d̥ɘu˦˧	升~
陡	陡	dou3	təu˦˧	d̥ɘu˦˧	
鬥	斗	dou4	təu˨˦	d̥ɘu˨˦	
對	对	dou4	təu˨˦	d̥ɘu˨˦	~头
湊	凑	dou4	təu˨˦	d̥ɘu˨˦	白读
豆	豆	dou4	təu˨˦	d̥ɘu˨˦	
逗	逗	dou4	təu˨˦	d̥ɘu˨˦	文读
荳	荳	dou4	təu˨˦	d̥ɘu˨˦	
痘	痘	dou4	təu˨˦	d̥ɘu˨˦	
就	就	dou4	təu˨˦	d̥ɘu˨˦	白读
偷	偷	tou1	tʰəu˦˥	tʰɘu˦˥	文读
頭	头	tou1	tʰəu˦˥	tʰɘu˦˥	里~；后~；馒~
頭	头	tou2	tʰəu˨˩	tʰɘu˨˩	
投	投	tou2	tʰəu˨˩	tʰɘu˨˩	
抖	抖	tou3	tʰəu˦˧	tʰɘu˦˧	
敨	敨	tou3	tʰəu˦˧	tʰɘu˦˧	
㪗	㪗	tou3	tʰəu˦˧	tʰɘu˦˧	
透	透	tou4	tʰəu˨˦	tʰɘu˨˦	
偷	偷	lou1	ləu˦˥	l̃ɘu˦˥	白读
撈	捞	lou1	ləu˦˥	l̃ɘu˦˥	~起来；~家什
顱	颅	lou1	ləu˦˥	l̃ɘu˦˥	额~，即额头
嘍	喽	lou1	ləu˦˥	l̃ɘu˦˥	白读2
樓	楼	lou2	ləu˨˩	l̃ɘu˨˩	
僂	偻	lou2	ləu˨˩	l̃ɘu˨˩	
婁	娄	lou2	ləu˨˩	l̃ɘu˨˩	
摟	搂	lou3	ləu˦˧	l̃ɘu˦˧	
縷	缕	lou3	ləu˦˧	l̃ɘu˦˧	
褸	褛	lou3	ləu˦˧	l̃ɘu˦˧	
嶁	嵝	lou3	ləu˦˧	l̃ɘu˦˧	
嘍	喽	lou3	ləu˦˧	l̃ɘu˦˧	文读
簍	篓	lou3	ləu˦˧	l̃ɘu˦˧	
漏	漏	lou4	ləu˨˦	l̃ɘu˨˦	
陋	陋	lou4	ləu˨˦	l̃ɘu˨˦	
鄒	邹	zou1	tsəu˦˥	tsɘu˦˥	
周	周	zou1	tsəu˦˥	tsɘu˦˥	
舟	舟	zou1	tsəu˦˥	tsɘu˦˥	
州	州	zou1	tsəu˦˥	tsɘu˦˥	
洲	洲	zou1	tsəu˦˥	tsɘu˦˥	
㥮	㤘	zou2	tsəu˨˩	tsɘu˨˩	白读
走	走	zou3	tsəu˦˧	tsɘu˦˧	
肘	肘	zou3	tsəu˦˧	tsɘu˦˧	
帚	帚	zou3	tsəu˦˧	tsɘu˦˧	
奏	奏	zou4	tsəu˨˦	tsɘu˨˦	
揍	揍	zou4	tsəu˨˦	tsɘu˨˦	
晝	昼	zou4	tsəu˨˦	tsɘu˨˦	
紂	纣	zou4	tsəu˨˦	tsɘu˨˦	
肘	肘	zou4	tsəu˨˦	tsɘu˨˦	硬~，指坚硬结实
宙	宙	zou4	tsəu˨˦	tsɘu˨˦	
㑳	㑳	zou4	tsəu˨˦	tsɘu˨˦	
縐	绉	zou4	tsəu˨˦	tsɘu˨˦	文读
皺	皱	zou4	tsəu˨˦	tsɘu˨˦	文读
㑇	㑇	zou4	tsəu˨˦	tsɘu˨˦	
䋓	䋓	zou4	tsəu˨˦	tsɘu˨˦	文读
帚	帚	zou4	tsəu˨˦	tsɘu˨˦	敝~自珍
咒	咒	zou4	tsəu˨˦	tsɘu˨˦	
築	筑	zou4	tsəu˨˦	tsɘu˨˦	装填
做	做	zou4	tsəu˨˦	tsɘu˨˦	白读
搊	搊	cou1	tsʰəu˦˥	tsʰɘu˦˥	
𢫧	𢫧	cou1	tsʰəu˦˥	tsʰɘu˦˥	
𢬞	𢬞	cou1	tsʰəu˦˥	tsʰɘu˦˥	
𢬆	𢬆	cou1	tsʰəu˦˥	tsʰɘu˦˥	
𢬟	𢬟	cou1	tsʰəu˦˥	tsʰɘu˦˥	
𢮢	𢮢	cou1	tsʰəu˦˥	tsʰɘu˦˥	
㨄	㨄	cou1	tsʰəu˦˥	tsʰɘu˦˥	
掫	掫	cou1	tsʰəu˦˥	tsʰɘu˦˥	
抽	抽	cou1	tsʰəu˦˥	tsʰɘu˦˥	
綢	绸	cou2	tsʰəu˨˩	tsʰɘu˨˩	
稠	稠	cou2	tsʰəu˨˩	tsʰɘu˨˩	
籌	筹	cou2	tsʰəu˨˩	tsʰɘu˨˩	
躊	踌	cou2	tsʰəu˨˩	tsʰɘu˨˩	
愁	愁	cou2	tsʰəu˨˩	tsʰɘu˨˩	
仇	仇	cou2	tsʰəu˨˩	tsʰɘu˨˩	
酬	酬	cou2	tsʰəu˨˩	tsʰɘu˨˩	
醜	丑	cou3	tsʰəu˦˧	tsʰɘu˦˧	
丑	丑	cou3	tsʰəu˦˧	tsʰɘu˦˧	
瞅	瞅	cou3	tsʰəu˦˧	tsʰɘu˦˧	
湊	凑	cou4	tsʰəu˨˦	tsʰɘu˨˦	文读
驟	骤	cou4	tsʰəu˨˦	tsʰɘu˨˦	
臭	臭	cou4	tsʰəu˨˦	tsʰɘu˨˦	
搜	搜	sou1	səu˦˥	sɘu˦˥	
颼	飕	sou1	səu˦˥	sɘu˦˥	
餿	馊	sou1	səu˦˥	sɘu˦˥	
嗖	嗖	sou1	səu˦˥	sɘu˦˥	
蒐	蒐	sou1	səu˦˥	sɘu˦˥	
收	收	sou1	səu˦˥	sɘu˦˥	
手	手	sou3	səu˦˧	sɘu˦˧	
首	首	sou3	səu˦˧	sɘu˦˧	
守	守	sou3	səu˦˧	sɘu˦˧	
叟	叟	sou3	səu˦˧	sɘu˦˧	
嗽	嗽	sou4	səu˨˦	sɘu˨˦	
瘦	瘦	sou4	səu˨˦	sɘu˨˦	
獸	兽	sou4	səu˨˦	sɘu˨˦	
壽	寿	sou4	səu˨˦	sɘu˨˦	
受	受	sou4	səu˨˦	sɘu˨˦	
授	授	sou4	səu˨˦	sɘu˨˦	
售	售	sou4	səu˨˦	sɘu˨˦	
柔	柔	zrou2	zəu˨˩	zɘu˨˩	
揉	揉	zrou2	zəu˨˩	zɘu˨˩	
蹂	蹂	zrou2	zəu˨˩	zɘu˨˩	
糅	糅	zrou2	zəu˨˩	zɘu˨˩	
勾	勾	gou1	kəu˦˥	ɟ̊ɘu˦˥	文读
鉤	钩	gou1	kəu˦˥	ɟ̊ɘu˦˥	
佝	佝	gou1	kəu˦˥	ɟ̊ɘu˦˥	
溝	沟	gou1	kəu˦˥	ɟ̊ɘu˦˥	
勾	勾	gou2	kəu˨˩	ɟ̊ɘu˨˩	白读
夠	够	gou2	kəu˨˩	ɟ̊ɘu˨˩	~起~起的
狗	狗	gou3	kəu˦˧	ɟ̊ɘu˦˧	
枸	枸	gou3	kəu˦˧	ɟ̊ɘu˦˧	~杞
岣	岣	gou3	kəu˦˧	ɟ̊ɘu˦˧	
苟	苟	gou3	kəu˦˧	ɟ̊ɘu˦˧	
夠	够	gou4	kəu˨˦	ɟ̊ɘu˨˦	
苟	苟	gou4	kəu˨˦	ɟ̊ɘu˨˦	姓
垢	垢	gou4	kəu˨˦	ɟ̊ɘu˨˦	
逅	逅	gou4	kəu˨˦	ɟ̊ɘu˨˦	
構	构	gou4	kəu˨˦	ɟ̊ɘu˨˦	
購	购	gou4	kəu˨˦	ɟ̊ɘu˨˦	
媾	媾	gou4	kəu˨˦	ɟ̊ɘu˨˦	
摳	抠	kou1	kʰəu˦˥	cʰɘu˦˥	
瞘	眍	kou1	kʰəu˦˥	cʰɘu˦˥	
口	口	kou3	kʰəu˦˧	cʰɘu˦˧	
叩	叩	kou4	kʰəu˨˦	cʰɘu˨˦	
扣	扣	kou4	kʰəu˨˦	cʰɘu˨˦	
寇	寇	kou4	kʰəu˨˦	cʰɘu˨˦	
蔻	蔻	kou4	kʰəu˨˦	cʰɘu˨˦	
歐	欧	ngou1	ŋəu˦˥	ɲᶡɘu˦˥	
毆	殴	ngou1	ŋəu˦˥	ɲᶡɘu˦˥	
謳	讴	ngou1	ŋəu˦˥	ɲᶡɘu˦˥	
摳	抠	ngou1	ŋəu˦˥	ɲᶡɘu˦˥	~心挖肚
區	区	ngou1	ŋəu˦˥	ɲᶡɘu˦˥	姓
