	注释：-白读，=文读
t	[1]□{～□tɑ55-21：姑妈}[2]头{年～}抬枱{桌子}[3]底[5]戴{姓}豆{～角：豇豆、扁豆、四季豆等}
tʰ	[1]胎{上～：动物交配}代[5]透{～日头：天气放晴}溻{湿～了：湿透了}□{做～□ti-21：做完了}[7]铁
d	[5]头{日～：太阳}豆{糜～：饭篓}[7]跌{～下底：摔下来}□{日头～窟：太阳下山}
l	[5]赖{鸡～菢：母鸡处于孵卵状态}癞
ts	[1]栽斋{忌～：不吃荤菜}□{古～坪：旧称古丈县}[2]财豺{～犬：豺}[5]榨树事-{讲～：讲话；说事情}杂[7]折{～耳根：鱼腥草}
tsʰ	[1]猜搊{双手托举}[3]取娶[7]插
dz	[2]扯李{～～：李子}撕{～腐：撕坏}[5]射{～屎～尿：不自主地拉屎拉尿}裂
s	[1]些筛馊收[3]数{～铜钱：数钱}使{手～巾：擦汗的小毛巾}[5]晒[7]谢{～花：花朵枯萎衰败}缩{～黑：黄昏}杀
z	[5]蚰{～脚虫：蚰蜒}□{～脚～手：手舞足蹈}
k	[1]街□{□ʑiəɯ33～□dɑŋ33□tɕʰio53：秋千}[2]□{～脑：稻穗弯垂}[3]改[5]锯界{老～头：海拔高、离城里远的山}戒□{等一～子：等一会儿}□{望～子：看看；看一下}
kʰ	[1]开
ɡ	[5]倔{～□ti-55：形容不灵活、比较笨的人}
x	[3]弟[5]齁{扯～：支气管炎}□{～巴：蝗虫}[7]海
ɣ	[2]侯{姓}喉{～□sɑŋ55-21：喉咙}[3]还厚后
ɦ	[2]□{咱们}□{～胳□ləɯ55：挠痒痒的游戏}[5]嬉{玩}
∅	[3]矮[5]害
#iɑ	
l	[1]□{□liəɯ212～□ti-21：东西掉了}[3]柳[5]掉[7]六绿
tɕ	[1]揪{掐}[2]求[3]酒九韭[5]甲
dʑ	[2]泅{～水：游泳}球□{～树：一种树，最大有一抱，用作柴，树叶可以杀虫、捕鱼或治疗被虫感染的伤口}
∅	[5]爷-{父亲}
#uɑ	
t	[1]堆{～在一团：堆成一堆}[5]对队{竖～：站队}碓
tʰ	[1]队{有～：有伴儿}□{～掉：跑了}□{～花：动物阉割不彻底}□{～金：镀金}[3]腿[5]褪退
d	[5]堆{一～牛屎}
ts	[2]啄{～木□kuɑŋ53：啄木鸟}撮[5]晬{～数：年龄，《广韵》去声队韵子队切，周年子也}[7]抓捉
tsʰ	[1]催
dz	[3]罪
s	[2]□{有分叉的小树枝}[5]碎[7]刷
k	[1]瓜蜗[3]寡□{着水～了：(东西)被洪水冲走了}[5]盖怪[7]剐刮骨-{～头}
kʰ	[3]□{打}[5]块快[7]窟{眼儿；洞穴}
x	[1]花□{～过余：菜烧得太过软烂}[2]坏画{～黑：抹锅底灰}
∅	[1]挖{～地}[3]瓦
#e	
m	[5]默
f	[5]肺
ŋ	[5]额={定～}
x	[5]核
#ie	
p	[1]边{～□lẽ212骨：排骨}□{澡衣～：洗衣的棒槌}[2]便{～宜}[5]边{～里：旁边}变遍别□{梢～：橹}[7]壁{～角：房屋外的走廊}憋{～气}
pʰ	[1]偏[5]片骗撇[3]辫
b	[1]□{捋}
m	[1]篾棉[3]米[5]面{澡～：洗脸}麵{食～：吃面}
t	[1]多爹={父亲}[2]啼{鸡～}陈{～米：积年的旧米}[5]蒂[7]摘
tʰ	[1]拖屉{～箱：抽屉柜}伸[5]蜕[7]撤{搞不～：忙不过来}踢{～蹄：尥蹶子}
l	[1]镰连{～拢来：连起来}犁{～耙：犁田工具的统称}莲{～花□tiɑu212：地名}沅{～陵：地名}剔引{火～岩：一种取火器，用铁链将石头摩擦起火}□{苦～□ti-21：很苦}[2]啼{～面：哭脸}[3]碾{～米}[5]地
tɕ	[1]犍{～猪匠：以阉猪为职业的人}肩惊经-{2讲～：责备他人}禁{不～使：使用时间不长}斤筋[2]勤{～～：勤快}芹前{1车～草}[3]坐{～下底：坐下来}骑紧[5]节={～骨草}镜[7]姐借接揭节-{过～气：过节}结{～偏厦：在正房旁边修一个偏房}
tɕʰ	[1]亲牵[3]近[5]牵{挂～：想念}纤{搭～：修木屋拉纤绳}[7]切
dʑ	[2]齐前{2～年}咸[5]掮{～树：将树扛在肩膀上}[7]里{2五～道：五里路}□{～家：节省}
ȵ	[1]燃银{～子}[2]孽{造～：可怜}[5]业{艺～人：工匠}染
ɕ	[1]心辛新-{～女子：待嫁的新娘}鲜薪□{dʑye212～：砍柴；破～：破财}先-{家～：祖先排位}惜[5]信姓细[7]歇
∅	[1]瞖淹腌餍{饱}[5]爷={师～：法官}印{玉玺；大官用的章子}映
#ue	
t	[2]椽{～角：椽皮}[5]赚转{～青：秧苗长大了}
l	[1]轮
#ye	
tɕ	[1]军{当～：当兵}[2]拳[3]卷[5]鳜{～鱼}[7]□{吮吸}
tɕʰ	[1]圈吹崔{姓}[5]劝脆[7]怯缺{田～：农田中进、排水的缺口}
dʑ	[2]茄转{～街：在街上闲逛}□{～人：不通人情的人}□{砍}□{～口：皲裂}[3]脐[5]旋转□{kʰuɑ35～～：转圈儿}勺
ȵ	[5]润[7]月
ɕ	[3]选[5]掀{扔；推}楦[7]血雪
ʑ	[5]药[7]钥
∅	[1]冤烟熏[2]云[5]圆{～桶匠：制造盆、桶等器物的工匠}运圂{猪～：猪圈}[7]永{～顺：地名}
#o	
p	[1]玻巴{～对字：贴对联}疤[2]钯{～头：将粮食摊开的工具}[5]坝[7]芭{～冲：地名}百伯柏
pʰ	[1]白[5]帕[7]拍
b	[5]婆{～～：奶奶}排{岩～溪：地名}
m	[1]麻[2]□{～□ku35□tɕyi55□tɕyi55：一种黑色蚂蚁，体长一公分左右，有毒}□{～□in55刀刀：螳螂}[3]马码{～脑：码头}蚂[5]魔婆{阿～：祖母}[7]抹{～布}麦
t	[1]驮{～□uo33室：拿回家}□{～脑牯：抬头}[7]搭答
tʰ	[2]塌{着土～：被泥沙冲或埋了}
l	[1]□{～眉豆角：眉豆}[2]大{2～豆}□{爬}[7]腊辣
ts	[1]渣[3]两{～个人}□{两，～个人}[5]炸溅闸□{发～：发炎}[7]炙□{包□mẽ-55～猪：用玉米在短时间内将猪催肥}□{～水：用塞子把水管堵住}□{～□ku53-21□bʌɯ212：腋下}
tsʰ	[1]差车石{～灰}□{～□zuai55：蚯蚓}[5]岔□{室～：地基}[7]擦尺
dz	[2]喏{唱～：作揖}[5]查{～脚：找脚印}
s	[1]畲{～刀：砍柴的刀}纱三{～角岩：三角形的石头}杉[7]□{～贴：收拾；打扫}
z	[2]线[3]惹野[5]夜浴{澡～：洗澡}
k	[1]家-{2安～}加[2]舅{～～}郭{姓}[3]假贾{姓}[5]架嫁[7]剪夹隔□{□lio212～：围嘴儿}
kʰ	[2]卡□{～□lo-21：小渣滓}[5]□{～时：昨天}[7]颗客
ŋ	[1]牙芽衙伢桠[7]研{～平}额-{～门头：额门}
x	[1]鳃[2]合{～身}[5]匣{～里：缝隙；狭窄处}[7]哧瞎
#io	
l	[1]□{～□ti-55：手有残疾的人}[2]□{～□ko53：围嘴儿}[7]□{～树炭：用栗子树的树干制成的木炭}
tɕ	[5]□{带有责备语气地说}
tɕʰ	[5]□{～雨：躲雨}[7]□{□ʑiəɯ33□kɑ55□dɑŋ33～：秋千}
dʑ	[2]流[5]谢{姓}跨{～一脚：比喻寡妇再嫁}□{一～：张开大拇指和中指的长度}
ȵ	[1]黏鲇□{～□ti-55：脚有残疾的人}[2]咬[7]历
ɕ	[3]写[5]鞘
∅	[5]游{～水：鱼划水}
#uo	
tʰ	[2]沓{一～纸}
l	[2]□{～□mẽ212子：蚂蚁}
∅	[1]鸦{～鹊：喜鹊}莴{～笋}丫{树～：树丫杈}□{～□tsʰo-21：裸体}[2]阿{～姨：母之妹}□{～～：叔叔}□{你是～个：你是哪个；你是谁}[3]下哑沤□{驮～室：拿回家}[5]狭{窄；小}握{～手}[7]扼轭
#yo	
tɕ	[5]就{生～□ti-21：命中注定}[7]涩脊
tɕʰ	[1]夸[5]□{～□tu55□tu55：捉迷藏}
#ɤ	
p	[2]簸[5]背{脚～：脚面}[7]北
pʰ	[5]破{～篾：篾匠工作中的一道程序}
b	[2]□{～腰：弯腰}[5]苗{讲～：说苗话}
m	[1]埋-{～人：将人埋在土里}[7]墨脉
f	[2]符扶[1]腐{坏；腐烂}
t	[3]肚[5]度{跟你～：给你}渡戴{～帽：戴帽子}[7]得
tʰ	[1]撮[3]土[5]吐
ts	[1]枝[2]锄[3]纸只{～有}[5]做[7]隻{一～笔}□{～□fɑ35：可怜}
tsʰ	[1]粗初贼[3]是在[5]菜
dz	[2]裁移[3]舐{舔}[5]舌[7]热
s	[1]梳[3]色{～道：颜色}[7]什{～个：什么}叶蜇{～□kɑ33-21：被蜜蜂等蜇一下}塞
z	[2]来[5]要渠{他}
k	[1]胳□{ɦɑ212～□ləɯ55：挠痒痒的游戏}[5]拱{～脑牯：人或动物低垂着头；～腰：弯腰}[7]合{～拢来：合起来}
kʰ	[3]起[7]黑麴{酒～}
x	[1]灰
#ai	
p	[1]□{跛足}[2]盆[3]本粉
b	[5]□{～日：平常；平日}
m	[1]门霉{炉头～：房屋内经过长期熏烤而形成的黑灰}[2]□{～□li55-21簪：小的插花头饰}[3]尾{～娘：后妈}[5]埋={～怨}[7]密
f	[1]分[2]豶{～猪：公猪}[3]翻反
v	[1]闻{嗅}微{～笑：不出声地笑}[3]远
t	[1]癫{神经错乱；轻狂}□{～犬子：蝼蛄}[2]填[3]点
tʰ	[1]天[3]垫
d	[2]沉[3]□{凹}
l	[1]年[2]田甜{～菜：菠菜}[3]簟
ts	[1]尖-{～包：山峰尖的山}针真[2]钱前{3～门}□{□ɕin55～：火铲}[3]枕仗
tsʰ	[1]签千[3]浅鳝{～鱼}
dz	[2]缠[7]□{雨～了：雨停了}
s	[1]深山身籼{～谷}生{1催～：孕妇产前一周左右，娘家人带鸡等礼品来探望，意思是快点儿生}[2]煽[3]闪[7]醒{～菢：鸡不赖孵了}色{天～：天气}
z	[2]盐檐神淋
k	[1]跟根[7]整梗□{tsu33子～：高粱杆}
ŋ	[3]眼
x	[3]恨[7]狠
ɣ	[3]陷
∅	[5]□{～笔大些，□uŋ55笔儿些：这个大，那个小}□{～□tɕʰi33四点钟：现在是四点}
#uai	
t	[1]墩驐{～犬：阉割公狗}□{一～货：一次货}□{～老人家：敬祖先}
l	[2]□{伏土～：禾伏倒；跌～：摔跤}
ts	[1]砖
tsʰ	[1]春村椿穿[2]荈{茶水}[7]蠢□{用拳头往下按}
dz	[2]船椽{～皮}
s	[1]孙甥[2]□{菜～子：菜薹的统称}[3]损{竹子～□ti-21：竹子要断不断}榫笋顺{永～：地名}
z	[1]□{□tsʰo55～：蚯蚓}[2]匀{雨水～：风调雨顺}
k	[1]裈{裤子}[3]滚{～子：轮子}国
kʰ	[3]犬会{～计}
x	[1]昏浑荤□{～～媳妇：旧时指童养媳}[2]□{谷子～：谷子长得壮}
∅	[1]温瘟歪[2]魂横外[3]稳[5]□{～药：吞药}
#ɔi	
m	[5]闷问
pʰ	[5]喷{～水}
f	[5]喷{～嚏}饭{～扫毛：饭帚}
v	[5]份
ts	[5]箭
s	[5]扇鏾{～鸡：阉鸡}
#uɔi	
t	[5]顿
l	[5]嫩
ts	[5]□{～风：刺骨的寒风}
tsʰ	[5]寸□{麻～：皲裂}
z	[5]顺闰
k	[5]灌棍
#ei	
p	[1]杯碑[2]辈[3]秘
pʰ	[1]批
m	[1]梅霉{～豆腐：豆腐乳}[7]每
f	[1]飞吠[2]肥粪
v	[5]桅
#uei	
t	[1]䨨{雷}[2]槌锤
ts	[3]最
tsʰ	[1]炊
s	[7]水={～泥}
k	[1]规龟柜{碗～}
ɡ	[5]葵
x	[3]会{开～}
∅	[1]萎{～鸡：打蔫儿的鸡(与“雄鸡”相对)}
#ɑu	
p	[1]巴{嘴～}包苞{烧～：温度过高导致芽苞烧坏；长花～子：长花蕾}□{黄□lia-35～：本地的一种瓜，形似三叶木通，瓜瓤可食，味甜}[2]□{～药：煨药}□{骨□ɕin33～：膝盖}[3]保宝[7]剥
pʰ	[1]抛藨{三月～：农历三月成熟的一种野果，长得像小草莓}胞{衣～：胎盘}□{～□tsɑŋ33：背篓}□{～薪：空心或不结实的柴}[2]铇[3]菢刨{～丝：刨子刨的木屑}
b	[2]刨{～松点：用小锄头等工具挖松一点}
m	[1]毛{茅～人：稻草人}猫
t	[1]刀[2]淘{～溪：地名}
tʰ	[3]□{～戒：戒指}
d	[2]跳{～出去}
l	[1]捞{用}[2]桃捞{～糜办菜：做饭炒菜}[3]脑老□{苦～皮树：苦楝树}
ts	[1]糟招{～家：招女婿上门}□{～□pɑ-21菜：一种泡菜，放在火坑旁边煨12小时左右可食}[2]槽[3]早枣蚤{犬～：跳蚤}澡{～面：洗脸}爪赵{姓}兆少□{八～坪：地名}
tsʰ	[1]抄[3]草騲{～猪：母猪}嫂炒
dz	[2]潮䐬{因缺少油水而腹饥}
s	[1]臊梢{～□pie33：橹}烧[3]道扫
z	[1]窑[2]鹞{～子：飞蛾；蝴蝶}摇融
k	[1]高篙交-{～椅：有靠背的椅子}教{～乡：教人说乡话}铰[3]稿搞{～难□ti-21：干累了}[7]角
kʰ	[3]敲{～腥：去鱼鳞}[7]壳
ŋ	[1]爊{用水炖煮}
x	[1]蒿薅[3]好
ɣ	[2]□{～杆：晾晒衣物的竹竿}
∅	[2]□{～白：钻心虫吃了稻秆，稻谷变白}□{踒}
#iɑu	
p	[1]膘[3]表{～药：治疗水痘等的草药}
pʰ	[1]飘[2]□{～□kɑ33-21绒毛：用火将细毛处理于净}
m	[1]苗
t	[1]刁{～口：挑食}中[2]条筒{烟～：烟囱}□{姑～：姑夫}□{莲花～：地名}
tʰ	[1]挑[3]重{好～：多重；很重}[7]调{～土：调弄土}
d	[2]叠{一～碗：摞起来的十个碗}筒{一～室：一栋房子}重{～孙}
l	[1]撩龙料□{～树：锯树}[2]虫[3]□{～头：山岭}
tɕ	[1]焦{～衣：小鸡雏孵不出来}浇交={～铳：交枪}供□{唱～歌：男女对唱有关感情的山歌}□{～钵：擂钵}[2]穷□{～眼珠：眨眼示意}□{～娘：蜻蜓}□{青～虺：竹叶青}[3]桥荞□{～眼珠：眨眼}□{同妈～肚：同父同母}
tɕʰ	[1]锹{锄头}[2]嚼[3]轿[7]巧{好～：过分推脱}
dʑ	[2]松{～树}重{～阳}
ȵ	[1]浓{～水：潲水；浑水}[3]绕
ɕ	[1]消宵萧箫胸[2]雄{～鸡：雄威的鸡}[3]□{～星：凌晨3-4点，天空中最亮的星星旁边的那颗小星星}[7]削
∅	[1]邀腰幺{～宝：最小的儿子}[3]舀
#ɔu	
p	[5]豹爆报{～信：向某人告知某事}□{～腰：驼背}□{～调去：凸起来}
pʰ	[5]泡{～子：泡泡}炮
b	[5]抱
m	[5]冒帽
t	[5]倒{～呛：皮肤上起的倒刺}
tʰ	[5]套太{～阿父：曾高祖父}
d	[5]盗{偷}
l	[5]闹□{～疮子：疥疮}捞{～斗：掳小虾的工具。《集韵》郎到切}□{～人：(太油腻)吃伤了}
ts	[5]罩照
tsʰ	[5]臭造
s	[5]笑
z	[5]丑□{老实、差}
k	[5]告{～花子：乞丐}教{～牛：教小牛耕田}跤{跌～：摔跤}蛟
kʰ	[5]靠
ŋ	[5]□{～鸡□kuŋ55：煎鸡蛋}
x	[5]孝
ɦ	[5]好{～强：争强好胜}号{吹～}学
∅	[5]坳{～头：山坳}印{～尺寸：量尺寸}□{～寸虫：尺蠖}
#iɔu	
pʰ	[5]漂票□{～雨：潲雨}
m	[5]庙
t	[5]调{～出去：调动(岗位)}吊
ȵ	[5]尿
#əɯ	
m	[2]亩牡
l	[1]□{□ɦɑ212胳～：挠痒痒的游戏}[2]撸{～衣袖：将衣袖挽起来}芦{～藤：葫芦藤}□{～渣滓：从桶里、水里等把渣滓捞出来}[3]庐[5]萝{醋～卜：用醋泡的萝卜}鹭{～鸶}露读大{3～蜂：体型较大的野蜂}[7]纳{～履底：纳鞋底}□{～虾米：在小溪流里把小虾捞起来}
t	[7]赌{～博}㞘{底部}
tʰ	[1]独着{被动标记}[5]兔{～儿子：兔子}
d	[2]蹲[5]徒
ts	[7]□{～娘：母之姐}
dz	[7]落{2～雨：下雨}
s	[7]缩{～儿：缩小}
k	[1]箕-{簸箕}[3]瞿{姓}[5]个舅{～～}[7]急
kʰ	[5]去[2]扣
ɡ	[1]□{～□kɑ55老：益母草}[2]渠{水～：天然形成的小水道}[5]锯救割[7]嗝{饱～}
ŋ	[1]牛{～轭}[5]饿[7]藕
ɣ	[2]禾{～米酒：用小米做的烧酒}
ɦ	[2]红[3]许{允许}
∅	[1]炎{肿}[5]瓮[2]乌{手～了：手出现淤青}[7]计
#iəɯ	
t	[1]猪蜘[5]箸住
tʰ	[5]唾{～～子：吐口水}
l	[2]□{流～：流口水}□{～□liɑ55□ti-21：(东西)掉了}[3]落{3～气：(人去世)咽气}里{3被絮～子：被褥}[7]力
tɕ	[1]书留□{巴巴～：新娘在脑后梳的一个发髻}□{马～根：竹鞭}[2]时{～□tsɑ53-21：时候；时辰}□{～栗子：板栗}[3]守[5]咒[7]竹织烛{过年或老人去世时点的大蜡烛}
tɕʰ	[1]蛆熟□{～钱：一点点地攒钱}□{生眼～：结膜炎}□{～死了：很娇气}[2]□{耙～：耙齿}[5]镬{大锅}[7]属
dʑ	[2]流[5]袖时□{kʰo33～：昨天}冲{腐泥～：地名。“冲（衝）”《集韵》去声昌用切，要也。也就是“要冲（衝）”，意为险要之地，古丈多用于地名}□{田边小水沟}[7]□{～铜钱：现金}
ȵ	[1]鱼[3]女理[7]肉
ɕ	[3]手{～指娘：大拇指}[5]锈瘦粟{小米}[7]粟{姓}
ʑ	[5]食{吃}由{～渠搞：随他弄}□{～□kɑ55□dɑŋ33□tɕʰio53：秋千}
#ʌɯ	
p	[2]朋膨棚甏{盛放酒或粮食的大坛子}
pʰ	[5]蓬{发～：秧苗开始长密了}[7]捧
b	[2]缝{～衣}□{～臭：苍蝇围着有味道的物体转}□{□tso53□ku53-21～：腋下}[5]篷{河～：地名}□{～人：将人埋在土里}□{被絮～里：被窝里面}□{～倒鼓里头：蒙在鼓里}
m	[1]蒙{揭～帕：揭新娘的盖头}[2]蠓{蠓子}
f	[1]风枫{～向树：枫树}封蜂[3]凤{～滩：河名}
v	[2]熊-{犬～：狗熊}物{野～：野生动物}[5]缝
t	[1]东冬[5]冻{～天：气温低的天气}
tʰ	[1]通{一～夜：整夜}桶统{～去：都去}
d	[2]铜桐同[5]洞
l	[1]牢笼龙[2]拢[5]□{树木～：树林}
ts	[1]舂聋棕钟[2]□{围篱笆打的桩子}[3]种[5]皱{皱纹}
tsʰ	[1]聪葱充[5]铳{枪}
dz	[3]动[7]逐{～场：赶集}□{减}□{擀}
s	[1]鬆{～紧：松紧带}[2]□{～谷子：不饱满的稻谷}[5]痛送宋{姓}
k	[1]公工[5]拱
kʰ	[1]空{～心菜：蕹菜}[5]空{得不得～：有没有时间}□{一～室：一间房}
x	[1]烘[2]哄
ɣ	[2]红洪
ɦ	[5]巷□{一～一～：(秧苗)一行行}
#ã	
p	[1]扳[3]办
pʰ	[1]攀{～秆：稻谷秆长起来之后往下倒，预示长不了谷子}
f	[3]犯{～罪}
t	[1]单{～另：另外}
tʰ	[1]贪财
d	[5]弹={～三皮：一种棋牌游戏}谈□{～条：过年或老人去世时烧的大蜡烛}
l	[5]南男{～人：妻称夫}栏{～杆}
ts	[3]占[7]攒{～钱}
tsʰ	[1]参[7]铲产
s	[1]衫[3]善
k	[7]敢
ŋ	[1]庵[3]暗
x	[5]寒{～鸡：一种野鸡，学名叫白鹇}[7]限
#iã	
