pi{34}蜱蓖箅
ŋa{312}衙牙芽
ŋa{42}雅瓦
ŋa{54}讶
ha{34}哈虾下{动词}
ha{312}霞瑕蝦遐暇
ha{42}下夏厦{厦门}
ja{34}野也
ja{312}爷
ja{42}夜
ja{54}亚
a{34}鸦桠
a{42}哑亚
pʰia{34}□{蔓延、覆盖、占据}
ɬia{34}些
ɬia{312}邪斜
ɬia{42}写
ɬia{54}泻卸
ʧia{34}嗟
ʧia{42}姐
ʧia{54}借
ʧʰia{312}畲
ʧʰia{42}且谢
ʧʰia{54}斜{歪斜}
ȵia{34}□{沾染}□{“你阿”的合音}
ȵia{54}□{渣}
kia{34}□{手因冷冻而麻木}
kʰia{34}□{大筷夹菜}
kʰia{312}□{跨}
ia{34}也野冶
ia{312}爷
ia{42}夜
kua{34}瓜呱
kua{42}剐寡
kua{54}褂挂卦
kʰua{34}夸垮□{家}
kʰua{42}□{枝}
kʰua{54}跨胯
ua{34}挖□{家}
ua{42}话
po{34}菠波玻
po{312}播
po{54}簸{文}
pʰo{34}坡颇
pʰo{312}婆鄱
pʰo{54}破
mo{34}摹馍摩摸魔
mo{312}磨{文}蘑膜模蓦
mo{42}磨{石磨}
mo{54}磨{擦磨}
fo{312}和
fo{42}火
fo{54}祸豁货
vo{34}窝挝蜗涡莴喔
vo{312}禾
to{34}多咄哆
to{42}朵躲垛跺堕
to{54}剁{文}
tʰo{34}拖
tʰo{312}陀驮驼砣鸵佗跎沱舵
tʰo{42}妥椭惰堕
tʰo{54}唾
no{312}梛磨{白}
no{42}糯懦
lo{34}啰攞
lo{312}罗箩螺摞锣骡萝
lo{42}裸
tso{42}左佐
tso{54}做
ʦʰo{34}搓初坐
ʦʰo{312}鋤
ʦʰo{42}座
ʦʰo{54}错銼矬措挫
ɬo{34}蓑疏梭唆蔬梳傻
ɬo{42}琐锁所唢
ɬo{54}□{干硬物变松散}
ko{34}哥歌锅戈
ko{42}裹餜果
ko{54}过个
kʰo{34}科轲苛柯颗
kʰo{42}可棵
kʰo{54}课稞
ŋo{34}我
ŋo{312}讹蛾俄鹅
ŋo{42}卧
ŋo{54}饿
ho{34}呵□{欣赏}
ho{312}何河荷
ho{42}贺嗬
ho{54}荷{薄荷}
jo{34}哟唷
o{34}哦屙
ȵio{34}□{把纸、布等揉成团}
kʰio{312}茄瘸
io{42}哟
pɛ{34}瘪
pɛ{312}背
pɛ{54}□{屎}
pʰɛ{34}□{削}□{扑克}
mɛ{42}□{拟牛叫声}
mɛ{54}觅
tɛ{34}爹嗲
tɛ{54}□{酹}
nɛ{42}腻呢
nɛ{54}□{蒂}
lɛ{34}□{放在水中卡鱼的网}
lɛ{312}咧而
lɛ{42}酹
lɛ{54}例腋酹{用液体淋成一条线}
tsɛ{34}□{缩小}
tsɛ{312}□{胚胎或幼崽}
tsɛ{42}这
ʦʰɛ{34}扯{扯大炮：吹牛皮}
ʦʰɛ{312}齐
ʦʰɛ{42}笡{歪斜}
ʦʰɛ{54}□{感染或传染}
sɛ{34}□{吃，含贬义}
sɛ{312}□{边沿下挂}
sɛ{54}世{白}
ɬɛ{34}□{长在水底的一种水草}
ɬɛ{42}洗
ɬɛ{54}细胥婿
ȵɛ{54}□{牲畜肉}
kɛ{42}喫
kɛ{54}计
kʰɛ{34}□{鸡用爪扒}
kʰɛ{54}契
ŋɛ{34}□{哭}
hɛ{34}□{欺负}
hɛ{42}系{是}
hɛ{54}系{关系}
jɛ{34}耶椰
jɛ{312}□{衣服袖品、领中变宽且失去弹性}
pai{34}跛□{饭匙状的工具}
pai{312}□{打屁股}
pai{42}摆稗捭
pai{54}拜
pʰai{34}𠜱{削}
pʰai{312}排牌
pʰai{42}派败
pʰai{54}派{派别}
mai{34}买
mai{312}埋
mai{42}卖迈
fai{312}淮怀槐
fai{42}坏
fai{54}快{速度大}
vai{34}歪
vai{42}□{播洒颗粒状物}
tai{34}低
tai{42}底
tai{54}带戴
tʰai{34}弟{白}
tʰai{312}蹄啼
tʰai{42}大
tʰai{54}太态泰替剃涕
nai{34}乃奶
nai{312}泥尼坭
nai{42}耐奈
nai{54}□{脏}
lai{34}癞歹
lai{312}犁黎
lai{42}赖
lai{54}□{儿子}
tsai{34}灾栽
tsai{42}宰仔
tsai{54}再载债
ʦʰai{34}猜差
ʦʰai{312}柴
ʦʰai{42}采踩睬彩寨在
ʦʰai{54}蔡
sai{34}酾{饮酒}师{师公戏}
ɬai{34}酾{斟酒}
ȵai{42}□{啰嗦}
ȵai{54}□{咀嚼}
kai{34}街皆阶鸡楷
kai{42}解
kai{54}界介芥届戒诫械蚧
kʰai{34}揩溪稽{滑稽}
kʰai{54}妓□{耙草工具}
ŋai{312}挨捱崖埃呆厓{我}
ŋai{54}爱{白}
hai{34}□{女阴}
hai{312}鞋谐
hai{42}蟹
hai{54}懈
jai{312}□{差劲}
ai{34}埃{尘埃}挨{轻碰}哀
ai{42}矮
ai{54}唉隘
kuai{34}乖
kuai{312}□{大声喊}
kuai{42}拐
kuai{54}怪
kʰuai{42}□{手肘处歪}
kʰuai{54}快筷块
pɔi{312}崴
pɔi{42}崴{知识}
pɔi{54}簸背{背脊}
pʰɔi{34}坯胚
pʰɔi{312}赔
pʰɔi{42}吠背{背书}
mɔi{34}□{灰尘}
mɔi{312}媒煤玫枚梅霉
mɔi{54}妹
fɔi{34}灰恢
vɔi{42}崴{崴伤}
vɔi{34}煨
vɔi{54}□{手工纺纱的用具}
tɔi{54}碓
tʰɔi{34}胎梯
tʰɔi{312}台苔抬怠
tʰɔi{42}待代袋贷
lɔi{312}来
lɔi{54}□{小洞}
tsɔi{34}□{男阴}
tsɔi{312}□{笨}
tsɔi{54}嘴
ʦʰɔi{34}在{白}
ʦʰɔi{312}财材才
ʦʰɔi{42}彩{白}
ʦʰɔi{54}菜
sɔi{42}睡
sɔi{54}税
ɬɔi{34}腮鳃衰
ɬɔi{54}岁
ȵɔi{54}艾
kɔi{34}该
kɔi{42}改
kɔi{54}盖
kʰɔi{34}开{文}
kʰɔi{42}□{累}
kʰɔi{54}丐钙溉概凯
ŋɔi{42}碍外
hɔi{34}开{白}
hɔi{312}□{痒}
hɔi{42}海害亥骇
ɔi{34}娭{母亲}
ɔi{54}爱{文}
mɛi{34}亩某
mɛi{312}谋牟
mɛi{42}茂
fɛi{312}浮
fɛi{42}否
tɛi{34}逗{招惹}兜
tɛi{42}斗{斗子}
tɛi{54}斗{争斗}逗{挑逗}
tʰɛi{34}偷
tʰɛi{312}头投
tʰɛi{42}豆透{透气}
tʰɛi{54}透{穿透}
nɛi{312}□{粥、糊状物浓度大}
nɛi{42}钮
lɛi{34}镂
lɛi{312}楼搂喽
lɛi{42}漏
lɛi{54}漏{收庄稼所遗漏的果实}□{唤牲畜、家禽}
tsɛi{34}邹
tsɛi{42}走
tsɛi{54}奏
ʦʰɛi{54}凑
sɛi{54}□{容易、轻松}
ɬɛi{34}馊搜
ɬɛi{312}□{忧愁}
ɬɛi{42}擞
ɬɛi{54}瘦
ȵɛi{34}勾钩
ȵɛi{42}偶藕
ȵɛi{54}□{求人}
kɛi{34}篝勾{勾当}钩{钩子}
kɛi{42}狗苟
kɛi{54}购够构
kʰɛi{34}抠
kʰɛi{42}口{文}
kʰɛi{54}扣寇蔻叩
hɛi{312}侯喉猴篌
hɛi{42}后厚候後逅
ɛi{34}欧鸥殴讴瓯
ɛi{42}呕
ɛi{54}沤怄
pui{34}杯碑悲
pui{54}辈贝钡
pʰui{312}肥陪培裴
pʰui{42}倍
pʰui{54}配佩沛辔
mui{34}美镁尾
mui{42}昧味
mui{54}痱
fui{34}非飞匪菲诽啡妃霏徽绯扉蜚霏鲱挥麾隳
fui{312}回蛔徊洄茴
fui{42}会绘汇悔诲惠卉荟贿翡未
fui{54}费肺废
vui{34}微{小}威委萎巍葳薇猥偎
vui{312}为围违维惟唯帏潍帷苇闱涠韦
vui{42}位胃伪纬卫猬毁会{会做}
vui{54}喂伟畏蔚慰尉谓渭
tui{34}堆
tui{42}队
tui{54}对兑
tʰui{34}推
tʰui{312}颓
tʰui{42}腿
tʰui{54}退褪
nui{34}推{白}
nui{42}内
nui{54}□{钻}
lui{34}壘累垒
lui{312}雷擂蕾
lui{42}儡磊淚類累
lui{54}□{想/怕}
tsui{34}椎隹追锥□{突起}
tsui{42}咀
tsui{54}最醉坠赘缀
ʦʰui{34}催摧崔吹炊
ʦʰui{312}随锤棰
ʦʰui{42}罪坠
ʦʰui{54}脆翠萃
sui{312}谁垂髓
sui{42}水
sui{54}瑞
ɬui{34}虽绥
ɬui{312}□{捶}
ɬui{54}隧遂穗
kui{34}闺圭龟归
kui{42}诡轨鬼癸
kui{54}桂贵
kʰui{34}亏盔规
kʰui{312}奎魁葵逵
kʰui{42}跪柜愧
kʰui{54}溃块
ŋui{312}危桅
hui{42}贿
pau{34}包褒胞鲍
pau{42}堡保饱宝抱
pau{54}报豹爆
pʰau{34}抛泡跑
pʰau{312}刨袍
pʰau{54}炮泡{浸泡}瀑曝暴
mau{34}毛卯铆
mau{312}矛茅冇{没}
mau{42}冒帽貌
mau{54}冒{拱出来}
tau{34}刀
tau{42}倒岛祝祷捣盗
tau{54}到剁
tʰau{34}叨滔稻涛
tʰau{312}萄桃掏濤逃陶绹
tʰau{42}讨导道
tʰau{54}套
nau{34}恼
nau{42}脑闹
lau{34}捞
lau{312}劳牢
lau{42}老
lau{54}老{轻浮}
tsau{34}招昭朝钊召糟遭沼邵{姓}
tsau{312}□{折}
tsau{42}早枣蚤找爪澡
tsau{54}诏照灶罩
ʦʰau{34}操超抄钞抽
ʦʰau{312}巢潮嘲晁曹槽嘈漕朝{向}
ʦʰau{42}吵炒造兆赵肇草皂
ʦʰau{54}燥躁糙
sau{34}捎稍烧
sau{312}韶绍
sau{42}晓少{多少}
sau{54}少{年少}
ɬau{34}搔骚臊
ɬau{312}□{打}
ɬau{42}嫂
ɬau{54}扫潲{猪食}
ȵau{312}尧侥肴饶绕
ȵau{42}尿
kau{34}篙膏羔高糕交郊胶教跤
kau{42}搅搞鉸狡绞稿较校狡
kau{54}告教{教育}觉窖校{调校}
kʰau{34}□{人、动物个子小/接}
kʰau{312}搅{搅动}
kʰau{42}考拷
kʰau{54}靠犒敲烤铐
ŋau{34}咬
ŋau{312}鏊摇{白}遨
ŋau{42}熬傲
ŋau{54}□{量词：截/用木棍敲}
hau{34}蒿薅
hau{312}豪毫嚎壕蚝
hau{42}好号浩郝皓
hau{54}好{爱好}效孝酵耗
jau{34}嚣要腰邀妖夭吆幺
jau{312}摇遥瑶窑姚徭肴
jau{42}擾舀耀杳曜鹞
jau{54}要诱
au{34}凹嗷
au{42}袄拗懊襖
au{54}奥坳
piau{34}标彪膘錶慓
piau{312}□{人喜好讲话}
piau{42}表
pʰiau{34}飘漂
pʰiau{312}瓢薸嫖
pʰiau{54}票漂{～亮}
miau{34}喵
miau{312}苗描瞄
miau{42}秒渺藐妙庙缈邈
miau{54}猫
tiau{34}刁雕貂鸟{白}凋碉貂
tiau{42}鸟{骂人的词}
tiau{54}吊钓掉
tʰiau{34}挑
tʰiau{312}条调
tʰiau{42}斢{调换}调{音调}
tʰiau{54}跳粜眺
niau{34}黏鸟{文}
niau{312}□{杆状物不够硬}
niau{42}尿{尿液}
niau{54}尿{尿液}
liau{34}撩蓼
liau{312}辽僚燎聊瞭潦缭撩{惹}
liau{42}了料廖疗镣
liau{54}撂
ɬiau{34}消销宵肖硝逍萧潇箫
ɬiau{42}小
ɬiau{54}啸笑鞘
ʧiau{34}焦椒樵蕉
ʧiau{42}剿
ʧʰiau{34}锹悄
ʧʰiau{312}缲
ʧʰiau{54}俏
ȵiau{312}绕
ȵiau{42}绕{转弯}
kiau{34}骄娇
kiau{42}矫缴绕{绕线}
kiau{54}叫
kʰiau{34}浇跷荞
kʰiau{312}乔桥侨
kʰiau{42}轿撬
kʰiau{54}窍翘
iau{34}邀腰要妖夭幺
iau{312}谣摇姚窑遥
iau{42}杳舀耀
iau{54}要诱
tou{34}兜
tou{54}□{很好}
tsou{34}周舟州洲
tsou{42}肘
tsou{54}咒昼皱宙纣
ʦʰou{312}筹仇惆愁绸酬踌
ʦʰou{42}丑
ʦʰou{54}臭兽
sou{34}收丘邱
sou{312}嗾仇{仇恨}
sou{42}手首寿受授守狩
jou{34}有友优忧幽悠攸休
jou{312}尤由邮犹油柚游鱿
jou{42}又右佑酉朽赂
jou{54}幼蚴
tiu{34}丢
tiu{42}□{抓搔}
tʰiu{34}抽{抽筋}秋
tʰiu{42}就袖
niu{34}妞
liu{34}柳溜
liu{312}流留刘硫瘤榴
liu{54}流{液体往下流}秃
ɬiu{34}修
ɬiu{312}□{用鞭抽}
ɬiu{54}秀锈
ʧiu{42}酒
ʧiu{54}皱
ȵiu{312}牛
ȵiu{42}扭
ȵiu{54}嗅
kiu{34}纠
kiu{42}九久韭
kiu{54}救究灸厩咎柩
kʰiu{34}舅臼
kʰiu{312}求球裘遒酋囚泅
kʰiu{42}旧
iu{34}有友酉悠幽
iu{312}由油游尤邮犹柚
iu{42}右佑又宥
iu{54}幼釉
fam{312}凡矾帆
fam{42}犯
fam{54}泛范
tam{34}耽担{动词}
tam{42}胆
tam{54}□{红薯地下连着红薯的大根}
tʰam{34}贪淡
tʰam{312}谈潭谭痰
tʰam{54}探
nam{34}喃
nam{312}南男
nam{42}揇{抱}
nam{54}□{跨}
lam{312}蓝篮婪
lam{42}觉搅滥缆
lam{54}□{用棒打}
tsam{34}簪瞻粘詹
tsam{42}斩
tsam{54}占
ʦʰam{34}参
ʦʰam{312}□{用针状物扎}
ʦʰam{42}惨站
ʦʰam{54}渗
sam{312}嫌蟾阐
sam{42}闪险陕
ɬam{34}三衫叁
ɬam{42}□{播撒}
ȵam{34}拈
ȵam{312}严□{近}
ȵam{42}染念验
ȵam{54}□{用姆指与食、中指度量}
kam{34}甘柑监
kam{312}岑□{低陷}
kam{42}感敢减
kam{54}鉴
kʰam{34}堪
kʰam{312}□{火烤}
kʰam{42}坎□{靠}
ŋam{34}□{合适/交情深/磕}
ŋam{312}岩
ŋam{54}巖
ham{34}勘
ham{312}含涵函咸衔
ham{42}陷
ham{54}喊
jam{34}阉淹
jam{312}盐檐炎
jam{42}艳焰掩□{观察、尝试}
jam{54}厌
am{34}庵
am{54}暗
tiam{34}掂踮
tiam{42}点典碘
tiam{54}店惦□{一陷一陷地种菜仔}
tʰiam{34}添迁钎扦签
tʰiam{312}甜惭挦潜
tʰiam{42}垫渐舔{文}
tʰiam{54}□{与斜合用有斜义，～斜}
liam{312}联镰廉
liam{42}脸敛
ɬiam{34}□{刺痛感}
ʧiam{34}尖
ȵiam{34}拈
ȵiam{312}严
ȵiam{42}念验
ȵiam{54}□{用姆指与食、中指度量}
ʃiam{42}险闪
kiam{34}兼
kiam{42}捡舔{文}
kiam{54}剑舰
kʰiam{34}谦
kʰiam{312}钳嵌
kʰiam{42}检俭遣谴缱
kʰiam{54}欠歉
iam{34}淹阉
iam{312}盐炎檐
iam{42}掩艳焰
iam{54}厌
təm{312}□{叨唠}
təm{54}□{撞}
ləm{312}□{穿、用别人闲置、废弃的物品}
ləm{54}□{塌陷/流产：～胎}
tsəm{34}针斟
tsəm{42}枕
tsəm{54}□{用手指甲前边沿用力压}
ʦʰəm{34}深琛
ʦʰəm{312}沉岑
səm{42}沈审婶慎甚
ɬəm{54}□{下雨天到处乱逛}
kʰəm{34}□{胜过}
kʰəm{312}□{游泳}
jəm{34}阴荫音
jəm{312}淫
jəm{42}窨
jəm{54}□{蹑手蹑脚}
tɛm{34}□{垂直方向的靠近或接触}
tɛm{312}□{垂直方向的靠近或接触}
tɛm{42}□{跺}
tɛm{54}□{垂直方向的靠近或接触}
tʰɛm{34}□{词后缀：稳～～}
nɛm{34}□{恶心/探手进去}
nɛm{312}腩
nɛm{42}稔□{想/一种野果}
lɛm{312}□{把散落物聚集起来}
tsɛm{312}□{把散落物聚集起来}
tsɛm{54}蘸
ʦʰɛm{54}□{差劲}
ɬɛm{34}参森
ɬɛm{42}省□{差劲}
ɬɛm{54}擤
kɛm{34}□{低垂}
kɛm{312}□{低垂}
kʰɛm{312}□{罩住}
kʰɛm{42}□{咳嗽}
kʰɛm{54}□{挡车轮水的盖}
hɛm{34}钦
hɛm{42}□{发出咳嗽声做信号}
jɛm{54}□{偷偷地走}
ɛm{34}□{覆盖}
ɛm{42}□{围拢}
lim{312}林临淋霖琳
lim{42}廩凜
lim{54}□{柑橘柚果子的一瓣叫一～}
tsim{34}针斟
tsim{42}枕
tsim{54}□{用手指甲前边沿用力压}
ʦʰim{34}深
ʦʰim{312}沉岑
sim{42}沈审婶慎甚
ɬim{34}心芯
ɬim{54}囟渗{白}
ʧim{54}浸
ʧʰim{34}侵
ʧʰim{312}寻
ʧʰim{42}寝
ȵim{34}□{商谈}
ȵim{312}吟壬任{姓}
ȵim{42}饮任{任务}赁
ȵim{54}冉
kim{34}今金
kim{42}锦
kim{54}禁
kʰim{34}襟欽
kʰim{312}琴擒禽芹
kʰim{42}揿
im{34}阴荫音
im{312}淫
im{42}窨
im{54}□{蹑手蹑脚}
pan{34}班斑搬般颁扳
pan{42}版板
pan{54}半绊伴拌□{甩}
pʰan{34}潘攀番
pʰan{312}盘磐
pʰan{42}瓣办叛
pʰan{54}盼判扮畔袢
man{34}满晚
man{312}蛮瞒
man{42}馒慢幔漫曼谩缦
man{54}袢{连接}
fan{34}翻番{一番}
fan{312}烦繁藩凡{凡是}帆
fan{42}反饭
fan{54}贩
van{34}弯湾豌
van{312}还桓
van{42}万
tan{34}丹单
tan{42}蛋
tan{54}旦诞
tʰan{34}滩摊
tʰan{312}弹坛檀坦{坦克}
tʰan{42}毯但坦{平坦}
tʰan{54}叹炭
nan{312}难{不易}
nan{42}难{灾难}
lan{34}懒
lan{312}兰拦栏
lan{42}烂
tsan{42}盏
tsan{54}赞
ʦʰan{34}□{用手掌猛推}
ʦʰan{312}残
ʦʰan{42}产铲灿赚
ʦʰan{54}孱
ɬan{34}山删
ɬan{312}□{怕}
ɬan{42}散产{生产}
ɬan{54}散伞疝
ȵan{34}□{忙/紧张}
kan{34}奸姦間艱
kan{312}□{这样}
kan{42}拣枧简柬茧
kan{54}间涧砍
kʰan{54}□{焦/粉尘弥漫/浓臊味}
ŋan{34}碾□{刚刚}
ŋan{312}颜研细磨
ŋan{42}眼
ŋan{54}雁谚彦
han{34}憨□{傻、不正经}
han{312}闲
han{42}限苋枧
an{312}□{这样}
kuan{34}关莞
kuan{42}□{波浪涌上来}
kuan{54}惯
kʰuan{42}□{挑子仅一头有物}
ŋuan{312}顽
ŋuan{42}挽幻
uan{34}弯湾豌蜿
uan{312}还玩
uan{42}万
pɔn{312}□{忘恩负义、赖皮/把袋子往外翻}
pʰɔn{34}□{把袋子往外翻}
mɔn{34}满
mɔn{312}瞒{赖账}□{脱无钮扣或不解钮扣的衣服}
mɔn{54}□{赖账/推脱责任}
fɔn{34}欢
fɔn{42}缓
fɔn{54}唤焕
vɔn{312}□{碾出的米很饱满}
vɔn{42}碗换宛菀婉腕惋
tɔn{34}端
tɔn{42}短
tɔn{54}断{下结论}
tʰɔn{34}断
tʰɔn{312}团
tʰɔn{42}段缎锻
tʰɔn{54}团{量词}
nɔn{34}暖
nɔn{54}窜{钻过去}
lɔn{34}窜{到处逛}
lɔn{312}峦鸾銮孪挛
lɔn{42}卵乱
lɔn{54}□{鸡～：未下过蛋的大鸡}
tsɔn{34}专砖
tsɔn{42}转
tsɔn{54}钻
ʦʰɔn{34}餐川穿
ʦʰɔn{312}传{传承}全旋{旋转}
ʦʰɔn{42}传{传记}旋{头发的分向窝}
ʦʰɔn{54}串窜{白}
sɔn{312}船
ɬɔn{34}酸
ɬɔn{54}算蒜
ȵɔn{34}软阮
kɔn{34}干肝竿官棺冠观
kɔn{42}擀管赶秆杆馆
kɔn{54}灌冠干罐
kʰɔn{34}宽
kʰɔn{42}款侃
kʰɔn{54}看
hɔn{34}旱鼾
hɔn{312}韩寒
hɔn{42}罕
hɔn{54}汉汗翰看{见}
ɔn{34}安鞍
ɔn{54}按案
pən{34}奔分{给}
pən{312}□{钝/赖皮}
pən{42}本笨
pən{54}粪
pʰən{34}□{厚}
pʰən{312}盆
pʰən{54}喷
mən{34}蚊
mən{312}门
mən{42}闷
mən{54}问
fən{34}昏婚荤分芬纷
fən{312}晕坟焚
fən{42}粉份
fən{54}愤奋
vən{34}温瘟
vən{312}文纹闻浑魂
vən{42}稳
tsən{34}真珍征贞侦祯
tsən{42}诊整疹
tsən{54}正证症振震赈镇怔政
ʦʰən{34}称
ʦʰən{312}陈程循巡丞呈承惩成诚澄橙旬询殉秦
ʦʰən{42}蠢逞
ʦʰən{54}衬趁秤称
sən{34}身申伸绅呻升兴{兴旺}
sən{312}辰晨神乘绳形型刑
sən{42}剩
sən{54}胜圣舜兴{高兴}
pun{34}奔分{给}
pun{42}本笨
pun{54}粪
pʰun{34}□{厚}
pʰun{312}盆
pʰun{54}喷
mun{34}蚊焖□{雌性动物不能生育}
mun{312}门扪
mun{42}闷
mun{54}问
fun{34}昏婚荤分芬纷
fun{312}晕坟焚
fun{42}粉份
fun{54}愤奋
vun{34}温瘟勋
vun{312}文纹闻浑魂
vun{42}稳
vun{54}熏
tun{34}敦墩蹲
tun{312}囤
tun{42}钝盾
tun{54}顿吨
tʰun{34}吞饨
tʰun{312}豚屯□{填泥沙到低处}
tʰun{42}遁
tʰun{54}□{挪腾出、调济}
nun{42}嫩□{用手指脱玉米粒/打扮/烹调/艺术设计等}
nun{54}□{在水中或黑暗中试探性地前行}
lun{34}抡
lun{312}仑轮伦沦
lun{42}论
lun{54}论{在乎}
tsun{34}尊遵樽□{挨绳、鞭、树枝等抽出的痕迹}
tsun{42}准
tsun{54}俊峻竣
ʦʰun{34}村春椿
ʦʰun{312}存
ʦʰun{42}蠢{笨}
ʦʰun{54}寸
sun{312}纯醇淳唇滣漘
sun{42}順
sun{54}瞬训
ɬun{34}孙
ɬun{42}损笋□{肉食嫩而不韧}
ɬun{54}逊
ʧʰun{42}蠢
ȵun{34}忍
ȵun{312}银垠龈
ȵun{42}刃忍{忍受}韧
kun{42}滚
kun{54}棍
kʰun{34}昆琨坤
kʰun{42}捆菌
kʰun{54}困
ŋun{42}混
jun{34}永
jun{312}云芸匀
jun{42}允尹隐咏陨运韵润闰
un{34}温瘟勋
un{312}文纹闻浑魂
un{42}稳
un{54}熏
pɛn{34}冰崩蹦
pʰɛn{312}朋凭{任凭}
pʰɛn{42}凭{挨靠}
mɛn{312}□{未曾}
mɛn{42}麵
fɛn{312}宏
vɛn{34}弯{白}
tɛn{34}丁灯登
tɛn{42}等
tɛn{54}凳
