id	ini	fn	pt	middeng	middiao	midini	midkaihe	midshe	midyun	单字	IPA	注释
49	t	ot	033	一	去	端	合		戈	剁	tot3	剁猪肉
50	tʰ	ɔ	13	一	上	透	合		戈	妥	tʰɔ13	妥当
51	ʃ	oi	22	一	去	透	合		戈	唾	ʃoi22	唾液
52	n	ɔ	22	一	去	泥	合		戈	糯	nɔ22	糯米
53	l	ɔ	342	一	平	來	合		戈	螺	lɔ342	田螺
54	l	ɔ	342	一	平	來	合		戈	腡	lɔ342	手指纹
55	l	ɔ	52	一	平	來	合		戈	囉	lɔ52	啰嗦
57	tʃʰ	ɔ	13	一	上	從	合		戈	坐	tʃʰɔ13	请坐
58	tʃ	ɔ	22	一	去	從	合		戈	座	tʃɔ22	座位
60	ʃ	ɔ	52	一	平	心	合		戈	梭	ʃɔ52	织布梭
61	ʃ	ɔ	52	一	平	心	合		戈	唆	ʃɔ52	唆使
62	ʃ	ɔ	55	一	上	心	合		戈	鎖	ʃɔ55	门锁
63	ʃ	ɔ	55	一	上	心	合		戈	瑣	ʃɔ55	琐碎
65	kʰ	ɔ	52	一	平	見	合		戈	戈	kʰɔ52	大动干戈
66	k	uɔ	55	一	上	見	合		戈	果	kuɔ55	水果
67	k	uɔ	55	一	上	見	合		戈	裹	kuɔ55	包裹
68	k	uɔ	33	一	平	見	合		戈	過	kuɔ33	过去
69	kʰ	uɔ	52	一	平	溪	合		戈	科	kʰuɔ52	文科
70	pʰ	ɔ	52	一	平	溪	合		戈	棵	pʰɔ52	一棵
71	kʰ	uɔ	52	一	上	溪	合		戈	顆	kʰuɔ52	颗粒
72	kʰ	uɔ	33	一	去	溪	合		戈	課	kʰuɔ33	上课
74	ŋ	ɔ	22	一	去	疑	合	果	歌	臥	ŋɔ22	卧室
75	f	ɔ	55	一	上	曉	合		戈	火	fɔ55	火车
76	f	ɔ	55	一	上	曉	合		戈	伙	fɔ55	伙食
77	f	ɔ	55	一	上	曉	合		戈	夥	fɔ55	伙计，合伙
78	f	ɔ	33	一	去	曉	合		戈	貨	fɔ33	货物
79		uɔ	342	一	平	匣	合		戈	和	uɔ342	和气
80		uɔ	342	一	平	匣	合		戈	禾	uɔ342	禾苗
81		uɔ	22	一	上	匣	合		戈	禍	uɔ22	祸害
82		uɔ	342	一	平	匣	合		戈	和	uɔ342	和诗，唱和
83		uɔ	52	一	平	影	合		戈	倭	uɔ52	倭寇
84		uɔ	52	一	平	影	合		戈	窩	uɔ52	鸟窝
85		uɔ	52	一	平	影	合		戈	萵	uɔ52	莴笋
86	kʰ	œ	52	三	平	曉	合		戈	靴	kʰœ52	靴子
87	p	a	52	二	平	幫	開		麻	巴	pa52	巴掌
88	p	a	52	二	平	幫	開		麻	芭	pa52	芭蕉
89	p	a	52	二	平	幫	開		麻	疤	pa52	伤疤
90	p	a	55	二	上	幫	開		麻	把	pa55	把柄
91	p	a	33	二	去	幫	開	假	麻	霸	pa33	霸王
92	p	a	55	二	上	幫	開		麻	把	pa55	把握、一把
93	p	a	33	二	去	幫	開		麻	壩	pa33	堤坝
94	p	a	52	二	去	幫	開		麻	爸	pa52	爸爸
95	pʰ	a	33	二	去	滂	開		麻	怕	pʰa33	害怕
96	p	a	342	二	平	並	開		麻	爬	pa342	爬树
97	p	a	342	二	平	並	開		麻	琶	pa342	琵琶
98	p	a	342	二	平	並	開		麻	杷	pa342	枇杷
99	p	a	342	二	去	並	開		麻	耙	pa342	犁耙
100	m	a	342	二	平	明	開		麻	麻	ma342	麻袋
101	m	a	342	二	平	明	開		麻	痲	ma342	麻疹
103	m	a	55	一	上	明	合		模	媽	ma55	妈妈
104	m	a	13	二	上	明	開		麻	馬	ma13	骑马
105	m	a	13	二	上	明	開		麻	碼	ma13	码头
106	m	a	33	二	上	明	開	假	麻	罵	ma33	骂人
107	n	a	13	二	平	娘	開		麻	拿	na13	拿手；推拿
108	tʃ	a	342	二	平	澄	開		麻	茶	tʃa342	茶叶
109	tʃ	a	342	二	平	澄	開		麻	搽	tʃa342	搽药
110	tʃ	a	52	二	平	莊	開	假	麻	楂	tʃa52	山楂
111	tʃ	a	52	二	平	莊	開		麻	渣	tʃa52	药渣
112	tʃ	a	33	二	去	莊	開		麻	詐	tʃa33	诈骗
113	tʃ	a	33	二	去	莊	開		麻	榨	tʃa33	榨油
114	tʃ	a	33	二	去	莊	開		麻	炸	tʃa33	炸弹
115	tʃʰ	a	52	二	平	初	開		麻	叉	tʃʰa52	叉腰
116	tʃʰ	a	52	二	平	初	開		麻	杈	tʃʰa52	枝杈
117	tʃʰ	a	52	二	平	初	開		麻	差	tʃʰa52	差别
118	tʃʰ	a	52	二	去	初	開		麻	岔	tʃʰa52	三岔路口
119	tʃ	a	342	二	平	崇	開		麻	查	tʃa342	调查
120	ʃ	a	52	二	平	生	開		麻	沙	ʃa52	沙漠
121	ʃ	a	52	二	平	生	開		麻	紗	ʃa52	纱布
122	ʃ	a	52	二	平	生	開		麻	砂	ʃa52	朱砂；砂纸
123	ʃ	a	52	二	平	生	開		麻	痧	ʃa52	刮痧；斑痧
124	ʃ	a	33	二	上	生	開		佳	灑	ʃa33	洒水
125	k	a	52	二	平	見	開		麻	家	ka52	成家，老家
126	k	a	52	二	平	見	開		麻	加	ka52	加工
127	k	a	52	二	平	見	開		麻	痂	ka52	结痂
128	k	a	52	二	平	見	開		麻	嘉	ka52	嘉宾
129	k	a	52	二	平	見	開		麻	傢	ka52	家具
130	k	a	55	二	上	見	開		麻	假	ka55	真假
131	k	a	55	二	上	見	開		麻	賈	ka55	姓，贾宝玉
132	k	a	55	二	上	見	開		麻	假	ka55	放假
133	k	a	33	二	去	見	開		麻	架	ka33	衣架
134	k	a	33	二	去	見	開		麻	駕	ka33	驾驶
135	k	a	33	二	去	見	開		麻	嫁	ka33	出嫁
136	k	a	33	二	去	見	開		麻	價	ka33	价钱
137	ŋ	a	342	二	平	疑	開		麻	牙	ŋa342	牙齿
138	ŋ	a	342	二	平	疑	開		麻	芽	ŋa342	豆芽
139	ŋ	a	342	二	平	疑	開		麻	衙	ŋa342	衙门
140	ŋ	a	342	二	平	疑	開		麻	蚜	ŋa342	蚜虫（生在豆类、棉花、稻等幼苗上）
141	ŋ	a	13	二	上	疑	開		麻	雅	ŋa13	典雅
142	h	a	52	二	平	曉	開		麻	蝦	ha52	虾蟆（蛤蟆）
143	h	a	52	二	平	曉	開		麻	□	ha52	虾腰
144	h	ɛk	033	二	入	曉	開		陌	嚇	hɛk3	恐吓
145	h	a	342	二	平	匣	開		麻	霞	ha342	朝霞
146	h	a	342	二	平	匣	開		麻	瑕	ha342	瑕疵
147	h	a	52	二	平	曉	開		麻	蝦	ha52	鱼虾
148	h	a	22	二	上	匣	開		麻	下	ha22	下降
149	h	a	22	二	去	匣	開		麻	夏	ha22	春夏
150	h	a	22	二	上	生	開		麻	厦	ha22	高楼大厦，商厦
151	h	a	22	二	上	匣	開		麻	下	ha22	下面
152	h	a	22	二	去	匣	開		麻	夏	ha22	姓夏
153	h	a	22	二	去	匣	開		麻	暇	ha22	目不暇接，闲暇
154		a	52	二	平	影	開		麻	鴉	a52	乌鸦
155		a	52	二	平	影	開		麻	丫	a52	丫头
156		a	52	二	平	影	開		麻	椏	a52	桠杈
157		a	33	二	上	影	開		麻	啞	a33	哑巴
158		a	33	二	去	影	開		麻	亞	a33	亚洲
159	tʃ	ɛ	55	三	上	精	開		麻	姐	tʃɛ55	姐姐
160	tʃ	ɛ	33	三	去	精	開		麻	借	tʃɛ33	借钱
161	tʃʰ	ɛ	55	三	上	清	開		麻	且	tʃʰɛ55	而且
162	tʃ	iə̯k	022	三	入	從	開		昔	藉	tʃiə̯k2	藉故，藉口
163	ʃ	ɛ	52	一	平	心	開		麻	些	ʃɛ52	一些
164	ʃ	ɛ	55	三	上	心	開		麻	寫	ʃɛ55	写字
165	ʃ	ɛ	33	三	去	心	開		麻	瀉	ʃɛ33	腹泻
166	ʃ	ɛ	33	三	去	心	開		麻	卸	ʃɛ33	卸货
167	tʃ	ɛ	342	三	平	邪	開		麻	邪	tʃɛ342	邪气
168	tʃʰ	ɛ	22	三	平	邪	開		麻	斜	tʃʰɛ22	斜线
169	tʃ	ɛ	22	三	去	邪	開		麻	謝	tʃɛ22	谢谢；姓
170	t	ɛ	52	三	平	知	開		麻	爹	tɛ52	爹娘
171	tʃ	ɛ	52	三	平	章	開		麻	遮	tʃɛ52	遮挡
172	tʃ	ɛ	55	三	上	章	開		麻	者	tʃɛ55	记者
173	tʃ	ɛ	33	三	去	章	開		麻	蔗	tʃɛ33	甘蔗
174	tʃʰ	ɛ	52	三	平	昌	開		麻	車	tʃʰɛ52	火车
175	tʃʰ	ɛ	55	三	上	昌	開		麻	扯	tʃʰɛ55	拉扯
176	ʃ	ɛ	342	三	平	船	開		麻	蛇	ʃɛ342	毒蛇
177	ʃ	ɛ	22	三	去	船	開		麻	射	ʃɛ22	发射
178	ʃ	ɛ	22	三	去	船	開		麻	麝	ʃɛ22	麝香
179	tʃʰ	ɛ	52	三	平	書	開		麻	奢	tʃʰɛ52	奢侈
180	tʃʰ	ɛ	52	三	平	書	開		麻	賒	tʃʰɛ52	赊帐
181	ʃ	ɛ	55	三	上	書	開		麻	捨	ʃɛ55	舍得，舍弃
183	ʃ	ɛ	33	三	去	書	開		麻	舍	ʃɛ33	宿舍
185	ʃ	ɛ	13	三	上	禪	開		麻	社	ʃɛ13	公社
186		iɛ	55	三	上	日	開		麻	惹	iɛ55	招惹
187		iɛ	22	三	平	以	開		麻	耶	iɛ22	耶酥
188		iɛ	342	三	平	以	開		麻	爺	iɛ342	爷爷
189		iɛ	22	三	平	以	開		麻	椰	iɛ22	椰子
190		ia	13	三	上	以	開		麻	也	ia13	也是
191		iɛ	13	三	上	禪	開		麻	野	iɛ13	野兔
192		iɛ	22	三	去	以	開		麻	夜	iɛ22	夜晚
193	ʃ	ɔ	22	二	上	生	合		麻	傻	ʃɔ22	傻瓜
194	ʃ	a	33	二	上	生	合		麻	耍	ʃa33	玩耍
195	k	ua	52	二	平	見	合		麻	瓜	kua52	西瓜
196		uɔ	52	二	平	見	合		麻	蝸	uɔ52	蜗牛
197	k	ua	55	二	上	見	合		麻	寡	kua55	寡妇
199	kʰ	ua	52	二	平	溪	合		麻	誇	kʰua52	夸奖；夸张
200	kʰ	ua	52	二	上	溪	合		麻	垮	kʰua52	垮台
201	kʰ	ua	52	二	去	溪	合		麻	跨	kʰua52	跨度
202	ŋ	a	13	二	上	疑	合		麻	瓦	ŋa13	瓦片
203	f	a	52	二	平	曉	合		麻	花	fa52	开花
204	f	a	33	二	去	曉	合		麻	化	fa33	变化
205		ua	342	二	平	匣	合		麻	華	ua342	华山
206		uɛk	022	二	入	匣	合		麥	劃	uɛk2	划船
207		ua	342	二	平	匣	合		麻	華	ua342	中华
208		ua	52	二	平	影	合		麻	蛙	ua52	青蛙
209		ua	52	二	平	影	合		麻	窪	ua52	低洼
210	p	u	55	一	上	幫	合		模	補	pu55	补衣服
211	pʰ	u	55	一	上	幫	合		模	譜	pʰu55	族谱
212	p	u	33	一	去	幫	合		模	布	pu33	布匹，一块布
213	p	u	33	一	去	幫	合		模	佈	pu33	布置；公布
214	pʰ	u	52	一	平	滂	合		虞	鋪	pʰu52	铺设
215	pʰ	u	55	一	上	滂	合		模	普	pʰu55	普通
216	p	u	22	一	上	滂	合		模	浦	pu22	浦江
217	pʰ	u	33	一	平	滂	合		虞	鋪	pʰu33	店铺
218	p	u	33	一	去	滂	合		模	怖	pu33	恐怖
220	p	u	22	一	平	並	合		模	菩	pu22	菩萨
221	pʰ	u	55	一	平	並	合		模	脯	pʰu55	胸脯
222	p	u	22	一	平	並	合		模	葡	pu22	葡萄
223	p	u	22	一	上	並	合		模	部	pu22	部队
224	p	u	22	一	上	並	合		模	簿	pu22	帐簿
225	p	u	22	一	去	並	合		模	步	pu22	跑步
226	pʰ	u	55	一	去	並	合		模	捕	pʰu55	捕捉；捕快
227	f	au	22	一	去	並	合		模	埠	fau22	埠头
228	m	u	22	一	平	明	合		模	模	mu22	模范
229	m	u	22	一	平	明	合		模	模	mu22	模型
230	m	u	22	一	平	明	合		模	摹	mu22	摹仿
231	m	u	22	一	去	明	合		模	墓	mu22	坟墓
232	m	u	22	一	去	明	合		模	暮	mu22	日暮
233	m	u	22	一	去	明	合		模	慕	mu22	羡慕
234	m	u	22	一	去	明	合		模	募	mu22	募捐
235	t	ɐu	52	一	平	端	合		模	都	tɐu52	都是
236	t	ɐu	52	一	平	端	合		模	都	tɐu52	首都
237	t	ɔy	55	一	上	端	合		模	堵	tɔy55	堵车
238	t	ɐu	55	一	上	端	合		模	賭	tɐu55	赌博
239	t	ɐu	13	一	上	定	合		模	肚	tɐu13	猪肚（胃），鱼肚
240	t	ɐu	22	一	去	端	合		模	妒	tɐu22	妒忌
241	tʰ	ɐu	55	一	上	透	合		模	土	tʰɐu55	土地
242	tʰ	ɐu	33	一	上	透	合		模	吐	tʰɐu33	呕吐
243	tʰ	ɐu	33	一	上	透	合		模	吐	tʰɐu33	吐痰
244	tʰ	ɐu	33	一	去	透	合		模	兔	tʰɐu33	兔子
245	t	ɐu	342	一	平	定	合		模	徒	tɐu342	徒弟
246	t	ɐu	342	一	平	定	合		魚	屠	tɐu342	屠杀
247	t	ɐu	342	一	平	定	合		模	途	tɐu342	前途
248	t	ɐu	342	一	平	定	合		麻	塗	tɐu342	泥涂，涂改
249	t	ɐu	342	一	平	定	合		模	圖	tɐu342	地图
250	t	ɐu	22	一	上	定	合		模	杜	tɐu22	杜仲；姓
251	t	ɐu	13	一	上	定	合		模	肚	tɐu13	肚子，肚脐
252	t	œk	022	一	去	定	合		模	度	tœk2	忖度，度长
253	t	ɐu	22	一	去	定	合		模	渡	tɐu22	偷渡
254	t	ɐu	22	一	去	定	合		模	鍍	tɐu22	电镀
255	n	ɐu	342	一	平	泥	合		模	奴	nɐu342	奴隶
256	l	ɐu	13	一	上	泥	合		模	努	lɐu13	努力
257	n	ɐu	52	一	去	泥	合		模	怒	nɐu52	发怒
258	l	ɐu	342	一	平	來	合		模	盧	lɐu342	姓卢
259	l	ɐu	342	一	平	來	合		模	爐	lɐu342	炉子
260	l	ɐu	342	一	平	來	合		模	蘆	lɐu342	芦苇
261	l	ɐu	13	一	上	來	合		模	魯	lɐu13	鲁迅
262	l	ɐu	13	一	上	來	合		模	櫓	lɐu13	摇船的工具
263	l	o	342	一	上	來	合		模	虜	lo342	俘虏
264	l	ɐu	13	一	上	來	合		模	滷	lɐu13	卤水
265	l	ɐu	22	一	去	來	合		模	路	lɐu22	马路
266	l	ɐu	22	一	去	來	合		模	賂	lɐu22	贿赂
267	l	ɐu	22	一	去	來	合		模	露	lɐu22	露水
268	l	ɐu	22	一	去	來	合		模	鷺	lɐu22	白鹭
269	tʃ	ɐu	52	一	平	精	合		模	租	tʃɐu52	房租
270	tʃ	ɐu	55	一	上	精	合		模	祖	tʃɐu55	祖国
271	tʃ	ɐu	55	一	上	精	合		模	組	tʃɐu55	组长
272	tʃ	ɐu	33	一	去	精	合		模	做	tʃɐu33	做饭
273	tʃʰ	ɐu	52	一	平	清	合		模	粗	tʃʰɐu52	粗心
274	tʃʰ	ɐu	33	一	去	清	合		模	醋	tʃʰɐu33	吃醋
275	tʃʰ	o	33	一	去	清	合		模	措	tʃʰo33	措施
276	tʃʰ	ɔ	33	一	去	清	開		模	錯	tʃʰɔ33	错误
277	ʃ	ɐu	52	一	平	心	合		模	蘇	ʃɐu52	苏州
278	ʃ	ɐu	52	一	平	心	合		模	酥	ʃɐu52	酥油，酥饼
279	ʃ	ɐu	33	一	去	心	合		模	素	ʃɐu33	吃素；朴素
280	ʃ	ɐu	33	一	去	心	合		模	訴	ʃɐu33	告诉
281	ʃ	œk	033	一	去	心	合		模	塑	ʃœk3	塑像
282	k	u	52	一	平	見	合		模	姑	ku52	姑娘
283	k	u	52	一	平	見	合		模	孤	ku52	孤独
284	kʰ	u	52	一	平	見	合		模	箍	kʰu52	紧箍咒
285	k	u	52	一	平	見	合		模	辜	ku52	无辜，辜负
286	k	u	55	一	上	見	合		模	古	ku55	古代
287	k	u	55	一	上	見	合		模	估	ku55	估计
288	k	u	55	一	上	見	合		模	牯	ku55	牛牯
289	k	u	55	一	上	見	合		模	股	ku55	股票
290	k	u	55	一	上	見	合		模	鼓	ku55	鼓励
291	k	u	55	一	上	見	合		模	蠱	ku55	蛊惑；整蛊
292	k	u	55	一	去	見	合		模	故	ku55	故事
293	k	u	33	一	去	見	合		模	固	ku33	固定
294	k	u	33	一	去	見	合		模	雇	ku33	雇主
295	k	u	33	一	去	見	合		模	顧	ku33	照顾
296	k	u	52	一	平	溪	合		模	枯	ku52	枯萎
297	f	u	55	一	上	溪	合		模	苦	fu55	吃苦
298	f	u	33	一	去	溪	合		模	庫	fu33	水库
299	f	u	33	一	去	溪	合		模	褲	fu33	裤子
300		m̩	13	一	平	疑	合		模	吴	m̩13	姓
301		m̩	22	一	平	疑	合		模	蜈	m̩22	蜈蚣
302		m̩	22	一	平	疑	合		模	梧	m̩22	梧桐
303		m̩	13	一	上	疑	合		模	五	m̩13	第五
304		m̩	13	一	上	疑	合		模	伍	m̩13	队伍
305		m̩	13	一	上	疑	合		模	午	m̩13	中午
306		m̩	22	一	去	疑	合		模	誤	m̩22	错误
307		m̩	22	一	去	疑	合		模	悟	m̩22	孙悟空
308	f	u	52	一	平	曉	合		模	呼	fu52	呼吸
309	f	u	55	一	上	曉	合		模	虎	fu55	老虎
310	f	u	55	一	上	曉	合		模	滸	fu55	水浒传
311	f	ui	33	一	去	曉	合		模	戽	fui33	戽水
312		u	342	一	平	匣	合		模	胡	u342	二胡；姓
313		u	342	一	平	匣	合		模	湖	u342	太湖
314		u	342	一	平	匣	合		模	狐	u342	狐狸
315		u	342	一	平	匣	合		模	壺	u342	水壶
316	f	u	52	一	平	匣	合		模	乎	fu52	在乎
317		u	342	一	平	匣	合		模	鬍	u342	胡须
318		u	342	一	平	匣	合		模	葫	u342	葫芦
319		u	342	一	平	匣	合		模	糊	u342	糊涂
320		u	342	一	平	匣	合		模	蝴	u342	蝴蝶
321		u	22	一	上	匣	合		模	户	u22	户口
322		u	22	一	上	匣	合		模	滬	u22	上海简称
323		u	22	一	去	匣	合		模	互	u22	互相
324		u	22	一	去	匣	合		模	護	u22	保护
325		u	52	一	平	影	合		模	烏	u52	乌鸦
326		u	52	一	平	影	合		模	污	u52	污染
328		œk	033	一	入	影	開		鐸	惡	œk3	可恶
329	n	ɔy	13	三	上	娘	開		魚	女	nɔy13	女儿
330	l	ɐu	342	三	平	來	開		魚	廬	lɐu342	庐山
331	l	ɔy	342	三	平	來	開		魚	驢	lɔy342	毛驴
332	l	ɔy	13	三	上	來	開		魚	吕	lɔy13	姓
333	l	ɔy	13	三	上	來	開		魚	旅	lɔy13	旅游
334	l	ɔy	22	三	去	來	開		魚	慮	lɔy22	考虑
335	l	ɔy	22	三	去	來	開		魚	濾	lɔy22	过滤
338	tʃ	ɔy	342	三	平	邪	開		魚	徐	tʃɔy342	姓
339	tʃ	ɔy	22	三	上	邪	開		魚	序	tʃɔy22	秩序
340	tʃ	ɔy	22	三	上	邪	開		魚	叙	tʃɔy22	叙述
341	ʃ	oi	13	三	上	邪	開		魚	緒	ʃoi13	情绪；光绪
342	t	ɔy	52	三	平	知	開		魚	豬	tɔy52	猪肉
343	tʃ	y	33	三	入	澄	開		藥	著	tʃy33	著名
344	tʃ	y	342	三	平	澄	開		魚	除	tʃy342	除法
345	tʃʰ	y	55	三	平	澄	開		魚	儲	tʃʰy55	储蓄
348	tʃ	ɔ	55	三	上	莊	開		魚	阻	tʃɔ55	阻力
349	tʃʰ	ɔ	52	三	平	初	開		魚	初	tʃʰɔ52	初中
350	tʃʰ	ɔ	55	三	上	初	開		魚	楚	tʃʰɔ55	清楚
351	tʃʰ	ɔ	55	三	上	初	開		魚	礎	tʃʰɔ55	基础
352	tʃ	ɔ	22	三	平	崇	開		魚	鋤	tʃɔ22	锄头
353	tʃ	ɔ	22	三	去	崇	開		魚	助	tʃɔ22	帮助
354	ʃ	ɔ	52	三	平	生	開		魚	梳	ʃɔ52	梳头
355	ʃ	ɔ	52	三	平	生	開		魚	疏	ʃɔ52	疏远
356	ʃ	ɔ	52	三	平	生	開		魚	蔬	ʃɔ52	蔬菜
357	ʃ	ɔ	55	三	上	生	開		魚	所	ʃɔ55	所以
358	ʃ	ɔ	52	三	平	生	開		魚	疏	ʃɔ52	注疏
359	tʃ	y	52	三	平	章	開		魚	諸	tʃy52	诸葛亮
360	tʃ	y	55	三	上	章	開		魚	煮	tʃy55	煮饭
361	tʃʰ	y	33	三	去	昌	開		魚	處	tʃʰy33	处理
362	tʃʰ	y	33	三	去	昌	開		魚	處	tʃʰy33	处所
363	ʃ	y	52	三	平	書	開		魚	書	ʃy52	书本
364	ʃ	y	52	三	平	書	開		魚	舒	ʃy52	舒服
365	ʃ	y	33	三	上	書	開		魚	暑	ʃy33	暑假
366	ʃ	y	55	三	上	書	開		魚	鼠	ʃy55	老鼠
367	ʃ	y	33	三	去	書	開		魚	庶	ʃy33	庶民
368	ʃ	y	33	三	去	書	開		魚	恕	ʃy33	饶恕
369	ʃ	oi	22	三	上	禪	開		魚	墅	ʃoi22	别墅
370	tʃ	y	33	三	去	禪	開		魚	署	tʃy33	署名；专署
371	tʃ	y	342	三	去	禪	開		魚	薯	tʃy342	番薯
372		y	22	三	平	日	開		魚	如	y22	如果
373	k	ɔy	52	三	平	見	開		魚	居	kɔy52	居民
374	tʃʰ	ɛ	52	三	平	昌	開		麻	車	tʃʰɛ52	车马炮
375	k	ɔy	55	三	上	見	開		魚	舉	kɔy55	举报
376	k	ɔy	33	三	去	見	開		魚	據	kɔy33	收据
377	k	ɔy	33	三	去	見	開		魚	鋸	kɔy33	电锯
378	h	ɔy	52	三	平	溪	開		魚	墟	hɔy52	废墟
379	h	ɔy	33	三	去	溪	開		魚	去	hɔy33	来去
380	k	ɔy	22	三	平	群	開		魚	渠	kɔy22	水渠
381	k	ɔy	13	三	平	群	開		魚	佢	kɔy13	他；她；它
382	k	ɔy	22	三	上	羣	合	遇	魚	巨	kɔy22	巨大
383	k	ɔy	13	三	上	群	開		魚	拒	kɔy13	拒绝
384	k	ɔy	13	三	上	群	開		魚	距	kɔy13	距离
385		y	342	三	平	疑	開		魚	魚	y342	金鱼
386		y	342	三	平	疑	開		魚	漁	y342	渔业；渔场
387		y	13	三	上	疑	開		魚	語	y13	语文
388		y	22	三	去	疑	開		魚	御	y22	御用
389		y	22	三	去	疑	開		魚	禦	y22	驾御，防御
390	h	ɔy	52	三	平	曉	開		魚	虚	hɔy52	虚心
391	h	ɔy	52	三	平	曉	開		魚	嘘	hɔy52	吹嘘
392	h	ɔy	55	三	上	曉	開		魚	許	hɔy55	许多
393		y	52	三	平	影	合		魚	於	y52	在于
394		y	52	三	平	影	開		魚	淤	y52	淤泥
395		y	342	三	平	以	開		魚	余	y342	姓
396		y	342	三	平	以	開		魚	餘	y342	多余
397		y	342	三	上	以	開		魚	與	y342	给与；参与
398		y	22	三	去	以	開		魚	譽	y22	荣誉
399		y	22	三	去	以	開		魚	預	y22	预备
400		y	342	三	去	以	開		魚	豫	y342	犹豫
401	f	u	52	三	平	非	合		虞	夫	fu52	夫妻
402	f	u	52	三	平	非	合		虞	膚	fu52	皮肤
403	f	u	55	三	上	非	合		虞	府	fu55	广府
404	f	u	55	三	上	非	合		虞	腑	fu55	五脏六腑
405	f	u	55	三	上	非	合		虞	俯	fu55	俯视
406	pʰ	u	55	三	上	非	合		虞	甫	pʰu55	杜甫
407	pʰ	u	55	一	平	並	合		模	脯	pʰu55	杏脯
408	pʰ	u	55	三	上	非	合		虞	斧	pʰu55	斧头
409	f	u	22	三	去	非	合		虞	付	fu22	应付
410	f	u	33	三	去	非	合		虞	賦	fu33	天赋
411	f	u	22	三	去	非	合		虞	傅	fu22	姓
412	f	u	22	三	去	非	合		虞	咐	fu22	吩咐
413	f	u	52	三	平	敷	合		虞	敷	fu52	敷药
414	f	u	52	三	平	敷	合		虞	俘	fu52	俘虏
