pᴀʔ 12 八钵博剥驳卜
pʰᴀʔ 12 泼朴□{烦:麻烦}
mᴀʔ 12 抹末沫莫摸陌麻
fᴀʔ 12 法乏发伐筏罚
vᴀʔ 12 挖袜握沃
tᴀʔ 12 答袜达耷
tʰᴀʔ 12 踏榻沓塔塌遢溻
nᴀʔ 12 纳
lᴀʔ 12 拉臘辣邋
kᴀʔ 12 各割噶胳阁隔格革戈鸽葛
kʰᴀʔ 12 咳磕渴客
ŋᴀʔ 12 扼
xᴀʔ 12 合蛤喝盒喝郝鹤下
ʦᴀʔ 12 杂眨闸炸折摺蛰札轧铡哲折浙则泽择折窄摘责栅
ʦʰᴀʔ 12 斥插徹察撤侧拆策册测擦
sᴀʔ 12 摄涉涩撒杀设色啬
zᴀʔ 12 热
piᴀʔ 12 别憋鳖百伯
pʰiᴀʔ 12 拍迫
miᴀʔ 12 灭麦
tiᴀʔ 12 跌
tʰiᴀʔ 12 帖贴铁
niᴀʔ 12 聂镊摄蹑捏
liᴀʔ 12 烈列裂猎
ʨiᴀʔ 12 夹甲胛接捷劫挾傑揭节截结角
ʨʰiᴀʔ 12 恰掐洽怯切
ɕiᴀʔ 12 狭峡匣协胁瞎辖歇蝎
iᴀʔ 12 鸭押叶页业噎药钥
tuᴀʔ 12 掇夺
tʰuᴀʔ 12 脱托
luᴀʔ 12 落洛络乐
kuᴀʔ 12 刮
kʰuᴀʔ 12 括阔廓扩
xuᴀʔ 12 豁活{~力}滑猾{□~开：用刀划开}获惑或
ʦuᴀʔ 12 作昨桌卓琢捉
suᴀʔ 12 刷说索朔缩硕
zuᴀʔ 12 若弱
nyᴀʔ 12 虐
lyᴀʔ 12 劣略掠
ʨyᴀʔ 12 绝厥憠{：脾气掘}橛掘决诀爵□{：一种农具}觉角
ʨʰyᴀʔ 12 缺雀鹊确
ɕyᴀʔ 12 穴薛雪血学
yᴀʔ 12 月悦阅越曰跃岳乐粤约
