汉字	注释	音标
血		ʃʯɛt7
县		hiɛn6
穴		ʃʯɛt7
吞		dʰen1
根		ken1
痕		hen2
恨		hen6
恩		ŋen1
宾		pin1
笔		pit7
匹		bʰit7
贫		bʰin2
民		min2
敏		min3
密		mit7
蜜		mit7
麟		dʰin2
栗		dʰit7
进		tsin5
亲		dzʰin1
七		dzʰit7
尽		dzʰin6
新		sin1
信		sin5
镇		tən5
陈		dʰən2
真		tən1
质		tət7
神		ʃən2
实		ʃət7
身		ʃən1
失		ʃət7
肾		ʃən6
人		ʯən2=/ȵin2-
忍		ʯən3
认		ȵin6
日		ʯət7=/ȵit7-
巾		kin1
紧		kin3
银		ȵin2
因		iɛn1
印		iɛn5
一		it7
引		iɛn3
斤		kin1
筋		kin1
勤		ɡʰin2
近		ɡʰin6
本		pən3
不		pət7
盆		bʰən2
笨		bʰən6
门		mən2
墩		tən1
顿		tən5
突		tət7
嫩		lən6
论		lən6
尊		tsən1
卒		tsət7
村		dzʰən1
寸		dzʰən5
孙		sən1
滚		kuən3
骨		kuət7
綑		ɡʰuən3
困		ɡʰuən5
昏		fən1
忽		fət7
混		fən6
温		ʯən1
律		lit7
遵		tsən1
笋		sin3
榫		sin3
准		kuən3
春		ɡʰuən1
出		ɡʰuət7
顺		sən6
纯		sən2
闰		ʯən6
橘		kʯət7
菌		ɡʰuən3
允		ʯən3
分		fən1
粪		fən5
坟		fən2
佛		fət7
蚊		ʯən2=/mən1-
问		ʯən6
物		ʯət7
军		kuən1
屈		kuət7
裙		ɡʰuən2
熏		fən1
勋		fən1
训		fən5
云		ʯən2
运		ʯən6
帮		poŋ1
博		poʔ7
薄		bʰoʔ7
忙		moŋ2
莫		moʔ7
膜		mo2
摸		mo1
党		toŋ3
汤		dʰoŋ1
托		dʰoʔ7
堂		dʰoŋ2
糖		dʰoŋ2
荡		dʰoŋ6
郎		loŋ2
狼		loŋ2
浪		loŋ6
落		loʔ7
葬		tsoŋ5
作		tsoʔ7
仓		dzʰoŋ1
凿		dzʰoʔ7
桑		soŋ1
钢		koŋ1
各		koʔ7
糠		hoŋ1
抗		hoŋ5
行	银~	hoŋ2
航		hoŋ2
恶	善~	ŋoʔ7
娘		ȵioŋ2
凉		dʰioŋ2
粮		dʰioŋ2
两	~个	ioŋ3
两	几~	dʰioŋ3
浆		tsioŋ1
蒋		tsioŋ
酱		tsioŋ5
雀		dzʰioʔ7
枪		dzʰioŋ1
抢		dzʰioŋ3
墙		dzʰioŋ2
箱		sioŋ1
想		sioŋ
削		sioʔ7
象		sioŋ6
像	~不~	dʰioŋ6
张		toŋ1
长	生~	toŋ3
帐		toŋ5
着	穿~	toʔ7
着	睡~	dʰoʔ7
长	~短	dʰoŋ2
肠		dʰoŋ2
丈		dʰoŋ6
装		tsoŋ1
壮		tsoŋ3
疮		dzʰoŋ1
床		dzʰoŋ2
霜		soŋ1
爽		soŋ3
章		toŋ1
掌		toŋ3
昌		dʰoŋ1
厂		dʰoŋ3
唱		tʰoŋ5
瓤		loŋ2
让		loŋ6
弱		ȵioʔ7
伤		ʃoŋ1
常		ʃoŋ2
尝		ʃoŋ2
上	~山	ʃoŋ6
上	~面	ʃoŋ6
姜	生~	kioŋ1
脚		kioʔ7
强	~大	ɡʰioŋ2
香		hioŋ1
乡		hioŋ1
响		hioŋ3
向		hioŋ5
秧		ioŋ1
约		ioʔ7
羊		ioŋ2
杨		ioŋ2
痒		ioŋ3
样		ioŋ6
光		kuoŋ1
郭		koʔ7
荒		foŋ1
谎		foŋ1
黄		foŋ2=/voŋ2-
方		foŋ1
放		foŋ5
纺		foŋ3
房		foŋ2
网		voŋ3
望		voŋ6=/moŋ6-
筐		ɡʰioŋ1
狂		ɡʰuoŋ2
王		voŋ2
绑		poŋ3
剥		poʔ7
桌		tsoʔ7
戳		dzʰoʔ7
捉		tsoʔ7
窗		dzʰoŋ1
双		soŋ1
江		kioŋ1=/koŋ1-
港		koŋ3
角		koʔ7
壳		ɡʰoʔ7
巷		ɡʰoŋ6
学		hioʔ7=/hoʔ7-
北		peʔ7
墨		meʔ7
灯		ten1
等		ten3
得		teʔ7
藤		dʰen2
特		dʰeʔ7
能		len2
层		dzʰen2
贼		dzʰeʔ7
肯		ien3
刻		heʔ7
黑		heʔ7
冰		pin1
逼		piʔ7
力		dʰiʔ7
熄		siʔ7
直		dʰət7
色		seʔ7
蒸		tən1
证		tən5
织		təʔ7
称	一杆~	dʰən5
绳		ʃən2
食		ʃəʔ7
升		ʃən1
识		ʃəʔ7
极		ɡʰiʔ7
兴	~旺	hin1
兴	高~	hin5
应	~当	in1
应	~对	in5
蝇		in2
国		kueʔ7
百		peʔ7=/pɑʔ7-
伯		peʔ7=/pɑʔ7-
彭		bʰen2=/bʰɑŋ2-
白		bʰeʔ7=/bʰɑʔ7-
猛		məŋ3
孟		məŋ6
撑		dzʰen1=/dzʰɑŋ1-
拆		dzʰɑʔ7
生		sen1=/sɑŋ1-
省		sen3=/sɑŋ3-
格		keʔ7=/kɑʔ7-
坑		ɡʰɑŋ1
客		kʰeʔ7=/hɑʔ7-
硬		ŋɑŋ6
额		ŋeʔ7
吓		hɑʔ7
行	~走	hin2=/ɡʰɑŋ2-
棚		bʰəŋ2=/bʰɑŋ2-
麦		meʔ7=/mɑʔ7-
脉		meʔ7
摘		tsɑʔ7
争		tsen1=/tsɑŋ1-
隔		keʔ7=/kɑʔ7-
兵		pin1
柄		pin3
平		bʰin2=/bʰiɑŋ2-
病		bʰin6=/bʰiɑŋ6-
明		min2=/miɑŋ2-
命		min6=/miɑŋ6-
镜		kin5=/kiɑŋ5-
迎		in2
逆		ȵiʔ7
影		in3=/iɑŋ3-
饼		pin3=/piɑŋ3-
名		min2=/miɑŋ2-
领		dʰin3=/dʰiɑŋ3-
岭		dʰin3=/dʰiɑŋ3-
精		tsin1=/tsiɑŋ1-
井		tsin3=/tsiɑŋ3-
脊		tsiʔ7=/tsiɑʔ7-
清		dzʰin1=/dzʰiɑŋ1-
请		dzʰin3=/dzʰiɑŋ3-
情		dzʰin2
晴		dzʰin2=/dzʰiɑŋ2-
静		dzʰin6
姓		sin5
惜		siʔ7
程		dʰən2=/dʰɑŋ2-
正		tən5
只	一~鸡	tɑʔ7
尺		dʒʰɨʔ7=/dʰɑʔ7-
声		ʃən1=/ʃɑŋ1-
成		dʰən2=/ʃɑŋ2-
石		ʃɨʔ7=/sɑ7-
颈		kin3=/kiɑŋ3-
轻		ɡʰin1=/ɡʰiɑŋ1-
赢		in2=/iɑŋ2-
壁		piʔ7=/piaʔ7-
瓶		bʰin2
钉	铁~	tin1=/tiɑŋ1-
滴		tiʔ7=/tiɑʔ7-
听	~见	dʰin5=/dʰiɑŋ5-
踢		dʰiʔ7=/dʰiɑʔ7-
停		dʰin2
定		dʰin6=/dʰiɑŋ6-
笛		dʰiʔ7
敌		dʰiʔ7
灵		dʰin2
青		dzʰin1=/dzʰiɑŋ1-
星		sin1=/siɑŋ1-
醒		sin3=/siɑŋ3-
锡		siʔ7=/siɑʔ7-
经		kin1
形		hin2
矿		kʰoŋ5
横	~直	fɛn2=/vɑŋ2-
轰		fəŋ1=/fɛn1-
兄		hiŋ1=/hiɑŋ1-
荣		iŋ2
永		ʯən3
倾		ɡʰʯən1
琼		ɡʰʯən2
营		in2
役		ʯət7
篷		bʰəŋ2
蒙		məŋ2
木		moʔ7
东		təŋ1
懂		təŋ3
冻		təŋ5
通		dʰəŋ1
桶		dʰəŋ3
痛		dʰəŋ5
铜		dʰəŋ2
动		dʰəŋ6
洞		dʰəŋ6
独		dʰəuʔ7
读		dʰəuʔ7
笼		ləŋ2
麓		ləuʔ7
棕		tsəŋ1
粽		tsəŋ5
葱		dzʰəŋ1
送		səŋ5
公		kəŋ1
工		kəŋ1
谷		kuʔ7
空	~虚	ɡʰəŋ1
红		fəŋ2
翁		uəŋ1
蕹		ŋ̍5
屋		uʔ7
冬		təŋ1
毒		dʰəuʔ7
农		ləŋ2
脓		ləŋ2
宗		tsəŋ1
松	~紧	səŋ1
风		fəŋ1
福		fuʔ7
冯		fəŋ2
凤		fəŋ6
服		fuʔ7
梦		məŋ6
目		moʔ7
六		dʰiuʔ7
肃		siuʔ7
中	~间	təŋ1
竹		təuʔ7
虫		dʰəŋ2
众		tsəŋ5=/təŋ5-
粥		təuʔ7
铳		dʰəŋ5
叔		ʃəuʔ7
熟		ʃəuʔ7
绒		iŋ2
肉		ȵiuʔ7
弓		kəŋ1
宫		kəŋ1
菊		kiuʔ7
穷		dʰəŋ2
畜	~牧	hiuʔ7
熊		hiŋ2
封		fəŋ1
蜂		fəŋ1
缝	裁~	fəŋ2
浓		ləŋ2
龙		ləŋ2
绿		dʰiuʔ7
足		tsiuʔ7
从	~来	dzʰəŋ2
松	~树	siŋ1=/dzʰəŋ2
俗		siuʔ7
重	~复	dʰəŋ2
重	轻~	dʰəŋ6
钟		təŋ1
肿		təŋ3
烛		təuʔ7
冲		dʰəŋ1
舂		dʰəŋ1=/təŋ1-
辱		iuʔ7
供	~应	kən1
拱		kəŋ3
恐		həŋ3
曲		ɡʰiuʔ7
共		ɡʰəŋ6
局		kʯ5=/ɡʰiuʔ7-
玉		ʯ5=/ȵiuʔ7-
胸		hiŋ1
凶		hiŋ1
容		iŋ2
用		iŋ6
欲		iuʔ7
