ID	IPA	simp	trad	detail	piŋyiŋ	调类
	tsʰɿ⁵³	魑	魑	～魅魍魎		tsʰɿ1
	tsʰɿ⁵³	雌	雌			tsʰɿ1
	tsʰɿ⁵³	疵	疵	瑕～		tsʰɿ1
	tsʰɿ⁵³	眵	眵	眼～		tsʰɿ1
	tsʰɿ⁵³	牸	牸	～牛		tsʰɿ1
	tsʰɿ⁵³	痴	痴			tsʰɿ1
	tsʰɿ⁵³	痴	癡			tsʰɿ1
	tsʰɿ⁵³	嗤	嗤			tsʰɿ1
	tsʰɿ⁵³	吹	吹	（又）～牛屄		tsʰɿ1
	tsʰɿ⁵³	粢	粢	～飯		tsʰɿ1
	tsʰɿ⁴⁵	侈	侈	奢～品		tsʰɿ3
	tsʰɿ⁴⁵	此	此			tsʰɿ3
	tsʰɿ⁴⁵	齿	齒			tsʰɿ3
	tsʰɿ⁴⁵	耻	恥			tsʰɿ3
	tsʰɿ³¹²	刺	刺			tsʰɿ5B
	tsʰɿ³¹²	次	次			tsʰɿ5B
	tsʰɿ³¹²	厕	廁			tsʰɿ5B
	dzɿ³¹	池	池			dzɿ2
	dzɿ³¹	驰	馳			dzɿ2
	zɿ³¹	匙	匙	鑰～		zɿ2
	dzɿ³¹	匙	匙	湯～		dzɿ2
	dzɿ³¹	迟	遲			dzɿ2
	dzɿ³¹	持	持			dzɿ2
	dzɿ²⁴	滞	滯			dzɿ6
	dzɿ²⁴	稚	稚			dzɿ6
	dzɿ²⁴	痔	痔			dzɿ6
	dzɿ²⁴	治	治			dzɿ6
	sɿ⁵³	斯	斯			sɿ1
	sɿ⁵³	厮	廝			sɿ1
	sɿ⁵³	撕	撕			sɿ1
	sɿ⁵³	施	施			sɿ1
	sɿ⁵³	私	私			sɿ1
	sɿ⁵³	厶	厶	古同“私”		sɿ1
	sɿ⁵³	师	師			sɿ1
	sɿ⁵³	狮	獅			sɿ1
	sɿ⁵³	蛳	螄	螺～		sɿ1
	sɿ⁵³	尸	屍	～體		sɿ1
	sɿ⁵³	尸	尸	～位素餐		sɿ1
	sɿ⁴⁵	矢	矢			sɿ3
	sɿ⁵³	司	司			sɿ1
	sɿ⁵³	思	思			sɿ1
	sɿ⁵³	丝	絲			sɿ1
	sɿ⁵³	诗	詩			sɿ1
	sɿ⁴⁵	死	死			sɿ3
	sɿ⁴⁵	屎	屎			sɿ3
	sɿ⁴⁵	使	使			sɿ3
	sɿ⁴⁵	史	史			sɿ3
	sɿ⁴⁵	驶	駛			sɿ3
	sɿ⁴³⁴	世	世			sɿ5A
	sɿ⁴³⁴	势	勢			sɿ5A
	sɿ⁴³⁴	赐	賜			sɿ5A
	sɿ⁴³⁴	四	四			sɿ5A
	sɿ⁴³⁴	肆	肆			sɿ5A
	sɿ⁴³⁴	试	試			sɿ5A
	zɿ³¹	瓷	瓷			zɿ2
	zɿ³¹	糍	糍			zɿ2
	zɿ³¹	餈	餈			zɿ2
	zɿ³¹	兹	茲			zɿ2
	zɿ³¹	慈	慈			zɿ2
	zɿ³¹	磁	磁			zɿ2
	zɿ³¹	词	詞			zɿ2
	zɿ³¹	辞	辭			zɿ2
	zɿ³¹	祠	祠			zɿ2
	zɿ³¹	时	時			zɿ2
	zɿ³¹	鲥	鰣	～魚		zɿ2
	zɿ³¹	莳	蒔			zɿ2
	zɿ²⁴	誓	誓			zɿ6
	zɿ²⁴	逝	逝			zɿ6
	zɿ²⁴	是	是			zɿ6
	zɿ²⁴	氏	氏			zɿ6
	zɿ²⁴	自	自			zɿ6
	zɿ²⁴	示	示			zɿ6
	zɿ²⁴	视	視			zɿ6
	zɿ²⁴	字	字			zɿ6
	dzɿ²⁴	字	字	僅“字詞”一詞		dzɿ6
	zɿ²⁴	伺	伺			zɿ6
	zɿ²⁴	似	似			zɿ6
	zɿ²⁴	寺	寺			zɿ6
	zɿ²⁴	嗣	嗣			zɿ6
	zɿ²⁴	饲	飼			zɿ6
	zɿ²⁴	巳	巳			zɿ6
	zɿ²⁴	祀	祀			zɿ6
	zɿ²⁴	士	士			zɿ6
	zɿ²⁴	仕	仕			zɿ6
	zɿ²⁴	柿	柿			zɿ6
	zɿ²⁴	俟	俟			zɿ6
	zɿ²⁴	事	事			zɿ6
	zɿ²⁴	市	市			zɿ6
	zɿ²⁴	侍	侍			zɿ6
	zɿ²⁴	墅	墅	別～，戚～堰（常州地名）		zɿ6
	pi⁵³	屄	屄			pi1
	pi⁴⁵	鄙	鄙			pi3
	pi⁴⁵	彼	彼			pi3
	pi⁴⁵	比	比			pi3
	pi⁴³⁴	蔽	蔽			pi5A
	pi⁴³⁴	闭	閉			pi5A
	pi⁴³⁴	泌	泌			pi5A
	pi⁴³⁴	秘	秘			pi5A
	pi⁴³⁴	秘	祕			pi5A
	pi⁴³⁴	庇	庇			pi5A
	pi⁴³⁴	滗	潷	～米湯		pi5A
	pʰi⁵³	批	批			pʰi1
	pʰi⁵³	披	披			pʰi1
	pʰi⁵³	纰	紕			pʰi1
	pʰi⁴⁵	痞	痞			pʰi3
	pʰi³¹²	屁	屁			pʰi5B
	bi³¹	脾	脾			bi2
	bi³¹	疲	疲			bi2
	bi³¹	皮	皮			bi2
	bi³¹	毗	毗	～陵		bi2
	bi³¹	毗	毘	～陵		bi2
	bi³¹	貔	貔	～貅		bi2
	bi³¹	琵	琵			bi2
	bi³¹	肥	肥	（白）～皂		bi2
	bi²⁴	敝	敝			bi6
	bi²⁴	弊	弊			bi6
	bi²⁴	币	幣			bi6
	bi²⁴	毙	斃			bi6
	bi²⁴	陛	陛			bi6
	bi²⁴	鐾	鐾	～刀		bi6
	bi²⁴	被	被			bi6
	bi²⁴	婢	婢			bi6
	bi²⁴	避	避			bi6
	bi²⁴	痹	痺			bi6
	bi²⁴	备	備	準～，～好		bi6
	bai²⁴	备	備	（文）		bai6
	bi²⁴	备	俻	準～，～好		bi6
	bai²⁴	备	俻	（文）		bai6
	mi⁵³	眯	瞇			mi1
	mi³¹	迷	迷			mi2
	mi³¹	谜	謎			mi2
	mi³¹	糜	糜			mi2
	mi³¹	弥	彌			mi2
	mi³¹	弥	瀰	～漫		mi2
	mi³¹	弥	㳽	～漫		mi2
	mi³¹	靡	靡			mi2
	mi³¹	眉	眉	～毛		mi2
	mi⁴⁵	米	米			mi3
	mi²⁴	味	味	（白）～道		mi6
	fi⁵³	非	非			fi1
	fi⁵³	飞	飛			fi1
	fi⁵³	妃	妃			fi1
	fi⁴⁵	匪	匪			fi3
	fi⁴³⁴	费	費			fi5A
	vi²⁴	费	費	姓		vi6
	fi⁴³⁴	翡	翡			fi5A
	fi⁴³⁴	废	廢			fi5A
	fi⁴³⁴	肺	肺			fi5A
	fi⁴³⁴	吠	吠			fi5A
	vi³¹	维	維			vi2
	vi³¹	惟	惟			vi2
	vi³¹	唯	唯			vi2
	vi³¹	肥	肥	（文）～料		vi2
	vi³¹	微	微			vi2
	vi²⁴	未	未			vi6
	vi²⁴	味	味	（文）～之素：味精		vi6
	ti⁵³	低	低			ti1
	ti⁴⁵	底	底			ti3
	ti⁴⁵	抵	抵	～抗		ti3
	ti⁴⁵	抵	牴	～觸		ti3
	ti⁴⁵	抵	觝	～觸		ti3
	ti⁴⁵	砥	砥	中流～柱		ti3
	ti⁴³⁴	帝	帝			ti5A
	ti⁴³⁴	蒂	蒂			ti5A
	tʰi⁵³	梯	梯			tʰi1
	tʰi⁵³	涕	涕	鼻～		tʰi1
	tʰi³¹²	屉	屉			tʰi5B
	tʰi³¹²	屉	屜			tʰi5B
	tʰi³¹²	笹	笹	同“屜”		tʰi5B
	tʰi⁴⁵	体	體			tʰi3
	tʰi³¹²	剃	剃	～頭		tʰi5B
	tʰi³¹²	剃	薙	～頭		tʰi5B
	tʰi³¹²	鬄	鬄			tʰi5B
	tʰi³¹²	剃	鬀	～頭		tʰi5B
	tʰi³¹²	薙	薙	草～京（人名）		tʰi5B
	tʰi³¹²	替	替			tʰi5B
	di³¹	堤	堤			di2
	di³¹	题	題			di2
	di³¹	提	提			di2
	di³¹	醍	醍	～醐		di2
	di³¹	鹈	鵜	～鶘		di2
	di³¹	蹄	蹄			di2
	di³¹	蹄	蹏			di2
	di³¹	啼	啼			di2
	di³¹	啼	嗁			di2
	di²⁴	弟	弟			di6
	di²⁴	第	第			di6
	di²⁴	递	遞			di6
	di²⁴	隶	隸			di6
	di²⁴	隶	隷			di6
	di²⁴	棣	棣			di6
	di²⁴	地	地			di6
	li³¹	驴	驢			li2
	li³¹	犁	犁			li2
	li³¹	犁	犂			li2
	li³¹	黎	黎			li2
	li³¹	黎	㴝			li2
	li³¹	离	離			li2
	li³¹	漓	漓	淋～		li2
	li³¹	漓	灕	～江（廣西水名）		li2
	li³¹	篱	籬			li2
	li³¹	璃	璃			li2
	li³¹	璃	瓈			li2
	li³¹	梨	梨			li2
	li³¹	梨	棃			li2
	li³¹	厘	厘			li2
	li³¹	厘	釐			li2
	li³¹	狸	狸			li2
	li⁴⁵	吕	呂			li3
	li⁴⁵	旅	旅			li3
	li⁴⁵	缕	縷			li3
	li⁴⁵	屡	屢	又		li3
	li⁴⁵	礼	禮			li3
	li⁴⁵	李	李			li3
	li⁴⁵	里	里	公～		li3
	li⁴⁵	里	裏	～面		li3
	li⁴⁵	里	裡	～面		li3
	li⁴⁵	理	理			li3
	li⁴⁵	俚	俚			li3
	li⁴⁵	娌	娌			li3
	li⁴⁵	鲤	鯉			li3
	li²⁴	隶	隸	又		li6
	li²⁴	隶	隷	又		li6
	li²⁴	滤	濾			li6
	li²⁴	虑	慮			li6
	li²⁴	例	例			li6
	li²⁴	厉	厲			li6
	li²⁴	励	勵			li6
	li²⁴	丽	麗			li6
	li²⁴	履	履			li6
	li²⁴	利	利			li6
	li²⁴	痢	痢			li6
	li²⁴	吏	吏			li6
	li²⁴	泪	淚			li6
	tsi⁵³	齑	齏	腌～：青菜、雪菜剁碎後清炒的一種小菜		tsi1
	zi³¹	荠	薺	荸～		zi2
	tsi⁴⁵	挤	擠			tsi3
	tsi⁴³⁴	祭	祭			tsi5A
	tsi⁴³⁴	际	際			tsi5A
	tsi⁴³⁴	济	濟			tsi5A
	tsi⁴³⁴	剂	劑			tsi5A
	tsi⁴³⁴	醉	醉	又		tsi5A
	tsi⁴³⁴	左	左	～手		tsi5A
	tsʰi⁵³	蛆	蛆			tsʰi1
	tsʰi⁵³	趋	趨			tsʰi1
	tsʰi⁵³	妻	妻			tsʰi1
	tsʰi⁵³	凄	淒			tsʰi1
	tsʰi⁵³	栖	棲			tsʰi1
	tsʰi⁵³	栖	栖			tsʰi1
	tsʰi⁴⁵	取	取			tsʰi3
	tsʰi⁴⁵	娶	娶			tsʰi3
	tsʰi³¹²	趣	趣			tsʰi5B
	tsʰi³¹²	砌	砌			tsʰi5B
	zi³¹	脐	臍	肚～眼		zi2
	si⁵³	絮	絮			si1
	si⁵³	须	須	必～		si1
	səɯ⁵³	须	鬚	鬍～		səɯ1
	si⁵³	需	需			si1
	si⁵³	西	西			si1
	si⁵³	犀	犀			si1
	si⁵³	婿	婿			si1
	si⁵³	胥	胥			si1
	si⁵³	髓	髓			si1
	si⁴⁵	洗	洗			si3
	si⁴⁵	玺	璽			si3
	si⁴⁵	徙	徙			si3
	si⁴³⁴	细	細			si5A
	zi³¹	徐	徐			zi2
	zi³¹	齐	齊			zi2
	zi²⁴	序	序			zi6
	zi²⁴	叙	叙			zi6
	zi²⁴	叙	敘			zi6
	zi²⁴	叙	敍			zi6
	zi²⁴	绪	緒			zi6
	zi²⁴	聚	聚			zi6
	tɕi⁵³	姬	姬			tɕi1
	tɕi⁵³	鸡	雞			tɕi1
	tɕi⁵³	鸡	鷄			tɕi1
	tɕi⁵³	稽	稽			tɕi1
	tɕi⁵³	饥	飢	～餓		tɕi1
	tɕi⁵³	饥	饑	～饉		tɕi1
	tɕi⁵³	肌	肌			tɕi1
	tɕi⁵³	几	几	茶～		tɕi1
	tɕi⁵³	麂	麂	～皮		tɕi1
	tɕi⁵³	基	基			tɕi1
	tɕi⁵³	几	幾	～乎		tɕi1
	tɕi⁵³	机	機			tɕi1
	tɕi⁵³	讥	譏			tɕi1
	tɕi⁵³	箕	箕			tɕi1
	tɕi⁵³	奇	奇			tɕi1
	tɕi⁴⁵	几	幾	老～		tɕi3
	tɕi⁴³⁴	计	計			tɕi5A
	tɕi⁴³⁴	继	繼			tɕi5A
	tɕi⁴³⁴	冀	冀			tɕi5A
	tɕi⁴³⁴	记	記			tɕi5A
	tɕi⁴³⁴	纪	紀			tɕi5A
	tɕi⁴³⁴	寄	寄			tɕi5A
	tɕi⁴³⁴	既	既			tɕi5A
	tɕi⁴³⁴	既	旣			tɕi5A
	tɕi⁴³⁴	季	季			tɕi5A
	tɕʰi⁵³	溪	溪			tɕʰi1
	tɕʰi⁵³	欺	欺			tɕʰi1
	tɕʰi⁴⁵	岂	豈			tɕʰi3
	tɕʰi⁴⁵	启	啓			tɕʰi3
	tɕʰi⁴⁵	启	啟			tɕʰi3
	tɕʰi⁴⁵	起	起			tɕʰi3
	tɕʰi⁴⁵	企	企			tɕʰi3
	tɕʰi³¹²	契	契			tɕʰi5B
	tɕʰi³¹²	器	器			tɕʰi5B
	tɕʰi³¹²	弃	棄			tɕʰi5B
	tɕʰi³¹²	气	气			tɕʰi5B
	tɕʰi³¹²	气	氣			tɕʰi5B
	tɕʰi³¹²	汽	汽			tɕʰi5B
	dʑi³¹	祇	祇	神～		dʑi2
	dʑi³¹	奇	奇			dʑi2
	dʑi³¹	骑	騎			dʑi2
	dʑi³¹	岐	岐			dʑi2
	dʑi³¹	歧	歧			dʑi2
	dʑi³¹	祁	祁			dʑi2
	dʑi³¹	鳍	鰭			dʑi2
	dʑi³¹	其	其			dʑi2
	dʑi³¹	棋	棋			dʑi2
	dʑi³¹	期	期			dʑi2
	dʑi³¹	旗	旗			dʑi2
	dʑi³¹	麒	麒			dʑi2
	dʑi³¹	祈	祈			dʑi2
	tɕʰi⁴⁵	绮	綺			tɕʰi3
	dʑi²⁴	骑	騎			dʑi6
	dʑi²⁴	妓	妓			dʑi6
	dʑi²⁴	技	技			dʑi6
	dʑi²⁴	忌	忌			dʑi6
	ȵi³¹	泥	泥			ȵi2
	ȵi³¹	霓	霓			ȵi2
	ȵi³¹	倪	倪			ȵi2
	ȵi³¹	宜	宜	便～		ȵi2
	ɦi³¹	宜	宜	適～		ɦi2
	ȵi³¹	尼	尼			ȵi2
	ȵi³¹	呢	呢	～子大衣		ȵi2
	ȵi³¹	疑	疑			ȵi2
	ȵi³¹	拟	擬			ȵi2
	ȵi³¹	沂	沂	臨～		ȵi2
	ȵi⁴⁵	你	你			ȵi3
	ȵi⁴⁵	你	妳			ȵi3
	ȵi⁴⁵	你	祢			ȵi3
	ȵi⁴⁵	你	伱			ȵi3
	ȵi²⁴	艺	藝			ȵi6
	ȵi²⁴	谊	誼			ȵi6
	ȵi²⁴	腻	膩			ȵi6
	ȵi²⁴	二	二			ȵi6
	ɕi⁵³	羲	羲			ɕi1
	ɕi⁵³	曦	曦			ɕi1
	ɕi⁵³	牺	犧			ɕi1
	ɕi⁵³	熙	熙			ɕi1
	ɕi⁵³	熙	煕			ɕi1
	ɕi⁵³	熙	熈			ɕi1
	ɕi⁵³	希	希			ɕi1
	ɕi⁵³	稀	稀			ɕi1
	ɕi⁵³	嬉	嬉			ɕi1
	ɕi⁴⁵	喜	喜			ɕi3
	ɕi⁴³⁴	戏	戲			ɕi5A
	ɕi⁴³⁴	戏	戱			ɕi5A
	ɕi⁴³⁴	戏	戯			ɕi5A
	ɦi³¹	携	攜			ɦi2
	ɦi³¹	畦	畦			ɦi2
	ɦi³¹	移	移			ɦi2
	ɦi³¹	夷	夷			ɦi2
	ɦi³¹	姨	姨			ɦi2
	ɦi³¹	遗	遺			ɦi2
	ɦi³¹	仪	儀			ɦi2
	ɦi²⁴	系	系	～統，院～		ɦi6
	ɦi²⁴	系	繫	～鞋帶，聯～		ɦi6
	ɦi²⁴	系	係	關～		ɦi6
	ɦʰei²⁴	系	係	應答聲，相當於“是的”		ɦʰei6
	ɦi²⁴	蚁	蟻			ɦi6
	ɦi²⁴	义	義			ɦi6
	ɦi²⁴	议	議	又		ɦi6
	ȵi²⁴	议	議			ȵi6
	ȵi²⁴	羿	羿			ȵi6
	ȵi²⁴	毅	毅			ȵi6
	ɦi²⁴	裔	裔			ɦi6
	ɦi²⁴	易	易	容～		ɦi6
	ɦi²⁴	肄	肄			ɦi6
	ɦi²⁴	异	異			ɦi6
	ɦi²⁴	亿	億			ɦi6
	ɦiɪʔ²⁴	忆	憶	記～		ɦiɪʔ8
	ɦi²⁴	刈	刈	磨～落個咧：磨损了		ɦi6
	i⁵³	医	醫			i1
	i⁵³	衣	衣			i1
	i⁵³	依	依			i1
	i⁴⁵	以	以			i3
	i⁴⁵	已	已			i3
	i⁴⁵	矣	矣			i3
	i⁴³⁴	意	意			i5A
	pəɯ⁵³	波	波			pəɯ1
	pəɯ⁵³	菠	菠			pəɯ1
	pəɯ⁵³	簸	簸			pəɯ1
	pəɯ⁵³	播	播			pəɯ1
	pəɯ⁵³	玻	玻			pəɯ1
	pu⁴⁵	补	補			pu3
	pu⁴³⁴	布	布			pu5A
	pu⁴³⁴	布	佈	～置		pu5A
	pu⁴³⁴	怖	怖			pu5A
	pʰəɯ⁵³	颇	頗	景～		pʰəɯ1
	pʰəɯ⁵³	坡	坡			pʰəɯ1
	pʰu⁵³	铺	鋪	～床		pʰu1
	pʰu⁴⁵	谱	譜			pʰu3
	pʰu⁴⁵	圃	圃			pʰu3
	pʰu⁴⁵	普	普			pʰu3
	pʰu⁴⁵	浦	浦			pʰu3
	pʰu⁴⁵	脯	脯			pʰu3
	pʰəɯ³¹²	破	破			pʰəɯ5B
	pʰu³¹²	铺	鋪	店～		pʰu5B
	pʰu³¹²	铺	舖	店～		pʰu5B
	bəɯ³¹	婆	婆			bəɯ2
	bu³¹	抚	撫	～一～：輕輕摸一摸		bu2
	bu³¹	蒲	蒲			bu2
	bu³¹	菩	菩			bu2
	bu³¹	脯	脯			bu2
	bu³¹	葡	葡			bu2
	bəʔ²⁴	葡	葡	～萄		bəʔ8
	bu²⁴	孵	孵	～小雞		bu6
	bu²⁴	部	部			bu6
	bu²⁴	簿	簿			bu6
	bu²⁴	步	步			bu6
	bu²⁴	捕	捕			bu6
	bu²⁴	埠	埠			bu6
	bu²⁴	伏	伏	～下來		bu6
	fu⁵³	孵	孵			fu1
	fu⁵³	夫	夫			fu1
	fu⁵³	肤	膚			fu1
	fu⁵³	敷	敷			fu1
	fu⁵³	麸	麩			fu1
	fu⁴⁵	府	府			fu3
	fu⁴⁵	腑	腑			fu3
	fu⁴⁵	俯	俯			fu3
	fu⁴⁵	甫	甫			fu3
	fu⁴⁵	斧	斧			fu3
	fu⁴⁵	釜	釜			fu3
	fu⁴⁵	辅	輔			fu3
	vu²⁴	武	武			vu6
	vu²⁴	舞	舞			vu6
	vu³¹	侮	侮			vu2
	vu²⁴	鹉	鵡			vu6
	fu⁴³⁴	付	付			fu5A
	fu⁴³⁴	赋	賦			fu5A
	fu⁴³⁴	咐	咐			fu5A
	fu⁴³⁴	赴	赴			fu5A
	fu⁴³⁴	讣	訃			fu5A
	fu⁴³⁴	富	富			fu5A
	fu⁴³⁴	副	副			fu5A
	fu⁴³⁴	傅	傅	姓		fu5A
	vu³¹	符	符			vu2
	vu³¹	扶	扶			vu2
	vu³¹	芙	芙			vu2
	vu³¹	无	無			vu2
	vu³¹	巫	巫			vu2
	vu³¹	浮	浮			vu2
	vu³¹	抚	撫			vu2
	vu²⁴	傅	傅			vu6
	vu²⁴	父	父			vu6
	vu²⁴	腐	腐			vu6
	vu²⁴	附	附			vu6
	vu²⁴	驸	駙			vu6
	vu²⁴	务	務			vu6
	vu²⁴	雾	霧			vu6
	vu²⁴	妇	婦			vu6
	vu²⁴	负	負			vu6
	vu²⁴	戊	戊			vu6
	vu²⁴	腐	腐			vu6
	ku⁵³	姑	姑			ku1
	ku⁵³	孤	孤			ku1
	ku⁵³	箍	箍			ku1
	ku⁵³	鸪	鴣			ku1
	ku⁵³	辜	辜			ku1
	ku⁴⁵	古	古			ku3
	ku⁴⁵	估	估			ku3
	ku⁴⁵	牯	牯			ku3
	ku⁴⁵	股	股			ku3
	ku⁴⁵	鼓	鼓			ku3
	ku⁴³⁴	故	故			ku5A
	ku⁴³⁴	固	固			ku5A
	ku⁴³⁴	锢	錮			ku5A
	ku⁴³⁴	雇	雇	～用，姓		ku5A
	ku⁴³⁴	雇	僱	～用		ku5A
	ku⁴³⁴	顾	顧			ku5A
	kʰu⁵³	枯	枯			kʰu1
	kʰu⁴⁵	苦	苦			kʰu3
	kʰu³¹²	库	庫			kʰu5B
	kʰu³¹²	裤	褲			kʰu5B
	hu⁵³	呼	呼			hu1
	hu⁴⁵	虎	虎			hu3
	hu⁴⁵	浒	滸	水～傳		hu3
	ɕy⁴⁵	浒	滸	～墅關		ɕy3
	ɦu³¹	吴	吳			ɦu2
	ɦu³¹	蜈	蜈			ɦu2
	ɦu³¹	梧	梧			ɦu2
	ɦu³¹	鹕	鶘	鵜～		ɦu2
	ɦu³¹	醐	醐	醍～		ɦu2
	ɦu³¹	胡	胡	～嚨：喉嚨，～琴		ɦu2
	ɦu³¹	胡	鬍	～鬚		ɦu2
	ɦu³¹	胡	衚	～衕		ɦu2
	ɦu³¹	狐	狐			ɦu2
	ɦu³¹	湖	湖			ɦu2
	ɦu³¹	壶	壺			ɦu2
	ɦu³¹	葫	葫			ɦu2
	ɦu³¹	糊	糊			ɦu2
	ɦu³¹	蝴	蝴			ɦu2
	ɦu³¹	乎	乎			ɦu2
	ɦu²⁴	误	誤			ɦu6
	ɦu²⁴	悟	悟			ɦu6
	ɦu²⁴	户	戶			ɦu6
	ɦu²⁴	沪	滬			ɦu6
	ɦu²⁴	互	互			ɦu6
	ɦu²⁴	护	護			ɦu6
	u⁵³	乌	烏			u1
	u⁵³	污	污			u1
	u⁵³	污	汙			u1
	u⁵³	坞	塢			u1
	u⁵³	诬	誣			u1
	u⁴⁵	伍	伍			u3
	u⁴⁵	午	午			u3
	tɕy⁵³	诸	諸			tɕy1
	tɕy⁵³	居	居			tɕy1
	tɕy⁵³	车	車	～馬炮		tɕy1
	tɕy⁵³	诛	誅			tɕy1
	tɕy⁵³	蛛	蛛	結～：蜘蛛		tɕy1
	tɕy⁵³	蛛	鼄	結～：蜘蛛		tɕy1
	tɕy⁵³	株	株			tɕy1
	tɕy⁵³	朱	朱			tɕy1
	tɕy⁵³	朱	硃	～砂		tɕy1
	tɕy⁵³	珠	珠			tɕy1
	dʑy³¹	殊	殊			dʑy2
	tɕy⁵³	拘	拘			tɕy1
	tɕy⁵³	驹	駒			tɕy1
	tɕy⁵³	矩	矩			tɕy1
	tɕy⁵³	猪	豬			tɕy1
	tɕy⁵³	褚	褚			tɕy1
	tɕy⁴⁵	渚	渚			tɕy3
	tɕy⁴⁵	煮	煮			tɕy3
	tɕy⁴⁵	举	舉			tɕy3
	tɕy⁴⁵	举	擧			tɕy3
	tɕy⁴⁵	柜	柜	～柳		tɕy3
	tɕy⁴⁵	榉	櫸			tɕy3
	tɕy⁴⁵	榉	𣟱			tɕy3
	tɕy⁴⁵	榉	欅			tɕy3
	tɕy⁴⁵	拄	拄			tɕy3
	tɕy⁴⁵	主	主			tɕy3
	tɕy⁴³⁴	著	著	～名		tɕy5A
	tɕy⁴³⁴	据	据	拮～		tɕy5A
	tɕy⁴³⁴	据	據			tɕy5A
	tɕy⁴³⁴	锯	鋸			tɕy5A
	tɕy⁴³⁴	驻	駐			tɕy5A
	tɕy⁴³⁴	注	注			tɕy5A
	tɕy⁴³⁴	注	註			tɕy5A
	tɕy⁴³⁴	蛀	蛀			tɕy5A
	tɕy⁴³⁴	铸	鑄			tɕy5A
	tɕy⁴³⁴	句	句			tɕy5A
	tɕy⁴³⁴	鳜	鱖			tɕy5A
	ɕy⁵³	枢	樞			ɕy1
	tɕʰy⁵³	区	區			tɕʰy1
	tɕʰy⁵³	驱	驅			tɕʰy1
	tɕʰy⁵³	吹	吹			tɕʰy1
	tɕʰy⁴⁵	处	處	相～		tɕʰy3
	tɕʰy⁴⁵	鼠	鼠			tɕʰy3
	tɕʰy³¹²	处	處	到～		tɕʰy5B
	tɕʰy³¹²	去	去	（文）		tɕʰy5B
	dʑy³¹	渠	渠			dʑy2
	dʑy³¹	橱	櫥			dʑy2
	dʑy³¹	厨	廚			dʑy2
	dʑy³¹	瞿	瞿			dʑy2
	dʑy³¹	除	除			dʑy2
	dʑy³¹	储	儲			dʑy2
	dʑy²⁴	巨	巨			dʑy6
	dʑy²⁴	拒	拒			dʑy6
	dʑy²⁴	距	距			dʑy6
	dʑy²⁴	柱	柱			dʑy6
	dʑy²⁴	住	住			dʑy6
	dʑy²⁴	俱	俱			dʑy6
	dʑy²⁴	惧	懼			dʑy6
	dʑy²⁴	具	具			dʑy6
	dʑy²⁴	苎	苧			dʑy6
	dʑy²⁴	伫	佇			dʑy6
	dʑy²⁴	伫	竚			dʑy6
	dʑy²⁴	贮	貯			dʑy6
	dʑy²⁴	纻	紵			dʑy6
	dʑy²⁴	宁	宁			dʑy6
