字	IPA	调值
短	tue	42
至	tʂʅ	24
項	xã	24
鞋	xæ	31
皖	kʰue	42
勃	pʰu	31
夜	ie	24
輕	tɕʰĩ	55
潭	tʰã	31
怒	nu	24
亮	liã	24
幻	xue	24
衫	ʂã	55
冰	pĩ	55
詞	tsʰɿ	31
施	ʂʅ	55
脱	tʰo	31
聯	lie	31
尊	tsuẽ	55
盟	mĩ	31
酒	tɕiəu	42
豬	tʂu	55
提	tʰi	31
夕	ɕi	31
灰	xuei	55
宅	tse	31
紹	ʂau	24
旱	xã	24
做	tso	24
想	ɕiã	42
硯	ie	24
孩	xæ	31
鍘	tʂa	31
陽	iã	31
戳	tʂʰo	31
斬	tʂã	42
使	ʂʅ	42
從	tsʰoŋ	31
厭	ie	24
孕	yĩ	24
臂	pei	24
偕	kæ	55
慣	kue	24
車	tʂʰe	55
剛	kã	55
隱	ĩ	42
膽	tã	42
芳	fã	55
泌	mi	31
充	tʂʰoŋ	55
察	tʂʰa	31
寨	tʂæ	24
市	ʂʅ	24
欽	tɕʰĩ	55
闢	pʰi	31
崇	tsʰoŋ	31
屢	luei	42
意	i	24
對	tuei	24
南	nã	31
鄭	tʂei	24
蘇	su	55
將	tɕiã	55
汗	xã	24
俗	su	31
姜	tɕiã	55
弱	ʐo	31
窩	o	55
福	fu	31
侯	xəu	31
追	tʂuei	55
低	ti	55
頭	tʰəu	31
聊	liau	31
茄	tɕʰye	31
當	tã	55
彪	piəu	55
帥	ʂuæ	24
厄	e	31
迫	pʰe	31
獸	ʂəu	24
昭	tʂau	55
足	tsu	31
託	tʰo	31
彎	xue	55
感	kã	42
房	fã	31
承	tʂʰei	31
飛	fei	55
巾	tɕĩ	55
肚	tu	42
肚	tu	24
坑	kʰei	55
爹	tie	55
掛	kua	24
厚	xəu	24
喜	ɕi	42
聞	vei	31
退	tʰuei	24
恨	xei	24
骨	ku	31
王	uã	31
演	ie	42
禀	pĩ	42
腔	tɕʰiã	55
學	ɕio	31
張	tʂã	55
握	u	31
豆	təu	24
刁	tiau	55
絮	ɕyi	24
婦	fu	24
奏	tsəu	24
達	ta	31
譜	pʰu	42
乎	xu	55
鍋	ko	55
淵	ye	55
閲	ye	31
或	xue	31
幫	pã	55
脅	ɕye	31
很	xei	42
五	u	42
怕	pʰa	24
病	pĩ	24
再	tsæ	24
鄧	tei	24
威	uei	55
師	sɿ	55
旺	uã	24
政	tʂei	24
狀	tʂuã	24
瞎	ɕia	31
即	tɕi	31
赫	xe	31
兮	ɕi	55
概	kʰæ	24
貞	tʂei	55
莫	mo	31
拍	pʰe	31
閉	pi	24
户	xu	24
殼	kʰo	31
舉	tɕyi	42
武	vu	42
供	koŋ	55
蓋	kæ	24
旦	tã	24
手	ʂəu	42
癬	ɕye	42
月	ye	31
惡	o	31
改	kæ	42
讀	tu	31
誰	ʂuei	31
塊	kʰuæ	42
治	tʂʅ	24
急	tɕi	31
穩	vei	42
諸	tʂu	55
匙	tʂʰʅ	55
賜	tsʰɿ	24
蕭	ɕiau	55
喧	ɕye	55
答	ta	31
倍	pei	24
粹	tsʰuei	24
替	tʰi	24
均	tɕyĩ	55
西	ɕi	55
尺	tʂʰʅ	31
站	tʂã	24
他	tʰe	55
圓	ye	31
奇	tɕʰi	31
鹿	lu	31
難	nã	31
特	tʰe	31
集	tɕi	31
隻	tʂʅ	55
鐘	tʂoŋ	55
淆	ɕiau	31
搭	ta	31
弓	koŋ	55
旗	tɕʰi	31
庚	kei	55
棚	pʰoŋ	31
妻	tɕʰi	55
完	xue	31
窮	tɕʰioŋ	31
己	tɕi	42
飾	ʂʅ	24
插	tʂʰa	31
桌	tʂo	31
求	tɕʰiəu	31
初	tsʰu	55
謙	tɕʰie	55
悴	tsʰuei	24
巢	tsʰau	31
運	yĩ	24
同	tʰoŋ	31
鴉	ia	55
擇	tsʰe	31
税	ʂuei	24
思	sɿ	55
倦	tɕye	24
鐵	tʰie	31
歲	suei	24
前	tɕʰie	31
六	lu	31
熟	ʂu	31
真	tʂei	55
曰	ye	55
鄰	lĩ	31
店	tie	24
廉	lie	31
二	e	24
撑	tsʰei	55
頂	tĩ	42
篆	tʂue	24
硬	ei	24
凡	fã	31
公	koŋ	55
小	ɕiau	42
摇	iau	31
煙	ie	55
旁	pʰã	31
賢	ɕie	31
字	tsɿ	24
械	kæ	24
醃	ie	55
仰	iã	42
奴	nu	31
誠	tʂʰei	31
伐	fa	31
婆	pʰo	31
總	tsoŋ	42
裏	i	42
北	pe	31
波	po	55
作	tso	31
介	kæ	24
泰	tʰæ	24
晨	ʂei	31
也	ie	42
桅	uei	31
直	tʂʅ	31
丘	tɕʰiəu	55
捲	tɕye	42
去	kʰɯ	24
去	tɕʰyi	24
垂	tʂʰuei	31
營	ĩ	31
立	li	31
幼	iəu	24
及	tɕi	31
生	sei	55
視	ʂʅ	24
釣	tiau	24
阮	ʐue	42
矣	i	42
堤	tʰi	31
塔	tʰa	31
吸	ɕi	31
季	tɕi	24
酌	tʂo	31
清	tɕʰĩ	55
鼠	tʂʰu	42
汪	uã	55
雷	luei	31
道	tau	24
測	tsʰe	31
恐	kʰoŋ	42
卑	pei	55
佈	pu	24
外	uæ	24
消	ɕiau	55
專	tʂue	55
世	ʂʅ	24
仙	ɕie	55
譬	pʰi	31
古	ku	42
羅	lo	31
孤	ku	55
便	pie	24
斤	tɕĩ	55
秀	ɕiəu	24
飯	fã	24
著	tʂo	31
午	u	42
把	pa	42
危	uei	31
粗	tsʰu	55
進	tɕĩ	24
更	kei	24
更	kei	55
覺	tɕio	31
桑	sã	55
庵	ã	55
若	ʐo	31
朝	tʂau	55
矮	æ	42
枉	uã	42
繩	ʂuẽ	31
竹	tʂu	31
文	vei	31
八	pa	31
媽	ma	55
部	pu	24
斜	ɕia	31
周	tʂəu	55
欺	tɕʰi	55
肉	ʐu	31
曲	tɕʰiu	31
鵝	o	31
畝	mu	42
貌	mau	24
連	lie	31
拙	tʂue	31
玩	xue	31
甚	ʂei	24
件	tɕie	24
匿	ȵi	31
森	sei	55
人	ʐei	31
英	ĩ	55
一	i	31
郎	lã	31
柔	ʐəu	31
侵	tɕĩ	55
梅	mei	31
綢	tʂʰəu	31
拆	tsʰe	31
矢	ʂʅ	42
信	ɕĩ	24
攘	ʐã	42
岸	ã	24
醜	tʂʰəu	42
我	o	42
彙	luei	24
路	lu	24
全	tɕʰye	31
軟	ʐue	42
跑	pʰau	42
社	ʂe	24
氣	tɕʰi	24
教	tɕiau	24
臘	la	31
局	tɕiu	31
句	tɕyi	24
吕	lyi	42
犬	tɕʰye	42
委	uei	42
侄	tʂʅ	31
晋	tɕĩ	24
縮	so	31
貴	kuei	24
野	ie	42
位	uei	24
惹	ʐe	42
斛	xu	31
術	ʂu	31
德	te	31
荆	tɕĩ	55
皆	kæ	55
緣	ye	31
山	ʂã	55
逸	i	31
回	xuei	31
轎	tɕiau	24
船	tʂʰue	31
里	li	42
救	tɕiəu	24
辭	tsʰɿ	31
譯	i	31
末	mo	31
肯	kʰei	42
良	liã	31
虧	kʰuei	55
懷	xuæ	31
設	ʂe	31
杏	ɕĩ	24
聽	tʰĩ	55
七	tɕʰi	31
鳥	ȵiau	42
兒	e	31
虚	ɕyi	55
尾	vei	42
官	kue	55
鋭	ʐuei	24
鬆	soŋ	55
孝	ɕiau	24
弘	xoŋ	31
多	to	55
馬	ma	42
草	tsʰau	42
配	pʰei	24
名	mĩ	31
恤	ɕiu	31
襖	au	42
崩	poŋ	55
僧	sei	55
怯	tɕʰio	31
害	xæ	24
扇	ʂã	24
轟	xoŋ	55
戌	ɕiu	31
楚	tsʰu	42
招	tʂau	55
巷	xã	24
鋤	tsʰu	31
諧	xæ	31
仍	ʐei	31
才	tsʰæ	31
家	tɕia	55
陣	tʂʰei	31
勒	le	31
舊	tɕiəu	24
寄	tɕi	24
僕	pʰu	31
友	iəu	42
出	tʂʰu	31
識	ʂʅ	31
觀	kue	55
丁	tĩ	55
凝	ȵĩ	31
愛	æ	24
聲	ʂei	55
滯	tʂʅ	24
拘	tɕyi	55
涯	ia	31
誦	soŋ	24
朗	lã	42
色	se	31
移	i	31
尤	iəu	31
銜	ɕie	31
銜	xã	31
歇	ɕie	31
環	xue	31
泥	ȵi	31
舀	ua	42
舀	iau	42
驢	lyi	31
津	tɕĩ	55
白	pe	31
烏	u	55
現	ɕie	24
慘	tsʰã	42
萌	mĩ	31
菠	po	55
襯	tsʰei	24
石	ʂʅ	31
水	ʂuei	42
話	xua	24
倫	luẽ	31
黑	xe	31
曾	tsei	55
元	ye	31
秩	tʂʰʅ	31
匣	ɕia	31
狂	kʰuã	31
純	ʂuẽ	31
哀	æ	55
鹹	ɕie	31
卧	o	24
統	tʰoŋ	42
瑞	ʂuei	24
柴	tʂʰæ	31
亂	lue	24
醋	tsʰu	24
履	lyi	42
宣	ɕye	55
晏	ie	24
建	tɕie	24
吾	u	31
偷	tʰəu	55
蝕	ʂʅ	31
例	li	24
翻	fã	55
團	tʰue	31
伺	sɿ	24
畜	ɕiu	31
袖	ɕiəu	24
包	pau	55
徵	tʂei	55
性	ɕĩ	24
格	ke	31
最	tsuei	24
賊	tse	31
瓦	ua	42
否	fəu	42
傑	tɕie	31
獄	iu	31
半	pã	24
腐	fu	42
其	tɕʰi	31
約	io	31
九	tɕiəu	42
圖	tʰu	31
馮	foŋ	31
酸	sue	55
微	vei	31
攪	kau	42
策	tsʰe	31
碑	pei	55
撞	tʂuã	24
活	xo	31
麻	ma	31
袍	pʰau	31
許	ɕyi	42
摘	tse	31
零	lĩ	31
式	ʂʅ	24
謝	ɕie	24
略	ȵio	31
稻	tau	24
的	ti	31
换	xue	24
頓	tuẽ	24
帝	ti	24
暮	mo	24
寫	ȵie	42
倉	tsʰã	55
寵	tʂʰoŋ	42
形	ɕĩ	31
然	ʐã	31
喝	xo	55
寒	xã	31
沙	ʂa	55
扶	fu	42
方	fã	55
軒	ɕie	55
翠	tsʰuei	24
偵	tʂei	55
螢	ĩ	31
敝	pi	24
沃	u	31
典	tie	42
倒	tau	42
腦	nau	42
尹	ĩ	42
暖	nue	42
院	xue	24
姐	tɕie	42
頃	tɕʰĩ	42
魚	yi	31
光	kuã	55
亨	xei	55
遠	ye	42
燭	tʂu	31
起	tɕʰi	42
試	ʂʅ	24
靴	ɕye	55
竭	tɕie	31
穴	ɕye	31
校	ɕiau	24
物	vu	31
緑	lu	31
抓	tʂua	55
商	ʂã	55
椿	tʂʰuẽ	55
婿	ɕyi	24
咬	iau	42
帖	tʰie	31
曠	kʰuã	24
事	sɿ	24
少	ʂau	42
恩	ei	55
走	tsəu	42
片	pʰie	24
征	tʂei	55
匹	pʰi	31
捏	ȵie	31
樣	iã	24
藕	əu	42
貝	pei	24
拉	la	55
囚	tɕʰiəu	31
先	ɕie	55
先	tɕʰie	55
點	tie	42
普	pʰu	42
條	tʰiau	31
息	ɕi	31
問	vei	24
寧	lĩ	31
嚴	ie	31
雨	yi	42
齒	tʂʰʅ	42
都	tu	55
深	ʂei	55
歐	əu	55
撲	pʰu	31
拜	pæ	24
兵	pĩ	55
媳	ɕi	31
春	tʂʰuẽ	55
收	ʂəu	55
談	tʰã	31
入	ʐu	31
論	luẽ	24
巴	pa	55
會	xuei	24
血	ɕye	31
血	ɕie	31
醫	i	55
防	fã	31
下	ɕia	24
騾	lo	31
玉	yi	24
含	xã	31
邊	pie	55
過	ko	24
密	mi	31
告	kau	24
弟	ti	24
碗	xue	42
賴	læ	24
齊	tɕʰi	31
詳	tɕʰiã	31
嚼	tɕio	31
笛	ti	31
長	tʂʰã	31
住	tʂu	24
解	kæ	42
甲	tɕia	55
甲	tɕia	31
屬	ʂu	31
吃	tʂʰʅ	31
無	vu	31
呼	xu	55
刀	tau	55
之	tʂʅ	55
秦	tɕʰĩ	31
激	tɕi	31
奉	foŋ	24
爲	uei	31
農	noŋ	31
軋	tʂa	31
始	ʂʅ	42
士	sɿ	24
念	ȵie	24
惟	uei	31
彭	pʰoŋ	31
肅	su	31
共	koŋ	24
染	ʐã	42
某	məu	42
力	li	31
茅	mau	31
架	tɕia	24
所	so	42
興	ɕĩ	55
河	xo	31
木	mu	31
太	tʰæ	24
展	tʂã	42
遺	i	31
詩	ʂʅ	55
妥	tʰo	42
資	tsɿ	55
中	tʂoŋ	55
監	tɕie	55
揣	tʂʰuæ	42
城	tʂʰei	31
器	tɕʰi	24
泣	ɕi	31
鴨	ia	31
伴	pã	24
金	tɕĩ	55
孽	ȵie	31
耻	tʂʰʅ	42
食	ʂʅ	31
憶	i	24
糙	tsʰau	24
闊	kʰue	31
閏	ʐuẽ	24
徽	xuei	55
够	kəu	24
沾	tʂã	55
調	tʰiau	31
調	tiau	24
遵	tsuẽ	55
逆	ȵi	31
挾	tɕia	31
辱	ʐu	31
絶	tɕye	31
渴	kʰo	31
漸	tɕie	24
葉	ie	31
罪	tsuei	24
澀	se	31
掃	sau	42
役	i	31
舵	to	24
責	tse	31
暴	pau	24
身	ʂei	55
兑	tuei	24
肴	ɕiau	31
簍	ləu	42
東	toŋ	55
講	tɕiã	42
椅	i	42
歷	li	31
居	tɕyi	55
務	vu	24
燎	liau	31
縣	ɕie	24
植	tʂʅ	31
耕	kei	55
炒	tʂʰau	42
範	fã	24
品	pʰĩ	42
隨	suei	31
助	tsu	24
鬥	təu	42
狗	kəu	42
瓊	tɕʰyĩ	31
况	kʰuã	24
命	mĩ	24
業	ȵie	31
卒	tsu	31
疑	ȵi	31
聚	tɕyi	24
静	tɕĩ	24
跳	tʰiau	24
關	kue	55
盗	tau	24
醉	tsuei	24
言	ie	31
徙	ɕi	42
囊	nã	31
客	kʰe	31
印	ĩ	24
戊	vu	24
廢	fei	24
敲	tɕʰiau	55
丕	pʰei	42
嗟	tɕia	55
女	ȵyi	42
佩	pʰei	24
秋	tɕʰiəu	55
未	vei	24
與	yi	42
嵩	soŋ	55
示	ʂʅ	24
希	ɕi	55
派	pʰæ	24
辨	pie	24
瘦	səu	24
各	ko	31
滅	mie	31
橋	tɕʰiau	31
步	pu	24
服	fu	31
題	tʰi	31
果	ko	42
趣	tɕʰyi	24
逼	pi	31
促	tsʰu	31
遲	tʂʰʅ	31
累	luei	24
讓	ʐã	24
幾	tɕi	42
舅	tɕiəu	24
個	ko	24
娶	tɕyi	24
傾	tɕʰĩ	42
丑	tʂʰəu	42
桓	xue	31
泊	pʰe	31
鄙	pʰi	42
夷	i	31
辣	la	31
永	ioŋ	42
十	ʂʅ	31
肺	fei	24
蛙	ua	55
林	lĩ	31
放	fã	24
望	vã	24
側	tsʰe	31
澤	tsʰe	31
靈	lĩ	31
封	foŋ	55
嫩	nuẽ	24
滑	xua	31
澈	tʂʰe	31
類	luei	24
栗	li	31
怪	kuæ	24
戀	lie	24
丸	xue	31
融	ioŋ	31
曉	ɕiau	42
成	tʂʰei	31
列	lie	31
菜	tsʰæ	24
侍	ʂʅ	24
執	tʂʅ	31
序	ɕyi	24
桶	tʰoŋ	42
近	tɕĩ	24
娃	ua	31
流	liəu	31
雀	tɕʰio	31
疫	i	31
鉗	tɕʰie	31
昏	xuẽ	55
端	tue	55
劣	lie	31
遂	ɕyi	24
主	tʂu	42
饒	ʐau	31
茸	ʐoŋ	31
雜	tsa	31
蟲	tʂʰoŋ	31
掘	tɕʰiu	31
戒	kæ	24
宋	soŋ	24
技	tɕi	24
花	xua	55
歌	ko	55
化	xua	24
門	mei	31
雲	yĩ	31
雲	yĩ	31
粉	fei	42
蕊	ʐuei	42
肥	fei	31
謀	məu	31
奪	to	31
踏	tʰa	31
糾	tɕiəu	55
堯	iau	31
素	su	24
死	sɿ	42
圍	uei	31
造	tsʰau	24
叫	tɕiau	24
哭	kʰu	31
碧	pi	31
存	tsʰuẽ	31
送	soŋ	24
殖	tʂʅ	31
歸	kuei	55
産	tʂʰã	42
增	tsei	55
些	ɕie	55
炸	tʂa	31
炸	tʂa	24
糟	tsau	55
溺	ȵi	31
聶	ȵie	31
次	tsʰɿ	24
匡	kʰuã	55
行	ɕĩ	31
行	xã	31
謊	xuã	42
夫	fu	55
菊	tɕiu	31
審	ʂei	42
薄	po	31
削	ɕio	31
毁	xuei	42
如	ʐu	31
自	tsɿ	24
拔	pa	31
往	uã	42
暫	tʂã	24
噎	ie	31
坡	pʰo	55
獲	xue	31
昂	ã	31
瑟	se	31
故	ku	24
旬	ɕyĩ	31
老	lau	42
梯	tʰi	55
旋	ɕye	31
忘	vã	31
律	lie	31
律	li	31
兄	ɕioŋ	55
貓	mau	55
貓	mau	31
引	ĩ	42
散	sã	24
撒	sa	42
敢	kã	42
尋	ɕyĩ	31
費	fei	24
君	tɕyĩ	55
擲	tʂʅ	31
斯	sɿ	55
莊	tʂuã	55
壁	pi	31
拿	na	31
羽	yi	42
效	ɕiau	24
壬	ʐei	31
三	sã	55
撇	pʰie	31
江	tɕiã	55
弦	ɕye	31
弦	ɕie	31
課	kʰo	24
痛	tʰoŋ	24
嘴	tsuei	42
香	ɕiã	55
子	tsɿ	42
突	tʰu	31
殺	ʂa	31
結	tɕie	31
鉛	tɕʰie	55
鉛	ie	31
爬	pʰa	31
鶴	xo	31
滚	kuẽ	42
協	ɕye	31
犯	fã	24
跟	kei	55
被	pei	24
睡	ʂuei	24
吊	tiau	24
皮	pʰi	31
底	ti	42
賭	tu	42
後	xəu	24
質	tʂʅ	31
鷄	tɕi	55
横	xuẽ	31
奚	ɕi	55
坐	tso	24
玄	ɕye	31
欲	iu	31
熊	ɕioŋ	31
畫	xua	24
天	tʰie	55
挖	ua	55
朵	to	42
地	ti	24
閘	tɕia	31
瀑	pʰu	31
乘	tʂʰei	31
齋	tʂæ	55
敗	pæ	24
妖	iau	55
紐	ȵiəu	42
切	tɕʰie	31
左	tso	42
漏	ləu	24
好	xau	42
昌	tʂʰã	55
懇	kʰei	42
幸	ɕĩ	24
晌	ʂã	42
屋	u	31
只	tʂʅ	42
分	fei	55
紅	xoŋ	31
府	fu	42
恰	tɕʰia	31
贖	ʂu	31
郁	iu	31
刮	kua	31
比	pi	42
此	tsʰɿ	42
黨	tã	42
吞	tʰuẽ	55
剪	tɕie	42
育	iu	31
熱	ʐe	31
艾	æ	24
休	ɕiəu	55
洗	ɕi	42
杜	tu	24
判	pʰã	24
盤	pʰã	31
第	ti	24
霞	ɕia	31
笨	pei	24
唐	tʰã	31
年	ȵie	31
鑷	ȵie	31
柱	tʂu	24
革	ke	31
樹	ʂu	24
鰥	kue	55
陸	lu	31
蠶	tsʰã	31
臻	tsei	55
宜	ȵi	31
乞	tɕʰi	31
忽	xu	31
温	uẽ	55
臣	tʂʰei	31
能	nei	31
代	tæ	24
則	tse	31
寺	sɿ	24
霍	xo	31
瓶	pʰĩ	31
今	tɕĩ	55
涉	ʂe	31
大	ta	24
埋	mæ	31
本	pei	42
桂	kuei	24
動	toŋ	24
速	su	31
除	tʂʰu	31
剩	ʂei	24
瘸	tɕʰye	31
晚	xue	42
在	tsæ	24
胡	xu	31
嫌	ɕie	31
知	tʂʅ	55
打	ta	42
千	tɕʰie	55
秃	tʰu	31
不	pu	31
板	pã	42
因	ĩ	55
忍	ʐei	42
洞	toŋ	24
緝	tɕi	31
法	fa	31
貳	e	24
延	ie	31
縛	po	31
錢	tɕʰie	31
買	mæ	42
繞	ʐau	42
囂	ɕiau	55
卜	pʰu	31
翅	tʂʰʅ	24
踢	tʰi	31
貶	pie	42
勳	ɕyĩ	55
又	iəu	24
暗	ã	24
争	tsei	55
時	ʂʅ	31
系	ɕi	24
核	xe	31
甜	tʰie	31
尼	ȵi	31
樁	tʂuã	55
高	kau	55
叛	pʰã	24
算	sue	24
删	ʂã	55
陵	lĩ	31
符	fu	31
龍	loŋ	31
間	tɕie	55
間	tɕie	24
郭	ko	31
席	ɕi	31
而	e	31
應	ĩ	24
給	kɯ	42
失	ʂʅ	31
鶯	ĩ	55
邪	ɕie	31
堅	tɕie	55
由	iəu	31
慢	mã	24
蓬	pʰoŋ	31
順	ʂuẽ	24
沿	ie	31
羊	iã	31
妓	tɕi	24
蔡	tsʰæ	24
研	ie	31
坤	kʰuẽ	55
脆	tsʰuei	24
得	te	31
離	li	31
新	ɕĩ	55
麥	me	31
潮	tʂʰau	31
風	foŋ	55
到	tau	24
你	ȵi	42
空	kʰoŋ	55
魂	xuẽ	31
等	tei	42
茶	tʂʰa	31
赤	tʂʰʅ	31
棲	tɕʰi	55
趙	tʂau	24
要	iau	24
納	na	31
燒	ʂau	55
有	iəu	42
用	ioŋ	24
奶	næ	55
奶	næ	42
祖	tsu	42
蝦	ɕia	55
雄	ɕioŋ	31
儒	ʐu	31
瓜	kua	55
值	tʂʅ	31
哥	ko	55
宏	xoŋ	31
刻	kʰe	31
那	na	24
狹	ɕia	31
盼	pʰã	24
鮮	ɕye	55
剖	pʰo	42
管	kue	42
驗	ie	24
何	xo	31
極	tɕi	31
假	tɕia	24
假	tɕia	42
牢	lau	31
