字	片	区	小片	方言点	声母	韵母	调值	调类	备注
义	莆仙区			莆田	k	i	11	阳去	
之	莆仙区			莆田	ts	i/o	533	阴平	
乌	莆仙区			莆田	0	ɔu	533	阴平	
乍	莆仙区			莆田	ts	a	42	阴去	
乎	莆仙区			莆田	h	ɔu	13	阳平	
乏	莆仙区			莆田	0	aʔ	4	阳入	
乐	莆仙区			莆田	k	aʔ	4	阳入	音乐。
乔	莆仙区			莆田	k	iau	13	阳平	
乖	莆仙區			莆田	k	ue	533	陰平	
乗	莆仙区			莆田	ɬ	iŋ	13	阳平	
乘	莆仙区			莆田	ɬ	iŋ	13	阳平	
乙	莆仙区			莆田	0	iʔ	21	阴入	
九	莆仙区			莆田	k	au/iu	453	上声	
乞	莆仙区			莆田	kʰ	ue/ɔʔ	11/21	阳去/阴入	单字读，给。
习	莆仙区			莆田	ɬ	iʔ	4	阳入	
乡	莆仙区			莆田	h	iau/yɒŋ	533	阴平	
书	莆仙区			莆田	ɬ/ts	y	533	阴平	
买	莆仙区			莆田	m/p	ai/e	453	上声	
乱	莆仙区			莆田	l	uaŋ	11	阳去	
乳	莆仙区			莆田	ts	y	453	上声	
亂	莆仙区			莆田	l	uaŋ	11	阳去	
了	莆仙区			莆田	l	iau	453	上声	了事。
事	莆仙区			莆田	ɬ/t	o/ai	11	阳去	文读，事体。
二	莆仙区			莆田	ts	i	11	阳去	
于	莆仙区			莆田	0	y	13	阳平	
亏	莆仙区			莆田	kʰ	ui	533	阴平	
云	莆仙区			莆田	0	ɔŋ	13	阳平	
互	莆仙区			莆田	h	ɔu	11	阳去	
五	莆仙区			莆田	k/ŋ	ɔu	453/11	上声/阳去	
井	莆仙区			莆田	ts	a/iŋ	453	上声	
亚	莆仙区			莆田	0	a	42	阴去	
亞	莆仙区			莆田	0	a	42	阴去	
亡	莆仙区			莆田	m	ɒŋ	533	阴平	
交	莆仙区			莆田	k	iau/au	533	阴平	
亥	莆仙区			莆田	h	ai	11	阳去	
亦	莆仙區			莆田	0	iʔ	4	陽入	
产	莆仙区			莆田	ɬ	aŋ	453	上声	
享	莆仙区			莆田	h	yɒŋ	453	上声	
京	莆仙区			莆田	k	iŋ	533	阴平	
亭	莆仙区			莆田	t	ɛŋ	13	阳平	
亮	莆仙区			莆田	l	yɒŋ	11	阳去	
亲	莆仙區			莆田	tsʰ	iŋ	533	陰平	
人	莆仙區			莆田	ts	iŋ	13	陽平	
亿	莆仙区			莆田	0	i	11	阳去	
仁	莆仙区			莆田	ts	iŋ	13	阳平	
仄	莆仙区			莆田	ts	a	11	阳去	平仄。
仅	莆仙区			莆田	k	iŋ	11	阳去	
仇	莆仙区			莆田	k	iu	13	阳平	
今	莆仙区			莆田	k	iŋ	533	阴平	
介	莆仙区			莆田	k	ai	42	阴去	
仑	莆仙区			莆田	l	ɔŋ	13	阳平	
仓	莆仙区			莆田	tsʰ	uŋ/ɒŋ	533	阴平	
仕	莆仙区			莆田	ɬ	ai/o	11	阳去	
他	莆仙區			莆田	tʰ	a	533	陰平	
仗	莆仙区			莆田	t	yɒŋ	11	阳去	
付	莆仙區			莆田	h	u	42	陰去	
仙	莆仙区			莆田	ɬ	iŋ/ɛŋ	533	阴平	
代	莆仙区			莆田	t	ai	11	阳去	
令	莆仙区			莆田	l	iŋ	11	阳去	
以	莆仙区			莆田	0	i	453	上声	
仪	莆仙區			莆田	k	i	13	陽平	
仰	莆仙区			莆田	ŋ	yɒŋ	453	上声	
仲	莆仙区			莆田	t	œŋ	11	阳去	
仵	莆仙区			莆田	ŋ	ɔu	453	上声	
件	莆仙区			莆田	k	yɒ	11	阳去	
任	莆仙区			莆田	ts	iŋ	11	阳去	
伊	莆仙區			莆田	0	i	533	陰平	
伏	莆仙区			莆田	h/pʰ	ɒʔ/aʔ	4/21	阳入/阴入	
伐	莆仙区			莆田	h	uaʔ	4	阳入	
休	莆仙区			莆田	h	iu	533	阴平	
会	莆仙区			莆田	h	ue	11	阳去	
伞	莆仙区			莆田	ɬ	ua/aŋ	453	上声	
伟	莆仙区			莆田	0	ui	453	上声	
传	莆仙区			莆田	t	ue/œŋ	11	阳去	传记，传记。
伤	莆仙区			莆田	ɬ	iau/yɒŋ	533	阴平	
伦	莆仙区			莆田	l	ɔŋ	13	阳平	
伪	莆仙区			莆田	k	ui	11	阳去	
伯	莆仙区			莆田	p	a/ɛʔ	11/21	阳去/阴入	
估	莆仙区			莆田	k	ɔu	42/453	阴去/上声	文读，估衣。
伱	莆仙区			莆田	ts	i	453	上声	
伴	莆仙区			莆田	pʰ	uaŋ	11	阳去	
伸	莆仙区			莆田	ɬ	iŋ	533	阴平	
似	莆仙区			莆田	ɬ	o	11	阳去	
佇	莆仙区			莆田	t	yɒ	11	阳去	存在。
位	莆仙区			莆田	0	ui	11	阳去	
低	莆仙区			莆田	t	e	533	阴平	
住	莆仙区			莆田	t/ts	ɔu/y	42/11	阴去/阳去	
佑	莆仙区			莆田	0	iu	11	阳去	
佗	莆仙区			莆田	t	ɒ	13	阳平	
余	莆仙區			莆田	0	y	13	陽平	
佚	莆仙区			莆田	0	iʔ	4	阳入	
佛	莆仙区			莆田	h	ɔʔ	4	阳入	
你	莆仙区			莆田	ts	i	453	上声	
佩	莆仙区			莆田	p	ue	11	阳去	
佳	莆仙区			莆田	k	a	533	阴平	
使	莆仙区			莆田	ɬ	ai/o	453	上声	
侃	莆仙区			莆田	kʰ	aŋ	453	上声	
來	莆仙区			莆田	l	i/ai	13	阳平	
侈	莆仙区			莆田	tsʰ	i	453	上声	
例	莆仙区			莆田	l	e	11	阳去	
侍	莆仙区			莆田	ɬ	ai/i	11	阳去	
侖	莆仙区			莆田	l	ɔŋ	13	阳平	
供	莆仙区			莆田	k	œŋ	11	阳去	供养。
依	莆仙区			莆田	0	i	533	阴平	
侠	莆仙区			莆田	h	iaʔ	4	阳入	
侥	莆仙区			莆田	h	iau	453	上声	
侧	莆仙区			莆田	tsʰ	ɛʔ	21	阴入	
侨	莆仙区			莆田	k	iau	13	阳平	
侮	莆仙区			莆田	p	u	11	阳去	
侯	莆仙区			莆田	h	iau	13	阳平	
侵	莆仙区			莆田	tsʰ	iŋ	533	阴平	
便	莆仙区			莆田	p	ɛŋ	13	阳平	便宜。
促	莆仙区			莆田	tsʰ	œʔ	21	阴入	
俄	莆仙区			莆田	k	ɒ	13	阳平	
俊	莆仙区			莆田	ts	ɔŋ	42	阴去	
俏	莆仙区			莆田	ɬ	iau	42	阴去	
俗	莆仙区			莆田	ɬ	œʔ	4	阳入	
俘	莆仙区			莆田	h	u	13	阳平	
保	莆仙区			莆田	p	o/ɒ	453	上声	
俞	莆仙区			莆田	ts	ɔu/y	13	阳平	文读，姓。
俠	莆仙区			莆田	h	iaʔ	4	阳入	
信	莆仙区			莆田	ɬ	ɛŋ/iŋ	42	阴去	
俨	莆仙区			莆田	ŋ	iaŋ	453	上声	
俭	莆仙区			莆田	k	iaŋ	11	阳去	
修	莆仙区			莆田	ɬ	iu	533	阴平	
俯	莆仙区			莆田	h	u	453	上声	
俱	莆仙区			莆田	k	y	11	阳去	
倉	莆仙区			莆田	tsʰ	uŋ/ɒŋ	533	阴平	
個	莆仙区			莆田	kʰ	ɒ	42	阴去	
倍	莆仙區			莆田	p	ue	11	陽去	
倒	莆仙区			莆田	t	o/ɒ	453	上声	文读，仆倒。
候	莆仙區			莆田	0/h	au/iau	11	陽去	
倚	莆仙区			莆田	0	ua	453	上声	倚靠（原作本字不明）。
倦	莆仙区			莆田	k	œŋ	11	阳去	
倪	莆仙区			莆田	k	e	13	阳平	
倫	莆仙区			莆田	l	ɔŋ	13	阳平	
债	莆仙区			莆田	ts	ua	42	阴去	
倾	莆仙区			莆田	kʰ	yŋ	533	阴平	
假	莆仙区			莆田	k	ɒ/a	453	上声	
偉	莆仙区			莆田	0	ui	453	上声	
偏	莆仙区			莆田	pʰ	ɛŋ	533	阴平	
偕	莆仙区			莆田	k	ai	533	阴平	
停	莆仙区			莆田	t	ɛŋ	13	阳平	
健	莆仙区			莆田	k	yɒ/œŋ	11	阳去	
側	莆仙区			莆田	tsʰ	ɛʔ	21	阴入	
偶	莆仙区			莆田	k	iau	13	阳平	
偷	莆仙区			莆田	tʰ	au	533	阴平	
傅	莆仙區			莆田	h/p	u/ɔu	11/42	陽去/陰去	文讀，姓。
傍	莆仙区			莆田	p	ɒŋ	11	阳去	
傘	莆仙区			莆田	ɬ	ua/aŋ	453	上声	
備	莆仙区			莆田	p	i	11	阳去	
储	莆仙区			莆田	tʰ	y	13	阳平	
傩	莆仙区			莆田	n	ɒ	11	阳去	
催	莆仙区			莆田	tsʰ	ui	533	阴平	
傲	莆仙区			莆田	0	ɒ	11	阳去	
傳	莆仙区			莆田	t	ue/œŋ	11	阳去	传记，传记。
債	莆仙区			莆田	ts	ua	42	阴去	
傷	莆仙区			莆田	ɬ	iau/yɒŋ	533	阴平	
傻	莆仙區			莆田	ɬ	a	11	陽去	
傾	莆仙区			莆田	kʰ	yŋ	533	阴平	
僅	莆仙区			莆田	k	iŋ	11	阳去	
像	莆仙區			莆田	ɬ	yɒŋ	11	陽去	
僑	莆仙区			莆田	k	iau	13	阳平	
僚	莆仙区			莆田	l	iau	13	阳平	
僞	莆仙区			莆田	k	ui	11	阳去	
僥	莆仙区			莆田	h	iau	453	上声	
僭	莆仙区			莆田	tsʰ	iaŋ	42	阴去	插。
價	莆仙区			莆田	k	ɒ/a	42	阴去	
僻	莆仙区			莆田	pʰ	ia/iʔ	11/21	阳去/阴入	
儀	莆仙区			莆田	k	i	13	阳平	
億	莆仙区			莆田	0	i	11	阳去	
儉	莆仙区			莆田	k	iaŋ	11	阳去	
儒	莆仙區			莆田	ɬ/ts	y	533/13	陰平/陽平	
優	莆仙区			莆田	0	iu	533	阴平	
儲	莆仙区			莆田	tʰ	y	13	阳平	
儺	莆仙区			莆田	n	ɒ	11	阳去	
儼	莆仙区			莆田	ŋ	iaŋ	453	上声	
允	莆仙区			莆田	0	yŋ	453	上声	
元	莆仙区			莆田	ŋ	ue/œŋ	13	阳平	文读，状元。
兄	莆仙区			莆田	h	ia/iŋ	533	阴平	
充	莆仙区			莆田	tsʰ	œŋ	533	阴平	
兆	莆仙區			莆田	t	iau	11	陽去	
先	莆仙区			莆田	ɬ	e/ɛŋ	533	阴平	
光	莆仙区			莆田	k	uŋ/ɒŋ	533	阴平	
兌	莆仙区			莆田	t	ui	42	阴去	
免	莆仙区			莆田	m	ɛŋ	453	上声	
兒	莆仙区			莆田	ts	i	13	阳平	
兔	莆仙区			莆田	tʰ	ɔu	42	阴去	
兜	莆仙区			莆田	t	au	533	阴平	
入	莆仙区			莆田	t/ts	iʔ	4	阳入	入声，单字读。
內	莆仙区			莆田	l/t	i/ue	11	阳去	
全	莆仙区			莆田	ts	ø/œŋ	13	阳平	
兩	莆仙区			莆田	l/n	uŋ/yɒŋ/iau	453	上声	文读，白读，二。
八	莆仙区			莆田	p	e/ɛʔ/aʔ	11/21	阳去/阴入	文读，白读，认识。
公	莆仙区			莆田	k	aŋ/ɒŋ	533	阴平	
六	莆仙区			莆田	l	aʔ/œʔ	4	阳入	
兮	莆仙区			莆田	h	e	533	阴平	
兰	莆仙区			莆田	l	aŋ	13	阳平	
共	莆仙區			莆田	k	aŋ/œŋ	11	陽去	
关	莆仙区			莆田	k	ue/uaŋ	533	阴平	
兴	莆仙区			莆田	h	iŋ	533	阴平	
兵	莆仙区			莆田	p	iŋ	533	阴平	
具	莆仙区			莆田	k	y	11	阳去	
典	莆仙区			莆田	t	ɛŋ	453	上声	
兹	莆仙区			莆田	ts	o	533	阴平	
兼	莆仙区			莆田	k	iaŋ	533	阴平	
兽	莆仙区			莆田	ɬ	iu	42	阴去	
冀	莆仙区			莆田	k	i	42	阴去	
内	莆仙区			莆田	l/t	i/ue	11	阳去	
冈	莆仙区			莆田	k	ɒŋ	533	阴平	
冊	莆仙区			莆田	tsʰ	a/ɛʔ	11/21	阳去/阴入	
册	莆仙区			莆田	tsʰ	a/ɛʔ	11/21	阳去/阴入	
再	莆仙区			莆田	ts	ai	42	阴去	
冒	莆仙區			莆田	p	ɒ	11	陽去	
写	莆仙区			莆田	ɬ	ia	453	上声	
军	莆仙区			莆田	k	ɔŋ	533	阴平	
农	莆仙区			莆田	n	aŋ/ɒŋ	13	阳平	文读，人。
冠	莆仙区			莆田	k	uaŋ	533	阴平	冠冕。
冢	莆仙区			莆田	tʰ	œŋ	453	上声	
冤	莆仙区			莆田	0	œŋ	533	阴平	
冥	莆仙区			莆田	m	a/iŋ	13	阳平	
冬	莆仙區			莆田	t	aŋ/ɒŋ	533	陰平	
冰	莆仙区			莆田	p	iŋ	533	阴平	
冲	莆仙区			莆田	tsʰ	œŋ	533	阴平	
冶	莆仙区			莆田	0	ia	453	上声	
冷	莆仙区			莆田	l	ɛŋ	453	上声	
冽	莆仙区			莆田	l	ɛʔ	4	阳入	
准	莆仙区			莆田	ts	ɔŋ	453	上声	
凊	莆仙区			莆田	tsʰ	iŋ	42	阴去	凉。
凌	莆仙区			莆田	l	iŋ	13	阳平	
凝	莆仙区			莆田	ŋ	iŋ	13	阳平	
凡	莆仙区			莆田	h	aŋ	13	阳平	
凤	莆仙区			莆田	0/h	ŋ/ɒŋ	11	阳去	文读，凤迹：地名。
凯	莆仙区			莆田	kʰ	ai	453	上声	
凰	莆仙区			莆田	h	ɒŋ	13	阳平	
凱	莆仙区			莆田	kʰ	ai	453	上声	
凳	莆仙区			莆田	t	ɛŋ	42	阴去	
凶	莆仙区			莆田	h	œŋ	533	阴平	
击	莆仙区			莆田	kʰ	iʔ	21	阴入	
函	莆仙区			莆田	h	aŋ	13	阳平	
凿	莆仙区			莆田	tsʰ	aʔ/ɒʔ	4	阳入	
刀	莆仙区			莆田	t	o/ɒ	533	阴平	
刁	莆仙区			莆田	t	iau	533	阴平	
分	莆仙区			莆田	h/p	ɔŋ	533	阴平	
切	莆仙区			莆田	tsʰ	ɛʔ	21	阴入	
刊	莆仙区			莆田	kʰ	aŋ	533	阴平	
刑	莆仙区			莆田	h	iŋ	13	阳平	
刓	莆仙区			莆田	0	uaŋ	13	阳平	
刘	莆仙区			莆田	l	au/iu	13	阳平	
刚	莆仙区			莆田	k	ɒŋ	533	阴平	
初	莆仙区			莆田	tsʰ	y	533	阴平	
删	莆仙区			莆田	ɬ	aŋ	533	阴平	
判	莆仙区			莆田	pʰ	ua/uaŋ	42	阴去	
別	莆仙区			莆田	p	ɛʔ	21	阴入	区别。
利	莆仙區			莆田	l	i	42/11	陽去/陰去	利益，利息，刀利。
刪	莆仙区			莆田	ɬ	aŋ	533	阴平	
刮	莆仙区			莆田	k	ua/uaʔ	11/21	阳去/阴入	
到	莆仙区			莆田	t	ɒ	42	阴去	
制	莆仙區			莆田	ts	e	42	陰去	
刷	莆仙区			莆田	ɬ	uaʔ	21	阴入	
券	莆仙区			莆田	k	œŋ	42	阴去	
刺	莆仙區			莆田	tsʰ	i/o	42	陰去	
刻	莆仙区			莆田	kʰ	ɛʔ	21	阴入	
剃	莆仙区			莆田	tʰ	i	42	阴去	
削	莆仙区			莆田	ɬ	ia/yɒʔ	11/21	阳去/阴入	
前	莆仙区			莆田	ɬ/ts	e/ɛŋ	13	阳平	
剛	莆仙区			莆田	k	ɒŋ	533	阴平	
剝	莆仙区			莆田	p	ɒʔ	21	阴入	
剧	莆仙区			莆田	k	y/iʔ	42/4	阴去/阳入	戏剧，剧烈。
剩	莆仙区			莆田	ɬ	iŋ	11	阳去	
剪	莆仙区			莆田	ts	iaŋ	453	上声	
割	莆仙区			莆田	k	ua/ɛʔ	11/21	阳去/阴入	
剿	莆仙区			莆田	ts	au/iau	13	阳平	
劃	莆仙区			莆田	h	uaʔ/ɛʔ	4	阳入	计划，又音，笔划。
劇	莆仙区			莆田	k	y/iʔ	42/4	阴去/阳入	戏剧，剧烈。
劈	莆仙区			莆田	pʰ	iʔ	21	阴入	
劉	莆仙区			莆田	l	au/iu	13	阳平	
劍	莆仙区			莆田	k	iaŋ	42	阴去	
劒	莆仙区			莆田	k	iaŋ	42	阴去	
劔	莆仙区			莆田	k	iaŋ	42	阴去	
力	莆仙區			莆田	l	iʔ	4	陽入	
劝	莆仙区			莆田	kʰ	ue/œŋ	42	阴去	
办	莆仙区			莆田	p	aŋ	11	阳去	
功	莆仙区			莆田	k	ɒŋ	533	阴平	
加	莆仙区			莆田	k	a	533	阴平	
务	莆仙区			莆田	p	u	11	阳去	
劣	莆仙区			莆田	l	ɛʔ	21	阴入	
动	莆仙区			莆田	t	aŋ/ɒŋ	11	阳去	
助	莆仙区			莆田	ts	ø	11	阳去	
努	莆仙區			莆田	n	ɔu	11	陽去	
劫	莆仙区			莆田	k	iaʔ	21	阴入	
励	莆仙区			莆田	l	e	11	阳去	
劲	莆仙区			莆田	k	iŋ	42	阴去	
劳	莆仙区			莆田	l	ɒ	13	阳平	
势	莆仙区			莆田	ɬ	e	42	阴去	
勁	莆仙区			莆田	k	iŋ	42	阴去	
勇	莆仙区			莆田	0	œŋ	453	上声	
勉	莆仙区			莆田	m	ɛŋ	453	上声	
勋	莆仙区			莆田	h	ɔŋ	533	阴平	
勒	莆仙区			莆田	l	ɛʔ	21	阴入	
動	莆仙區			莆田	t	aŋ/ɒŋ	11	陽去	
勘	莆仙區			莆田	kʰ	aŋ	533/42	陰平/陰去	問，校勘。
務	莆仙区			莆田	p	u	11	阳去	
勛	莆仙区			莆田	h	ɔŋ	533	阴平	
勞	莆仙区			莆田	l	ɒ	13	阳平	
募	莆仙区			莆田	p	ɔu	11	阳去	
勢	莆仙区			莆田	ɬ	e	42	阴去	
勤	莆仙区			莆田	k	yŋ	13	阳平	
勵	莆仙区			莆田	l	e	11	阳去	
勸	莆仙区			莆田	kʰ	ue/œŋ	42	阴去	
勺	莆仙区			莆田	ɬ	yɒʔ	21	阴入	
勻	莆仙区			莆田	0/ɬ	ɔŋ	13	阳平	
勿	莆仙区			莆田	p	ɔʔ	4	阳入	
包	莆仙区			莆田	p	au	533	阴平	
匈	莆仙区			莆田	h	œŋ	533	阴平	
化	莆仙区			莆田	h	ua	42	阴去	
北	莆仙区			莆田	p	ɒ/aʔ	11/21	阳去/阴入	
匙	莆仙区			莆田	ɬ	i	13	阳平	
匡	莆仙区			莆田	kʰ	ɒŋ	533	阴平	
匪	莆仙区			莆田	h	i	533	阴平	
匹	莆仙区			莆田	pʰ	iʔ	21	阴入	
区	莆仙区			莆田	kʰ	y	533	阴平	
區	莆仙区			莆田	kʰ	y	533	阴平	
十	莆仙区			莆田	ɬ	ɛʔ/iʔ	4	阳入	
千	莆仙區			莆田	tsʰ	e/ɛŋ	533	陰平	
升	莆仙区			莆田	ɬ	iŋ	533	阴平	
午	莆仙区			莆田	k	ɔu	453	上声	
半	莆仙区			莆田	p	ua/uaŋ	42	阴去	
华	莆仙區			莆田	h	ua	533	陰平	龍華：地名。
协	莆仙区			莆田	h	iaʔ	4	阳入	
卑	莆仙区			莆田	p	i	533	阴平	
卓	莆仙区			莆田	t	o	11	阳去	
協	莆仙区			莆田	h	iaʔ	4	阳入	
单	莆仙區			莆田	t	ua/aŋ	533	陰平	
卖	莆仙区			莆田	m/p	ai/e	11	阳去	
南	莆仙区			莆田	n	aŋ	13	阳平	
博	莆仙区			莆田	p/pʰ	ɒʔ	4/21	阳入/阴入	渊博，单字读。
卜	莆仙区			莆田	p	ɒʔ	21	阴入	
占	莆仙区			莆田	ts	iaŋ	533	阴平	占卦。
卢	莆仙区			莆田	l	ɔu	13	阳平	
卦	莆仙区			莆田	k	ua	42	阴去	
卫	莆仙區			莆田	0	e	11	陽去	
卯	莆仙区			莆田	p	au	453	上声	
印	莆仙区			莆田	0	iŋ	42	阴去	
危	莆仙区			莆田	k	ui	13	阳平	
即	莆仙区			莆田	ts	iʔ	21	阴入	
卵	莆仙区			莆田	l/n	ø/uaŋ/ɛŋ	453/11	上声/阳去	
卻	莆仙区			莆田	kʰ	yɒʔ	21	阴入	
卿	莆仙区			莆田	kʰ	iŋ	533	阴平	
厅	莆仙区			莆田	tʰ	ia	533	阴平	
历	莆仙区			莆田	l	ɛʔ	4	阳入	
厉	莆仙区			莆田	l	i/e	11	阳去	单字读，厉害。
压	莆仙区			莆田	0	aʔ	21	阴入	
厚	莆仙区			莆田	0/h/k	iau/au	11	阳去	文读，白读，厚峰：地名。
原	莆仙区			莆田	ŋ	ue/œŋ	13	阳平	
厲	莆仙区			莆田	l	i/e	11	阳去	单字读，厉害。
县	莆仙区			莆田	h	œŋ/e	13	阳平	文读，垂，高。
参	莆仙区			莆田	ɬ	iaŋ	533	阴平	人参。
參	莆仙区			莆田	ɬ	iaŋ	533	阴平	人参。
又	莆仙区			莆田	0	iu	11	阳去	
叉	莆仙區			莆田	tsʰ	ɒ	533	陰平	
及	莆仙区			莆田	k	iʔ	4	阳入	
友	莆仙区			莆田	0	iu	453	上声	
双	莆仙區			莆田	ɬ	aŋ/ɒŋ	533	陰平	
发	莆仙区			莆田	p	ue	11	阳去	头发。
叔	莆仙区			莆田	ɬ/ts	œʔ	21	阴入	
取	莆仙区			莆田	tsʰ	y	453	上声	
受	莆仙区			莆田	ɬ	iu	11	阳去	
变	莆仙区			莆田	p	iŋ/ɛŋ	42	阴去	文读，变面。
叛	莆仙区			莆田	pʰ	uaŋ	42	阴去	
叟	莆仙区			莆田	ɬ	iau	42	阴去	
口	莆仙区			莆田	kʰ	au/iau	453	上声	
古	莆仙區			莆田	k/kʰ	ɔu	453	上聲	文讀，古田：地名。
句	莆仙区			莆田	k	au/iau	533	阴平	
叩	莆仙区			莆田	kʰ	iau	42	阴去	
叫	莆仙区			莆田	k	iau	42	阴去	
召	莆仙區			莆田	t	iau	11	陽去	號召。
叮	莆仙区			莆田	t	ɛŋ	533	阴平	
可	莆仙区			莆田	kʰ	ɒ	453	上声	
史	莆仙区			莆田	ɬ	o	453	上声	
司	莆仙区			莆田	ɬ	i/o	533	阴平	
吁	莆仙区			莆田	h	y	533	阴平	
各	莆仙区			莆田	k	aʔ/ɒʔ	21	阴入	文读，各人。
合	莆仙区			莆田	h	ɒʔ/aʔ	4	阳入	无缝，单字读，又音，合股。
吉	莆仙区			莆田	k	ɛʔ/iʔ	21	阴入	
同	莆仙区			莆田	t	ɒŋ	13	阳平	
名	莆仙区			莆田	m	ia/iŋ	13	阳平	
后	莆仙區			莆田	h	iau	11	陽去	
吏	莆仙区			莆田	l	i	42	阴去	
君	莆仙区			莆田	k	ɔŋ	533	阴平	
吞	莆仙区			莆田	tʰ	ɔŋ	533	阴平	
吟	莆仙区			莆田	ŋ	iŋ	13	阳平	
吠	莆仙区			莆田	h/p	i/ui	42/11	阴去/阳去	
否	莆仙区			莆田	h/pʰ	iau/i	453	上声	
含	莆仙区			莆田	h/k	aŋ	13	阳平	
吭	莆仙区			莆田	kʰ	a	533	阴平	
吳	莆仙區			莆田	k	ɔu	13	陽平	
吸	莆仙区			莆田	kʰ	iʔ	21	阴入	
吹	莆仙区			莆田	tsʰ	ue	533	阴平	
吻	莆仙区			莆田	m	ɔŋ	453	上声	
吼	莆仙區			莆田	h	au	453	上聲	哭。
吾	莆仙区			莆田	k	ɔu	13	阳平	
呂	莆仙区			莆田	l	y	453	上声	
呈	莆仙区			莆田	t	a/iŋ	13	阳平	
告	莆仙区			莆田	k	o/ɒ	42	阴去	
员	莆仙区			莆田	0	œŋ	13	阳平	
周	莆仙区			莆田	ts	iu	533	阴平	
呪	莆仙区			莆田	ts	iu	42	阴去	
味	莆仙区			莆田	m/p	ai/i	11	阳去	单字读，尝。
呸	莆仙区			莆田	pʰ	ui	42	阴去	吐掉。
呻	莆仙区			莆田	tsʰ	ɛŋ	533	阴平	
呼	莆仙区			莆田	h/kʰ	ɔu	533	阴平	文读，呼鸡。
命	莆仙区			莆田	m	ia/iŋ	11	阳去	
咆	莆仙区			莆田	pʰ	au	13	阳平	
咎	莆仙区			莆田	k	iu	11	阳去	
咨	莆仙区			莆田	ts	o	533	阴平	
哀	莆仙区			莆田	0	ai	533	阴平	
品	莆仙区			莆田	pʰ	iŋ	453	上声	
哈	莆仙区			莆田	h	a	533	阴平	
响	莆仙区			莆田	h	iau/yɒŋ	453	上声	
員	莆仙区			莆田	0	œŋ	13	阳平	
哥	莆仙区			莆田	k	o/ɒ	533	阴平	
哭	莆仙区			莆田	kʰ	ɒʔ	21	阴入	
哲	莆仙区			莆田	t	ɛʔ	21	阴入	
哺	莆仙区			莆田	p	ɔu	11	阳去	
唆	莆仙区			莆田	ɬ	o/ɒ	533	阴平	
唐	莆仙区			莆田	t	uŋ/ɒŋ	13	阳平	文读，姓。
售	莆仙区			莆田	ɬ	iu	13	阳平	
唱	莆仙区			莆田	tsʰ	iau/yɒŋ	42	阴去	
唳	莆仙区			莆田	l	e	11	阳去	
唾	莆仙区			莆田	tʰ	ui	42	阴去	
商	莆仙区			莆田	ɬ	yɒŋ	533	阴平	
問	莆仙区			莆田	m	ɔŋ	11	阳去	
啓	莆仙区			莆田	kʰ	e	453	上声	
啟	莆仙区			莆田	kʰ	e	453	上声	
啡	莆仙区			莆田	pʰ	ui	42	阴去	吐掉。
啼	莆仙区			莆田	tʰ	i/e	13	阳平	
善	莆仙區			莆田	ɬ	ɛŋ	11	陽去	
喉	莆仙区			莆田	0/h	au/iau	13	阳平	
喘	莆仙区			莆田	tsʰ	uaŋ	453	上声	
喙	莆仙区			莆田	tsʰ	ui	42	阴去	嘴。
喚	莆仙区			莆田	h	uaŋ	42	阴去	
喜	莆仙区			莆田	h	i	453	上声	
喧	莆仙区			莆田	ɬ	œŋ	533	阴平	
