[pʰi{24}]痞
[kɐi{55}]鸡机讥基饑肌饥奇{～数}几{茶～}
[kɐi{24}]纪己杞几{～个}
[kɐi{42}]计继记寄既
[kʰɐi{55}]稽溪奚
[kʰɐi{33}]骑徛
[kʰɐi{24}]企启岂
[kʰɐi{42}]技妓契忌冀
[ŋɐi{55}]□{求}
[ŋɐi{33}]危桅伪
[ŋɐi{22}]蚁
[ŋɐi{42}]艺魏
[hɐi{55}]嬉
[hɐi{33}]移姨夷遗沂
[hɐi{24}]喜起
[hɐi{42}]气汽戏器弃系係繫肄
[kvɐi{55}]龟归闺圭
[kvɐi{24}]轨
[kvɐi{22}]鬼诡
[kvɐi{42}]季贵桂鳜
[kʰvɐi{55}]亏规窥盔
[kʰvɐi{33}]葵癸携逵魁奎畦
[kʰvɐi{24}]傀
[kʰvɐi{42}]柜跪愧溃殨
[ɐi{55}]衣医依
[ɐi{24}]椅倚
[ɐi{42}]意
[pau{55}]包胞苞褒
[pau{24}]宝饱保堡
[pau{42}]报豹鲍
[pʰau{55}]抛雹
[pʰau{33}]刨袍鉋
[pʰau{24}]跑
[pʰau{22}]抱菢剖
[pʰau{42}]炮泡暴爆瀑曝□{鳔}
[mau{33}]毛茅矛锚
[mau{22}]卯
[mau{42}]冒帽貌贸茂戊牡
[tau{55}]刀叨
[tau{24}]岛捣倒
[tau{42}]到
[tʰau{55}]滔涛
[tʰau{33}]桃逃陶萄掏淘
[tʰau{24}]讨祷
[tʰau{42}]套
[nau{22}]脑恼挠
[nau{42}]闹
[lau{55}]捞
[lau{33}]牢痨唠劳□{笊篱叫□篱}
[lau{22}]老
[lau{42}]涝
[tsau{55}]糟遭
[tsau{24}]早找枣澡爪帚蚤
[tsau{42}]灶罩
[tsʰau{55}]操抄钞
[tsʰau{33}]吵曹槽巢
[tsʰau{24}]草炒
[tsʰau{42}]皂造燥藻躁糙耖櫂{船桨}
[sau{55}]梢稍捎
[sau{42}]潲
[ɬau{55}]骚臊搔
[ɬau{24}]嫂
[ɬau{42}]扫
[ȵau{22}]咬
[kau{55}]高交郊胶羔糕膏篙蒿
[kau{24}]稿搞饺狡铰搅薅
[kau{42}]告茭较窖教校{～对}
[kʰau{24}]考拷
[kʰau{42}]靠犒
[ŋau{42}]熬傲鏊肴淆
[hau{55}]敲烤酵
[hau{33}]豪毫壕嚎吼
[hau{24}]郝好{～坏}
[hau{42}]号孝效耗浩好{爱～}校{学～}
[au{24}]袄
[au{42}]奥懊
[miau{55}]猫
[tiau{55}]鸟{又}□{黏}
[liau{55}]撩
[ȵiau{42}]□{植物缺水枯萎的状态}
[kiau{42}]觉{睡～}
[kʰiau{55}]□{糖块叫糖～}
[kʰiau{42}]窍撬
[hiau{55}]跷
[iau{55}]坳
[pɐu{24}]补
[pɐu{42}]布怖佈
[pʰɐu{55}]铺{～开}
[pʰɐu{42}]步部簿埠舖{～面}
[mɐu{33}]谋
[mɐu{22}]亩某母拇
[fɐu{55}]夫
[fɐu{33}]浮
[fɐu{24}]斧府腑俯否釜
[fɐu{22}]妇
[fɐu{42}]富副父腐负驸付咐傅赴赋
[tɐu{55}]兜
[tɐu{24}]抖纠斗{北～}
[tɐu{42}]鬥
[tʰɐu{55}]偷
[tʰɐu{33}]头投
[tʰɐu{42}]豆逗透痘
[nɐu{24}]纽扭
[nɐu{22}]钮
[lɐu{55}]溜搂{～钱}
[lɐu{33}]刘留榴流琉硫楼耧馏
[lɐu{22}]柳篓搂{～抱}
[lɐu{42}]漏陋
[tsɐu{55}]周州洲邹舟
[tsɐu{24}]走酒
[tsɐu{42}]奏就宙昼皱绉咒骤胄
[tsʰɐu{55}]秋抽缲揪鳅鞦鬏
[tsʰɐu{33}]仇愁绸稠售酬筹囚泅
[tsʰɐu{24}]丑醜
[tsʰɐu{42}]臭凑袖纣
[sɐu{55}]收
[sɐu{24}]手守首
[sɐu{42}]瘦兽受寿授
[ɬɐu{55}]修馊飕羞
[ɬɐu{24}]搜艘蒐
[ɬɐu{42}]秀绣锈嗽
[ȵɐu{33}]牛
[kɐu{55}]沟勾鸠媾
[kɐu{24}]九狗苟韭久
[kɐu{42}]救够构购垢究柩灸
[kʰɐu{55}]抠
[kʰɐu{33}]求球
[kʰɐu{22}]舅
[kʰɐu{42}]旧叩扣寇臼
[ŋɐu{55}]钩
[ŋɐu{22}]藕偶朽
[hɐu{55}]休丘蚯
[hɐu{33}]喉猴侯瘊
[hɐu{24}]口
[hɐu{22}]厚
[hɐu{42}]候后後
[jɐu{55}]优忧幽悠
[jɐu{33}]油由游柔揉尤邮犹
[jɐu{24}]诱
[jɐu{22}]有友酉莠
[jɐu{42}]幼又右祐柚釉鼬
[ɐu{55}]欧鸥瓯殴
[ɐu{24}]呕
[ɐu{42}]沤怄
[peu{55}]标彪膘錶{钟～}
[peu{24}]表{代～}
[pʰeu{55}]飘漂
[pʰeu{33}]嫖瓢
[pʰeu{42}]票漂
[meu{33}]苗描
[meu{22}]秒藐渺
[meu{42}]庙妙谬
[teu{55}]丢雕刁貂
[teu{24}]屌
[teu{42}]钓吊掉
[tʰeu{55}]挑
[tʰeu{33}]条调调{～味}
[tʰeu{42}]粜跳调{～头}
[neu{22}]鸟
[neu{42}]尿{文读}
[leu{55}]鹩
[leu{33}]辽聊僚嘹瞭
[leu{24}]廖{～～无几}
[leu{22}]了{～解}
[leu{42}]料疗燎镣廖{姓}
[tseu{55}]招昭椒樵焦蕉浇朝{～霞}
[tseu{24}]剿
[tseu{42}]照
[tsʰeu{55}]超锹悄
[tsʰeu{33}]瞧噍潮嘲朝{～拜}
[tsʰeu{42}]赵召兆俏鞘{刀～}
[seu{55}]烧
[seu{33}]韶
[seu{24}]少{多～}
[seu{42}]绍邵肇少{～年}
[ɬeu{55}]消宵霄逍硝销萧
[ɬeu{24}]小
[ɬeu{42}]笑
[ȵeu{33}]饶尧
[ȵeu{22}]扰绕杳
[keu{55}]骄娇矫蹻
[keu{24}]缴
[keu{42}]叫
[kʰeu{33}]乔侨桥翘
[kʰeu{24}]巧
[kʰeu{22}]荞
[kʰeu{42}]轿
[heu{55}]嚣翘{～尾巴}
[heu{33}]姚摇谣窑遥鹞
[heu{24}]侥晓
[heu{42}]耀
[eu{55}]妖邀腰要{～求}
[eu{24}]舀
[eu{42}]要{需～}
[tam{55}]耽担{～当}
[tam{24}]胆疸
[tam{42}]担{～子}
[tʰam{55}]贪
[tʰam{33}]谈痰潭谭罎
[tʰam{22}]淡
[tʰam{42}]探
[nam{55}]□{说}
[nam{33}]男南
[lam{33}]蓝篮
[lam{22}]览揽榄缆
[lam{42}]滥舰
[tsam{55}]簪
[tsam{24}]斩
[tsam{42}]站暂錾
[tsʰam{55}]参搀
[tsʰam{33}]蚕
[tsʰam{24}]惨
[tsʰam{42}]杉栈
[sam{55}]衫
[sam{33}]馋
[sam{42}]渗
[ɬam{55}]三
[kam{55}]甘柑泔监尴
[kam{24}]敢橄感减
[kam{42}]鉴
[ŋam{55}]□{合适}
[ŋam{33}]岩
[ham{33}]函憾含咸衔
[ham{42}]喊撼
[am{55}]鹌
[tiam{55}]□{鸟类用尖嘴啄}□{轻碰}
[tʰiam{42}]□{看}
[liam{55}]□{用火尾烧}
[kiam{55}]□{夹}
[kʰiam{33}]钳
[kʰiam{22}]舔
[mɐm{24}]□{小孩吃东西}
[tɐm{42}]□{笨}
[nɐm{33}]□{（肉等）软烂}
[nɐm{24}]□{想}
[lɐm{33}]林淋临
[tsɐm{55}]针砧斟
[tsɐm{24}]枕
[tsɐm{42}]浸
[tsʰɐm{55}]侵
[tsʰɐm{33}]寻沉
[tsʰɐm{24}]寝
[sɐm{55}]深森参
[sɐm{24}]审婶沈
[sɐm{42}]蟾葚甚
[ɬɐm{55}]心
[ɬɐm{24}]□{理会}
[ɬɐm{42}]沁
[ȵɐm{33}]吟淫{又}
[ȵɐm{24}]饮
[ȵɐm{42}]任壬
[kɐm{55}]今金
[kɐm{42}]禁
[kʰɐm{55}]襟
[kʰɐm{33}]琴岑禽擒
[kʰɐm{24}]锦坎□{盖}
[kʰɐm{22}]妗
[hɐm{55}]钦揿
[hɐm{24}]□{重碰}
[hɐm{42}]陷馅
[jɐm{55}]音阴荫
[jɐm{33}]淫□{歌听得（或车坐得）舒服，称～。}
[ɐm{55}]庵
[tim{24}]点典
[tim{42}]店掂{搞～}
[tʰim{55}]添
[tʰim{33}]甜
[tʰim{22}]垫
[nim{55}]黏拈□{□子，一种野果.}□{小偷叫白□}
[nim{33}]严鲇
[nim{22}]俨酽
[nim{42}]念验
[lim{33}]廉镰帘
[lim{22}]脸殓敛
[tsim{55}]尖沾蘸瞻
[tsim{42}]占
[tsʰim{55}]歼签籤纤迁韆笺
[tsʰim{33}]潜□{拔毛}
[tsʰim{42}]渐
[sim{24}]陕闪
[sim{22}]蝉禅单{～于}
[ȵim{33}]炎阎
[ȵim{22}]染冉
[kim{55}]兼
[kim{24}]检
[kim{42}]剑
[kʰim{42}]俭
[him{55}]谦
[him{33}]盐嫌
[him{24}]险演
[him{42}]欠杴歉
[im{55}]阉
[im{24}]掩
[im{42}]魇厌淹
[hɔm{55}]坎堪蚶龛
[hɔm{33}]含
[hɔm{24}]砍勘
[ɔm{42}]暗
[mum{24}]□{无牙老人吃东西叫～}
[tum{42}]□{～鱼，钓鱼的一种方式}
[tʰum{24}]□{舀（酒、水）}
[num{42}]□{木头软脆至将烂的状态叫～}
[lum{42}]□{陷落}
[sum{42}]□{看口水}
[kʰum{24}]□{盖严}
[um{24}]□{捂实}
[pan{55}]班斑颁瘢
[pan{24}]板版
[pʰan{55}]攀襻扳
[pʰan{42}]办盼扮瓣
[man{55}]□{攀}
[man{33}]蛮顽
[man{22}]晚
[man{42}]万馒慢漫曼幔蔓
[fan{55}]翻番藩
[fan{33}]凡帆矾烦繁
[fan{24}]反返
[fan{42}]饭贩犯范範泛
[van{55}]弯湾
[van{33}]环还宦
[van{22}]玩挽
[van{42}]幻患
[tan{55}]丹箪单{～独}
[tan{42}]诞旦但
[tʰan{55}]滩摊瘫坍
[tʰan{33}]掸檀弹{～琴}坛{天～}
[tʰan{24}]毯坦
[tʰan{42}]炭叹弹{子～}
[nan{33}]难{困～}
[nan{42}]难{灾～}
[lan{55}]栏{猪～}
[lan{33}]拦兰栏{～杆}
[lan{22}]懒
[lan{42}]烂
[tsan{24}]盏攒
[tsan{42}]赞灒
[tsʰan{55}]餐
[tsʰan{33}]惭残缠
[tsʰan{24}]铲产
[tsʰan{42}]赚忏灿绽
[san{55}]珊山删栓
[san{33}]漦{口水}
[ɬan{24}]散{～漫}
[ɬan{42}]伞散{分～}
[ȵan{22}]眼
[kan{55}]艰姦间{中～}
[kan{24}]简拣茧柬谏碱桿趼
[kan{42}]涧裥锏间{～接}
[ŋan{33}]颜研{～究}
[ŋan{42}]岸雁
[han{55}]憨酣鼾
[han{33}]闲寒韩
[han{24}]刊侃
[han{22}]旱罕苋
[han{42}]汗汉焊擀翰
[kvan{55}]关鳏
[kvan{42}]惯
[an{42}]晏
[pɛn{24}]贬扁匾
[tɛn{42}]□{轻碰}
[tʰɛn{24}]□{臀部在席上或地上弹行}
[nɛn{55}]□{乳头}
[lɛn{42}]□{小孩赖地}
[ɬɛn{33}]□{痒}
[ŋɛn{33}]研{～磨}
[hɛn{55}]悭
[hɛn{24}]蚬
[ɛn{42}]晏{～子}
[nɔn{42}]嫩
[lɔn{24}]□{看管小孩}
[tsɔn{55}]钻{～入}
[tsɔn{42}]钻{～孔}
[tsʰɔn{55}]村
[tsʰɔn{42}]寸串篡
[kɔn{55}]肝竿杆干{饼～}
[kɔn{24}]赶秆
[kɔn{42}]幹
[hɔn{42}]看
[ɔn{55}]安鞍
[ɔn{42}]案按
[pɐn{55}]奔锛宾槟殡鬓
[pɐn{42}]笨
[pʰɐn{33}]贫频
[pʰɐn{24}]品
[pʰɐn{42}]喷
[mɐn{33}]民文纹蚊闻
[mɐn{22}]敏吻刎闽悯
[mɐn{42}]问璺
[fɐn{55}]纷吩芬勋分{十～}
[fɐn{33}]坟焚
[fɐn{24}]粉
[fɐn{42}]粪奋驯训愤豶份忿分{～量}
[vɐn{55}]婚昏温瘟熏薰
[vɐn{33}]晕云耘魂馄浑
[vɐn{24}]稳允
[vɐn{42}]混运酝荤韵
[tɐn{55}]敦墩顿{牛～}
[tɐn{33}]囤
[tɐn{42}]盾遁扽钝沌顿{停～}
[tʰɐn{55}]吞饨
[tʰɐn{33}]臀
[lɐn{33}]轮伦邻鳞燐磷崙吝
[lɐn{42}]论
[tsɐn{55}]真津珍臻
[tsɐn{24}]诊疹准準
[tsɐn{22}]尽儘
[tsɐn{42}]进镇震振晋俊骏
[tsʰɐn{55}]亲椿春鹑
[tsʰɐn{33}]尘臣陈存秦巡循醇
[tsʰɐn{24}]蠢忖
[tsʰɐn{42}]趁阵衬
[sɐn{55}]身申伸
[sɐn{33}]神唇晨娠辰
[sɐn{22}]肾
[sɐn{42}]顺慎舜
[ɬɐn{55}]辛新薪
[ɬɐn{24}]笋榫
[ɬɐn{42}]信讯迅逊
[ȵɐn{33}]人仁
[ȵɐn{22}]忍刃
[ȵɐn{42}]认润闰孕
[kɐn{55}]巾斤跟根筋
[kɐn{24}]紧谨仅
[kʰɐn{33}]勤芹
[kʰɐn{22}]近
[ŋɐn{33}]银
[hɐn{55}]欣
[hɐn{24}]恳垦啃很□{那}
[hɐn{22}]痕
[hɐn{42}]限恨
[kvɐn{55}]军君
[kvɐn{24}]滚
[kvɐn{42}]棍
[kʰvɐn{55}]均钧昆崑坤
[kʰvɐn{33}]群裙
[kʰvɐn{24}]捆
[kʰvɐn{22}]菌
[kʰvɐn{42}]困睏郡
[jɐn{55}]殷姻因
[jɐn{33}]匀寅
[jɐn{24}]隐
[jɐn{22}]引蚓尹颖
[ɐn{55}]恩
[ɐn{42}]印
[pin{55}]鞭边辫
[pin{42}]变
[pʰin{55}]篇偏编蝙
[pʰin{33}]便{～宜}
[pʰin{42}]片辨辩汴骗遍便{方～}
[min{33}]绵棉眠
[min{22}]免勉娩缅抿
[min{42}]面麺
[tin{55}]颠癫
[tʰin{55}]天
[tʰin{33}]田填
[tʰin{42}]电奠殿淀靛腆
[nin{33}]年
[nin{24}]碾捻撚
[lin{33}]怜恋连莲联鲢
[lin{42}]练炼楝鍊
[tsin{55}]煎毡专砖膞
[tsin{24}]践剪展转{～脸}□{碾}
[tsin{42}]战钻箭荐转{旋～}
[tsʰin{55}]千川穿
[tsʰin{33}]钱前全传泉椽
[tsʰin{24}]浅喘
[tsʰin{42}]溅贱饯窜撰
[sin{33}]船
[sin{22}]鳝膳
[sin{42}]善搧扇
[ɬin{55}]仙鲜宣先喧楦
[ɬin{24}]选癣损
[ɬin{42}]线篆羡
[ȵin{33}]原言然燃源缘焉
[kin{55}]坚肩捐鹃掮绢
[kin{24}]卷捲
[kʰin{33}]乾虔拳权颧
[ŋin{22}]软阮
[hin{55}]圈牵掀轩
[hin{33}]完元员园圆丸袁贤弦舷玄悬铅沿延援猿辕檐眩
[hin{24}]显遣犬衍
[hin{22}]远
[hin{42}]县院献现砚劝宪
[in{55}]烟胭冤鸳渊
[in{42}]怨艳焰燕嚥筵谚宴堰
[pun{55}]般搬
[pun{24}]本
[pun{42}]半
[pʰun{55}]潘
[pʰun{33}]盘盆
[pʰun{22}]伴绊拌
[pʰun{42}]判叛
[mun{33}]瞒门
[mun{22}]满
[mun{42}]闷
[fun{24}]款
[tun{55}]端
[tun{24}]短
[tʰun{33}]团屯豚糰
[tʰun{22}]断
[tʰun{42}]段缎锻
[nun{22}]暖
[lun{33}]鸾銮
[lun{22}]卵
[lun{42}]乱
[tsun{55}]尊撙
[ɬun{55}]酸孙
[ɬun{33}]旋荀旬纯
[ɬun{42}]算蒜殉
[ȵun{55}]□{腻}
[kun{55}]官棺观{参～}冠{鸡～}
[kun{24}]管馆
[kun{42}]贯灌罐观冠
[hun{55}]宽欢
[hun{33}]桓
[hun{42}]换唤焕缓
[un{55}]剜
[un{24}]碗惋腕豌宛婉皖
[paŋ{55}]邦
[paŋ{24}]绑榜膀{肩～}
[paŋ{42}]蚌
[pʰaŋ{55}]滂
[pʰaŋ{33}]庞彭膨旁傍螃膀{～胱}
[pʰaŋ{22}]棒
[taŋ{55}]铛当{～年}
[taŋ{24}]党挡档{～案}
[taŋ{42}]档{大排～}当{上～}
[tʰaŋ{55}]汤
[tʰaŋ{33}]糖塘唐堂棠螳
[tʰaŋ{24}]躺倘
[tʰaŋ{42}]荡烫趟宕摥{推平（墙面，衣物）}
[naŋ{55}]□{裆}
[naŋ{33}]囊瓤攮曩
[laŋ{33}]郎狼廊螂榔
[laŋ{22}]朗
[laŋ{42}]浪□{玩}
[tsaŋ{55}]装妆脏赃庄桩
[tsaŋ{42}]葬
[tsʰaŋ{55}]仓苍舱疮牚
[tsʰaŋ{33}]藏
[tsʰaŋ{24}]闯创敞橙
[tsʰaŋ{42}]脏畅
[saŋ{33}]床
