汉字	音标	注释
仰	ŋɔŋ⁴⁴	不符合古今语音演变的对应规律
虐	ŋiau³	
香	hin¹³	
乡	hin¹³	
响	hin²⁴	
享	hin²⁴	
向	hin⁴⁴	
央	jɔŋ¹³	
秧	jɔŋ¹³	脱~
秧	jɔŋ²ˀ²³	菜~
约	jɔ⁵	
羊	jɔŋ²¹	发~倜
羊	jɔŋ⁴ˀ⁴⁵	
洋	jɔŋ²¹	
杨	jɔŋ²¹	
阳	jɔŋ²¹	
养	jɔŋ⁴⁴	
痒	jɔŋ⁴⁴	
样	jɔŋ²²	一~
样	jɔŋ⁴ˀ⁴⁵	模~
药	jɔ³	
跃	jɔ⁵	不符合古今语音演变的对应规律
光	kɔŋ¹³	
广	kɔŋ²⁴	
郭	kɔ⁵	
旷	kʰɔŋ⁴⁴	
扩	kʰɔŋ⁴⁴	不符合古今语音演变的对应规律
荒	fɔŋ¹³	
慌	fɔŋ¹³	
谎	fɔŋ¹³	
霍	kʰɔ⁵	
黄	vɔŋ²¹	
黄	vɔŋ⁴ˀ⁴⁵	牙~
皇	vɔŋ²¹	
晃	fɔŋ²⁴	不符合古今语音演变的对应规律
镬	vɔ³	锅
汪	vɔŋ⁴⁴	姓氏，不符合古今语音演变的对应规律
方	fɔŋ¹³	
放	fɔŋ⁴⁴	
芳	fɔŋ¹³	
妨	fɔŋ²⁴	不符合古今语音演变的对应规律
纺	fɔŋ²⁴	
仿	fɔŋ²⁴	
访	fɔŋ²⁴	
房	fɔŋ⁴ˀ⁴⁵	
防	fɔŋ²¹	
亡	mɔŋ²¹	
网	mɔŋ²ˀ²³	
忘	mɔŋ²¹	不符合古今语音演变的对应规律
望	mɔŋ²²	
匡	kʰɔŋ¹³	
筐	kʰɔŋ¹³	
狂	kʰɔŋ²¹	
况	kʰɔŋ⁴⁴	
枉	vɔŋ²⁴	
王	vɔŋ²¹	
往	vɔŋ⁴⁴	
旺	vɔŋ²²	
邦	pɔŋ¹³	
绑	pɔŋ²⁴	
剥	pɔ⁵	
驳	pɔ⁵	
胖	pʰᴀn⁴⁴	不符合古今语音演变的对应规律
朴	pʰɔ⁵	
庞	pʰɔŋ²¹	
棒	pʰᴀŋ²ˀ²³	不符合古今语音演变的对应规律
蚌	pʰɔŋ²²	
雹	pʰɔ⁴ˀ⁴⁵	
桩	tsɔŋ¹³	
桌	tsɔ²ˀ²³	
卓	tsiau³	不符合古今语音演变的对应规律
琢	tsiau³	不符合古今语音演变的对应规律
戳	tsʰɔ²ˀ²³	邮~
撞	tsʰɔŋ²²	
浊	tsʰɐu³	不符合古今语音演变的对应规律
捉	tsɔ⁵	
窗	tsʰɔŋ¹³	
镯	tsʰɔ²ˀ²³	
双	sɔŋ¹³	
朔	sɔ⁵	
江	kɔŋ¹³	
讲	kɔŋ²⁴	
港	kɔŋ²⁴	
降	kɔŋ⁴⁴	下~
觉	kɔ⁵	感~
角	kɔ⁵	
角	kɔ²ˀ²³	黄阿~
腔	kʰɔŋ¹³	
确	kʰɔ⁵	
壳	kʰɔ⁵	禾头~
壳	kʰɔ²ˀ²³	kʰᴀu⁴⁴~
岳	ŋɔ³	
乐	ŋɔ⁴ˀ⁴⁵	音~
降	kɔŋ⁴⁴	投~，不符合古今语音演变的对应规律
项	hɔŋ²²	
巷	hɔŋ⁴ˀ⁴⁵	
学	hɔ³	
学	hɔ⁴ˀ⁴⁵	~校
握	ŋᴀ⁵	不符合古今语音演变的对应规律
崩	pᴀn¹³	
北	poe⁵	
朋	pʰɐn²¹	不符合古今语音演变的对应规律
墨	moe⁴ˀ⁴⁵	
默	moe³	
登	tᴀn¹³	
灯	tᴀn¹³	
等	tᴀn²⁴	
凳	tᴀn²ˀ²³	
得	tei⁵	
德	tei⁵	品~
德	tie²ˀ²³	人名
腾	tʰᴀn²¹	
藤	tʰᴀn⁴ˀ⁴⁵	
邓	tʰᴀn²²	
特	tʰei³	
能	lᴀn²¹	
肋	lei³	
勒	lei³	~紧
曾	tsᴀn¹³	姓~
增	tsᴀn¹³	
则	tsei⁵	
曾	tsʰᴀn²¹	~经
层	tsʰᴀn²¹	
赠	tsᴀn¹³	不符合古今语音演变的对应规律
贼	tsʰei³	
僧	tsᴀn¹³	不符合古今语音演变的对应规律
塞	sei⁵	~住
肯	hᴀn²⁴	
刻	kʰei⁵	
克	kʰei⁵	
黑	hei⁵	
恒	hᴀn²¹	
冰	pᴀn¹³	
逼	poe⁵	
凭	pʰᴀn²¹	
凌	lin²¹	
菱	lin²¹	
陵	lin²¹	
力	ləe³	
即	tsəe⁵	
鲫	tsəe⁵	
息	sei⁵	
息	sei³	重孙，不符合古今语音演变的对应规律
熄	sei⁵	
征	tsᴀn¹³	~求
澄	tsʰᴀn²¹	
惩	tsʰᴀn²¹	
直	tsʰei³	
值	tsʰei³	
侧	tsei⁵	
测	tsʰei⁵	
色	sei⁵	
蒸	tsᴀn¹³	
证	tsᴀn⁴⁴	
症	tsᴀn⁴⁴	
织	tsei⁵	
职	tsei⁵	
称	tsʰᴀn¹³	~呼
秤	tsʰᴀn²ˀ²³	
乘	sᴀn²¹	
绳	sᴀn⁴ˀ⁴⁵	
剩	sᴀn²²	
食	sei³	
蚀	sei³	
升	sᴀn¹³	
胜	sᴀn⁴⁴	~败
识	sei⁵	
式	sei⁵	
饰	sei⁵	
承	sᴀn²¹	
丞	sᴀn²¹	
殖	tsʰei³	不符合古今语音演变的对应规律
植	tsʰei³	不符合古今语音演变的对应规律
扔	jᴀn²²	不符合古今语音演变的对应规律
极	kʰi³	
兴	hᴀn¹³	~旺
兴	hᴀn⁴⁴	高~
应	iᴀn¹³	~该
鹰	iᴀn¹³	
应	jᴀn⁴⁴	答~
忆	jei⁵	
亿	jei⁵	
蝇	jᴀn⁴ˀ⁴⁵	
孕	jin²⁴	不符合古今语音演变的对应规律
翼	jie⁴ˀ⁴⁵	不符合古今语音演变的对应规律
国	koe²ˀ²³	
弘	fɐn²¹	
或	fei³	
域	vei³	
百	pᴀ⁵	
柏	pᴀ²ˀ²³	
伯	pᴀ⁵	
迫	poe⁵	不符合古今语音演变的对应规律
拍	pʰo⁵	
拍	pʰᴀ⁵	
魄	pʰᴀ⁵	
彭	pʰᴀŋ²¹	
白	pʰᴀ³	
盲	mᴀŋ²¹	
猛	mᴀŋ⁴⁴	
孟	mᴀŋ⁴⁴	不符合古今语音演变的对应规律
打	tᴀ⁴ˀ⁴⁵	不符合古今语音演变的对应规律
冷	lᴀŋ⁴⁴	
撑	tsʰᴀŋ⁴⁴	不符合古今语音演变的对应规律
撑	tsʰᴀŋ²ˀ²³	~儿
拆	tsʰo⁵	~开
泽	tsʰᴀ⁴ˀ⁴⁵	
择	tsʰo³	
窄	tsᴀ⁵	
生	sᴀŋ¹³	先~
生	sᴀŋ²ˀ²³	学~
牲	sᴀŋ¹³	
甥	sᴀŋ¹³	
省	sᴀŋ²⁴	~长
省	sᴀŋ²⁴	节~
更	kᴀŋ¹³	五~
粳	kᴀŋ¹³	
庚	kᴀŋ¹³	
哽	kᴀn²⁴	
梗	kᴀŋ²⁴	
更	kᴀŋ⁴⁴	~加
格	kᴀ⁵	~外
格	kᴀ²ˀ²³	及~
坑	hᴀŋ¹³	
客	kʰᴀ⁵	
硬	ŋᴀŋ²²	
额	ŋiᴀ³	
吓	ho⁵	恐~
行	hᴀŋ²¹	~为
衡	hᴀŋ²¹	
杏	hᴀŋ²²	
掰	mi⁵	
棚	pʰᴀŋ²¹	
萌	mᴀn²¹	
麦	mo⁴ˀ⁴⁵	
脉	mᴀ³	
摘	tso⁵	
橙	tsʰᴀŋ⁴ˀ⁴⁵	~子
争	tsᴀŋ¹³	
睁	tsᴀŋ¹³	
责	tsᴀ²ˀ²³	
策	tsʰᴀ⁵	
册	tsʰᴀ²ˀ²³	
耕	kᴀŋ¹³	
耿	kin²⁴	不符合古今语音演变的对应规律
革	kᴀ⁵	
隔	kᴀ⁵	
幸	hᴀn²²	
核	vʉ⁴ˀ⁴⁵	果~，不符合古今语音演变的对应规律
鹦	jᴀn¹³	
轭	o⁵	牛~
兵	pᴀn¹³	
丙	piᴀŋ²⁴	
柄	piᴀŋ²ˀ²³	
碧	poe⁵	
平	pʰiᴀŋ²¹	~地
平	pʰᴀn²¹	和~
坪	pʰiᴀŋ²¹	草~
坪	pʰiᴀŋ⁴ˀ⁴⁵	禾~
评	pʰᴀn²¹	
病	pʰiᴀŋ²²	
鸣	mᴀn²¹	
明	miᴀŋ²¹	~年
明	mᴀn²¹	~白
盟	mᴀn²¹	
命	miᴀŋ²²	
命	mᴀn²²	~令
京	kᴀn¹³	
惊	kiᴀŋ¹³	
景	kᴀn²⁴	
警	kin²⁴	
境	kᴀn²⁴	
敬	kᴀn⁴⁴	
竟	kin⁴⁴	
镜	kiᴀŋ⁴⁴	
卿	kʰin¹³	
庆	kʰᴀn⁴⁴	
擎	kʰiᴀŋ²¹	
鲸	kʰin²¹	
竞	kin⁴⁴	不符合古今语音演变的对应规律
屐	kʰiᴀ⁴ˀ⁴⁵	木~
迎	ŋiᴀŋ²¹	
逆	ŋiᴀ³	
英	jᴀn¹³	
影	jiᴀŋ²⁴	
映	jiᴀŋ²⁴	不符合古今语音演变的对应规律
饼	piᴀŋ²⁴	
聘	pʰun⁴⁴	不符合古今语音演变的对应规律
僻	pʰoe⁵	
辟	pʰoe⁵	不符合古今语音演变的对应规律
名	miᴀŋ⁴ˀ⁴⁵	
领	liᴀŋ⁴⁴	领~
领	liᴀŋ²ˀ²³	衫~
岭	liᴀŋ⁴⁴	
令	lᴀn²²	
精	tsiᴀŋ¹³	~肉
精	tsᴀn¹³	~神
睛	tsiᴀŋ²ˀ²³	
晶	tsᴀn¹³	
井	tsiᴀŋ²⁴	
积	tsei⁵	
迹	tsiᴀ⁵	事~
迹	tsiᴀ²ˀ²³	脚~
脊	tsiᴀ⁵	
清	tsʰᴀn¹³	
请	tsʰiᴀŋ²⁴	
情	tsʰᴀn²¹	
晴	tsʰiᴀŋ²¹	
静	tsʰᴀn²²	
净	tsʰiᴀŋ²²	
籍	tsʰəe³	~贯
姓	siᴀŋ⁴⁴	
性	siᴀŋ⁴⁴	
性	sᴀn⁴⁴	
惜	sei⁵	
昔	sei⁵	
席	tsʰəe⁴ˀ⁴⁵	主~
夕	si⁵	
贞	tsin¹³	不符合古今语音演变的对应规律
侦	tsin¹³	不符合古今语音演变的对应规律
呈	tsʰᴀn²¹	
程	tsʰᴀn²¹	
郑	tsʰᴀn²²	
正	tsᴀn¹³	~月
征	tsᴀn¹³	~兵
整	tsᴀn²⁴	
正	tsiᴀŋ⁴⁴	做~了
正	tsᴀn⁴⁴	~当
政	tsᴀn⁴⁴	
只	tsie²⁴	一~，不符合古今语音演变的对应规律
炙	tsiᴀ⁵	
赤	tsʰiᴀ⁵	
尺	tsʰiᴀ⁵	量词
尺	tsʰiᴀ²ˀ²³	名词
声	siᴀŋ¹³	
圣	sᴀn⁴⁴	
释	sei⁵	
适	sei⁵	
成	siᴀŋ²¹	
城	siᴀŋ²¹	
诚	siᴀŋ²¹	
盛	sᴀn²²	丰~
石	siᴀ³	~灰
石	siᴀ⁴ˀ⁴⁵	鹅卵~
颈	kiᴀŋ²⁴	
轻	hiᴀŋ¹³	
婴	jᴀn¹³	
益	jei⁵	
盈	jin²¹	不符合古今语音演变的对应规律
赢	jiᴀŋ²¹	
译	jei⁵	不符合古今语音演变的对应规律
易	jei⁵	交~，不符合古今语音演变的对应规律
壁	piᴀ⁵	
壁	piᴀ²ˀ²³	隔~
劈	pʰiᴀ⁵	
瓶	pʰᴀn²¹	
屏	pʰᴀn²¹	
萍	pʰᴀn²¹	
並	pᴀ⁴⁴	不符合古今语音演变的对应规律
铭	miᴀŋ⁴ˀ⁴⁵	
丁	tᴀn¹³	
钉	tiᴀŋ²ˀ²³	铁~
顶	tiᴀŋ²⁴	岭~
顶	tin²⁴	~颈
钉	tiᴀŋ¹³	~住，不符合古今语音演变的对应规律
订	tiᴀŋ⁴⁴	
的	tie²ˀ²³	目~，不符合古今语音演变的对应规律
滴	tᴀ⁴⁴	不符合古今语音演变的对应规律
嫡	ti⁵	~亲
听	tʰiᴀŋ⁴⁴	~见，不符合古今语音演变的对应规律
厅	tʰiᴀŋ¹³	
厅	tʰiᴀŋ²ˀ²³	私~
踢	tʰiᴀ⁵	
剔	tʰiᴀ⁵	
亭	tʰᴀn²¹	
停	tʰᴀn²¹	
庭	tʰᴀn²¹	
艇	tʰiᴀŋ²ˀ²³	
挺	tʰᴀn²⁴	不符合古今语音演变的对应规律
定	tʰᴀn²²	
敌	tʰi³	
笛	tʰiᴀ⁴ˀ⁴⁵	
籴	tʰiᴀ³	
宁	lᴀn²¹	安~
灵	lᴀn²¹	
零	liᴀŋ²¹	
零	liᴀŋ⁴ˀ⁴⁵	十~个
铃	lᴀn²¹	
另	liᴀŋ²²	
历	liᴀ³	经~
绩	tsəe⁵	
青	tsʰiᴀŋ¹³	
戚	tsʰəe⁴ˀ⁴⁵	
星	siᴀŋ¹³	~期一
星	siᴀŋ²ˀ²³	天~
腥	siᴀŋ¹³	
醒	siᴀŋ²⁴	
析	sei⁵	
锡	siᴀ⁵	
经	kᴀn¹³	
激	ki⁵	
击	ki⁵	
形	hᴀn²¹	
型	hᴀn²¹	
刑	hᴀn²¹	
矿	kʰɔŋ⁴⁴	不符合古今语音演变的对应规律
轰	kuᴀŋ¹³	~炸，不符合古今语音演变的对应规律
横	vᴀŋ²¹	~直
宏	fɐn²¹	不符合古今语音演变的对应规律
获	vɔ⁵	不符合古今语音演变的对应规律
划	vᴀ³	计~
倾	kʰin¹³	
琼	kʰin²¹	
兄	hᴀn¹³	不符合古今语音演变的对应规律
荣	jɐn²¹	不符合古今语音演变的对应规律
永	jun²⁴	
泳	jun²⁴	不符合古今语音演变的对应规律
营	jiᴀŋ²¹	
颖	jin²⁴	
役	jei⁵	不符合古今语音演变的对应规律
疫	jʉ³	
萤	jiᴀŋ²¹	不符合古今语音演变的对应规律
萤	jiᴀŋ⁴ˀ⁴⁵	~火，不符合古今语音演变的对应规律
扑	pʰɔ⁵	不符合古今语音演变的对应规律
蓬	pʰɐn²¹	
篷	pʰɐn²¹	
瀑	pʰɐu³	~布
蒙	mɐn²¹	
木	mɐu³	~匠
木	mɐu⁴ˀ⁴⁵	~箱
东	tɐn¹³	
董	tɐn²⁴	
懂	tɐn²⁴	
冻	tɐn⁴⁴	
通	tʰɐn¹³	
桶	tʰɐn²⁴	~楻
桶	tʰɐn²ˀ²³	井~
痛	tʰɐn⁴⁴	
秃	tʰʉ⁵	不符合古今语音演变的对应规律
同	tʰɐn²¹	
铜	tʰɐn²¹	
童	tʰɐn²¹	
筒	tʰɐn⁴ˀ⁴⁵	
动	tʰɐn²²	
洞	tʰɐn²²	
独	tʰɐu³	
读	tʰɐu³	
笼	lɐn²¹	蒸~
笼	lɐn⁴ˀ⁴⁵	鸡~
聋	lɐn²¹	
拢	lɐn²⁴	
弄	lɐn²²	
鹿	lɐu⁴ˀ⁴⁵	
棕	tsɐn¹³	
总	tsɐn²⁴	
粽	tsɐn²ˀ²³	
聪	tsʰɐn¹³	
匆	tsʰɐn¹³	
葱	tsʰɐn²ˀ²³	
丛	tsʰɐn²¹	
族	tsʰɐu⁴ˀ⁴⁵	
送	sɐn⁴⁴	
速	tsʰɐu⁵	不符合古今语音演变的对应规律
公	kɐn¹³	老~
公	kɐn²ˀ²³	大人~
工	kɐn¹³	
功	kɐn¹³	
攻	kɐn¹³	
贡	kɐn⁴⁴	
谷	kɐu²ˀ²³	稻~
空	hɐn¹³	~气
孔	kʰɐn²⁴	
控	kʰɐn⁴⁴	
空	kʰɐn⁴⁴	~缺
哭	hɐu⁵	
烘	hɐn⁴⁴	不符合古今语音演变的对应规律
红	hɐn²¹	
洪	hɐn²¹	
汞	kɐn⁴⁴	不符合古今语音演变的对应规律
翁	ɐn¹³	
屋	ɐu⁵	
冬	tɐn¹³	
督	tɐu⁵	
统	tʰɐn²⁴	不符合古今语音演变的对应规律
毒	tʰɐu³	
农	lɐn²¹	
脓	lɐn²¹	
宗	tsɐn¹³	
综	tsɐn¹³	不符合古今语音演变的对应规律
松	sɐn¹³	轻~
宋	sɐn⁴⁴	
酷	hᴀu⁴⁴	不符合古今语音演变的对应规律
风	fɐn¹³	
枫	fɐn¹³	
讽	fɐn²²	不符合古今语音演变的对应规律
福	fɐu⁵	
复	fɐu⁵	~杂
幅	fɐu⁵	
丰	fɐn¹³	
覆	fɐu⁵	
冯	fɐn²¹	
凤	fɐn²²	
服	fɐu³	
伏	pʰɐu³	趴
伏	fɐu³	
复	fɐu⁵	~原，不符合古今语音演变的对应规律
梦	mɐn²²	
目	mɐu⁴ˀ⁴⁵	
牧	mɐu⁴ˀ⁴⁵	
隆	lɐn²¹	
六	lɐu³	
陆	lɐu³	
肃	sɐu⁵	
宿	sɐu⁵	住~
中	tsɐn¹³	~间
忠	tsɐn¹³	
中	tsɐn⁴⁴	打~
竹	tsɐu⁵	
竹	tsɐu²ˀ²³	
筑	tsɐu⁵	
畜	tsʰɐu⁵	~生
虫	tsʰɐn⁴ˀ⁴⁵	
轴	tsʰɐu⁴ˀ⁴⁵	
逐	tsʰɐu³	
崇	sɐn²¹	不符合古今语音演变的对应规律
缩	sɐu⁵	
终	tsɐn¹³	
众	tsɐn⁴⁴	
祝	tsɐu⁵	
粥	tsɐu⁵	
充	tsʰɐn¹³	
铳	tsʰɐn⁴⁴	
叔	sɐu⁵	~m¹³
叔	sɐu²ˀ²³	
熟	sɐu³	
绒	jɐn²¹	
肉	lɐu³	猪~，不符合古今语音演变的对应规律
肉	lɐu⁴ˀ⁴⁵	精~，不符合古今语音演变的对应规律
弓	kɐn¹³	
躬	kɐn¹³	
宫	kɐn¹³	
菊	kʰɐu⁴ˀ⁴⁵	不符合古今语音演变的对应规律
穷	kʰɐn²¹	
畜	tsʰɐu⁵	~牧，不符合古今语音演变的对应规律
蓄	tsʰɐu⁵	不符合古今语音演变的对应规律
熊	hɐn²¹	不符合古今语音演变的对应规律
雄	hɐn²¹	不符合古今语音演变的对应规律
融	jɐn²¹	
育	jɐu⁴ˀ⁴⁵	
封	fɐn¹³	
峰	fɐn¹³	
蜂	fɐn¹³	
锋	fɐn¹³	
捧	pʰɐn²⁴	话音
捧	pɐn²⁴	字音，不符合古今语音演变的对应规律
逢	fɐn²¹	
缝	fɐn²¹	~衣
奉	fɐn²²	
缝	fɐn²¹	~隙，不符合古今语音演变的对应规律
浓	lɐn²¹	
龙	lɐn²¹	
绿	lɐu³	
录	lɐu³	
纵	tsɐn⁴⁴	~横，不符合古今语音演变的对应规律
踪	tsɐn¹³	
足	tsɐu⁵	
促	tsʰɐu⁵	
从	tsʰɐn²¹	跟~
粟	sɐu²ˀ²³	
松	tsʰɐn²¹	~树
诵	sɐn⁴⁴	不符合古今语音演变的对应规律
颂	tsɐn⁴⁴	不符合古今语音演变的对应规律
俗	tsʰɐu⁴ˀ⁴⁵	
续	tsʰɐu³	
宠	tsʰɐn²⁴	
重	tsʰɐn²¹	~复
重	tsʰɐn⁴⁴	轻~
钟	tsɐn¹³	
种	tsɐn²⁴	~类
种	tsɐn⁴⁴	~树
烛	tsɐu⁵	
嘱	tsɐu⁵	
冲	tsʰɐn¹³	
触	tsʰɐu⁵	
舂	tsɐn¹³	
束	tsʰɐu⁵	不符合古今语音演变的对应规律
属	sɐu³	
茸	jɐn²¹	
辱	jɐu⁴ˀ⁴⁵	
恭	kɐn¹³	
供	kɐn⁴⁴	~给，不符合古今语音演变的对应规律
恐	hɐn²⁴	
曲	kʰɐu⁵	
共	kʰɐn²²	
局	kʰɐu⁴ˀ⁴⁵	
玉	lɐu⁴ˀ⁴⁵	不符合古今语音演变的对应规律
狱	jɐu⁴ˀ⁴⁵	
胸	hɐn¹³	
凶	hɐn¹³	
雍	jɐn²⁴	
拥	ɐn²⁴	推
拥	jɐn²⁴	
容	jɐn²¹	
勇	jɐn²⁴	
用	jɐn²²	
欲	jʉ²²	不符合古今语音演变的对应规律
浴	jʉ²²	不符合古今语音演变的对应规律
