// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	t	tʰ	l	ʦ	ʦʰ	s	ʂ	ʧ	ʧʰ	ʃ	ʒ	k	kʰ	x	Ø
@FIN	a
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
x	u	平聲	呼 乎 胡 湖 狐 壺 滸{水~} 忽 糊{漿~} 葫{~蘆} 核{棗~子}
x	u	上聲	虎
x	u	去聲	戶 滬 互 護 糊{~糊(稀的粥)}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	k	kʰ	x
@FIN	ua
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
k	ua	平聲	瓜 剮 刮{~胡子} 刮{做人流，把個娃娃~了}
k	ua	上聲	寡 刮{~風} 剮{~肉(從骨頭上剔去肉)}
k	ua	去聲	掛{~紅，~著牆上} 掛{稱，~糧食(指買糧食)} 卦 褂
kʰ	ua	平聲	誇
kʰ	ua	上聲	垮 胯{~子}
kʰ	ua	去聲	跨
x	ua	平聲	花 華{中~} 鏵 滑 猾{狡~}
x	ua	上聲	嘩{水聲}
x	ua	去聲	化 華{~山} 畫 話 劃 樺{~木}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	t	tʰ	l	ʦ	ʦʰ	s	k	kʰ	x
@FIN	uŋ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	uŋ	平聲	敦 墩 撴 蹲 東 冬
t	uŋ	上聲	盹 □{攪動，~稠} □{~爛子(欠賬)} 董 懂
t	uŋ	去聲	飩{餛~} 盾 頓 噸 遁 燉 動= 凍 棟 洞=
tʰ	uŋ	平聲	屯 臀 豚 通 同 銅 童 桐 彤 捅{~了一刀子}
tʰ	uŋ	上聲	筒 桶 統
tʰ	uŋ	去聲	痛 動- 洞-
l	uŋ	平聲	崙 倫 淪 輪 籠 龍 聾 瓏 隆 農 濃 膿
l	uŋ	上聲	攏 隴 壟 籠
l	uŋ	去聲	論 嫩 弄
ʦ	uŋ	平聲	尊 遵 宗 鬃 蹤 綜 棕
ʦ	uŋ	上聲	總
ʦ	uŋ	去聲	粽 縱{放~} 縱{大概(表推測)}
ʦʰ	uŋ	平聲	村 存 皴 從 聰 蔥 叢
ʦʰ	uŋ	去聲	寸
s	uŋ	平聲	孫 松 嵩 倯 □{精液}
s	uŋ	上聲	損= 聳 筍 隼
s	uŋ	去聲	宋 送 頌= 訟 誦=
k	uŋ	平聲	公 工 功 攻 恭 宮 弓 躬
k	uŋ	上聲	滾 龔 汞 拱 鞏=
k	uŋ	去聲	棍 共 供 貢
kʰ	uŋ	平聲	昆 坤 空{裡面沒有}
kʰ	uŋ	上聲	啃- 捆 孔 控 恐 鞏-
kʰ	uŋ	去聲	空{人少} 空{肚子有點餓，~扎扎地} 困{~難}
x	uŋ	平聲	昏 婚 魂 渾 葷 弘 轟 宏 紅 洪 鴻 虹
x	uŋ	上聲	哄{~人，~娃娃}
x	uŋ	去聲	混 惽{糊塗}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	k	kʰ	x
@FIN	uɔ̃
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
k	uɔ̃	平聲	光{~線} 光{僅，只} 胱
k	uɔ̃	上聲	廣
k	uɔ̃	去聲	逛 咣{象聲} 桄{一~線}
kʰ	uɔ̃	平聲	狂 匡 框 筐 誑
kʰ	uɔ̃	上聲	哐{象聲}
kʰ	uɔ̃	去聲	況 礦 曠
x	uɔ̃	平聲	荒 慌 皇 惶 煌{敦~} 蝗 凰{鳳~} 簧{彈~} 黃 璜 磺{硫~} □{攪合，攪亂，把事情~了} □{戲耍，玩笑，~新娃娃(指鬧洞房)}
x	uɔ̃	上聲	謊 晃 恍{~~忽忽(性急，不穩健)}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	t	tʰ	l	ʦ	ʦʰ	s	ʧʰ	tʂʰ	k	kʰ	ŋ	x
@FIN	uə
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	uə	平聲	多 掇{拾~} □{~~著尿} 奪= 鐸
t	uə	上聲	朵 躲
t	uə	去聲	舵 剁 惰 墮
tʰ	uə	平聲	搨{把白紙蒙在上面描摹} 拓{開拓} 溻{~人(衣服、被褥等潮濕)} 脫 拖 馱{~麥} 奪-{~著來} 托 陀 沱 駝 砣{秤~}
tʰ	uə	上聲	妥 □{得手，完成：跑~了} 橢
tʰ	uə	去聲	駝 馱{勒~} 唾
l	uə	平聲	挪 羅 鑼 蘿 囉 騾 螺 諾 落 烙 駱 洛 絡 樂 □{~臉一巴掌} 糯
l	uə	上聲	□{下垂，不精神，摞子~了，~淪麻跨} 裸
l	uə	去聲	懦 摞{麥~，~著一搭}
ʦ	uə	平聲	做= 作 昨
ʦ	uə	上聲	左{姓} 佐
ʦ	uə	去聲	左{~右} 唑
ʦʰ	uə	平聲	搓 矬 銼 錯{~誤} 撮 鑿{~子} 嚼
ʦʰ	uə	上聲	措 挫
ʦʰ	uə	去聲	錯{~開} 坐 座
s	uə	平聲	娑 嗦 蓑 唆 梭
s	uə	上聲	鎖 索 瑣 嗩{~吶}
ʧʰ	uə	平聲	戳
ʧʰ	uə	上聲	□{~皮(剝動物的皮)}
tʂʰ	uə	平聲	著{睡~了，火~了，用~} □{打，~兩~鈸} 車 徹 澈
tʂʰ	uə	上聲	扯 撤
k	uə	平聲	哥 歌 鍋 戈 鴿 割 葛 各 閣 擱 胳 郭 蝸{~牛} 疙{~瘩} 垪{~垯} 角{牛~} 角{~落} 覺{~著(感覺到)}
k	uə	上聲	果 裹
k	uə	去聲	個{~人} 過
kʰ	uə	平聲	科 磕 渴 括 擴 闊 咳 瞌{~睡} □{又，再次}
kʰ	uə	上聲	可 棵 顆 □{到處，遍} □{用棍打}
kʰ	uə	去聲	騍{~騾子} 課{上~} 課{磨~(磨麵時磨坊收取作為報酬的糧食)} □{又，又要}
ŋ	uə	平聲	惡 訛 俄 鵝 娥 蛾 峨
ŋ	uə	上聲	我
ŋ	uə	去聲	餓
x	uə	平聲	河 何 荷{~花} 荷{薄~片} 和{~氣} 禾 喝 合 盒 豁{~口子，~亮，~牙~齒} 活 核{~桃}
x	uə	上聲	火 喝{吆~} 鶴 或= 惑= 獲= 夥
x	uə	去聲	賀 禍 貨 和{~麵，~事} 霍 藿
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	t	tʰ	l	ʦ	ʦʰ	s	k	kʰ	x
@FIN	uəi
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
t	uəi	平聲	堆
t	uəi	去聲	對 隊 兌
tʰ	uəi	平聲	推 頹
tʰ	uəi	上聲	腿
tʰ	uəi	去聲	退 褪 蛻
l	uəi	平聲	雷
l	uəi	上聲	累{勞~} 壘
l	uəi	去聲	內 累{連~} 類 淚{眼~，~了(因傷心而流淚)}
ʦ	uəi	上聲	嘴
ʦ	uəi	去聲	最 罪 醉
ʦʰ	uəi	平聲	脆{易斷} 催 崔 摧
ʦʰ	uəi	去聲	翠 脆{乾~} 粹
s	uəi	平聲	雖 隨 隋 綏 遂
s	uəi	上聲	髓 隧
s	uəi	去聲	碎 歲 穗 □{小}
k	uəi	平聲	圭 閨 規{~矩(乖，本分)} 龜 矽 國 歸
k	uəi	上聲	詭 軌 鬼 癸
k	uəi	去聲	桂 貴
kʰ	uəi	平聲	盔 魁 傀 奎 規{~定} 虧{吃~} 逵 葵 馗
kʰ	uəi	上聲	潰 窺 愧
kʰ	uəi	去聲	饋 跪 櫃
x	uəi	平聲	灰 恢 回 茴 麾 揮 輝 暉 徽 或-
x	uəi	上聲	悔 晦 誨 諱 毀
x	uəi	去聲	賄 匯 會 繪 惠 慧 穢 卉 燴
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	k	kʰ	x
@FIN	uɛ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
k	uɛ	平聲	乖
k	uɛ	上聲	拐{~~子} □{不好}
k	uɛ	去聲	怪
kʰ	uɛ	上聲	塊 會{~計}
kʰ	uɛ	去聲	快 筷
x	uɛ	平聲	懷 槐 淮 獲-
x	uɛ	去聲	壞
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	t	tʰ	l	ʦ	ʦʰ	s	k	kʰ	x
@FIN	uɛ̃
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
t	uɛ̃	平聲	端
t	uɛ̃	上聲	短{不長} 短{做事缺德}
t	uɛ̃	去聲	段 鍛 煅 緞 斷={斷案} □{趕}
tʰ	uɛ̃	平聲	團
tʰ	uɛ̃	去聲	斷-{掰~}
tʰ	uɛ̃	輕聲	段{手~}
l	uɛ̃	平聲	戀 巒 攣 鸞 攣{癱瘓}
l	uɛ̃	上聲	卵 暖
l	uɛ̃	去聲	亂{不整齊} 亂{~~地(不少，到處有)} □{忙於}
ʦ	uɛ̃	平聲	鑽{~進去}
ʦ	uɛ̃	上聲	□{挽~~(一種髮型)}
ʦ	uɛ̃	去聲	鑽{~眼，~子} 纂 攥
ʦʰ	uɛ̃	平聲	攢{~著一搭} 穿{~針，~堂}
ʦʰ	uɛ̃	去聲	竄{尖~}
s	uɛ̃	平聲	酸
s	uɛ̃	去聲	算 蒜
k	uɛ̃	平聲	官 棺 觀{參~} 關
k	uɛ̃	上聲	管 館
k	uɛ̃	去聲	冠 貫 慣 灌 罐 觀{道~}
kʰ	uɛ̃	平聲	寬
kʰ	uɛ̃	上聲	款
kʰ	uɛ̃	去聲	□{繫、帶}
x	uɛ̃	平聲	歡 桓 還{交~} 環
x	uɛ̃	上聲	緩 瘓
x	uɛ̃	去聲	喚 煥 換 幻 患 宦
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	n	l	ʨ	ʨʰ	ɕ	Ø
@FIN	y
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
n	y	上聲	女
l	y	平聲	驢 旅 履 律 率
l	y	上聲	呂 屢 綠 縷
l	y	去聲	慮 濾
ʨ	y	平聲	居 車{象棋} 拘{~留} 駒{騾~子} 菊 鞠 橘 □{~子(地租)}
ʨ	y	上聲	舉
ʨ	y	去聲	巨 拒 據 距 鋸 劇{電視~} 聚{~會} 具 俱 懼 矩 句
ʨʰ	y	平聲	蛆 渠 趨 區 驅 瞿 屈 局 曲{~折} 曲{彎~，歌~}
ʨʰ	y	上聲	取 趣 娶
ʨʰ	y	去聲	去=
ɕ	y	平聲	徐 噓 虛 墟 需 須 肅{甘~} 俗{風~} 蓄 蓿{苜~}
ɕ	y	上聲	許
ɕ	y	去聲	序 敘 緒 絮 續
Ø	y	平聲	魚 漁 於 餘 娛 迂 盂 裕 玉 獄{監~}
Ø	y	上聲	語 雨
Ø	y	去聲	御 淤 與 譽 預 豫 愚 遇 寓 逾 愈 愉 宇 禹 羽 芋 喻 域 郁 育
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	ʨ	ʨʰ	ɕ	Ø
@FIN	yŋ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
ʨ	yŋ	平聲	均 軍 君
ʨ	yŋ	上聲	菌 迥 炯
ʨ	yŋ	去聲	俊 駿 峻 郡
ʨʰ	yŋ	平聲	皴{手~了} 群 裙 窮 瓊 穹
ʨʰ	yŋ	上聲	□{煮或蒸，~洋芋，~麵} □{~人(熱)}
ɕ	yŋ	平聲	尋= 旬 荀 詢 循 巡 汛 熏 薰 勳{功~} 兄 熊 雄 胸 凶 匈
ɕ	yŋ	上聲	損- 殉
ɕ	yŋ	去聲	迅 訓 訊- 頌- 訟 誦-
Ø	yŋ	平聲	勻 允 雲 芸 耘 筠 榮 容 恿{鼓動，~人哩} 雍 擁 庸 壅{~糞}
Ø	yŋ	上聲	永 詠 泳 勇 湧
Ø	yŋ	去聲	熨 韻 運 暈 孕 用
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	l	ʨ	ʨʰ	ɕ	∅
@FIN	yə
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
l	yə	平聲	掠 劣 略 虐
l	yə	上聲	□{吹，說大話}
ʨ	yə	平聲	絕={~對} 掘 決 訣 爵 腳- 钁{~} 覺={感~} 角={五~錢}
ʨ	yə	上聲	□{厲害(新派用語)}
ʨ	yə	去聲	撅{~屁聶}
ʨʰ	yə	平聲	絕-{~物，~種} 缺 雀{孔~} 鵲{喜~} 卻 確 瘸
ʨʰ	yə	上聲	□{~氣}
ʨʰ	yə	去聲	□{小孩瘦弱}
ɕ	yə	平聲	學 削 雪 薛= 靴 斜{不順，不正} □{霸道}
ɕ	yə	上聲	□{~識，打聽}
ɕ	yə	去聲	□{不順利，不吉利} □{擋，妨礙，~事}
∅	yə	平聲	悅 閱 月 越 曰 粵 約 藥 躍 鑰{~匙} 岳 樂
∅	yə	去聲	□{髒}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	l	ʨ	ʨʰ	ɕ	Ø
@FIN	yɛ̃
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
l	yɛ̃	平聲	攣{癱瘓}
l	yɛ̃	上聲	殮{~棺}
l	yɛ̃	去聲	□{親近}
ʨ	yɛ̃	平聲	捐
ʨ	yɛ̃	上聲	捲{~氈，花捲}
ʨ	yɛ̃	去聲	卷{~子(試卷)} 娟 眷 絹 倦 鵑
ʨʰ	yɛ̃	平聲	全 詮 泉 圈{圓~} 拳 權
ʨʰ	yɛ̃	上聲	犬
ʨʰ	yɛ̃	去聲	圈{豬~} 勸
ɕ	yɛ̃	平聲	宣 旋 渲 喧 玄 懸
ɕ	yɛ̃	上聲	選
ɕ	yɛ̃	去聲	旋{~吃~做} 旋{轉圈地削} 旋{單~} 楦{鞋~子}
Ø	yɛ̃	平聲	閻-{~王爺} 圓 員 緣 元 原 源 冤 袁 轅 猿 園 援 媛 淵 涴 □{港~(類似犁的前部，但是木製)}
Ø	yɛ̃	上聲	遠
Ø	yɛ̃	去聲	院 願 怨
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	t	tʰ	l	ʦ	ʦʰ	s	ʧ	ʧʰ	ʃ	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	ɔ
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ɔ	平聲	包 雹
p	ɔ	上聲	褒 保 寶 飽
p	ɔ	去聲	抱 報 暴 菢{抱，~雞娃子} 豹 爆
pʰ	ɔ	平聲	袍 胞 鮑 拋 剖 脬{一~尿，尿~} 脬{~子(陰囊)}
pʰ	ɔ	上聲	跑
pʰ	ɔ	去聲	泡 刨{推~} 炮 泡
m	ɔ	平聲	毛 矛{~盾} 茅 貓
m	ɔ	上聲	卯{~時} 卯{~錯了(脫臼)} 鉚 牡-{~丹}
m	ɔ	去聲	冒 帽 貌 茂 貿
t	ɔ	平聲	刀 叨
t	ɔ	上聲	導 悼 禱 島 倒{~車} 稻= 搗
t	ɔ	去聲	道={~理} 到 倒{~立子} 盜
tʰ	ɔ	平聲	滔 韜 偷- 桃 逃 洮 濤 掏 淘{~菜} 陶 啕 萄 絛
tʰ	ɔ	上聲	討 稻-
tʰ	ɔ	去聲	道{巷~，撒了一~} 套
l	ɔ	平聲	勞 撈 嘮 癆{~症，~著(強烈想著)} 牢{監~，~固} 撓 孬 鐃
l	ɔ	上聲	老 佬 姥 腦 惱 瑙
l	ɔ	去聲	澇 鬧 癆{使中毒}
ʦ	ɔ	平聲	遭 糟{醋~} 糟{~糕}
ʦ	ɔ	上聲	早 澡 棗 蚤{圪~}
ʦ	ɔ	去聲	皂= 灶
ʦʰ	ɔ	平聲	曹{姓} 曹{咱們} 槽 操{做~，~作}
ʦʰ	ɔ	上聲	草 騲{~驢}
ʦʰ	ɔ	去聲	皂- 造 糙{粗~} 躁{發火，~~哄哄}
s	ɔ	平聲	騷{淫蕩} 騷{~氣}
s	ɔ	上聲	掃{~地哈} 嫂
s	ɔ	去聲	臊{肉~子} 臊{~臉(丟人)} 掃{~帚} 掃{~興} □{不吉利，~著哩}
ʧ	ɔ	平聲	抓{~耙子(農具)}
ʧ	ɔ	上聲	找{~找，~錢} 黀{麻~子(麻稈)}
ʧ	ɔ	去聲	笊{~兒(廚具)} 罩
ʧʰ	ɔ	平聲	□{籠罩，煙霧~嚴著哩} 抄{盛，~菜} 抄{謄寫} 巢 鈔
ʧʰ	ɔ	上聲	吵 炒
ʧʰ	ɔ	去聲	□{邊緣向上翹起}
ʃ	ɔ	平聲	□{~輕(殷勤，積極)} 捎 梢
ʃ	ɔ	上聲	稍
ʃ	ɔ	去聲	哨 潲{灑水} 梢{鞭~子}
tʂ	ɔ	平聲	召 昭 詔 招 沼
tʂ	ɔ	去聲	兆 照
tʂʰ	ɔ	平聲	超 朝 潮
tʂʰ	ɔ	上聲	□{~麵}
tʂʰ	ɔ	去聲	趙
ʂ	ɔ	平聲	□{發火} 燒 韶 紹
ʂ	ɔ	上聲	少{多~}
ʂ	ɔ	去聲	少{~年} 邵 燒{天有霞，早~不出門，晚~千里行}
ʐ	ɔ	平聲	饒
ʐ	ɔ	上聲	繞 擾
ʐ	ɔ	去聲	□{看}
k	ɔ	平聲	高 羔 鎬{洋~}
k	ɔ	上聲	膏 糕 搞 稿 □{餵奶或吃奶，~娃娃} □{騙，說謊，真的麼~著}
k	ɔ	去聲	告 誥
kʰ	ɔ	上聲	考 烤
kʰ	ɔ	去聲	靠 銬{手~子} 犒 □{鎧(戲服)}
ŋ	ɔ	平聲	敖 熬
ŋ	ɔ	上聲	襖 □{我們}
ŋ	ɔ	去聲	傲 奧 澳 懊
x	ɔ	平聲	蒿{艾~} 豪 壕 毫 耗{消~}
x	ɔ	上聲	好
x	ɔ	去聲	號 浩 好{愛~} 耗{~子}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	t	tʰ	l	ʦ	ʦʰ	s	tʂ	tʂʰ	ʂ	ʐ	ʧ	ʧʰ	ʃ	k	kʰ	ŋ	x
@FIN	ɔ̃
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
p	ɔ̃	平聲	幫 邦 梆 浜
p	ɔ̃	上聲	榜 綁 膀{肩~}
p	ɔ̃	去聲	謗 傍 鎊 磅{~秤}
pʰ	ɔ̃	平聲	旁 螃 龐 滂 磅{~磅}
pʰ	ɔ̃	上聲	□{豬~蹄子}
pʰ	ɔ̃	去聲	胖 膀{~胱}
m	ɔ̃	平聲	忙 茫 盲 氓{流~}
m	ɔ̃	上聲	莽 蟒
f	ɔ̃	平聲	方 肪{脂~} 妨 房 防 坊{磨~}
f	ɔ̃	上聲	芳 仿 防 訪
f	ɔ̃	去聲	放
v	ɔ̃	平聲	芒{麥~~子} 亡 王 魍{~魎}
v	ɔ̃	上聲	網 枉{冤~} 往
v	ɔ̃	去聲	汪 忘 妄 望 旺
t	ɔ̃	平聲	當{~時，應~} 襠{褲~}
t	ɔ̃	上聲	黨
t	ɔ̃	去聲	檔 擋 蕩 宕 當{~成，典~}
tʰ	ɔ̃	平聲	湯 堂 棠 螳{~螂} 唐 糖 塘 燙{~手}
tʰ	ɔ̃	上聲	倘 躺 淌
tʰ	ɔ̃	去聲	燙{~頭髮} 趟
l	ɔ̃	平聲	狼 郎 廊 饢 朗 琅 榔 螂
l	ɔ̃	上聲	囊{膠~} 攮{用刀子~} 齉{鼻子~(鼻子不通氣)}
l	ɔ̃	去聲	朗{開~} 浪 □{轉悠}
ʦ	ɔ̃	平聲	贓 髒
ʦ	ɔ̃	上聲	□{現在}
ʦ	ɔ̃	去聲	葬 臧 奘 藏{西~}
ʦʰ	ɔ̃	平聲	倉 蒼 藏
ʦʰ	ɔ̃	去聲	□{~錢(掙錢)}
s	ɔ̃	平聲	桑{~樹} 喪{~事}
s	ɔ̃	上聲	嗓 搡{用力推}
s	ɔ̃	去聲	喪{~失}
tʂ	ɔ̃	平聲	張 章 彰{表~} 樟
tʂ	ɔ̃	上聲	長{~大} 掌
tʂ	ɔ̃	去聲	漲 帳 賬 丈 仗 杖 脹 障 瘴{烏煙~氣}
tʂʰ	ɔ̃	平聲	長{~短} 腸 場{~裡，碾~} 嘗= 償= 常
tʂʰ	ɔ̃	上聲	暢 場{操~} 廠 敞{~亮} □{牲口~了(跑了)}
tʂʰ	ɔ̃	去聲	唱 昌 倡 娼
ʂ	ɔ̃	平聲	商 傷 償- 嘗- 裳
ʂ	ɔ̃	上聲	賞
ʂ	ɔ̃	去聲	尚{姓} 上{~下，~山} □{面積單位(二畝半為一~)}
ʐ	ɔ̃	平聲	禳{把屋裡~一下} 瓤{~~子} □{次，不好}
ʐ	ɔ̃	上聲	嚷{~吵} 壤 □{踩踏，~踏(在別人家裡打攪，麻煩)}
ʐ	ɔ̃	去聲	讓{~路} 讓{最}
ʧ	ɔ̃	平聲	莊 裝 妝 樁
ʧ	ɔ̃	去聲	壯 狀 裝{~枕頭，~被兒} 撞{衝~(得罪)}
ʧʰ	ɔ̃	平聲	床 窗 瘡
ʧʰ	ɔ̃	上聲	創 闖 □{把麥子~一下(去皮)}
ʧʰ	ɔ̃	去聲	撞{碰}
ʃ	ɔ̃	平聲	霜 孀 雙
ʃ	ɔ̃	上聲	爽 □{鬆，滑落}
ʃ	ɔ̃	去聲	雙{~生兒}
k	ɔ̃	平聲	岡 綱 剛 鋼 崗 肛 缸
k	ɔ̃	上聲	□{耕地用的農具，類似犁} 港 □{用鍁鏟}
k	ɔ̃	去聲	槓 □{睡覺時往上蹬，多指小孩}
kʰ	ɔ̃	平聲	康 糠 慷 腔{~子(胸部)} 扛
kʰ	ɔ̃	去聲	□{口渴} 炕{土~} 炕{~乾(焙乾)} 抗 亢{~奮} 伉{~儷}
ŋ	ɔ̃	平聲	昂 仰= 骯 盎
x	ɔ̃	平聲	行{銀~} 航 杭 巷{~道} 夯 □{用身體側面推}
x	ɔ̃	去聲	行{一~子；斜是個~~，順是個樣樣} 項{~圈}
// HSD Syllabary Data Partition
// 地区：甘肅省-天水市-清水縣
// 来源：曹興隆《甘肅清水方言語音調查研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-天水市-清水縣
@SRC	曹興隆《甘肅清水方言語音調查研究》

@INI	p	pʰ	m	f	v	tʂ	ʂ	ʐ	ʧ	ʃ	x
@FIN	ə
@TON	平聲	24
@TON	上聲	53
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
p	ə	平聲	菠{~菜} 玻{~璃} 缽 撥{一~一轉，不~了不轉} 勃 博 剝{~蒜} 駁 搏 伯 渤 □{不要}
p	ə	上聲	跛{腿病} 簸{~糧食，~箕}
p	ə	去聲	薄{~荷片} 播
pʰ	ə	平聲	波 坡 婆 潑{~茶(泡茶)} 潑{幹活使勁，撒~} 潑{~布} 薄{~厚} 脖{~子} 餑{麵~} 鈸{樂器} 卜{蘿~}
pʰ	ə	上聲	頗 魄 迫 樸{~素}
pʰ	ə	去聲	破
m	ə	平聲	魔 磨{~刀} 摩 蘑{~菇} 模{~範} 末 沫={文} 麼 沒{~來，~了} 饃 歿{~了(死了)}
m	ə	上聲	模{~仿} 抹{~黑} 莫 摸 陌 漠 寞
m	ə	去聲	磨{~石，~坊，轉~~(不停地打轉，走來走去)} 耱{~地}
f	ə	平聲	佛 縛{綁，紮}
v	ə	平聲	握 窩 踒{把腳~了} 物 □{折，~斷}
v	ə	去聲	臥 □{~醋}
tʂ	ə	平聲	遮 折{~斷} 折{~戲} 哲 著{好~哩} 褶 浙{~江} 摘{~梨兒}
tʂ	ə	上聲	者 □{讓，~著著我吃飯哩}
tʂ	ə	去聲	□{不順手，不熟練，不靈活} 這={文}
ʂ	ə	平聲	蛇 奢{~侈} 賒{~賬} 攝{~像} 涉{干~} 舌 設 折{踒~了} 勺{~~子} 碩 說
ʂ	ə	上聲	赦{~免} 舍{宿~，~棄}
ʂ	ə	去聲	佘{~太君} 社{~會} 射{~箭} 麝{~香}
ʐ	ə	平聲	熱 若 弱 䓴{地~子}
ʐ	ə	上聲	惹
ʐ	ə	去聲	□{~著(就著)}
ʧ	ə	平聲	桌 卓 啄 濯 捉 拙 茁 濁 鐲{拾玉~(戲名)}
ʃ	ə	平聲	說 縮
