繁體	简体	吳拼	備注
瑾	瑾	dʑiŋ²²¹	
堇	堇	dʑiŋ²²¹	
饉	馑	dʑiŋ²²¹	
巹	卺	dʑiŋ²²¹	
覲	觐	dʑiŋ²²¹	
鯨	鲸	dʑiŋ²²¹	
儆	儆	dʑiŋ²²¹	
陣	阵	dʑiŋ²²¹	
朕	朕	dʑiŋ²²¹	
鴆	鸩	dʑiŋ²²¹	
拯	拯	dʑiŋ²²¹	
沉	沉	dʑiŋ²²¹	
塵	尘	dʑiŋ²²¹	
臣	臣	dʑiŋ²²¹	
忱	忱	dʑiŋ²²¹	
橙	橙	dʑiŋ²²¹	
城	城	dʑiŋ²²¹	
承	承	dʑiŋ²²¹	
乘	乘	dʑiŋ²²¹	
呈	呈	dʑiŋ²²¹	
誠	诚	dʑiŋ²²¹	
懲	惩	dʑiŋ²²¹	
澄	澄	dʑiŋ²²¹	
埕	埕	dʑiŋ²²¹	
丞	丞	dʑiŋ²²¹	
琴	琴	dʑiŋ²²¹	
勤	勤	dʑiŋ²²¹	
禽	禽	dʑiŋ²²¹	
擒	擒	dʑiŋ²²¹	
芹	芹	dʑiŋ²²¹	
檎	檎	dʑiŋ²²¹	
噙	噙	dʑiŋ²²¹	
情	情	dʑiŋ²²¹	
擎	擎	dʑiŋ²²¹	
黥	黥	dʑiŋ²²¹	
仍	仍	dʑiŋ²²¹	
靳	靳	dʑiŋ²²¹	
鄭	郑	dʑiŋ²²¹	
陳	陈	dʑiŋ²²¹	
成	成	dʑiŋ²²¹	
程	程	dʑiŋ²²¹	
秦	秦	dʑiŋ²²¹	
岑	岑	dʑiŋ²²¹	姓
盡	尽	dʑiŋ³⁵	
靖	靖	dʑiŋ³⁵	
剩	剩	dʑiŋ³⁵	
競	竞	dʑiŋ³⁵	
勁	劲	dʑiŋ³⁵	勁道
凝	凝	ȵiŋ²²¹	
擰	拧	ȵiŋ²²¹	
檸	柠	ȵiŋ²²¹	
濘	泞	ȵiŋ²²¹	
獰	狞	ȵiŋ²²¹	
銀	银	ȵiŋ²²¹	
吟	吟	ȵiŋ²²¹	
垠	垠	ȵiŋ²²¹	
鄞	鄞	ȵiŋ²²¹	
齦	龈	ȵiŋ²²¹	
狺	狺	ȵiŋ²²¹	
迎	迎	ȵiŋ²²¹	
壬	壬	ȵiŋ²²¹	
賃	赁	ȵiŋ²²¹	
人	人	ȵiŋ²²¹	白讀
仁	仁	ȵiŋ²²¹	白讀
寧	宁	ȵiŋ²²¹	文讀
佞	佞	ȵiŋ¹³	
認	认	ȵiŋ¹³	白讀
刃	刃	ȵiŋ¹³	白讀
任	任	ȵiŋ¹³	白讀
忍	忍	ȵiŋ¹³	白讀
韌	韧	ȵiŋ¹³	白讀
新	新	ɕiŋ⁵³	
心	心	ɕiŋ⁵³	
辛	辛	ɕiŋ⁵³	
芯	芯	ɕiŋ⁵³	
欣	欣	ɕiŋ⁵³	
鋅	锌	ɕiŋ⁵³	
薪	薪	ɕiŋ⁵³	
馨	馨	ɕiŋ⁵³	
鑫	鑫	ɕiŋ⁵³	
星	星	ɕiŋ⁵³	
腥	腥	ɕiŋ⁵³	
惺	惺	ɕiŋ⁵³	
猩	猩	ɕiŋ⁵³	
深	深	ɕiŋ⁵³	
嬸	婶	ɕiŋ⁵³	
娠	娠	ɕiŋ⁵³	
莘	莘	ɕiŋ⁵³	
升	升	ɕiŋ⁵³	
聲	声	ɕiŋ⁵³	文讀
興	兴	ɕiŋ⁵³	興旺
審	审	ɕiŋ³⁵	
醒	醒	ɕiŋ³⁵	
沈	沈	ɕiŋ³⁵	
擤	擤	ɕiŋ³⁵	擤鼻涕
省	省	ɕiŋ³⁵	反省
勝	胜	ɕiŋ⁴⁴	
性	性	ɕiŋ⁴⁴	
姓	姓	ɕiŋ⁴⁴	
聖	圣	ɕiŋ⁴⁴	
迅	迅	ɕiŋ⁴⁴	
訊	讯	ɕiŋ⁴⁴	
汛	汛	ɕiŋ⁴⁴	
信	信	ɕiŋ⁴⁴	
釁	衅	ɕiŋ⁴⁴	
興	兴	ɕiŋ⁴⁴	興起
尋	寻	ʑiŋ²²¹	
晴	晴	ʑiŋ²²¹	
繩	绳	ʑiŋ²²¹	
盛	盛	ʑiŋ²²¹	茂盛
靜	静	ʑiŋ¹³	
淨	净	ʑiŋ¹³	
盈	盈	ʑiŋ¹³	
楹	楹	ʑiŋ¹³	
營	营	ɦiŋ²²¹	
瑩	莹	ɦiŋ²²¹	
螢	萤	ɦiŋ²²¹	
寅	寅	ɦiŋ²²¹	
淫	淫	ɦiŋ²²¹	
形	形	ɦiŋ²²¹	
刑	刑	ɦiŋ²²¹	
型	型	ɦiŋ²²¹	
幸	幸	ɦiŋ²²¹	
邢	邢	ɦiŋ²²¹	
霪	霪	ɦiŋ²²¹	
蚓	蚓	ɦiŋ²²¹	
夤	夤	ɦiŋ²²¹	
塋	茔	ɦiŋ²²¹	
贏	赢	ɦiŋ²²¹	
嬴	嬴	ɦiŋ²²¹	
瀠	潆	ɦiŋ²²¹	
瀛	瀛	ɦiŋ²²¹	
塍	塍	ɦiŋ²²¹	田塍
行	行	ɦiŋ²²¹	文讀 品行
引	引	ɦiŋ¹³	
孕	孕	ɦiŋ¹³	
英	英	iŋ⁵³	
因	因	iŋ⁵³	
音	音	iŋ⁵³	
陰	阴	iŋ⁵³	
姻	姻	iŋ⁵³	
穎	颖	iŋ⁵³	
嬰	婴	iŋ⁵³	
鷹	鹰	iŋ⁵³	
蠅	蝇	iŋ⁵³	
纓	缨	iŋ⁵³	
鶯	莺	iŋ⁵³	
罌	罂	iŋ⁵³	
膺	膺	iŋ⁵³	
櫻	樱	iŋ⁵³	文讀
鸚	鹦	iŋ⁵³	文讀
影	影	iŋ³⁵	
隱	隐	iŋ³⁵	
癮	瘾	iŋ³⁵	
印	印	iŋ⁴⁴	
熨	熨	iŋ⁴⁴	
飲	饮	iŋ⁴⁴	
殷	殷	iŋ⁴⁴	
蔭	荫	iŋ⁴⁴	
茵	茵	iŋ⁴⁴	
湮	湮	iŋ⁴⁴	
應	应	iŋ⁴⁴	
𢷍	𢷍	iŋ⁴⁴	量米
滾	滚	kuəŋ³⁵	
棍	棍	kuəŋ⁴⁴	
昆	昆	kʰuəŋ⁵³	
坤	坤	kʰuəŋ⁵³	
捆	捆	kʰuəŋ³⁵	
困	困	kʰuəŋ⁴⁴	
潰	溃	ɡuəŋ²²¹	潰膿
葷	荤	huəŋ⁵³	
昏	昏	huəŋ⁵³	
婚	婚	huəŋ⁵³	
餛	馄	ɦuəŋ²²¹	
渾	浑	ɦuəŋ²²¹	
魂	魂	ɦuəŋ²²¹	文讀
混	混	ɦuəŋ²²¹	混水
混	混	ɦuəŋ¹³	混合
溫	温	uəŋ⁵³	
温	温	uəŋ⁵³	
瘟	瘟	uəŋ⁵³	
搵	揾	uəŋ⁵³	搵醬油
揾	揾	uəŋ⁵³	揾醬油
穩	稳	uəŋ³⁵	
均	均	tɕyŋ⁵³	
鈞	钧	tɕyŋ⁵³	
君	君	tɕyŋ⁵³	
軍	军	tɕyŋ⁵³	
炯	炯	tɕyŋ⁵³	
窘	窘	tɕʰyŋ⁵³	
菌	菌	tɕʰyŋ⁵³	
羣	群	dʑyŋ²²¹	
裙	裙	dʑyŋ²²¹	
瓊	琼	dʑyŋ²²¹	
郡	郡	dʑyŋ¹³	
𡢿	𡢿	ȵyŋ²²¹	老𡢿 妻
勳	勋	ɕyŋ⁵³	
薰	熏	ɕyŋ⁵³	
燻	薰	ɕyŋ⁵³	
馴	驯	ɕyŋ⁵³	
訓	训	ɕyŋ⁴⁴	
勻	匀	ɦyŋ²²¹	
韻	韵	ɦyŋ²²¹	
蘊	蕴	yŋ⁵³	
蕴	蕴	yŋ⁵³	
真	真	tʃøŋ⁵³	
鎮	镇	tʃøŋ⁵³	
珍	珍	tʃøŋ⁵³	
診	诊	tʃøŋ⁵³	
疹	疹	tʃøŋ⁵³	
肫	肫	tʃøŋ⁵³	
峻	峻	tʃøŋ⁵³	
俊	俊	tʃøŋ⁵³	
駿	骏	tʃøŋ⁵³	
竣	竣	tʃøŋ⁵³	
準	准	tʃøŋ³⁵	
鎮	镇	tʃøŋ⁴⁴	
振	振	tʃøŋ⁴⁴	
震	震	tʃøŋ⁴⁴	
晉	晋	tʃøŋ⁴⁴	
春	春	tʃʰøŋ⁵³	
椿	椿	tʃʰøŋ⁵³	
蠢	蠢	tʃʰøŋ⁵³	
皴	皴	tʃʰøŋ⁴⁴	
身	身	ʃøŋ⁵³	
申	申	ʃøŋ⁵³	
伸	伸	ʃøŋ⁵³	
旬	旬	ʃøŋ⁵³	
詢	询	ʃøŋ⁵³	
荀	荀	ʃøŋ⁵³	
紳	绅	ʃøŋ⁵³	
呻	呻	ʃøŋ⁵³	
筍	笋	ʃøŋ³⁵	
榫	榫	ʃøŋ³⁵	
殉	殉	ʃøŋ⁴⁴	
舜	舜	ʃøŋ⁴⁴	
瞬	瞬	ʃøŋ⁴⁴	
浚	浚	ʃøŋ⁴⁴	
腎	肾	ʒøŋ²²¹	
循	循	ʒøŋ²²¹	
巡	巡	ʒøŋ²²¹	
脣	唇	ʒøŋ²²¹	
晨	晨	ʒøŋ²²¹	
辰	辰	ʒøŋ²²¹	
純	纯	ʒøŋ²²¹	
蓴	莼	ʒøŋ²²¹	
神	神	ʒøŋ²²¹	
慎	慎	ʒøŋ²²¹	
淳	淳	ʒøŋ²²¹	
諄	谆	ʒøŋ²²¹	
紉	纫	ʒøŋ²²¹	
仞	仞	ʒøŋ²²¹	
荏	荏	ʒøŋ²²¹	
飪	饪	ʒøŋ²²¹	
人	人	ʒøŋ²²¹	文讀
仁	仁	ʒøŋ²²¹	文讀
甚	甚	ʒøŋ¹³	
醇	醇	ʒøŋ¹³	
稔	稔	ʒøŋ¹³	稔熟
順	顺	ʒøŋ¹³	
潤	润	ʒøŋ¹³	
認	认	ʒøŋ¹³	文讀
忍	忍	ʒøŋ¹³	文讀
刃	刃	ʒøŋ¹³	文讀
韌	韧	ʒøŋ¹³	文讀
任	任	ʒøŋ¹³	文讀
賃	赁	ʒøŋ¹³	
崩	崩	poŋ⁵³	
蹦	蹦	poŋ⁵³	
捧	捧	pʰoŋ³⁵	
碰	碰	pʰoŋ⁴⁴	
蓬	蓬	boŋ²²¹	
篷	篷	boŋ²²¹	
袱	袱	boŋ²²¹	兒化變讀 戴頭袱
蒙	蒙	ʔmoŋ⁵³	
檬	檬	ʔmoŋ⁵³	
朦	朦	ʔmoŋ⁵³	
蠓	蠓	ʔmoŋ⁵³	
風	风	foŋ⁵³	
楓	枫	foŋ⁵³	
瘋	疯	foŋ⁵³	
豐	丰	foŋ⁵³	
丰	丰	foŋ⁵³	
封	封	foŋ⁵³	
峯	峰	foŋ⁵³	
鋒	锋	foŋ⁵³	
蜂	蜂	foŋ⁵³	
烽	烽	foŋ⁵³	
諷	讽	foŋ⁴⁴	
俸	俸	foŋ⁴⁴	
逢	逢	voŋ²²¹	
縫	缝	voŋ²²¹	縫衣
奉	奉	voŋ¹³	
鳳	凤	voŋ¹³	
馮	冯	voŋ¹³	
縫	缝	voŋ¹³	裂縫
東	东	toŋ⁵³	
冬	冬	toŋ⁵³	
懂	懂	toŋ³⁵	
董	董	toŋ³⁵	
凍	冻	toŋ⁴⁴	
棟	栋	toŋ⁴⁴	
通	通	tʰoŋ⁵³	
捅	捅	tʰoŋ³⁵	
統	统	tʰoŋ³⁵	
痛	痛	tʰoŋ⁴⁴	
同	同	doŋ²²¹	
銅	铜	doŋ²²¹	
桐	桐	doŋ²²¹	
筒	筒	doŋ²²¹	
童	童	doŋ²²¹	
彤	彤	doŋ²²¹	
瞳	瞳	doŋ²²¹	
桶	桶	doŋ¹³	
動	动	doŋ¹³	
洞	洞	doŋ¹³	
恫	恫	doŋ¹³	
農	农	noŋ²²¹	
膿	脓	noŋ²²¹	
齈	齈	noŋ⁴⁴	齈鼻頭
龍	龙	loŋ²²¹	
隆	隆	loŋ²²¹	
聾	聋	loŋ²²¹	
礱	砻	loŋ²²¹	
朧	胧	loŋ²²¹	
籠	笼	loŋ²²¹	鳥籠
路	路	loŋ²²¹	兒化變讀 引路幡
六	六	loŋ²²¹	兒化變讀 十五六
攏	拢	loŋ¹³	
隴	陇	loŋ¹³	
壟	垄	loŋ¹³	
弄	弄	loŋ¹³	
籠	笼	loŋ¹³	籠絡
鬃	鬃	tʃoŋ⁵³	
宗	宗	tʃoŋ⁵³	
蹤	踪	tʃoŋ⁵³	
棕	棕	tʃoŋ⁵³	
忠	忠	tʃoŋ⁵³	
鐘	钟	tʃoŋ⁵³	
衷	衷	tʃoŋ⁵³	
盅	盅	tʃoŋ⁵³	
鍾	锺	tʃoŋ⁵³	
冢	冢	tʃoŋ⁵³	
中	中	tʃoŋ⁵³	中心
總	总	tʃoŋ³⁵	
腫	肿	tʃoŋ³⁵	
種	种	tʃoŋ³⁵	種子
終	终	tʃoŋ⁴⁴	
縱	纵	tʃoŋ⁴⁴	
綜	综	tʃoŋ⁴⁴	
糉	粽	tʃoŋ⁴⁴	
粽	粽	tʃoŋ⁴⁴	
衆	众	tʃoŋ⁴⁴	
眾	众	tʃoŋ⁴⁴	
種	种	tʃoŋ⁴⁴	種田
中	中	tʃoŋ⁴⁴	射中
聰	聪	tʃʰoŋ⁵³	
匆	匆	tʃʰoŋ⁵³	
蔥	葱	tʃʰoŋ⁵³	
囪	囱	tʃʰoŋ⁵³	
充	充	tʃʰoŋ⁵³	
衝	冲	tʃʰoŋ⁵³	
慫	怂	tʃʰoŋ⁵³	
寵	宠	tʃʰoŋ⁵³	
銃	铳	tʃʰoŋ⁴⁴	
叢	丛	dʒoŋ²²¹	
從	从	dʒoŋ²²¹	
蟲	虫	dʒoŋ²²¹	
崇	崇	dʒoŋ²²¹	
茸	茸	dʒoŋ²²¹	
重	重	dʒoŋ²²¹	重復
訟	讼	dʒoŋ¹³	
仲	仲	dʒoŋ¹³	
誦	诵	dʒoŋ¹³	
頌	颂	dʒoŋ¹³	
重	重	dʒoŋ¹³	重要
鬆	松	ʃoŋ⁵³	
松	松	ʃoŋ⁵³	
嵩	嵩	ʃoŋ⁵³	
叔	叔	ʃoŋ⁵³	兒化變讀 阿叔
聳	耸	ʃoŋ³⁵	
送	送	ʃoŋ⁴⁴	
宋	宋	ʃoŋ⁴⁴	
公	公	koŋ⁵³	
蚣	蚣	koŋ⁵³	
工	工	koŋ⁵³	
功	功	koŋ⁵³	
攻	攻	koŋ⁵³	
弓	弓	koŋ⁵³	
躬	躬	koŋ⁵³	
宮	宫	koŋ⁵³	
恭	恭	koŋ⁵³	
汞	汞	koŋ⁵³	
龔	龚	koŋ⁵³	
鞏	巩	koŋ³⁵	
拱	拱	koŋ³⁵	
供	供	koŋ⁴⁴	
貢	贡	koŋ⁴⁴	
空	空	kʰoŋ⁵³	空虛
孔	孔	kʰoŋ³⁵	
恐	恐	kʰoŋ³⁵	
控	控	kʰoŋ⁴⁴	
空	空	kʰoŋ⁴⁴	空缺
共	共	ɡoŋ³⁵	
哄	哄	hoŋ³⁵	哄騙
轟	轰	hoŋ⁴⁴	
烘	烘	hoŋ⁴⁴	
哄	哄	hoŋ⁴⁴	起哄
弘	弘	ɦoŋ²²¹	
宏	宏	ɦoŋ²²¹	
紅	红	ɦoŋ²²¹	
洪	洪	ɦoŋ²²¹	
鴻	鸿	ɦoŋ²²¹	
虹	虹	ɦoŋ²²¹	
鑊	镬	ɦoŋ²²¹	兒化變讀 尺四鑊
翁	翁	oŋ⁵³	
屋	屋	oŋ⁵³	兒化變讀 東新屋
甕	瓮	oŋ³⁵	
均	均	tɕyoŋ⁵³	yn韻字又讀yon韻
鈞	钧	tɕyoŋ⁵³	yn韻字又讀yon韻
君	君	tɕyoŋ⁵³	yn韻字又讀yon韻
軍	军	tɕyoŋ⁵³	yn韻字又讀yon韻
炯	炯	tɕyoŋ⁵³	yn韻字又讀yon韻
窘	窘	tɕʰyoŋ⁵³	yn韻字又讀yon韻
菌	菌	tɕʰyoŋ⁵³	yn韻字又讀yon韻
窮	穷	dʑyoŋ²²¹	
羣	群	dʑyoŋ²²¹	yn韻字又讀yon韻
裙	裙	dʑyoŋ²²¹	yn韻字又讀yon韻
瓊	琼	dʑyoŋ²²¹	yn韻字又讀yon韻
郡	郡	dʑyoŋ¹³	yn韻字又讀yon韻
絨	绒	ȵyoŋ²²¹	
戎	戎	ȵyoŋ²²¹	
濃	浓	ȵyoŋ²²¹	
𡢿	𡢿	ȵyoŋ²²¹	老𡢿 妻 yn韻字又讀yon韻
兄	兄	ɕyoŋ⁵³	
胸	胸	ɕyoŋ⁵³	
兇	凶	ɕyoŋ⁵³	
匈	匈	ɕyoŋ⁵³	
洶	汹	ɕyoŋ⁵³	
勳	勋	ɕyoŋ⁵³	yn韻字又讀yon韻
薰	熏	ɕyoŋ⁵³	yn韻字又讀yon韻
燻	薰	ɕyoŋ⁵³	yn韻字又讀yon韻
馴	驯	ɕyoŋ⁵³	yn韻字又讀yon韻
嗅	嗅	ɕyoŋ⁴⁴	
訓	训	ɕyoŋ⁴⁴	yn韻字又讀yon韻
榮	荣	ɦyoŋ²²¹	
熒	荧	ɦyoŋ²²¹	
熊	熊	ɦyoŋ²²¹	
雄	雄	ɦyoŋ²²¹	
融	融	ɦyoŋ²²¹	
容	容	ɦyoŋ²²¹	
溶	溶	ɦyoŋ²²¹	
蓉	蓉	ɦyoŋ²²¹	
熔	熔	ɦyoŋ²²¹	
庸	庸	ɦyoŋ²²¹	
雲	云	ɦyoŋ²²¹	
云	云	ɦyoŋ²²¹	
螢	萤	ɦyoŋ²²¹	
勻	匀	ɦyoŋ²²¹	yn韻字又讀yon韻
韻	韵	ɦyoŋ²²¹	yn韻字又讀yon韻
允	允	ɦyoŋ¹³	
用	用	ɦyoŋ¹³	
運	运	ɦyoŋ¹³	
暈	晕	ɦyoŋ¹³	
尹	尹	ɦyoŋ¹³	
閏	闰	ɦyoŋ¹³	
傭	佣	ɦyoŋ¹³	
壅	壅	yoŋ⁵³	壅泥
蘊	蕴	yoŋ⁵³	yn韻字又讀yon韻
蕴	蕴	yoŋ⁵³	yn韻字又讀yon韻
永	永	yoŋ³⁵	
雍	雍	yoŋ³⁵	
擁	拥	yoŋ³⁵	
甬	甬	yoŋ³⁵	
勇	勇	yoŋ³⁵	
涌	涌	yoŋ³⁵	
泳	泳	yoŋ³⁵	
詠	咏	yoŋ³⁵	
踊	踊	yoŋ³⁵	
蛹	蛹	yoŋ³⁵	
恿	恿	yoŋ³⁵	
臃	臃	yoŋ³⁵	
百	百	paʔ⁵	
柏	柏	paʔ⁵	
伯	伯	paʔ⁵	
八	八	paʔ⁵	
鉢	钵	paʔ⁵	
撥	拨	paʔ⁵	
不	不	paʔ⁵	
迫	迫	paʔ⁵	
爸	爸	paʔ⁵	阿爸
拍	拍	pʰaʔ⁵	
魄	魄	pʰaʔ⁵	氣魄
潑	泼	pʰaʔ⁵	
粕	粕	pʰaʔ⁵	
白	白	baʔ²	
帛	帛	baʔ²	
拔	拔	baʔ²	
鈸	钹	baʔ²	
跋	跋	baʔ²	
勃	勃	baʔ²	
孛	孛	baʔ²	
渤	渤	baʔ²	
鵓	鹁	baʔ²	
鼻	鼻	baʔ²	白讀 鼻頭管
陌	陌	maʔ²	
麥	麦	maʔ²	
脈	脉	maʔ²	
抹	抹	maʔ²	
沫	沫	maʔ²	
襪	袜	maʔ²	
沒	没	maʔ²	
末	末	maʔ²	
默	默	maʔ²	
茉	茉	maʔ²	
歿	殁	maʔ²	
沒	没	maʔ²	嘸沒合音
法	法	faʔ⁵	
發	发	faʔ⁵	
髮	发	faʔ⁵	
弗	弗	faʔ⁵	
拂	拂	faʔ⁵	
勿	勿	faʔ⁵	
琺	珐	faʔ⁵	
砝	砝	faʔ⁵	
乏	乏	vaʔ²	
伐	伐	vaʔ²	
筏	筏	vaʔ²	
罰	罚	vaʔ²	
閥	阀	vaʔ²	
佛	佛	vaʔ²	
物	物	vaʔ²	
答	答	taʔ⁵	
搭	搭	taʔ⁵	
得	得	taʔ⁵	
德	德	taʔ⁵	
褡	褡	taʔ⁵	
瘩	瘩	taʔ⁵	
掇	掇	taʔ⁵	用手端
怛	怛	taʔ⁵	怛怛動
𡍲	𡍲	taʔ⁵	地名
塔	塔	tʰaʔ⁵	
榻	榻	tʰaʔ⁵	
塌	塌	tʰaʔ⁵	
獺	獭	tʰaʔ⁵	
脫	脱	tʰaʔ⁵	
脱	脱	tʰaʔ⁵	
禿	秃	tʰaʔ⁵	
拓	拓	tʰaʔ⁵	拓碑
忒	忒	tʰaʔ⁵	太
蹋	蹋	tʰaʔ⁵	糟蹋
遢	遢	tʰaʔ⁵	邋遢
踏	踏	daʔ²	
特	特	daʔ²	
達	达	daʔ²	
奪	夺	daʔ²	
突	突	daʔ²	
撻	挞	daʔ²	
凸	凸	daʔ²	
沓	沓	daʔ²	一沓紙
納	纳	naʔ²	
捺	捺	naʔ²	
衲	衲	naʔ²	尿衲
那	那	ʔnaʔ⁵	授物示意
臘	腊	laʔ²	
蠟	蜡	laʔ²	
邋	邋	laʔ²	
肋	肋	laʔ²	
勒	勒	laʔ²	
辣	辣	laʔ²	
垃	垃	laʔ²	
捋	捋	laʔ²	
獵	猎	laʔ²	
欄	栏	laʔ²	白讀 柵欄
攔	拦	laʔ²	白讀 攔牢
劣	劣	laʔ²	
嘞	嘞	ʔlaʔ⁵	嘞嘞響
則	则	tsaʔ⁵	
窄	窄	tsaʔ⁵	
責	责	tsaʔ⁵	
扎	扎	tsaʔ⁵	
札	札	tsaʔ⁵	
仄	仄	tsaʔ⁵	
卒	卒	tsaʔ⁵	
隻	只	tsaʔ⁵	隻身
摘	摘	tsaʔ⁵	
插	插	tsʰaʔ⁵	
拆	拆	tsʰaʔ⁵	
策	策	tsʰaʔ⁵	
冊	册	tsʰaʔ⁵	
擦	擦	tsʰaʔ⁵	
察	察	tsʰaʔ⁵	
撮	撮	tsʰaʔ⁵	
側	侧	tsʰaʔ⁵	
測	测	tsʰaʔ⁵	
㿭	㿭	tsʰaʔ⁵	皴㿭
漆	漆	tsʰaʔ⁵	白讀
赤	赤	tsʰaʔ⁵	白讀 赤豆
尺	尺	tsʰaʔ⁵	白讀
斥	斥	tsʰaʔ⁵	白讀 斥退
澤	泽	dzaʔ²	
擇	择	dzaʔ²	
宅	宅	dzaʔ²	
眨	眨	saʔ⁵	
塞	塞	saʔ⁵	
柵	栅	saʔ⁵	
澀	涩	saʔ⁵	
薩	萨	saʔ⁵	
殺	杀	saʔ⁵	
瑟	瑟	saʔ⁵	
蝨	虱	saʔ⁵	
圾	圾	saʔ⁵	
色	色	saʔ⁵	
剎	刹	saʔ⁵	
煞	煞	saʔ⁵	
霎	霎	saʔ⁵	
率	率	saʔ⁵	率領
撒	撒	saʔ⁵	撒手
雜	杂	zaʔ²	
閘	闸	zaʔ²	
賊	贼	zaʔ²	
擇	择	zaʔ²	家擇科
鍘	铡	zaʔ²	
碩	硕	zaʔ²	
煠	煠	zaʔ²	油煠檜
炸	炸	zaʔ²	油炸檜
石	石	zaʔ²	白讀
蛤	蛤	kaʔ⁵	
鴿	鸽	kaʔ⁵	
夾	夹	kaʔ⁵	
格	格	kaʔ⁵	
革	革	kaʔ⁵	
隔	隔	kaʔ⁵	
割	割	kaʔ⁵	
葛	葛	kaʔ⁵	
疙	疙	kaʔ⁵	
甲	甲	kaʔ⁵	白讀 盔甲
胛	胛	kaʔ⁵	白讀 肩胛
合	合	kaʔ⁵	合算
磕	磕	kʰaʔ⁵	
掐	掐	kʰaʔ⁵	
刻	刻	kʰaʔ⁵	
客	客	kʰaʔ⁵	
克	克	kʰaʔ⁵	
咳	咳	kʰaʔ⁵	
渴	渴	kʰaʔ⁵	
瞌	瞌	kʰaʔ⁵	
甲	甲	kʰaʔ⁵	白讀 指甲
軋	轧	ɡaʔ²	
額	额	ŋaʔ²	
𩓥	𫖵	ʔŋaʔ⁵	𩓥𩓥動
喝	喝	haʔ⁵	
黑	黑	haʔ⁵	
赫	赫	haʔ⁵	
嚇	吓	haʔ⁵	
瞎	瞎	haʔ⁵	
郝	郝	haʔ⁵	姓
盒	盒	ɦaʔ²	
狹	狭	ɦaʔ²	
匣	匣	ɦaʔ²	
轄	辖	ɦaʔ²	
核	核	ɦaʔ²	文讀 核能
合	合	ɦaʔ²	合作
壓	压	aʔ⁵	
押	押	aʔ⁵	
扼	扼	aʔ⁵	
鴨	鸭	aʔ⁵	
阿	阿	aʔ⁵	阿大
峽	峡	tɕiaʔ⁵	
甲	甲	tɕiaʔ⁵	文讀 甲乙丙丁
恰	恰	tɕʰiaʔ⁵	
揠	揠	iaʔ⁵	
括	括	kuaʔ⁵	
刮	刮	kuaʔ⁵	
骨	骨	kuaʔ⁵	
闊	阔	kʰuaʔ⁵	
窟	窟	kʰuaʔ⁵	
刮	刮	ɡuaʔ²	刮翼梢
忽	忽	huaʔ⁵	
豁	豁	huaʔ⁵	開豁
活	活	ɦuaʔ²	
滑	滑	ɦuaʔ²	
猾	猾	ɦuaʔ²	
杌	杌	ɦuaʔ²	席子
兀	兀	ɦuaʔ²	
囫	囫	ɦuaʔ²	囫圇吞
魂	魂	ɦuaʔ²	白讀 魂靈
核	核	ɦuaʔ²	白讀 果核
劃	划	ɦuaʔ²	計劃
還	还	ɦuaʔ²	白讀 還是
挖	挖	uaʔ⁵	
質	质	tʃøʔ⁵	
折	折	tʃøʔ⁵	
哲	哲	tʃøʔ⁵	
浙	浙	tʃøʔ⁵	
蜇	蜇	tʃøʔ⁵	
這	这	tʃøʔ⁵	
給	给	tʃøʔ⁵	交給
出	出	tʃʰøʔ⁵	
徹	彻	tʃʰøʔ⁵	
撤	撤	tʃʰøʔ⁵	
澈	澈	tʃʰøʔ⁵	
赤	赤	tʃʰøʔ⁵	白讀 赤裸
綽	绰	tʃʰøʔ⁵	白讀 闊綽
斥	斥	tʃʰøʔ⁵	白讀 斥退
雪	雪	ʃøʔ⁵	
說	说	ʃøʔ⁵	
失	失	ʃøʔ⁵	
室	室	ʃøʔ⁵	
戌	戌	ʃøʔ⁵	
刷	刷	ʃøʔ⁵	
集	集	ʒøʔ²	
十	十	ʒøʔ²	
什	什	ʒøʔ²	
入	入	ʒøʔ²	
實	实	ʒøʔ²	
術	术	ʒøʔ²	
述	述	ʒøʔ²	
拾	拾	ʒøʔ²	
若	若	ʒøʔ²	
日	日	ʒøʔ²	文讀
習	习	ʒøʔ²	
逼	逼	pieʔ⁵	
碧	碧	pieʔ⁵	
壁	壁	pieʔ⁵	
璧	璧	pieʔ⁵	
鱉	鳖	pieʔ⁵	
憋	憋	pieʔ⁵	
筆	笔	pieʔ⁵	
畢	毕	pieʔ⁵	
必	必	pieʔ⁵	
癟	瘪	pieʔ⁵	
瞥	瞥	pieʔ⁵	
僻	僻	pʰieʔ⁵	
闢	辟	pʰieʔ⁵	
劈	劈	pʰieʔ⁵	
撇	撇	pʰieʔ⁵	
匹	匹	pʰieʔ⁵	
霹	霹	pʰieʔ⁵	
癖	癖	pʰieʔ⁵	
別	别	bieʔ²	
蹩	蹩	bieʔ²	
愎	愎	bieʔ²	
弼	弼	bieʔ²	
鼻	鼻	bieʔ²	文讀
密	密	mieʔ²	
蜜	蜜	mieʔ²	
滅	灭	mieʔ²	
蔑	蔑	mieʔ²	
篾	篾	mieʔ²	
冪	幂	mieʔ²	
覓	觅	mieʔ²	
的	的	tieʔ⁵	
滴	滴	tieʔ⁵	
嫡	嫡	tieʔ⁵	
跌	跌	tieʔ⁵	
摘	摘	tieʔ⁵	
踢	踢	tʰieʔ⁵	
惕	惕	tʰieʔ⁵	
剔	剔	tʰieʔ⁵	
帖	帖	tʰieʔ⁵	
