汉字	注释	音标
答		taʔ7
纳		naʔ7
杂		tsaʔ7
喝	~水	xɤʔ7
胆		tã3
谈		tʰã2
蓝		lã2
三		sã1
敢		kã3
喊		xã3
塔		tʰaʔ7
磕		kʰɤʔ7
站		tsã5
斩		tsã3
减		tɕiɛ̃3
咸	~味	ɕiɛ̃2
插		tsʰaʔ7
夹	~袄	tɕiaʔ7
狭	~窄	ɕiaʔ7
甲		tɕiaʔ7
鸭		iaʔ7
衫		sã1
监	~牢	tɕiɛ̃1
衔		ɕiɛ̃2
帘		liɛ̃2
尖		tɕiɛ̃1
闪		sã3
验		iɛ̃5
接		tɕieʔ7
涉		sɛʔ7
叶		ieʔ7
剑		tɕiɛ̃5
腌		iɛ̃1
业		ieʔ7
点		tiɛ̃3
甜		tʰiɛ̃2
念		niɛ̃5
歉		tɕʰiɛ̃5
嫌		ɕiɛ̃2
贴		tʰieʔ7
凡		fã2
范		fã5
法		faʔ7
品		pʰiə̃3
林		liə̃2
心		ɕiə̃1
沉		tsʰə̃2
深		sə̃1
针		tsə̃1
任	~务	zə̃5
金		tɕiə̃1
音		iə̃1
集		tɕiʔ7
十		sɿʔ7
入		zuoʔ7
急		tɕiʔ7
丹		tã1
难	困~	nã2
兰	~花	lã2
伞		sã3
肝		kã1
寒		xã2
达		taʔ7
辣		laʔ7
擦		tsʰaʔ7
渴		kʰɤʔ7
办		pã5
山		sã1
产		tsʰã3
间	中~	tɕiɛ̃1
眼		iɛ̃3
拔		paʔ7
杀		saʔ7
班		pã1
慢		mã5
奸		tɕiɛ̃1
雁		iɛ̃5
铡		tsaʔ7
瞎		ɕiaʔ7
鞭		piɛ̃1
棉		miɛ̃2
钱		tɕʰiɛ̃2
线		ɕiɛ̃5
展		tsã3
善		sã5
然		zã3
件		tɕiɛ̃5
灭		mieʔ7
薛		ɕyeʔ7
哲		tsaʔ7
舌		saʔ7
热		zaʔ7
杰		tɕieʔ7
建		tɕiɛ̃5
言		iɛ̃2
歇		ɕieʔ7
扁		piɛ̃3
辫		piɛ̃5
典		tiɛ̃3
年		niɛ̃2
先		ɕyɛ̃1
肩		tɕiɛ̃1
贤		ɕiɛ̃2
铁		tʰieʔ7
节		tɕieʔ7
结		tɕieʔ7
盘		pʰã2
满		mã3
短		tuã3
暖		nuã3
酸		suã1
官		kuã1
宽		kʰuã1
碗		vã3
末		moʔ7
脱		tʰuoʔ7
阔		kʰuoʔ7
活		xuoʔ7
滑		xuaʔ7
挖		vaʔ7
闩		suã1
关		kuã1
弯		vã1
刷		suaʔ7
刮		kuaʔ7
泉		tɕʰyɛ̃2
宣		ɕyɛ̃1
传	宣~	tsʰuã2
砖		tsuã1
船		tsʰuã2
权		tɕʰyɛ̃2
圆		yɛ̃2
绝		tɕyeʔ7
雪		ɕyeʔ7
说		suoʔ7
软		zuã3
反		fã3
饭		fã5
原		yɛ̃2
远		yɛ̃3
发		faʔ7
袜		vaʔ7
月		yeʔ7
越		yeʔ7
犬		tɕʰyɛ̃3
县		ɕiɛ̃5
缺		tɕʰyeʔ7
血		ɕyeʔ7
吞		tʰə̃1
根		kə̃1
恩		ɣə̃1
贫		pʰiə̃2
邻		liə̃2
进		tɕiə̃5
新		ɕiə̃1
陈		tsʰə̃2
衬		tsʰə̃5
真		tsə̃1
人		zə̃2
紧		tɕiə̃3
因		iə̃1
笔		piʔ7
七		tɕʰiʔ7
失		sɿʔ7
日		zɿʔ7
一		iʔ7
斤		tɕiə̃1
近		tɕiə̃5
本		pə̃3
门		mə̃2
屯		tʰə̃2
论	讨~	lə̃5
村		tsʰə̃1
滚		kuə̃3
婚		xuə̃1
不		poʔ7
骨		kuoʔ7
核	~桃	xuoʔ7
俊		tɕyə̃5
循		ɕyə̃2
春		tsʰuə̃1
顺		suə̃5
闰		zuə̃5
均		tɕyə̃1
匀		yə̃2
律		ly5
出		tsʰuoʔ7
橘		tɕyeʔ7
分	~开	fə̃1
坟		fə̃2
蚊		və̃2
君		tɕyə̃1
训		ɕyə̃5
运		yə̃5
帮		pɑ̃1
忙		mɑ̃2
唐		tʰɑ̃2
浪		lɑ̃5
桑		sɑ̃1
钢		kɑ̃1
杭		xɑ̃2
薄		poʔ7
落		loʔ7
索		soʔ7
各		kɤʔ7
恶	~人	ɣɤʔ7
娘		niɑ̃2
良		liɑ̃2
枪		tɕʰiɑ̃1
像		ɕiɑ̃5
张		tsɑ̃1
丈		tsɑ̃5
床		tsʰuɑ̃2
厂		tsʰɑ̃3
瓤		zɑ̃2
强	~壮	tɕʰiɑ̃2
羊		iɑ̃2
嚼		tɕyoʔ7
着	睡不~	tsuoʔ7
弱		zuoʔ7
脚		tɕyoʔ7
药		yoʔ7
光		kuɑ̃1
汪		vɑ̃1
郭		kuoʔ7
方		fɑ̃1
房		fɑ̃2
网		vɑ̃3
狂		kʰuɑ̃2
王		vɑ̃2
邦		pɑ̃1
胖		pʰɑ̃5
窗		tsʰuɑ̃1
双		suɑ̃1
讲		tɕiɑ̃3
项		ɕiɑ̃5
剥		poʔ7
桌		tsuoʔ7
捉		tsuoʔ7
确		tɕʰyoʔ7
朋		pʰə̃2
等		tə̃3
能		nə̃2
增		tsə̃1
肯		kʰə̃3
北		paʔ7
德		taʔ7
贼		tsaʔ7
刻		kʰaʔ7
黑		xaʔ7
冰		piə̃1
凭		pʰiə̃2
菱		liə̃2
蒸		tsə̃1
升		sə̃1
兴	高~	ɕiə̃5
鹰		iə̃1
力		liʔ7
息		ɕiʔ7
直		tsɿʔ7
色		saʔ7
织		tsɿʔ7
极		tɕiʔ7
国		kuoʔ7
或		xuoʔ7
域		yeʔ7
彭		pʰə̃2
猛		mə̃3
打		ta3
冷		lə̃3
生		sə̃1
坑		kʰə̃1
硬		ɣə̃5
百		pɛʔ7
白		pɛʔ7
窄		tsɛʔ7
客		kʰɛʔ7
棚		pʰə̃2
耕		kə̃1
麦		mɛʔ7
摘		tsɛʔ7
策		tsʰɛʔ7
革		kɛʔ7
兵		piə̃1
病		piə̃5
镜		tɕiə̃5
迎		iə̃2
碧		piʔ7
饼		piə̃3
领		liə̃3
清		tɕʰiə̃1
静		tɕiə̃5
程		tsʰə̃2
正	~月	tsə̃1
声		sə̃1
轻		tɕʰiə̃1
瓶		pʰiə̃2
听	~见	tʰiə̃1
星		ɕiə̃1
灵		liə̃2
经		tɕiə̃1
壁		piʔ7
踢		tʰiʔ7
吃		tsʰɿʔ7
横	~竖	xuŋ2
宏		xuŋ2
获		xuoʔ7
兄		ɕyŋ3
荣		yŋ2
顷		tɕʰiə̃3
疫		iʔ7
篷		pʰə̃2
通		tʰə̃1
动		tuŋ5
葱		tsʰuŋ1
公		kuŋ1
红		xuŋ2
翁		uŋ1
木		moʔ7
鹿		luoʔ7
哭		kʰuoʔ7
屋		uoʔ7
冬		tuŋ1
松	~紧	suŋ1
毒		tuoʔ7
沃		luoʔ7
丰		fə̃1
凤		fə̃5
虫		tsʰuŋ2
充		tsʰuŋ1
绒		zuŋ2
弓		kuŋ1
雄		ɕyŋ2
福		foʔ7
六		luoʔ7
竹		tsuoʔ7
熟		suoʔ7
肉		zou5
菊		tɕyeʔ7
育		yoʔ7
育		yeʔ7
蜂		fuŋ1
浓		nuŋ2
龙		luŋ2
松	~树	suŋ1
重	轻~	tsuŋ5
钟		tsuŋ1
恭		kuŋ1
共		kuŋ5
用		yŋ5
俗		suoʔ7
烛		tsuoʔ7
局		tɕyoʔ7
局		tɕyeʔ7
浴		yoʔ7
浴		yeʔ7
