聲	呼	等	韻	調	組	攝	單字	多音	罕度	檢	注释	聲母	韻母	聲調	IPA	次 聲母	次 韻母	次 聲調	新註
滂	合	一	灰	上	幫	蟹	啡	0	1	0									
端	合	一	灰	去	端	蟹	對	0	0	0		t	ui	35	tui35				
透	合	一	灰	去	端	蟹	退	0	0	0		tʰ	ui	35	tʰui35				
定	合	一	灰	去	端	蟹	隊	0	0	0		t	ui	213	tui213				
泥	合	一	灰	去	端	蟹	內	0	0	0		n	ui	213	nui213				
清	合	一	灰	去	精	蟹	淬	0	2	0									
心	合	一	灰	去	精	蟹	碎	0	0	0		θ	ui	35	θui35				
溪	合	一	灰	去	見	蟹	塊	0	0	0		f	ai	35	fai35				
曉	合	一	灰	去	影	蟹	誨	0	1	0									
曉	合	一	灰	去	影	蟹	晦	0	1	0		f	ui	44	fui44				
匣	合	一	灰	去	影	蟹	潰	0	1	0		kʰ	uɐi	35	kʰuɐi35				
幫	合	一	灰	去	幫	蟹	輩	0	0	0		p	ui	35	pui35				
並	合	一	灰	去	幫	蟹	背	1	0	1	背書	p	ui	213	pui213				
幫	合	一	灰	去	幫	蟹	背	1	0	1	背後	p	ui	35	pui35				
並	合	一	灰	去	幫	蟹	悖	0	2	0									
並	合	一	灰	去	幫	蟹	珮	0	3	0									
並	合	一	灰	去	幫	蟹	佩	0	0	0		pʰ	ui	35	pʰui35				
明	合	一	灰	去	幫	蟹	妹	0	0	0		m	ui	213	mui213				
明	合	一	灰	去	幫	蟹	昧	0	1	0		m	i	213	mi213				
滂	合	一	灰	去	幫	蟹	配	0	0	0		pʰ	ui	35	pʰui35				
來	開	三	真A	平	來	臻	麟	0	2	0		l	ɐn	231	lɐn231				
來	合	三	真A	平	來	臻	掄	0	1	0									
來	開	三	真A	平	來	臻	磷	0	1	0									
來	開	三	真A	平	來	臻	鄰	0	0	0		l	ɐn	231	lɐn231				
來	合	三	真A	平	來	臻	輪	0	0	0		l	ɐn	231	lɐn231				
來	合	一	魂	去	來	臻	論	1	0	1	討論	l	ɐn	213	lɐn213				
來	合	一	魂	平	來	臻	論	1	0	1	論語	l	ɐn	231	lɐn231				
來	合	三	真A	平	來	臻	倫	0	1	0		l	ɐn	231	lɐn231				
來	合	三	真A	平	來	臻	綸	1	2	1	垂綸								
見	合	二	山	平	見	山	綸	1	2	1	綸巾								
來	開	三	真A	平	來	臻	鱗	0	1	0		l	ɐn	231	lɐn231				
來	合	三	真A	平	來	臻	淪	0	1	0									
精	合	三	真A	平	精	臻	遵	0	0	0		t	un	52	tun52				
精	開	三	真A	平	精	臻	津	0	0	0		t	ɐn	52	tɐn52				
清	合	三	真A	平	精	臻	竣	0	1	0									
清	開	三	真A	平	精	臻	親	1	0	1	親人	tʰ	ɐn	52	tʰɐn52				
清	開	三	真A	去	精	臻	親	1	0	1	親家								
從	開	三	真A	平	精	臻	秦	0	1	0		θ	ɐn	231	θɐn231				
心	開	三	真A	平	精	臻	薪	0	0	0		θ	ɐn	52	θɐn52				
心	合	三	真A	平	精	臻	詢	0	0	0									
心	開	三	真A	平	精	臻	新	0	0	0		θ	ɐn	52	θɐn52				
心	開	三	真A	平	精	臻	辛	0	0	0		θ	ɐn	52	θɐn52				
邪	合	三	真A	平	精	臻	巡	0	0	0		θ	ɐn	231	θɐn231				
邪	合	三	真A	平	精	臻	馴	0	1	0									
邪	合	三	真A	平	精	臻	旬	0	0	0		θ	ɐn	231	θɐn231				
邪	合	三	真A	平	精	臻	循	0	0	0		θ	ɐn	231	θɐn231				
章	合	三	真A	平	章	臻	肫	0	3	0									
章	開	三	真A	平	章	臻	振	0	0	0		tʃ	ɐn	35	tʃɐn35				
章	合	三	真A	平	章	臻	諄	0	1	0									
章	開	三	真A	平	章	臻	真	0	0	0		tʃ	ɐn	52	tʃɐn52				
章	開	三	真A	平	章	臻	甄	0	2	0									
昌	開	三	真A	平	章	臻	瞋	0	3	0									
昌	合	三	真A	平	章	臻	春	0	0	0		tʃʰ	ɐn	52	tʃʰɐn52				
常	合	三	真A	平	章	臻	淳	0	1	0									
常	合	三	真A	平	章	臻	醇	0	1	0		ʃ	ɐn	231	ʃɐn231				
常	開	三	真A	平	章	臻	辰	0	0	0		ʃ	ɐn	231	ʃɐn231				
常	開	三	真A	平	章	臻	臣	0	0	0		ʃ	ɐn	231	ʃɐn231				
常	開	三	真A	平	章	臻	宸	0	2	0									
常	合	三	真A	平	章	臻	純	0	0	0		ʃ	ɐn	231	ʃɐn231				
常	合	三	真A	平	章	臻	鶉	1	2	1	鶉衣								
常	合	三	真A	平	章	臻	鶉	1	2	1	鵪鶉，鵪鶉蛋	ʃ	ɐn	231	ʃɐn231				
常	開	三	真A	平	章	臻	晨	0	0	0		ʃ	ɐn	231	ʃɐn231				
書	開	三	真A	平	章	臻	身	0	0	0		ʃ	ɐn	52	ʃɐn52				
書	開	三	真A	平	章	臻	申	0	0	0		ʃ	ɐn	52	ʃɐn52				
書	開	三	真A	平	章	臻	伸	0	0	0		ʃ	ɐn	52	ʃɐn52				
書	開	三	真A	平	章	臻	紳	0	1	0									
書	開	三	真A	平	章	臻	呻	0	1	0									
船	合	三	真A	平	章	臻	脣	0	0	0									
船	開	三	真A	平	章	臻	神	0	0	0		ʃ	ɐn	231	ʃɐn231				
日	開	三	真A	平	日	臻	人	0	0	0		ȵ	ɐn	231	ȵɐn231				
日	開	三	真A	平	日	臻	仁	0	0	0		ȵ	ɐn	231	ȵɐn231				
見	合	三	真A	平	見	臻	鈞	0	1	0		kʰ	ɐn	52	kʰɐn52				
							鈞					kʰ	uɐn	52	kʰuɐn52				
見	合	三	真A	平	見	臻	均	0	0	0		kʰ	ɐn	52	kʰɐn52				
							均					kʰ	uɐn	52	kʰuɐn52				
影	開	三	真A	平	影	臻	因	0	0	0									
影	開	三	真A	平	影	臻	茵	0	1	0									
影	開	三	真A	平	影	臻	姻	0	0	0									
以	合	三	真A	平	以	臻	勻	0	0	0		j	ɐn	231	jɐn231				
幫	開	三	真A	平	幫	臻	濱	0	0	0									
幫	開	三	真A	平	幫	臻	檳	0	2	0		p	ɐn	52	pɐn52				
幫	開	三	真A	平	幫	臻	賓	0	0	0		p	ɐn	52	pɐn52				
並	開	三	真A	平	幫	臻	蘋	0	0	0		p	eŋ	231	peŋ231				
並	開	三	真A	平	幫	臻	頻	0	1	0		p	eŋ	231	peŋ231				
明	開	三	真A	平	幫	臻	民	0	0	0		m	ɐn	231	mɐn231				
滂	開	三	真A	平	幫	臻	繽	0	1	0									
從	開	三	真A	上	精	臻	盡	0	0	0		θ	ɐn	24	θɐn24				
心	合	三	真A	上	精	臻	筍	0	0	0		θ	ɐn	44	θɐn44				
章	開	三	真A	上	章	臻	疹	0	1	0									
章	開	三	真A	上	章	臻	診	0	0	0		tʃʰ	ɐn	35	tʃʰɐn35				
章	合	三	真A	上	章	臻	准	0	0	0		tʃ	ɐn	44	tʃɐn44				
章	合	三	真A	上	章	臻	準	0	0	0		tʃ	ɐn	44	tʃɐn44				
章	開	三	真A	上	章	臻	賑	0	2	0									
昌	合	三	真A	上	章	臻	蠢	0	0	0		tʃʰ	ɐn	44	tʃʰɐn44				
常	開	三	真A	上	章	臻	腎	0	0	0		ʃ	ɐn	24	ʃɐn24				
船	合	三	真A	上	章	臻	盾	0	0	0		t	ɐn	213	tɐn213				
日	開	三	真A	上	日	臻	忍	0	0	0		ȵ	ɐn	24	ȵɐn24				
見	開	三	真A	上	見	臻	緊	0	0	0		tʃ	ɐn	44	tʃɐn44				
以	開	三	真A	上	以	臻	蚓	0	1	0		j	ɐn	24	jɐn24				
以	合	三	真A	上	以	臻	允	0	0	0		v	ɐn	24	vɐn24				
以	合	三	真A	上	以	臻	尹	0	2	0		v	ɐn	24	vɐn24				
以	開	三	真A	上	以	臻	引	0	0	0		j	ɐn	24	jɐn24				
並	開	三	真A	上	幫	臻	臏	0	2	0									
來	開	三	真A	去	來	臻	藺	0	2	0									
來	開	三	真A	去	來	臻	遴	0	2	0									
來	開	三	真A	去	來	臻	吝	0	1	0		n	eŋ	213	neŋ213				
精	開	三	真A	去	精	臻	進	0	0	0		t	ɐn	35	tɐn35				
精	合	三	真A	去	精	臻	俊	0	0	0		t	ɐn	35	tɐn35				
精	開	三	真A	去	精	臻	晉	0	0	0		t	ɐn	35	tɐn35				
精	合	三	真A	去	精	臻	駿	0	1	0		t	ɐn	35	tɐn35				
心	開	三	真A	去	精	臻	訊	0	0	0		θ	ɐn	35	θɐn35				
心	合	三	真A	去	精	臻	峻	0	1	0									
心	開	三	真A	去	精	臻	迅	0	0	0		t	ɐn	35	tɐn35				
心	開	三	真A	去	精	臻	信	0	0	0		θ	ɐn	35	θɐn35				
邪	合	三	真A	去	精	臻	殉	0	1	0		θ	ɐn	231	θɐn231				
章	開	三	真A	去	章	臻	震	0	0	0		tʃ	ɐn	35	tʃɐn35				
章	合	三	真A	去	章	臻	盹	0	1	0									
常	開	三	真A	去	章	臻	慎	0	0	0		ʃ	ɐn	213	ʃɐn213				
書	合	三	真A	去	章	臻	舜	0	2	0		ʃ	ɐn	213	ʃɐn213				
書	合	三	真A	去	章	臻	瞬	0	1	0		ʃ	ɐn	213	ʃɐn213				
船	合	三	真A	去	章	臻	順	0	0	0		ʃ	ɐn	213	ʃɐn213				
日	開	三	真A	去	日	臻	仞	0	2	0									
日	合	三	真A	去	日	臻	閏	0	1	0		ȵ	ɐn	213	ȵɐn213				
日	開	三	真A	去	日	臻	刃	0	0	0		ȵ	ɐn	35	ȵɐn35				
日	開	三	真A	去	日	臻	認	0	0	0		ȵ	ɐn	213	ȵɐn213				
日	合	三	真A	去	日	臻	潤	0	0	0		ȵ	ɐn	213	ȵɐn213				
日	開	三	真A	去	日	臻	韌	0	1	0		ȵ	ɐn	35	ȵɐn35				
影	開	三	真A	去	影	臻	印	0	0	0		j	ɐn	35	jɐn35				
幫	開	三	真A	去	幫	臻	鬢	0	1	0		p	ɐn	52	pɐn52				
來	開	三	真A	入	來	臻	栗	0	0	0		l	ɐt	2	lɐt2				
來	合	三	真A	入	來	臻	律	0	0	0		l	ɐt	2	lɐt2				
來	開	三	真A	入	來	臻	慄	0	0	0									
精	合	三	真A	入	精	臻	卒	1	1	1	士卒	t	ɐt	5	tɐt5				
清	合	一	魂	入	精	臻	卒	1	1	1	倉卒								
精	開	三	真A	入	精	臻	唧	0	1	0									
清	開	三	真A	入	精	臻	柒	0	1	0									
清	開	三	真A	入	精	臻	七	0	0	0		tʰ	ɐt	5	tʰɐt5				
清	開	三	真A	入	精	臻	漆	0	0	0		tʰ	ɐt	5	tʰɐt5				
從	開	三	真A	入	精	臻	疾	0	0	0		θ	ɐt	2	θɐt2				
心	開	三	真A	入	精	臻	窸	0	2	0									
心	開	三	真A	入	精	臻	悉	0	0	0		θ	ɐt	5	θɐt5				
							悉					θ	ek	5	θek5				
心	開	三	真A	入	精	臻	膝	0	0	0		tʰ	ɐt	5	tʰɐt5				
							膝					θ	ɐt	5	θɐt5				
心	合	三	真A	入	精	臻	恤	0	1	0		θ	ek	5	θek5				
心	開	三	真A	入	精	臻	蟋	0	1	0		θ	ek	5	θek5				
心	合	三	真A	入	精	臻	戌	0	2	0		θ	ɐt	5	θɐt5				
書	開	三	真A	入	章	臻	失	0	0	0		ʃ	ɐt	5	ʃɐt5				
書	開	三	真A	入	章	臻	室	0	0	0		ʃ	ɐt	2	ʃɐt2				
船	合	三	真A	入	章	臻	朮	0	0	0		ʃ	ut	2	ʃut2				
船	開	三	真A	入	章	臻	實	0	0	0		ʃ	ɐt	2	ʃɐt2				
船	合	三	真A	入	章	臻	述	0	0	0		ʃ	ut	2	ʃut2				
船	合	三	真A	入	章	臻	術	0	0	0		ʃ	ut	2	ʃut2				
日	開	三	真A	入	日	臻	日	0	0	0		ȵ	ɐt	2	ȵɐt2				
見	合	三	真A	入	見	臻	橘	0	0	0		k	ɐt	5	kɐt5				白讀
							橘					k	uɐt	5	kuɐt5				文讀
見	開	三	真A	入	見	臻	吉	0	0	0		tʃ	ɐt	5	tʃɐt5				
見	開	三	真A	入	見	臻	拮	0	2	0									
影	開	三	真A	入	影	臻	壹	0	1	0									
影	開	三	真A	入	影	臻	一	0	0	0		j	ɐt	5	jɐt5				
以	開	三	真A	入	以	臻	逸	0	1	0		j	ɐt	2	jɐt2				
以	開	三	真A	入	以	臻	溢	0	1	0									
以	開	三	真A	入	以	臻	佚	0	2	0									
以	合	三	真A	入	以	臻	鷸	0	2	0									
幫	開	三	真A	入	幫	臻	必	0	0	0		p	it	5	pit5				
幫	開	三	真A	入	幫	臻	畢	0	0	0		p	ɐt	5	pɐt5				
明	開	三	真A	入	幫	臻	謐	0	2	0									
明	開	三	真A	入	幫	臻	蜜	0	0	0		m	ɐt	2	mɐt2				
滂	開	三	真A	入	幫	臻	匹	0	0	0		pʰ	ɐt	5	pʰɐt5				
娘	開	三	真B	平	知	臻	紉	0	1	0									
知	開	三	真B	平	知	臻	填	0	0	0		t	in	231	tin231				
定	合	一	魂	平	端	臻	屯	1	0	0		t	ɐn	213	tɐn213				
知	合	三	真B	平	知	臻	屯	1	0	0		t	ɐn	213	tɐn213				
知	開	三	真B	平	知	臻	珍	0	0	0		tʃ	ɐn	52	tʃɐn52				
知	開	三	真B	平	知	臻	鎮	0	0	0		tʃ	ɐn	35	tʃɐn35				
澄	開	三	真B	平	知	臻	塵	0	0	0		ʃ	ɐn	231	ʃɐn231				
澄	開	三	真B	平	知	臻	陳	0	0	0		tʃ	ɐn	231	tʃɐn231				
澄	開	三	真B	平	知	臻	趁	0	0	0		tʃʰ	ɐn	35	tʃʰɐn35				
見	開	三	真B	平	見	臻	巾	0	0	0		tʃ	ɐn	52	tʃɐn52				
疑	開	三	真B	平	見	臻	銀	0	0	0		ŋ	ɐn	231	ŋɐn231				
疑	開	三	真B	平	見	臻	垠	0	2	0									
幫	開	三	真B	平	幫	臻	份	0	0	0		f	ɐn	213	fɐn213				
幫	開	三	真B	平	幫	臻	彬	0	1	0									
並	開	三	真B	平	幫	臻	貧	0	0	0		p	ɐn	231	pɐn231				
明	開	三	真B	平	幫	臻	岷	0	2	0									
明	開	三	真B	平	幫	臻	閩	0	1	0		m	ɐn	24	mɐn24				
云	合	三	真B	上	影	臻	隕	0	1	0									
明	開	三	真B	上	幫	臻	憫	0	1	0		m	ɐn	24	mɐn24				
明	開	三	真B	上	幫	臻	敏	0	0	0		m	ɐn	24	mɐn24				
群	合	三	真B	上	見	臻	窘	0	1	0		tʃ	oŋ	213	tʃoŋ213				
群	合	三	真B	上	見	臻	菌	0	0	0		k	ɐn	24	kɐn24				
							菌					k	uɐn	5	kuɐn5				
澄	開	三	真B	去	知	臻	陣	0	0	0		tʃ	ɐn	213	tʃɐn213				
初	開	三	真B	去	莊	臻	襯	0	0	0		tʃʰ	ɐn	35	tʃʰɐn35				
群	開	三	真B	去	見	臻	瑾	0	2	0									
群	開	三	真B	去	見	臻	僅	0	0	0		tʃ	ɐn	44	tʃɐn44				
娘	開	三	真B	入	知	臻	暱	0	3	0									
知	合	三	真B	入	知	臻	茁	0	1	1	不遵循從俗原則								
知	開	三	真B	入	知	臻	窒	0	1	0		tʃ	ɐt	5	tʃɐt5				
徹	合	三	真B	入	知	臻	怵	0	2	0									
澄	開	三	真B	入	知	臻	秩	0	0	0		t	it	2	tit2				
澄	開	三	真B	入	知	臻	姪	0	2	0									
生	合	三	真B	入	莊	臻	蟀	0	1	0		θ	ɐt	5	θɐt5				
							蟀					θ	ɔk	34	θɔk34				
影	開	三	真B	入	影	臻	乙	0	0	0		j	it	5	jit5				
幫	開	三	真B	入	幫	臻	筆	0	0	0		p	ɐt	5	pɐt5				
明	開	三	真B	入	幫	臻	密	0	0	0		m	ɐt	2	mɐt2				
莊	開	三	臻	入	莊	臻	櫛	0	2	0									
生	開	三	臻	入	莊	臻	瑟	0	1	0		ʃ	ɐt	5	ʃɐt5				
生	開	三	臻	入	莊	臻	蝨	0	1	0		ʃ	ɐt	5	ʃɐt5				
透	開	一	痕	平	端	臻	吞	0	0	0		tʰ	ɐn	52	tʰɐn52				
見	開	一	痕	平	見	臻	跟	0	0	0		k	ɐn	52	kɐn52				
見	開	一	痕	平	見	臻	根	0	0	0		k	ɐn	52	kɐn52				
匣	開	一	痕	平	影	臻	痕	0	0	0		h	ɐn	213	hɐn213				
影	開	一	痕	平	影	臻	恩	0	0	0			ɐn	52	ʔɐn52				
溪	開	一	痕	上	見	臻	墾	0	0	0		h	ɐn	44	hɐn44				
溪	開	一	痕	上	見	臻	懇	0	0	0		h	ɐn	44	hɐn44				
匣	開	一	痕	上	影	臻	很	0	0	0		h	ɐn	44	hɐn44				
匣	開	一	痕	去	影	臻	恨	0	0	0		h	ɐn	213	hɐn213				
端	合	一	魂	平	端	臻	墩	0	1	0		t	un	52	tun52				
透	合	一	魂	平	端	臻	燉	0	2	0									
定	合	一	魂	平	端	臻	臀	0	1	0		t	in	213	tin213				
定	合	一	魂	平	端	臻	豚	0	2	0		t	ɐn	231	tɐn231				
定	合	一	魂	平	端	臻	沌	0	2	0		t	ɐn	231	tɐn231				
精	合	一	魂	平	精	臻	尊	0	0	0		t	un	52	tun52				
清	合	一	魂	平	精	臻	村	0	0	0		tʰ	un	52	tʰun52				
從	合	一	魂	平	精	臻	蹲	0	0	0		t	un	52	tun52				
從	合	一	魂	平	精	臻	存	0	0	0		θ	ɐn	231	θɐn231				
心	合	一	魂	平	精	臻	孫	1	0	0		θ	un	52	θun52				
							孫	1	0	0									
心	合	一	魂	平	精	臻	飧	0	3	0									
見	合	一	魂	平	見	臻	昆	0	0	0		kʰ	ɐn	52	kʰɐn52				
							昆					kʰ	uɐn	52	kʰuɐn52				
溪	合	一	魂	平	見	臻	坤	0	1	0		kʰ	ɐn	52	kʰɐn52				
							坤					kʰ	uɐn	52	kʰuɐn52				
曉	合	一	魂	平	影	臻	昏	0	0	0		v	ɐn	52	vɐn52				
曉	合	一	魂	平	影	臻	婚	0	0	0		v	ɐn	52	vɐn52				
匣	合	一	魂	平	影	臻	渾	1	0	1	渾人，雄渾	v	ɐn	52	vɐn52				
							渾					kʰ	uɐn	44	kʰuɐn44				
匣	合	一	魂	上	影	臻	渾	1	0	1	同「混」								
影	合	一	魂	平	影	臻	溫	0	0	0		v	ɐn	52	vɐn52				
幫	合	一	魂	平	幫	臻	奔	0	0	0		p	ɐn	52	pɐn52				
並	合	一	魂	平	幫	臻	盆	0	0	0		p	un	231	pun231				
明	合	一	魂	平	幫	臻	門	0	0	0		m	un	231	mun231				
滂	合	一	魂	平	幫	臻	噴	0	0	0		pʰ	ɐn	35	pʰɐn35				
定	合	一	魂	上	端	臻	遁	0	2	0		t	ɐn	213	tɐn213				
清	合	一	魂	上	精	臻	忖	0	2	0		tʰ	un	35	tʰun35				
從	合	一	魂	上	精	臻	鱒	0	2	0									
心	合	一	魂	上	精	臻	損	0	0	0		θ	un	44	θun44				
溪	合	一	魂	上	見	臻	壼	0	3	0									
匣	合	一	魂	上	影	臻	棍	0	0	0		k	ɐn	35	kɐn35				
							棍					k	uɐn	35	kuɐn35				
匣	合	一	魂	上	影	臻	混	0	0	0		kʰ	ɐn	44	kʰɐn44				
							混					kʰ	uɐn	44	kʰuɐn44				
影	合	一	魂	上	影	臻	穩	0	0	0		v	ɐn	44	vɐn44				
幫	合	一	魂	上	幫	臻	本	0	0	0		p	un	44	pun44				
幫	合	一	魂	上	幫	臻	笨	0	0	0		p	ɐn	213	pɐn213				
幫	合	一	魂	上	幫	臻	畚	0	2	0									
端	合	一	魂	去	端	臻	頓	1	0	1	安頓	t	ɐn	35	tɐn35				
							頓	1	0	1	冒頓								
定	合	一	魂	去	端	臻	鈍	0	1	0		t	ɐn	213	tɐn213				
泥	合	一	魂	去	端	臻	嫩	0	0	0		n	un	213	nun213				
清	合	一	魂	去	精	臻	寸	0	0	0		tʰ	un	35	tʰun35				
心	合	一	魂	去	精	臻	遜	0	1	0		θ	ɐn	35	θɐn35				
溪	合	一	魂	去	見	臻	困	0	0	0		kʰ	ɐn	35	kʰɐn35				
							困					kʰ	uɐn	35	kʰuɐn35				
明	合	一	魂	去	幫	臻	悶	0	0	0		m	un	213	mun213				
端	合	一	魂	入	端	臻	咄	0	2	1	不遵循從俗原則								
透	合	一	魂	入	端	臻	突	0	0	0		t	ɐt	2	tɐt2				
定	合	一	魂	入	端	臻	凸	0	1	0		t	ɐt	2	tɐt2				
心	合	一	魂	入	精	臻	屑	0	0	0									
心	合	一	魂	入	精	臻	窣	0	2	0									
見	合	一	魂	入	見	臻	骨	0	0	0		k	ɐt	5	kɐt5				白讀
							骨					k	uɐt	5	kuɐt5				文讀
匣	合	二	山	入	影	山	滑	1	0	1	光滑	v	at	212	vat212				
見	合	一	魂	入	見	臻	滑	1	0	1	滑稽								
溪	合	一	魂	入	見	臻	窟	0	1	0		kʰ	ɐt	5	kʰɐt5				白讀
							窟					kʰ	uɐt	5	kʰuɐt5				文讀
疑	合	一	魂	入	見	臻	兀	0	2	0									
曉	合	一	魂	入	影	臻	惚	0	2	0									
曉	合	一	魂	入	影	臻	忽	0	0	0		v	ɐt	5	vɐt5				
並	合	一	魂	入	幫	臻	脖	0	0	0									
並	合	一	魂	入	幫	臻	渤	0	1	0									
並	合	一	魂	入	幫	臻	勃	0	1	0		p	ut	2	put2				
明	合	一	魂	入	幫	臻	沒	0	0	0		m	ut	2	mut2				
見	開	三	欣	平	見	臻	筋	0	0	0		k	ɐn	52	kɐn52				
							筋					tʃ	ɐn	52	tʃɐn52				
見	開	三	欣	平	見	臻	斤	0	0	0		k	ɐn	52	kɐn52				
疑	開	三	欣	平	見	臻	齦	0	2	0		ŋ	ɐn	231	ŋɐn231				
曉	開	三	欣	平	影	臻	欣	0	0	0		j	ɐm	52	jɐm52				
影	開	三	欣	平	影	臻	殷	1	1	1	殷切								
影	開	二	山	平	影	山	殷	1	1	1	殷紅								
群	開	三	欣	平	見	臻	芹	0	0	0		tʃ	ɐn	231	tʃɐn231				
群	開	三	欣	平	見	臻	勤	0	0	0		tʃ	ɐn	231	tʃɐn231				
見	開	三	欣	上	見	臻	槿	0	3	0									
見	開	三	欣	上	見	臻	謹	0	0	0		tʃ	ɐn	44	tʃɐn44				
影	開	三	欣	上	影	臻	隱	0	0	0		j	ɐn	44	jɐn44				
群	開	三	欣	上	見	臻	近	1	0	1	好近	tʃ	ɐn	24	tʃɐn24				
群	開	三	欣	去	見	臻	近	1	0	1	靠近	tʃ	ɐn	24	tʃɐn24				
見	開	三	欣	入	見	臻	吃	1	0	1	口吃								
							吃	1	0	1	吃飯	h	ek	5	hek5				
							吃	1	0	1	吃飯								
溪	開	三	欣	入	見	臻	乞	0	0	0		h	ɐt	5	hɐt5				
疑	開	三	欣	入	見	臻	屹	0	1	0									
曉	開	三	欣	入	影	臻	迄	0	1	0									
見	合	三	文	平	見	臻	軍	0	0	0		k	ɐn	52	kɐn52				
							軍					k	uɐn	52	kuɐn52				
見	合	三	文	平	見	臻	君	0	0	0		k	ɐn	52	kɐn52				
							君					k	uɐn	52	kuɐn52				
曉	合	三	文	平	影	臻	薰	0	2	0		v	ɐn	52	vɐn52				
曉	合	三	文	平	影	臻	醺	0	2	0									
曉	合	三	文	平	影	臻	燻	0	1	0									
曉	合	三	文	平	影	臻	勛	0	1	0		v	ɐn	52	vɐn52				
影	合	三	文	平	影	臻	蘊	0	1	0									
云	合	三	文	平	影	臻	云	0	0	0									
云	合	三	文	平	影	臻	雲	0	0	0		v	ɐn	231	vɐn231				
云	合	三	文	平	影	臻	芸	0	2	0									
云	合	三	文	平	影	臻	員	0	0	0		j	un	231	jun231				
云	合	三	文	平	影	臻	耘	0	2	0		v	ɐn	231	vɐn231				
幫	合	三	文	平	幫	臻	分	1	0	1	分開	f	ɐn	52	fɐn52				
並	合	三	文	去	幫	臻	分	1	0	1	本分	f	ɐn	213	fɐn213				
幫	合	三	文	平	幫	臻	扮	0	0	0		p	an	213	pan213				
並	合	三	文	平	幫	臻	焚	0	1	0		f	ɐn	231	fɐn231				
並	合	三	文	平	幫	臻	墳	0	0	0		f	ɐn	231	fɐn231				
並	合	三	文	平	幫	臻	頒	0	1	0		p	an	52	pan52				
並	合	三	文	平	幫	臻	氛	0	1	0									
明	合	三	文	平	幫	臻	聞	0	0	0		m	ɐn	231	mɐn231				
明	合	三	文	平	幫	臻	文	1	0	1	文字	m	ɐn	231	mɐn231				
							文	1	0	1	文過								
明	合	三	文	平	幫	臻	蚊	0	0	0		m	ɐn	231	mɐn231				
明	合	三	文	平	幫	臻	紋	0	0	0		m	ɐn	231	mɐn231				
滂	合	三	文	平	幫	臻	芬	0	0	0		f	ɐn	52	fɐn52				
滂	合	三	文	平	幫	臻	紛	0	0	0		f	ɐn	52	fɐn52				
影	合	三	文	上	影	臻	醞	0	1	0		v	ɐn	35	vɐn35				
幫	合	三	文	上	幫	臻	粉	0	0	0		f	ɐn	44	fɐn44				
並	合	三	文	上	幫	臻	憤	0	0	0		f	ɐn	24	fɐn24				
明	合	三	文	上	幫	臻	刎	0	2	0		v	ɐn	24	vɐn24				
							刎					v	ɐt	5	vɐt5				
明	合	三	文	上	幫	臻	吻	0	1	0		v	ɐn	24	vɐn24				
							吻					v	ɐt	5	vɐt5				
滂	合	三	文	上	幫	臻	忿	0	1	0		f	ɐn	24	fɐn24				
曉	合	三	文	去	影	臻	訓	0	0	0		f	ɐn	35	fɐn35				
云	合	三	文	去	影	臻	運	0	0	0		v	ɐn	213	vɐn213				
云	合	三	文	去	影	臻	韻	0	0	0		v	ɐn	213	vɐn213				
云	合	三	文	去	影	臻	暈	1	0	1	日暈								
							暈	1	0	1	頭暈	v	ɐn	231	vɐn231				
幫	合	三	文	去	幫	臻	糞	0	0	0		f	ɐn	35	fɐn35				
幫	合	三	文	去	幫	臻	奮	0	0	0		f	ɐn	24	fɐn24				
幫	合	三	文	去	幫	臻	拚	0	2	0									
明	合	三	文	去	幫	臻	問	0	0	0		m	ɐn	213	mɐn213				
明	合	三	文	去	幫	臻	紊	0	1	0									
群	合	三	文	去	見	臻	郡	0	2	0		k	ɐn	213	kɐn213				
							郡					k	uɐn	213	kuɐn213				
見	合	三	文	入	見	臻	屈	0	0	0		kʰ	ɐt	5	kʰɐt5				白讀
							屈					kʰ	uɐt	5	kʰuɐt5				文讀
							屈					v	ɐt	5	vɐt5				
影	合	三	文	入	影	臻	鬱	0	1	0		v	ɐt	5	vɐt5				
幫	合	三	文	入	幫	臻	弗	0	2	0									
並	合	三	文	入	幫	臻	佛	1	0	1	佛教	f	ɐt	2	fɐt2				
							佛	1	0	1	仿佛								
明	合	三	文	入	幫	臻	物	0	0	0		m	ɐt	2	mɐt2				
明	合	三	文	入	幫	臻	勿	0	0	0		m	ɐt	2	mɐt2				
滂	合	三	文	入	幫	臻	拂	0	1	0		pʰ	ɐt	5	pʰɐt5				
							拂					f	ɐt	5	fɐt5				
滂	合	三	文	入	幫	臻	彿	0	0	0									
群	合	三	文	入	見	臻	掘	0	0	0		k	ɐt	2	kɐt2				白讀
							掘					kʰ	ɐt	34	kʰɐt34				白讀
							掘					k	uɐt	2	kuɐt2				文讀
							掘					kʰ	uɐt	5	kʰuɐt5				文讀
群	合	三	文	入	見	臻	倔	0	1	0		kʰ	ɐt	5	kʰɐt5				白讀
							倔					kʰ	uɐt	5	kʰuɐt5				文讀
群	合	三	文	入	見	臻	崛	0	2	0									
端	合	一	寒	平	端	山	端	0	0	0		t	un	52	tun52				
端	開	一	寒	平	端	山	單	1	0	1	單純	t	an	52	tan52				
常	開	三	仙A	平	章	山	單	1	0	1	單于								
常	開	三	仙A	去	章	山	單	1	0	1	單姓	ʃ	im	231	ʃim231				
端	開	一	寒	平	端	山	殫	0	3	0									
