字	音	注
高	ko[1]	
糕	ko[1]	
羔	ko[1]	
蒿	ko[1]	
篙	ko[1]	
各	ko[2]	
角	ko[2]	
郭	ko[2]	
鸽	ko[2]	
阁	ko[2]	
给	ko[2]	白读
果	ko[3]	
寡	ko[3]	
裹	ko[3]	文读
个	ko[5]	
告	ko[5]	
过	ko[5]	文读
过	ko[6]	
科	kʰo[1]	
棵	kʰo[1]	
颗	kʰo[1]	
扩	kʰo[2]	
确	kʰo[2]	
可	kʰo[3]	
考	kʰo[3]	
课	kʰo[5]	
去	kʰo[5]	白读
花	xo[1]	
教	xo[1]	教人
呵	xo[1]	
河	xo[2]	
华	xo[2]	
铧	xo[2]	
何	xo[2]	
荷	xo[2]	
和	xo[2]	～气
毫	xo[2]	
豪	xo[2]	
法	xo[2]	
伙	xo[3]	
好	xo[3]	
高	xo[4]	白读
化	xo[5]	
货	xo[5]	
耗	xo[5]	
好	xo[5]	爱～
画	xo[6]	
贺	xo[6]	
祸	xo[6]	
号	xo[6]	
划	xo[6]	
蛾	ŋo[2]	
鹅	ŋo[2]	
俄	ŋo[2]	
熬	ŋo[2]	
饿	ŋo[6]	
卧	ŋo[6]	
屙	∅o[1]	
窝	∅o[1]	
阿	∅o[1]	～胶
莴	∅o[1]	
恶	∅o[2]	凶～
襖	∅o[3]	
瓦	∅o[3]	
鹊	tsʰio[2]	
□	tsʰio[4]	痒
削	sio[2]	文读
靴	tʃio[1]	
□	tʃio[1]	蛛
拾	tʃio[2]	～起
觉	kio[2]	
脚	kio[2]	
卻	kʰio[2]	
瘸	kʰio[2]	
怯	kʰio[2]	
茄	kʰio[2]	白读
荞	kʰio[2]	白读，～麦
靴	xio[1]	
约	∅io[2]	
沃	∅io[2]	～菜
碑	pi[1]	
悲	pi[1]	
卑	pi[1]	
笔	pi[2]	
逼	pi[2]	
毕	pi[2]	
必	pi[2]	
碧	pi[2]	
臂	pi[2]	
琵	pi[2]	
彼	pi[3]	
譬	pi[3]	
敝	pi[5]	
蔽	pi[5]	
弊	pi[5]	
毙	pi[5]	
闭	pi[5]	
鳖	pi[5]	文读
箅	pi[5]	
比	pi[6]	
披	pʰi[1]	
皮	pʰi[2]	白读
疲	pʰi[2]	
脾	pʰi[2]	
匹	pʰi[2]	
鄙	pʰi[3]	
婢	pʰi[4]	
屁	pʰi[5]	文读
备	pʰi[6]	
避	pʰi[6]	文读
币	pʰi[6]	
鼻	pʰi[6]	
眯	mi[1]	
迷	mi[2]	
谜	mi[2]	
眉	mi[2]	
糜	mi[2]	文读
弥	mi[2]	
米	mi[3]	
美	mi[3]	
低	ti[1]	
知	ti[1]	
蜘	ti[1]	
滴	ti[2]	
敌	ti[2]	
底	ti[3]	
抵	ti[3]	
牴	ti[3]	
智	ti[5]	
致	ti[5]	
帝	ti[5]	
狄	ti[5]	
仔	ti[5]	
蒂	ti[5]	文读
置	ti[5]	
梯	tʰi[1]	
池	tʰi[2]	
堤	tʰi[2]	
题	tʰi[2]	
蹄	tʰi[2]	
剔	tʰi[2]	
惕	tʰi[2]	
提	tʰi[2]	
耻	tʰi[3]	
体	tʰi[3]	
啼	tʰi[5]	
替	tʰi[5]	文读
地	tʰi[6]	文读
第	tʰi[6]	
治	tʰi[6]	
弟	tʰi[6]	文读
涕	tʰi[6]	
泥	li[2]	文读
尼	li[2]	
犁	li[2]	
黎	li[2]	
梨	li[2]	
篱	li[2]	
厘	li[2]	
狸	li[2]	
来	li[2]	白读
你	li[3]	文读
鲤	li[4]	
裏	li[4]	
礼	li[4]	
李	li[4]	
里	li[4]	
理	li[4]	
离	li[6]	
厉	li[6]	
励	li[6]	
丽	li[6]	
隶	li[6]	
利	li[6]	
痢	li[6]	
吏	li[6]	
蹟	tsi[2]	
绩	tsi[2]	
即	tsi[2]	
迹	tsi[2]	
跡	tsi[2]	
挤	tsi[3]	
剂	tsi[5]	
际	tsi[5]	
祭	tsi[5]	
济	tsi[5]	
妻	tsʰi[1]	
凄	tsʰi[1]	
棲	tsʰi[1]	
悽	tsʰi[1]	
七	tsʰi[2]	
漆	tsʰi[2]	
脐	tsʰi[2]	文读
齐	tsʰi[2]	
自	tsʰi[6]	白读
字	tsʰi[6]	
寺	tsʰi[6]	
西	si[1]	
析	si[2]	
息	si[2]	
熄	si[2]	
惜	si[2]	
恤	si[2]	
死	si[3]	
徙	si[3]	
四	si[5]	
肆	si[5]	
细	si[5]	文读
枝	tʃi[1]	
肢	tʃi[1]	
之	tʃi[1]	
芝	tʃi[1]	
妓	tʃi[1]	
织	tʃi[2]	
积	tʃi[2]	
汁	tʃi[2]	
执	tʃi[2]	
职	tʃi[2]	
质	tʃi[2]	
只	tʃi[3]	
指	tʃi[3]	
旨	tʃi[3]	
址	tʃi[3]	
止	tʃi[3]	
沚	tʃi[3]	
制	tʃi[5]	
至	tʃi[5]	
志	tʃi[5]	
誌	tʃi[5]	
痣	tʃi[5]	
滞	tʃi[5]	
齐	tʃʰi[2]	
民	tʃʰi[2]	
迟	tʃʰi[2]	
荠	tʃʰi[2]	
齿	tʃʰi[3]	白读
翅	tʃʰi[5]	
诗	ʃi[1]	
屍	ʃi[1]	
尸	ʃi[1]	
失	ʃi[2]	
时	ʃi[2]	
恃	ʃi[2]	
室	ʃi[2]	
式	ʃi[2]	
适	ʃi[2]	
释	ʃi[2]	
识	ʃi[2]	
饰	ʃi[2]	
屎	ʃi[3]	文读
始	ʃi[3]	
矢	ʃi[3]	
试	ʃi[5]	
世	ʃi[5]	
势	ʃi[5]	
誓	ʃi[6]	
是	ʃi[6]	
示	ʃi[6]	
视	ʃi[6]	
市	ʃi[6]	
基	ki[1]	
鸡	ki[1]	文读
饥	ki[1]	
几	ki[1]	～乎
机	ki[1]	
讥	ki[1]	
枝	ki[1]	
急	ki[2]	
桔	ki[2]	
激	ki[2]	
吉	ki[2]	
击	ki[2]	
级	ki[2]	
己	ki[3]	
几	ki[3]	～个
既	ki[5]	
锯	ki[5]	
计	ki[5]	
继	ki[5]	
记	ki[5]	
寄	ki[5]	文读
季	ki[5]	文读
纪	ki[6]	
欺	kʰi[1]	
隑	kʰi[1]	
奇	kʰi[2]	
旗	kʰi[2]	
骑	kʰi[2]	
其	kʰi[2]	
期	kʰi[2]	时～
棋	kʰi[2]	
麒	kʰi[2]	
祺	kʰi[2]	
迄	kʰi[2]	
起	kʰi[3]	
启	kʰi[3]	
岂	kʰi[3]	
器	kʰi[5]	
弃	kʰi[5]	
气	kʰi[5]	
汽	kʰi[5]	
柿	kʰi[5]	
蛭	kʰi[5]	白读
忌	kʰi[6]	
讫	kʰi[6]	
牺	xi[1]	
希	xi[1]	
稀	xi[1]	
嘻	xi[1]	
喜	xi[3]	
禧	xi[3]	
戏	xi[5]	
系	xi[6]	
鱼	ŋi[2]	白读
宜	ŋi[2]	
疑	ŋi[2]	
二	ŋi[6]	
艺	ŋi[6]	
义	ŋi[6]	
议	ŋi[6]	
衣	∅i[1]	
医	∅i[1]	
依	∅i[1]	
伊	∅i[1]	
而	∅i[2]	
移	∅i[2]	
夷	∅i[2]	
姨	∅i[2]	
余	∅i[2]	
荑	∅i[2]	
儿	∅i[2]	白读
乙	∅i[2]	
壹	∅i[2]	
噎	∅i[2]	
益	∅i[2]	
胰	∅i[2]	
已	∅i[3]	
以	∅i[3]	
意	∅i[5]	
亿	∅i[5]	
忆	∅i[5]	
臆	∅i[5]	
薏	∅i[5]	
裔	∅i[5]	
易	∅i[6]	容～
异	∅i[6]	
夫	py[1]	白读
肥	pʰy[2]	
匏	pʰy[2]	白读
妇	pʰy[4]	白读
孵	pʰy[6]	文读
追	ty[1]	
贮	ty[2]	文读
竹	ty[2]	
筑	ty[2]	
除	tʰy[2]	
厨	tʰy[2]	
储	tʰy[2]	
锤	tʰy[2]	
橱	tʰy[2]	
槌	tʰy[5]	
鎚	tʰy[5]	
住	tʰy[6]	白读
箸	tʰy[6]	
坠	tʰy[6]	
驴	ly[2]	
女	ly[3]	
吕	ly[3]	
旅	ly[3]	
缕	ly[3]	
履	ly[3]	文读
屡	ly[3]	
类	ly[6]	
锐	ly[6]	
虑	ly[6]	
滤	ly[6]	
累	ly[6]	疲劳
泪	ly[6]	
锥	tsy[1]	
嘱	tsy[2]	
嘴	tsy[3]	
诅	tsy[3]	
最	tsy[5]	
蛆	tsʰy[1]	
徐	tsʰy[2]	
取	tsʰy[3]	
娶	tsʰy[3]	
趣	tsʰy[5]	
翠	tsʰy[5]	文读
处	tsʰy[5]	
聚	tsʰy[6]	
醉	tsʰy[6]	白读
宿	sy[2]	白读
粟	sy[2]	白读
随	sy[2]	
隋	sy[2]	
睡	sy[5]	
岁	sy[5]	文读
祟	sy[5]	
絮	sy[6]	
序	sy[6]	
叙	sy[6]	
绪	sy[6]	
穗	sy[6]	
猪	tʃy[1]	
诸	tʃy[1]	
蛛	tʃy[1]	
株	tʃy[1]	
朱	tʃy[1]	
珠	tʃy[1]	
捉	tʃy[2]	
粥	tʃy[2]	
主	tʃy[3]	
著	tʃy[5]	
驻	tʃy[5]	
注	tʃy[5]	
註	tʃy[5]	
蛀	tʃy[5]	
住	tʃy[5]	文读
柱	tʃy[5]	文读
铸	tʃy[5]	
煮	tʃy[6]	
出	tʃʰy[2]	
鼠	tʃʰy[3]	
𥋖	tʃʰy[5]	
树	tʃʰy[6]	
书	ʃy[1]	
输	ʃy[1]	
垂	ʃy[2]	
殊	ʃy[2]	
薯	ʃy[2]	
戍	ʃy[2]	
叔	ʃy[2]	
黍	ʃy[2]	𧄔
水	ʃy[3]	
暑	ʃy[3]	
署	ʃy[3]	
曙	ʃy[3]	
竖	ʃy[6]	
穗	ʃy[6]	文读
瑞	ʃy[6]	
遂	ʃy[6]	
隧	ʃy[6]	
车	ky[1]	文读
拘	ky[1]	
驹	ky[1]	
规	ky[1]	
龟	ky[1]	
居	ky[1]	
鞠	ky[1]	
疴	ky[1]	
区	kʰy[1]	
驱	kʰy[1]	
亏	kʰy[1]	
葵	kʰy[2]	
屈	kʰy[2]	
渠	kʰy[2]	
曲	kʰy[2]	
豨	kʰy[3]	
臼	kʰy[3]	
舅	kʰy[4]	白读
去	kʰy[5]	文读
柜	kʰy[6]	
跪	kʰy[6]	
旧	kʰy[6]	
具	kʰy[6]	
拒	kʰy[6]	
距	kʰy[6]	
溃	kʰy[6]	
飞	xy[1]	文读
虚	xy[1]	
非	xy[1]	
挥	xy[1]	
辉	xy[1]	
徽	xy[1]	
菲	xy[1]	
畜	xy[2]	
蓄	xy[2]	
许	xy[3]	
匪	xy[3]	白读
费	xy[5]	
肺	xy[5]	
废	xy[5]	
讳	xy[5]	
惠	xy[6]	
慧	xy[6]	
旭	xy[6]	
汇	xy[6]	
牛	ŋy[2]	
危	ŋy[2]	
愚	ŋy[2]	
虞	ŋy[2]	
鱼	ŋy[2]	文读
桅	ŋy[2]	
语	ŋy[3]	
寓	ŋy[6]	
遇	ŋy[6]	
魏	ŋy[6]	
巍	ŋy[6]	
娱	ŋy[6]	
于	∅y[1]	
盂	∅y[1]	
威	∅y[1]	
围	∅y[2]	
微	∅y[2]	
遗	∅y[2]	
如	∅y[2]	
余	∅y[2]	
馀	∅y[2]	
为	∅y[2]	作～
维	∅y[2]	
惟	∅y[2]	
帷	∅y[2]	
违	∅y[2]	
伟	∅y[2]	
苇	∅y[2]	
熨	∅y[2]	
桅	∅y[2]	
榆	∅y[2]	
乳	∅y[3]	
宇	∅y[3]	
纬	∅y[3]	
羽	∅y[3]	
蕊	∅y[3]	白读
与	∅y[3]	
愉	∅y[6]	
味	∅y[6]	
胃	∅y[6]	
胃	∅y[6]	
誉	∅y[6]	
谓	∅y[6]	
渭	∅y[6]	
预	∅y[6]	
芋	∅y[6]	白读
腹	pu[2]	
蝴	pu[2]	
补	pu[3]	
布	pu[5]	
怖	pu[5]	
铺	pʰu[1]	～设
蒲	pʰu[2]	
菩	pʰu[2]	
葡	pʰu[2]	
匐	pʰu[2]	
覆	pʰu[2]	白读
