字	音	注
鯽	tʃi[15]	～魚
脂	tʃi[10]	2～肪
鰓	tʃʰi[1]	
雌	tʃʰi[1]	
屍	tʃʰi[1]	
癡	tʃʰi[1]	2
飼	tʃʰi[5]	餵養，～豬：養豬，～魚：養魚
枝	ki[1]	2柴～：樹枝
飢	ki[1]	
肌	ki[1]	
基	ki[1]	
箕	ki[1]	2糞～：一種簸箕
機	ki[1]	2飛～
饑	ki[1]	2
紀	ki[5]	2～念
記	ki[5]	
既	ki[5]	
几	ki[6]	茶～
麂	ki[6]	
己	ki[6]	天干之一
紀	ki[6]	1年～
□	ki[11]	～□liu35：蜷曲，～□liu55毛：刨花
稽	kʰi[1]	
欺	kʰi[1]	
譏	kʰi[1]	
器	kʰi[5]	
棄	kʰi[5]	
氣	kʰi[5]	
汽	kʰi[5]	
齒	kʰi[6]	
起	kʰi[6]	～身：起牀
弟	ŋi[10]	2兄～哥：弟兄
犧	xi[1]	
熙	xi[1]	
希	xi[1]	
稀	xi[1]	
妃	xi[1]	
費	xi[5]	
喜	xi[6]	
蟢	xi[6]	老～：蜘蛛
伊	∅i[1]	2他
醫	∅i[1]	
衣	∅i[1]	2～裳
依	∅i[1]	
底	∅i[1]	6著～…：正在…
意	∅i[5]	
憶	∅i[5]	
億	∅i[5]	
已	∅i[6]	
以	∅i[6]	
杞	∅i[6]	枸～
□	∅i[6]	無～□ai35：疲勞
底	∅i[0]	5桌～：桌子上，凳～：凳子上
得	∅i[0]	3一種助詞，相當於普通話的「了」或「掉」，如，落～：遺失，摒～：倒掉。常讀得接近[e0]
薏	∅i[14]	～米：薏仁
□	∅i[14]	～□ia52：母親
胰	∅i[13]	～皂：肥皂
富	pu[5]	
腹	pu[14]	1～肚：肚子
□	pu[12]	擔～□luŋ52：貨郎
葡	pu[13]	～萄
□	pu[13]	～蠅：蒼蠅
菩	pu[16]	～薩
殕	pʰu[6]	生～：發黴
母	mu[6]	3～嬸：叔母
拇	mu[6]	2
都	tu[1]	首～
都	tu[1]	副詞
妒	tu[5]	
堵	tu[6]	
賭	tu[6]	
杜	tu[12]	～仲
拄	tu[12]	～杖：幫助挑擔用的棍子
□	tu[12]	～□lᴇn41：蜥蜴
吐	tʰu[5]	嘔吐
兔	tʰu[5]	
土	tʰu[6]	～灰：石灰
□	tʰu[6]	凸
露	lu[5]	1露水
魯	lu[6]	
櫓	lu[6]	
鹵	lu[6]	
肚	lu[6]	腹～：肚子
□	lu[6]	船～底：船艙
鸕	lu[13]	～鷀
租	tsu[1]	2
資	tsu[1]	
姿	tsu[1]	
咨	tsu[1]	
祖	tsu[6]	
組	tsu[6]	
阻	tsu[6]	
子	tsu[6]	2地支之一
梓	tsu[6]	
粗	tsʰu[1]	
醋	tsʰu[5]	
刺	tsʰu[5]	2動詞
次	tsʰu[5]	
楚	tsʰu[6]	2清～
此	tsʰu[6]	
蘇	θu[1]	
酥	θu[1]	
斯	θu[1]	
廝	θu[1]	
撕	θu[1]	
師	θu[1]	2老～
思	θu[1]	
素	θu[5]	
訴	θu[5]	
塑	θu[5]	
數	θu[5]	名詞
賜	θu[5]	
史	θu[6]	
四	θu[15]	2～川
姑	ku[1]	
孤	ku[1]	
菇	ku[1]	2
蛄	ku[1]	蝦～
枯	ku[1]	2偏～：癱瘓
故	ku[5]	
雇	ku[5]	
顧	ku[5]	
固	ku[5]	還，副詞。本書中寫作「固」，原文另有單字音
古	ku[6]	1
估	ku[6]	
股	ku[6]	
鼓	ku[6]	
牯	ku[6]	犬～：公狗
□	ku[6]	～□on35：貓頭鷹
狐	ku[13]	～狸
箍	kʰu[1]	空胡切
枯	kʰu[1]	1榨完油之後的渣子壓成的餅
呼	kʰu[1]	1～雞
丘	kʰu[1]	2量詞，用於田
庫	kʰu[5]	
褲	kʰu[5]	
苦	kʰu[6]	
□	kʰu[11]	～毛：汗毛
五	ŋu[6]	2～香：八角
伍	ŋu[6]	
午	ŋu[6]	
呼	xu[1]	2
夫	xu[1]	3姊～：姐夫
膚	xu[1]	
敷	xu[1]	
烌	xu[1]	2火～：灰
□	xu[1]	～□ien44柴：楓樹
戽	xu[5]	
付	xu[5]	
咐	xu[5]	吩～
賦	xu[5]	
傅	xu[5]	
赴	xu[5]	𣍐𣍐～：來不及
訃	xu[5]	
副	xu[5]	
虎	xu[6]	
滸	xu[6]	
府	xu[6]	
腑	xu[6]	
俯	xu[6]	
甫	xu[6]	
釜	xu[6]	
俘	xu[13]	～虜
□	xu[11]	～□møŋ334：蜈蚣
烏	∅u[1]	黑
污	∅u[1]	
□	∅u[5]	扔
背	∅u[5]	1刀～：刀背
撫	∅u[6]	
武	∅u[6]	
舞	∅u[6]	
侮	∅u[6]	
鵡	∅u[6]	
豬	ty[1]	2～肚
儲	ty[5]	～蓄
著	ty[5]	
□	ty[5]	～袋：口袋
雉	ty[10]	～雞：野雞
誅	tʰy[1]	
女	ny[6]	外甥～：外甥女、外孫女，後家～：妻子的兄弟之女
汝	ny[6]	你
呂	ly[6]	
旅	ly[6]	
屢	ly[6]	
鋁	ly[6]	
書	θy[1]	3秘～
舒	θy[1]	
須	θy[1]	必～
需	θy[1]	
輸	θy[1]	運～
絮	θy[5]	
庶	θy[5]	
恕	θy[5]	
穗	θy[5]	
暑	θy[6]	大～
署	θy[6]	
諸	tʃy[1]	
書	tʃy[1]	2教～
煮	tʃy[6]	～菜：做菜
沝	tʃy[6]	水。本書中一般寫作「水」
水	tʃy[6]	
注	tʃy[11]	～意
處	tʃʰy[5]	相～
處	tʃʰy[5]	～長
娶	tʃʰy[5]	
趣	tʃʰy[5]	
喙	tʃʰy[5]	2～齒：牙齒。本書中寫作「喙」
鼠	tʃʰy[6]	
取	tʃʰy[6]	2
居	ky[1]	
車	ky[1]	～馬炮
拘	ky[1]	
駒	ky[1]	
據	ky[5]	
鋸	ky[5]	
句	ky[5]	2
舉	ky[6]	
矩	ky[6]	
莒	ky[15]	～溪：地名
□	ky[16]	拍～□lyuk5：呃逆
區	kʰy[1]	
驅	kʰy[1]	
語	ŋy[6]	
虛	xy[1]	
噓	xy[1]	
許	xy[6]	3～配；姓
於	∅y[6]	
與	∅y[6]	
于	∅y[6]	
愉	∅y[6]	
雨	∅y[6]	2□tɔn35～：下雨
宇	∅y[6]	
禹	∅y[6]	
羽	∅y[6]	
芋	∅y[6]	2
巴	pa[1]	
芭	pa[1]	
疤	pa[1]	
笆	pa[1]	
爬	pa[2]	
琶	pa[2]	
杷	pa[2]	
筢	pa[2]	柴～：耙子
扒	pa[2]	～癢：抓癢
□	pa[2]	～□lat4肩：換肩
□	pa[2]	～□lat1鑽：木工鑽
□	pa[2]	掃地～：掃地
霸	pa[5]	
壩	pa[5]	
八	pa[5]	3～～：八哥兒。讀作[pa11βa35]
把	pa[6]	
靶	pa[6]	
罷	pa[6]	
飽	pa[6]	
泡	pʰa[5]	1生～：起泡
□	pʰa[13]	～□laŋ41：東西搖來搖去
□	pʰa[11]	～糞斗：翻跟頭
貓	ma[2]	1老～：一種與狐狸相似的野生動物
駡	ma[5]	
媽	ma[6]	老～：妻子，□tie23～：婆婆
馬	ma[6]	
碼	ma[6]	
爸	ma[6]	郎～：父親
□	ma[6]	□ŋɔŋ35～：傻子
麻	ma[16]	2～雀：麻將
哪	ta[2]	2～羅寺：寺名
茶	ta[2]	
打	ta[6]	
他	tʰa[1]	
䖳	tʰa[5]	海蜇
柴	tʰa[13]	2～手：毛竹做的笤帚。本書中寫作「柴」
□	na[1]	2疤
□	na[2]	拃
□	na[2]	解大小便
哪	na[6]	1
那	na[6]	
□	na[6]	淨；只
□	na[6]	如果
蘿	la[2]	～蔔
□	la[5]	灡～：涎布
□	la[0]	一下。「蜀下」的合音
□	la[13]	～□li41：穿山甲
渣	tsa[1]	
楂	tsa[1]	山～
查	tsa[1]	動詞
□	tsa[2]	□maʔ3～：肮髒
者	tsa[6]	
紙	tsa[6]	
早	tsa[6]	
這	tsa[6]	2～□lieʔ5：這個。本書中寫作「這」
笊	tsa[15]	～籬
榨	tsa[11]	～菜
叉	tsʰa[1]	
杈	tsʰa[1]	
差	tsʰa[1]	2～別
岔	tsʰa[1]	1
柴	tsʰa[2]	1柴；樹。本書中寫作「柴」
且	tsʰa[6]	
炒	tsʰa[6]	
沙	θa[1]	3～鍋
紗	θa[1]	
痧	θa[1]	2發～：中暑
□	θa[5]	性交
家	ka[1]	2自～：自己
加	ka[1]	
痂	ka[1]	
嘉	ka[1]	
傢	ka[1]	
佳	ka[1]	
膠	ka[1]	2～水，魚～：魚鰾
□	ka[1]	□tʃʰiŋ55～娘：蜻蜓
賈	ka[5]	
假	ka[5]	放～
架	ka[5]	
駕	ka[5]	
嫁	ka[5]	
稼	ka[5]	
價	ka[5]	
教	ka[5]	1～書
酵	ka[5]	1～母粉：發酵粉
假	ka[6]	真～
絞	ka[6]	～米：碾米
咬	ka[6]	下巧切
□	ka[15]	～機：織布機
橄	ka[12]	～欖
□	ka[12]	～蚤：跳蚤
交	ka[16]	1～椅
□	ka[11]	～□lai35：烏鱧
□	ka[11]	～□lam11覆睏：趴著睡
□	ka[11]	～□lam11吞：囫圇吞
□	ka[11]	～□lai11側□xai445那裡睏：側身而睡
骹	kʰa[1]	2腳
敲	kʰa[5]	苦教切，～門
□	kʰa[15]	～□liəu553：玩兒
□	kʰa[11]	～□li44蟲：孑孓
□	ŋa[1]	2杈
牙	ŋa[2]	
芽	ŋa[2]	
衙	ŋa[2]	
蚜	ŋa[2]	
雅	ŋa[2]	
啞	ŋa[6]	病～：啞巴
□	ŋa[13]	～□lan322：石頭
蝦	xa[2]	何加切
霞	xa[2]	出紅～：出朝霞、晚霞
瑕	xa[2]	
遐	xa[2]	
孝	xa[5]	1帶～
廈	xa[6]	～門
下	xa[6]	2～霧，～願：許願
夏	xa[6]	姓
夏	xa[6]	～至
許	xa[6]	2～□ieʔ5：那個
丫	∅a[1]	2～頭
亞	∅a[5]	
下	∅a[6]	2樓～
下	∅a[6]	1～堂：下課
下	∅a[6]	動量詞
拗	∅a[6]	
啊	∅a[0]	一種助詞。參[句]27、40、50、95
□	∅ia[6]	□i45～：母親
花	xua[1]	3～生
我	∅ua[6]	1
□	pai[3]	～骹：瘸子
拜	pai[5]	
敗	pai[6]	
派	pʰai[5]	
埋	mai[2]	
妹	mai[5]	
□	mai[5]	壞，破
邁	mai[6]	
□	mai[6]	用背馱
臺	tai[2]	2戲～
□	tai[2]	埋
□	tai[2]	雞虱
戴	tai[5]	動詞；姓
帶	tai[5]	鞋～；動詞
碓	tai[5]	水～
大	tai[6]	2～學
待	tai[6]	
怠	tai[6]	
貸	tai[6]	
代	tai[6]	2～表
事	tai[6]	1～□ie35：事情
□	tai[6]	𣍐～得：捨不得
胎	tʰai[1]	
苔	tʰai[1]	舌～
抬	tʰai[1]	
梯	tʰai[1]	
𥭘	tʰai[1]	篩子
篩	tʰai[1]	篩子
豺	tʰai[2]	1～犬：狼
治	tʰai[2]	直之切，殺
腿	tʰai[3]	1骹～：大腿
態	tʰai[5]	
太	tʰai[5]	
泰	tʰai[5]	
癡	nai[1]	1風～：颱風
婿	nai[5]	1兒～：女婿
乃	nai[6]	
耐	nai[6]	
奈	nai[6]	
捺	nai[6]	
來	lai[2]	2將～
雷	lai[2]	1拍～：打雷
□	lai[2]	□uoŋ23～：菠蘿
□	lai[2]	蜀～葡萄：一串葡萄
□	lai[3]	魚簍
瀨	lai[5]	水流較急、較淺的地方
□	lai[5]	蹭癢
賴	lai[6]	～伏雞母：抱窩的母雞；姓
癩	lai[6]	
士	lai[6]	1道～
□	lai[12]	□ka11～：烏鱧
□	lai[11]	□ka11～側□xai445那裡睏：側身而睡
灾	tsai[1]	
栽	tsai[1]	
才	tsai[2]	2讀字
材	tsai[2]	
財	tsai[2]	
裁	tsai[2]	
豺	tsai[2]	2
臍	tsai[2]	腹～：肚臍
宰	tsai[3]	
載	tsai[3]	年
指	tsai[3]	2十一～：六指兒
再	tsai[5]	
載	tsai[5]	～重
債	tsai[5]	
□	tsai[5]	這裡
在	tsai[6]	
寨	tsai[6]	
猜	tsʰai[1]	
釵	tsʰai[1]	
差	tsʰai[1]	郵～
才	tsʰai[2]	1奴～
彩	tsʰai[3]	
采	tsʰai[3]	
睬	tsʰai[3]	
踩	tsʰai[3]	
菜	tsʰai[5]	
蔡	tsʰai[5]	
□	tsʰai[5]	□xat3～：打噴嚏
腮	θai[1]	
師	θai[1]	1～父
獅	θai[1]	
屎	θai[3]	
使	θai[3]	用，解～得：可以，𣍐𣍐～得：不可以29
駛	θai[3]	
私	θai[11]	～家錢：私房錢
該	kai[1]	
皆	kai[1]	
階	kai[1]	
□	kai[1]	嗉子
改	kai[3]	
解	kai[3]	2～放
蓋	kai[5]	
介	kai[5]	
界	kai[5]	
芥	kai[5]	2
尬	kai[5]	
屆	kai[5]	
戒	kai[5]	2～酒
械	kai[5]	
□	kai[5]	1再
開	kʰai[1]	2
凱	kʰai[3]	
楷	kʰai[3]	
概	kʰai[5]	
溉	kʰai[5]	
慨	kʰai[5]	
礙	ŋai[6]	
□	xai[2]	陶瓷器
海	xai[3]	
□	xai[5]	那裡
亥	xai[6]	
害	xai[6]	
哀	∅ai[1]	
埃	∅ai[1]	
□	∅ai[2]	無□i11～：疲勞
螠	∅ai[3]	一種海裡的螃蟹，較小
倚	∅ai[3]	靠
愛	∅ai[5]	2～國，可～
□	∅ai[5]	2再
乖	kuai[1]	2
拐	kuai[3]	轉折
怪	kuai[5]	責怪
快	kʰuai[5]	3
歪	∅uai[1]	2
包	pau[1]	～起身：包起來；包子
胞	pau[2]	
豹	pau[5]	
齙	pau[5]	～牙
拋	pʰau[1]	
跑	pʰau[2]	
炮	pʰau[5]	棋子之一，放火～：放鞭炮
泡	pʰau[5]	2～茶
鉋	pʰau[6]	一種工具
茅	mau[2]	
貓	mau[2]	3
矛	mau[2]	
卯	mau[3]	
貌	mau[6]	
兜	tau[1]	
蔸	tau[1]	棵
□	tau[1]	身～：附近
投	tau[2]	
□	tau[2]	□tit3～：故意
斗	tau[3]	容量單位
罩	tau[5]	
晝	tau[5]	食～：吃午飯
豆	tau[6]	
痘	tau[6]	
脰	tau[6]	～管：脖子，～領：衣領，吊～：上吊
偷	tʰau[1]	
頭	tʰau[2]	
□	tʰau[2]	□kyuk5～血：淤血
㪗	tʰau[3]	展開
透	tʰau[5]	
毒	tʰau[5]	用毒藥毒害致死
鬧	nau[6]	
紐	nau[6]	1秤～
樓	lau[2]	1～上
流	lau[2]	1
劉	lau[2]	
留	lau[2]	1
□	lau[2]	～□uɔŋ322：時候
老	lau[6]	1形容詞
漏	lau[6]	
□	lau[11]	～瀉：拉肚子
糟	tsau[1]	
巢	tsau[2]	
剿	tsau[2]	～匪
蚤	tsau[3]	
爪	tsau[3]	
走	tsau[3]	跑
灶	tsau[5]	
操	tsʰau[1]	2體～
抄	tsʰau[1]	
鈔	tsʰau[1]	
□	tsʰau[1]	把下擺塞到褲子裡
草	tsʰau[3]	1
吵	tsʰau[3]	
臭	tsʰau[5]	
梢	θau[1]	
捎	θau[1]	
稍	θau[1]	
掃	θau[5]	動詞
嗽	θau[5]	
哨	θau[5]	～子，橫～：橫笛
□	θau[11]	～□pie35：趕牛用的竹鞭
□	θau[11]	～□iŋ35：喜歡
交	kau[1]	2
郊	kau[1]	
勾	kau[1]	
鈎	kau[1]	
溝	kau[1]	
猴	kau[2]	
□	kau[2]	～子：骰子
垢	kau[3]	污垢
九	kau[3]	
教	kau[5]	2～育
校	kau[5]	～對
較	kau[5]	
夠	kau[5]	
□	kau[5]	到
□	kau[5]	起～：降霜
□	kau[5]	蜀～日：一個月
厚	kau[6]	兼指「密」
狡	kau[12]	～猾
□	kau[13]	～□uɔn41：蚯蚓
□	kʰau[1]	鬮
□	kʰau[2]	摳；刮去
口	kʰau[3]	1洪～：地名
□	ŋau[2]	斜，歪，彎
肴	ŋau[6]	
藕	ŋau[6]	
薅	xau[1]	～草：稻田除草
吼	xau[3]	叫
酵	xau[5]	2
孝	xau[5]	2
校	xau[6]	～長
效	xau[6]	
凹	∅au[1]	
甌	∅au[1]	1大酒杯
號	∅au[2]	胡刀切，哭；母雞叫
後	∅au[6]	1～□iŋ41：後邊
□	∅au[6]	乾噦
排	pɛ[2]	
牌	pɛ[2]	
簰	pɛ[2]	筏子
擺	pɛ[2]	2
□	pɛ[2]	～□lᴇn41：翻轉。「反」的分音詞
□	pɛ[2]	□tsʰui44～：商量
□	pɛ[2]	乞食～：演唱蓮花落
擺	pɛ[6]	1
稗	pʰɛ[5]	
□	pʰɛ[6]	喙～：臉頰，□□kɔ55lon22～：屁股蛋
□	mɛ[2]	□yoŋ23～：青蛙
買	mɛ[6]	
賣	mɛ[6]	
𣍐	mɛ[6]	不會。本書中寫作「𣍐」
□	mɛ[12]	□lyoŋ11～：老鷹
低	tɛ[1]	
題	tɛ[2]	
蹄	tɛ[2]	
帝	tɛ[5]	
底	tɛ[6]	4水～，鞋～
抵	tɛ[6]	1遮
弟	tɛ[6]	3表～，徒～
第	tɛ[6]	
隸	tɛ[6]	
替	tʰɛ[5]	
體	tʰɛ[6]	
泥	nɛ[2]	～匙：抹子，做～：泥水匠
尼	nɛ[2]	
奶	nɛ[6]	伯母
犁	lɛ[2]	
黎	lɛ[2]	
璃	lɛ[2]	玻～
厘	lɛ[2]	
厲	lɛ[6]	
勵	lɛ[6]	
禮	lɛ[6]	
麗	lɛ[6]	
西	θɛ[1]	～爿：西邊，～瓜
犀	θɛ[1]	
細	θɛ[5]	
婿	θɛ[5]	2
□	θɛ[5]	耖
□	θɛ[5]	問～人：問巫婆
所	θɛ[6]	
洗	θɛ[6]	
□	θɛ[6]	有～：多
齋	tʃɛ[1]	食～：吃素
齊	tʃɛ[2]	齊全
濟	tʃɛ[5]	～公
䶓	tʃɛ[5]	苧絲
劑	tʃɛ[5]	
擠	tʃɛ[6]	
□	tʃɛ[6]	蜀～柴：一節木頭，蜀～甘蔗：一節甘蔗
栖	tʃʰɛ[1]	
街	kɛ[1]	
共	kɛ[2]	2和，跟
疥	kɛ[5]	
戒	kɛ[5]	1豬八～
掛	kɛ[5]	1
解	kɛ[6]	1～開
溪	kʰɛ[1]	
快	kʰɛ[5]	1形容詞
□	kʰɛ[6]	啃
倪	ŋɛ[2]	姓
蟹	xɛ[6]	老～：淡水螃蟹
□	xɛ[6]	膩
鞋	∅ɛ[2]	
□	∅ɛ[5]	看
解	∅ɛ[6]	胡買切，會
矮	∅ɛ[6]	
欸	∅ɛ[0]	句末助詞
表	pᴇu[3]	2
錶	pᴇu[3]	2
否	pʰᴇu[3]	2
票	pʰᴇu[5]	2
漂	pʰᴇu[5]	2～亮
阜	pʰᴇu[6]	
謀	mᴇu[2]	
藐	mᴇu[3]	2
渺	mᴇu[3]	2
秒	mᴇu[3]	2
畝	mᴇu[3]	2
茂	mᴇu[6]	
貿	mᴇu[6]	
條	tᴇu[2]	
愁	tᴇu[2]	1
釣	tᴇu[5]	
吊	tᴇu[5]	
鬥	tᴇu[5]	
□	tᴇu[5]	絎
抖	tᴇu[6]	
逗	tᴇu[6]	～號
跳	tʰᴇu[5]	
糶	tʰᴇu[5]	
□	tʰᴇu[5]	～水：引水
鳥	nᴇu[3]	6
□	nᴇu[5]	～痕：皺紋，眉毛～起身：皺眉
樓	lᴇu[2]	2後門～：地名
寮	lᴇu[2]	～囝：棚子
□	lᴇu[2]	惹
□	lᴇu[2]	～囝：蜆
了	lᴇu[3]	3～解；冥食去～了[lɔ0]：吃了晚飯了
縷	lᴇu[3]	
簍	lᴇu[3]	
料	lᴇu[6]	
陋	lᴇu[6]	
廖	lᴇu[6]	力吊切
□	lᴇu[15]	～□lie553：可愛
□	θᴇu[2]	均勻；～～：常常
小	θᴇu[3]	2
鞘	θᴇu[5]	
肖	θᴇu[5]	～兔：屬兔
少	tʃᴇu[3]	2數量小；副詞
鳥	tʃᴇu[3]	4粟～：麻雀
照	tʃᴇu[5]	2
奏	tʃᴇu[5]	2
皺	tʃᴇu[5]	2
咒	tʃᴇu[5]	2
愁	tʃʰᴇu[2]	2
□	tʃʰᴇu[2]	間苗
笑	tʃʰᴇu[5]	2
湊	tʃʰᴇu[5]	
狗	kᴇu[3]	～腿：走狗
叫	kᴇu[5]	2鳥鳴，公雞叫
構	kᴇu[5]	
購	kᴇu[5]	
枸	kᴇu[14]	～杞
巧	kʰᴇu[3]	
口	kʰᴇu[3]	2人～
扣	kʰᴇu[5]	
寇	kʰᴇu[5]	
扣	kʰᴇu[5]	
蔻	kʰᴇu[5]	豆～
□	kʰᴇu[5]	假豆～：一種粉條兒
快	kʰᴇu[15]	2～活：舒服
翹	kʰᴇu[16]	2～角：防火墻的頭
偶	ŋᴇu[3]	
侯	xᴇu[2]	
喉	xᴇu[2]	2
後	xᴇu[6]	2落～
后	xᴇu[6]	皇～
候	xᴇu[6]	
表	piɐu[3]	1
錶	piɐu[3]	1
否	pʰiɐu[3]	1
票	pʰiɐu[5]	1
漂	pʰiɐu[5]	1～亮
藐	miɐu[3]	1
渺	miɐu[3]	1
秒	miɐu[3]	1
畝	miɐu[3]	1
鳥	niɐu[3]	5
了	liɐu[3]	2～解；冥食去～了[lɔ0]：吃了晚飯了
小	θiɐu[3]	1
少	tʃiɐu[3]	1數量小；副詞
鳥	tʃiɐu[3]	3粟～：麻雀
照	tʃiɐu[5]	1
奏	tʃiɐu[5]	1
皺	tʃiɐu[5]	1
咒	tʃiɐu[5]	1
笑	tʃʰiɐu[5]	1
繳	kiɐu[3]	
餃	kiɐu[3]	
叫	kiɐu[5]	1鳥鳴，公雞叫
翹	kʰiɐu[5]	1頭髮等竪起；秤尾高
□	ŋiɐu[3]	撓，抓
曉	xiɐu[3]	
舀	∅iɐu[3]	
要	∅iɐu[5]	重～
標	piəu[1]	
彪	piəu[1]	
飄	pʰiəu[1]	
瓢	pʰiəu[2]	
嫖	pʰiəu[2]	
薸	pʰiəu[2]	浮萍
漂	pʰiəu[6]	～白
苗	miəu[2]	
描	miəu[2]	
廟	miəu[6]	
妙	miəu[6]	
謬	miəu[6]	
繆	miəu[6]	姓
刁	tiəu[1]	
貂	tiəu[1]	
朝	tiəu[2]	唐～
潮	tiəu[2]	
調	tiəu[2]	～羹，～整
趙	tiəu[6]	
兆	tiəu[6]	
肇	tiəu[6]	
召	tiəu[6]	
調	tiəu[6]	～動
紂	tiəu[6]	
超	tʰiəu[1]	～度
挑	tʰiəu[1]	～選
抽	tʰiəu[1]	
饒	niəu[2]	1寬恕
尿	niəu[6]	
燎	liəu[2]	
療	liəu[2]	
聊	liəu[2]	
遼	liəu[2]	
瞭	liəu[2]	
□	liəu[2]	□kʰa55～：玩兒
□	liəu[6]	攪拌
□	liəu[6]	～～：藠頭
消	θiəu[1]	
宵	θiəu[1]	
霄	θiəu[1]	
硝	θiəu[1]	
銷	θiəu[1]	
燒	θiəu[1]	
蕭	θiəu[1]	
簫	θiəu[1]	
韶	θiəu[2]	
紹	θiəu[6]	
邵	θiəu[6]	
□	θiəu[6]	羡慕；表揚
焦	tʃiəu[1]	
蕉	tʃiəu[1]	
椒	tʃiəu[1]	
昭	tʃiəu[1]	
招	tʃiəu[1]	
沼	tʃiəu[1]	
鄒	tʃiəu[1]	
□	tʃiəu[1]	～料：佐料
驕	kiəu[1]	
嬌	kiəu[1]	
喬	kiəu[2]	
僑	kiəu[2]	
蕎	kiəu[2]	
轎	kiəu[6]	
□	kiəu[6]	撬
蹺	kʰiəu[1]	
饒	ŋiəu[2]	2上～：地名
堯	ŋiəu[2]	
妖	∅iəu[1]	
邀	∅iəu[1]	
腰	∅iəu[1]	
要	∅iəu[1]	～求
歐	∅iəu[1]	2
甌	∅iəu[1]	3
搖	∅iəu[2]	
謠	∅iəu[2]	
窑	∅iəu[2]	
耀	∅iəu[6]	
鷂	∅iəu[6]	紙～：風箏
躍	∅iəu[6]	
婆	pɔ[2]	
□	pɔ[2]	□pi11～□βit5：蝙蝠
播	pɔ[5]	
報	pɔ[5]	
□	pɔ[5]	罩～：起霧，指位置較高地方的霧
褒	pɔ[6]	
保	pɔ[6]	
堡	pɔ[6]	
寶	pɔ[6]	
抱	pɔ[6]	
暴	pɔ[6]	
爆	pɔ[6]	
玻	pɔ[10]	～璃
波	pʰɔ[1]	
坡	pʰɔ[1]	
袍	pʰɔ[2]	
破	pʰɔ[5]	2
毛	mɔ[2]	拔～
無	mɔ[2]	無，沒有。本書中寫作「無」
磨	mɔ[6]	名詞
冒	mɔ[6]	
帽	mɔ[6]	
母	mɔ[6]	1豬～：母豬，虱～：虱子，酵～粉：發酵粉
拇	mɔ[6]	1指頭～：大拇指
□	mɔ[6]	大～：大約
多	tɔ[1]	
刀	tɔ[1]	2
駝	tɔ[2]	
馱	tɔ[2]	拿
舵	tɔ[2]	
逃	tɔ[2]	
陶	tɔ[2]	
□	tɔ[2]	□xɔ23～：胳肢
到	tɔ[5]	
禱	tɔ[6]	
島	tɔ[6]	
倒	tɔ[6]	拍～：打倒
搗	tɔ[6]	
道	tɔ[6]	2味～
稻	tɔ[6]	
盜	tɔ[6]	
導	tɔ[6]	
滔	tʰɔ[1]	
濤	tʰɔ[1]	
桃	tʰɔ[2]	
套	tʰɔ[5]	
討	tʰɔ[6]	
妥	tʰɔ[11]	～當
挪	nɔ[2]	
萄	nɔ[2]	葡～
乇	nɔ[5]	1什麼。本書中寫作「乇」
腦	nɔ[6]	後～：後腦勺子
惱	nɔ[6]	
羅	lɔ[2]	
鑼	lɔ[2]	
邏	lɔ[2]	
勞	lɔ[2]	
牢	lɔ[2]	
