o
tsʰ[1]疵差痴[2]雌池驰瓷迟慈磁辞祠词持吃[5]赐侈次峙饬秩斥[3]此耻齿
s[1]斯厮撕施私师思丝司思诗虱[5]舐是氏四肆伺似祀寺饲嗣士仕柿侍[3]死史使驶

ʅ
tʂʰ[2]赤尺迟
tʂ[1]只[2]织职植炙
ʂ[1]眵施狮蛳尸失[2]匙湿十什拾食蚀识饰实室适释石[5]世势誓逝杮豉示视嗜事试市式[3]屎矢始恃
ʐ[2]日

uai
k[1]乖[5]怪[3]蒯拐
kʰ[5]刽快筷[3]块
x[2]徊怀槐淮[5]坏
Ǿ[1]歪[5]外
tʂʰ[1]揣
tʂ[5]拽
ʂ[1]衰摔[5]帅率

uen
t[1]敦墩蹲[5]顿扽屯盾沌钝遁
tʰ[2]豚肫
l[2]仑伦沦轮[5]论
ts[1]尊遵
tsʰ[1]村[2]忖存[5]寸
s[1]孙[3]损笋榫
k[5]棍[3]滚
kʰ[1]昆坤[5]困[3]捆
x[1]昏婚浑荤[2]茴魂横[5]馄混
Ǿ[1]温瘟[2]文纹蚊闻吻[5]问[3]稳刎
tʂʰ[1]椿春[2]唇醇[3]蠢
tʂ[3]准
ʂ[2]纯[5]顺舜[3]吮
ʐ[5]闰润孕

ə˞
Ǿ[2]儿而[3]尔耳饵

ao
t[1]刀叨[5]倒到稻道导盗蹈[3]倒岛捣
tʰ[1]滔掏涛[2]桃逃淘陶萄[5]套[3]祷讨
l[1]捞[2]劳牢唠痨涝[5]闹[3]脑恼老姥
ts[1]糟遭朝召昭招沼[5]蚤灶躁皂赵兆诏[3]早枣澡
tsʰ[1]操糙缲超[2]曹槽潮朝[5]造臊燥[3]草
s[1]骚筲[5]潲潲[3]嫂扫
k[1]高篙糕羔膏[5]告犒[3]稿搞
kʰ[5]靠铐[3]考烤拷
ŋ[1]凹坳[2]熬[5]傲懊奥澳[3]袄
x[1]蒿薅[2]毫豪壕号[5]耗浩号
p[1]褒菢包雹[5]报抱暴豹爆鲍曝[3]保宝堡饱
pʰ[1]抛[2]胞刨[5]袍泡脬泡炮[3]跑
m[1]猫[2]毛茅矛[5]冒帽貌茂贸[3]卯
tʂʰ[1]抄钞[2]巢[3]炒吵
tʂ[5]罩照[3]找爪
ʂ[1]梢捎稍烧[2]韶[5]哨少绍邵[3]少
ʐ[2]铙挠饶桡[3]扰绕

yn
Ǿ[1]晕[2]匀云营茔[5]熨耘韵运泳咏[3]允尹永
tɕʰ[2]群裙琼[3]倾顷
ɕ[1]熏勋[2]寻荀询旬循巡殉[5]逊迅驯训
tɕ[1]钧均君军[5]俊浚菌郡[3]迥

iao
t[1]刁雕貂凋[5]吊钓调掉调
tʰ[1]挑[2]条调[5]跳粜跳
l[2]燎燎疗辽聊寥撩僚镣[5]料廖[3]了瞭
Ǿ[1]妖邀腰要夭幺吆[2]肴摇謡姚窑遥尧[5]要耀鹞跃[3]舀
tɕʰ[1]敲悄樵撬[2]瞧矫荞桥乔[5]拗俏翘窍[3]巧
p[1]标彪[3]表婊
pʰ[1]飘[2]瓢[5]票嫖鳔
m[2]锚苗描[5]庙妙[3]秒渺藐
ɕ[1]淆消宵霄硝销逍肖嚣萧箫[5]酵校哮孝校效笑[3]校小侥晓
tɕ[1]交胶教茭焦蕉椒骄娇浇[2]嚼[5]教较觉窖醮轿叫[3]绞狡铰搅剿缴饺
ȵ[5]尿[3]咬鸟痒

iəu
t[1]丢
l[1]溜馏[2]流留刘琉硫[5]榴[3]柳
Ǿ[1]优忧悠幽[2]尤邮由油游犹[5]又右佑莠诱柚釉幼[3]有友酉
tɕʰ[1]锹揪秋鳅丘仇[2]求球
m[5]谬
ɕ[1]修羞休[2]囚泅[5]秀绣锈袖嗅[3]朽
tɕ[1]鸠阄纠究咎柩纠[5]就救舅旧[3]酒九久韭灸臼
ȵ[2]牛[3]纽扭

oŋ
t[1]东冬[5]冻栋动洞[3]董懂
tʰ[1]通[2]同铜桐筒童瞳[5]痛[3]捅桶统
l[2]笼聋砻咙农脓侬隆浓龙[5]弄[3]拢窿垄陇
ts[1]鬃棕宗综踪[5]粽纵[3]总冢
tsʰ[1]葱聪怱囱冲[2]丛从
s[1]松嵩松[5]送宋诵颂讼[3]怂
k[1]公工功攻蚣弓躬宫恭龚[5]贡供共[3]汞拱巩
kʰ[1]空{～空间 }[5]空{～空闲}控[3]孔恐
x[1]烘轰[2]弘虹红洪鸿宏
Ǿ[1]翁瓮壅[5]齆
p[1]崩绷[5]迸蚌
pʰ[2]朋篷蓬棚[5]喷碰[3]捧
m[1]懵[2]谋蒙蠓萌盟[5]茂孟[3]某亩猛蜢
tʂʰ[1]充铳[2]虫崇重[3]宠
tʂ[1]中{～中间}忠衷终钟盅[5]中{～中意}仲众重[3]种肿
ʐ[1]宂[2]绒戎融茸
f[1]风疯枫丰封蜂峰锋[2]冯逢缝[5]凤奉缝俸[3]否讽

an
t[1]耽丹[5]旦断锻段缎[3]胆掸疸短
tʰ[1]贪探坍滩摊瘫[2]潭谭坛谈痰檀坛弹[5]叹炭[3]毯坦
l[2]南男婪蓝篮难兰拦栏[5]滥难烂乱[3]览揽榄缆懒卵
ts[1]簪沾粘瞻簪毡[5]暂錾蘸赞溅战[3]斩盏展攒
tsʰ[1]参搀餐[2]蚕惭馋谗残缠[5]忏灿绽颤[3]惨铲
s[1]三衫删搧[5]阉散{～散步}疝[3]散{～散沙}伞
k[1]甘柑泔尴干{～天干地支}肝竿杆[5]干{～干部}[3]感敢橄秆擀赶 
kʰ[1]堪龛看{～看东西}勘槛刊[5]看{～看见}[3]坎砍
ŋ[1]庵安鞍[5]揞暗岸按案晏
x[1]憨酣[2]含函憾咸寒韩[5]撼鼾汉熯旱捍汗焊翰[3]喊罕
p[1]担单班斑扳颁搬般[5]淡诞但弹蛋扮办瓣半伴拌	[3]板版
pʰ[1]攀潘[2]盘[5]盼绊判畔叛
m[2]蛮瞒馒[5]慢鳗漫幔蔓[3]满
tʂʰ[2]蟾[3]产
tʂ[5]站站占栈
ʂ[1]山[2]蝉禅[5]扇善膳[3]陕闪
ʐ[2]然燃[3]染冉
f[1]翻番藩[2]凡帆烦矾繁[5]泛范犯梵贩饭[3]反

in
t[1]丁钉{～钉子}疔叮[5]钉{～钉钉子}订锭定[3]顶鼎
tʰ[1]听厅廷蜓[2]亭停庭[3]挺艇
l[2]林淋临凌陵菱凝鳞磷邻宁灵零铃拎翎龄[5]赁吝令佞另[3]檩凛领岭
Ǿ[1]吟音阴鹰蝇因姻殷莺樱鹦英婴缨[2]淫银寅萤荥迎盈赢[5]阴窨应洇印映[3]饮隐瘾引颖影
tɕʰ[1]钦揿亲瀙卿清轻青蜻[2]岑琴禽擒秦勤芹擎情晴[5]浸侵寝庆[3]请
p[1]冰彬宾槟滨殡鬓兵[5]病并[3]禀丙秉柄饼
pʰ[1]拚拼[2]凭贫频苹平评坪瓶屏萍[5]聘[3]品姘
m[2]闽民明鸣名铭[5]命[3]悯敏抿皿
ɕ[1]心芯兴辛薪新欣星腥猩馨[2]行形刑型[5]信衅杏幸性姓[3]省醒
tɕ[1]今金襟妗津巾斤筋茎京荆惊鲸精晶睛经[5]禁尽进晋劲近敬竟镜竞静靖净颈劲径[3]锦紧仅谨境景警井

en
t[1]登灯[2]澄[5]凳邓[3]等戥
tʰ[1]吞[2]藤腾誊
l[2]能棱[5]嫩论[3]冷
ts[1]砧针斟增曾征蒸珍榛臻真诊疹争筝睁贞侦正征睁[5]枕憎赠甑镇阵正[3]怎枕拯振震
tsʰ[1]参秤撑牚[2]层曾澄橙陈尘娠橙呈程逞[5]蹭称趁衬[3]惩
s[1]森参僧生牲甥笙[2]神[5]渗[3]沈省
k[1]跟根庚羹耕[5]更粳埂[3]哽梗耿
kʰ[1]坑[3]肯恳垦啃
ŋ[1]恩[5]硬
x[1]亨哼[2]桓恒痕衡横[5]恨[3]很
p[1]奔[5]笨[3]本
pʰ[1]烹[2]盆彭膨[5]喷
m[1]闷[2]门
tʂʰ[1]称[2]沉承丞辰臣逞成城诚[5]慎
tʂ[2]晨[5]圳证症郑政[3]整
ʂ[1]深升身申伸声[2]乘绳[5]葚甚剩胜肾圣盛[3]婶审
ʐ[1]扔[2]壬人仁[5]任仍认[3]纴忍刃韧
f[1]分吩芬纷[2]焚坟[5]粪奋愤忿份[3]粉

yɛn
Ǿ[1]冤渊[2]圆员缘沿元原源袁辕园援猿[5]院愿怨[3]远 
tɕʰ[1]圈[2]全泉权拳[5]劝[3]犬
ɕ[1]鲜轩宣喧楦[2]弦旋玄悬[5]旋眩[3]癣选
tɕ[1]绢捐[5]卷{～考卷}眷倦券[3]卷{～卷起来
}
aŋ
t[1]当裆[5]宕[3]党挡档
tʰ[1]汤[2]堂棠螳唐糖塘[5]烫趟荡[3]倘躺
l[2]郎廊狼螂[5]浪[3]囊朗
ts[1]赃脏[5]葬藏
tsʰ[1]仓苍舱
s[1]桑丧{～丧事}[5]丧{～垂头丧气 }[3]磉嗓搡
k[1]肛刚岗纲钢冈缸[5]杠[3]港
kʰ[1]康糠慷[2]扛[5]抗炕囥
ŋ[1]骯[2]昂
x[2]行航杭[5]巷[3]夯
p[1]帮邦浜[5]棒蚌[3]榜谤绑
pʰ[2]滂旁螃庞[5]傍胖
m[2]忙茫芒盲虻[3]莽蟒氓
tʂʰ[1]昌菖娼[2]尝长肠场[5]唱倡畅怅[3]厂
tʂ[1]章樟蟑张[5]障瘴帐胀账丈仗杖[3]掌长涨
ʂ[1]商伤[2]常裳[5]尚上[3]赏晌偿
ʐ[2]瓤[5]让[3]壤攘嚷酿
f[1]方芳[2]坊肪妨房防[5]放[3]仿纺仿彷访

uaŋ
k[1]光[3]广
kʰ[1]筐框匡眶[2]狂[5]旷况矿
x[1]荒慌[2]黄簧皇蝗蟥凰[3]谎晃
Ǿ[1]汪[2]亡王[5]望妄忘旺[3]网枉往
tʂʰ[1]疮窗[2]床[5]创撞[3]闯
tʂ[1]妆庄装桩[5]壮状
ʂ[1]霜双[3]爽

iaŋ
l[2]良凉粮梁粱[5]量亮谅[3]两辆
tsʰ[2]藏
Ǿ[1]央秧殃[2]羊洋杨阳扬[5]样[3]仰养痒
tɕʰ[1]羌腔枪[2]强{～强大}墙[5]呛[3]抢
ɕ[1]香乡相箱厢湘镶[2]降详祥翔[5]向项相象像[3]饷享响想
tɕ[1]疆僵姜缰姜江豇将[5]强{～倔强}虹降浆桨酱将匠[3]讲蒋奖
ȵ[2]娘

io
Ǿ[2]约药钥乐岳岳
tɕʰ[2]却雀鹊
ɕ[2]学
tɕ[2]脚角觉

ue
k[2]国
kʰ[2]扩
x[2]或惑获

ioŋ
Ǿ[1]雍痈臃庸[2]荣容溶蓉熔[5]用[3]拥勇涌踊
tɕʰ[2]穷
ɕ[1]兄胸凶[2]熊雄
