#ɿ				
tʰ	[223]他-她-它-[51]特			
n	[51]那-讷呐			
l	[51]乐=勒			
ts	[223]责=则=[42]泽=			
tsʰ	[51]厕=侧=测=册=策=			
s	[51]涩啬瑟塞={堵~}色=			
ʈʂ	[223]遮蛰哲蜇[42]责折辙[55]者褶[51]浙蔗这			
ʈʂʰ	[223]车尺-{~子}吃-[55]扯[51]撤辙彻			
ʂ	[223]佘赊奢[42]蛇舌折{~本}[55]舍{~弃}[51]社射麝赦舍{宿~}涉设			
ʐ	[55]惹[51]热			
k	[223]歌哥鸽戈隔搁割疙圪胳袼革{皮~}[42]革{~命}阁格[55]葛[51]硌各个过-{~去}			
kʰ	[223]科窠棵颗磕瞌[42]咳壳[55]渴可[51]课刻客={~人}恪			
ŋ	[223]恶{~心}[42]蛾鹅俄讹鄂额[51]饿恶{邪~}扼轭			
x	[223]喝{~水}豁-{~口}藿-{~香}[42]河何荷合饸耠盒核和禾[51]贺鹤或-惑-吓赫			
Ø	[223]阿{~胶}			
#uə				
t	[223]多[42]铎踱夺[55]朵躲[51]舵驮{~子}惰垛剁掇堕			
tʰ	[223]拖椭脱托蜕-[42]坨陀佗沱{滹~河}鸵驼驮{~东西}[55]妥[51]唾拓			
n	[42]挪[51]诺糯懦			
l	[223]啰[42]罗锣箩萝骡螺摞{~起来}[55]裸[51]骆酪洛络乐-摞{一~}落=			
ts	[223]撮-{一~}[42]昨[55]左[51]坐座做作			
tsʰ	[223]搓撮={~合}[42]矬[51]锉措错			
s	[223]梭索缩唆蓑[55]唢锁琐所={~有}			
ʈʂ	[223]拙桌卓琢涿{~州}捉[42]酌灼浊镯			
ʈʂʰ	[223]戳出[51]绰辍龊啜			
ʂ	[223]说[51]朔硕烁			
ʐ	[51]若=弱=			
k	[223]锅郭国聒蝈[55]果裹馃[51]过={错~}			
kʰ	[51]括阔扩廓			
x	[223]豁={~出去}劐喝{吆~}[42]活[55]火伙和{~面}霍{~闪}[51]祸货霍{~姓}藿或惑获={~得}			
Ø	[223]倭踒{~了脚}窝蜗涡莴挝[55]我[51]卧握沃			
#ɛ				
p	[223]百佰掰伯-{~伯}[42]白[55]柏摆[51]稗拜败			
pʰ	[223]拍迫-{压~}[42]徘排俳牌[51]派			
m	[42]埋霾[55]买[51]卖麦迈脉			
v	[223]歪[55]崴[51]外			
t	[223]呆[55]歹逮[51]待怠殆戴贷黛岱代袋带大{~夫}胎{车~}			
tʰ	[223]胎[42]苔台抬[51]态太泰			
n	[55]乃奶[51]耐奈			
l	[42]来涞徕莱[51]在-{~家}赖癞籁濑睐			
ts	[223]灾栽哉[55]仔崽宰载{一年半~}[51]在={~这}再载{~重}赛-{比~}			
tsʰ	[223]猜[42]才材财裁[55]彩睬采[51]菜蔡			
s	[223]腮鳃塞[51]赛={~车}			
ʈʂ	[223]摘斋责-则-侧-{~歪}[42]泽-择-宅[55]择-{~菜}窄[51]债寨			
ʈʂʰ	[223]差{当~}册-策-钗拆[42]柴豺			
ʂ	[223]筛色-骰[51]晒			
k	[223]该赅垓[55]改[51]概溉盖丐			
kʰ	[223]开[55]铠凯楷恺慨			
ŋ	[223]挨埃哀[42]挨{~打}癌[55]矮[51]爱-暧艾碍			
x	[42]孩还核-[55]海[51]亥骇害			
Ø	[51]唉哎欸爱=			
#ie				
p	[223]憋鳖[42]别[55]瘪蹩			
pʰ	[223]撇瞥[42]擗{~叶子}			
m	[223]乜{~斜}[51]灭蔑篾			
t	[223]爹跌[42]叠碟牒蝶谍迭			
tʰ	[223]帖贴铁[51]餮			
ȵ	[223]捏[42]苶{发~}[51]聂镊蹑摄颞孽涅			
l	[51]猎列烈冽裂劣			
ts	[223]接节[42]捷婕睫截劫[55]姐[51]借褯{~子}			
tsʰ	[223]切[55]且[51]妾窃			
s	[223]些楔[42]斜邪[55]写[51]泄泻卸谢屑			
tɕ	[223]街皆阶秸结{~婚}洁揭=[42]结{打~}劫杰[55]解[51]介界芥疥届戒			
tɕʰ	[223]客-{来~了}[42]茄[51]怯惬			
ɕ	[223]歇蝎血揭-{~开}[42]鞋谐胁协携挟{要~}[51]蟹械懈澥解{姓~}			
Ø	[223]噎耶椰掖[42]爷[55]也野冶[51]夜页业液腋叶曳谒邺烨			
#uɛ				
ʈʂ	[51]拽			
ʈʂʰ	[223]搋[55]揣[51]踹			
ʂ	[223]衰摔[55]甩[51]帅蟀率{直~}			
k	[223]乖[55]拐[51]怪			
kʰ	[55]蒯擓[51]块会{~计}刽侩脍快筷			
x	[42]怀愧淮槐徊踝获-{~鹿}[51]坏			
#ye				
ȵ	[51]虐疟			
l	[223]略=掠=			
ts	[42]嚼={咀~}绝爵=			
tsʰ	[51]雀=鹊=			
s	[223]薛雪削={剥~}			
tɕ	[223]橛撅{~子}蕨觉={知~}䦆掘{挖~机}[42]掘觉诀决倔厥[51]倔			
tɕʰ	[223]缺阙[42]瘸[51]却确			
ɕ	[223]靴血=[42]学=穴			
Ø	[223]约=哕曰[51]悦阅月越粤跃=岳=乐=			
#ei				
p	[223]北-{往~}杯悲碑俾-婢-{奴~}笔-{钢~}[55]北={~京}彼-{~此}[51]倍辈背被备臂焙贝悖壁-{影~墙}			
pʰ	[223]胚坯-{~子}丕-披-{~衣服}[42]培陪赔裴[51]配佩沛			
m	[223]没[42]梅枚玫煤媒眉楣霉莓没[55]每美[51]妹昧媚寐墨			
f	[223]非飞妃霏[42]肥[55]匪翡斐[51]废肺吠痱费沸			
v	[223]微危威[42]违围维唯为{行~}桅潍[55]伪委伟苇纬尾=[51]卫为{~了}位魏畏胃谓味未慰喂尉			
t	[223]堆-德-得-{~罪}[55]怼-[51]对-队-兑-			
tʰ	[223]剃-忒-推-[42]颓-[55]腿-[51]退-褪-蜕-			
n	[55]馁[51]那-{~人}内			
l	[223]垒勒[42]雷[55]蕾儡累{积~}磊垒[51]累{~了}泪类肋			
ts	[42]贼			
s	[223]塞-{~进去}			
ʈʂ	[51]这-{~个}			
ʂ	[42]谁-[55]水-[51]睡-税-			
x	[223]黑			
#uei				
t	[223]堆=[55]怼=[51]对=队=兑=			
tʰ	[223]忒=推=[42]颓=[55]腿=[51]退=褪=蜕=			
ts	[223]堆-{一~}[55]嘴[51]罪最醉			
tsʰ	[223]催崔摧[55]璀[51]脆翠粹淬悴萃			
s	[223]尿{~泡}虽[42]虽随遂{半身不~}绥髓[55]髓[51]隧遂碎岁穗			
ʈʂ	[223]追锥椎[51]缀赘坠			
ʈʂʰ	[223]炊吹[42]槌锤垂			
ʂ	[42]谁=[55]水=[51]蜕税=睡=			
ʐ	[55]蕊[51]锐瑞睿芮			
k	[223]闺规龟归圭皈[42]诡轨癸鬼[51]跪桂柜贵			
kʰ	[223]盔亏窥[42]魁傀奎逵葵[55]悔-[51]溃跪-愧			
x	[223]恢灰挥辉徽[42]回茴[55]悔诲毁[51]桧贿汇会绘惠慧晦			
#ɔ				
p	[223]褒包胞苞[42]薄-雹膊[55]保堡宝饱[51]鲍抱报暴豹爆曝			
pʰ	[223]胞抛剖-[42]袍刨[55]跑[51]泡炮疱			
m	[42]毛茅猫矛蘑-{~菇}锚髦[55]戊卯[51]茂帽冒贸貌			
t	[223]刀叨[55]祷岛倒{打~}导蹈[51]道稻到倒{~水}盗悼			
tʰ	[223]滔掏涛绦[42]桃逃淘陶萄[55]讨[51]套			
n	[223]孬[42]挠[55]脑恼瑙[51]闹			
l	[223]唠[42]劳捞牢[55]老[51]涝落-烙酪乐-{~亭}			
ts	[223]遭糟[42]凿[55]早枣蚤澡[51]躁灶皂造			
tsʰ	[223]糙操[42]曹槽漕[55]草慅{~激}[51]操			
s	[223]搔骚臊[55]扫{~地}嫂[51]扫{~帚}臊{害~}			
ʈʂ	[223]朝{今~}昭招[42]着[55]爪找沼[51]罩笊赵兆照诏			
ʈʂʰ	[223]抄钞超焯[42]巢朝{~代}潮[55]炒吵			
ʂ	[223]梢捎稍烧[42]勺芍韶[55]少{多~}[51]潲绍少{~年}邵			
ʐ	[42]饶[55]扰绕{围~}[51]挠绕{~远}弱-若-			
k	[223]高膏羔糕[55]稿搞镐藁{~城}[51]告			
kʰ	[223]考烤拷[51]靠犒铐			
ŋ	[223]熬-{~白菜}凹[42]獒鳌熬{~夜}[55]祆[51]傲鏊奥懊澳拗			
x	[223]薅[42]豪壕毫号{~哭}[55]好{~坏}郝[51]浩昊好{~学}耗号{~码}			
#iɔ				
p	[223]膘镖标彪飙[55]表婊[51]嫑别-			
pʰ	[223]漂{~流}[42]瓢嫖朴[55]漂{~白}[51]票漂{~亮}			
m	[42]苗描瞄棉-{~花)[55]藐渺秒杳[51]庙妙			
t	[223]刁貂雕凋[55]鸟-[51]钓吊掉调{~查}			
tʰ	[223]挑{~担}[42]条迢调{~料}[55]挑{~拨}[51]跳眺粜			
ȵ	[55]鸟[51]尿			
l	[42]潦燎{~泡}疗聊撩辽寥[55]燎{~眉毛}了[51]料尥廖撂掠-略-			
ts	[223]椒焦蕉礁[42]嚼[51]醮噍{倒~}			
tsʰ	[223]锹悄劁缲[42]瞧樵[51]俏鞘雀-鹊-			
s	[223]萧箫消宵霄硝销屑-{木~}削[55]小[51]笑啸			
tɕ	[223]交郊胶教{~书}骄娇矫浇[55]矫{~情}缴侥绞狡铰搅脚觉{~悟}饺[51]教{~育}窖觉{睡~}轿叫校{~对}			
tɕʰ	[223]敲跷[42]乔桥侨荞[55]巧[51]翘窍			
ɕ	[223]嚣枵骁[42]学-淆[55]晓[51]校{学~}酵孝效			
Ø	[223]约-妖夭邀腰要{~求}幺吆[42]肴淆摇谣遥瑶姚尧窑垚[55]咬舀杳[51]要耀曜鹞药跃-岳-钥			
#əu				
pʰ	[223]剖=			
m	[42]谋牟眸[55]某			
f	[55]否			
t	[223]兜都[55]斗{升~}抖陡蚪[51]斗{争~}豆逗痘脰{~枕}窦			
tʰ	[223]偷[42]头投骰[51]透			
l	[223]搂{~取}[42]楼[55]搂{~住}篓[51]漏陋镂瘘露			
ts	[223]邹诹[55]走[51]揍奏做-{~什么}			
tsʰ	[51]凑			
s	[223]搜艘飕馊[55]叟[51]嗽			
ʈʂ	[223]周舟州洲粥绉{文绉~}诌邹{~姓}掫[42]轴碡[55]肘帚[51]咒纣昼宙皱绉{~布}骤			
ʈʂʰ	[223]抽[42]绸稠惆筹愁仇酬畴踌[55]丑瞅[51]臭			
ʂ	[223]收叔-{~叔}[42]熟-{~了}[55]手首守[51]瘦受兽寿授售狩			
ʐ	[42]柔揉鞣蹂糅[51]肉			
k	[223]勾{~结}钩沟佝{~偻}篝[55]狗枸苟[51]彀够构购勾{~当}垢			
kʰ	[223]抠眍[55]口[51]叩扣寇蔻			
ŋ	[223]欧殴鸥讴瓯[55]藕耦偶呕[51]沤怄			
x	[42]侯喉猴瘊[55]吼[51]后厚候			
#iəu				
m	[51]缪谬=			
t	[223]丢			
ȵ	[223]妞[42]牛[55]扭纽钮忸[51]拗谬-			
l	[223]溜[42]流刘浏留榴瘤硫琉馏{蒸~}[55]柳绺[51]馏{~馍}六碌-{~碡}			
ts	[223]啾揪鬏[55]酒[51]就鹫			
tsʰ	[223]秋锹鞦[42]酋鞧囚泅			
s	[223]修羞宿[51]秀绣锈袖			
tɕ	[223]鸠阄纠究[55]九久韭灸纠{~正}[51]舅救旧柩			
tɕʰ	[223]休-{~门}丘[42]求球仇{~姓}[55]糗朽-{~木头}			
ɕ	[223]休={~息}[55]朽=[51]嗅			
Ø	[223]忧优尤悠幽[42]邮游由油犹鱿[55]有友酉莠[51]诱祐右又佑鼬釉幼			
#æ̃				
p	[223]班斑颁扳般搬[55]板版坂阪[51]扮瓣办伴拌半绊			
pʰ	[223]潘攀[42]盘蟠磐[51]盼襻{纽~}判叛畔泮			
m	[42]瞒馒蛮[55]满[51]曼蔓{~延}鳗慢漫谩幔墁			
f	[223]帆{~船}翻番蕃藩幡[42]帆{~布}凡烦矾繁梵樊[55]反返[51]范犯泛贩饭			
v	[223]豌剜弯湾[42]完丸玩顽[55]皖宛碗婉晚挽[51]腕万蔓{~子}			
t	[223]耽担{~心}丹单郸殚[55]胆疸掸[51]淡担{~子}诞旦弹{子~}惮但蛋			
tʰ	[223]贪滩摊瘫坍[42]潭谭谈痰檀坛弹{~走}昙郯[55]毯坦袒[51]探炭叹			
n	[42]南喃楠男难{~易}[55]腩赧[51]难{苦~}			
l	[223]蓝篮兰拦栏[55]漤{~柿子}婪澜岚阑褴览揽缆榄懒[51]滥烂			
ts	[223]簪[42]咱[55]攒[51]赞暂			
tsʰ	[223]参餐[42]蚕残惭[55]惨[51]灿璨			
s	[223]三[55]伞散{~了}馓[51]散{分~}			
ʈʂ	[223]沾粘瞻占{~卜}毡[55]盏斩展[51]站蘸沾绽栈战湛			
ʈʂʰ	[223]搀[42]谗馋蟾蝉禅阐缠[55]产铲[51]颤孱忏醮-{打~}			
ʂ	[223]山衫删珊姗膻扇{~风}煽杉[55]陕闪[51]疝汕讪赡善膳扇{~子}单{~姓}禅擅骟			
ʐ	[42]然燃髯[55]染冉苒			
k	[223]干肝竿甘柑泔坩[55]感杆擀秆赶敢橄[51]干赣			
kʰ	[223]堪龛勘看{~守}刊[55]坎砍侃槛槛[51]看{~见}瞰			
ŋ	[223]安鞍庵[55]俺唵[51]岸按案暗黯揞谙			
x	[223]酣鼾憨[42]含函涵寒韩邯[55]喊罕[51]撼旱汉汗焊悍翰瀚			
#iæ̃				
p	[223]鞭编边蝙砭[55]贬扁匾[51]遍辨辩辫变便{方~}卞汴弁			
pʰ	[223]篇偏翩片{~子}[42]便{~宜}骈胼[55]谝[51]骗遍-{~地}片{一~}			
m	[223]绵棉眠[55]免冕勉娩缅[51]面			
t	[223]颠癫巅滇掂{~量}[55]点典[51]店电殿癜奠佃垫淀甸			
tʰ	[223]添天[42]甜田填恬[55]舔腆			
ȵ	[223]蔫拈[42]年粘黏鲇言-{不~不语}[55]捻碾辗辇撵[51]念廿			
l	[42]廉镰帘连联怜莲涟鲢[55]脸敛[51]敛殓链练炼恋=			
ts	[223]煎尖歼[55]剪[51]箭溅贱饯渐			
tsʰ	[223]迁千纤芊签[42]钱前潜[55]浅[51]倩堑茜			
s	[223]仙籼鲜先纤暹[42]涎[55]藓癣[51]线羡霰			
tɕ	[223]监兼搛艰间{中~}奸肩坚[55]减碱检俭简裥柬拣茧[51]鉴监舰渐剑间{~断}涧锏谏件践犍键建健见歉-{~年}			
tɕʰ	[223]鹐谦牵铅骞[42]钳乾虔黔[55]遣谴[51]嵌歉-{道~}欠芡			
ɕ	[223]掀锨[42]咸衔嫌贤弦舷闲[55]险显陷馅限苋宪献现蚬岘县			
Ø	[223]淹阉腌焉烟[42]岩炎盐阎檐严颜延言研沿[55]眼演[51]验厌艳焰酽雁筵谚堰砚燕咽宴			
#uæ̃				
t	[223]端[55]短[51]断锻段缎			
tʰ	[223]湍[42]团抟[55]疃			
n	[223]暖={~气}			
l	[42]栾鸾滦峦挛娈[55]卵[51]乱恋-{~爱}			
ts	[223]钻[55]攒{~车子}[51]钻攥纂隽-			
tsʰ	[223]汆[42]全-痊-洤-诠-荃-泉-[51]窜篡			
s	[223]酸宣-[42]旋-璇-[55]选-[51]算蒜渲-镟-			
ʈʂ	[223]专砖[55]转[51]赚篆转{~圈}传{~记}撰馔			
ʈʂʰ	[223]川钏穿[42]船椽传{~达}[55]喘舛[51]串			
ʂ	[223]闩栓拴[51]涮			
ʐ	[55]软阮			
k	[223]官棺倌观冠鳏关[55]管馆[51]贯灌罐鹳观{道~}冠{~军}惯			
kʰ	[223]宽髋[55]款			
x	[223]欢獾[42]环桓寰还{~原}[55]缓[51]奂唤焕换痪幻患宦			
#yæ̃				
ts	[51]隽镌			
tsʰ	[42]全=痊=洤=诠=荃=泉=			
s	[223]宣=[42]旋=璇=[55]癣-选=[51]渲=镟=			
tɕ	[223]捐娟鹃涓[55]卷[51]圈{猪~}眷卷绢倦券			
tɕʰ	[223]圈{~圈}[42]拳权颧蜷[55]犬[51]劝券			
ɕ	[223]喧暄萱轩[42]玄悬[51]眩炫煊泫铉绚陷-{~脚}楦{鞋~}			
Ø	[223]冤渊鸢[42]圆员缘元原源袁辕猿园援媛垣[55]远[51]院愿苑怨			
#ən				
p	[223]奔锛贲[55]本苯笨			
pʰ	[223]喷{~水}[42]盆[51]喷{~香}			
m	[223]闷{~热}[42]门扪们[51]闷{~气}焖懑			
f	[223]分芬纷氛[42]焚坟汾[55]粉[51]粪奋份忿愤			
v	[223]温瘟[42]文纹蚊闻[55]稳吻刎[51]问璺{裂~}			
t	[51]扽			
n	[51]恁嫩=			
ts	[55]怎谮{~坏话}			
tsʰ	[223]参{~差}[42]岑			
ʈʂ	[223]针斟珍榛臻真贞侦甄砧酙胗箴[55]枕{~头}疹诊缜稹[51]枕{~动词}镇阵振震赈朕			
ʈʂʰ	[223]抻嗔琛[42]沉辰晨臣尘陈忱[55]碜[51]趁衬谶			
ʂ	[223]森参{人~}深申身伸莘糁[42]神[55]沈审婶[51]甚葚=渗肾慎			
ʐ	[42]壬任{~姓}人仁[55]忍[51]葚-{~子}任{~务}妊饪刃认纫韧仞			
k	[223]根跟[42]哏[55]艮{~萝卜}[51]艮{~卦}			
kʰ	[55]肯啃垦恳			
ŋ	[223]恩[51]摁			
x	[42]痕[55]很狠[51]恨			
#in				
p	[223]彬宾滨槟缤斌[51]殡膑鬓			
pʰ	[223]拼妌[42]贫频嫔[55]品[51]聘			
m	[42]民[55]闽闵悯敏抿皿			
l	[223]拎[42]林临淋=邻霖麟鳞磷粼[55]凛檩[51]赁吝蔺			
ts	[223]津[51]尽进浸晋			
tsʰ	[223]亲侵[42]秦[55]寝[51]浸-沁			
s	[223]心辛新薪[42]寻-{~思}[51]信讯-迅-囟{~门}			
tɕ	[223]今金禁{不~}襟斤筋巾[55]锦谨紧仅[51]禁{~止}妗近劲			
tɕʰ	[223]钦[42]琴芹勤禽擒			
ɕ	[223]欣昕忻鑫馨[51]衅			
Ø	[223]音荫殷因茵姻阴[42]银寅吟淫龈垠[55]饮{~食}隐瘾尹引蚓[51]窨{~子}饮{~马}印			
#uən				
t	[223]吨敦墩惇蹲[51]囤-{~子}沌盾炖顿钝遁			
tʰ	[223]吞[42]屯豚囤{~积}臀饨			
n	[51]嫩-			
l	[223]抡[42]仑伦沦轮论{~语}纶淋-{~雨}[51]论{理~}			
ts	[223]尊遵樽[51]俊-骏-峻-浚-竣-			
tsʰ	[223]村皴-踆-䞭-[42]存[55]忖[51]寸			
s	[223]孙狲[42]寻-旬-荀-询-洵-峋-徇-荀-循-巡-[55]笋损隼榫[51]驯-逊-殉-汛-			
ʈʂ	[223]谆[55]准			
ʈʂʰ	[223]椿春[42]唇纯莼醇淳鹑[55]蠢			
ʂ	[55]吮[51]顺舜瞬			
ʐ	[51]润闰			
k	[55]滚辊[51]棍			
kʰ	[223]昆鲲坤[55]捆[51]困			
x	[42]昏婚荤[42]魂馄浑[51]混			
#yn				
ts	[51]俊=骏=峻=浚=竣=			
tsʰ	[223]皴=踆=逡=			
