tsɿ	①支肢枝资姿吱兹滋咨之芝知蜘（~蛛）	③指止址仔子翅（~膀）纸脂紫旨趾	⑤志痣制至智治致自=
tsʰuᵝ	①粗初住箸（~笼）	②锄除橱殊（特~）雏	③鼠-（老~）储处（~础）楚□（突出）暑（~假）	⑤处（保卫~）醋
suᵝ	①苏酥输书梳疏树竖	③鼠=署数（~数目）	⑤数（识~）素诉塑庶恕漱戍
ʐuᵝ	②如茹儒	③乳汝
kuᵝ	①孤辜箍□（~水：水从锅四周泼下）□（~啊一棒：打了一棒）	③鼓股古估	⑤故顾
kʰuᵝ	①枯骷	②□（胀）□（哭泣）	③苦	⑤库裤
tɕyᶨ	①聚堆居矩拘驹（白~：大丰地名）俱	③举嘴	⑤具巨拒距炬剧据醉锯对（门~子，对联）
tɕʰyᶨ	①区句梯（~马儿：梯子）趋推催崔驱蛆	②渠徐瞿	③取腿娶	⑤去趣脆退嚏 （打喷~）
ɕyᶨ	①尿须需虚嘘虽	③许栩	⑤续絮序叙绪婿岁碎隧穗税-
lyᶨ	③女吕旅缕履铝	⑤虑滤
yᶨ	①遇于芋迂	②余鱼愚□（割破）渔围（~腰儿：围裙）雷驴	③雨羽语禹	⑤喻誉预逾喂-
pʊ	①波菠玻	③播
pʰʊ	①坡	②婆	③颇剖	⑤破
mʊ	①磨（~子）	②谋魔摩模磨（~刀）	③亩某沫牡姆拇	⑤茂暮贸墓慕
tʊ	①多	③躲朵	⑤惰剁
tʰʊ	①垛拖舵	②驮驼陀砣	③妥椭（~圆）	⑤□（脱去）
lʊ	①糯	②锣箩骡螺脶萝罗	③虏□（用刀割）	⑤怒那（~个）
tsʊ	③左佐	⑤做
tsʰʊ	①搓坐座	⑤挫
sʊ	①唆梭□（滚）	②睃（眼睛直~）□（做、干 (不好的事) ）	③所锁琐	⑤嗾
kʊ	①哥过（走啊~啊）锅戈	③果裹股（屁~）	⑤个过（~去）
kʰʊ	①科窠棵颗苛	③□（薪~：一种草类植物）	⑤课□（扩散）
xʊ	①祸呵	②和禾河何	③火伙	⑤货
ŋʊ	①饿	③我
ʊ	①屙	②鹅蛾讹俄	⑤卧涴（扩散，表示玷污，常表示幽默，如好衣裳不要挨他穿啊~掉）
tɕiʊ	①揪究鸠纠赳阄	③九酒久韭	⑤就救=咎鲫（~鱼）舅=
tɕʰiʊ	①秋丘邱鳅旧就-舅-	②囚求球俅	③□（~住：抓住）□（男女之间的性行为）
ɕiʊ	①修休羞	③朽	⑤秀绣袖锈
iʊ	①悠优幽右又	②邮游由犹尤	③有友酉	⑤幼
pa	①巴疤芭	③把靶	⑤爸罢坝霸
pʰa	①趴耙（~田）	②扒（~饭）耙（~儿）爬琶	⑤怕
ma	①妈骂	②麻	③马码玛蚂□（短~儿：短袖衬衫）	⑤妈（~儿：婶婶）
ta	①大	③打	⑤大-（~~：伯父）
tʰa	①他她它
la	①拉（~人）啦	②拿拉（~尿：尿床）	③哪
tsa	①渣遮蔗楂	③咱	⑤炸这-
tsʰa	①叉差车	②查茶搽	③扯	⑤岔茬
sa	①沙莎纱痧砂射-（~标枪：掷标枪）	②蛇	③撒洒傻	⑤厦舍（吴~：地名）
ʐa	③惹
ka	①家-加-袈-稼-（庄~）	②□（鸡叫声）	⑤架-
kʰa	①□（放进）	②□（~食：贪食）	③卡	⑤□（掐喉咙）□（~啊身上：放(时物、钱币)在身上，轻易不拿出来）
xa	①哈（~气）下	②还-哈（~巴狗儿）
ŋa	①桠丫	②牙芽	③哑	⑤垩
a	②啊（表疑问）	③啊（表惊讶或醒悟）	⑤阿
tia	①爹	③嗲 
tɕia	①佳加=家=袈=稼=	③假姐贾□（~眼儿：斜眼）	⑤借价驾嫁=架=
tɕʰia	①谢	②斜茄□（脾气倔强）
ɕia	①夏下虾=□（笔不~：笔不出字）②霞峡=侠=	③写	⑤泻卸
ia	①呀鸦夜	②衙涯蚜	③也-雅野	⑤亚
kua	①瓜呱（~~叫：鸭叫声）	③寡剐□（~如，表示否定含义的副词）	⑤挂卦褂
kʰua	①夸	②□（削皮）□（挨~：受批评）	③垮侉	⑤跨（~过去）
xua	①花划（~开）画话	②华铧划（~算）	③□（碎）	⑤划（计~）
ua	①蛙娃	②□（~底：扒底）划（~水）	③□（~饭：盛饭）	⑤洼
tɕya	①抓	③爪□（脚~起来：雨天赤脚走路，脚趾头并紧以防滑）
tɕʰya	②瘸
ɕya	①靴□（人不~：人不软弱）	③□（摇晃不定）
ya	①𦚢（~手：手足曲病；办事不灵话，如做事~啊~的）
pe	①□（~~：父亲）	③摆	⑤拜
pʰe	①稗败（雨中行走，有贬义）	②排牌□（~妈妈儿：轧姘头）	③□（~疯：疯疯傻傻，打打闹闹，多指小孩）	⑤派呸
me	①卖䀛（~呆）	②埋□（在）	③买	⑤迈
ve	①外歪□（河蚌）	②怀-	③崴（不平，桌子~啊~的）
te	①呆	③逮歹	⑤代=带待=（接~）殆诞（~啊身上：怀孕）
tʰe	①待-（~人和气）胎袋代-贷	②台抬	⑤泰太态
le	①耐奈赖	②来莱	③奶乃咧（张开）
tse	①栽灾斋哉	③宰载者□（~~拘：一定）	⑤债再在=寨
tsʰe	①在-猜	②才财裁豺柴材	③睬踩彩且采	⑤菜蔡
se	①筛腮塞	⑤社舍=晒赛射=（~阳）
ke	①该街秸（~子）阶枷（连~：一种农具）皆-	③改解-（~鞋带子）	⑤盖概溉戒-
kʰe	①开揩	②䬵（~饱：打饱嗝）	③凯慨	⑤□（倚靠）
xe	①害亥骇	②鞋孩还=	③海蟹	⑤嗨懈
ŋe	①碍唉哀艾	②挨癌捱	③矮蔼	⑤爱隘
e	③也=
tɕie	①阶=皆=	⑤戒=
tɕʰie	③且
ɕie	①写=	⑤谢=
kue	①乖	③拐	⑤怪
kʰue	①携	③□（讲排场摆阔气）	⑤快块筷会（~计）
xue	①坏歪（偏向）	②怀槐淮□（吃，说法较粗俗）	③□（打）
tɕye	③□（帅气）	⑤坠
tɕʰye	①揣
ɕye	①摔衰	③甩	⑤帅（~气）率
pɤi	①杯碑卑悲背（~粮饭）婢	⑤倍辈背（~脊）备贝狈被=弊=闭
pʰɤi	②培	③配=佩=币沛
mɤi	②梅玫楣煤	③每美=	⑤昧妹=
fɤi	①非菲飞妃□（皮~啊下：翘起）	②肥	③匪否	⑤废费吠肺
vɤi	①煨味为（~了）魏巍位（~子）	②危唯维围桅为（事在人~）	③伪伟尾委苇萎纬	⑤谓胃尉卫
tɤi	①丢兜（~水：舀水）	③斗（一~米）抖陡	⑤斗（~争）
tʰɤi	①偷	②头投	⑤透
lɤi	①漏溜内类	②流刘留硫琉浏榴瘤	③楼篓柳纽扭磊儡	⑤陋累
tsɤi	①周舟州洲邹	③走肘	⑤昼奏宙皱骤咒
tsʰɤi	①抽	②绸筹愁仇酬□（~小麦：筛小麦）□（用嘴吸）	③丑	⑤凑臭
sɤi	①搜馊收受寿	②□（鸡用爪子刨地觅食）	③手首守	⑤瘦叟兽授售
ʐɤi	①日（~的：白天）	②柔揉
kɤi	①勾钩沟	③狗	⑤够构购勾
kʰɤi	①抠	③口	⑤扣寇
xɤi	①厚后	②候喉猴□（睡）□（~急：心中十分惋惜、担心）	③吼	⑤□（忙得直~：忙个不停）
ŋɤi	①欧殴□（~粽子：煮粽子）	②牛	③偶呕藕	⑤沤
kuɤi	①龟归圭规	③鬼诡轨癸	⑤贵桂
kʰuɤi	①亏窥跪柜盔	②魁奎逵葵	③傀	⑤溃愧刽
xuɤi	①灰恢挥辉会	②回蛔	③悔毁	⑤惠汇卉烩讳贿绘秽慧
tɕyɤi	①追锥	⑤最罪缀队
tɕʰyɤi	①吹炊	②锤捶棰	⑤翠
ɕyɤi	②随谁髓隋	③水	⑤税岁瑞睡
pɔ	①包胞苞	③堡保宝饱褒□（尿~：膀胱）	⑤报暴豹曝爆瀑
pʰɔ	①抛抱刨胞	②跑袍	⑤泡炮
mɔ	①帽冒□（上~：发霉）	②毛矛茅锚	③卯铆□（~酒：酒往上涌，欲吐的感觉）⑤貌
tɔ	①刀叨朝-（今~：今天）	③倒岛捣导蹈	⑤到道盗
tʰɔ	①滔稻道（~士）	②掏淘桃涛逃	③讨	⑤套
lɔ	①闹涝	②牢挠	③脑恼老佬
tsɔ	①招昭朝=遭沼召糟	③早找蚤澡枣	⑤躁燥罩照兆
tsʰɔ	①吵-抄超赵	②巢曹潮朝（~鲜）槽嘈（~人：胃里难受）	③草炒吵=	⑤糙造钞
sɔ	①烧骚臊稍韶□（脚直~：脚蹬个不停）	②缫□（短）□（~喻：手势）	③少 （多~）扫嫂	⑤绍少（~年）𢜶（~点：快点）
ʐɔ	①绕	②饶	③扰
kɔ	①高膏教-篙（~子）	③搞稿搅（纠缠在一起，打搅，又喻男女不正当的性关系）绞⑤告窖（动词，如挖塘~起来）酵-（~头：酵引子）校-（~秤）觉-（睡~）
kʰɔ	①敲-	③考烤	⑤拷靠
xɔ	①号薅	②嚎毫豪	③好	⑤耗浩
ŋɔ	①□（交错）	②熬	③咬袄	⑤傲澳
piɔ	①膘彪标瞟镖	③表婊裱
pʰiɔ	①飘漂嘌	②瓢（又用作动词，张嘴。嘴的一~，容易熬啊。信啊嘴的~，信口开河）嫖	③□（吃相不好）	⑤票
miɔ	①庙谬缪	②苗描	③秒渺	⑤妙
tiɔ	①刁雕貂叼碉	③屌（性器）	⑤掉=钓调（~动）
tʰiɔ	①挑掉-（~头）	②条调（~工资）笤	③调（~钱）	⑤跳
liɔ	①撂料廖□（~海：打鱼时装鱼的网兜）	②聊撩嘹辽燎	③了鸟	⑤□（蛇抬头）
tɕiɔ	①交焦浇椒郊蕉胶娇矫	③绞缴较（比~）饺	⑤觉=（睡~）教=叫
tɕʰiɔ	①锹轿撬敲=跷	②桥瞧乔侨	③巧	⑤翘俏窍
ɕiɔ	①校（学~）消硝萧箫宵销逍霄枵	②肴（~肉）	③小晓	⑤笑效孝啸哮酵=（发~）
iɔ	①妖邀腰夭闄（切开）□（赶牲口进窝(圈)）	②摇窑遥淆肴谣姚尧	③舀杳	⑤跃耀要
ɚ	①二	②而儿	③耳
pɛ̃	①班斑般瘢颁板	③板版	⑤办绊扮瓣
pʰɛ̃	①攀	②□（~本：板本）𨂝（步渡水也）	⑤盼
mɛ̃	①慢	②蛮	⑤漫蔓
fɛ̃	①翻番帆范饭	②凡烦矾樊繁	③反返	⑤贩㽹（作~：恶心）
vɛ̃	①弯湾万	②玩	③晚挽□（~子：一种盛水的容器）	⑤□（~子：田畦）
tɛ̃	①耽担（~任）丹单	③胆掸	⑤担（~子）旦但
tʰɛ̃	①摊瘫贪滩淡蛋	②谈痰=弹潭谭	③毯坦	⑤炭叹坍探
lɛ̃	①烂	②难拦栏蓝篮兰	③揽懒览□（火~掉块头发）罱（~河泥）
tsɛ̃	①劗（用刀切）	③斩减碱	⑤赞站暂瞻□（~花，雕花）
tsʰɛ̃	①搀参餐	②潺孱（~水）蚕=残惭	③惨产铲糁	⑤灿
sɛ̃	①三删衫珊山杉	②谗涎	③散伞	⑤散（~会）
kɛ̃	①甘=间=柑=肝=干=	③敢=感=橄竿杆	⑤干
kʰɛ̃	①堪刊铅勘	②苋（马~）	③砍坎舰	⑤看嵌□（~指：一种生于手指头的疮）
xɛ̃	①陷-□（慢）汗=	②咸函涵衔=韩=闲-	③喊□（给，使用见于一等分乡镇）	⑤捍焊翰撼憾罕酣
ŋɛ̃	①淹	②衔-箝（~子：螃蟹、龙虾等的螯）	③眼	⑤案晏（时间晚）
ɛ̃	①安=鞍庵	②□（表不理解的语气词）	⑤暗=宴
tɕiɛ̃	①艰奸监	③减碱	⑤舰
ɕiɛ̃	①限-	②闲=	⑤限=
kuɛ̃	①关	⑤惯
kʰuɛ̃	①掼	②环
xuɛ̃	②还
tɕyɛ̃	①□（蹲：~啊地下）	⑤赚
ɕyɛ̃	①□（追赶）	⑤□（~草：整理稻草）
pʊ̃	①搬	⑤半
pʰʊ̃	①潘拌伴拼（~命）	②盘
mʊ̃	①□（一种由水牛牵引的水田农具）□（慢慢移动）	②瞒□（用东西蒙起来）馒（~头）	③满
tʊ̃	①端□（蘸）	③短	⑤段锻缎□（车子上下颠簸）
tʰʊ̃	①断	②坛
lʊ̃	①乱	②男南	③暖卵□（沾）
tsʊ̃	①钻（~洞）专砖	③转（~身）	⑤转（~动）钻（~石）
tsʰʊ̃	①穿川汆	②传船椽蚕-	③喘□（~子：水田杂草）	⑤串窜篡
sʊ̃	①酸	③璨	⑤算蒜
ʐʊ̃	③阮软
kʊ̃	①官肝干-冠棺柑	③管敢馆赶（~人走，把人赶跑）	⑤灌贯罐冠（釜~：锅盖）
kʰʊ̃	①宽看（~房子）	③款砍	⑤看（~见）
xʊ̃	①欢汗换旱	②含寒韩-	③缓	⑤唤焊宦汉（讨~，骂女人的话）
ʊ̃	①岸豌安-	②完	③碗宛婉腕皖掩（用手~住）	⑤暗案（肉~子）
tɕiʊ̃	①捐娟绢	③卷	⑤眷券鹃
tɕʰiʊ̃	①圈	②全权拳泉	③犬	⑤劝
ɕiʊ̃	①宣喧轩揎（剥取：~菜，~玉米箬子）	②悬旋玄	③选癣	⑤楦（~鞋子）□（诱取，诈骗）
iʊ̃	①冤鸳渊愿院	②圆园源元袁猿援员缘	③远
pĩ	①鞭编边斌宾兵冰	③贬扁丙饼匾	⑤柄并辩辨变卞便
pʰĩ	①遍篇偏辨病	②贫频平瓶评苹坪屏	③品	⑤骗聘
mĩ	①面命	②棉绵眠民鸣明名	③闵敏抿免勉缅
tĩ	①颠丁叮钉疔	③点典顶鼎	⑤店电殿佃掂锭定订钉（~书机）
tʰĩ	①天添垫厅	②甜田填停亭廷庭	③挺艇舔	⑤□（~锅：烧火）掭（~笔）听
lĩ	①拈楝砚	②宁拈年粘连莲帘镰鲢林邻淋磷麟	③领岭碾拧	⑤吝令练赁练
ʐĩ	②然燃	③染冉
tɕĩ	①煎肩搛（~菜）坚尖占沾兼经津巾斤筋惊经京精晶茎径今浸金	③紧仅景警井锦检剪谨	⑤进战贱劲境敬竟镜静箭键贱健建见净=
tɕʰĩ	①亲轻清青谦牵千歼签净-	②潜钳（~子）前钱蝉秦勤芹情晴禽	③请顷浅践遣	⑤庆欠歉
ɕĩ	①心新先辛星腥杏猩县兴苫	②型形贤嫌□（~蛋，未受精的鸡蛋）	③显鲜（朝~）险⑤宪线献扇善姓兴（高~）信（写~）衅幸
ĩ	①验焰胭馅（包~）咽	②炎沿盐言研银迎赢延	③引隐影饮演尹瘾	⑤厌艳燕应印映窨（地~子：地窖）
pə̃	①奔畚（~头儿：簸箕）栟（~茶：如东地名）	③本苯	⑤笨
pʰə̃	①喷=（~水）	②盆	⑤喷（~香）
mə̃	①焖璺温-（~汤烟儿：水微温）	②门们明（~朝：明天）	⑤闷
fə̃	①分份芬纷吩	③粉	⑤愤粪奋
və̃	①问温=瘟	②文蚊纹闻	③稳
tə̃	①登灯吨蹲囤豚（河~）墩	③等	⑤凳炖顿盾□（~啊桌上）䙞（~子：棉袄）
tʰə̃	①吞邓钝□（~工夫：腾出时间）	②疼腾誊藤豚
lə̃	①嫩	②能论（~语）抡仑轮□（液体浓度大）	③冷	⑤论（议~）
tsə̃	①真珍针侦争蒸征增赠	③诊整怎拯	⑤正证政郑振
tsʰə̃	①撑称阵□（~人：水使人觉得冷）	②成城诚曾承晨臣程澄层尘辰陈乘	③□（没有）	⑤剩趁秤
sə̃	①伸生声升森身深申	②神绳□（蹲下）盛（~饭）	③省婶	⑤盛（茂~）圣慎肾渗胜
ʐə̃	①认闰扔	②人仁壬	③忍仍	⑤刃润
kə̃	①跟根耕更（打~）庚今-（~朝：今天）	③埂梗挭（推）	⑤更（~加）
kʰə̃	①坑吭	③肯啃恳	⑤硍（身上的污垢）
xə̃	①哼亨恨	②衡横恒	③狠很	⑤□（紧贴）□（做事拖拉）
ŋə̃	①恩硬
kuə̃	③滚磙绲（~鞋边）	⑤棍□（夏日天气闷热难受）
kʰuə̃	①昆鲲坤	③捆	⑤困
xuə̃	①昏婚荤	②魂浑	③混（~在一起）	⑤混（~日子）□（鱼肉等变味变质）
tɕyə̃	①君尊遵军均菌肫（鸡~子）	③准	⑤俊郡
tɕʰyə̃	①春村皴	②群裙存唇纯醇	③蠢	⑤寸衬
ɕyə̃	①孙熏顺（~便）	②寻旬循巡	③损笋榫（~头）	⑤汛训迅舜顺（~利）
yə̃	①晕	②云耘	③允永	⑤熨酝韵孕运
pã	①帮邦梆□（粘附）	③榜绑膀	⑤傍磅
pʰã	①棒乓□（~啊~的，整天无所事事，游手好闲）	②旁螃庞	③髈（猪后腿）	⑤滂胖□（浮在水面）
mã	②忙芒茫氓盲硭（~子：吸水烟用的纸卷）	③莽蟒
fã	①方芳坊妨（~人：骂动物的詈词）	②房防	③妨（~碍）访仿彷	⑤放
tã	①当裆	③党	⑤当
tʰã	①汤荡（~来~去）	②糖唐塘棠堂膛	③躺淌	⑤趟烫
lã	①浪晾（~衣裳）	②狼郎榔瓤	③朗	⑤浪（流~）
tsã	①张脏赃樟章	③长（~大）涨掌	⑤胀障仗葬
tsʰã	①仓舱苍娼丈	②长（~短）肠场常尝藏	③厂敞	⑤畅唱倡□（擦）
sã	①上桑商裳绱（~鞋）	③搡嗓赏	⑤尚
ʐã	①让	②□（碎）	③嚷壤
kã	①缸刚钢纲	③岗	⑤杠
kʰã	①康糠	②扛	⑤炕抗
xã	①夯巷	②行航杭	⑤项□（~花生：用文火炒花生）
ŋã	②昂	③□（~烟：冒烟）
ã	①肮
liã	①量（酒~）□（~子：水桶）	②良粮娘凉量（尺~）	③两辆仰	⑤谅
tɕiã	①将浆江	③僵姜讲奖蒋	⑤酱降
tɕʰiã	①枪腔呛匠象-	②墙详祥强□（~饭）	③强（勉~）⑤□（盖障）
ɕiã	①香相乡箱厢镶	③响想享	⑤象（大~）像向橡相（看）
iã	①样秧殃央	②羊洋阳扬杨疡	③养痒	⑤漾
kuã	①光	③广光（~他去，只有他去，他~去，他经常去）	⑤逛桄□（刮：~胡子。~一道漆）
kʰuã	①筐框眶咣	②狂	⑤况旷矿
xuã	①慌荒	②黄皇惶簧	③谎幌（~子）	⑤晃（~头~脑）
uã	①汪枉望	②忘亡王	③网	⑤旺妄
tɕyã	①装庄桩妆	③奘（粗大）	⑤妆状壮
tɕʰyã	①疮窗创（~口）状（~元）	②床噇（~倒头，吃饭之贬称）	③闯撞	⑤创（~造）
ɕyã	①双霜	②□（下雨之贬称）	③爽
pɔ̃	①崩绷（~紧）	③□（~的去：一定去）	⑤蹦碰
pʰɔ̃	①烹□（液体四溅）	②朋蓬篷彭膨棚	③捧	⑤碰
mɔ̃	①梦	②蒙朦盟	③猛□（密）	⑤孟
fɔ̃	①风封疯丰峰蜂锋烽	②逢冯缝	③讽	⑤奉凤
tɔ̃	①东冬咚（叮~，象声词）	③董懂	⑤冻栋动=
tʰɔ̃	①洞通动-	②铜同桐	③桶统捅；tʰɔ̃⑤：戴源亮口通到
lɔ̃	①弄	②农浓笼聋龙隆	③拢陇
tsɔ̃	①中宗踪忠	③肿喠（吃饭之贬称）总种	⑤棕□（身子往前冲）
tsʰɔ̃	①聪匆充重（轻~）	②重（~复）虫从崇丛	⑤□（到处游荡）□（~人：呵斥别人）□（~头：做事冒失的人）
sɔ̃	①松舂（~米）	②㞞（男子精液，又引申为骂人的话）	③□（~一拳头：打一拳头）⑤诵送宋颂
ʐɔ̃	②戎绒	⑤□（脸皮厚，不知羞耻）
kɔ̃	①公工宫攻恭□（身体钻进去）龚	③汞拱巩	⑤共=（~产党）贡供
kʰɔ̃	①空（~气）	③孔恐	⑤控空（~位子，~处，指无人的地方）
xɔ̃	①烘轰	②横（~竖，指笔画）红宏洪	③哄（~人）□（~鼻涕）	⑤哄（起~，火~起来啊）
ɔ̃	①翁嗡	②横-（~竖，不管怎样）	⑤□（~泥，淤泥）
tɕʰiɔ̃	②穷琼
ɕiɔ̃	①凶胸	②雄熊	⑤信-（~啊人说，相信别人说）
iɔ̃	①用佣庸	②荣容熔融溶	③勇涌蛹恿	⑤□（包围）
pɛʔ	⑦□（~脚儿：跛子）
pʰɛʔ	⑧拔
mɛʔ	⑦咩（羊叫声）	⑧抹
fɛʔ	⑦发	⑧罚阀伐乏
vɛʔ	⑦挖	⑧袜□（~的的：光滑的样子）
tɛʔ	⑦答搭达瘩
tʰɛʔ	⑦塌塔榻	⑧踏遢（邋~）
lɛʔ	⑦捺纳□（拖、拉）	⑧辣蜡腊（~八）癞（~子）
tsɛʔ	⑦扎杂眨甲-
tsʰɛʔ	⑦擦插察	⑧闸
sɛʔ	⑦杀煞撒	⑧刹（~车）闸炸（~馓子）
kɛʔ	⑦夹
kʰɛʔ	⑦掐	⑧轧（~棉花，~账）
xɛʔ	⑦瞎□（凹陷）	⑧狭
ŋɛʔ	⑦压押鸭	⑧轧（汽车~人）
tɕiɛʔ	⑦甲=
kuɛʔ	⑦刮括
kʰuɛʔ	⑧□（衣服等被钉子等扯住）
xuɛʔ	⑦□（~啊上车：飞身上车）□（~泥：把泥从河里面用铁锨抛上岸）□（~蛋：用筷子将蛋搅匀）	⑧滑
tɕyɛʔ	⑦咂（~嘴）
ɕyɛʔ	⑦刷（~子）	⑧刷（~猪窠：刷猪圈）
pʊʔ	⑦拨钵
pʰʊʔ	⑦泼	⑧□（搬动）
mʊʔ	⑦沫末	⑧□（老人因牙齿不好，吃东西时慢慢嚼）抹（转弯~角）
tʊʔ	⑦掇□（锅中沸腾）
tʰʊʔ	⑦脱蜕	⑧夺
lʊʔ	⑧衲（~子：尿布）
tsʊʔ	⑦拙□（地方小）
tsʰʊʔ	⑦撮	⑧□（~絮：喧闹）
sʊʔ	⑦说
kʊʔ	⑦割鸽合（两个人~把伞：两个人合用一把伞。不~算，划不来）
kʰʊʔ	⑦阔渴磕	⑧□（倒塌）
xʊʔ	⑦喝豁（~子：缺口）	⑧活=盒□（抖动）
ʊʔ	⑦□（上霉）□（用棍棒打）□（用火长时间地烧、煮）	⑧活（~过来）
tɕiʊʔ	⑦决绝=撅
tɕʰiʊʔ	⑦缺阙	⑧绝-掘-（~港：如东县城）
ɕiʊʔ	⑦血雪薛
iʊʔ	⑦月=悦越阅粤	⑧月-
piɪʔ	⑦逼鳖臂避毕笔别（~走，~动）蹩（~脚）瘪（~掉啊）
pʰiɪʔ	⑦劈撒匹僻碧滗（~汤）	⑧别（手~啊后的）鼻
miɪʔ	⑦密觅灭=（消~）	⑧蜜灭-（~朝：发生地震、洪水等足以毁灭人类的灾害）
tiɪʔ	⑦狄滴跌的摘-敌迭嫡
tʰiɪʔ	⑦踢铁贴帖剔	⑧碟蝶眣（目突出）笛
liɪʔ	⑦历粒立列劣力=（~量）	⑧捏裂力-（~气）镊（~子）
ʐiɪʔ	⑦日=（年月~）	⑧日-（~子）热
tɕiɪʔ	⑦籍寂脊积极激吉即击迹绩集疾急级节接结揭洁杰捷疥
tɕʰiɪʔ	⑦切窃彻漆=	⑧席（~子）□（打打闹闹）□（混乱、无头绪）
ɕiɪʔ	⑦析泄熄息媳吸锡惜习□（米粉）悉席（主~）	⑧折（~本）舌□（眼睛一~一~的：眼睛一眨一眨的）
iɪʔ	⑦一壹噎业叶=	⑧曳（拉、拽）叶-
pəʔ	⑦不
pʰəʔ	⑦勃脖	⑧饽
fəʔ	⑦弗沸拂	⑧佛
vəʔ	⑦物□（使弯曲的东西变直）□（~的~塞：心中堵塞难受。脚挨~啊下子）
vəʔ	⑧杌（~子）
təʔ	⑦得德□（粘）
tʰəʔ	⑦特突□（~掉）	⑧凸
ləʔ	⑦勒	⑧□（~执：固执）
tsəʔ	⑦摘=直=宅=泽则责蛰汁执植值=（价~）殖窄这=
tsʰəʔ	⑦赤侧厕策斥秩□（~人：让人觉得冰凉的感觉）	⑧贼直-值-（~得）
səʔ	⑦湿色适失释塞饰食=（~物）式啬	⑧□（撕碎）食-（猪~）什十石拾
ʐəʔ	⑦入（进~）	⑧入（男女性事）
kəʔ	⑦革隔格	⑧嗝
kʰəʔ	⑦咳克刻	⑧□（隔开）
xəʔ	⑦黑吓	⑧核齕（~骨头：啃骨头）
ŋəʔ	⑧额扼
tɕʰiəʔ	⑦吃七漆-□（强制，坚持：~住啊他把车子停下来，强迫他把车停下）
kuəʔ	⑦骨
kʰuəʔ	⑦窟
xuəʔ	⑦忽□（坏，不好）
tɕyəʔ	⑦桔□（短~~儿，贬指身材矮小的人）□（扭动身子）
tɕʰyəʔ	⑦出掘=
ɕyəʔ	⑦术祟
yəʔ	⑦域役
paʔ	⑦驳剥膊
pʰaʔ	⑦帕白（说~，说荒诞不经的话）□（~羊：公羊）□（用双唇啜吸食物）□（肥~子：大块的肥肉）	⑧薄（~粥）
maʔ	⑦幕莫（张~天：海安地名）	⑧膜摸寞莫（南~：海安地名）
faʔ	⑦缚
taʔ	⑦沰（淋雨）□（~淡话：说闲话）
tʰaʔ	⑦托	⑧□（~奶：奶水因过多而溢出）
laʔ	⑦乐骆洛	⑧络笿（~子，菜篮子）落（~雨）烙（电~铁）
tsaʔ	⑦作着砸斫
tsʰaʔ	⑦焯□（用瓢等舀粮食）错（~掉啊）□（~头：梳头）	⑧着（~火）凿昨（~朝）
saʔ	⑦索	⑧勺□（斜）
ʐaʔ	⑦弱若	⑧箬（~子：竹叶）
kaʔ	⑦角搁阁觉-
kʰaʔ	⑦壳确-（~实）
xaʔ	⑦鹤□（贴近）	⑧学
ŋaʔ	⑦恶□（~水：泔水）
