"t0序"	"t0用字"	"记音"	"备注"
"4146"	"栿"	"fu2"	""
"4147"	"復"	"fu2"	""
"4148"	"袱"	"fu2"	""
"4149"	"夢"	"məŋ5"	""
"4150"	"目"	"mo2"	""
"4151"	"穆"	"mu2"	""
"4152"	"牧"	"məŋ2"	""
"4153"	"隆"	"lʊŋ2"	""
"4154"	"窿"	"lʊŋ2"	""
"4155"	"六"	"lu2"	""
"4156"	"陸"	"lu2"	""
"4157"	"嵩"	"sʊŋ1"	""
"4158"	"肅"	"ɕiu2"	""
"4159"	"宿"	"ɕiu2"	""
"4160"	"中"	"ʦʊŋ1"	""
"4161"	"忠"	"ʦʊŋ1"	""
"4162"	"衷"	"ʦʊŋ1"	""
"4163"	"中"	"ʦʊŋ5"	""
"4164"	"竹"	"ʦu2"	""
"4165"	"築"	"ʦu2"	""
"4166"	"畜"	"ʦʰu2"	""
"4167"	"蟲"	"ʦʰʊŋ2"	""
"4168"	"仲"	"ʦʊŋ5"	""
"4169"	"逐"	"ʦu2"	""
"4170"	"軸"	"ʦu2"	""
"4171"	"崇"	"ʦʰʊŋ2"	""
"4172"	"縮"	"so2"	""
"4173"	"終"	"ʦʊŋ1"	""
"4174"	"衆"	"ʦʊŋ5"	""
"4175"	"祝"	"ʦu2"	""
"4176"	"粥"	"ʦu2"	""
"4176"	"粥"	"ʦəu1"	""
"4177"	"充"	"ʦʊŋ1"	""
"4178"	"銃"	"ʦʊŋ5"	""
"4179"	"叔"	"su2"	""
"4180"	"熟"	"su2"	""
"4181"	"淑"	"su2"	""
"4182"	"戎"	"zʊŋ2"	""
"4183"	"絨"	"zʊŋ2"	""
"4184"	"肉"	"zu2"	""
"4184"	"肉"	"zəu5"	""
"4184"	"肉"	"ka3"	"训读"
"4185"	"弓"	"kʊŋ1"	""
"4186"	"躬"	"kʊŋ1"	""
"4186"	"躬"	"ʨiʊŋ1"	""
"4187"	"宮"	"kʊŋ1"	""
"4188"	"菊"	"ʨiu2"	""
"4189"	"掬"	"ʨiu2"	""
"4190"	"鞠"	"ʨiu2"	""
"4191"	"麴"	"ʨʰiu2"	""
"4192"	"窮"	"ʨʰiʊŋ2"	""
"4193"	"嗅"	"ɕiəu5"	""
"4194"	"畜"	"ɕiu2"	""
"4195"	"蓄"	"ɕiu2"	""
"4196"	"蕻"	"ɕiu2"	""
"4197"	"郁"	"iu2"	""
"4198"	"熊"	"ɕiʊŋ2"	""
"4199"	"雄"	"ɕiʊŋ2"	""
"4200"	"融"	"iʊŋ2"	""
"4201"	"育"	"iu2"	""
"4202"	"封"	"fəŋ1"	""
"4203"	"峯"	"fəŋ1"	""
"4204"	"蜂"	"fəŋ1"	""
"4205"	"鋒"	"fəŋ1"	""
"4206"	"捧"	"pʰəŋ3"	""
"4207"	"逢"	"fəŋ2"	""
"4208"	"縫"	"fəŋ2"	""
"4209"	"奉"	"fəŋ5"	""
"4210"	"俸"	"fəŋ5"	""
"4211"	"縫"	"fəŋ5"	""
"4212"	"濃"	"lʊŋ2"	""
"4213"	"龍"	"lʊŋ2"	""
"4214"	"隴"	"lʊŋ3"	""
"4215"	"壠"	"lʊŋ3"	""
"4216"	"緑"	"lu2"	""
"4217"	"録"	"lu2"	""
"4218"	"蹤"	"ʦʊŋ1"	""
"4219"	"縱"	"ʦʊŋ1"	""
"4220"	"縱"	"ʦʊŋ5"	""
"4221"	"足"	"ʨiu2"	""
"4222"	"從"	"ʦʰʊŋ2"	""
"4223"	"促"	"ʨʰiu2"	""
"4224"	"從"	"ʦʰʊŋ2"	""
"4225"	"慫"	"sʊŋ3"	""
"4226"	"粟"	"su2"	""
"4227"	"松"	"sʊŋ1"	""
"4228"	"㞞"	"sʊŋ2"	""
"4229"	"誦"	"sʊŋ5"	""
"4230"	"頌"	"sʊŋ5"	""
"4231"	"訟"	"sʊŋ5"	""
"4232"	"俗"	"ɕiu2"	""
"4233"	"續"	"ɕiu2"	""
"4234"	"冢"	"ʦʊŋ3"	""
"4235"	"寵"	"ʦʰʊŋ3"	""
"4236"	"重"	"ʦʰʊŋ2"	""
"4237"	"重"	"ʦʊŋ5"	""
"4238"	"鐘"	"ʦʊŋ1"	""
"4239"	"鍾"	"ʦʊŋ1"	""
"4240"	"盅"	"ʦʊŋ1"	""
"4241"	"種"	"ʦʊŋ3"	""
"4242"	"腫"	"ʦʊŋ3"	""
"4243"	"種"	"ʦʊŋ5"	""
"4244"	"燭"	"ʦo2"	""
"4245"	"囑"	"ʦu2"	""
"4246"	"衝"	"ʦʰʊŋ1"	""
"4247"	"觸"	"ʦu2"	""
"4248"	"贖"	"ɕiu2"	""
"4249"	"舂"	"sʊŋ1"	""
"4250"	"束"	"ʦʰo2"	""
"4251"	"鱅"	"sʊŋ2"	""
"4252"	"蜀"	"su2"	""
"4253"	"屬"	"su2"	""
"4254"	"茸"	"zʊŋ2"	""
"4255"	"冗"	"zʊŋ3"	""
"4256"	"氄"	"zʊŋ3"	""
"4257"	"辱"	"zu2"	""
"4258"	"褥"	"zu2"	""
"4259"	"恭"	"kʊŋ1"	""
"4260"	"供"	"kʊŋ1"	""
"4261"	"龔"	"kʊŋ1"	""
"4261"	"龔"	"ʨiʊŋ1"	""
"4262"	"拱"	"kʊŋ3"	""
"4263"	"鞏"	"kʊŋ3"	""
"4264"	"供"	"kʊŋ5"	""
"4265"	"鋦"	"ʨiu2"	""
"4266"	"恐"	"kʰʊŋ3"	""
"4267"	"曲"	"ʨʰiu2"	""
"4268"	"共"	"kʊŋ5"	""
"4269"	"局"	"ʨiu2"	""
"4270"	"玉"	"y5"	""
"4271"	"獄"	"iu2"	""
"4272"	"胸"	"ɕiʊŋ1"	""
"4273"	"匈"	"ɕiʊŋ1"	""
"4274"	"凶"	"ɕiʊŋ1"	""
"4275"	"兇"	"ɕiʊŋ1"	""
"4276"	"雍"	"iʊŋ1"	""
"4277"	"癰"	"iʊŋ1"	""
"4278"	"痈"	"iʊŋ1"	""
"4279"	"擁"	"iʊŋ3"	""
"4280"	"壅"	"iʊŋ5"	""
"4281"	"容"	"iʊŋ2"	""
"4282"	"蓉"	"iʊŋ2"	""
"4283"	"鎔"	"iʊŋ2"	""
"4284"	"庸"	"iʊŋ1"	""
"4285"	"溶"	"iʊŋ2"	""
"4286"	"甬"	"iʊŋ3"	""
"4287"	"勇"	"iʊŋ3"	""
"4288"	"湧"	"iʊŋ3"	""
"4289"	"恿"	"iʊŋ3"	""
"4290"	"踊"	"iʊŋ3"	""
"4291"	"蛹"	"iʊŋ3"	""
"4292"	"用"	"iʊŋ5"	""
"4293"	"欲"	"iu2"	""
"4294"	"慾"	"iu2"	""
"4295"	"浴"	"iu2"	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
""	""	""	""
