"ID"	"IPA"	"simp"	"trad"	"detail"	"pinyin"	"调类"
82	"zɿ¹³"	"慈"	"慈"			"zɿ2"
83	"zɿ¹³"	"磁"	"磁"			"zɿ2"
84	"zɿ¹³"	"词"	"詞"			"zɿ2"
85	"zɿ¹³"	"辞"	"辭"			"zɿ2"
86	"zɿ¹³"	"祠"	"祠"			"zɿ2"
87	"zɿ¹³"	"时"	"時"			"zɿ2"
88	"zɿ¹³"	"鲥"	"鰣"			"zɿ2"
89	"zɿ¹³"	"莳"	"蒔"			"zɿ2"
90	"zɿ²¹³"	"誓"	"誓"			"zɿ6"
91	"zɿ²¹³"	"逝"	"逝"			"zɿ6"
92	"zɿ²¹³"	"是"	"是"			"zɿ6"
93	"zɿ²¹³"	"氏"	"氏"			"zɿ6"
94	"zɿ²¹³"	"自"	"自"			"zɿ6"
95	"zɿ²¹³"	"示"	"示"			"zɿ6"
96	"zɿ²¹³"	"视"	"視"			"zɿ6"
97	"zɿ²¹³"	"字"	"字"			"zɿ6"
98	"zɿ²¹³"	"伺"	"伺"			"zɿ6"
99	"zɿ²¹³"	"似"	"似"			"zɿ6"
100	"zɿ²¹³"	"寺"	"寺"			"zɿ6"
101	"zɿ²¹³"	"嗣"	"嗣"			"zɿ6"
102	"zɿ²¹³"	"饲"	"飼"			"zɿ6"
103	"zɿ²¹³"	"巳"	"巳"			"zɿ6"
104	"zɿ²¹³"	"祀"	"祀"			"zɿ6"
105	"zɿ²¹³"	"士"	"士"			"zɿ6"
106	"zɿ²¹³"	"仕"	"仕"			"zɿ6"
107	"zɿ²¹³"	"柿"	"柿"			"zɿ6"
108	"zɿ²¹³"	"俟"	"俟"			"zɿ6"
109	"zɿ²¹³"	"事"	"事"			"zɿ6"
110	"zɿ²¹³"	"市"	"市"			"zɿ6"
111	"zɿ²¹³"	"侍"	"侍"			"zɿ6"
112	"pi⁵³"	"屄"	"屄"			"pi1"
113	"pi⁵³"	"鄙"	"鄙"			"pi1"
114	"pi⁴⁵"	"彼"	"彼"			"pi3"
115	"pi⁴⁵"	"比"	"比"			"pi3"
116	"pi⁴²³"	"蔽"	"蔽"			"pi5"
117	"pi⁴²³"	"闭"	"閉"			"pi5"
118	"pi⁴²³"	"泌"	"泌"			"pi5"
119	"pi⁴²³"	"秘"	"秘"			"pi5"
120	"pi⁴²³"	"庇"	"庇"			"pi5"
121	"pi⁴²³"	"滗"	"滗"			"pi5"
122	"pʰi⁵³"	"批"	"批"			"pʰi1"
123	"pʰi⁵³"	"披"	"披"			"pʰi1"
124	"pʰi⁵³"	"纰"	"紕"			"pʰi1"
125	"pʰi⁴⁵"	"痞"	"痞"			"pʰi3"
126	"pʰi⁴²³"	"屁"	"屁"			"pʰi5"
127	"bi¹³"	"脾"	"脾"			"bi2"
128	"bi¹³"	"疲"	"疲"			"bi2"
129	"bi¹³"	"皮"	"皮"			"bi2"
130	"bi¹³"	"琵"	"琵"			"bi2"
131	"bi¹³"	"肥"	"肥"			"bi2"
132	"bi²¹³"	"敝"	"敝"			"bi6"
133	"bi²¹³"	"弊"	"弊"			"bi6"
134	"bi²¹³"	"币"	"幣"			"bi6"
135	"bi²¹³"	"毙"	"斃"			"bi6"
136	"bi²¹³"	"陛"	"陛"			"bi6"
137	"bi²¹³"	"鐾"	"鐾"			"bi6"
138	"bi²¹³"	"被"	"被"			"bi6"
139	"bi²¹³"	"婢"	"婢"			"bi6"
140	"bi²¹³"	"避"	"避"			"bi6"
141	"bi²¹³"	"痹"	"痺"			"bi6"
142	"bi²¹³"	"备"	"備"			"bi6"
143	"mi⁵³"	"眯"	"瞇"			"mi1"
144	"mi¹³"	"迷"	"迷"			"mi2"
145	"mi¹³"	"谜"	"謎"			"mi2"
146	"mi¹³"	"糜"	"糜"			"mi2"
147	"mi¹³"	"弥"	"彌"			"mi2"
148	"mi¹³"	"靡"	"靡"			"mi2"
149	"mi¹³"	"眉"	"眉"			"mi2"
150	"mi⁴⁵"	"米"	"米"			"mi3"
151	"mi²¹³"	"味"	"味"			"mi6"
152	"fi⁵³"	"非"	"非"			"fi1"
153	"fi⁵³"	"飞"	"飛"			"fi1"
154	"fi⁵³"	"妃"	"妃"			"fi1"
155	"fi⁴⁵"	"匪"	"匪"			"fi3"
156	"fi⁴²³"	"费"	"費"			"fi5"
157	"fi⁴²³"	"翡"	"翡"			"fi5"
158	"fi⁴²³"	"废"	"廢"			"fi5"
159	"fi⁴²³"	"肺"	"肺"			"fi5"
160	"fi⁴²³"	"吠"	"吠"			"fi5"
161	"vi¹³"	"维"	"維"			"vi2"
162	"vi¹³"	"惟"	"惟"			"vi2"
163	"vi¹³"	"唯"	"唯"			"vi2"
164	"vi¹³"	"肥"	"肥"			"vi2"
165	"vi¹³"	"微"	"微"			"vi2"
166	"vi²¹³"	"未"	"未"			"vi6"
167	"vi²¹³"	"味"	"味"			"vi6"
168	"ti⁵³"	"低"	"低"			"ti1"
169	"ti⁴⁵"	"底"	"底"			"ti3"
170	"ti⁴⁵"	"抵"	"抵"			"ti3"
171	"ti⁴²³"	"帝"	"帝"			"ti5"
172	"ti⁴²³"	"蒂"	"蒂"			"ti5"
173	"tʰi⁵³"	"梯"	"梯"			"tʰi1"
174	"tʰi⁵³"	"涕"	"涕"			"tʰi1"
175	"tʰi⁵³"	"屉"	"屜"			"tʰi1"
176	"tʰi⁴⁵"	"体"	"體"			"tʰi3"
177	"tʰi⁴²³"	"剃"	"剃"			"tʰi5"
178	"tʰi⁴²³"	"替"	"替"			"tʰi5"
179	"di¹³"	"堤"	"堤"			"di2"
180	"di¹³"	"题"	"題"			"di2"
181	"di¹³"	"提"	"提"			"di2"
182	"di¹³"	"蹄"	"蹄"			"di2"
183	"di¹³"	"啼"	"啼"			"di2"
184	"di²¹³"	"弟"	"弟"			"di6"
185	"di²¹³"	"第"	"第"			"di6"
186	"di²¹³"	"递"	"遞"			"di6"
187	"di²¹³"	"隶"	"隸"			"di6"
188	"di²¹³"	"地"	"地"			"di6"
189	"li¹³"	"驴"	"驢"			"li2"
190	"li¹³"	"犁"	"犁"			"li2"
191	"li¹³"	"黎"	"黎"			"li2"
192	"li¹³"	"离"	"離"			"li2"
193	"li¹³"	"篱"	"籬"			"li2"
194	"li¹³"	"璃"	"璃"			"li2"
195	"li¹³"	"梨"	"梨"			"li2"
196	"li¹³"	"厘"	"厘"			"li2"
197	"li¹³"	"狸"	"狸"			"li2"
198	"li⁴⁵"	"吕"	"呂"			"li3"
199	"li⁴⁵"	"旅"	"旅"			"li3"
200	"li⁴⁵"	"缕"	"縷"			"li3"
201	"li⁴⁵"	"屡"	"屢"			"li3"
202	"li⁴⁵"	"礼"	"禮"			"li3"
203	"li⁴⁵"	"李"	"李"			"li3"
204	"li⁴⁵"	"里"	"裡"			"li3"
205	"li⁴⁵"	"理"	"理"			"li3"
206	"li⁴⁵"	"鲤"	"鯉"			"li3"
207	"li²¹³"	"滤"	"濾"			"li6"
208	"li²¹³"	"虑"	"慮"			"li6"
209	"li²¹³"	"例"	"例"			"li6"
210	"li²¹³"	"厉"	"厲"			"li6"
211	"li²¹³"	"励"	"勵"			"li6"
212	"li²¹³"	"丽"	"麗"			"li6"
213	"li²¹³"	"履"	"履"			"li6"
214	"li²¹³"	"利"	"利"			"li6"
215	"li²¹³"	"痢"	"痢"			"li6"
216	"li²¹³"	"吏"	"吏"			"li6"
217	"li²¹³"	"泪"	"淚"			"li6"
218	"tsi⁵³"	"齑"	"齏"			"tsi1"
219	"tsi⁵³"	"荠"	"薺"			"tsi1"
220	"tsi⁴⁵"	"挤"	"擠"			"tsi3"
221	"tsi⁴²³"	"祭"	"祭"			"tsi5"
222	"tsi⁴²³"	"际"	"際"			"tsi5"
223	"tsi⁴²³"	"济"	"濟"			"tsi5"
224	"tsi⁴²³"	"剂"	"劑"			"tsi5"
225	"tsi⁴²³"	"醉"	"醉"			"tsi5"
226	"tsi⁴²³"	"左"	"左"			"tsi5"
227	"tsʰi⁵³"	"蛆"	"蛆"			"tsʰi1"
228	"tsʰi⁵³"	"趋"	"趨"			"tsʰi1"
229	"tsʰi⁵³"	"妻"	"妻"			"tsʰi1"
230	"tsʰi⁵³"	"凄"	"淒"			"tsʰi1"
231	"tsʰi⁵³"	"栖"	"棲"			"tsʰi1"
232	"tsʰi⁴⁵"	"取"	"取"			"tsʰi3"
233	"tsʰi⁴⁵"	"娶"	"娶"			"tsʰi3"
234	"tsʰi⁴²³"	"趣"	"趣"			"tsʰi5"
235	"tsʰi⁴²³"	"砌"	"砌"			"tsʰi5"
236	"dzi¹³"	"齐"	"齊"			"dzi2"
237	"dzi¹³"	"脐"	"臍"			"dzi2"
238	"si⁵³"	"絮"	"絮"			"si1"
239	"si⁵³"	"须"	"須"			"si1"
240	"si⁵³"	"需"	"需"			"si1"
241	"si⁵³"	"西"	"西"			"si1"
242	"si⁵³"	"犀"	"犀"			"si1"
243	"si⁵³"	"婿"	"婿"			"si1"
244	"si⁵³"	"髓"	"髓"			"si1"
245	"si⁴⁵"	"洗"	"洗"			"si3"
246	"si⁴⁵"	"玺"	"璽"			"si3"
247	"si⁴⁵"	"徙"	"徙"			"si3"
248	"si⁴²³"	"细"	"細"			"si5"
249	"zi¹³"	"徐"	"徐"			"zi2"
250	"zi¹³"	"齐"	"齊"			"zi2"
251	"zi²¹³"	"序"	"序"			"zi6"
252	"zi²¹³"	"叙"	"敘"			"zi6"
253	"zi²¹³"	"绪"	"緒"			"zi6"
254	"zi²¹³"	"聚"	"聚"			"zi6"
255	"tɕi⁵³"	"鸡"	"雞"			"tɕi1"
256	"tɕi⁵³"	"稽"	"稽"			"tɕi1"
257	"tɕi⁵³"	"饥"	"飢"			"tɕi1"
258	"tɕi⁵³"	"肌"	"肌"			"tɕi1"
259	"tɕi⁵³"	"几"	"几"			"tɕi1"
260	"tɕi⁵³"	"麂"	"麂"			"tɕi1"
261	"tɕi⁵³"	"基"	"基"			"tɕi1"
262	"tɕi⁵³"	"几"	"幾"			"tɕi1"
263	"tɕi⁵³"	"机"	"機"			"tɕi1"
264	"tɕi⁵³"	"讥"	"譏"			"tɕi1"
265	"tɕi⁵³"	"箕"	"箕"			"tɕi1"
266	"tɕi⁵³"	"奇"	"奇"			"tɕi1"
267	"tɕi⁴⁵"	"几"	"幾"			"tɕi3"
268	"tɕi⁴²³"	"计"	"計"			"tɕi5"
269	"tɕi⁴²³"	"继"	"繼"			"tɕi5"
270	"tɕi⁴²³"	"冀"	"冀"			"tɕi5"
271	"tɕi⁴²³"	"记"	"記"			"tɕi5"
272	"tɕi⁴²³"	"纪"	"紀"			"tɕi5"
273	"tɕi⁴²³"	"寄"	"寄"			"tɕi5"
274	"tɕi⁴²³"	"既"	"既"			"tɕi5"
275	"tɕi⁴²³"	"季"	"季"			"tɕi5"
276	"tɕʰi⁵³"	"溪"	"溪"			"tɕʰi1"
277	"tɕʰi⁵³"	"欺"	"欺"			"tɕʰi1"
278	"tɕʰi⁵³"	"岂"	"豈"			"tɕʰi1"
279	"tɕʰi⁴⁵"	"启"	"啟"			"tɕʰi3"
280	"tɕʰi⁴⁵"	"起"	"起"			"tɕʰi3"
281	"tɕʰi⁴⁵"	"企"	"企"			"tɕʰi3"
282	"tɕʰi⁴²³"	"契"	"契"			"tɕʰi5"
283	"tɕʰi⁴²³"	"器"	"器"			"tɕʰi5"
284	"tɕʰi⁴²³"	"弃"	"棄"			"tɕʰi5"
285	"tɕʰi⁴²³"	"气"	"氣"			"tɕʰi5"
286	"tɕʰi⁴²³"	"汽"	"汽"			"tɕʰi5"
287	"dʑi¹³"	"奇"	"奇"			"dʑi2"
288	"dʑi¹³"	"骑"	"騎"			"dʑi2"
289	"dʑi¹³"	"岐"	"岐"			"dʑi2"
290	"dʑi¹³"	"歧"	"歧"			"dʑi2"
291	"dʑi¹³"	"祁"	"祁"			"dʑi2"
292	"dʑi¹³"	"鳍"	"鰭"			"dʑi2"
293	"dʑi¹³"	"其"	"其"			"dʑi2"
294	"dʑi¹³"	"棋"	"棋"			"dʑi2"
295	"dʑi¹³"	"期"	"期"			"dʑi2"
296	"dʑi¹³"	"旗"	"旗"			"dʑi2"
297	"dʑi¹³"	"麒"	"麒"			"dʑi2"
298	"dʑi¹³"	"祈"	"祈"			"dʑi2"
299	"dʑi⁴⁵"	"绮"	"綺"			"dʑi3"
300	"dʑi²¹³"	"妓"	"妓"			"dʑi6"
301	"dʑi²¹³"	"技"	"技"			"dʑi6"
302	"dʑi²¹³"	"忌"	"忌"			"dʑi6"
303	"ȵi¹³"	"泥"	"泥"			"ȵi2"
304	"ȵi¹³"	"霓"	"霓"			"ȵi2"
305	"ȵi¹³"	"倪"	"倪"			"ȵi2"
306	"ȵi¹³"	"宜"	"宜"			"ȵi2"
307	"ȵi¹³"	"尼"	"尼"			"ȵi2"
308	"ȵi¹³"	"呢"	"呢"			"ȵi2"
309	"ȵi¹³"	"疑"	"疑"			"ȵi2"
310	"ȵi¹³"	"拟"	"擬"			"ȵi2"
311	"ȵi¹³"	"沂"	"沂"			"ȵi2"
312	"ȵi⁴⁵"	"你"	"你"			"ȵi3"
313	"ȵi²¹³"	"艺"	"藝"			"ȵi6"
314	"ȵi²¹³"	"谊"	"誼"			"ȵi6"
315	"ȵi²¹³"	"腻"	"膩"			"ȵi6"
316	"ȵi²¹³"	"二"	"二"			"ȵi6"
317	"ɕi⁵³"	"溪"	"溪"			"ɕi1"
318	"ɕi⁵³"	"牺"	"犧"			"ɕi1"
319	"ɕi⁵³"	"熙"	"熙"			"ɕi1"
320	"ɕi⁵³"	"希"	"希"			"ɕi1"
321	"ɕi⁵³"	"稀"	"稀"			"ɕi1"
322	"ɕi⁵³"	"嬉"	"嬉"			"ɕi1"
323	"ɕi⁴⁵"	"喜"	"喜"			"ɕi3"
324	"ɕi⁴²³"	"系"	"係"			"ɕi5"
325	"ɕi⁴²³"	"戏"	"戲"			"ɕi5"
326	"ɦi¹³"	"携"	"攜"			"ɦi2"
327	"ɦi¹³"	"畦"	"畦"			"ɦi2"
328	"ɦi¹³"	"移"	"移"			"ɦi2"
329	"ɦi¹³"	"夷"	"夷"			"ɦi2"
330	"ɦi¹³"	"姨"	"姨"			"ɦi2"
331	"ɦi¹³"	"遗"	"遺"			"ɦi2"
332	"ɦi¹³"	"仪"	"儀"			"ɦi2"
333	"ɦi²¹³"	"系"	"系"			"ɦi6"
334	"ɦi²¹³"	"蚁"	"蟻"			"ɦi6"
335	"ɦi²¹³"	"义"	"義"			"ɦi6"
336	"ɦi²¹³"	"议"	"議"			"ɦi6"
337	"ɦi²¹³"	"易"	"易"			"ɦi6"
338	"ɦi²¹³"	"肄"	"肄"			"ɦi6"
339	"ɦi²¹³"	"异"	"異"			"ɦi6"
340	"ɦi²¹³"	"亿"	"億"			"ɦi6"
341	"ɦi²¹³"	"忆"	"憶"			"ɦi6"
342	"ɦi²¹³"	"刈"	"刈"			"ɦi6"
343	"i⁵³"	"医"	"醫"			"i1"
344	"i⁵³"	"衣"	"衣"			"i1"
345	"i⁵³"	"依"	"依"			"i1"
346	"i⁴⁵"	"以"	"以"			"i3"
347	"i⁴⁵"	"已"	"已"			"i3"
348	"i⁴⁵"	"矣"	"矣"			"i3"
349	"i⁴²³"	"意"	"意"			"i5"
350	"pu⁵³"	"波"	"波"			"pu1"
351	"pu⁵³"	"菠"	"菠"			"pu1"
352	"pu⁵³"	"簸"	"簸"			"pu1"
353	"pu⁵³"	"播"	"播"			"pu1"
354	"pu⁵³"	"玻"	"玻"			"pu1"
355	"pu⁴⁵"	"补"	"補"			"pu3"
356	"pu⁴²³"	"布"	"布"			"pu5"
357	"pu⁴²³"	"怖"	"怖"			"pu5"
358	"pʰu⁵³"	"颇"	"頗"			"pʰu1"
359	"pʰu⁵³"	"坡"	"坡"			"pʰu1"
360	"pʰu⁵³"	"铺"	"鋪"			"pʰu1"
361	"pʰu⁴⁵"	"谱"	"譜"			"pʰu3"
362	"pʰu⁴⁵"	"圃"	"圃"			"pʰu3"
363	"pʰu⁴⁵"	"普"	"普"			"pʰu3"
364	"pʰu⁴⁵"	"浦"	"浦"			"pʰu3"
365	"pʰu⁴⁵"	"脯"	"脯"			"pʰu3"
366	"pʰu⁴²³"	"破"	"破"			"pʰu5"
367	"pʰu⁴²³"	"铺"	"鋪"			"pʰu5"
368	"bu¹³"	"婆"	"婆"			"bu2"
369	"bu¹³"	"蒲"	"蒲"			"bu2"
370	"bu¹³"	"菩"	"菩"			"bu2"
371	"bu¹³"	"脯"	"脯"			"bu2"
372	"bu¹³"	"葡"	"葡"			"bu2"
373	"bu¹³"	"孵"	"孵"			"bu2"
374	"bu²¹³"	"部"	"部"			"bu6"
375	"bu²¹³"	"簿"	"簿"			"bu6"
376	"bu²¹³"	"步"	"步"			"bu6"
377	"bu²¹³"	"捕"	"捕"			"bu6"
378	"bu²¹³"	"埠"	"埠"			"bu6"
379	"fu⁵³"	"夫"	"夫"			"fu1"
380	"fu⁵³"	"肤"	"膚"			"fu1"
381	"fu⁵³"	"敷"	"敷"			"fu1"
382	"fu⁵³"	"麸"	"麩"			"fu1"
383	"fu⁴⁵"	"府"	"府"			"fu3"
384	"fu⁴⁵"	"腑"	"腑"			"fu3"
385	"fu⁴⁵"	"俯"	"俯"			"fu3"
386	"fu⁴⁵"	"甫"	"甫"			"fu3"
387	"fu⁴⁵"	"斧"	"斧"			"fu3"
388	"fu⁴⁵"	"釜"	"釜"			"fu3"
389	"fu⁴⁵"	"辅"	"輔"			"fu3"
390	"fu⁴⁵"	"武"	"武"			"fu3"
391	"fu⁴⁵"	"舞"	"舞"			"fu3"
392	"fu⁴⁵"	"侮"	"侮"			"fu3"
393	"fu⁴⁵"	"鹉"	"鵡"			"fu3"
394	"fu⁴²³"	"付"	"付"			"fu5"
395	"fu⁴²³"	"赋"	"賦"			"fu5"
396	"fu⁴²³"	"咐"	"咐"			"fu5"
397	"fu⁴²³"	"赴"	"赴"			"fu5"
398	"fu⁴²³"	"讣"	"訃"			"fu5"
399	"fu⁴²³"	"富"	"富"			"fu5"
400	"fu⁴²³"	"副"	"副"			"fu5"
401	"vu¹³"	"符"	"符"			"vu2"
402	"vu¹³"	"扶"	"扶"			"vu2"
403	"vu¹³"	"芙"	"芙"			"vu2"
404	"vu¹³"	"无"	"無"			"vu2"
405	"vu¹³"	"巫"	"巫"			"vu2"
406	"vu¹³"	"浮"	"浮"			"vu2"
407	"vu¹³"	"抚"	"撫"			"vu2"
408	"vu²¹³"	"傅"	"傅"			"vu6"
409	"vu²¹³"	"父"	"父"			"vu6"
410	"vu²¹³"	"腐"	"腐"			"vu6"
411	"vu²¹³"	"附"	"附"			"vu6"
412	"vu²¹³"	"驸"	"駙"			"vu6"
413	"vu²¹³"	"务"	"務"			"vu6"
414	"vu²¹³"	"雾"	"霧"			"vu6"
415	"vu²¹³"	"妇"	"婦"			"vu6"
416	"vu²¹³"	"负"	"負"			"vu6"
417	"vu²¹³"	"戊"	"戊"			"vu6"
418	"vu²¹³"	"腐"	"腐"			"vu6"
419	"ku⁵³"	"姑"	"姑"			"ku1"
420	"ku⁵³"	"孤"	"孤"			"ku1"
421	"ku⁵³"	"箍"	"箍"			"ku1"
422	"ku⁵³"	"鸪"	"鴣"			"ku1"
423	"ku⁵³"	"辜"	"辜"			"ku1"
424	"ku⁴⁵"	"古"	"古"			"ku3"
425	"ku⁴⁵"	"估"	"估"			"ku3"
426	"ku⁴⁵"	"牯"	"牯"			"ku3"
427	"ku⁴⁵"	"股"	"股"			"ku3"
428	"ku⁴⁵"	"鼓"	"鼓"			"ku3"
429	"ku⁴²³"	"故"	"故"			"ku5"
430	"ku⁴²³"	"固"	"固"			"ku5"
431	"ku⁴²³"	"锢"	"錮"			"ku5"
432	"ku⁴²³"	"雇"	"僱"			"ku5"
433	"ku⁴²³"	"顾"	"顧"			"ku5"
434	"kʰu⁵³"	"枯"	"枯"			"kʰu1"
435	"kʰu⁴⁵"	"苦"	"苦"			"kʰu3"
436	"kʰu⁴²³"	"库"	"庫"			"kʰu5"
437	"kʰu⁴²³"	"裤"	"褲"			"kʰu5"
438	"hu⁵³"	"呼"	"呼"			"hu1"
439	"hu⁴⁵"	"虎"	"虎"			"hu3"
440	"hu⁴⁵"	"浒"	"滸"			"hu3"
441	"ɦu¹³"	"吴"	"吳"			"ɦu2"
442	"ɦu¹³"	"蜈"	"蜈"			"ɦu2"
443	"ɦu¹³"	"梧"	"梧"			"ɦu2"
444	"ɦu¹³"	"胡"	"胡"			"ɦu2"
445	"ɦu¹³"	"狐"	"狐"			"ɦu2"
446	"ɦu¹³"	"湖"	"湖"			"ɦu2"
447	"ɦu¹³"	"壶"	"壺"			"ɦu2"
448	"ɦu¹³"	"葫"	"葫"			"ɦu2"
449	"ɦu¹³"	"糊"	"糊"			"ɦu2"
450	"ɦu¹³"	"蝴"	"蝴"			"ɦu2"
451	"ɦu¹³"	"乎"	"乎"			"ɦu2"
452	"ɦu²¹³"	"误"	"誤"			"ɦu6"
453	"ɦu²¹³"	"悟"	"悟"			"ɦu6"
454	"ɦu²¹³"	"户"	"戶"			"ɦu6"
455	"ɦu²¹³"	"沪"	"滬"			"ɦu6"
456	"ɦu²¹³"	"互"	"互"			"ɦu6"
457	"ɦu²¹³"	"护"	"護"			"ɦu6"
458	"u⁵³"	"乌"	"烏"			"u1"
459	"u⁵³"	"污"	"污"			"u1"
460	"u⁵³"	"坞"	"塢"			"u1"
461	"u⁵³"	"诬"	"誣"			"u1"
462	"u⁴⁵"	"伍"	"伍"			"u3"
463	"u⁴⁵"	"午"	"午"			"u3"
464	"tɕy⁵³"	"诸"	"諸"			"tɕy1"
465	"tɕy⁵³"	"居"	"居"			"tɕy1"
466	"tɕy⁵³"	"车"	"車"			"tɕy1"
467	"tɕy⁵³"	"诛"	"誅"			"tɕy1"
468	"tɕy⁵³"	"蛛"	"蛛"			"tɕy1"
469	"tɕy⁵³"	"株"	"株"			"tɕy1"
470	"tɕy⁵³"	"朱"	"朱"			"tɕy1"
471	"tɕy⁵³"	"珠"	"珠"			"tɕy1"
472	"tɕy⁵³"	"殊"	"殊"			"tɕy1"
473	"tɕy⁵³"	"拘"	"拘"			"tɕy1"
474	"tɕy⁵³"	"驹"	"駒"			"tɕy1"
475	"tɕy⁵³"	"矩"	"矩"			"tɕy1"
476	"tɕy⁵³"	"猪"	"豬"			"tɕy1"
