"ID"	"IPA"	"simp"	"trad"	"detail"	"pinyin"	"调类"
1794	"tʰɑ⁵³"	"它"	"它"			"tʰɑ1"
1795	"tʰɑ⁵³"	"她"	"她"			"tʰɑ1"
1796	"dɑ²¹³"	"大"	"大"			"dɑ6"
1797	"lɑ⁵³"	"拉"	"拉"			"lɑ1"
1798	"tsɑ⁵³"	"遮"	"遮"			"tsɑ1"
1799	"tsɑ⁵³"	"蔗"	"蔗"			"tsɑ1"
1800	"tsɑ⁵³"	"抓"	"抓"			"tsɑ1"
1801	"tsɑ⁴⁵"	"者"	"者"			"tsɑ3"
1802	"tsʰɑ⁵³"	"差"	"差"			"tsʰɑ1"
1803	"tsʰɑ⁴⁵"	"扯"	"扯"			"tsʰɑ3"
1804	"sɑ⁴⁵"	"傻"	"傻"			"sɑ3"
1805	"sɑ⁴⁵"	"耍"	"耍"			"sɑ3"
1806	"sɑ⁴²³"	"舍"	"舍"			"sɑ5"
1807	"sɑ⁴²³"	"赦"	"赦"			"sɑ5"
1808	"zɑ¹³"	"蛇"	"蛇"			"zɑ2"
1809	"zɑ²¹³"	"射"	"射"			"zɑ6"
1810	"zɑ²¹³"	"麝"	"麝"			"zɑ6"
1811	"zɑ²¹³"	"社"	"社"			"zɑ6"
1812	"zɑ²¹³"	"惹"	"惹"			"zɑ6"
1813	"kɑ⁵³"	"加"	"加"			"kɑ1"
1814	"kɑ⁵³"	"嘉"	"嘉"			"kɑ1"
1815	"kɑ⁵³"	"家"	"家"			"kɑ1"
1816	"kɑ⁵³"	"傢"	"傢"			"kɑ1"
1817	"kɑ⁴⁵"	"假"	"假"			"kɑ3"
1818	"kɑ⁴²³"	"架"	"架"			"kɑ5"
1819	"kʰɑ⁵³"	"揩"	"揩"			"kʰɑ1"
1820	"kʰɑ⁵³"	"卡"	"卡"			"kʰɑ1"
1821	"kʰɑ⁴²³"	"揢"	"揢"			"kʰɑ5"
1822	"hɑ⁵³"	"哈"	"哈"			"hɑ1"
1823	"tiɑ⁵³"	"爹"	"爹"			"tiɑ1"
1824	"tiɑ⁴⁵"	"嗲"	"嗲"			"tiɑ3"
1825	"tsiɑ⁴⁵"	"姐"	"姐"			"tsiɑ3"
1826	"tsiɑ⁴²³"	"借"	"借"			"tsiɑ5"
1827	"siɑ⁴⁵"	"写"	"寫"			"siɑ3"
1828	"siɑ⁴²³"	"卸"	"卸"			"siɑ5"
1829	"siɑ⁴²³"	"泻"	"瀉"			"siɑ5"
1830	"ziɑ¹³"	"邪"	"邪"			"ziɑ2"
1831	"ziɑ¹³"	"斜"	"斜"			"ziɑ2"
1832	"ziɑ²¹³"	"谢"	"謝"			"ziɑ6"
1833	"ziɑ²¹³"	"荠"	"薺"			"ziɑ6"
1834	"tɕiɑ⁵³"	"皆"	"皆"			"tɕiɑ1"
1835	"tɕiɑ⁵³"	"阶"	"階"			"tɕiɑ1"
1836	"tɕiɑ⁵³"	"佳"	"佳"			"tɕiɑ1"
1837	"tɕiɑ⁵³"	"家"	"家"			"tɕiɑ1"
1838	"tɕiɑ⁵³"	"加"	"加"			"tɕiɑ1"
1839	"tɕiɑ⁵³"	"嘉"	"嘉"			"tɕiɑ1"
1840	"tɕiɑ⁵³"	"傢"	"傢"			"tɕiɑ1"
1841	"tɕiɑ⁵³"	"稼"	"稼"			"tɕiɑ1"
1842	"tɕiɑ⁴⁵"	"解"	"解"			"tɕiɑ3"
1843	"tɕiɑ⁴⁵"	"假"	"假"			"tɕiɑ3"
1844	"tɕiɑ⁴⁵"	"贾"	"賈"			"tɕiɑ3"
1845	"tɕiɑ⁴²³"	"介"	"介"			"tɕiɑ5"
1846	"tɕiɑ⁴²³"	"界"	"界"			"tɕiɑ5"
1847	"tɕiɑ⁴²³"	"芥"	"芥"			"tɕiɑ5"
1848	"tɕiɑ⁴²³"	"届"	"屆"			"tɕiɑ5"
1849	"tɕiɑ⁴²³"	"戒"	"戒"			"tɕiɑ5"
1850	"tɕiɑ⁴²³"	"假"	"假"			"tɕiɑ5"
1851	"tɕiɑ⁴²³"	"架"	"架"			"tɕiɑ5"
1852	"tɕiɑ⁴²³"	"驾"	"駕"			"tɕiɑ5"
1853	"tɕiɑ⁴²³"	"价"	"價"			"tɕiɑ5"
1854	"dʑiɑ¹³"	"茄"	"茄"			"dʑiɑ2"
1855	"ɦiɑ¹³"	"涯"	"涯"			"ɦiɑ2"
1856	"ɦiɑ¹³"	"崖"	"崖"			"ɦiɑ2"
1857	"ɦiɑ¹³"	"霞"	"霞"			"ɦiɑ2"
1858	"ɦiɑ¹³"	"遐"	"遐"			"ɦiɑ2"
1859	"ɦiɑ¹³"	"爷"	"爺"			"ɦiɑ2"
1860	"ɦiɑ²¹³"	"械"	"械"			"ɦiɑ6"
1861	"ɦiɑ²¹³"	"夜"	"夜"			"ɦiɑ6"
1862	"iɑ⁵³"	"鸦"	"鴉"			"iɑ1"
1863	"iɑ⁵³"	"椰"	"椰"			"iɑ1"
1864	"iɑ⁴⁵"	"雅"	"雅"			"iɑ3"
1865	"iɑ⁴⁵"	"也"	"也"			"iɑ3"
1866	"iɑ⁴⁵"	"野"	"野"			"iɑ3"
1867	"iɑ⁴²³"	"亚"	"亞"			"iɑ5"
1868	"kʰuɑ⁴⁵"	"垮"	"垮"			"kʰuɑ3"
1869	"uɑ⁵³"	"哇"	"哇"			"uɑ1"
1870	"uɑ⁵³"	"洼"	"窪"			"uɑ1"
1871	"uɑ⁵³"	"娃"	"娃"			"uɑ1"
1872	"pɒ⁵³"	"包"	"包"			"pɒ1"
1873	"pɒ⁵³"	"胞"	"胞"			"pɒ1"
1874	"pɒ⁵³"	"苞"	"苞"			"pɒ1"
1875	"pɒ⁴⁵"	"保"	"保"			"pɒ3"
1876	"pɒ⁴⁵"	"堡"	"堡"			"pɒ3"
1877	"pɒ⁴⁵"	"宝"	"寶"			"pɒ3"
1878	"pɒ⁴⁵"	"饱"	"飽"			"pɒ3"
1879	"pɒ⁴²³"	"报"	"報"			"pɒ5"
1880	"pɒ⁴²³"	"豹"	"豹"			"pɒ5"
1881	"pʰɒ⁵³"	"抛"	"拋"			"pʰɒ1"
1882	"pʰɒ⁵³"	"脬"	"脬"			"pʰɒ1"
1883	"pʰɒ⁴²³"	"泡"	"泡"			"pʰɒ5"
1884	"pʰɒ⁴²³"	"炮"	"炮"			"pʰɒ5"
1885	"bɒ¹³"	"袍"	"袍"			"bɒ2"
1886	"bɒ¹³"	"跑"	"跑"			"bɒ2"
1887	"bɒ¹³"	"刨"	"刨"			"bɒ2"
1888	"bɒ²¹³"	"抱"	"抱"			"bɒ6"
1889	"bɒ²¹³"	"暴"	"暴"			"bɒ6"
1890	"bɒ²¹³"	"爆"	"爆"			"bɒ6"
1891	"bɒ²¹³"	"鲍"	"鮑"			"bɒ6"
1892	"mɒ¹³"	"茅"	"茅"			"mɒ2"
1893	"mɒ¹³"	"猫"	"貓"			"mɒ2"
1894	"mɒ¹³"	"锚"	"錨"			"mɒ2"
1895	"mɒ¹³"	"毛"	"毛"			"mɒ2"
1896	"mɒ¹³"	"矛"	"矛"			"mɒ2"
1897	"mɒ⁴⁵"	"卯"	"卯"			"mɒ3"
1898	"mɒ⁴⁵"	"牡"	"牡"			"mɒ3"
1899	"mɒ²¹³"	"冒"	"冒"			"mɒ6"
1900	"mɒ²¹³"	"帽"	"帽"			"mɒ6"
1901	"mɒ²¹³"	"貌"	"貌"			"mɒ6"
1902	"tɒ⁵³"	"刀"	"刀"			"tɒ1"
1903	"tɒ⁵³"	"叨"	"叨"			"tɒ1"
1904	"tɒ⁵³"	"萄"	"萄"			"tɒ1"
1905	"tɒ⁴⁵"	"祷"	"禱"			"tɒ3"
1906	"tɒ⁴⁵"	"岛"	"島"			"tɒ3"
1907	"tɒ⁴⁵"	"倒"	"倒"			"tɒ3"
1908	"tɒ⁴⁵"	"捣"	"搗"			"tɒ3"
1909	"tɒ⁴²³"	"到"	"到"			"tɒ5"
1910	"tɒ⁴²³"	"倒"	"倒"			"tɒ5"
1911	"tʰɒ⁵³"	"滔"	"滔"			"tʰɒ1"
1912	"tʰɒ⁵³"	"掏"	"掏"			"tʰɒ1"
1913	"tʰɒ⁴⁵"	"讨"	"討"			"tʰɒ3"
1914	"tʰɒ⁴²³"	"套"	"套"			"tʰɒ5"
1915	"dɒ¹³"	"桃"	"桃"			"dɒ2"
1916	"dɒ¹³"	"逃"	"逃"			"dɒ2"
1917	"dɒ¹³"	"淘"	"淘"			"dɒ2"
1918	"dɒ¹³"	"陶"	"陶"			"dɒ2"
1919	"dɒ²¹³"	"道"	"道"			"dɒ6"
1920	"dɒ²¹³"	"稻"	"稻"			"dɒ6"
1921	"dɒ²¹³"	"盗"	"盜"			"dɒ6"
1922	"dɒ²¹³"	"导"	"導"			"dɒ6"
1923	"dɒ²¹³"	"悼"	"悼"			"dɒ6"
1924	"nɒ⁴⁵"	"脑"	"腦"			"nɒ3"
1925	"nɒ⁴⁵"	"恼"	"惱"			"nɒ3"
1926	"nɒ²¹³"	"闹"	"鬧"			"nɒ6"
1927	"lɒ⁵³"	"捞"	"撈"			"lɒ1"
1928	"lɒ⁵³"	"唠"	"嘮"			"lɒ1"
1929	"lɒ¹³"	"萝"	"蘿"			"lɒ2"
1930	"lɒ¹³"	"劳"	"勞"			"lɒ2"
1931	"lɒ¹³"	"牢"	"牢"			"lɒ2"
1932	"lɒ¹³"	"痨"	"癆"			"lɒ2"
1933	"lɒ⁴⁵"	"老"	"老"			"lɒ3"
1934	"lɒ²¹³"	"涝"	"澇"			"lɒ6"
1935	"tsɒ⁵³"	"遭"	"遭"			"tsɒ1"
1936	"tsɒ⁵³"	"糟"	"糟"			"tsɒ1"
1937	"tsɒ⁵³"	"朝"	"朝"			"tsɒ1"
1938	"tsɒ⁵³"	"昭"	"昭"			"tsɒ1"
1939	"tsɒ⁵³"	"招"	"招"			"tsɒ1"
1940	"tsɒ⁴⁵"	"早"	"早"			"tsɒ3"
1941	"tsɒ⁴⁵"	"枣"	"棗"			"tsɒ3"
1942	"tsɒ⁴⁵"	"蚤"	"蚤"			"tsɒ3"
1943	"tsɒ⁴⁵"	"澡"	"澡"			"tsɒ3"
1944	"tsɒ⁴⁵"	"藻"	"藻"			"tsɒ3"
1945	"tsɒ⁴⁵"	"爪"	"爪"			"tsɒ3"
1946	"tsɒ⁴⁵"	"找"	"找"			"tsɒ3"
1947	"tsɒ⁴²³"	"灶"	"灶"			"tsɒ5"
1948	"tsɒ⁴²³"	"罩"	"罩"			"tsɒ5"
1949	"tsɒ⁴²³"	"照"	"照"			"tsɒ5"
1950	"tsʰɒ⁵³"	"操"	"操"			"tsʰɒ1"
1951	"tsʰɒ⁵³"	"抄"	"抄"			"tsʰɒ1"
1952	"tsʰɒ⁵³"	"超"	"超"			"tsʰɒ1"
1953	"tsʰɒ⁴⁵"	"草"	"草"			"tsʰɒ3"
1954	"tsʰɒ⁴⁵"	"钞"	"鈔"			"tsʰɒ3"
1955	"tsʰɒ⁴⁵"	"炒"	"炒"			"tsʰɒ3"
1956	"tsʰɒ⁴⁵"	"吵"	"吵"			"tsʰɒ3"
1957	"tsʰɒ⁴²³"	"躁"	"躁"			"tsʰɒ5"
1958	"dzɒ¹³"	"嘲"	"嘲"			"dzɒ2"
1959	"dzɒ¹³"	"朝"	"朝"			"dzɒ2"
1960	"dzɒ¹³"	"潮"	"潮"			"dzɒ2"
1961	"dzɒ²¹³"	"赵"	"趙"			"dzɒ6"
1962	"dzɒ²¹³"	"兆"	"兆"			"dzɒ6"
1963	"sɒ⁵³"	"骚"	"騷"			"sɒ1"
1964	"sɒ⁵³"	"臊"	"臊"			"sɒ1"
1965	"sɒ⁵³"	"搔"	"搔"			"sɒ1"
1966	"sɒ⁵³"	"梢"	"梢"			"sɒ1"
1967	"sɒ⁵³"	"捎"	"捎"			"sɒ1"
1968	"sɒ⁵³"	"筲"	"筲"			"sɒ1"
1969	"sɒ⁵³"	"鞘"	"鞘"			"sɒ1"
1970	"sɒ⁵³"	"烧"	"燒"			"sɒ1"
1971	"sɒ⁴⁵"	"扫"	"掃"			"sɒ3"
1972	"sɒ⁴⁵"	"嫂"	"嫂"			"sɒ3"
1973	"sɒ⁴⁵"	"少"	"少"			"sɒ3"
1974	"sɒ⁴²³"	"扫"	"掃"			"sɒ5"
1975	"sɒ⁴²³"	"燥"	"燥"			"sɒ5"
1976	"sɒ⁴²³"	"少"	"少"			"sɒ5"
1977	"zɒ¹³"	"曹"	"曹"			"zɒ2"
1978	"zɒ¹³"	"槽"	"槽"			"zɒ2"
1979	"zɒ¹³"	"巢"	"巢"			"zɒ2"
1980	"zɒ¹³"	"肇"	"肇"			"zɒ2"
1981	"zɒ¹³"	"韶"	"韶"			"zɒ2"
1982	"zɒ²¹³"	"皂"	"皂"			"zɒ6"
1983	"zɒ²¹³"	"造"	"造"			"zɒ6"
1984	"zɒ²¹³"	"召"	"召"			"zɒ6"
1985	"zɒ²¹³"	"绍"	"紹"			"zɒ6"
1986	"zɒ²¹³"	"邵"	"邵"			"zɒ6"
1987	"zɒ²¹³"	"绕"	"繞"			"zɒ6"
1988	"kɒ⁵³"	"高"	"高"			"kɒ1"
1989	"kɒ⁵³"	"膏"	"膏"			"kɒ1"
1990	"kɒ⁵³"	"篙"	"篙"			"kɒ1"
1991	"kɒ⁵³"	"羔"	"羔"			"kɒ1"
1992	"kɒ⁵³"	"糕"	"糕"			"kɒ1"
1993	"kɒ⁵³"	"交"	"交"			"kɒ1"
1994	"kɒ⁵³"	"胶"	"膠"			"kɒ1"
1995	"kɒ⁵³"	"教"	"教"			"kɒ1"
1996	"kɒ⁵³"	"茭"	"茭"			"kɒ1"
1997	"kɒ⁴⁵"	"稿"	"稿"			"kɒ3"
1998	"kɒ⁴⁵"	"绞"	"絞"			"kɒ3"
1999	"kɒ⁴⁵"	"搞"	"搞"			"kɒ3"
2000	"kɒ⁴²³"	"告"	"告"			"kɒ5"
2001	"kɒ⁴²³"	"教"	"教"			"kɒ5"
2002	"kɒ⁴²³"	"校"	"校"			"kɒ5"
2003	"kɒ⁴²³"	"觉"	"覺"			"kɒ5"
2004	"kɒ⁴²³"	"窖"	"窖"			"kɒ5"
2005	"kʰɒ⁵³"	"敲"	"敲"			"kʰɒ1"
2006	"kʰɒ⁴⁵"	"考"	"考"			"kʰɒ3"
2007	"kʰɒ⁴⁵"	"烤"	"烤"			"kʰɒ3"
2008	"kʰɒ⁴⁵"	"拷"	"拷"			"kʰɒ3"
2009	"kʰɒ⁴²³"	"靠"	"靠"			"kʰɒ5"
2010	"kʰɒ⁴²³"	"犒"	"犒"			"kʰɒ5"
2011	"ɡɒ²¹³"	"搅"	"攪"			"ɡɒ6"
2012	"ŋɒ¹³"	"熬"	"熬"			"ŋɒ2"
2013	"ŋɒ⁴⁵"	"咬"	"咬"			"ŋɒ3"
2014	"ŋɒ²¹³"	"傲"	"傲"			"ŋɒ6"
2015	"hɒ⁵³"	"蒿"	"蒿"			"hɒ1"
2016	"hɒ⁵³"	"薅"	"薅"			"hɒ1"
2017	"hɒ⁴⁵"	"好"	"好"			"hɒ3"
2018	"hɒ⁴²³"	"耗"	"耗"			"hɒ5"
2019	"hɒ⁴²³"	"孝"	"孝"			"hɒ5"
2020	"ɦʰɒ¹³"	"豪"	"豪"			"ɦʰɒ2"
2021	"ɦʰɒ¹³"	"壕"	"壕"			"ɦʰɒ2"
2022	"ɦʰɒ¹³"	"毫"	"毫"			"ɦʰɒ2"
2023	"ɦʰɒ¹³"	"号"	"號"			"ɦʰɒ2"
2024	"ɦʰɒ²¹³"	"浩"	"浩"			"ɦʰɒ6"
2025	"ɦʰɒ²¹³"	"号"	"號"			"ɦʰɒ6"
2026	"ɒ⁵³"	"凹"	"凹"			"ɒ1"
2027	"ɒ⁴⁵"	"袄"	"襖"			"ɒ3"
2028	"ɒ⁴²³"	"奥"	"奧"			"ɒ5"
2029	"ɒ⁴²³"	"懊"	"懊"			"ɒ5"
2030	"ɒ⁴²³"	"坳"	"坳"			"ɒ5"
2031	"piɒ⁵³"	"膘"	"膘"			"piɒ1"
2032	"piɒ⁵³"	"标"	"標"			"piɒ1"
2033	"piɒ⁵³"	"彪"	"彪"			"piɒ1"
2034	"piɒ⁴⁵"	"表"	"表"			"piɒ3"
2035	"phiɒ⁵³"	"飘"	"飄"			"phiɒ1"
2036	"phiɒ⁵³"	"漂"	"漂"			"phiɒ1"
2037	"phiɒ⁴⁵"	"漂"	"漂"			"phiɒ3"
2038	"phiɒ⁴²³"	"票"	"票"			"phiɒ5"
2039	"phiɒ⁴²³"	"漂"	"漂"			"phiɒ5"
2040	"biɒ¹³"	"瓢"	"瓢"			"biɒ2"
2041	"biɒ¹³"	"嫖"	"嫖"			"biɒ2"
2042	"biɒ²¹³"	"鳔"	"鰾"			"biɒ6"
2043	"miɒ¹³"	"苗"	"苗"			"miɒ2"
2044	"miɒ¹³"	"描"	"描"			"miɒ2"
2045	"miɒ⁴⁵"	"渺"	"渺"			"miɒ3"
2046	"miɒ⁴⁵"	"秒"	"秒"			"miɒ3"
2047	"miɒ⁴⁵"	"妙"	"妙"			"miɒ3"
2048	"miɒ²¹³"	"庙"	"廟"			"miɒ6"
2049	"miɒ²¹³"	"妙"	"妙"			"miɒ6"
2050	"miɒ²¹³"	"谬"	"謬"			"miɒ6"
2051	"fiɒ⁴⁵"	"覅"	"覅"			"fiɒ3"
2052	"tiɒ⁵³"	"刁"	"刁"			"tiɒ1"
2053	"tiɒ⁵³"	"貂"	"貂"			"tiɒ1"
2054	"tiɒ⁵³"	"雕"	"雕"			"tiɒ1"
2055	"tiɒ⁴²³"	"钓"	"釣"			"tiɒ5"
2056	"tiɒ⁴²³"	"吊"	"吊"			"tiɒ5"
2057	"tʰiɒ⁵³"	"挑"	"挑"			"tʰiɒ1"
2058	"tʰiɒ⁴²³"	"跳"	"跳"			"tʰiɒ5"
2059	"diɒ¹³"	"条"	"條"			"diɒ2"
2060	"diɒ¹³"	"调"	"調"			"diɒ2"
2061	"diɒ²¹³"	"掉"	"掉"			"diɒ6"
2062	"diɒ²¹³"	"调"	"調"			"diɒ6"
2063	"liɒ¹³"	"燎"	"燎"			"liɒ2"
2064	"liɒ¹³"	"疗"	"療"			"liɒ2"
2065	"liɒ¹³"	"聊"	"聊"			"liɒ2"
2066	"liɒ¹³"	"辽"	"遼"			"liɒ2"
2067	"liɒ¹³"	"撩"	"撩"			"liɒ2"
2068	"liɒ¹³"	"僚"	"僚"			"liɒ2"
2069	"liɒ¹³"	"嘹"	"嘹"			"liɒ2"
2070	"liɒ²¹³"	"瞭"	"瞭"			"liɒ6"
2071	"liɒ²¹³"	"料"	"料"			"liɒ6"
2072	"liɒ²¹³"	"廖"	"廖"			"liɒ6"
2073	"liɒ²¹³"	"镣"	"鐐"			"liɒ6"
2074	"tsiɒ⁵³"	"焦"	"焦"			"tsiɒ1"
2075	"tsiɒ⁵³"	"蕉"	"蕉"			"tsiɒ1"
2076	"tsiɒ⁵³"	"椒"	"椒"			"tsiɒ1"
2077	"tsiɒ⁵³"	"醮"	"醮"			"tsiɒ1"
2078	"tsiɒ⁴⁵"	"剿"	"剿"			"tsiɒ3"
2079	"tsʰiɒ⁵³"	"锹"	"鍬"			"tsʰiɒ1"
2080	"tsʰiɒ⁵³"	"缲"	"繰"			"tsʰiɒ1"
2081	"tsʰiɒ⁵³"	"悄"	"悄"			"tsʰiɒ1"
2082	"tsʰiɒ⁴²³"	"俏"	"俏"			"tsʰiɒ5"
2083	"dziɒ¹³"	"瞧"	"瞧"			"dziɒ2"
2084	"siɒ⁵³"	"消"	"消"			"siɒ1"
2085	"siɒ⁵³"	"宵"	"宵"			"siɒ1"
2086	"siɒ⁵³"	"硝"	"硝"			"siɒ1"
2087	"siɒ⁵³"	"销"	"銷"			"siɒ1"
2088	"siɒ⁵³"	"逍"	"逍"			"siɒ1"
2089	"siɒ⁵³"	"鞘"	"鞘"			"siɒ1"
2090	"siɒ⁵³"	"萧"	"蕭"			"siɒ1"
2091	"siɒ⁵³"	"箫"	"簫"			"siɒ1"
2092	"siɒ⁴⁵"	"小"	"小"			"siɒ3"
2093	"siɒ⁴²³"	"笑"	"笑"			"siɒ5"
2094	"ziɒ¹³"	"缫"	"繅"			"ziɒ2"
2095	"tɕiɒ⁵³"	"交"	"交"			"tɕiɒ1"
2096	"tɕiɒ⁵³"	"郊"	"郊"			"tɕiɒ1"
2097	"tɕiɒ⁵³"	"胶"	"膠"			"tɕiɒ1"
2098	"tɕiɒ⁵³"	"教"	"教"			"tɕiɒ1"
2099	"tɕiɒ⁵³"	"骄"	"驕"			"tɕiɒ1"
2100	"tɕiɒ⁵³"	"娇"	"嬌"			"tɕiɒ1"
2101	"tɕiɒ⁵³"	"浇"	"澆"			"tɕiɒ1"
2102	"tɕiɒ⁴⁵"	"绞"	"絞"			"tɕiɒ3"
2103	"tɕiɒ⁴⁵"	"狡"	"狡"			"tɕiɒ3"
2104	"tɕiɒ⁴⁵"	"铰"	"鉸"			"tɕiɒ3"
2105	"tɕiɒ⁴⁵"	"搅"	"攪"			"tɕiɒ3"
2106	"tɕiɒ⁴⁵"	"饺"	"餃"			"tɕiɒ3"
2107	"tɕiɒ⁴²³"	"教"	"教"			"tɕiɒ5"
2108	"tɕiɒ⁴²³"	"校"	"校"			"tɕiɒ5"
2109	"tɕiɒ⁴²³"	"较"	"較"			"tɕiɒ5"
2110	"tɕiɒ⁴²³"	"叫"	"叫"			"tɕiɒ5"
2111	"tɕʰiɒ⁵³"	"锹"	"鍬"			"tɕʰiɒ1"
2112	"tɕʰiɒ⁴⁵"	"巧"	"巧"			"tɕʰiɒ3"
2113	"tɕʰiɒ⁴²³"	"翘"	"翹"			"tɕʰiɒ5"
2114	"tɕʰiɒ⁴²³"	"窍"	"竅"			"tɕʰiɒ5"
2115	"dʑiɒ¹³"	"乔"	"喬"			"dʑiɒ2"
2116	"dʑiɒ¹³"	"侨"	"僑"			"dʑiɒ2"
2117	"dʑiɒ¹³"	"桥"	"橋"			"dʑiɒ2"
2118	"dʑiɒ¹³"	"荞"	"蕎"			"dʑiɒ2"
2119	"dʑiɒ²¹³"	"轿"	"轎"			"dʑiɒ6"
2120	"ȵiɒ¹³"	"饶"	"饒"			"ȵiɒ2"
2121	"ȵiɒ⁴⁵"	"鸟"	"鳥"			"ȵiɒ3"
2122	"ȵiɒ²¹³"	"绕"	"繞"			"ȵiɒ6"
2123	"ȵiɒ²¹³"	"尿"	"尿"			"ȵiɒ6"
2124	"ɕiɒ⁵³"	"嚣"	"囂"			"ɕiɒ1"
2125	"ɕiɒ⁴⁵"	"晓"	"曉"			"ɕiɒ3"
2126	"ɕiɒ⁴²³"	"酵"	"酵"			"ɕiɒ5"
2127	"ɕiɒ⁴²³"	"孝"	"孝"			"ɕiɒ5"
2128	"ɦiɒ¹³"	"肴"	"餚"			"ɦiɒ2"
2129	"ɦiɒ¹³"	"淆"	"淆"			"ɦiɒ2"
2130	"ɦiɒ¹³"	"摇"	"搖"			"ɦiɒ2"
2131	"ɦiɒ¹³"	"谣"	"謠"			"ɦiɒ2"
2132	"ɦiɒ¹³"	"窑"	"窯"			"ɦiɒ2"
2133	"ɦiɒ¹³"	"姚"	"姚"			"ɦiɒ2"
2134	"ɦiɒ¹³"	"遥"	"遙"			"ɦiɒ2"
2135	"ɦiɒ¹³"	"尧"	"堯"			"ɦiɒ2"
2136	"ɦiɒ²¹³"	"效"	"效"			"ɦiɒ6"
2137	"ɦiɒ²¹³"	"校"	"校"			"ɦiɒ6"
2138	"ɦiɒ²¹³"	"耀"	"耀"			"ɦiɒ6"
2139	"ɦiɒ²¹³"	"鹞"	"鷂"			"ɦiɒ6"
2140	"iɒ⁵³"	"妖"	"妖"			"iɒ1"
2141	"iɒ⁵³"	"邀"	"邀"			"iɒ1"
2142	"iɒ⁵³"	"腰"	"腰"			"iɒ1"
2143	"iɒ⁵³"	"要"	"要"			"iɒ1"
2144	"iɒ⁵³"	"吆"	"吆"			"iɒ1"
2145	"iɒ⁴⁵"	"杳"	"杳"			"iɒ3"
2146	"iɒ⁴²³"	"要"	"要"			"iɒ5"
2147	"poŋ⁴²³"	"蹦"	"蹦"			"poŋ5"
2148	"phoŋ⁴⁵"	"捧"	"捧"			"phoŋ3"
2149	"boŋ¹³"	"蓬"	"蓬"			"boŋ2"
2150	"boŋ¹³"	"篷"	"篷"			"boŋ2"
2151	"moŋ¹³"	"蒙"	"蒙"			"moŋ2"
2152	"moŋ⁴⁵"	"猛"	"猛"			"moŋ3"
2153	"moŋ⁴⁵"	"懵"	"懵"			"moŋ3"
2154	"moŋ⁴⁵"	"蠓"	"蠓"			"moŋ3"
2155	"moŋ²¹³"	"梦"	"夢"			"moŋ6"
2156	"foŋ⁵³"	"风"	"風"			"foŋ1"
2157	"foŋ⁵³"	"枫"	"楓"			"foŋ1"
2158	"foŋ⁵³"	"疯"	"瘋"			"foŋ1"
2159	"foŋ⁵³"	"丰"	"豐"			"foŋ1"
2160	"foŋ⁵³"	"封"	"封"			"foŋ1"
2161	"foŋ⁵³"	"峰"	"峰"			"foŋ1"
2162	"foŋ⁵³"	"蜂"	"蜂"			"foŋ1"
2163	"foŋ⁵³"	"锋"	"鋒"			"foŋ1"
2164	"foŋ⁴⁵"	"讽"	"諷"			"foŋ3"
2165	"voŋ¹³"	"冯"	"馮"			"voŋ2"
2166	"voŋ¹³"	"逢"	"逢"			"voŋ2"
2167	"voŋ¹³"	"缝"	"縫"			"voŋ2"
2168	"voŋ²¹³"	"凤"	"鳳"			"voŋ6"
2169	"voŋ²¹³"	"奉"	"奉"			"voŋ6"
2170	"voŋ²¹³"	"俸"	"俸"			"voŋ6"
2171	"voŋ²¹³"	"缝"	"縫"			"voŋ6"
2172	"toŋ⁵³"	"东"	"東"			"toŋ1"
2173	"toŋ⁵³"	"冬"	"冬"			"toŋ1"
2174	"toŋ⁴⁵"	"董"	"董"			"toŋ3"
2175	"toŋ⁴⁵"	"懂"	"懂"			"toŋ3"
2176	"toŋ⁴²³"	"冻"	"凍"			"toŋ5"
2177	"toŋ⁴²³"	"栋"	"棟"			"toŋ5"
2178	"tʰoŋ⁵³"	"通"	"通"			"tʰoŋ1"
2179	"tʰoŋ⁴⁵"	"桶"	"桶"			"tʰoŋ3"
2180	"tʰoŋ⁴⁵"	"捅"	"捅"			"tʰoŋ3"
2181	"tʰoŋ⁴⁵"	"筒"	"筒"			"tʰoŋ3"
2182	"tʰoŋ⁴⁵"	"统"	"統"			"tʰoŋ3"
2183	"tʰoŋ⁴²³"	"桶"	"桶"			"tʰoŋ5"
2184	"tʰoŋ⁴²³"	"痛"	"痛"			"tʰoŋ5"
2185	"doŋ¹³"	"同"	"同"			"doŋ2"
2186	"doŋ¹³"	"铜"	"銅"			"doŋ2"
2187	"doŋ¹³"	"桐"	"桐"			"doŋ2"
2188	"doŋ¹³"	"童"	"童"			"doŋ2"
2189	"doŋ¹³"	"瞳"	"瞳"			"doŋ2"
2190	"doŋ²¹³"	"动"	"動"			"doŋ6"
2191	"doŋ²¹³"	"洞"	"洞"			"doŋ6"
2192	"noŋ¹³"	"农"	"農"			"noŋ2"
2193	"noŋ¹³"	"脓"	"膿"			"noŋ2"
2194	"noŋ¹³"	"浓"	"濃"			"noŋ2"
2195	"noŋ²¹³"	"弄"	"弄"			"noŋ6"
2196	"loŋ¹³"	"笼"	"籠"			"loŋ2"
2197	"loŋ¹³"	"聋"	"聾"			"loŋ2"
2198	"loŋ¹³"	"胧"	"朧"			"loŋ2"
2199	"loŋ¹³"	"隆"	"隆"			"loŋ2"
2200	"loŋ¹³"	"窿"	"窿"			"loŋ2"
2201	"loŋ¹³"	"龙"	"龍"			"loŋ2"
