汉字	ipa	声母	韵母	声调
梭	θo	θ	o	陰平
鎖	θo	θ	o	陰上
瑣	θo	θ	o	陰上
坐	θo	θ	o	陽上
座	θo	θ	o	陽去
阻	tʃo	tʃ	o	陰上
助	tʃo	tʃ	o	陽去
鋤	tʃʰo	tʃʰ	o	陽平
礎	tʃʰo	tʃʰ	o	陰上
梳	ʃo	ʃ	o	陰平
疏	ʃo	ʃ	o	陰平
所	ʃo	ʃ	o	陰上
傻	ʃo	ʃ	o	陽去
果	ko	k	o	陰上
個	ko	k	o	陰去
過	ko	k	o	陰去
訛	ŋo	ŋ	o	陽平
蛾	ŋo	ŋ	o	陽平
鵝	ŋo	ŋ	o	陽平
俄	ŋo	ŋ	o	陽平
我	ŋo	ŋ	o	陽上
餓	ŋo	ŋ	o	陽去
靴	ho	h	o	陰平
河	ho	h	o	陽平
何	ho	h	o	陽平
可	ho	h	o	陰上
賀	ho	h	o	陽去
過	kwo	kw	o	陰去
荷	øo	ø	o	陰平
花	øo	ø	o	陰平
姐	tɛ	t	ɛ	陰上
姊	tɛ	t	ɛ	陰上
借	tɛ	t	ɛ	陰去
且	tʰɛ	tʰ	ɛ	陰上
爹	ɗɛ	ɗ	ɛ	陰平
些	θɛ	θ	ɛ	陰平
邪	θɛ	θ	ɛ	陽平
寫	θɛ	θ	ɛ	陰上
瀉	θɛ	θ	ɛ	陰去
卸	θɛ	θ	ɛ	陰去
謝	θɛ	θ	ɛ	陽去
遮	tʃɛ	tʃ	ɛ	陰平
者	tʃɛ	tʃ	ɛ	陰上
車	tʃʰɛ	tʃʰ	ɛ	陰平
扯	tʃʰɛ	tʃʰ	ɛ	陰上
惹	ȵɛ	ȵ	ɛ	陽上
蛇	ʃɛ	ʃ	ɛ	陽平
捨	ʃɛ	ʃ	ɛ	陰上
社	ʃɛ	ʃ	ɛ	陽上
赦	ʃɛ	ʃ	ɛ	陰去
舍	ʃɛ	ʃ	ɛ	陰去
射	ʃɛ	ʃ	ɛ	陽去
茄	kʰɛ	kʰ	ɛ	陽平
野	jɛ	j	ɛ	陽上
也	jɛ	j	ɛ	陽上
夜	jɛ	j	ɛ	陽去
災	tœ	t	œ	陰平
栽	tœ	t	œ	陰平
宰	tœ	t	œ	陰上
載	tœ	t	œ	陰去
再	tœ	t	œ	陰去
載	tœ	t	œ	陰去
重	tœ	t	œ	陰去
代	tœ	t	œ	陽去
袋	tœ	t	œ	陽去
胎	tʰœ	tʰ	œ	陰平
抬	tʰœ	tʰ	œ	陽平
臺	tʰœ	tʰ	œ	陽平
彩	tʰœ	tʰ	œ	陰上
採	tʰœ	tʰ	œ	陰上
睬	tʰœ	tʰ	œ	陰上
待	tʰœ	tʰ	œ	陽上
怠	tʰœ	tʰ	œ	陽上
菜	tʰœ	tʰ	œ	陰去
蔡	tʰœ	tʰ	œ	陰去
耐	nœ	n	œ	陽去
奈	nœ	n	œ	陽去
來	lœ	l	œ	陽平
腮	θœ	θ	œ	陰平
才	θœ	θ	œ	陽平
財	θœ	θ	œ	陽平
材	θœ	θ	œ	陽平
裁	θœ	θ	œ	陽平
攙	θœ	θ	œ	陽平
在	θœ	θ	œ	陽上
塞	θœ	θ	œ	陰去
賽	θœ	θ	œ	陰去
該	kœ	k	œ	陰平
改	kœ	k	œ	陰上
蓋	kœ	k	œ	陰去
概	kʰœ	kʰ	œ	陰去
慨	kʰœ	kʰ	œ	陰去
礙	ŋœ	ŋ	œ	陰去
開	hœ	h	œ	陰平
靴	hœ	h	œ	陰平
孩	hœ	h	œ	陽平
海	hœ	h	œ	陰上
害	hœ	h	œ	陽去
哀	øœ	ø	œ	陰平
愛	øœ	ø	œ	陰去
避	pi	p	i	陽去
鼻	pi	p	i	陽去
被	pi	p	i	陽去
備	pi	p	i	陽去
披	pʰi	pʰ	i	陰平
疲	pʰi	pʰ	i	陰平
皮	pʰi	pʰ	i	陽平
鄙	pʰi	pʰ	i	陰上
譬	pʰi	pʰ	i	陰上
彼	pʰi	pʰ	i	陰上
屁	pʰi	pʰ	i	陰去
脾	pʰi	pʰ	i	陽去
碑	ɓi	ɓ	i	陰平
卑	ɓi	ɓ	i	陰平
悲	ɓi	ɓ	i	陰平
比	ɓi	ɓ	i	陰上
臂	ɓi	ɓ	i	陰去
秘	ɓi	ɓ	i	陰去
微	mi	m	i	陽平
眉	mi	m	i	陽平
美	mi	m	i	陽上
尾	mi	m	i	陽上
未	mi	m	i	陽去
味	mi	m	i	陽去
飛	fi	f	i	陰平
非	fi	f	i	陰平
肥	fi	f	i	陽平
匪	fi	f	i	陰上
費	fi	f	i	陰去
肺	fi	f	i	陰去
廢	fi	f	i	陰去
資	ti	t	i	陰平
姿	ti	t	i	陰平
茲	ti	t	i	陰平
滋	ti	t	i	陰平
姊	ti	t	i	陰平
子	ti	t	i	陰上
紫	ti	t	i	陰上
地	ti	t	i	陽去
雌	tʰi	tʰ	i	陰平
此	tʰi	tʰ	i	陰上
廁	tʰi	tʰ	i	陰去
次	tʰi	tʰ	i	陰去
尼	ni	n	i	陽平
你	ni	n	i	陽上
膩	ni	n	i	陽去
釐	li	l	i	陰平
離	li	l	i	陽平
籬	li	l	i	陽平
梨	li	l	i	陽平
貍	li	l	i	陽平
李	li	l	i	陽上
里	li	l	i	陽上
理	li	l	i	陽上
鯉	li	l	i	陽上
利	li	l	i	陽去
痢	li	l	i	陽去
吏	li	l	i	陽去
私	θi	θ	i	陰平
思	θi	θ	i	陰平
司	θi	θ	i	陰平
絲	θi	θ	i	陰平
斯	θi	θ	i	陰平
撕	θi	θ	i	陰平
飼	θi	θ	i	陽平
瓷	θi	θ	i	陽平
糍	θi	θ	i	陽平
茲	θi	θ	i	陽平
磁	θi	θ	i	陽平
辭	θi	θ	i	陽平
詞	θi	θ	i	陽平
祠	θi	θ	i	陽平
死	θi	θ	i	陰上
似	θi	θ	i	陽上
祀	θi	θ	i	陽上
四	θi	θ	i	陰去
肆	θi	θ	i	陰去
字	θi	θ	i	陽去
寺	θi	θ	i	陽去
自	θi	θ	i	陽去
支	tʃi	tʃ	i	陰平
知	tʃi	tʃ	i	陰平
蜘	tʃi	tʃ	i	陰平
枝	tʃi	tʃ	i	陰平
肢	tʃi	tʃ	i	陰平
之	tʃi	tʃ	i	陰平
芝	tʃi	tʃ	i	陰平
紙	tʃi	tʃ	i	陰上
只	tʃi	tʃ	i	陰上
旨	tʃi	tʃ	i	陰上
指	tʃi	tʃ	i	陰上
止	tʃi	tʃ	i	陰上
址	tʃi	tʃ	i	陰上
脂	tʃi	tʃ	i	陰上
恃	tʃi	tʃ	i	陽上
智	tʃi	tʃ	i	陰去
致	tʃi	tʃ	i	陰去
至	tʃi	tʃ	i	陰去
志	tʃi	tʃ	i	陰去
誌	tʃi	tʃ	i	陰去
痣	tʃi	tʃ	i	陰去
置	tʃi	tʃ	i	陰去
治	tʃi	tʃ	i	陽去
遲	tʃʰi	tʃʰ	i	陽平
池	tʃʰi	tʃʰ	i	陽平
馳	tʃʰi	tʃʰ	i	陽平
始	tʃʰi	tʃʰ	i	陰上
矢	tʃʰi	tʃʰ	i	陰上
恥	tʃʰi	tʃʰ	i	陰上
齒	tʃʰi	tʃʰ	i	陰上
翅	tʃʰi	tʃʰ	i	陰去
兒	ȵi	ȵ	i	陰平
刀	ȵi	ȵ	i	陰平
會	ȵi	ȵ	i	陰平
而	ȵi	ȵ	i	陽平
兒	ȵi	ȵ	i	陽平
童	ȵi	ȵ	i	陽平
宜	ȵi	ȵ	i	陽平
疑	ȵi	ȵ	i	陽平
耳	ȵi	ȵ	i	陽上
議	ȵi	ȵ	i	陽上
二	ȵi	ȵ	i	陽去
義	ȵi	ȵ	i	陽去
詩	ʃi	ʃ	i	陰平
師	ʃi	ʃ	i	陰平
施	ʃi	ʃ	i	陰平
獅	ʃi	ʃ	i	陰平
尸	ʃi	ʃ	i	陰平
屍	ʃi	ʃ	i	陰平
時	ʃi	ʃ	i	陽平
匙	ʃi	ʃ	i	陽平
屎	ʃi	ʃ	i	陰上
史	ʃi	ʃ	i	陰上
駛	ʃi	ʃ	i	陰上
是	ʃi	ʃ	i	陽上
柿	ʃi	ʃ	i	陽上
市	ʃi	ʃ	i	陽上
試	ʃi	ʃ	i	陰去
示	ʃi	ʃ	i	陽去
視	ʃi	ʃ	i	陽去
士	ʃi	ʃ	i	陽去
事	ʃi	ʃ	i	陽去
基	ki	k	i	陰平
飢	ki	k	i	陰平
幾	ki	k	i	陰平
機	ki	k	i	陰平
譏	ki	k	i	陰平
紀	ki	k	i	陰上
己	ki	k	i	陰上
幾	ki	k	i	陰上
寄	ki	k	i	陰去
記	ki	k	i	陰去
既	ki	k	i	陰去
妓	ki	k	i	陽去
忌	ki	k	i	陽去
技	ki	k	i	陽去
旗	kʰi	kʰ	i	陽平
騎	kʰi	kʰ	i	陽平
其	kʰi	kʰ	i	陽平
期	kʰi	kʰ	i	陽平
棋	kʰi	kʰ	i	陽平
麒	kʰi	kʰ	i	陽平
欺	hi	h	i	陰平
犧	hi	h	i	陰平
希	hi	h	i	陰平
稀	hi	h	i	陰平
喜	hi	h	i	陰上
起	hi	h	i	陰上
豈	hi	h	i	陰上
戲	hi	h	i	陰去
器	hi	h	i	陰去
氣	hi	h	i	陰去
汽	hi	h	i	陰去
棄	hi	h	i	陰去
移	ji	j	i	陽平
夷	ji	j	i	陽平
姨	ji	j	i	陽平
已	ji	j	i	陽上
以	ji	j	i	陽上
易	ji	j	i	陽去
異	ji	j	i	陽去
醫	øi	ø	i	陰平
衣	øi	ø	i	陰平
依	øi	ø	i	陰平
倚	øi	ø	i	陰上
椅	øi	ø	i	陰上
意	øi	ø	i	陰去
步	pu	p	u	陽去
部	pu	p	u	陽去
簿	pu	p	u	陽去
鋪	pʰu	pʰ	u	陰平
設	pʰu	pʰ	u	陰平
敷	pʰu	pʰ	u	陰平
捕	pʰu	pʰ	u	陰平
甫	pʰu	pʰ	u	陰上
輔	pʰu	pʰ	u	陰上
譜	pʰu	pʰ	u	陰上
普	pʰu	pʰ	u	陰上
脯	pʰu	pʰ	u	陰上
鋪	pʰu	pʰ	u	陰去
店	pʰu	pʰ	u	陰去
蒲	ɓu	ɓ	u	陽平
葡	ɓu	ɓ	u	陽平
脯	ɓu	ɓ	u	陽平
補	ɓu	ɓ	u	陰上
布	ɓu	ɓ	u	陰去
佈	ɓu	ɓ	u	陰去
模	mu	m	u	陰平
範	mu	m	u	陰平
無	mu	m	u	陽平
武	mu	m	u	陽上
母	mu	m	u	陽上
舞	mu	m	u	陽上
務	mu	m	u	陽去
霧	mu	m	u	陽去
暮	mu	m	u	陽去
慕	mu	m	u	陽去
墓	mu	m	u	陽去
募	mu	m	u	陽去
夫	fu	f	u	陰平
膚	fu	f	u	陰平
麩	fu	f	u	陰平
呼	fu	f	u	陰平
扶	fu	f	u	陽平
符	fu	f	u	陽平
孵	fu	f	u	陽平
虎	fu	f	u	陰上
苦	fu	f	u	陰上
府	fu	f	u	陰上
腑	fu	f	u	陰上
斧	fu	f	u	陰上
父	fu	f	u	陽上
婦	fu	f	u	陽上
庫	fu	f	u	陰去
褲	fu	f	u	陰去
富	fu	f	u	陰去
副	fu	f	u	陰去
腐	fu	f	u	陽去
傅	fu	f	u	陽去
附	fu	f	u	陽去
負	fu	f	u	陽去
付	fu	f	u	陽去
烏	wu	w	u	陰平
枯	wu	w	u	陰平
胡	wu	w	u	陽平
湖	wu	w	u	陽平
糊	wu	w	u	陽平
狐	wu	w	u	陽平
葫	wu	w	u	陽平
壺	wu	w	u	陽平
鬍	wu	w	u	陽平
煳	wu	w	u	陽平
戶	wu	w	u	陽上
互	wu	w	u	陽上
惡	wu	w	u	陰去
護	wu	w	u	陽去
互	wu	w	u	陽去
租	tu	t	u	陰平
祖	tu	t	u	陰上
組	tu	t	u	陰上
做	tu	t	u	陰去
杜	tu	t	u	陽去
度	tu	t	u	陽去
鍍	tu	t	u	陽去
渡	tu	t	u	陽去
屠	tu	t	u	陽去
粗	tʰu	tʰ	u	陰平
徒	tʰu	tʰ	u	陽平
途	tʰu	tʰ	u	陽平
塗	tʰu	tʰ	u	陽平
圖	tʰu	tʰ	u	陽平
土	tʰu	tʰ	u	陰上
肚	tʰu	tʰ	u	陽上
醋	tʰu	tʰ	u	陰去
吐	tʰu	tʰ	u	陰去
兔	tʰu	tʰ	u	陰去
都	ɗu	ɗ	u	陰平
賭	ɗu	ɗ	u	陰上
堵	ɗu	ɗ	u	陰去
奴	nu	n	u	陽平
努	nu	n	u	陽上
怒	nu	n	u	陽去
驢	lu	l	u	陽平
盧	lu	l	u	陽平
爐	lu	l	u	陽平
蘆	lu	l	u	陽平
魯	lu	l	u	陽上
櫓	lu	l	u	陽上
滷	lu	l	u	陽上
路	lu	l	u	陽去
露	lu	l	u	陽去
蘇	θu	θ	u	陰平
酥	θu	θ	u	陰平
素	θu	θ	u	陰去
訴	θu	θ	u	陰去
塑	θu	θ	u	陰去
嗉	θu	θ	u	陰去
訴	θu	θ	u	陽去
姑	ku	k	u	陰平
辜	ku	k	u	陰平
孤	ku	k	u	陰平
估	ku	k	u	陰平
枯	ku	k	u	陰平
古	ku	k	u	陰上
股	ku	k	u	陰上
鼔	ku	k	u	陰上
賈	ku	k	u	陰上
故	ku	k	u	陰去
固	ku	k	u	陰去
雇	ku	k	u	陰去
顧	ku	k	u	陰去
蛆	tʰy	tʰ	y	陰平
取	tʰy	tʰ	y	陰上
女	ny	n	y	陽上
呂	ly	l	y	陽上
裏	ly	l	y	陽上
旅	ly	l	y	陽上
慮	ly	l	y	陽去
濾	ly	l	y	陽去
須	θy	θ	y	陰平
鬚	θy	θ	y	陰平
需	θy	θ	y	陰平
徐	θy	θ	y	陽平
娶	θy	θ	y	陽上
序	θy	θ	y	陽上
敘	θy	θ	y	陽上
緒	θy	θ	y	陽上
聚	θy	θ	y	陽上
賜	θy	θ	y	陰去
絮	θy	θ	y	陰去
豬	tʃy	tʃ	y	陰平
諸	tʃy	tʃ	y	陰平
蛛	tʃy	tʃ	y	陰平
株	tʃy	tʃ	y	陰平
朱	tʃy	tʃ	y	陰平
珠	tʃy	tʃ	y	陰平
主	tʃy	tʃ	y	陰上
煮	tʃy	tʃ	y	陰上
儲	tʃy	tʃ	y	陽上
柱	tʃy	tʃ	y	陽上
樹	tʃy	tʃ	y	陽上
豎	tʃy	tʃ	y	陽上
著	tʃy	tʃ	y	陰去
註	tʃy	tʃ	y	陰去
注	tʃy	tʃ	y	陰去
蛀	tʃy	tʃ	y	陰去
鑄	tʃy	tʃ	y	陰去
駐	tʃy	tʃ	y	陰去
住	tʃy	tʃ	y	陽去
除	tʃʰy	tʃʰ	y	陽平
廚	tʃʰy	tʃʰ	y	陽平
處	tʃʰy	tʃʰ	y	陰上
理	tʃʰy	tʃʰ	y	陰上
處	tʃʰy	tʃʰ	y	陰去
魚	ȵy	ȵ	y	陽平
如	ȵy	ȵ	y	陽平
愚	ȵy	ȵ	y	陽平
虞	ȵy	ȵ	y	陽平
娛	ȵy	ȵ	y	陽平
語	ȵy	ȵ	y	陽上
遇	ȵy	ȵ	y	陽去
寓	ȵy	ȵ	y	陽去
書	ʃy	ʃ	y	陰平
舒	ʃy	ʃ	y	陰平
輸	ʃy	ʃ	y	陰平
殊	ʃy	ʃ	y	陽平
黍	ʃy	ʃ	y	陰上
暑	ʃy	ʃ	y	陰上
鼠	ʃy	ʃ	y	陰上
數	ʃy	ʃ	y	陰上
數	ʃy	ʃ	y	陰去
絮	ʃy	ʃ	y	陰去
居	ky	k	y	陰平
擧	ky	k	y	陰上
鋸	ky	k	y	陰去
句	ky	k	y	陰去
據	ky	k	y	陰去
具	ky	k	y	陽去
區	kʰy	kʰ	y	陰平
驅	kʰy	kʰ	y	陰平
拘	kʰy	kʰ	y	陰平
駒	kʰy	kʰ	y	陰平
渠	kʰy	kʰ	y	陽平
巨	kʰy	kʰ	y	陽上
拒	kʰy	kʰ	y	陽上
距	kʰy	kʰ	y	陽上
虛	hy	h	y	陰平
噓	hy	h	y	陰平
許	hy	h	y	陰上
去	hy	h	y	陰去
于	øy	ø	y	陰平
姓	øy	ø	y	陰平
是	øy	ø	y	陰平
余	øy	ø	y	陽平
餘	øy	ø	y	陽平
盂	øy	ø	y	陽平
如	øy	ø	y	陽平
雨	øy	ø	y	陽上
與	øy	ø	y	陽上
榆	øy	ø	y	陽去
喻	øy	ø	y	陽去
愉	øy	ø	y	陽去
預	øy	ø	y	陽去
裕	øy	ø	y	陽去
譽	øy	ø	y	陽去
敗	pai	p	ai	陽去
稗	pai	p	ai	陽去
派	pʰai	pʰ	ai	陰去
擺	ɓai	ɓ	ai	陰上
拜	ɓai	ɓ	ai	陰去
埋	mai	m	ai	陽平
歪	mai	m	ai	陰上
白	mai	m	ai	陰上
買	mai	m	ai	陽上
賣	mai	m	ai	陽去
塊	fai	f	ai	陰去
快	fai	f	ai	陰去
筷	fai	f	ai	陰去
懷	wai	w	ai	陽平
槐	wai	w	ai	陽平
淮	wai	w	ai	陽平
壞	wai	w	ai	陽去
大	tai	t	ai	陽去
太	tʰai	tʰ	ai	陰去
泰	tʰai	tʰ	ai	陰去
貸	tʰai	tʰ	ai	陰去
態	tʰai	tʰ	ai	陰去
戴	ɗai	ɗ	ai	陰去
帶	ɗai	ɗ	ai	陰去
乃	nai	n	ai	陽上
奶	nai	n	ai	陽上
拉	lai	l	ai	陰平
賴	lai	l	ai	陽去
齋	tʃai	tʃ	ai	陰平
債	tʃai	tʃ	ai	陰去
搓	tʃʰai	tʃʰ	ai	陰平
差	tʃʰai	tʃʰ	ai	陰平
猜	tʃʰai	tʃʰ	ai	陰平
柴	ʃai	ʃ	ai	陽平
曬	ʃai	ʃ	ai	陰去
皆	kai	k	ai	陰平
階	kai	k	ai	陰平
街	kai	k	ai	陰平
佳	kai	k	ai	陰平
解	kai	k	ai	陰上
介	kai	k	ai	陰去
界	kai	k	ai	陰去
芥	kai	k	ai	陰去
疥	kai	k	ai	陰去
戒	kai	k	ai	陰去
捱	ŋai	ŋ	ai	陽平
艾	ŋai	ŋ	ai	陽去
揩	hai	h	ai	陰平
鞋	hai	h	ai	陽平
械	hai	h	ai	陽上
蟹	hai	h	ai	陽上
乖	kwai	kw	ai	陰平
拐	kwai	kw	ai	陰上
怪	kwai	kw	ai	陰去
挨	øai	ø	ai	陰平
矮	øai	ø	ai	陽平
敝	pɐi	p	ɐi	陽去
幣	pɐi	p	ɐi	陽去
弊	pɐi	p	ɐi	陽去
斃	pɐi	p	ɐi	陽去
批	pʰɐi	pʰ	ɐi	陰平
閉	ɓɐi	ɓ	ɐi	陰去
米	mɐi	m	ɐi	陰平
長	mɐi	m	ɐi	陰平
迷	mɐi	m	ɐi	陽平
謎	mɐi	m	ɐi	陽平
米	mɐi	m	ɐi	陽上
威	wɐi	w	ɐi	陰平
揮	wɐi	w	ɐi	陰平
輝	wɐi	w	ɐi	陰平
圍	wɐi	w	ɐi	陽平
葦	wɐi	w	ɐi	陽平
爲	wɐi	w	ɐi	陽平
何	wɐi	w	ɐi	陽平
作	wɐi	w	ɐi	陽平
違	wɐi	w	ɐi	陽平
維	wɐi	w	ɐi	陽平
惟	wɐi	w	ɐi	陽平
毀	wɐi	w	ɐi	陰上
委	wɐi	w	ɐi	陰上
胃	wɐi	w	ɐi	陽上
蝟	wɐi	w	ɐi	陽上
謂	wɐi	w	ɐi	陽上
偉	wɐi	w	ɐi	陽上
諱	wɐi	w	ɐi	陽上
衛	wɐi	w	ɐi	陽上
畏	wɐi	w	ɐi	陰去
餵	wɐi	w	ɐi	陰去
位	wɐi	w	ɐi	陽去
劑	tɐi	t	ɐi	陰平
擠	tɐi	t	ɐi	陰平
祭	tɐi	t	ɐi	陰去
際	tɐi	t	ɐi	陰去
濟	tɐi	t	ɐi	陰去
第	tɐi	t	ɐi	陽去
隸	tɐi	t	ɐi	陽去
遞	tɐi	t	ɐi	陽去
妻	tʰɐi	tʰ	ɐi	陰平
凄	tʰɐi	tʰ	ɐi	陰平
梯	tʰɐi	tʰ	ɐi	陰平
題	tʰɐi	tʰ	ɐi	陽平
提	tʰɐi	tʰ	ɐi	陽平
啼	tʰɐi	tʰ	ɐi	陽平
蹄	tʰɐi	tʰ	ɐi	陽平
堤	tʰɐi	tʰ	ɐi	陽平
體	tʰɐi	tʰ	ɐi	陰上
弟	tʰɐi	tʰ	ɐi	陽上
替	tʰɐi	tʰ	ɐi	陰去
涕	tʰɐi	tʰ	ɐi	陰去
剃	tʰɐi	tʰ	ɐi	陰去
低	ɗɐi	ɗ	ɐi	陰平
底	ɗɐi	ɗ	ɐi	陰上
抵	ɗɐi	ɗ	ɐi	陰上
牴	ɗɐi	ɗ	ɐi	陰上
帝	ɗɐi	ɗ	ɐi	陰去
泥	nɐi	n	ɐi	陽平
犁	lɐi	l	ɐi	陽平
黎	lɐi	l	ɐi	陽平
禮	lɐi	l	ɐi	陽上
例	lɐi	l	ɐi	陽去
厲	lɐi	l	ɐi	陽去
勵	lɐi	l	ɐi	陽去
麗	lɐi	l	ɐi	陽去
西	θɐi	θ	ɐi	陰平
犀	θɐi	θ	ɐi	陰平
齊	θɐi	θ	ɐi	陽平
臍	θɐi	θ	ɐi	陽平
洗	θɐi	θ	ɐi	陰上
細	θɐi	θ	ɐi	陰去
壻	θɐi	θ	ɐi	陰去
制	tʃɐi	tʃ	ɐi	陰去
製	tʃɐi	tʃ	ɐi	陰去
篩	ʃɐi	ʃ	ɐi	陰平
伎	ʃɐi	ʃ	ɐi	陰上
誓	ʃɐi	ʃ	ɐi	陽上
世	ʃɐi	ʃ	ɐi	陰去
勢	ʃɐi	ʃ	ɐi	陰去
誓	ʃɐi	ʃ	ɐi	陽去
雞	kɐi	k	ɐi	陰平
計	kɐi	k	ɐi	陰去
繼	kɐi	k	ɐi	陰去
溪	kʰɐi	kʰ	ɐi	陰平
啟	kʰɐi	kʰ	ɐi	陰上
契	kʰɐi	kʰ	ɐi	陰去
危	ŋɐi	ŋ	ɐi	陽平
藝	ŋɐi	ŋ	ɐi	陽去
魏	ŋɐi	ŋ	ɐi	陽去
僞	ŋɐi	ŋ	ɐi	陽去
龜	kwɐi	kw	ɐi	陰平
歸	kwɐi	kw	ɐi	陰平
鬼	kwɐi	kw	ɐi	陰上
軌	kwɐi	kw	ɐi	陰上
貴	kwɐi	kw	ɐi	陰去
桂	kwɐi	kw	ɐi	陰去
季	kwɐi	kw	ɐi	陰去
鱖	kwɐi	kw	ɐi	陰去
跪	kwɐi	kw	ɐi	陽去
櫃	kwɐi	kw	ɐi	陽去
揮	kʰwɐi	kʰw	ɐi	陰平
輝	kʰwɐi	kʰw	ɐi	陰平
規	kʰwɐi	kʰw	ɐi	陰平
虧	kʰwɐi	kʰw	ɐi	陰平
葵	kʰwɐi	kʰw	ɐi	陽平
愧	kʰwɐi	kʰw	ɐi	陰去
刨	pao	p	ao	陽平
泡	pʰao	pʰ	ao	陰平
燈	pʰao	pʰ	ao	陰平
拋	pʰao	pʰ	ao	陰平
跑	pʰao	pʰ	ao	陰上
砲	pʰao	pʰ	ao	陰去
炮	pʰao	pʰ	ao	陰去
製	pʰao	pʰ	ao	陰去
