汉字	音标	注释
区	tʂʰʯ1	
具	tʂʯ5	
愚	ʯ2a	
遇	ʯ5	
吁	/	
迂	ʯ1	
于	ʯ2a	
雨	ʯ3	
芋	ʯ5	
榆	ʯ2a	
愈	ʯ3	
裕	ʯ5	
呆	tɛ1	
戴	ta5	
胎	tʰɛ1	
态	tʰa5	
贷	dɛ5	
台	dɛ2b	
待	dɛ3	
代	dɛ5	
乃	nɛ3	
耐	nɛ5	
来	lɛ2a	
栽	tsɛ1	
宰	tsɛ3	
再	tsɛ5	
猜	tsʰɛ1	
彩	tsʰɛ3	
菜	tsʰɛ5	
才	hzɛ2b	
在	hzɛ4	
鳃	sɛ1	
赛	sɛ5	
该	kɛ1	
改	kɛ3	
概	kɛ5	
开	kʰɛ1	
凯	kʰɛ3	
慨	kʰɛ5	
碍	ŋɛ5	
海	xɛ3	
孩	/	
亥	ɣɛ4	
哀	ŋɛ1	
爱	ŋɛ5	
贝	pe5	
沛	pʰe5	
带	ta5	
太	tʰa5	
奈	na5	
赖	la5	
蔡	tsʰɛ5	
盖	kɛ5	
艾	ŋɛ5	
害	ɣɛ5	
蔼	ŋɛ5	
拜	pa5	
排	ba2b	
埋	ma1	
斋	tsa1	
豺	hza2b	
皆	/	
戒	ka5	
揩	kʰa3	
楷	kʰa3	
谐	/	
械	ka5	
挨	ŋa1	
摆	pa3	
派	pʰa5	
牌	ba2b	
罢	bo4	
稗	bo5	
买	ma3	
卖	ma5	
奶	na3	
债	tsa5	
钗	tsʰua1	
柴	hza2b	
筛	sa1	
洒	sa3	
晒	sua5	
街	ka1	
解	ka3	
捱	ŋa2a	
鞋	ɣa2b	
蟹	ɣa4	
矮	ŋa3	
隘	ŋa5	
败	ba5	
蔽	piɪ5	
币	biɪ5	
例	liɪ5	
祭	tsɿ5	
制	tsɿ5	
世	sɿ5	
誓	sɿ5	
艺	ȵiɪ5	
蓖	piɪ1	
闭	piɪ5	
批	pʰiɪ1	
迷	miɪ2a	
米	miɪ3	
谜	məŋ5	
低	tiɪ1	
底	tiɪ3	
帝	tiɪ5	
梯	tʰɛ1	
体	tʰiɪ3	
替	tʰiɪ5	
题	diɪ2b	
弟	diɪ4	
第	diɪ5	
泥	ȵiɪ2a	
犁	liɪ2a	
礼	liɪ3	
丽	liɪ5	
挤	tsɿ3	
济	tsɿ5	
妻	tsʰɿ1	
砌	tsʰɿ5	
齐	hzɿ2b	
荠	hzɿ4	
剂	hzɿ5	
西	sɿ1	
洗	sɿ3	
细	sɿ5	
鸡	tsɿ1	
计	tsɿ5	
溪	tsʰɿ1	
启	tsʰɿ3	
契	tsʰɿ5	
倪	ȵiɪ2a	
系	hzɿ5	
杯	pe1	
辈	pe5	
坯	pʰe1	
配	pʰe5	
培	be2b	
倍	be4	
背	pe5	
梅	me2a	
每	me3	
妹	me5	
堆	te1	
对	te5	
推	tʰe1	
腿	tʰe3	
退	tʰe5	
队	te5	
内	le5	
雷	le1	
儡	le3	
累	le5	
催	tsʰe1	
罪	hze4	
碎	se5	
魁	kʰui1	
傀	kʰui3	
块	kʰuɛ5	
灰	xuɛ1	
贿	xuɛ3	
晦	xuɛ5	
回	/	
汇	/	
煨	/	
兑	te5	
最	tse5	
会	kʰua5	
外	ua5	
会	ɣuɛ5	
乖	kua1	
怪	kua5	
蒯	/	
槐	ɣuɛ2b	
坏	pʰe1	
歪	uɛ1	
拐	kuɛ3	
卦	/	
画	ua5	
筷	kʰua5	
话	ua5	
脆	tsʰe5	
岁	se5	
税	se5	
芮	/	
鳜	kui5	
卫	ui5	
废	fe5	
肺	fe5	
闺	kui1	
桂	kui5	
惠	ɣui5	
碑	pe1	
彼	piɪ3	
臂	piɪ5	
披	pʰiɪ1	
譬	pʰiɪ5	
皮	biɪ2b	
避	biɪ5	
弥	miɪ2a	
靡	miɪ3	
篱	liɪ2a	
离	liɪ5	
紫	tsɿ3	
雌	tsʰɿ1	
此	tsʰɿ3	
刺	tsʰɿ5	
疵	hzɿ2b	
撕	sɿ1	
赐	tsʰɿ5	
知	tsɿ1	
智	tsɿ5	
池	hzɿ2b	
差	tsʰɿ1	
支	tsɿ1	
纸	tsɿ3	
侈	tsʰɿ3	
舐	hzɿ3	
施	sɿ1	
匙	hzɿ2b	
是	hzɿ3	
儿	ər2a	
尔	ər3	
寄	tsɿ5	
企	tsʰɿ3	
骑	hzɿ2b	
技	/	
宜	iɪ2a	
蚁	ȵiɪ3	
义	ȵiɪ5	
牺	sɿ1	
戏	sɿ5	
椅	iɪ3	
移	iɪ2a	
易	iɪ5	
悲	pe1	
比	piɪ3	
庇	pʰiɪ5	
秘	piɪ5	
丕	pʰiɪ1	
屁	pʰiɪ5	
枇	biɪ2b	
鼻	biɪ5	
篦	biɪ5	
备	pe5	
眉	me2a	
霉	me2a	
美	me3	
地	diɪ5	
尼	ȵiɪ2a	
梨	liɪ2a	
履	liɪ3	
利	liɪ5	
资	tsɿ1	
姊	tsɿ3	
次	tsʰɿ5	
瓷	hzɿ2b	
自	hzɿ5	
私	sɿ1	
死	sɿ3	
四	sɿ5	
致	tsɿ5	
迟	hzɿ2b	
雉	tsɿ4	
稚	tsɿ5	
师	sɿ1	
脂	tsɿ1	
指	tsɿ3	
至	tsɿ5	
示	hzɿ5	
尸	sɿ1	
屎	sɿ3	
视	hzɿ5	
二	ər5	
肌	tsɿ1	
几	tsɿ3	
冀	tsɿ5	
器	tsʰɿ5	
祁	hzɿ2b	
伊	iɪ1	
姨	iɪ2a	
肄	iɪ5	
你	n̩3	
狸	liɪ2a	
李	liɪ3	
吏	liɪ5	
滋	tsɿ1	
子	tsɿ3	
慈	hzɿ2b	
字	hzɿ5	
丝	sɿ1	
伺	sɿ5	
词	hzɿ2b	
祀	hzɿ2b	
寺	hzɿ5	
置	tsɿ5	
痴	tsʰɿ1	
耻	tsʰɿ3	
持	hzɿ2b	
痔	hzɿ4	
治	tsɿ5	
辎	tsɿ1	
滓	tsɿ3	
柿	hzɿ4	
事	hzɿ5	
史	sɿ3	
之	tsɿ1	
止	tsɿ3	
志	tsɿ5	
嗤	tsʰɿ1	
齿	tsʰɿ3	
诗	sɿ1	
始	sɿ3	
试	sɿ5	
时	hzɿ2b	
市	hzɿ4	
侍	hzɿ5	
而	ər2a	
耳	ər3	
饵	ər5	
基	tsɿ1	
纪	tsɿ3	
记	tsɿ5	
欺	tsʰɿ1	
起	tsʰɿ3	
期	hzɿ2b	
忌	hzɿ5	
疑	iɪ2a	
拟	ȵiɪ3	
嬉	sɿ1	
熙	sɿ1	
喜	sɿ3	
医	iɪ1	
意	iɪ5	
矣	iɪ3	
饴	iɪ2a	
以	iɪ3	
异	iɪ5	
机	tsɿ1	
几	tsɿ3	
既	tsɿ5	
岂	tsʰɿ3	
气	tsʰɿ5	
祈	hzɿ2b	
毅	iɪ5	
稀	sɿ1	
衣	iɪ1	
累	le3	
累	le5	
嘴	tse3	
髓	se3	
随	hze2b	
吹	tsʰe1	
垂	hze2b	
睡	hze5	
规	kui1	
诡	kui3	
亏	kʰui1	
跪	kʰui5	
危	ui2a	
伪	ui5	
毁	xui3	
委	ui3	
喂	ui5	
为	ui2a	
为	ui5	
垒	le3	
类	le5	
泪	le5	
醉	tse5	
翠	tsʰe5	
虽	se1	
粹	se5	
遂	hze5	
追	tse1	
槌	hze2b	
坠	hze5	
摔	/	
帅	sɛ5	
锥	tsɛ1	
水	se3	
龟	kui1	
轨	kui3	
愧	kʰui5	
季	tsɿ5	
葵	ɣui2b	
柜	/	
位	ui5	
维	ui2a	
遗	iɪ2a	
唯	ui3	
非	fe1	
匪	fe3	
痱	pɛ5	
妃	fe1	
费	fe5	
肥	be2b	
翡	/	
微	ui2a	
尾	ui3	
味	ui5	
归	kui1	
鬼	kui3	
贵	kui5	
魏	ui5	
挥	xui1	
讳	xui5	
威	ui1	
慰	ui5	
围	ui2a	
苇	ui3	
胃	ui5	
褒	pɔ1	
保	pɔ3	
报	pɔ5	
袍	bɔ2b	
抱	bɔ3	
暴	bɔ5	
毛	mɔ2a	
冒	mɔ5	
刀	tɔ1	
岛	tɔ3	
到	tɔ5	
掏	tʰɔ1	
讨	tʰɔ3	
套	tʰɔ5	
桃	dɔ2b	
稻	dɔ4	
盗	dɔ5	
脑	nɔ3	
劳	lɔ2a	
老	lɔ3	
涝	lɔ5	
遭	tsɔ1	
早	tsɔ3	
灶	tsɔ5	
操	tsʰɔ1	
草	tsʰɔ3	
糙	tsʰɔ5	
曹	hzɔ2b	
造	hzɔ4	
臊	sɔ1	
嫂	sɔ3	
扫	sɔ5	
高	kɔ1	
稿	kɔ3	
告	kɔ5	
考	kʰɔ3	
靠	kʰɔ5	
熬	ŋɔ2a	
傲	ŋɔ5	
蒿	xɔ1	
好	xɔ3	
豪	ɣɔ2b	
浩	ɣɔ4	
号	ɣɔ5	
袄	ŋɔ3	
懊	ŋɔ5	
包	pɔ1	
饱	pɔ3	
爆	pɔ5	
抛	ɔɔ1	
炮	pʰɔ5	
跑	bɔ2b	
鲍	bɔ4	
炮	pʰɔ5	
茅	mɔ2a	
猫	mɔ2a	
卯	mɔ3	
貌	mɔ5	
挠	nɔ2a	
闹	nɔ5	
罩	tsɔ5	
抓	tsua1	
爪	tsua3	
找	/	
笊	tsɔ5	
抄	ɔɔ1	
吵	tsʰɔ3	
巢	hzɔ2b	
捎	sɔ1	
稍	sɔ5	
交	kɔ1	
教	kɔ1	
狡	tɕiɔ3	
搞	kɔ3	
教	tɕiɔ5	
酵	kɔ5	
窖	kɔ5	
觉	kɔ5	
敲	kʰɔ1	
巧	tɕʰiɔ3	
咬	ŋɔ3	
孝	ɕiɔ5	
淆	hʑiɔ2b	
校	hʑiɔ5	
标	piɔ1	
表	piɔ3	
飘	pʰiɔ1	
漂	pʰiɔ3	
票	pʰiɔ5	
瓢	biɔ2b	
苗	miɔ2a	
猫	/	
秒	miɔ3	
庙	miɔ5	
燎	liɔ2a	
疗	liɔ5	
焦	tɕiɔ1	
锹	tɕʰiɔ1	
悄	tɕʰiɔ3	
俏	tɕʰiɔ5	
瞧	/	
消	ɕiɔ1	
小	ɕiɔ3	
笑	ɕiɔ5	
朝	tɕiɔ1	
超	tɕʰiɔ1	
潮	hʑiɔ2b	
赵	hʑiɔ4	
兆	hʑiɔ4	
召	hʑiɔ5	
招	tɕiɔ1	
照	tɕiɔ5	
烧	ɕiɔ1	
少	ɕiɔ3	
少	ɕiɔ5	
绍	hʑiɔ4	
邵	hʑiɔ5	
饶	/	
绕	ȵiɔ5	
娇	tɕiɔ1	
矫	tɕiɔ3	
桥	hʑiɔ2b	
轿	hʑiɔ5	
腰	iɔ1	
要	iɔ5	
摇	iɔ2a	
舀	iɔ3	
耀	iɔ5	
刁	tiɔ1	
鸟	ȵiɔ3	
钓	tiɔ5	
挑	tʰiɔ1	
跳	tʰiɔ5	
条	diɔ2b	
调	diɔ5	
掉	tiɔ5	
尿	ȵiɔ5	
聊	liɔ2a	
了	liɔ3	
料	liɔ5	
箫	ɕiɔ1	
浇	tɕiɔ1	
侥	tɕiɔ3	
叫	tɕiɔ5	
窍	tɕʰiɔ5	
尧	iɔ2a	
晓	ɕiɔ3	
幺	iɔ1	
某	məu3	
亩	məu3	
母	məu3	
牡	məu3	
贸	mɔ5	
兜	/	
抖	tʯ3	
斗	tʯ5	
偷	tʰʯ1	
透	tʰʯ5	
头	dʯ2b	
豆	dʯ5	
楼	ləu2a	
篓	ləu3	
漏	lʯ5	
走	/	
奏	tɕʯ5	
凑	tɕʰʯ5	
嗽	sɔ5	
钩	kʯ1	
狗	kʯ3	
够	kʯ5	
彀	ua5	
抠	kʰʯ1	
口	kʰʯ3	
扣	kʰʯ5	
藕	ŋʯ3	
偶	ŋʯ5	
吼	/	
猴	hʑʯ2b	
厚	hʑʯ4	
候	hʑʯ5	
瓯	/	
呕	ŋʯ3	
怄	ŋʯ5	
富	fu5	
副	fu5	
浮	hvu2b	
妇	hvu4	
复	hvu5	
谋	/	
矛	mɔ2a	
纽	ȵʯ3	
流	lʯ2a	
柳	lʯ3	
溜	lʯ5	
廖	liɔ5	
揪	tɕʯ1	
酒	tɕʯ3	
秋	tɕʰʯ1	
就	hʑʯ5	
修	ɕʯ1	
锈	ɕʯ5	
囚	hʑʯ2b	
袖	hʑʯ5	
肘	tɕʯ3	
昼	tɕʯ5	
抽	tɕʰʯ1	
丑	tɕʰʯ3	
绸	hʑʯ2b	
皱	tɕʯ5	
愁	hʑʯ2b	
馊	ɕʯ1	
瘦	ɕʯ5	
漱	su5	
周	tɕʯ1	
帚	tɕʯ3	
咒	tɕʯ5	
丑	tɕʰʯ3	
臭	tɕʰʯ5	
收	ɕʯ1	
手	ɕʯ3	
兽	ɕʯ5	
仇	hʑʯ2b	
受	hʑʯ4	
寿	hʑʯ5	
柔	/	
阄	tɕʯ1	
九	tɕʯ3	
救	tɕʯ5	
丘	tɕʰʯ1	
求	hʑʯ2b	
舅	hʑʯ4	
旧	hʑʯ5	
牛	ȵʯ2a	
休	ɕʯ1	
朽	ɕʯ3	
优	ʯ1	
邮	ʯ2a	
有	ʯ3	
又	ʯ5	
油	ʯ2a	
酉	ʯ3	
釉	ʯ5	
彪	piɔ1	
丢	/	
纠	tɕy3	
幽	ʯ1	
幼	ʯ5	
耽	tɛ1	
贪	tʰɛ1	
探	tʰɛ5	
潭	dɛ2b	
男	nɛ2a	
簪	tsɛ1	
参	tsʰɛ1	
惨	tsʰɛ3	
蚕	hzɛ2b	
感	kɛ3	
龛	kʰɛ1	
坎	kʰɛ3	
勘	kʰɛ5	
含	ɣɛ2b	
撼	ɣɛ4	
憾	ɣɛ5	
庵	ŋɛ1	
暗	ŋɛ5	
担	tɛ1	
胆	tɛ3	
担	tɛ5	
坍	tʰɛ1	
毯	tʰɛ3	
谈	dɛ2b	
淡	dɛ4	
篮	lɛ2a	
览	lɛ3	
滥	lɛ5	
惭	hzɛ2b	
暂	hzɛ5	
三	sɛ1	
甘	ki1	
敢	ki3	
憨	xɛ1	
喊	xɛ3	
酣	ɣɛ2b	
站	tsɛ5	
赚	hzɛ5	
站	hzɛ5	
斩	tsɛ3	
蘸	tsɛ5	
馋	hzɛ2b	
杉	sɛ1	
尴	/	
减	tɕi3	
碱	tɕi3	
咸	ɣɛ2b	
搀	tsʰɛ1	
衫	sɛ1	
监	tɕi1	
衔	ɣɛ2b	
舰	tɕi5	
贬	pi3	
黏	ȵi2a	
帘	li2a	
敛	li3	
殓	li5	
尖	tɕi1	
签	tɕʰi1	
渐	hʑi4	
瞻	/	
占	tʂyi5	
陕	sɛ3	
闪	ʂyi3	
染	ȵi3	
检	tɕi3	
脸	/	
钳	hʑi2b	
俭	/	
验	ȵi5	
险	ɕi3	
淹	ŋɛ1	
掩	I3	
厌	I5	
炎	i2a	
盐	i2a	
艳	i5	
剑	tɕi5	
严	ȵi2a	
酽	ȵi5	
掂	ti1	
点	ti3	
店	ti5	
添	tʰi1	
舔	tʰi3	
甜	di2b	
簟	di4	
鲇	ȵi2a	
念	ȵi5	
兼	tɕi1	
谦	tɕʰi1	
嫌	hʑi2b	
凡	hvɛ2b	
范	bɛ4	
禀	piŋ3	
品	pʰiŋ3	
赁	liŋ5	
林	liŋ2a	
檩	liŋ3	
浸	tɕiŋ5	
侵	tɕʰiŋ1	
寝	tɕʰiŋ3	
心	ɕiŋ1	
寻	hʑiŋ2b	
沉	hʑiŋ2b	
森	səŋ1	
渗	səŋ5	
针	tɕiŋ1	
枕	tɕiŋ3	
深	ɕiŋ1	
沈	hʑiŋ2b	
任	/	
任	ȵiŋ5	
今	kəŋ1	
金	tɕiŋ1	
锦	tɕiŋ3	
禁	tɕiŋ5	
钦	tɕʰiŋ1	
琴	hʑiŋ2b	
音	iŋ1	
饮	iŋ3	
荫	iŋ5	
淫	iŋ1	
单	tɛ1	
掸	tɛ3	
旦	tɛ5	
滩	tʰɛ1	
坦	tʰɛ3	
炭	tʰɛ5	
坛	dɛ1	
蛋	dɛ5	
难	nɛ2a	
难	nɛ5	
兰	lɛ2a	
懒	lɛ3	
烂	lɛ5	
赞	tsɛ5	
餐	ɛɛ1	
灿	tsʰɛ5	
残	hzɛ2b	
伞	sɛ3	
散	sɛ5	
肝	ki1	
赶	ki3	
干	ki5	
刊	kʰi1	
看	kʰi5	
岸	ŋɛ5	
汉	xɛ5	
寒	ɣɛ2b	
旱	ɣɛ4	
汗	ɣɛ5	
安	ŋɛ1	
按	ŋɛ5	
扮	pœ5	
盼	pʰœ5	
办	bɛ5	
盏	tsɛ3	
铲	tsʰɛ3	
山	sɛ1	
产	tsʰɛ3	
间	kɛ1	
简	tɕi3	
眼	ŋɛ3	
闲	kɛ1	
限	ɣɛ4	
苋	ɣɛ5	
班	pɛ1	
板	pɛ3	
攀	pʰɛ1	
襻	pʰɛ5	
蛮	mɛ2a	
慢	mɛ5	
删	sɛ1	
奸	tɕi1	
谏	tɕi3	
颜	ŋɛ2a	
雁	ŋɛ5	
晏	ŋɛ5	
鞭	pi1	
变	pi5	
偏	pʰi1	
骗	pʰi5	
便	bi2b	
辨	bi3	
便	bi5	
棉	mi2a	
免	mi3	
面	mi5	
碾	ȵi3	
连	li2a	
煎	tɕi1	
剪	tɕi3	
箭	tɕi5	
迁	tɕʰi1	
浅	tɕʰi3	
钱	hʑi2b	
贱	hʑi5	
仙	ɕi1	
鲜	ɕi1	
癣	ɕi3	
线	ɕi5	
羡	hʑi5	
展	tʂʯɪ3	
缠	hʐʯi2b	
毡	/	
战	tʂʯi5	
扇	ʂʯi5	
善	hʑʯɛ3	
然	/	
遣	tɕʰi3	
乾	hʑi2b	
件	hʑi3	
延	i2a	
演	i3	
犍	tɕi1	
建	tɕi5	
键	tɕi3	
健	tɕi5	
言	ȵi2a	
献	ɕi5	
边	pi1	
扁	pi3	
遍	pi5	
片	pʰi5	
辫	bi3	
眠	mi2a	
面	mi5	
颠	ti1	
典	ti3	
天	tʰi1	
腆	tʰi3	
田	di2b	
电	di5	
年	ȵi2a	
撵	ȵi3	
莲	li2a	
练	li5	
笺	tɕi1	
千	tɕʰi1	
前	hʑi2b	
先	ɕi1	
肩	tɕi1	
茧	tɕi3	
见	tɕi5	
牵	tɕʰi1	
研	ȵi2a	
砚	/	
显	ɕi3	
贤	hʑi2b	
烟	i1	
燕	i5	
搬	pɛ1	
半	pɛ5	
绊	pɛ5	
潘	pʰɛ1	
拼	pʰiŋ1	
判	pʰɛ5	
盘	bɛ2b	
伴	bɛ4	
叛	pʰɛ5	
瞒	mɛ2a	
满	mɛ3	
端	tɛ1	
短	tɛ3	
锻	tɛ5	
团	dɛ2b	
断	dɛ4	
段	dɛ5	
暖	nɛ3	
卵	lɛ3	
乱	lɛ5	
钻	tsɛ1	
纂	tsɛ3	
钻	tsɛ5	
汆	tsʰɛ1	
窜	tsʰɛ5	
酸	sɛ1	
算	sɛ5	
官	kœ1	
管	kœ3	
罐	kʰuɛ5	
宽	kʰuɛ1	
款	kʰuɛ3	
玩	/	
欢	xœ1	
唤	/	
完	uɛ2b	
皖	uɛ4	
换	œ5	
豌	uɛ1	
碗	œ3	
鳏	kœ1	
玩	/	
幻	/	
篡	ɣuɛ5	
闩	ʂʯi1	
关	kuɛ1	
惯	kuɛ5	
还	uɛ2b	还原
还	ɛ2b	还有
患	/	
弯	uɛ1	
全	hʐʯi2b	
宣	ʂʯi1	
选	ʂʯi3	
旋	hʐʯi2b	
转	tʂʯi3	
转	tʂʯi5	
传	hʐʯi2b	
篆	hʐʯi4	
传	hʐʯi5	
砖	tʂʯi1	
穿	tʂʰʯi1	
喘	tʂʰʯi3	
串	tʂʰʯi5	
船	hʐʯi2b	
软	ʯi3	
卷	tʂʯi3	
卷	tʂʯi5	
圈	ʯi2a	
权	hʐʯi2b	
圆	ʯi2a	
院	ʯi5	
缘	ʯi2a	
铅	kʰɛ1	
沿	ŋɛ2a	
捐	tʂʯi1	
藩	fɛ1	
反	fɛ3	
贩	fɛ5	
翻	fɛ1	
烦	bɛ2b	
矾	bɛ2b	
饭	bɛ5	
晚	mɛ3	
万	bɛ5	
劝	tʂʰʯi5	
元	ʯi2a	
阮	ʯi3	
愿	ʯi5	
喧	/	
楦	ʂʯi5	
冤	ʯi1	
怨	ʯi5	
园	ʯi2a	
远	ʯi3	
犬	tʂʰʯi3	
悬	/	
县	hʑi5	
渊	ʯi1	
吞	tʰəŋ1	
跟	kiŋ1	
垦	kʰiŋ3	
痕	ɣəŋ2b	
很	ɣəŋ4	
恨	ɣəŋ5	
恩	ŋiŋ1	
彬	piŋ1	
鬓	piŋ5	
贫	biŋ2b	
民	miŋ2a	
敏	miŋ3	
邻	liŋ2a	
吝	liŋ5	
津	tɕiŋ1	
尽	tɕiŋ3	
进	tɕiŋ5	
晋	tɕiŋ5	
亲	tɕʰiŋ1	
亲	tɕʰiŋ5	
秦	hʑiŋ2b	
尽	hʑiŋ4	
新	ɕiŋ1	
信	ɕiŋ5	
珍	tɕiŋ1	
镇	tɕiŋ5	
趁	tɕʰiŋ5	
陈	hʑiŋ2b	
阵	hʑiŋ5	
衬	tsʰəŋ5	
真	tɕiŋ1	
疹	tɕiŋ3	
震	tɕiŋ5	
神	hʑiŋ2b	
身	ɕiŋ1	
臣	hʑiŋ2b	
人	ȵiŋ2a	
忍	ȵiŋ3	
认	ȵiŋ5	
巾	tɕiŋ1	
紧	tɕiŋ3	
银	ȵiŋ2a	
因	iŋ1	
印	iŋ5	
寅	iŋ2a	
引	iŋ3	
斤	tɕiŋ1	
谨	tɕiŋ3	
劲	tɕiŋ5	
勤	hʑiŋ2b	
近	hʑiŋ4	
欣	ɕiŋ1	
殷	iŋ1	
隐	iŋ3	
奔	pəŋ1	
本	pəŋ3	
奔	pəŋ5	
喷	pʰəŋ1	
喷	pʰəŋ5	
盆	bəŋ2b	
笨	bəŋ4	
门	məŋ2a	
闷	məŋ5	
墩	təŋ1	
顿	təŋ5	
饨	dəŋ2b	
盾	dəŋ4	
嫩	ləŋ5	
论	ləŋ2a	
论	ləŋ25	
尊	tsəŋ1	
村	tsʰəŋ1	
寸	tsʰəŋ5	
存	hzəŋ2b	
蹲	təŋ1	
孙	səŋ1	
损	səŋ3	
昆	kʰəŋ1	
滚	kəŋ3	
棍	kəŋ5	
坤	kʰəŋ1	
捆	kʰəŋ3	
困	kʰəŋ5	
婚	xuŋ1	
魂	uŋ2b	
混	ɣuŋ4	
温	uŋ1	
稳	uŋ3	
伦	ləŋ2a	
遵	tsəŋ1	
俊	/	
皴	tsʰəŋ1	
荀	/	
笋	səŋ3	
迅	/	
巡	hʐuŋ2b	
椿	tsʰuŋ1	
肫	/	
准	tsuŋ3	
春	tsʰuŋ1	
蠢	tsʰuŋ3	
唇	/	
顺	hʐuŋ5	
舜	suŋ5	
纯	hʐʯŋ2b	
润	hʐʯŋ5	
均	tsuŋ1	
菌	tsuŋ3	
匀	ʯŋ2a	
允	ʯŋ3	
分	fəŋ1	
粉	fəŋ3	
粪	fəŋ5	
芬	fəŋ1	
坟	bəŋ2b	
愤	/	
份	bəŋ5	
文	bəŋ2a	
蚊	məŋ2a	
问	bəŋ5	
军	tsuŋ1	
群	hʑuŋ2b	
裙	hʑuŋ2b	
熏	ɕʯŋ1	
荤	xuŋ1	
训	ɕʯŋ5	
熨	ʯŋ5	
云	ʯŋ2a	
运	ʯŋ5	
帮	pœ1	
榜	pœ5	
谤	pœ1	
滂	pʰœ1	
旁	bœ2b	
忙	mœ1	
莽	mœ3	
当	tœ1	
党	tœ3	
当	tœ5	
汤	tʰœ1	
躺	tʰœ3	
趟	tʰœ5	
堂	dœ2b	
荡	dœ4	
宕	dœ5	
狼	lœ1	
朗	lœ3	
