漢字	拼音	IPA	注釋										
葷	hung1	huŋ˧˧											
訓	hung5	huŋ˨˩˨											
熨	uk7	uk˨											
雲	hung2	huŋ˥˥											
云	ung2	uŋ˥˥											
韻	ung6	uŋ˧˩											
運	ung6	uŋ˧˩											
暈	ung6	uŋ˧˩											
不	puk7	puk˨											
勃	puak8	puak˥˦											
脖	puak8	puak˥˦											
沒	mok8	mok˥˦											
沒	muk8	muk˥˦											
突	tuk8	tuk˥˦											
卒	tsuk7	tsuk˨											
猝	tsui4	tsui˧˥											
骨	kuk7	kuk˨											
窟	khuh7	kʰuʔ˨											
窟	khuk7	kʰuk˨	文										
忽	huk7	huk˨											
核	huk8	huk˥˦											
律	luk8	luk˥˦											
率	tsuk7	tsuk˨											
率	suk7	suk˨											
卒	tsui4	tsui˧˥											
戌	suk7	suk˨											
恤	suk7	suk˨											
絀	tshuak7	tsʰuak˨											
蟀	suk7	suk˨											
出	tshuk7	tsʰuk˨											
術	suk8	suk˥˦											
述	suk8	suk˥˦											
秫	tsuk8	tsuk˥˦											
橘	kik7	kik˨											
弗	huk7	huk˨											
拂	huk7	huk˨											
佛	huk8	huk˥˦											
物	mih4	miʔ˨	又，~個										
物	mueh8	mueʔ˥˦											
勿	mai5	mai˨˩˨	訓										
勿	buk7	ᵐbuk˨	文										
勿	muk7	muk˨	又										
屈	khuk7	kʰuk˨											
掘	kuk8	kuk˥˦											
倔	khuk7	kʰuk˨											
氯	lek8	lek˥˦											
幫	pang1	paŋ˧˧											
榜	pang3	paŋ˥˨											
謗	pang4	paŋ˧˥											
滂	phang2	pʰaŋ˥˥											
旁	phang2	pʰaŋ˥˥											
鎊	pong6	poŋ˧˩											
傍	phang2	pʰaŋ˥˥											
傍	pang4	paŋ˧˥											
忙	mang2	maŋ˥˥											
芒	mang2	maŋ˥˥											
茫	mang2	maŋ˥˥											
莽	mang3	maŋ˥˨											
當	tng1	tŋ˧˧											
當	tang1	taŋ˧˧	文										
黨	tang3	taŋ˥˨											
擋	tang3	taŋ˥˨											
當	tng5	tŋ˨˩˨	文										
當	tang5	taŋ˨˩˨											
湯	thng1	tʰŋ˧˧											
倘	thang3	tʰaŋ˥˨											
躺	thang3	tʰaŋ˥˨											
燙	thng5	tʰŋ˨˩˨											
趟	thang1	tʰaŋ˧˧											
趟	thang3	tʰaŋ˥˨	又										
堂	tng2	tŋ˥˥											
唐	tng2	tŋ˥˥	白，姓氏										
唐	thang2	tʰaŋ˥˥											
糖	thng2	tʰŋ˥˥											
塘	tng2	tŋ˥˥											
螳	thang2	tʰaŋ˥˥											
蕩	tng4	tŋ˧˥	白										
蕩	tang4	taŋ˧˥											
宕	tang4	taŋ˧˥											
宕	tang5	taŋ˨˩˨	又										
囊	lang3	laŋ˥˨											
曩	lang4	laŋ˧˥											
狼	lang2	laŋ˥˥											
廊	lang2	laŋ˥˥											
郎	nng2	nŋ˥˥	白										
郎	lang2	laŋ˥˥											
螂	lang2	laŋ˥˥											
朗	lang4	laŋ˧˥											
浪	nng6	nŋ˧˩	白，汕尾遮~										
浪	lang4	laŋ˧˥											
臧	tsang1	tsaŋ˧˧											
贓	tsng1	tsŋ˧˧	白										
贓	tsang1	tsaŋ˧˧											
髒	tsng5	tsŋ˨˩˨											
葬	tsng5	tsŋ˨˩˨											
倉	tshng1	tsʰŋ˧˧											
蒼	tshang1	tsʰaŋ˧˧											
藏	tshang2	tsʰaŋ˥˥											
藏	tsang4	tsaŋ˧˥											
臓	tsang4	tsaŋ˧˥											
桑	sng1	sŋ˧˧											
喪	sng1	sŋ˧˧											
喪	sang5	saŋ˨˩˨	文										
嗓	sng1	sŋ˧˧											
嗓	sang3	saŋ˥˨	文										
岡	kurng1	kɯŋ˧˧	白										
岡	kang1	kaŋ˧˧											
剛	kang1	kaŋ˧˧											
鋼	kurng5	kɯŋ˨˩˨											
缸	kurng1	kɯŋ˧˧											
綱	kang1	kaŋ˧˧											
崗	kurng1	kɯŋ˧˧											
崗	kang1	kaŋ˧˧	文										
康	khang1	kʰaŋ˧˧											
糠	khang1	kʰaŋ˧˧											
慷	khang1	kʰaŋ˧˧											
抗	khang5	kʰaŋ˨˩˨											
炕	khang1	kʰaŋ˧˧											
炕	khang5	kʰaŋ˨˩˨	又										
昂	ngang1	ŋaŋ˧˧											
杭	hang2	haŋ˥˥											
航	phang2	pʰaŋ˥˥	訓										
航	hang2	haŋ˥˥											
行	hang2	haŋ˥˥											
肮	ang1	aŋ˧˧											
娘	nionn2	nio ̃˥˥											
釀	dziang3	dziaŋ˥˨											
良	liang2	liaŋ˥˥											
涼	liang2	liaŋ˥˥											
量	nionn2	nio ̃˥˥											
量	liang2	liaŋ˥˥	文										
糧	nionn2	nio ̃˥˥											
梁	nionn2	nio ̃˥˥											
梁	liang2	liaŋ˥˥	文										
粱	nionn2	nio ̃˥˥											
粱	liang2	liaŋ˥˥	文										
兩	no4	no˧˥											
兩	nionn3	nio ̃˥˨	又										
兩	liang3	liaŋ˥˨	文										
亮	liang4	liaŋ˧˥											
輛	liang3	liaŋ˥˨											
量	liang4	liaŋ˧˥											
諒	liang4	liaŋ˧˥											
將	tsiang1	tɕiaŋ˧˧											
漿	tsionn1	tɕio ̃˧˧											
蔣	tsionn3	tɕio ̃˥˨											
槳	tsionn3	tɕio ̃˥˨											
獎	tsiang5	tɕiaŋ˨˩˨											
將	tsiang5	tɕiaŋ˨˩˨											
醬	tsionn5	tɕio ̃˨˩˨											
嗆	tshoh7	tsʰoʔ˨	白										
槍	tshionn1	tɕʰio ̃˧˧											
搶	tshionn3	tɕʰio ̃˥˨											
牆	tshionn2	tɕʰio ̃˥˥											
戕	tshiang1	tɕʰiaŋ˧˧											
戕	tshang1	tsʰaŋ˧˧	又										
匠	tsionn5	tɕio ̃˨˩˨											
匠	tsiang4	tɕiaŋ˧˥	文										
相	sio1	ɕio˧˧	白										
相	siang1	ɕiaŋ˧˧											
廂	sionn1	ɕio ̃˧˧											
廂	siang1	ɕiaŋ˧˧	文										
鑲	siang1	ɕiaŋ˧˧											
箱	sionn1	ɕio ̃˧˧											
襄	siang1	ɕiaŋ˧˧											
想	sionn4	ɕio ̃˧˥											
想	siang3	ɕiaŋ˥˨	文										
鯗	sionn3	ɕio ̃˥˨											
鯗	siang3	ɕiaŋ˥˨											
相	sionn5	ɕio ̃˨˩˨	白										
詳	siang2	ɕiaŋ˥˥											
祥	siang2	ɕiaŋ˥˥											
像	tshionn4	tɕʰio ̃˧˥											
像	siang4	ɕiaŋ˧˥	文										
象	tshionn4	tɕʰio ̃˧˥											
張	tionn1	tio ̃˧˧											
張	tsiang1	tɕiaŋ˧˧	文										
漲	tsiang5	tɕiaŋ˨˩˨											
長	tionn3	tio ̃˥˨	白										
長	tsiang3	tɕiaŋ˥˨											
帳	tionn5	tio ̃˨˩˨											
賬	tionn5	tio ̃˨˩˨											
脹	tionn5	tio ̃˨˩˨											
暢	thiang5	tʰiaŋ˨˩˨											
悵	tsiang5	tɕiaŋ˨˩˨											
長	tng2	tŋ˥˥	白										
長	tshiang2	tɕʰiaŋ˥˥	文										
腸	tng2	tŋ˥˥											
場	tionn2	tio ̃˥˥	白										
場	tshiang2	tɕʰiaŋ˥˥	文										
丈	tng4	tŋ˧˥	白										
丈	tionn4	tio ̃˧˥	又白										
丈	tsiang4	tɕiaŋ˧˥	文										
杖	tsiang4	tɕiaŋ˧˥											
仗	tsiang4	tɕiaŋ˧˥											
莊	tsng1	tsŋ˧˧											
莊	tsang1	tsaŋ˧˧	文										
莊	tsuang1	tsuaŋ˧˧	又文										
裝	tsng1	tsŋ˧˧											
裝	tsuang1	tsuaŋ˧˧	文										
壯	tsang5	tsaŋ˨˩˨											
瘡	tshng1	tsʰŋ˧˧											
創	tshang5	tsʰaŋ˨˩˨											
牀	tshng2	tsʰŋ˥˥											
狀	tsng6	tsŋ˧˩	白										
狀	tsng5	tsŋ˨˩˨	又										
狀	tso4	tso˧˥	又白，~元										
狀	tsuang4	tsuaŋ˧˥											
霜	sng1	sŋ˧˧											
孀	sng1	sŋ˧˧											
爽	sng3	sŋ˥˨	白，玩										
爽	suang3	suaŋ˥˨											
章	tsionn1	tɕio ̃˧˧											
章	tsiang1	tɕiaŋ˧˧	文，规~										
樟	tsionn1	tɕio ̃˧˧											
樟	tsng1	tsŋ˧˧	又，澄海~林										
樟	tsiang1	tɕiaŋ˧˧	文										
掌	tsionn3	tɕio ̃˥˨											
障	tsiang5	tɕiaŋ˨˩˨											
昌	tshiang1	tɕʰiaŋ˧˧											
廠	tshiang3	tɕʰiaŋ˥˨											
廠	am1	am˧˧	又										
唱	tshio5	tɕʰio˨˩˨	白，~曲										
唱	tshiang5	tɕʰiaŋ˨˩˨											
倡	tshiang5	tɕʰiaŋ˨˩˨											
商	siang1	ɕiaŋ˧˧											
傷	sionn1	ɕio ̃˧˧											
賞	sionn3	ɕio ̃˥˨											
餉	hiang5	hiaŋ˨˩˨											
常	sionn2	ɕio ̃˥˥											
常	siang2	ɕiaŋ˥˥	文，反~										
常	tshiang2	tɕʰiaŋ˥˥	又文										
嘗	sionn2	ɕio ̃˥˥											
償	sionn2	ɕio ̃˥˥											
裳	siang2	ɕiaŋ˥˥											
上	tsionn4	tɕio ̃˧˥											
上	siang4	ɕiaŋ˧˥	文										
尚	sionn6	ɕio ̃˧˩	白，和~										
尚	siang4	ɕiaŋ˧˥											
上	sionn6	ɕio ̃˧˩											
瓤	dziang3	dziaŋ˥˨											
壤	dziang3	dziaŋ˥˨											
攘	dziang3	dziaŋ˥˨											
嚷	dziang3	dziaŋ˥˨											
讓	nionn6	nio ̃˧˩	白										
讓	dziang4	dziaŋ˧˥											
疆	kiang1	kiaŋ˧˧											
僵	kiang1	kiaŋ˧˧											
薑	kionn1	kio ̃˧˧											
羌	kiang1	kiaŋ˧˧											
強	kionn2	kio ̃˥˥											
強	khiang2	kʰiaŋ˥˥	文										
強	khiang5	kʰiaŋ˨˩˨	又，稱贊										
強	khiang3	kʰiaŋ˥˨	又										
仰	onn5	o ̃˨˩˨	白，头~~										
仰	ng5	ŋ˨˩˨	又白，依靠										
仰	ngiang3	ŋiaŋ˥˨	文										
仰	iang3	iaŋ˥˨	新										
香	hionn1	hio ̃˧˧											
香	hiang1	hiaŋ˧˧	文										
鄉	hionn1	hio ̃˧˧											
鄉	hiang1	hiaŋ˧˧	文										
享	hiang3	hiaŋ˥˨											
響	hiang3	hiaŋ˥˨											
向	hiann5	hia ̃˨˩˨	白										
向	niann5	nia ̃˨˩˨	又										
向	hiang5	hiaŋ˨˩˨	文										
央	iang1	iaŋ˧˧											
秧	ng1	ŋ˧˧											
秧	iang1	iaŋ˧˧											
殃	iang1	iaŋ˧˧											
羊	ionn2	io ̃˥˥											
洋	ionn2	io ̃˥˥	白										
洋	iang2	iaŋ˥˥	文										
楊	ionn2	io ̃˥˥	白										
楊	iang2	iaŋ˥˥	文										
揚	iang2	iaŋ˥˥											
陽	ionn2	io ̃˥˥	白，潮~										
陽	iang2	iaŋ˥˥	文										
養	ionn3	io ̃˥˨	白										
養	iang3	iaŋ˥˨	文										
癢	tsionn4	tɕio ̃˧˥											
癢	iang4	iaŋ˧˥	文										
樣	ionn6	io ̃˧˩											
恙	iang4	iaŋ˧˥											
博	phak7	pʰak˨											
薄	poh8	poʔ˥˦											
泊	poh8	poʔ˥˦											
莫	mok8	mok˥˦											
膜	moh8	moʔ˥˦											
摸	mou2	mou˥˥											
寞	mok8	mok˥˦											
幕	mo4	mo˧˥											
托	thoh7	tʰoʔ˨											
鐸	tak8	tak˥˦											
踱	tak8	tak˥˦											
度	tak8	tak˥˦											
諾	nap8	nap˥˦											
落	lauh8	lauʔ˥˦											
落	lauh2	lauʔ˥˥	又										
落	loh8	loʔ˥˦	又										
落	lak7	lak˨	又，~皮										
落	la4	la˧˥	文，~下										
洛	lok8	lok˥˦											
駱	loh8	loʔ˥˦											
絡	lok8	lok˥˦											
酪	lok8	lok˥˦											
烙	luah7	luaʔ˨											
樂	lak8	lak˥˦											
作	tsoh7	tsoʔ˨	白										
作	tsak7	tsak˨											
鑿	tshak8	tsʰak˥˦											
昨	tsa1	tsa˧˧											
索	soh7	soʔ˨	白										
索	sok7	sok˨											
各	kak7	kak˨											
閣	koh7	koʔ˨											
胳	keh7	keʔ˨											
鄂	ngak8	ŋak˥˦											
鱷	ngak8	ŋak˥˦											
壑	hak7	hak˨											
鶴	hoh8	hoʔ˥˦											
惡	ak7	ak˨											
掠	liah8	liaʔ˥˦	白，抓										
掠	liak8	liak˥˦											
略	liak8	liak˥˦											
爵	tsiak7	tɕiak˨											
雀	tsiauh7	tɕiauʔ˨	白，打麻~										
雀	tshiak7	tɕʰiak˨											
鵲	tshiak7	tɕʰiak˨											
嚼	tsiak7	tɕiak˨											
削	siah7	ɕiaʔ˨											
酌	tiak7	tiak˨											
酌	tsiak7	tɕiak˨	又										
綽	tsiak7	tɕiak˨											
綽	tshok7	tsʰok˨	又										
勺	sioh8	ɕioʔ˥˦											
勺	tsiak7	tɕiak˨	文										
芍	tsiak7	tɕiak˨											
芍	tsiak7	tɕiak˨	又										
若	na6	na˧˩	又										
若	dzioh8	dzioʔ˥˦	白，提问										
若	dziak8	dziak˥˦	文										
弱	dziak8	dziak˥˦											
腳	kioh7	kioʔ˨											
腳	kiok7	kiok˨	文										
卻	khiak7	kʰiak˨											
虐	ngiak7	ŋiak˨											
瘧	ngiauh8	ŋiauʔ˥˦											
約	ioh7	ioʔ˨											
約	iak7	iak˨	文										
鉻	kak7	kak˨											
鑰	iak7	iak˨											
躍	iak7	iak˨											
光	kurng1	kɯŋ˧˧											
光	kuang1	kuaŋ˧˧	文										
廣	kurng3	kɯŋ˥˨	白，~州										
廣	kuang3	kuaŋ˥˨											
曠	khuang5	kʰuaŋ˨˩˨											
荒	hng1	hŋ˧˧	白										
荒	huang1	huaŋ˧˧											
慌	huang1	huaŋ˧˧											
恍	huang3	huaŋ˥˨											
謊	huang1	huaŋ˧˧											
黃	ng2	ŋ˥˥											
蝗	uang2	uaŋ˥˥	白										
蝗	huang2	huaŋ˥˥											
皇	uang2	uaŋ˥˥	白										
皇	huang2	huaŋ˥˥											
汪	uang1	uaŋ˧˧											
方	pung1	puŋ˧˧	白，姓氏										
方	hng1	hŋ˧˧	又										
方	pang1	paŋ˧˧	又										
方	huang1	huaŋ˧˧	文										
肪	huang3	huaŋ˥˨											
仿	huang3	huaŋ˥˨											
放	pang5	paŋ˨˩˨											
放	huang5	huaŋ˨˩˨	文										
芳	phang1	pʰaŋ˧˧											
芳	huang1	huaŋ˧˧	文										
妨	huang2	huaŋ˥˥											
紡	phang3	pʰaŋ˥˨											
仿	huang3	huaŋ˥˨											
彷	huang3	huaŋ˥˨											
訪	huang3	huaŋ˥˨											
房	pang2	paŋ˥˥											
防	huang2	huaŋ˥˥											
亡	buang2	ᵐbuaŋ˥˥											
忘	buang2	ᵐbuaŋ˥˥											
忘	buang6	ᵐbuaŋ˧˩	又										
網	mang4	maŋ˧˥											
望	mo6	mo˧˩											
望	buang4	ᵐbuaŋ˧˥	文										
妄	buang3	ᵐbuaŋ˥˨											
逛	kuang5	kuaŋ˨˩˨											
逛	khuang1	kʰuaŋ˧˧	又										
逛	kuang4	kuaŋ˧˥	又										
匡	khang1	kʰaŋ˧˧											
匡	khuang1	kʰuaŋ˧˧	文										
筐	kheng1	kʰeŋ˧˧											
筐	khuang1	kʰuaŋ˧˧	文										
狂	khuang2	kʰuaŋ˥˥											
況	khuang5	kʰuaŋ˨˩˨											
枉	uang3	uaŋ˥˨											
王	heng2	heŋ˥˥	白，姓氏										
王	uang2	uaŋ˥˥											
往	uang3	uaŋ˥˨											
旺	uang4	uaŋ˧˥											
郭	kueh7	kueʔ˨											
擴	khuang5	kʰuaŋ˨˩˨											
擴	khuak7	kʰuak˨	又										
廓	kuak7	kuak˨											
霍	khak7	kʰak˨											
藿	khak7	kʰak˨											
鑊	uak8	uak˥˦											
縛	pak8	pak˥˦											
钁	khiak7	kʰiak˨											
邦	pang1	paŋ˧˧											
綁	pang3	paŋ˥˨											
胖	phuann2	pʰua ̃˥˥	肥~症										
胖	phuang5	pʰuaŋ˨˩˨											
胖	phong5	pʰoŋ˨˩˨	又，~大海										
龐	phang2	pʰaŋ˥˥											
棒	pang4	paŋ˧˥											
蚌	hong3	hoŋ˥˨	白										
蚌	pang4	paŋ˧˥	文										
樁	tseng1	tseŋ˧˧	白										
樁	tsuang1	tsuaŋ˧˧	文										
撞	tsuang4	tsuaŋ˧˥											
窗	theng1	tʰeŋ˧˧											
雙	sang1	saŋ˧˧											
江	kang1	kaŋ˧˧											
肛	kang1	kaŋ˧˧											
扛	kurng1	kɯŋ˧˧											
講	kang3	kaŋ˥˨											
港	kang3	kaŋ˥˨											
耩	kang3	kaŋ˥˨											
降	kang5	kaŋ˨˩˨											
虹	hong2	hoŋ˥˥											
虹	kheng4	kʰeŋ˧˥	又										
腔	khionn1	kʰio ̃˧˧											
降	hang2	haŋ˥˥											
項	hang4	haŋ˧˥											
巷	hang6	haŋ˧˩											
剝	pak7	pak˨											
駁	poh7	poʔ˨											
璞	phok7	pʰok˨											
雹	phak7	pʰak˨											
卓	toh8	toʔ˥˦											
桌	toh7	toʔ˨											
琢	toh7	toʔ˨											
啄	toh7	toʔ˨											
戳	tuh8	tuʔ˥˦											
濁	tsuak8	tsuak˥˦											
濯	tek8	tek˥˦											
濯	tsuak8	tsuak˥˦											
捉	tshok7	tsʰok˨											
鐲	tshok7	tsʰok˨											
鐲	tsuak8	tsuak˥˦	又										
朔	suak7	suak˨											
朔	sok7	sok˨	又										
覺	kak7	kak˨											
角	kak7	kak˨											
餃	kiau3	kiau˥˨											
確	khak7	kʰak˨											
殼	khak7	kʰak˨											
嶽	ngak8	ŋak˥˦											
樂	gauh8	ᵑɡauʔ˥˦											
樂	lak8	lak˥˦	又										
學	oh8	oʔ˥˦											
學	hak8	hak˥˦	文										
握	ok7	ok˨											
崩	pong1	poŋ˧˧											
朋	pheng2	pʰeŋ˥˥											
登	teng1	teŋ˧˧											
燈	teng1	teŋ˧˧											
等	tang3	taŋ˥˨											
等	theng4	tʰeŋ˧˥	又										
等	teng3	teŋ˥˨	文										
凳	teng5	teŋ˨˩˨											
藤	ting2	tiŋ˥˥											
騰	theng2	tʰeŋ˥˥											
疼	thiann5	tʰia ̃˨˩˨											
謄	theng2	tʰeŋ˥˥											
鄧	teng4	teŋ˧˥											
能	leng2	leŋ˥˥											
楞	leng2	leŋ˥˥											
增	tseng1	tseŋ˧˧											
憎	tseng1	tseŋ˧˧											
曾	tsang1	tsaŋ˧˧	白，姓氏										
曾	tseng1	tseŋ˧˧	文										
曾	tseng2	tseŋ˥˥	又										
層	tsang2	tsaŋ˥˥											
贈	tsang6	tsaŋ˧˩											
僧	tseng1	tseŋ˧˧											
亙	keng5	keŋ˨˩˨											
肯	kheng3	kʰeŋ˥˨											
恒	heng2	heŋ˥˥											
冰	piann1	pia ̃˧˧											
憑	peng2	peŋ˥˥											
淩	leng2	leŋ˥˥											
菱	leng2	leŋ˥˥											
陵	leng2	leŋ˥˥											
徵	teng1	teŋ˧˧											
澄	theng2	tʰeŋ˥˥											
懲	teng1	teŋ˧˧											
橙	tsheng2	tsʰeŋ˥˥											
瞪	teng5	teŋ˨˩˨											
蒸	tseng1	tseŋ˧˧											
拯	tsing3	tɕiŋ˥˨											
證	tseng5	tseŋ˨˩˨											
症	tseng5	tseŋ˨˩˨											
稱	tsheng1	tsʰeŋ˧˧											
秤	tshing5	tɕʰiŋ˨˩˨											
乘	seng2	seŋ˥˥											
乘	seng4	seŋ˧˥											
繩	sing2	ɕiŋ˥˥											
剩	sing2	ɕiŋ˥˥											
剩	seng2	seŋ˥˥	文										
剩	sing6	ɕiŋ˧˩											
升	seng1	seŋ˧˧											
勝	seng5	seŋ˨˩˨											
承	sing2	ɕiŋ˥˥	白，~水										
承	seng2	seŋ˥˥											
丞	seng2	seŋ˥˥											
仍	dzing2	dziŋ˥˥											
仍	dzeng2	dzeŋ˥˥	又										
仍	dziong2	dzioŋ˥˥	又										
扔	dzing2	dziŋ˥˥											
兢	kheng1	kʰeŋ˧˧											
凝	nging2	ŋiŋ˥˥											
凝	ngeng2	ŋeŋ˥˥	又										
興	heng1	heŋ˧˧											
興	heng5	heŋ˨˩˨											
鷹	eng1	eŋ˧˧											
應	ing5	iŋ˨˩˨											
應	eng5	eŋ˨˩˨	文										
蠅	sing2	ɕiŋ˥˥											
孕	heng4	heŋ˧˥											
北	pak7	pak˨											
墨	bak8	ᵐbak˥˦											
万	mok8	mok˥˦	姓氏										
默	mik8	mik˥˦											
默	mek8	mek˥˦	又										
德	tek7	tek˨											
得	tik7	tik˨											
忒	tek7	tek˨											
特	tek8	tek˥˦											
肋	lek8	lek˥˦											
勒	lek8	lek˥˦											
勒	tek8	tek˥˦	又，彌~佛										
則	tsek7	tsek˨											
賊	tshak8	tsʰak˥˦											
塞	sak7	sak˨											
刻	khak7	kʰak˨											
刻	khek7	kʰek˨	文										
克	khiok7	kʰiok˨											
黑	hek7	hek˨											
逼	pek7	pek˨											
匿	nek8	nek˥˦											
力	lak8	lak˥˦											
即	tsiak7	tɕiak˨											
鯽	tsik7	tɕik˨											
稷	tsek7	tsek˨											
息	sek7	sek˨											
熄	sek7	sek˨											
媳	sek7	sek˨											
飭	thek7	tʰek˨											
直	tik8	tik˥˦											
值	tak8	tak˥˦											
值	tek8	tek˥˦	文										
側	tshek7	tsʰek˨											
測	tshek7	tsʰek˨											
惻	tshek7	tsʰek˨											
色	sek7	sek˨											
織	tsik7	tɕik˨											
職	tseh7	tseʔ˨											
食	tsiah7	tɕiaʔ˨											
食	sik8	ɕik˥˦	又，火~										
蝕	sih8	ɕiʔ˥˦											
識	sek7	sek˨											
式	sek7	sek˨											
拭	tshik7	tɕʰik˨											
拭	sek7	sek˨	文										
飾	sek7	sek˨											
殖	sek7	sek˨											
植	sek7	sek˨											
棘	kek7	kek˨											
極	kek8	kek˥˦											
憶	ek8	ek˥˦	文										
憶	ek7	ek˨	又文，記~力										
憶	i5	i˨˩˨	又										
憶	inn5	i ̃˨˩˨	又，~得										
憶	ik7	ik˨	白，~得										
億	ek8	ek˥˦											
抑	ak7	ak˨											
抑	a1	a˧˧	俗										
弋	ek8	ek˥˦											
翼	sik8	ɕik˥˦											
翼	iah8	iaʔ˥˦	又										
翼	ek8	ek˥˦	文										
弘	hong2	hoŋ˥˥											
國	kok7	kok˨											
或	hok8	hok˥˦											
惑	hok8	hok˥˦											
域	hok8	hok˥˦											
烹	pheng1	pʰeŋ˧˧											
彭	phenn2	pʰe ̃˥˥											
膨	phenn2	pʰe ̃˥˥											
盲	menn2	me ̃˥˥											
盲	meng2	meŋ˥˥	又文										
盲	mang2	maŋ˥˥	文										
猛	menn3	me ̃˥˨											
孟	meng4	meŋ˧˥											
打	phah7	pʰaʔ˨	俗，訓“拍”										
打	ta3	ta˥˨											
冷	nenn3	ne ̃˥˨											
撐	thenn1	tʰe ̃˧˧											
澄	theng2	tʰeŋ˥˥											
鐺	tang1	taŋ˧˧											
鐺	tshang1	tsʰaŋ˧˧	又										
生	senn1	se ̃˧˧											
生	tshenn1	tsʰe ̃˧˧	又										
生	seng1	seŋ˧˧	文										
牲	senn1	se ̃˧˧											
牲	seng1	seŋ˧˧	文										
笙	seng1	seŋ˧˧											
甥	seng1	seŋ˧˧											
甥	sung1	suŋ˧˧	俗										
省	senn3	se ̃˥˨											
更	kenn1	ke ̃˧˧	白										
更	keng1	keŋ˧˧											
更	keng5	keŋ˨˩˨	又										
庚	kenn1	ke ̃˧˧											
羹	kenn1	ke ̃˧˧											
哽	kenn3	ke ̃˥˨											
坑	khenn1	kʰe ̃˧˧											
硬	ngenn4	ŋe ̃˧˥											
亨	heng1	heŋ˧˧											
行	kiann2	kia ̃˥˥											
行	henn2	he ̃˥˥	又白，时~										
行	heng2	heŋ˥˥	文										
行	heng4	heŋ˧˥	又，言~										
衡	huang2	huaŋ˥˥											
杏	heng4	heŋ˧˥											
浜	pang1	paŋ˧˧											
迸	pong5	poŋ˨˩˨											
迸	peng4	peŋ˧˥	文										
棚	penn2	pe ̃˥˥											
萌	meng2	meŋ˥˥											
爭	tsenn1	tse ̃˧˧											
爭	tseng1	tseŋ˧˧	文										
睜	tseng1	tseŋ˧˧											
耕	kenn1	ke ̃˧˧											
耿	keng3	keŋ˥˨											
莖	kenn5	ke ̃˨˩˨											
幸	heng4	heŋ˧˥											
鶯	eng1	eŋ˧˧											
鸚	eng1	eŋ˧˧											
櫻	eng1	eŋ˧˧											
兵	piann1	pia ̃˧˧											
丙	piann3	pia ̃˥˨											
秉	piann5	pia ̃˨˩˨											
柄	penn5	pe ̃˨˩˨											
柄	peng3	peŋ˥˨	文										
平	penn2	pe ̃˥˥											
平	phenn2	pʰe ̃˥˥	又，声调										
平	pheng2	pʰeŋ˥˥	文										
評	pheng2	pʰeŋ˥˥											
病	penn6	pe ̃˧˩											
明	menn2	me ̃˥˥	白，~年										
明	meng2	meŋ˥˥											
鳴	meng2	meŋ˥˥											
盟	meng2	meŋ˥˥											
皿	meng3	meŋ˥˨											
命	miann6	mia ̃˧˩											
命	meng4	meŋ˧˥	文										
京	kiann1	kia ̃˧˧											
荊	keng1	keŋ˧˧											
驚	kiann1	kia ̃˧˧											
驚	keng1	keŋ˧˧	文，~蟄										
境	keng3	keŋ˥˨											
景	keng3	keŋ˥˨											
警	keng4	keŋ˧˥											
敬	keng5	keŋ˨˩˨											
竟	keng3	keŋ˥˨											
鏡	kiann5	kia ̃˨˩˨											
卿	kheng1	kʰeŋ˧˧											
慶	kheng5	kʰeŋ˨˩˨											
擎	khia2	kʰia˥˥	白，~筆										
擎	kheng2	kʰeŋ˥˥											
鯨	kheng2	kʰeŋ˥˥											
競	keng4	keŋ˧˥											
迎	iann2	ia ̃˥˥	白，~老爷										
迎	nging2	ŋiŋ˥˥											
迎	ngeng2	ŋeŋ˥˥	又										
英	eng1	eŋ˧˧											
影	iann3	ia ̃˥˨											
映	iann5	ia ̃˨˩˨											
映	iang5	iaŋ˨˩˨	又										
映	hiang5	hiaŋ˨˩˨	又										
映	eng5	eŋ˨˩˨	文										
餅	piann3	pia ̃˥˨											
並	peng4	peŋ˧˥											
聘	phiann5	pʰia ̃˨˩˨											
聘	pheng5	pʰeŋ˨˩˨	文										
名	miann2	mia ̃˥˥											
領	niann3	nia ̃˥˨											
嶺	niann3	nia ̃˥˨											
拎	leng1	leŋ˧˧											
令	leng4	leŋ˧˥											
精	tsiann1	tɕia ̃˧˧											
精	tseng1	tseŋ˧˧	文										
晶	tsiann1	tɕia ̃˧˧											
旌	seng1	seŋ˧˧											
睛	tsenn2	tse ̃˥˥											
井	tsenn3	tse ̃˥˨											
清	tsheng1	tsʰeŋ˧˧											
請	tshiann3	tɕʰia ̃˥˨											
情	tsiann2	tɕia ̃˥˥	白，親~，心~										
情	tsheng2	tsʰeŋ˥˥											
靜	tsenn4	tse ̃˧˥											
淨	tseng4	tseŋ˧˥											
性	senn5	se ̃˨˩˨											
姓	senn5	se ̃˨˩˨											
貞	tseng1	tseŋ˧˧											
蟶	tseng1	tseŋ˧˧											
偵	tseng1	tseŋ˧˧											
逞	theng3	tʰeŋ˥˨											
呈	tiann2	tia ̃˥˥											
呈	thiann2	tʰia ̃˥˥											
程	thiann2	tʰia ̃˥˥											
程	theng2	tʰeŋ˥˥	文，工~										
鄭	tenn6	te ̃˧˩											
正	tsiann1	tɕia ̃˧˧											
正	tsiann5	tɕia ̃˨˩˨											
征	tseng1	tseŋ˧˧											
整	tsiann3	tɕia ̃˥˨											
政	tseng5	tseŋ˨˩˨											
聲	siann1	ɕia ̃˧˧											
