常熟古里	
l	①俚{近指：這}②黎犁梨釐狸離籬漓璃荔{～枝}璃釐俚{近指：這}④禮李里裡裏理鯉呂旅縷蠡剺屡⑥慮濾瀝例厲勵麗利淚-{眼～}隸1⑨里{人稱複數後綴，用於：我～[ŋɯ˨˩ li˨˩](我們)}
ts	①狙雎疽③姊-{～妹}擠沮苴咀⑤祭際濟{～手，左手}劑穄
tsʰ	①蛆趨妻淒萋棲③取娶⑤趣砌覷
dz	②齊臍薺{荸～}④聚
s	①須需西鬚胥③洗死⑤絮細婿胥⑨圾{(44變調)垃～[lɑ˨˦ si˦]}
z	②齊臍徐④序敘漵緒
ȵ	①☐{揉眼睛}②泥虞倪愚尼疑宜兒-娛誼④語{～文}女耳-擬尾{～巴}⑥遇寓藝膩二-毅義議日{上～，昨天；後～，後天}⑨膩{(21變調)～☐[kəʔ˦]☐[kəʔ˦]：形容不乾淨、髒、有灰塵}
tɕ	①雞稽飢肌基機居龜歸-{地名：～家莊，位於太倉}羈姬箕萁譏③幾紀鬼己舉矩⑤計繼記既寄季貴句據冀系
tɕʰ	①溪欺{～瞞，欺負}區驅③啓起杞企⑤器棄汽氣去=
dʑ	②其棋期旗奇祁渠麒歧鰭耆芪崎騎④技妓巨拒距具{家～}跪⑥忌具{～體}櫃及{來不～}
ɕ	①☐{撕}嬉嘻熙希稀犧虛噓③喜許⑤戲
ɦ	②姨移儀遺於余餘榆漁圍-{～巾}④以已與雨宇羽☐{又}⑥系係繫易億異預芋{～艿，芋头}肄
ʔ	①醫衣{～裳}依伊③已以椅倚⑤憶億意餵-裕喻
#uᵝ	
p	①波菠玻簸晡③補捕圃跛⑤布怖佈
pʰ	①坡鋪{～路}頗潽潽{水漫過鍋或燒水器；水～出來：水（沸騰）溢出來}③譜普浦叵⑤破鋪{店～}☐{洗東西、淘米的遍數}
b	②婆薄{～荷}蒲菩脯{胸～}☐{龅牙}鄱匍④部薄{～子，本子}⑥步菢{～蛋}伏{蹲}伏{或「菢」，鳥孵蛋}
m	②魔磨摩{～踏車}模膜④母姆姥畝⑥墓慕募穆幕{屏~}暮磨
#uᶹ	
f	①夫肤膚孵敷麩③府俯腑脯斧釜撫輔甫⑤付赴賦富副傅{姓}
v	②符扶芙{～蓉}無={(21變調)～糖；～所謂}浮{～起}涪鳧④傅父腐武={～術}舞婦負阜⑥附駙務={任～}霧=
k	①姑孤箍菰蛄鴣古{～里，地名。舊寫作「罟里」}罟{古里，地名。舊寫作「罟里」}③古估{～計}股鼓罟{古里，地名。舊寫作「罟里」}鈷詁沽賈{商～}⑤故酤固凅棝雇顧
kʰ	①枯③苦⑤庫褲絝
h	①呼③虎滸☐{撒}戽{不小心把水傾倒出去}⑤瓠
ʔ	①烏塢嵨鎢污巫誣蝸{～牛}萵{~苣筍}⑤惡
ɦ	②吳=湖胡瑚糊弧狐葫壺喉-{～嚨}④戶扈鄠⑥護
#ɑ	
p	①爸八{王~}巴{大～車}③擺{放置}⑤拜
pʰ	⑤派湃葩
b	②排俳牌筏{竹～}④罷⑥敗
m	①媽☐{慢慢移動；（走路或行動）磨蹭：～來～去}②埋{?}蟆{癩蛤～[lɛ˨˩ hɑ˦ mɑ˦˩]}④買⑥賣邁
tʰ	①他=拖{～鼻涕，流鼻涕；~舌頭；衣裳~在地上}⑤泰太汰
d	②☐{一～：一行}☐{～過來：推動過來}⑥汏箉{一種較大的竹匾}埭大{～學；～蒜}☐{一～屋：一座屋子}
n	④奶
l	①拉②喇⑥賴癩{～團：癩蛤蟆}☐{~舌頭：食物刺激到口腔或舌頭}☐{～開：割開或被割開}⑨垃{(24變調)～圾[lɑ˨˦ si˦]}
ts	①齋抓{手～}☐{站定在某處；被擺放正}⑤債
tsʰ	①差1{～不多}差2{出～}差3{成績～}釵叉{樹～}杈⑤蔡
dz	④☐{位置歪斜，走路不直，站立不正}⑥☐{小便}
s	①篩三{～四個}③灑
z	②柴
tʃ	①抓遮{奢～：調侃人不得了、顯眼}☐{～手：手有疾病不利索}
tʃʰ	①扯
dʒ	②☐{忍受，將就：吃點素菜～～}④惹{～嫌：小孩子淘气，令人討厭}
ʃ	①奢{~遮，調侃人不得了、顯眼}⑤啥{做～}
t	⑤戴{「帶」的訓讀：～眼鏡、～項鍊}帶
k	①家加嘉街階痂③假解{～開}賈葭-{菉～：地名}⑤界-{世～}屆介-疥假{放～}嫁☐{添加，增設，～柴；～油；～銅錢：充值}加{（训）添加，增設，～柴；～油；～銅錢：充值}架稼價戒{～脱，戒掉}
kʰ	①揩③楷卡
ɡ	②茄{～子}⑥☐{卡住，～牙齒：塞牙}
ŋ	②牙牙{用牙咬}芽衙-⑥外
h	①蛤{癩～蟆[lɛ˨˩ hɑ˦ mɑ˦˩]}③蟹
ɦ	②鞋④也{常用讀音}解-{姓}
ʔ	①挨{～上去，待在}③矮
#iɑ	
t	①爹
tsʰ	①七{~八個}⑤笡{傾斜}
ts	③姐⑤借
s	③寫⑤卸
z	②斜☐{奔跑}邪④薺{～菜}⑥謝
ɕ	⑤下={地～室}廈{～門}夏=
tɕ	①家={國～}加=嘉=階=佳=葭=③賈=解{理～}⑤假={暑～}架=稼=介=界=芥=屆=戒=
ʔ	①鴉={烏～}③雅啞=亞⑤亞
ɦ	②爺衙=涯④也野{～人，外來人}⑥夜械解=
#uɑ	
k	①乖③拐⑤怪
kʰ	③蒯⑤快
ɡ	②瘸
h	①歪
ɦ	②槐淮懷⑥壞
ʔ	①蛙
#eɛ	
p	①班斑頒掰扳{～手}般{一～性}③板版阪⑤扮絆
pʰ	①攀潘⑤盼襻
b	②𨂝{～山：爬山}⑥辦瓣爿
f	①翻蕃番藩③反返⑤泛販
v	②煩繁帆凡樊④范犯挽⑥万飯萬{一～，千～}蔓
m	①蠻{～好}②埋蠻④晚{～娘：後媽}⑥慢萬{麻將用語}
n	②難{～易}☐{現在}④乃⑥耐難{災～}爛{～泥}
l	②來萊淶崃徕藍籃蘭欄攔襤闌瀾罱{～河泥}④攬覽欖懶⑥濫纜爛⑨癩{(21變調)～蛤蟆[lɛ˨˩ hɑ˦ mɑ˦˩]}
t	①戴呆☐{抬起頭；抬著頭}耽擔☐{贈送；表示有過程的給予}丹單殫簞③膽撣⑤擔{挑～}旦
tʰ	①台{～州}胎坍{～台}攤灘☐{攤倒，不能動}③毯坦{～克}⑤態炭碳嘆汰
d	②台抬苔臺檯談檀彈{～琴}罈④待怠但淡誕殆壇檀⑥貸代岱袋彈{子～，～子}蛋憚逮
ts	①災栽載劗{～肉：剁肉}哉簪③斬盞㜺{好}載崽仔⑤載再蘸讚贊
tsʰ	①猜攙{攙扶}猜③採睬產鏟⑤菜燦⑨菜{(41變調)小～：菜品}
dz	②才纔材財裁饞慚讒殘④在☐{上坡、上樓梯}暫站{～頭，車站}賺⑥站{一～路}濺綻{顆粒飽滿}棧
s	①腮鰓三衫杉珊山刪跚③散饊⑤散傘塞賽
z	②才材財裁纔饞慚讒殘④在暫⑥濺棧
k	①該垓尷監{～牢}間姦-③改減鹼揀⑤概溉蓋丐橄間{間隔}⑨□{(44變調)☐[bie˨˦]～：不然；否則。又[ɡeɛ˦]}
kʰ	①開鉛☐{用紙、布擦乾：～屁股}③凱鎧慨⑤嵌愾
ɡ	④☐{打嗝}⑥隑{倚靠}⑨☐{(44變調)☐[bie˨˦]～：不然；否則。又[keɛ˦]}
ŋ	②呆{～板，表示顯然的某種情況}岩顏④眼⑥礙艾
h	③海喊{～叫}⑤喊{呼喚}
ɦ	②孩銜鹹④限⑥害械陷餡亥
ʔ	①哀埃⑤愛晏{時間晚}曖
#uɛ	
k	①關⑤慣
kʰ	①筷{筷的兒化}
ɡ	②環④☐{一～一～，形容走路一瘸一拐}摜{用力摔東西}⑥☐{一～一～，形容走路一瘸一拐}⓪冠{(44變調)鸡～花}
h	⑤甩☐{甩}
ɦ	②懷還{單字；歸還}頑④晚=⑥患宦幻外=
ʔ	①還{表示選擇項，～是，～要}綰灣彎{常訓為歪}③挽☐{系东西。～個結；鞋繫帶～～好}⑤彎{抄道去某處}
#ɔ	
p	①煲褒包胞苞孢③保褓堡寶飽鴇葆⑤報爆豹
pʰ	①拋脬⑤泡炮
b	②袍雹{冰～}跑{走路}刨{～皮，削皮}庖咆狍尥④抱鮑爆{～炸}⑥暴曝豹刨菢{孵蛋}
m	②毛髦茅貓矛④牡卯茆⑥帽冒貌耄
n	②猱撓③惱瑙④腦惱瑙⑥鬧淖
t	①刀叨③禱島倒{顛～}搗⑤到倒{～水}
tʰ	①滔掏饕韜④討⑤套
d	②桃逃淘{玩伴，～米}淘{用水、湯拌飯}陶濤萄④稻道☐{往飯菜里澆湯}⑥導盜☐{攪拌}悼
l	①撈②勞牢嘮蘿{～蔔}③老④老⑥澇⑨老{(44變調)僅：～師}
ts	①遭糟搔{撓癢}③棗早爪{豬腳～}澡蚤⑤灶罩躁
tsʰ	①操抄鈔③草炒吵鈔⑤糙{毛～}
dz	②曹{姓}嘈⑥棹
z	②曹{又}巢=槽④皂造⑥☐{踩踏}
s	①騷臊稍梢③掃嫂⑤燥☐{東西賣得好}𢜶{毫～：快點}⑨稍{(21變調)～微}
tʃ	①朝昭招釗③沼⑤照詔
tʃʰ	①超☐{勺子}
dʒ	②朝{～對，正對；～代}潮{變得潮濕}④兆趙肇⑥召
ʃ	①燒③少⑤少
ʒ	②韶④紹擾⑥邵
k	①高膏糕羔交茭教{～書}膠③稿鉸絞{擰乾：~手巾}攪⑤告教{教育}酵覺{睏～}覺{睡醒，醒來}縞窖校{～正}
kʰ	①敲尻☐{~屁股：用打濕的毛巾擦屁股}③考烤巧⑤靠犒☐{舀，打（液體）}
ɡ	④搞鎬{蟹鉗的訓讀}
ŋ	②☐{～好，自己嚴格要求自己}敖熬嗷翱④咬⑥傲
h	①蒿薅③好⑤耗孝-好{喜～}
ɦ	②豪壕濠毫號④浩皓昊顥灝鎬⑥號{～碼}
ʔ	①爊{～味，一種烹飪方式}③襖⑤奧懊☐{爭論，鬥嘴，堅持己見}
#iɔ	
p	①標膘鏢彪飆③表錶裱
pʰ	①飄漂③漂⑤票驃
b	②嫖瓢剽④鰾
f	⑤覅{不要的合音，不要}
m	②瞄苗描④秒藐眇淼渺⑥廟妙淼{～泉，鎮名，原名廟前}
t	①刁叼雕貂凋鯛③鳥⑤釣吊
tʰ	①挑佻③挑朓⑤跳眺
d	②條調{～整}④調{～動}⑥掉{～頭}調{音～}
l	②聊撩燎遼寥廖④了瞭燎⑥料
ts	①蕉焦椒③剿
tsʰ	①繰③悄⑤俏撬{鐵～}☐{顏色鮮豔}☐{戲弄}峭
dz	②樵憔瞧
s	①肖消霄宵硝逍绡銷蕭瀟簫③小⑤笑嘯肖
z	②繅
ȵ	②饒③鸟=⑥繞尿2{～素}
tɕ	①交=膠=郊驕嬌澆朝{今～}③狡攪=繳僥餃⑤教={～育}較酵=窖=叫
ɕ	①囂☐{被風掀起來}☐{薄～～：形容很薄}③曉⑤孝=酵=
dʑ	②喬橋僑⑥轎{～車}
ç	⑤孝=
ɦ	②餚搖謠窯姚④舀⑥效校{～長}耀
ʔ	①要{～求}妖邀腰☐{折斷東西}③闄{折疊}☐{折疊，记字「闄」}⑤要
#e	
p	①杯悲碑卑⑤貝輩背{～心}☐{拉拽}
pʰ	①胚坯呸剖⑤沛配
b	②培賠陪裴④倍掊被☐{撥弄}☐{一～：一捧}掊{一～：一捧}⑥背{～書}痱{～子粉}佩備
m	②梅枚玫媒煤黴眉楣湄霉謎{猜～～}謀③每美{～麗}④美某⑥妹魅媚貿茂
f	③否
v	②浮{～屍}
t	①堆兜③抖陡斗⑤斗對
tʰ	①偷推③㪗{展開，透氣}腿⑤☐{呼吸}退褪蛻透透{水～，水燒開；～水，開水}
d	②頭投頹④☐{匆忙，急忙}⑥隊兌豆逗痘
n	③餒⑥內☐{幹活（做事）熟練}
l	①☐{留}摟②留{～人}雷鐳樓婁③累{～計}④☐{弄、做}壘簍⑥累{連～}類漏陋
ts	①追☐{脾气不好}錐鄹③走⑤最醉奏鄒綴皺贅
tsʰ	①崔催摧炊=③璀⑤脆翠湊啐
dz	②垂錘④罪瑞
z	②隨隧誰愁④罪瑞粹萃穗蕊⑥睡☐{抱怨}
s	①雖餿搜⑤碎歲稅髓嗽瘦漱{～嘴}⑨□{(21變調)□[tʰɪɲ˦]~：…什么的，…之类的东西；喫個呢□[tʰɪɲ˦]~：吃的东西什么的}
tʃ	①瞻占{～卜}氈專磚③展輾搌轉{～彎}者⑤占{～領}戰轉{～圈圈}
tʃʰ	①穿川圌③喘闡舛喘諂⑤串
dʒ	②傳{～送}船纏椽禪然{弗~：不然}④篆撰☐{弄錯，不能弄清楚}⑥傳{～記}
ʃ	①扇{～風}煽栓拴閂奢=③閃陝⑤扇{風～}舍={宿～}涮
ʒ	②然{～後[ʒe˨˩ ɦe˨˩]}燃船禪④善{溫順}⑥射單{姓氏}繕膳擅
k	①勾鈎佝篝溝居-{足夠：～銅錢}③狗苟⑤鋸彀夠購構垢詬
kʰ	①摳③口⑤叩扣寇蔻去-{來～；遠離、減弱的狀態：小～}
ɡ	②渠-{第三人稱單數代詞；也讀ɦe˨˦}④☐{形容人呆傻}
ŋ	②魚-④藕偶{人～}耦
h	①虛-{疊在一些形容詞後，戅～～}齁☐{迅速把碗裡的少量飯菜吃掉}③☐{急促地喘氣}許-{許諾}許-{處所連詞構詞：在～}吼齁{氣嘴}⑤鱟{虹}
ɦ	②渠-{第三人稱單數代詞；也讀ɡe˨˦}猴喉侯篌④後后厚⑥逅候{等待、接應：～小干：接小孩}
ʔ	①歐毆謳③嘔{嘔吐}⑤慪☐{身體靠近；頭貼近；夠得著}漚
#ie	
p	①鞭編邊蝙③扁匾貶⑤變遍
pʰ	①偏篇⑤騙片
b	②便{～宜}④辮辯辨⑥便{～當，方便}⑨☐{(24變調)～☐[ɡeɛ/keɛ˦]：不然；否則}
m	②棉綿眠③免{～費}④免勉娩⑥面麵
n	②錢{幾～[tɕi˦die˦˩]，有時讀[tɕi˦nie˦˩]}
l	②廉鐮簾蓮憐連聯④斂☐{把布、被子拉起來}☐{把碗端在手裡}⑥練戀煉
t	①掂癲巔顛③點典⑤店殿{殿后}
tʰ	①天添③舔腆
d	②田甜填錢{銅～}⑥電奠殿墊
ts	①尖殲煎③剪⑤箭薦
tsʰ	①簽{～字}槧{皮～脱，削皮}箋千遷☐{熨燙}③且淺
dz	②潛錢前全泉④漸踐⑥賤
z	②錢{姓}前{門～，前面}全泉旋⑥賤羨
s	①先鮮仙宣③蘚選洗{～衣機}⑤線
tɕ	①監兼搛{～菜}艱間={時～}奸姦肩堅③檢簡繭⑤鑑劍間{～斷}諫建見⑨☐{(21變調)～☐[tɕie˨˩ ʔue˦˩]：稍微}
tɕʰ	①謙牽⑤欠歉
dʑ	②鉗乾掮虔④儉件鍵⑥健腱⑨☐{(24變調)～☐[tsɿ˨˩]：腿腳有疾病不利索}
ɕ	①掀鍁{鐵～：鐵鍬}☐{醃製品長時間後變味}☐{炫耀}③險{～險，差點兒}莧顯閃-{豁～：閃電}⑤獻憲
ȵ	①黏②嚴年硯研④染輾捻攆⑥驗念{殺～，過癮}唸=廿=
ɦ	②炎鹽閻簷嫌閒=延筵賢沿弦④限=⑥鹽{醃漬}陷=現
ʔ	①煙醃嫣焉燕{姓氏；～京}③掩演⑤厭豔焰雁堰燕宴䞁{試、量、比}
#ue	
k	①閨規龜=歸③詭軌鬼=⑤會{～計}桂貴=⑨☐{(21變調)原～[dʒɜɲ˨˩ kue˨˩]：仍然；原～[ȵiɤ˨˩ kue˨˩]：仍然}
kʰ	①虧盔窺⑤塊潰2愧
ɡ	②葵槐{～樹}④跪=⑥櫃潰1
h	①灰恢揮輝徽③悔毀賄⑤穢賄
ɦ	②回茴為{以～}違圍危④諱☐{比劃}緯偽葦偉⑥會{開～}繪慧胃惠衛為{～啥}
ʔ	①煨威微{稍～[sɔ˨˩ ʔue˦˩]}□{~尿[ʔue˦ ʃɿ˦˩]：尿床}③偉萎委⑤會{～不～}餵=畏慰⑨☐{(41變調)☐～[tɕie˨˩ ʔue˦˩]：稍微}
#u	
p	①巴疤③把
pʰ	⑤怕
b	②杷琶爬耙
m	②麻④馬碼⑥罵
t	③☐{擀面}
n	①拿{～物事}②拿{～物事}⑨哪{(21變調)~怕[pʰu˦]}
l	⑨☐{(21變調)地～：地上}
ts	①渣楂遮查⑤詐榨炸蔗乍
tsʰ	①叉{～麻將，打麻將}杈差{～不多}岔車錯{差}☐{用（鏟子）鏟}
dz	②茶查射佘{姓氏}
s	①沙莎紗③灑捨{～不得}產{～母娘，產婦}⑤曬舍{（地名）楊～}赦
z	②查蛇④社⑥射{竄出來}乍
k	①瓜③寡⑤掛卦褂
kʰ	①誇⑤跨胯
ŋ	④瓦下{～巴，下巴}
h	①蝦花③下-{～种[hu˨˦tʃʊŋ˨˩]}⑤化
ɦ	②華划{～船}④下{～低，下面}⑥下{降～去}夏{～天}畫話
ʔ	①丫蛙搲{用手抓取}掗{強迫別人接受}鴉{老～}③啞⑤惡⑨下-{(44變調)～飯[veɛ˨˩]}
#ɤ	
p	①搬⑤半
pʰ	①判
b	②盤④伴拌⑥叛☐{躲，藏}
m	②瞞饅{～頭，包子}④滿⑥漫
t	①端③短撣{～灰}⑤鍛
tʰ	①湍灘{河~頭}攤{攤開，敞開}癱{腿腳不便的殘疾人}⑤□{把套著的東西取下來}
d	②團④斷⑥段緞
n	④暖⑥囡{女兒；對小輩的愛稱}
l	②☐{為討好某人而請客}攔{～牢}欒巒鸞攣灤④卵{阴茎；睪丸}⑥亂
ts	①鑽{～進去}簪③纂⑤鑽{～頭}
tsʰ	①餐汆☐{排泄大小便}攛⑤竄篡
s	①酸⑤算蒜
k	①干肝竿杆☐{小~，小孩兒}③趕擀⑤干{～勁}
kʰ	①看{～門}刊⑤看{～見}
h	①酣③罕⑤漢焊熯
ɦ	②寒韓④旱⑥汗焊
ʔ	①安鞍⑤案按{～照}
#iɤ	
tɕ	①絹娟捐③卷{～起來；試～}⑤眷{親～}
tɕʰ	①圈{圓～}③犬⑤券勸
dʑ	②拳權顴④圈{豬～}⑥倦
ȵ	①☐{原來如此；之所以}②原源④遠{僅用於「長~」，可能是韻母順同化產生的讀音}⑥願
ɦ	②圓員元袁轅園玄懸援緣④遠⑥院縣
ʔ	①冤淵☐{用力彎折某物}⑤怨
#uɤ	
k	①官棺觀{參～}③管館⑤貫灌罐{～罐}觀{道～}冠
kʰ	①寬③款
h	①歡③緩⑤痪喚涣{豆腐腦}☐{豆腐腦}
ɦ	②玩完{～結，結束}丸④緩⑥換
ʔ	①豌③皖碗⑤腕
#ɯ	
t	①多都③躲朵賭堵肚{豬～}
tʰ	①拖③妥橢唾{饞～，口水}土吐⑤兔毻{毛髮脫落}☐{扒下}☐{脫落}
d	②駝馱徒屠途塗圖④舵惰度垛{柴～～}杜肚{～皮}⑥大度渡鍍
n	②挪奴揉☐{手揉、捋、按摩}④努⑥糯怒
l	①囉②羅籮鑼騾螺裸摞盧爐蘆廬④魯虜滷鹵☐{攀爬}⑥路賂露
ts	①租③左組祖阻⑤做
tsʰ	①搓粗初③礎楚⑤銼醋措錯{～誤}
s	①蓑梭嗦{囉～}蘇酥蔬疏梳{～子}搜{找}鬚-{玉米～；根鬚}③鎖瑣所數{～數}⑤素訴數{～字}塑☐{量詞：一～花}
dz	②鋤⑥助
z	④座坐⑥助就
tʃ	①周舟州洲③肘帚⑤晝咒
tʃʰ	①抽③醜⑤臭
dʒ	②稠綢籌仇酬⑥☐{遞}
ʃ	①收休{~息(可能是「收息」)}③首手守1{等待，守候}⑤獸狩
ʒ	②柔④受聚{積聚}⑥壽授售
k	①歌哥鍋戈③果裹⑤過{～人：傳染給別人}
kʰ	①科窠{巢穴，狗～}顆棵③可⑤課
ŋ	①我=②鵝蛾俄梧④我⑥餓臥誤悟
h	③荷{薄～}火伙⑤貨
ɦ	②河何荷{～花}和{～平}禾④荷{载～}⑥禍賀
ʔ	①阿{～膠}涴{髒}蝸
#iɯ	
t	①丟
m	⑥謬
l	①溜②流劉留榴硫琉餾④柳⑥遛
ts	①啾③酒⑤皺-{衣裳～；凹陷}
tsʰ	①秋③☐{把口袋束好、把洞縫好；人的指甲或動物的爪子在皮膚上划過}
dz	②囚④皺{～～頭：褶皺}
s	①修鬚-{牙～：鬍子}休{退~(可能按「退修」讀了)}⑤秀銹繡宿{星～}
z	⑥袖岫就
tɕ	①揫鳩糾揪③九久玖韭灸⑤救究疚
tɕʰ	①丘☐{脾氣不好；天氣不好}抽{～頭，抽屜}蚯邱③糗⑤臭
dʑ	②球求仇犰裘④舅1臼咎⑥舊舅2柩
ɕ	①休貅③朽守2{等待，守候}⑤嗅=
ȵ	①妞②牛③紐④紐扭
ʔ	①優憂幽③友⑤幼
ɦ	②尤郵由油游猶柚④有☐{食物受潮不脆了}友⑥右佑柚
#ɚ	
ɦ	②而兒=③耳④耳={～機}⑥二=
#iæ	
ȵ	⑥唸-{～書}廿{二十}
#ã	
p	①崩浜⑤迸{～坼：皮肤开裂}泵
pʰ	①☐{雨從窗口飄進來}砰抨怦⑤☐{敲打；～門，用力敲門}
b	②鵬朋膨彭棚④蚌⑥膨{鼓起}
m	③孟④孟猛稝{密}
t	③打
d	④☐{閒逛}
l	④冷
ts	①爭⑤掙{掙脫：繩子～開哉}
tsʰ	①撐牚{～腳：支撐物}
dz	②橙☐{擠兌}澄{陽～湖}④鋥⑥盛1-{姓}
s	①生牲{眾～}甥③省
z	⑥盛2-{姓}
tʃ	①張彰璋樟鄣章1③長{～高}掌1漲⑤障2{保～}脹帳賬{算～}
tʃʰ	①昌③廠⑤暢{舒～：做完事后開心滿足、盡興}
ʃ	①商③賞
dʒ	②長{～短}常{～熟}腸{～臟：大腸}場{～許：地方}④丈仗杖場
ʒ	②常{朝東的口音：～熟}④壤攘
k	①更{半夜三～}粳羹{～饭}耕③哽{~牢：噎住}耿{姓}
kʰ	①坑{～缸：茅坑}⑤☐{用身子蹭}
ŋ	⑥硬
ʔ	①櫻-{～桃}③杏
h	①夯
ɦ	②行{流動，水～過：水流過；移動，～船；流行}⑨☐{(21變調)今～頭[tɕɪɲ˦ ɦã˨˩ de˨˩]：今天之中還未到來的時間}
#iã	
l	②涼良量{度量}梁粱樑④兩⑥量{重～}亮諒輛
ts	①將{～來}漿③獎蔣槳⑤將{大～}醬
tsʰ	①槍③搶⑤嗆
dz	②牆④象1橡1⑥匠1
s	①相{～互}箱廂湘鑲襄☐{摻}③想⑤相{～貌}
z	②牆祥詳④像象2橡2⑥匠2
ȵ	①孃②娘③仰④仰⑥讓釀
tɕ	①疆殭姜薑繮
tɕʰ	①羌強{勉～}
ɕ	①香鄉☐{一～頭：一来，一次性地}③享響⑤向嚮
dʑ	②強{～大}④強{倔～}
ʔ	①殃央秧⑤漾
ɦ	②羊洋烊{融化}楊揚瘍④養氧癢⑥樣漾
#uã	
k	①光{～火}☐{～黃：形容顏色很黃}
ɦ	②橫{～豎}
ʔ	①橫{蠻橫}
#ɑ̃	
p	①幫邦③榜綁膀
pʰ	③髈{扇～：翅膀}⑤胖
b	②旁螃防-龐④棒⑥傍
m	②忙芒茫亡-③蟒莽④蟒莽網-往-⑥忘-妄-望-夢-{名詞：做～；動詞：～著}
f	①方芳③仿紡訪⑤放
v	②妨{～礙}房防亡④惘⑥妄忘=
t	①當當{俚～頭里：這段時候；個～頭里：那段時候}③擋黨⑤當{典～；～作}
tʰ	①𢴳{擋}湯③躺⑤燙趟{下～：下次；下～頭裡：以後}
d	②堂棠螳唐糖塘④蕩{遊蕩}盪⑥蕩{～鞦韆}宕
n	②瓤囊
l	②郎狼廊螂③朗④朗浪{～費}上-{天～、路～}⑥浪晾{～衣裳}㫰{晾}
ts	①髒章-{姓氏}獐③掌☐{雙手抓住以防摔倒}⑤葬
tsʰ	①倉蒼菖③敞⑤唱倡
s	①傷-喪{婚～}桑③賞爽{～快}⑤喪
dz	②藏{收～}⑥藏{西～}
z	②藏{收～}嘗嚐償④上{～底：上面}⑥藏{西～}臟{腸～：大腸}上{～海}
tʃ	①裝莊樁章2③掌2⑤壯障1
tʃʰ	①窗瘡③闖⑤創
ʃ	①雙霜孀商③爽{清～}⑤☐{吃（貶義）：只知道～}
dʒ	②☐{只有}④撞重{堆起}⑥狀1撞
ʒ	②床⑥狀2
k	①岡崗剛綱鋼缸江-豇-{～豆}扛{抬}③講港⑤槓降{～下}
kʰ	①康糠③慷⑤抗炕囥亢
ɡ	②扛④戆{形容人呆傻：～大}戅講{口語音；～說話}
ŋ	②昂
h	①☐{～喉嚨：喉嚨感到痛或辣}
ɦ	②行{銀～}航杭降{投～}④項⑥巷
#iɑ̃	
tɕ	①江=③講={演~}⑤降=
dʑ	②狂-{玩得很瘋}
tɕʰ	①腔=眶{眼～}
ɦ	②王{村莊名：～市}⑥旺-{形容詞：火燒得旺盛；動詞：火燃起}
#uɑ̃	
k	①光胱咣③廣⑤逛
kʰ	①匡筐框眶⑤曠況礦
ɡ	②狂
h	①荒慌黃{蛋~；蟹~}③謊⑤晃況{少見讀法，存疑}
ɦ	②黃簧皇蝗王⑥旺{～盛}
ʔ	①汪③枉往
#ɜɲ	
p	①奔☐{用勺子、鏟子舀}③本苯⑤奔
pʰ	①噴烹
b	②盆☐{鈍}④笨⑥坌{～地：翻土}
m	①悶燜②門蚊聞悶明{僅限：～朝：明天}萌盟燜{～飯}③錳④猛=⑥問孟
f	①分紛芬③粉⑤奮糞
v	②焚墳文{～章}紋③吻④憤吻⑥份{～量；一～}問={～題}
t	①敦☐{雞嗦}墩蹲☐{待在某處}登燈③等⑤頓扽凳瞪☐{吃太多胃脹}
tʰ	①貪吞③氽{油炸}⑤探
