#i							
l	[212]蝓[33]腊						
ts	[24]早						
tsʰ	[44]差[212]樵[24]炒[42]插						
s	[33]煠						
k	[44]□{~□：現在}虼痂齩铰[24]搞[21]教□{拍硬~}[33]齩[42]甲-					[33]□	[42]里
kʰ	[21]靠敲						
ŋ	[44]□{张（嘴）}						
h	[212]□{~□：什么}[21]孝-[33]伐-赫						
ø	[44]阿鸦亚[42]鸭押握						
#ia							
p	[42]壁						
t	[44]□{□~：这些}[33]□{一点儿}						
tʰ	[42]拆						
l	[33]搦						
ts	[24]姐[21]榨炸蔗食[33]谢{姓}[42]宅迹隻炸						
tsʰ	[44]车奢[212]斜邪[24]且[21]茬[42]赤□{~米：粳米}						
s	[44]赊[24]写舍[21]泄=卸射=[33]社[42]削锡						
k	[21]寄[33]屐[42]缺-						
kʰ	[212]骑蠼[33]徛崎						
ŋ	[212]□{举（手）}						
h	[44]桸[21]额						
ø	[212]爷[24]惹野[21]也犹-[33]夜移-[42]益						
#ie							
p	[44]杯飞[212]培陪赔[24]撇[21]贝辈背[42]八-						
pʰ	[44]坯[212]皮疲[21]配佩[33]倍被						
m	[212]煤楣霉[24]每[33]妹未						
v	[24]尾[33]袜月外-						
t	[24]短[33]袋待[42]德						
tʰ	[33]摕						
l	[212]螺-[33]笠						
ts	[42]节-						
tsʰ	[42]□{生日}						
s	[42]薛						
ø	[33]狭						
#ua							
p	[21]簸{~箕}[33]跋[42]钵						
pʰ	[21]破[42]泼						
t	[21]戴帶[33]大						
tʰ	[44]拖[42]刷						
l	[212]罗箩脶[33]赖-辣□{~面：外面}						
ts	[212]蛇[24]纸[33]𤆬{娶}𳀅						
tsʰ	[21]泄-						
s	[44]沙[24]徙						
k	[44]歌[21]盖芥挂褂[42]割葛刮=						
kʰ	[42]渴阔						
ŋ	[33]外=						
h	[212]华[42]喝{~彩}						
ø	[212]□?{摩}[21]划[33]活[42]擦						
#ɛ							
p	[212]爬琶杷[212]巴{卜~}[24]把-[33]白[42]泊百柏伯擘						
pʰ	[21]帕						
m	[212]糜{粥}[24]马码[33]骂麦脉[42]蜢						
t	[212]茶[42]矺						
n	[21]□{我，我们}[33]蹑						
l	[24]𦧺						
ts	[44]渣[33]寨						
tsʰ	[44]叉[212]查[33]扯						
s	[44]纱[212]垂-						
k	[44]家加嘉傢[24]假□{丢，丢脸}[21]架驾嫁稼价[33]下-[42]甲=格革隔						
kʰ	[42]客						
ŋ	[212]牙芽衙[42]夹					[42]歇住血	
h	[44]虾[212]霞[33]蚁[42]吓						
ø	[44]桠[24]哑[33]厦下=夏						
#ye							
tʰ	[44]胎						
ts	[33]罪						
tsʰ	[44]炊-吹[33]𢶀						
s	[21]税[42]雪说						
k	[44]瓜袈[24]馃寡□{麦仔~：麦仔}[21]过[42]刮-						
h	[44]花恢灰-画{名}[212]回茴[24]火[21]货化岁[33]汇会{开~}[42]歇{住}血						
ø	[33]画{动}话						
#o							
m	[44]摸[212]毛无[33]□{唔好合音，别}						
t	[44]多						
n	[33]挼[42]□{这么}						
tsʰ	[33]臊						
s	[212]傻						
ŋ	[212]鵝俄						
#io							
p	[44]标彪[24]表-[33]錶						
pʰ	[44]飘[212]瓢嫖薸[21]漂票						
m	[212]苗[33]庙						
tʰ	[44]挑[42]粜						
ts	[44]蕉椒朝招[24]少{侪~}□{~年：前年}[21]做醮[33]召石噍[42]借作-						
tsʰ	[44]𤞚[21]错笑[33]尺						
s	[44]烧[24]小						
k	[212]茄桥[33]轿						
kʰ	[42]□?{字迹模糊}						
h	[212]鹗						
ø	[44]腰[212]摇窑姚[24]舀[21]约[33]尿药[42]跃					[42]跃	
#uo							
p	[44]波菠坡玻[212]婆[24]保堡宝[21]报[33]薄雹						
pʰ	[33]抱						
m	[33]帽						
v	[33]磨雾						
t	[44]刀[24]岛倒肚						
tʰ	[212]驼砣[24]讨[21]妥						
l	[212]螺=[21]躼[33]落络乐						
ts	[24]左阻曹槽[33]坐座助						
tsʰ	[44]初=[24]楚[21]措						
s	[24]锁琐所嫂[42]索镯						
k	[44]篙哥[24]果裹稿□{粙~：稻草}[21]告						
kʰ	[44]科[24]可试[21]课						
h	[212]河何荷和毫[24]好[33]贺祸号校效鹤						
ø	[33]学						
#iu							
t	[44]丢[212]绸[33]粙						
n	[44]孧[24]纽扭柳						
l	[44]溜						
ts	[44]珠-[212]□{~螺风}[24]酒帚[21]皱						
tsʰ	[44]秋抽周舟州洲鬚-[212]筹酬[24]手首-[21]就售丑[33]树[42]□{拍□~：打喷嚏}					[42]□	
s	[44]修收休岫[212]仇[24]首=守[21]秀绣授[33]受寿						
k	[44]纠[212]求[21]灸救究柩[33]纠						
kʰ	[212]球						
h	[212]裘						
ø	[212]柔尤邮由油游犹=柚[24]友[21]忧优又幼[33]右佑						
#au							
p	[44]包胞[21]□?{字迹模糊}						
pʰ	[44]抛[212]袍刨[24]跑[21]暴爆炮泡曝{太阳厉害}[42]瀑					[42]瀑	
m	[212]茅谋矛[24]某亩[33]冒貌牡茂贸						
t	[24]斗[21]鬥昼[33]豆□?{在，字迹模糊}						
tʰ	[44]偷[212]萄头投[24]□?{字迹模糊}[21]透[33]毒{毒杀}						
n	[24]脑[33]闹						
l	[44]撈[212]癆劳楼流刘留榴硫琉□{遗失}[33]老漏陋						
ts	[24]走[21]奏昨						
tsʰ	[44]操-抄超[212]愁[24]草[21]凑臭						
s	[21]扫嗽兽						
k	[44]膏交郊胶沟[24]狗苟九-久[21]较觉够[33]厚-背{阿背~：背}						
kʰ	[44]薅[24]口[21]构购扣寇						
ŋ	[44]勾钩□{挖（耳朵）}[212]喉[33]傲藕偶						
h	[212]猴[24]吼[21]耗孝=[33]后-候						
ø	[44]欧[24]呕[21]懊坳呕{~囝：害喜}[33]后=厚=□{□~：东西}						
#iau							
p	[24]表=						
m	[44]猫[212]描[24]秒[33]妙渺谬藐						
t	[44]刁雕[212]条牢{牛~：牛棚}[21]钓吊掉[33]□{唔~：死}						
tʰ	[212]调[21]跳						
l	[212]疗聊撩[24]了瞭[33]料						
ts	[33]爪-						
tsʰ	[44]锹□{搜}[212]潮[33]兆						
s	[44]消宵硝销萧箫[21]数鞘韶绍少						
k	[44]骄娇[24]狡缴九=[33]撟						
kʰ	[44]跷[212]侨[24]巧						
ŋ	[212]绕[24]爪-扰[33]□						
h	[212]娆[24]晓						
ø	[44]妖邀[33]要枵						
#ɛi							
p	[212]排牌[24]摆[21]月稗						
pʰ	[24]否{坏}[21]派[33]□						
t	[212]𧉟台[21]代						
tʰ	[44]𥭘[21]态[33]治-						
n	[44]□{幼小}[33]耐						
l	[212]来梨[33]利-奈癞赖=荔李-						
ts	[44]搓灾斋知[212]才材财裁[24]宰[21]再载{~重}债婿-□{□~：早饭}[33]载{年~}在					[33]载年~	在
tsʰ	[44]猜差{出~}[24]彩采[21]菜蔡□{~家：人家}						
s	[44]西师-狮嘥[24]屎使驶[21]赛帅[33]侍姒						
k	[44]该[24]改解=[21]介界尬届戒						
kʰ	[21]概溉						
ŋ	[212]呆						
h	[24]海亥蟹[33]害械						
ø	[44]挨[212]鞋[21]爱						
#uɛi							
k	[44]乖[24]𧊅[21]怪						
kʰ	[21]块快						
h	[212]怀[33]坏						
ø	[44]歪[33]□{女阴}						
#iei							
pʰ	[44]批𠜱						
v	[24]买[33]卖						
t	[44]低[24]底抵贮[33]帝第地=						
tʰ	[212]堤题提[24]体[33]替						
l	[212]犁[24]礼嬭[33]例励利=						
ts	[212]齐[21]祭际济剂制[33]□{~早：从前}儕{多}						
tsʰ	[44]初-{初一}[21]砌□{~鬚：胡子}						
s	[44]梳蔬疏[24]洗□{高粱~}[21]细婿=世势						
k	[44]街鸡[24]解-						
kʰ	[44]溪[21]计契						
ø	[44]挨{~米：砻米}[33]会						
#uei							
p	[212]肥[33]吠						
pʰ	[21]屁						
t	[44]堆[212]锤槌[21]对队						
tʰ	[44]梯推[24]腿[21]退蛻褪						
l	[212]旅雷儡镭[24]屡蕊[33]虑滤内累类						
ts	[24]水[21]最醉[33]序						
tsʰ	[44]催炊=[212]随[24]取[21]绪脆喙穗						
s	[44]蓑须=需虽腮[212]垂=[24]水{漂亮}[21]碎						
k	[44]龟=归□{猪~：猪圈}[24]几{~个}轨鬼[21]癸桂季贵[33]跪柜						
kʰ	[44]开规亏[212]逵葵[21]气-愧[33]傀						
ŋ	[212]危[33]魏						
h	[44]盔灰=非挥辉徽[24]匪[21]悔废肺惠慧毁费						
ø	[44]威[212]为维唯违围[24]委伟苇[21]畏慰胃谓[33]卫位					[33]卫位	
#ɔi							
t	[24]底{~个：哪个}						
#uou							
p	[212]脯[24]补[21]布怖[33]部簿步剖						
pʰ	[212]蒲[24]谱普捕[21]铺						
m	[212]模[33]墓务						
v	[33]五伍午						
t	[33]度渡镀道导□{~□：蚯蚓}						
tʰ	[212]徒屠途图桃逃[21]土杜兔套						
l	[33]路露鹭						
ts	[44]租[24]机组枣[21]造						
tsʰ	[44]粗操=[21]醋糙						
s	[44]苏酥骚[21]素诉						
k	[44]姑孤高[212]糊-[24]占牯股鼓[21]故固顾					顾	
kʰ	[44]枯菇䉐呼-[24]苦[21]库裤						
ŋ	[212]吴[33]误						
h	[44]蜈[212]胡-[24]虎[21]戽[33]雨-						
ø	[44]乌污[33]芋						
#in							
p	[44]彬宾槟殡[21]秉并						
pʰ	[24]品[21]拼聘{~请}						
m	[212]眠闽[33]面						
t	[44]蒸□{绕}[212]藤						
l	[44]鱗[212]临邻磷菱灵-						
ts	[44]斟深珍真征精妗品债[24]枕拯整指□[21]浸进震症						
tsʰ	[44]侵亲称[212]秦尘澄[21]□						
s	[44]心森辛新薪身申伸=[212]神辰臣乘承蝇牲刑蝉[24]沈审[21]信讯慎性圣						
k	[44]今金跟根巾斤筋[24]锦紧仅谨颈境景警竟□{□~：蚯蚓}[21]妗劲敬竞径[33]近经						
kʰ	[44]襟钦轻[212]琴禽擒勤芹[21]庆						
ŋ	[33]忍						
h	[212]眩						
ø	[44]阴因姻英[212]淫人仁银寅[24]壬饮=引[21]燕印应[33]任认□{~转：回去/回来}					[33]任认	~转{米}
#an							
p	[44]班斑攀[24]扳板版反-[21]扮[33]办						
pʰ	[21]判叛						
m	[212]蛮馒[24]挽-晚{~姆}[33]慢万						
v	[33]愿						
t	[212]陈-[21]诞旦但[33]橂						
tʰ	[24]毯[21]趁-						
l	[44]躝[212]难{~易}[24]懒[33]滥𡳞难{~难}					难	
ts	[44]曾{姓}[21]赞[33]栈						
tsʰ	[44]餐千[212]泉塍[24]铲产诊[21]趁=						
k	[44]间奸[24]简捡涧枧拣[21]□{性交}						
kʰ	[44]牵[24]罕款						
ŋ	[212]颜顽[24]眼[33]雁						
h	[212]韩寒=[21]汉焊[33]限						
ø	[44]安鞍恩[21]按案晏						
#uan							
t	[33]锻段缎						
tʰ	[212]团						
n	[24]暖						
l	[33]乱						
ts	[44]专[212]全						
tsʰ	[44]川[212]传						
k	[44]关[212]悬[24]管馆[21]幹=灌罐冠[33]县						
kʰ	[44]宽						
h	[44]藩翻番[212]凡帆还烦繁[24]反=[21]贩[33]范犯患						
ø	[44]弯湾[212]完员元园=[24]挽=远=						
#im							
t	[44]砧						
l	[212]林						
k	[21]禁						
ø	[44]音						
#am							
t	[44]耽担=[212]澹						
tʰ	[44]贪[212]潭痰檀[24]坦[21]探						
n	[212]南男						
l	[44]兰{荷~}[212]蓝篮兰栏拦[24]览[33]揽缆						
ts	[44]簪[21]站斩[33]暂						
tsʰ	[44]参{~加}[212]蚕惭橙[24]慘						
s	[33]□{丑}						
k	[44]甘柑尴监泔[212]含[24]感敢=𰃴碱						
kʰ	[21]㪠						
ŋ	[44]啱[212]岩[21]顉						
h	[212]函						
ø	[24]饮-[21]暗[33]颔揞						
#iam							
t	[212]沉[24]点典[21]店殿						
l	[212]镰鲢[21]捻						
ts	[44]尖=粘针[21]占						
tsʰ	[44]签迁						
k	[212]鹹[24]减[21]剑						
kʰ	[212]钳[21]欠						
ŋ	[44]拈[33]验念-						
h	[212]嫌[21]喊						
ø	[44]阉[212]盐						
#ɛn							
p	[24]□{阿~：伯母}						
m	[21]孟						
l	[44]𬂌						
h	[21]杏[33]□						
#iɛn							
p	[44]边=[212]便{~宜}[24]匾[21]变[33]辩便{方~}						
pʰ	[44]编篇偏[21]骗片						
m	[24]免勉						
l	[44]颠[33]电奠佃						
tʰ	[212]填[21]垫						
l	[212]廉连联怜莲𬍁□{胡~：络腮胡子}[24]□{掭(筆)}[33]练炼楝						
ts	[44]煎毡[212]钱=[24]剪展[21]战荐[33]贱						
tsʰ	[44]歼[212]前=[24]浅[33]践						
s	[44]仙鲜先宣喧[212]贤旋=[24]闪癣选鲜{朝~}[21]宪□{啱~：关系好}[33]善					[33]善	
k	[44]兼艰肩坚捐[24]检卷券[21]健=建见						
kʰ	[44]轩圈[212]乾拳权[21]劝						
ŋ	[212]言原源严[24]研[33]念=染=						
h	[24]显[21]献[33]现						
ø	[44]冤[212]炎阎然焉延椽铅袁[24]掩演[21]厌宴院怨蕹						
#uən							
p	[44]分-[212]㖹[24]本[21]笨粪						
pʰ	[44]潘-[21]喷						
m	[212]门文纹[33]闷问=						
v	[212]闻[24]阮						
t	[44]墩蹲[212]囤[21]𨂽[33]钝						
tʰ	[44]吞[24]盾						
l	[212]仑伦轮[33]论{~日：整天}						
ts	[44]津尊遵罇[212]船[24]准[21]晋俊[33]阵震{拍~}						
tsʰ	[44]伸-村椿春[212]存[24]蠢[21]寸						
s	[44]孙[212]旬循巡笋唇纯醇[24]殉损[21]蒜□{烤一下火}[33]顺舜						
k	[44]观均钧君军[212]裙[24]滚[21]棍						
kʰ	[44]昆坤婚荤[212]群[24]捆菌[21]困混						
h	[44]分=芬熏[212]魂焚坟云晕[24]粉愤[21]奋训[33]恨份						
ø	[44]温瘟[24]稳永泳[21]运						
#yən							
ø	[33]润闰						
#aŋ							
p	[44]崩[212]房[21]放[33]□{靠}						
pʰ	[44]芳-蜂-[212]彭						
m	[44]蠓[33]网望梦						
t	[44]东冬中-登[212]同铜桐筒[33]重						
tʰ	[212]虫[24]桶						
l	[44]铃冷{只用于~衫}[212]聋脓侬砻[33]㫰笼						
ts	[44]鬃[21]粽[42]□{只}						
tsʰ	[44]葱[212]陈=						
s	[44]松衫{只用于冷~}[24]㾪[21]送宋𢱤						
k	[44]江工[24]□{~是：当然}[33]共-						
kʰ	[44]筐功-						
h	[44]烘[212]降行{银~}[33]巷						
ø	[212]冯熊红洪鸿						
#iaŋ							
p	[21]摒						
l	[212]凉伶[33]亮谅量{数~}						
ts	[44]将昌萬章=[24]长{~生}堂=[21]账仗□{(一)次}						
tsʰ	[212]详=祥□{截}						
s	[44]相{互~}伤双伤=[212]常[21]相{~貌}						
k	[24]颈{~围：围巾}						
kʰ	[212]强[24]强{勉~}						
h	[44]商-香=乡-[212]雄-[24]享响[21]向						
ø	[44]央=[24]养						
#uaŋ							
k	[44]轰						
ø	[33]□{扔}						
#ieŋ							
p	[44]冰兵[212]爿						
pʰ	[212]贫频凭评平=瓶						
m	[212]民明=[33]命=						
t	[44]登灯丁钉{铁~}掟[212]层[24]腆等顶[21]钉{~钉}中-[33]䧘邓					[33]隊邓	
tʰ	[212]亭停廷庭=[24]艇挺						
n	[212]能						
l	[212]零□[24]冷[33]令另						
ts	[44]征舂[212]情程前-[24]种[21]种{~树}增[33]静						
tsʰ	[44]清[33]颂						
s	[44]升=甥星=声=[212]谢{多~}[21]胜盛						
k	[44]惊=[212]穷[42]更=						
kʰ	[212]□{灵~：灵验}[24]肯顷						
h	[212]衡[21]兴[42]幸						
ø	[212]闲						
#oŋ							
p	[44]□{拍~：吻}						
m	[212]蒙						
t	[212]堂棠唐塘肠[21]当栋						
tʰ	[44]汤[212]糖童						
l	[212]瓤						
ts	[44]装中=[24]总[21]葬壮状种{芒~}						
tsʰ	[212]藏床松重从[21]创						
k	[44]缸扛公功=攻弓躬宫恭[24]岗[21]钢杠虹贡供降{霜~}[33]共=巩						
kʰ	[44]糠慷空[21]抗况矿扩控						
#ɔŋ							
m	[21]妄						
kʰ	[44]康[212]狂						
#iɔŋ							
t	[21]中-						
l	[212]隆龙						
ts	[44]宗终鐘鍾盅忠[21]众[33]杖闯撞						
tsʰ	[44]窗仓聪充冲						
k	[44]姜羹						
h	[44]胸凶[212]雄=						
ø	[212]荣戎绒融浓茸容蓉[24]勇[33]用						
#uɔŋ							
p	[44]帮邦[212]旁螃篷[24]榜[33]蚌						
pʰ	[44]□{~尘}[212]朋[24]捧						
m	[44]芒[212]忙茫莽亡[24]懵						
t	[44]当[24]党挡董懂洞[33]丈=动						
tʰ	[44]通[24]统捅[21]趟						
n	[24]䀶						
l	[44]𬡨{裤~：裤裆}燶[212]郎廊狼农[24]朗[33]浪弄						
s	[44]桑霜[24]爽						
k	[44]光=[24]讲港广						
kʰ	[44]腔[24]孔						
h	[44]荒慌芳=方风枫丰封峰锋蜂=[212]杭航妨防逢缝[24]纺[33]访凤奉						
ø	[44]翁=□[212]簧皇黄=王-[24]枉㧬[33]往						
#m̩							
	[44]央-秧[212]媒[24]姆□{~侬：谁}[21]呣						
#ĩ							
p	[44]边[24]扁[33]辫						
pʰ	[33]鼻-{闻}						
m	[212]棉[33]麵篾						
t	[44]□{甜}[212]缠[33]滇{满}						
tʰ	[44]天[33]䋎						
n	[212]年[24]染-						
ts	[44]尖-[212]钱-[24]戋[21]箭						
s	[21]扇						
ø	[44]□{睡}[212]丸圆						
#uĩ							
p	[33]饭						
m	[33]问-						
t	[24]转[21]顿[33]断						
n	[24]软[33]卵						
ts	[44]砖[21]钻[33]旋-						
tsʰ	[21]篡传{~记}串						
s	[44]酸[21]算						
k	[44]光-						
h	[44]昏[212]园-[33]远-						
ø	[212]黄-蝗王=浑[24]䘼						
#ã							
pʰ	[21]泛{谷不实}						
t	[44]□{(一)摞}担-[24]胆[21]帐						
s	[44]三[24]衫						
ŋ	[44]翁-						
ø	[33]馅						
#iã							
p	[24]丙饼						
m	[212]名[33]命-						
t	[212]庭-[24]鼎[33]订定						
tʰ	[44]听力[21]忝{原文写作忊}						
n	[24]领岭[21]靓						
ts	[44]正{~月}[212]成情-[24]𩟗[21]政						
tsʰ	[24]请						
s	[44]声-[212]城						
k	[44]京惊-[212]行-[24]囝[21]镜[33]健-						
kʰ	[24]件						
ŋ	[21]迎						
h	[44]兄[212]燃[33]瓦艾						
ø	[212]赢营萤[24]影[42]□{□~：这里}						
#uã							
p	[44]搬[212]盘[21]半						
pʰ	[44]潘=[33]伴						
m	[212]瞒[24]满						
t	[44]丹单[212]谭谈弹{~琴}[21]炭[33]弹{子~}						
tʰ	[44]滩摊=						
n	[24]僆{揉}[33]烂						
ts	[33]灒{溅}射-						
tsʰ	[21]闩						
s	[44]杉山[24]散[21]伞线						
k	[44]干肝官棺[212]寒-[33]汗掼擐						
kʰ	[21]看						
h	[44]欢[33]岸□{扶}						
ø	[24]碗腕[33]旱换						
#ãi							
ø	[33]□{背}						
#ɛ̃							
p	[212]棚平-坪[21]柄[33]病						
m	[212]盲明-[21]冥						
t	[44]踭[33]郑□{攥(拳头)}						
tʰ	[21]撑						
ts	[44]争[21]井						
tsʰ	[44]生-青星-[24]醒						
s	[44]生=[24]省[21]姓[33]□{累}						
k	[44]更-庚耕[24]哽						
kʰ	[44]坑						
ŋ	[33]硬						
#yɛ̃							
k	[24]梗{茎}						
h	[212]横						
#ɔ̃							
n	[21]两=						
ts	[44]浆[24]蒋奖桨掌-[21]酱[33]像橡上痒						
tsʰ	[44]枪[212]墙详-[24]抢厂[33]匠						
#iɔ̃							
t	[44]张章-樟[212]场[21]涨胀障[33]丈-						
n	[212]娘良量-{~长短}粮梁粱酿[24]两-辆[33]让						
ts	[44]蟑						
tsʰ	[33]象唱						
s	[44]箱湘襄镶[24]赏[33]想尚						
k	[44]薑猝						
kʰ	[24]□{险}[33]俭						
h	[44]乡-						
ø	[212]羊洋杨阳扬[33]样						
#ap							
t	[31]达						
tʰ	[21]塌						
n	[31]纳						
ts	[31]杂习十						
k	[21]鸽佮						
h	[31]合盒						
#iap							
t	[31]叠碟蝶						
tʰ	[5]帖贴						
l	[31]粒						
ts	[5]汁						
k	[5]□{眨(眼)}涩						
h	[5]□						
ø	[5]□{腌}[31]叶页聂乙						
#it							
p	[5]陛笔毕必						
pʰ	[5]匹						
m	[31]蜜						
t	[5]得的[31]侄直						
tʰ	[31]敌						
l	[31]立						
ts	[5]执质即织职积绩[31]集疾值=植□						
tsʰ	[5]辑七漆膝戚拭						
s	[5]失室息熄惜昔适释□{焖}[31]实席析						
k	[5]劫急吉橘击激[31]及□{稠}						
kʰ	[5]级乞吸刻{即刻}□{~桃：玩儿}						
h	[5]□{~个：这个}[31]翼						
ø	[5]一忆亿益{利~}亦译[31]入日疫役						
#ut							
v	[31]物						
t	[31]突						
l	[31]捋栗律率						
ts	[5]卒						
tsʰ	[5]出						
s	[5]恤术述[31]朮						
k	[5]骨国[31]滑掘搰						
kʰ	[5]窟忽						
h	[31]核						
ø	[5]郁						
#at							
p	[31]拨别-						
m	[5]末八=[31]密						
v	[31]越曰						
t	[31]值-						
tʰ	[5]塔遢						
l	[5]瘌肋蜡邋[31]力-						
ts	[5]札节-鲫扎						
tsʰ	[5]察						
s	[5]萨杀虱						
kʰ	[5]咳刻克						
ø	[5]遏□{拍~□：打喷嚏}						
#uat							
kʰ	[5]括						
h	[5]法乏发伐=[31]罚						
ø	[31]猾						
#iet							
p	[5]逼[31]别-						
m	[31]灭						
t	[5]竹[31]泽						
l	[31]烈						
ts	[5]哲折浙则叔节=[31]蛰彻						
tsʰ	[5]撤切						
s	[5]胁设色式熟-						
k	[5]结洁诀						
kʰ	[5]揭决缺=						
ŋ	[31]逆						
ø	[31]弱虐曳						
#uak							
ø	[31]划						
#iek							
t	[5]足						
l	[31]歷绿力=						
ts	[5]烛						
tsʰ	[5]粟						
s	[31]赎						
ø	[31]浴						
#uɔt							
tsʰ	[5]□						
k	[31]焗						
#iak							
pʰ	[5]劈擗						
tʰ	[5]踢						
l	[5]猎曆[31]烈						
s	[31]鹊						
kʰ	[5]吃						
h	[5]协						
ø	[31]业热孽粤易						
#ok							
t	[5]□{□~：打瞌睡}						
k	[5]谷						
kʰ	[5]蓄						
#ɔk							
t	[31]斫{原文写作斵}						
n	[5]诺						
ŋ	[5]□{抬(头)}						
#iɔk							
l	[5]略						
ø	[31]育						
#uɔk							
p	[5]博驳卜[31]仆						
pʰ	[5]覆扑						
m	[5]莫膜幕[31]寞木穆牧且						
t	[5]督[31]独毒						
tʰ	[5]托						
l	[31]骆鹿禄陆录						
ts	[5]作=筑祝[31]浊族速畜俗续触轴逐						
s	[5]塑肃宿縮嗍[31]熟=属						
k	[5]各搁觉[31]局						
kʰ	[5]确菊曲						
h	[5]福幅复覆=[31]服						
ø	[5]恶						
