#調值	[1]11 [2]32 [3]52 [4]55 [5]25				
#符號說明:	-白=文				
#aŋ					
Ø	[1]汪[2]王亡完黄{～莊}[3]枉[4]网=往[5]妄忘望旺				
#iaŋ					
ɕ	[1]相箱镶[3]想[4]象像[5]相象				
dʑ	[2]詳祥強牆薔翔[5]像匠				
h	[1]香鄉[2]降[3]響[5]向餡{～料}				
l	[1]嬢[2]梁涼樑良娘[4]領{～喫}兩倆[5]亮量酿瓤				
tɕ	[1]江=疆=姜將僵漿剛驚精{黃～;精細}[3]講=蔣獎槳[5]降虹醬				
tɕʰ	[1]腔羌腔槍轻疆-[3]搶羥[5]嗆				
Ø	[1]縈{～毛線}央秧□{種子}[2]迎螢{～火蟲}羊楊洋陽赢{搞不～}[4]仰養癢氧壤攘[5]讓樣□				
#an					
b	[2]盤[5]伴{做～}辦瓣拌				
d	[2]檀壇彈潭[5]彈但蛋淡窞				
dz	[2]残[5]湛棧{～道}				
h	[1]鼾[2]寒閒鹹[3]喊[4]旱{乾～}[5]漢旱{大～}汗限撼				
k	[1]間干幹竿肝[3]杆秆敢感[4]艦[5]干監鑑				
kʰ	[1]刊堪勘[3]侃砍坎[5]看				
l	[1]籃[2]藍蘭難籃南男楠难[4]懶覽[5]爛难				
m	[2]饅瞞蛮馒[4]滿晚{～～}[5]慢鰻蔓曼㿸				
p	[1]搬[3]版板[4]拌{涼～}伴{搭伴}[5]半				
pʰ	[1]潘[5]判盼[5]叛				
s	[1]三叁衫山饞[3]散閃傘[5]散善禪				
t	[1]單丹端箪顫[3]膽[4]蛋誕{荒～}[5]旦誕但				
tʰ	[1]癱灘[3]毯坦[5]碳嘆炭探				
ts	[1]簮簪沾霑詹瞻仙{～子腳}[3]斬展[4]棧{客～}[5]贊濺站占戦				
tsʰ	[1]攙餐[3]闡產鏟[5]顫				
Ø	[1]安[5]晏案按岸雁				
#uan					
d	[5]段斷				
dz	[2]傳船[5]傳篆				
h	[1]歡番翻帆[2]桓凡繁煩還[3]反[4]飯{夜～}緩犯{～法}[5]販喚泛飯换范範犯				
k	[1]官關光[3]管廣講-[5]灌				
kʰ	[1]寬[3]款				
l	[2]巒孪[4]暖卵[5]亂				
s	[1]酸[5]算				
t	[1]端[3]短[4]斷[5]鍛				
ts	[1]專[3]轉[4]撰[5]鑽傳				
tsʰ	[1]穿竄川氽串{～串}[3]喘[5]串{串～}				
Ø	[1]豌灣彎[2]頑[3]宛碗[4]晚=[5]萬				
#a					
b	[2]耙爬伐筏拔劃拨乏排[5]罷				
d	[2]達踱沓[5]大爹{～～:爸爸}				
dz	[2]茶查雜澤[5]射{～尿}这{～崽}				
h	[1]哈蝦瘕瞎{哑}呵[2]蛤[3]傻[4]下				
g	[2]□{量詞}				
k	[1]家[2]跨挾呷[3]家結{巴～}[5]尬				
kʰ	[1]揢{～腰}[2]掐[3]嘎格[5]胯				
l	[1]拉[2]㸊落拿[4]哪裏喇挪{～東西}[5]娜吶納				
m	[1]媽蜢{蚱～}[2]麻麥[4]馬麽碼默摸[5]罵毋{～要}				
p	[1]芭巴負掰{～開}[2]八伯{～～}[3]把㞎靶[4]罷默[5]霸坝掼脯绊{~一跤}把{~公}				
pʰ	[2]巴啪[3]撥[5]帕怕				
s	[1]石{磨~;~灰}莎紗砂沙杉山朔{～氣}衫[2]殺刷析[3]撒灑啥{什麼}[4]廈{大～}[5]霎射析{断}				
t	[2]答搭褡得{恨不～是}[3]打者{助詞，表動作和狀態的持續}著{開~燈}[4]□{舂}				
tʰ	[1]他[2]搨塔拖蹠踏搽				
ts	[1]渣睜遮[2]札子炙-{～火}嘖{～嘴}栅{～欄}咋{～舌}柘{～木}[3]眨鲊[4]□扎[5]詐榨蟄{躲}炙{烤肉}迮				
tsʰ	[1]差釵叉□{撐開}[2]赤{除}擇{挑選}插察擦{削}簎查搽[3]撦{分}哆{～開}[5]岔杈䞣{～開腳}坼{開～}				
Ø	[1]阿丫椏軛{牛～}[2]啞驛{广～渡}兒{貓～頭}[3]啞[4]也-[5]軋押那下压				
#ia					
ɕ	[2]塞-				
b	[2]辟{～開}				
dʑ	[2]斜揭				
h	[2]瞎峽狹轄霞瑕遐匣腋{~肢窝：腋下}脅[4]夏下[5]夏廈下				
l	[1]□{黏}[2]苶烈[4]惹舐[5]瀝{～燥}				
m	[1]乜[4]搣				
pʰ	[1]劈{～柴火}[2]拍[3]擘{～開}拍{～一耳光}				
t	[2]扚提-{～東西}[5]滴{～水}點{未～味道}				
tɕ	[1]家嘉佳加伽迦間□{剛，正}[2]稼甲澀袷胛茄迹恰[3]假[5]價駕架嫁季{過～}				
tɕʰ	[2]喫洽[5]笡{～訖}				
tʰ	[1]踢[2]踢{～一腳}[4]舐				
Ø	[1]鴉丫椏[2]涯崖牙衙芽伢壓鴨押掖日{～子}[3]啞[4]耶-雅也-[5]亞爾{這;此}				
#ua					
dz	[2]瘸				
h	[1]花[2]豁華滑樺罰髮猾乏筏法[5]化畫話劃{～一刀}罰{~耳光}				
k	[1]瓜呱锅{洗～湯}[2]刮括割合{一～米}摑{～一耳光}蛤剮寡聒嘓括[5]掛挂卦				
kʰ	[1]誇[3]垮[4]話{說}[5]跨				
s	[2]索{索取;繩子}失刷趖{速行;滑}[3]耍[5]涮				
ts	[1]抓□{點}[3]蚱[5]啄撾				
Ø	[1]爬挖蛙[2]襪娃[3]搲[4]瓦				
#ai					
b	[2]牌排徘迫{～擊炮}[5]敗				
d	[5]大{~夫;~王}				
dz	[2]柴豺翟				
h	[2]鞋还[4]蟹駭[5]害				
k	[1]街皆階[3]解[5]蓋丐界戒介芥屆械				
kʰ	[1]揩[3]楷				
l	[1]□{躺}[4]奶[5]賴癩㸊奈				
m	[2]埋[4]買媽[5]未{～有}賣				
p	[1]跛屄[3]擺捭[5]拜辈未				
pʰ	[5]派				
s	[1]筛酾[5]曬				
t	[5]帶				
tʰ	[5]泰太汰				
ts	[5]債				
tsʰ	[1]釵[5]蔡				
Ø	[1]挨[2]挨[3]矮[5]艾				
#uai					
dz	[5]寨□{淋}				
h	[2]淮槐徊懐[5]壞				
k	[1]乖[3]蝈{蟆～:青蛙}[4]擓[5]怪				
kʰ	[3]塊[5]快塊筷會噲膾				
s	[1]衰摔[3]灑甩色[5]帥率蟀				
ts	[3]指{動詞:～月亮}[4]擲{～東西}[5]缀-{一～葡萄}				
tsʰ	[1]揣[5]踹				
Ø	[1]歪[5]外				
#ui					
d	[2]頹[5]墜				
dz	[2]錘垂[5]罪				
g	[2]葵逵魁[5]跪=				
h	[1]麾徽灰恢揮輝非飛妃[2]回肥[3]悔誨匪[4]翡[5]賄費廢肺惠慧匯會彙吠				
k	[1]龜規歸[3]詭鬼軌[5]貴桂				
kʰ	[1]虧窺盔[2]傀奎[4]跪-[5]愧潰				
l	[1]□{滑}[2]雷擂[4]累壘=蕊[5]累內瑞睿銳				
s	[2]隨綏髓[3]水鼠[5]粹歲稅碎睡瑞遂隧穗				
t	[1]堆[4]壘-[5]隊對				
tʰ	[1]推[3]腿[5]退褪蛻				
ts	[1]錐追[3]嘴[4]罪{得～}[5]醉最贅綴=				
tsʰ	[1]崔催吹炊[3]璀[5]碎-翠脆捽				
Ø	[1]□[2]微為維唯危[3]委萎[4]緯偉偽尾[5]畏慰味位未胃				
#ɘi					
pʰ	[1]胚[5]配沛佩珮				
p	[1]碑卑悲杯□{虧}[3]□{埋}[4]倍{加～}[5]貝背輩				
m	[2]梅煤眉[4]美每[5]妹魅媚				
b	[2]陪賠[5]背焙倍				
d	[2]台臺抬苔[5]袋待殆怠代貸				
dz	[2]裁財才材[4]在{現～}[5]在				
h	[2]孩[3]海				
k	[1]該[3]改				
kʰ	[1]開[3]凱[5]概				
l	[2]來[4]乃倈[5]耐				
s	[1]鰓[5]塞賽				
t	[1]獃[3]歹逮[4]殆怠{懈～}待{招～}[5]戴碓{~坑}				
tʰ	[1]胎[5]態				
ts	[1]栽災[2]崽[3]崽宰[5]載再				
tsʰ	[1]猜[3]彩採采綵睬[5]菜				
Ø	[1]哀埃挨[2]挨[5]愛				
#ɘ					
b	[2]白				
d	[4]在{我～屋裏}[5]在				
dz	[2]宅賊				
h	[2]嚇核{~桃}咳黑[3]許				
k	[2]格䞘隔革[3]給[5]鋸個				
kʰ	[2]咳客克嗑				
l	[2]肋勒				
m	[1]墨[2]墨脈沒麥[4]默				
p	[2]伯百北柏				
pʰ	[2]拍迫				
s	[1]奢賒些{我～東西}[2]蛇=折蝨舌設覈色嗇塞=攝涉[3]舍[4]社{公～}[5]赦社射				
t	[2]得德				
tʰ	[2]特[3]□				
ts	[1]遮隻-{一～人;我～}[2]蟄摺擇摘則時{哪～}□[3]者[5]蔗翼{～干}				
tsʰ	[1]車[2]廁測側撤坼策冊[3]撦扯				
Ø	[1]呃[2]額而厄扼[4]耳洱[5]□{迴應聲}				
#iɘ					
Ø	[4]耶				
#ue					
k	[2]郭幗[3]鬼				
h	[2]活或获				
#uɛ					
k	[2]國[5]□				
#yɛ					
ɕ	[1]鮮{～紅}[2]薛靴蛇挟{要～}雪				
h	[2]血穴				
tɕ	[2]掘厥訣決絕栀{～子花}倔拙[3]□[5]□倔				
tɕʰ	[2]缺闕卻[3]□{折}				
Ø	[2]月越粵□{摺疊}[5]□{彎}				
#ien					
Ø	[2]贏				
#yen					
tɕ	[5]俊				
#o					
b	[2]勃泊蒲薄[5]薄				
d	[2]砣陀坨馱奪[5]舵				
dz	[2]濁昨凿				
h	[1]呵蠚[2]喝佛合核{審~}何河盒荷鶴活获乎賀[5]霍藿賀				
k	[1]郭哥歌[2]角葛訖括割各閣鴿格骨{劍～魚}[3]個{我~}[5]個{～人}				
kʰ	[2]瞌客[3]可				
l	[1]挪[2]羅挪邏落絡蘿				
m	[1]摸[2]莫膜末摩脈{山～}				
p	[2]撥鉢博				
pʰ	[2]潑[4]伏白{~著:白白地}[5]剖{～魚崽}				
s	[2]朔{陽～}[3]所[5]傻				
t	[1]多[2]戳				
tʰ	[1]拖[2]脫托拓				
ts	[2]作琢桌啄着抓[3]左[5]佐				
tsʰ	[1]搓[2]濁凿戳[5]错				
Ø	[2]哦厄{～運}鳄俄鵝握[4]我[5]餓				
#uo					
b	[2]婆				
d	[5]惰墮垛				
dz	[5]坐座				
h	[1]窠[2]和[4]夥伙禍{惹～}[5]貨禍{惹～}				
k	[1]鍋戈[3]果裹粿[5]過				
kʰ	[1]科[3]顆[5]課				
l	[2]螺[4]裸踝卵[5]摞				
m	[2]磨[4]麽{～個;～裏}[5]磨				
p	[1]波玻菠[3]跛[5]簸				
pʰ	[1]坡頗[5]破				
s	[1]蓑唆簑[2]说[3]鎖瑣				
t	[3]躲朵[5]剁				
tʰ	[3]妥橢				
Ø	[1]窩渦萵屙[2]捂惡[3]屋[5]臥				
#io					
ɕ	[2]削				
h	[2]學				
l	[2]略				
tɕ	[2]腳爵嚼着				
tɕʰ	[2]覺雀嚏				
Ø	[2]藥葯鈅約				
#oŋ					
b	[2]彭膨鵬朋蓬篷				
d	[2]同童銅桐筒瞳堂{～屋}頭{饅～;手指～}[5]動洞				
dz	[2]蟲崇松重從从松[5]重				
g	[2]轰				
h	[1]風楓豐封峯峰瘋鋒[2]弘紅縫馮洪鴻逢縫[3]諷[4]哄[5]鳳烘縫				
k	[1]弓躬宮公功工蚣攻恭空根{竹～}[2]躬[3]㔶[4]汞[5]貢供共□{钻}				
kʰ	[1]空[2]□{撞擊聲}[3]恐拱{～嘴}孔[5]控傾				
l	[1]聾[2]龍農[3]攏儂{第二人稱複數}[5]弄				
m	[2]蒙[4]懵猛[5]孟夢				
p	[1]崩[4]□[5]迸				
pʰ	[1]蜂[2]砰[3]捧[5]碰				
s	[1]嵩鬆[2]□[3]擤[5]送宋頌誦				
t	[1]冬東[2]咚[3]董斗{～篷}[4]動{莫～;運～}[5]凍棟				
tʰ	[1]通[3]桶捅[5]痛動{～風}				
ts	[1]中綜忠終宗鍾縱蹤[3]種[4]重{輕~}[5]種粽中眾縱				
tsʰ	[1]樁銃充怱蔥舂衝[3]寵㩳[5]衝铳				
Ø	[1]翁㙲揞[2]□{表否定}[5]雍				
#ioŋ					
dʑ	[2]窮穹				
h	[1]胷胸凶兇兄[2]熊雄				
Ø	[1]擁庸雍[2]戎狨絨融容蓉蓉茸营-{～養}[4]永泳[5]用				
#ɔ					
b	[2]刨袍雹浮[5]暴菢曝泡抱				
d	[2]桃淘陶逃萄[5]道稻導盜				
dz	[2]潮巢曹槽[5]造皂				
h	[1]蒿薅[2]豪譹壕嚎濠毫和[3]好[5]耗号號浩				
k	[1]高膏糕羔[2]□{動}[3]攪搞篙[5]窖叫覺告				
kʰ	[1]敲[3]考烤[5]靠				
l	[1]撈[2]撓勞[4]老姥佬惱腦[5]毒鬧				
m	[1]貓[2]毛茅矛錨髦牦冇{～得}[4]卯[5]冒帽茂貿貌				
p	[1]包煲胞褒剝[3]寶保飽堡[4]抱[5]爆報暴豹				
pʰ	[1]萢泡拋藨[2]炮[3]跑泡[4]雹[5]泡炮爆泡皰				
s	[1]燒梢騷臊稍[2]韶[3]嫂掃[4]紹{介紹}[5]少掃潲邵紹				
t	[1]刀[2]著[3]倒禱島[5]倒道到				
tʰ	[1]濤掏滔[3]討[5]套				
ts	[1]朝招召昭糟遭照{～顧}燥[3]沼找蚤澡爪早[4]兆{預～}造{製造}[5]照罩				
tsʰ	[1]超抄鈔操糙[3]炒吵草燥躁[5]躁噪造				
Ø	[2]熬敖獒翱翶[4]齩[5]奧澳坳懊拗傲				
#iɔ					
ɕ	[1]肖消销萧宵[3]小[5]嘯笑				
b	[2]瓢嫖				
d	[2]條調窕[5]掉				
dʑ	[2]樵橋喬僑瞧[5]轎				
h	[1]囂[2]淆[3]曉[5]孝校效				
l	[1]□{踢}[2]聊寥燎撩潦焯[3]鳥[4]裊[5]料撂漻尿繞廖摇				
m	[2]苗瞄描[4]杳秒渺藐[5]玅妙廟謬				
p	[1]鏢膘標飆彪[3]表錶婊裱				
pʰ	[1]漂飄[3]漂[5]票泡{～豆腐}				
t	[1]挑貂刁雕鵰[3]鳥狡[5]釣				
tʰ	[1]挑[3]斢[5]跳眺糶				
tɕ	[1]澆交教焦姣驕蕉椒膠郊教[3]繳矯絞僥狡攪[5]叫窖酵較				
tɕʰ	[1]悄[3]巧雀[5]撬峭俏				
Ø	[1]要腰邀妖幺[2]搖窈姚遙謠[4]舀擾[5]要耀燿繞				
#ɿ					
dz	[2]雌馳池瓷遲祠詞辭辭持慈值侄殖植[5]字自治滯稚				
s	[1]施斯絲私思豉司詩些师獅[2]食實石時{～間}識拾釋适蝕噬十濕失匙拾時溪{地名:達～}[3]死始矢屎史使廁[4]祀{祭～}是{毋～}市{文～}氏視{近～}似士{道～}[5]室試世式飾勢弒軾四拭伺是士市事視示誓柿逝嗜恃寺嗣飼實				
ts	[1]諮姿資滋蜘肢支子隻=[2]梔接職质指[3]紫子籽仔纸指[4]峙痔[5]蟄刺汁智志至				
tsʰ	[1]痴車□{縫;縫紉}摛{伸}[2]尺秩赤[3]此侈齒[5]刺次賜翅				
#i					
ɕ	[1]西[2]夕惜习媳息蓆犀悉膝[3]洗舍璽[5]細				
b	[2]皮疲脾琵枇鼻[5]陛避被備				
d	[2]堤啼蹄提題狄笛敵[5]地弟第				
dʑ	[2]奇騎岐及祁期鰭其旗祈齊薺疾籍極集[5]技妓徛忌				
h	[1]犧熙嬉稀希[2]吸[3]喜[5]戲棄{～權}蜕{～殼}系				
l	[2]尼力泥栗梨溺[4]你里理[5]膩例				
m	[1]瞇尾[2]謎蜜密眉棉枚微[4]米[5]謎				
p	[2]必筆璧碧壁臂密秘泌[3]彼比[4]被{絮～}婢[5]箅秘				
pʰ	[1]批胚[2]坯僻披[3]否丕匹[5]譬屁				
t	[1]低裏{屋～}[2]嫡[3]抵邸底[4]裏{哪～;麽～}[4]弟{兄～}[5]帝粒{一～肉}隶{～書}				
tɕ	[1]肌飢基機唧雞稽[2]跡蹟屐急積脊激擊即鯽級緝輯吸指杞[3]幾几己杞指[4]技{雜～}[5]記寄冀季既濟劑計繼繫祭際汁寂紀				
tɕʰ	[1]欺妻[2]谿溪喫七吃戚漆栖訖集膝[3]起豈啟啓[5]氣器砌契棄泣乞企				
tʰ	[1]梯[2]踢鐵[3]體体剔[5]涕替剃				
Ø	[1]伊醫衣依耶[2]姨宜遺疑一益揖驛日[3]乙椅倚[4]以已裏[5]意億義爾{這}易藝				
#in					
ɕ	[1]心先新星芯猩薪仙[2]涎[3]醒[5]信線性訊衅迅姓				
b	[2]瓶平憑萍屏評頻便坪[5]便病並辨				
d	[2]田填甜蜓廷霆停亭婷庭[5]電殿奠定錠腚沉澄墊				
dʑ	[2]前錢乾虔勤芹秦禽擒芩晴琴情尋潛[5]近踐靖靜鏡件{一～}				
h	[1]忻欣掀馨興形[2]行形刑型嫌閑賢弦縣[3]顯險[4]杏很[5]幸現陷				
l	[1]撚研[2]靈寧林零玲臨连[4]碾里{公～}理領嶺敛[5]令另楝练韧				
m	[2]明棉民[4]敏閩免[5]命面麵				
p	[1]賓邊編彬冰兵鞭[3]蝙扁丙禀餅貶柄[4]辯{爭～}辨[5]遍變				
pʰ	[1]拼乒偏篇[3]品[4]並{不～}[5]騙片遍聘				
t	[1]癲滇顛釘丁[3]點典碘鼎頂[4]訂{簽訂}[5]訂店				
tɕ	[1]金斤今津巾筋間監姦閒艱堅肩煎京晶經精驚荊鯨莖襟禁兼[3]緊儘僅錦境瑾堇簡剪撿檢柬井警景頸{~牯:脖子}[4]近靜{平靜}盡鍵漸{逐漸}件{一～}[5]禁進鍵見建劍箭濺境				
tɕʰ	[1]千簽牽謙鉛阡親卿清青蜻箐輕侵欽親筋戚[3]淺遣請寢见{眼~}[4]蚬{~殼:河蚌}踐[5]親沁欠茜倩芡嵌慶歉				
tʰ	[1]聽汀天添[3]腆挺艇[5]聽				
Ø	[1]音英因櫻烟[2]人銀垠迎贏延蚁{螞～}[3]影隱飲[4]引演[5]应印映宜{便～}				
#iɛ					
ɕ	[1]些[2]夕{～陽}惜{可～}昔{～日}蓆[3]寫[5]卸瀉泄謝				
b	[2]別				
d	[2]碟諜蝶				
dʑ	[2]茄斜傑藉{狼～}捷				
h	[2]歇攜携協[5]去				
kʰ	[3]去[5]去				
l	[1]捏[2]列烈逆-[5]例{～外}				
m	[2]滅篾掰[4]免{～得}				
p	[1]冰{～冷}[2]憋鳖逼{～迫}畢{～竟}必{務～}碧[3]㞎掰				
pʰ	[2]撇[5]別				
t	[1]爹[2]跌[3]點{～崽}				
tʰ	[2]鐵帖貼叠{~彩区}				
tɕ	[2]結潔節劫揭[3]姐[5]借				
tɕʰ	[2]切怯妾喫截[3]且[5]笡				
Ø	[1]因{～為}椰[2]葉液爺腋噎頁[4]耶也野惹[5]夜				
#y					
ɕ	[1]雖{～然}需抒须荽書舒輸{～入}[2]荽蓄[3]鼠暑[4]緒{情～}曙墅序{秩～}[5]庶絮恕恤序遂樹				
dʑ	[2]隨槌錘徐菊渠局廚除[5]聚俱拒巨距具叙住柱				
h	[1]輸{～贏}圩墟噓[3]許[4]与{我～你}				
l	[2]律率[4]女呂鋁乳				
tɕ	[1]豬朱蛛珠株車諸锥{米～}椎{～骨}[2]橘[3]煮主煑詛舉矩鬼嘴[4]炬{火～}巨{艱～}咀聚沮柱{屋～}[5]鑄據駐著箸鋸蛀劇				
tɕʰ	[1]蛆區[2]出趨驅曲[3]處取[5]趣				
Ø	[1]淤迂[2]魚漁於余餘愚虞娛瑜于盂逾愉榆汝余獄如儒入一{～樣}[4]雨与语辱裕羽嶼[5]预郁玉喻遇又				
#yn					
ɕ	[1]轩宣喧鲜[2]旋詢[3]選蘚[5]訓旋絢				
dʑ	[2]裙羣全泉權拳瓊[5]菌郡圈{豬圈}				
h	[1]薰勳熏勛[2]玄懸[4]□{松}				
tɕ	[1]均軍君娟捐鵑絹[2]捲卷炯[4]圈{豬圈}菌[5]眷倦竣				
tɕʰ	[1]圈[3]犬頃[5]券勸				
Ø	[1]晕[2]園{公~}云匀營盈原沿贏{輸～}[4]允软{好~}远[5]蕴运孕園{幼兒~;動物~}				
#u					
b	[2]菩蒲葡仆莆副薄潽[5]簿部步埠婆				
h	[1]夫呼忽乎膚[2]扶俘撫伏佛彿縛服虎鬍壺胡蝴狐湖和[3]斧府俯釜浒[4]腐婦户負{欺負}婦{媳婦}[5]付賦服副复腹父赴負婦縛附滬戶護互符				
k	[1]姑菇孤咕沽箍顧{照～}[2]股骨穀过[3]古股估鼓[5]固顧僱頋故				
kʰ	[1]枯糊[2]哭[3]苦[5]褲庫				
l	[1]撸				
m	[2]木幕目穆慕睦[4]牡母姆拇[5]悟				
p	[3]捕哺[4]婆卜埠{地名:大~塘}部{一～車}簿{電話～;量词}[5]布				
tʰ	[1]秃[2]突凸				
pʰ	[1]撲[2]伏[3]普甫浦[4]辅[5]鋪				
tsʰ	[3]戳				
Ø	[1]烏污[2]無吳物屋惡[4]五午武伍舞尾{塘～巴}[5]悟务				
#ɘu					
d	[2]圖途涂徒屠讀獨犢毒[5]杜肚渡鍍度就妒豆逗				
dz	[2]鋤酬躊愁綢惆仇族逐軸蜀[5]助驟宙				
g	[2]□{撓}				
h	[2]侯猴喉[3]吼[5]厚后後候				
k	[1]勾溝[3]狗枸苟[5]構購				
kʰ	[1]摳[2]摳[3]口[5]扣釦				
l	[1]□{撓}[2]陸鹿鑪盧爐蘆緑奴六[4]滷努魯虜[5]露漏路				
m	[2]謀牟眸[4]某				
s	[1]梳疏蔬殊樞蘇酥搜餿嗖收颼[2]速熟縮肅贖續術述屬囑塑漱淑宿叔束[3]手數首守叟[4]袖{衣～}受{接受}壽{長壽}[5]數素受壽售				
t	[1]都兜督嘟招株[3]肚堵賭睹篤斗抖陡[4]鲁[5]鬥湊築				
tʰ	[1]偷[3]土吐[5]兔吐透				
ts	[1]租周洲週粥州舟[2]竹俗足卒祝[3]組祖阻肘走竹[5]奏				
tsʰ	[1]初粗抽[2]觸[3]儲楚醜丑[5]醋促簇猝蹴臭湊畜				
Ø	[1]毆歐鷗[3]嘔[4]偶藕[5]漚				
#iɘu					
t	[1]丢				
ɕ	[1]修羞[3]宿射{輻～}[5]秀銹绣袖{～子}				
dʑ	[2]求囚酋球泅茄{番～}[5]臼舅				
h	[1]休[3]朽[5]嗅				
l	[1]溜[2]劉流留牛[4]柳扭鈕[5]拗				
tɕ	[1]鳩咎糾[3]酒九久灸韭究[4]舅{大～}[5]救				
tɕʰ	[1]秋丘邱坵蚯				
Ø	[1]悠幽優憂懮[2]魷遊尤肉油郵育[4]有友[5]幼又				
#ɘn					
b	[2]湓盆				
d	[2]騰疼滕藤謄驣囤豚沉屯臀[5]盾沌遁鈍瞪頓				
dz	[2]成城程誠橙陳臣沉澄呈承層丞曾唇沈岑存[5]陣鄭贈				
h	[1]亨[2]衡[4]很[5]恨				
k	[1]根跟耕羹筋经[3]梗耿埂哽[5]更亙				
kʰ	[1]坑吭[3]肯				
l	[1]□{髒}[2]棱能[4]冷[5]任嫩				
m	[1]□{非常}[2]木門們明-□{污垢}[5]悶燜				
p	[1]奔崩[3]本[5]笨				
pʰ	[1]噴芬烹[5]噴				
s	[1]生聲升笙苼森牲甥申伸身深孫遜[2]晨神乘繩承盛[3]沈筍損省[5]聖勝讼頌甚腎慎滲盛剩賸				
t	[1]蹲敦燈鄧登僜撐{飽～}[3]等[4]沌{混～}盾{矛～}[5]頓鐙凳敦				
tʰ	[1]吞伸[3]䟫磴[5]撐聽-疼{~惜}				
ts	[1]遵臻榛尊樽罇真偵貞針爭蒸征徵箏僧增憎甑斟[3]診枕整拯准[5]震振鎮政正證挣敦				
tsʰ	[1]村稱伸春[3]逞[5]秤乘寸吋襯稱撐				
Ø	[1]恩[4]硬[5]硬嗯				
#uɘn					
h	[1]婚昏葷芬紛分[2]痕橫焚[3]粉[4]混憤[5]糞份忿奮噴憤氛分				
k	[3]滾[5]棍				
kʰ	[1]坤昆鯤[3]捆[5]困睏				
s	[2]純巡醇循鲟[3]筍[5]舜順训				
tsʰ	[1]椿春[3]蠢				
Ø	[1]温瘟[2]文蚊纹[3]穩[4]吻[5]問汶				
#ɤ					
m	[2]梅媒煤枚莓				
p	[1]呗[3]背{後～}[5]輩呗				
#n					
Ø	[2]唔{不}人				
