#漢字	音標
㡟	tsau1
㡟	tsʰau1
𣩒	tsau1
㷮	tsau1
糟	tsau1
醩	tsau1
蹧	tsau1
嘲	tsau1
鳭	tsau1
䞴	tsau1
䞴	tsau5
啁	tsau1
啁	tsɨu1+
啁	tɕiu1
鵃	tieu3
鵃	tsau1
鵃	tseu1
罺	tsau1
摷	lieu5
摷	tsau1
𠿈	tsau1
𠿈	tseu1
𦗔	tsau1
繅	sau1
繅	tsau3
早	tsau3
蚤	tsau3
棗	tsau3
璅	tsau3
𧎮	tsau3
澡	tsau3
璪	tsau3
薻	tsau3
藻	tsau3
𧃡	tsau3
繰	sau1
繰	tsau3
䲃	tsau3
爪	tsau3
㕚	tsau3
找	tsau3
𦬔	tsau3
𢁬	tsau3
䝖	tsau3
瑵	tsau3
笊	tsau3
笊	tsau5
灶	tsau5
趮	tsau5
躁	tsau5
竈	tsau5
罩	tsau5
䍜	tsau5
䈇	tsau5
鵫	tsau5
鵫	tsʰɔk7
鵫	tsʰɔk8
鵫	tsʰɔʔ7+
鵫	tsʰɔʔ8+
癄	tsau5
癄	tɕieu5
㾭	tsau5
㾭	tseu5
噪	tsau5
操	tsʰau1
𢻥	tsʰau1
幧	tsʰau1
幧	tɕʰieu1
䫸	tsʰau1
抄	tsʰau1
抄	tsʰau3
訬	mieu3
訬	tsʰau1
鈔	tsʰau1
𦾱	tsʰau1
䜈	tsʰau1
䰫	tsʰau1
䰫	tsʰau6
曹	tsʰau2
蓸	tsʰau2
嘈	tsʰau2
漕	tsʰau2
漕	tsʰau6
䐬	tsʰau2
䄚	tsʰau2
褿	tsʰau2
䏆	tsʰau2
䏆	tɕʰieu2
螬	tsʰau2
艚	tsʰau2
𣍘	tsʰau2
𩫥	tsʰau2
鐰	tsʰau2
鐰	tɕʰieu1
䄻	tsʰau2
巢	tsʰau2
鄛	tsʰau2
𡏮	tsʰau2
𡻝	tsʰau2
𡻝	tɕʰieu2
樔	tsʰau2
轈	tsʰau2
𣝞	tsʰau2
勦	tsʰau2
勦	tɕieu3
慒	tsʰau2
慒	tsʰuŋ2
艹	tsʰau3
艸	tsʰau3
草	tsʰau3
𠹊	tsʰau3
愺	tsʰau3
騲	tsʰau3
慅	sau1
慅	tsʰau3
懆	tsʰau3
糙	tsʰau3
鼜	tsʰau3
鼜	tɕʰit7
鄵	tsʰau3
鑿	tsɔk7
鑿	tsɔʔ7+
鑿	tsʰau3
鑿	tsʰuk8
鑿	tsʰuʔ8+
鑿	tsʰɔk7
鑿	tsʰɔk8
鑿	tsʰɔʔ7+
鑿	tsʰɔʔ8+
艁	tsʰau3
艁	tsʰau6
慥	tsʰau3
踔	tsʰau3
踔	tsʰɔk7
踔	tsʰɔʔ7+
趠	tsʰau3
趠	tsʰɔk7
趠	tsʰɔʔ7+
吵	mieu3
吵	tsʰau3
炒	tsʰau3
𩈎	tsʰau3
𤌉	tsʰau3
煼	tsʰau3
𩱈	tsʰau3
𩱦	tsʰau3
仯	tsʰau3
謅	tsʰau3
謅	tsʰeu1
㥮	tsʰau3
耖	tsʰau3
𦨖	tsʰau3
觘	tsʰau3
縐	tseu5
縐	tsʰau3
造	tsʰau6
皁	tsʰau6
皂	tsʰau6
𦯑	tsʰau6
唕	tsʰau6
𢲵	tsʰau6
棹	tsʰau6
㷹	tsʰau6
櫂	tsʰau6
濯	tsʰau6
濯	tsʰɔk7
濯	tsʰɔk8
濯	tsʰɔʔ7+
濯	tsʰɔʔ8+
㑿	tsʰau6
搔	sau1
𠋺	sau1
溞	sau1
缫	sau1
颾	sau1
騷	sau1
鰠	sau1
鱢	sau1
臊	sau1
㮴	sau1
𣔱	sau1
艘	sau1
艘	seu1
䑹	sau1
鞘	sau1
鞘	tɕʰieu3
鞘	ɕieu5
捎	sau1
捎	ɕieu1
莦	sau1
莦	ɕieu1
弰	sau1
娋	sau1
娋	sau5
梢	sau1
梢	sau3+
䘯	sau1
蛸	sau1
蛸	ɕieu1
筲	sau1
艄	sau1
旓	sau1
輎	sau1
𡡏	sau1
𡡏	sau3
䈰	sau1
颵	sau1
髾	sau1
髾	sau3
鮹	sau1
鮹	ɕieu1
綃	sau1
綃	ɕieu1
稍	sau1+
稍	sau3
㛐	sau3
掃	sau3
掃	sau5
嫂	sau3
㛮	sau3
䕅	sau3
𦺋	sau3
𦺋	seu1
埽	sau3
埽	sau5
糔	sau3
糔	ɕiu3
燥	sau3
𨈘	sau3
𢾐	sau3
䔠	sau3
𧣪	sau3
𦿃	sau3
𥵦	sau3
𦓴	sau3
𦓴	sau5
瘙	sau5
㿋	sau5
𢤁	sau5
髞	sau5
喿	sau5
譟	sau5
𨛍	sau5
潲	sau5
𣕇	sau5
揱	sau5
揱	sɔk7
揱	sɔʔ7+
揱	ɕieu1
哨	sau5
哨	tɕʰieu3
㤒	kau1
皋	kau1
高	kau1
羔	kau1
䓘	kau1
髙	kau1
𣓌	kau1
𣓌	kau3
𣓌	tɕʰiu6
䣗	kau1
臯	kau1
䔌	kau1
㟸	kau1
槔	kau1
𨝲	kau1
睾	kau1
膏	kau1
𦺆	kau1
槹	kau1
𡼗	kau1
橰	kau1
篙	kau1
糕	kau1
䚌	kau1
䆁	kau1
餻	kau1
櫜	kau1
𧢌	kau1
鼛	kau1
鷱	kau1
倃	kau1
倃	tɕʰiu6
芁	kau1
交	kau1
郊	kau1
茭	kau1
䢒	kau1
敎	kau1
敎	kau5
蛟	kau1
䍊	kau1
䍊	tɕʰit7
𥹜	kau1
𩎔	kau1
膠	kau1
膠	kau5
膠	kʰau1
鮫	kau1
轇	kau1
㶀	kau1
佼	hau6
佼	kau1
佼	kau3
鉸	kau1
鉸	kau3
鉸	kau5
教	kau1
教	kau5
摎	kau1
摎	liu5
嘐	hau1
嘐	kau1
鵁	kau1
詨	hau3
詨	hau6
詨	kau1
䉰	hau6
䉰	kau1
䉰	kau3
夰	hau6
夰	kau3
杲	kau3
㚖	kau3
㚖	tsʰɨt7
㚖	tɕʰit7
菒	kau3
𥓖	kau3
槀	kau3
稿	kau3
稾	kau3
稾	kʰau3
縞	kau3
縞	kau5
藁	kau3
藳	kau3
暠	kau3
搞	kau3
姣	hau2
姣	kau3
㽱	kau3
㽱	tɕiu1
狡	kau3
烄	kau3
烄	kau5
𢯴	kau3
筊	hau2
筊	kau3
𢽻	kau3
絞	kau3
𥂔	kau3
䀊	hau6
䀊	kau3
攪	kau3
䕧	hau6
䕧	kau3
吿	kau5
告	kau5
郜	kau5
郜	kuk7
郜	kuʔ7+
誥	kau5
鋯	kau5
𣝏	kau5
𢼂	kau5
𡥈	kau5
珓	kau5
窖	kau5
較	kau5
較	kɔk7
較	kɔʔ7+
滘	kau5
酵	hau6
酵	kau5+
覺	kau5
覺	kɔk7
覺	kɔʔ7+
校	hau6
校	kau5
尻	kʰau1
鄗	hau6
鄗	hɔk7
鄗	hɔʔ7+
鄗	kʰau1
礉	kʰau1
礉	kʰau3
跤	kʰau1
骹	kʰau1
骹	kʰot7
㤍	kʰau1
䂭	kʰau1
敲	kʰau1
墝	kʰau1
頝	kʰau1
磽	kʰau1
磽	tɕʰieu3
磽	ŋau6
槁	kʰau3
祰	kuk7
祰	kuʔ7+
祰	kʰau3
燺	kʰau3
撟	kʰau3
撟	tɕieu1
撟	tɕieu3
丂	kʰau3
考	kʰau3
攷	kʰau3
拷	kʰau3
洘	kʰau3
栲	kʰau3
烤	kʰau3
𥬯	kʰau3
𣩅	kʰau3
薧	hau1
薧	kʰau3
䯪	kʰau3
㼥	kʰau3
熇	fuk7
熇	fuʔ7+
熇	hɔk7
熇	hɔʔ7+
熇	kʰau3
𧋓	kʰau3
犒	kʰau3
銬	kʰau3
靠	kʰau3
𩝝	kʰau3
𨃤	kʰau3
䲾	kʰau3
𤏶	ŋau1
鏖	ŋau1
䥝	ŋau1
熝	ŋau1
㕭	ŋau1
軪	ŋau1
軪	ŋau5
䫜	ŋau1
坳	ŋau1
𠣑	ŋau1
眑	iu3
眑	ŋau1
窅	ieu3
窅	ŋau1
梎	ŋau1
𩑤	ŋau3
𦽀	ŋau3
芺	ieu3
芺	ŋau3
㤇	ŋau3
镺	ŋau3
镺	ŋau5
媪	ŋau3
媼	ŋau3
襖	ŋau3
𪁾	ŋau3
䯠	ŋau3
懊	ŋau3
懊	ŋau5
䐿	iuk7
䐿	iuʔ7+
䐿	ŋau3
䐿	ŋau5
郩	ŋau3
夭	ieu1
夭	ŋau3
䴠	ŋau3
燠	iuk7
燠	iuʔ7+
燠	ŋau3
燠	ŋau5
蝹	yn1
蝹	ŋau3
咬	ŋau3
齩	ŋau3
拗	ŋau3
𥃯	ŋau3
𢂊	ŋau3
狕	ŋau3
鴢	ieu3
鴢	ŋau3
𥃺	ŋau3
敖	ŋau5
嗸	ŋau5
嶅	ŋau5
遨	ŋau5
蔜	ŋau5
嗷	ŋau5
廒	ŋau5
滶	ŋau5
璈	ŋau5
𣘢	ŋau5
獒	ŋau5
𢧴	ŋau5
摮	ŋau5
熬	ŋau5
聱	ŋau5
聱	ȵiu5
螯	ŋau5
𦪈	ŋau5
翱	ŋau5
謷	ŋau5
謷	ŋau6
䦋	ŋau5
翶	ŋau5
翺	ŋau5
𩪋	ŋau5
𩪕	ŋau5
鷔	ŋau5
鷔	ŋau6
鰲	ŋau5
鼇	ŋau5
嫯	ŋau5
嫯	ŋau6
鏊	ŋau5
鏊	ŋau6
䫨	ŋau5
䫨	ŋau6
驁	ŋau5
驁	ŋau6
奥	ŋau5
奧	ŋau5
嶴	ŋau5
澳	ŋau5
䜒	ŋau5
𩟇	ŋau5
𩼈	ŋau5
隩	iuk7
隩	iuʔ7+
隩	ŋau5
墺	iuk7
墺	iuʔ7+
墺	ŋau5
磝	ŋau5
𢿣	tɕʰieu1
𢿣	tɕʰit7
𢿣	ŋau5
㑃	ŋau5
岰	ŋau5
袎	ŋau5
靿	ŋau5
箹	ŋau5
箹	ŋɔk7
箹	ŋɔʔ7+
奡	ŋau6
傲	ŋau6
𩳔	ŋau6
𣐾	hau1
蒿	hau1
薅	hau1
𧯌	hau1
茠	hau1
嗥	hau1
嗥	hau2
嚆	hau1
嗃	hau1
嗃	hau3
嗃	hɔk7
嗃	hɔʔ7+
灱	hau1
虓	hau1
㹲	hau1
庨	hau1
猇	hau1
猇	hau2
窙	hau1
𩾾	hau1
藃	hau1
藃	hau3
藃	ɕieu1
穘	hau1
髇	hau1
䬘	hau1
哮	hau1
哮	hau3
涍	hau1
涍	hau3
顤	hau1
顤	ȵieu5
顤	ȵieu6
獔	hau2
䫧	hau2
𩕍	hau2
𨚙	hau2
𨚙	ieu5
毫	hau2
𠢕	hau2
獆	hau2
噑	hau2
豪	hau2
𨼍	hau2
𣘫	hau2
獋	hau2
壕	hau2
嚎	hau2
濠	hau2
蠔	hau2
號	hau2
號	hau6
崤	hau2
㬵	hau2
胶	hau2
笅	hau2
洨	hau2
淆	hau2
㮁	hau2
𨠦	hau2
𦺔	hau2
㤊	hau2
㤊	hau6
爻	hau2
肴	hau2
䂚	hau2
倄	hau2
䋂	hau2
殽	hau2
餚	hau2
蚝	hau2
好	hau3
𡚽	hau3
𡥆	hau3
耗	hau3
孝	hau3
𡦳	hau3
𥢑	hau6
鎬	hau6
昊	hau6
昦	hau6
𨛴	hau6
浩	hau6
晧	hau6
皓	hau6
滈	hau6
滈	hɔk7
滈	hɔʔ7+
暭	hau6
薃	hau6
𧇼	hau6
顥	hau6
鰝	hau6
鰝	hɔk7
鰝	hɔʔ7+
灝	hau6
灝	kon3
号	hau6
𡠖	hau6
㙱	hau6
𤩭	hau6
𧬁	hau6
澩	hau6
澩	hɔk7
澩	hɔk8
澩	hɔʔ7+
澩	hɔʔ8+
澩	tsʰɔk7
澩	tsʰɔk8
澩	tsʰɔʔ7+
澩	tsʰɔʔ8+
効	hau6
俲	hau6
效	hau6
傚	hau6
𣱓	hau6
斅	hau6
䳝	pʰeu3
裒	pʰeu3
𩚭	pʰeu3
箁	pʰeu3
某	meu3
牡	meu3
𠭇	meu3
畞	meu3
畝	meu3
繆	meu5
繆	mieu5
繆	mieu6
繆	muk7
繆	muʔ7+
哞	meu5
牟	meu5
侔	meu5
劺	meu5
𦭷	meu5
恈	meu5
眸	meu5
蛑	meu5
䋷	meu5
䋷	mieu5
謀	meu5
麰	meu5
鴾	meu5
鍪	meu5
䱕	meu5
毪	meu5
鞪	meu5
鞪	muk7
鞪	muʔ7+
雺	meu5
雺	meu6
雺	muŋ5
雺	muŋ6
茂	meu6
袤	meu6
貿	meu6
愗	meu6
鄮	meu6
瞀	meu6
瞀	mɔk7
瞀	mɔʔ7+
𦼪	meu6
懋	meu6
苺	meu6
戊	meu6
缶	feu3
否	feu3
𡜊	feu3
缹	feu3
𩂆	feu3
芣	feu5
罘	feu5
𢀼	feu5
𦮹	feu5
琈	feu5
烰	feu5
涪	feu5
蜉	feu5
艀	feu5
鉜	feu5
𡦄	feu5
粰	feu5
䨗	feu5
𥰛	feu5
䳕	feu5
吺	teu1
剅	leu5
剅	teu1
侸	teu1
兜	teu1
𧯠	teu1
𥆖	teu1
兠	teu1
蔸	teu1
篼	teu1
𧢗	teu1
𩮷	teu1
郖	teu1
郖	tʰeu6
阧	teu3
抖	teu3
陡	teu3
蚪	teu3
㪷	teu3
斗	teu3
襡	suk8
襡	suʔ8+
襡	teu3
襡	teu5
襡	tʰeu6
襡	tʰuk8
襡	tʰuʔ8+
鬥	teu5
䬦	teu5
𧱓	teu5
䛠	teu5
𧱦	teu5
斣	teu5
闘	teu5
鬭	teu5
鬬	teu5
噣	teu5
噣	tsuk7
噣	tsuʔ7+
噣	tsɔk7
噣	tsɔʔ7+
噣	tsɨu5+
噣	tɕiu5
鋀	tʰeu1
偷	tʰeu1
鍮	tʰeu1
投	tʰeu2
𣪌	tʰeu2
㓱	tʰeu2
㢏	tʰeu2
骰	tʰeu2
頭	tʰeu2
𪁞	tʰeu2
𪎨	tʰeu2
亠	tʰeu2
坄	tʰeu2
坄	yt7
妵	tʰeu3
鈄	tʰeu3
斢	tʰeu3
黈	tʰeu3
𪌘	tʰeu3
𩿢	tʰeu3
𩿢	tʰeu6
䱏	tʰeu3
蘣	tʰeu3
飳	tʰeu3
𪌜	tʰeu3
咅	tʰeu3
透	tʰeu3
𧺢	tʰeu3
㰯	heu3
㰯	tʰeu3
䟝	tʰeu3
𠁁	tʰeu6
䕆	tʰeu6
𨪐	tʰeu6
豆	tʰeu6
荳	tʰeu6
浢	tʰeu6
㛒	tʰeu6
梪	tʰeu6
毭	tʰeu6
酘	tʰeu6
脰	tʰeu6
䄈	tʰeu6
痘	tʰeu6
餖	tʰeu6
𩊪	tʰeu6
𤀨	tʰeu6
竇	tʰeu6
讀	tʰeu6
讀	tʰuk8
讀	tʰuʔ8+
嬈	leu3
嬈	ȵieu3
嬈	ɕieu3
𤛾	leu3
𧳨	leu3
擾	leu3
𢹎	leu3
遶	leu3
繞	leu3
繞	leu6
㝅	kieu5
㝅	leu3
𡭾	leu3
啂	leu3
㳶	leu3
𡝦	leu3
嘍	leu3
嘍	leu5
𪍣	leu3
塿	leu3
甊	leu3
㪹	leu3
䅹	leu3
沑	leu3
沑	ȵiuk7
沑	ȵiuʔ7+
禸	leu3
禸	ȵiu3
𠘯	leu3
𠘯	ȵiu3
粈	leu3
葇	leu3
葇	leu5
煣	leu3
煣	leu6
𥠊	leu3
輮	leu3
輮	leu6
蹂	leu3
蹂	leu5
蹂	leu6
韖	leu3
楺	leu3
襓	leu5
饒	ieu5
饒	leu5
饒	ȵieu5
㹛	leu5
蟯	ieu1
蟯	leu5
蕘	leu5
羺	leu5
䨲	leu5
䨲	uan6
𠞭	leu5
𠞭	leu6
遱	leu5
廔	leu5
樓	leu5
𤬏	leu5
耬	leu5
螻	leu5
艛	leu5
𦎹	leu5
𧁾	leu5
鞻	leu5
髏	leu5
柔	leu5
𨛶	leu5
揉	leu5
瑈	leu5
䐓	leu5
腬	leu5
腬	ȵiu6
㽥	leu5
蝚	leu5
鍒	leu5
鞣	leu5
鞣	leu6
䰆	leu5
騥	leu5
鰇	leu5
鶔	leu5
𣫌	leu6
槈	leu6
耨	leu6
耨	luk7
耨	luʔ7+
鎒	leu6
譳	leu6
搙	leu6
搙	luk7
搙	luʔ7+
搙	lɔk7
搙	lɔʔ7+
𧷡	leu6
陋	leu6
屚	leu6
𦸢	leu6
漏	leu6
𣤋	leu6
瘺	leu6
𧫞	leu6
𨫒	leu6
蔄	leu6
蔄	man6
朝	tseu1
朝	tsʰeu2
𦩻	tseu1
召	tseu1
召	tsʰeu6
皽	tsen3
皽	tseu1
招	tseu1
昭	tseu1
盄	tseu1
釗	tseu1
釗	tɕieu1
鉊	tseu1
棷	seu3
棷	tseu1
棷	tsʰeu3
𣠏	tseu1
齱	tseu1
齱	tsʰɔk7
齱	tsʰɔʔ7+
䑼	tseu1
騶	tseu1
郰	tseu1
鄒	tseu1
箃	tseu1
𨃘	tseu1
黀	tseu1
搊	tseu1
搊	tseu3
搊	tsʰeu1
㑳	lat7
㑳	tseu1
㑳	tsʰeu6
沼	tseu3
菬	tseu3
菬	tɕʰieu2
䈃	tseu3
走	tseu3
𧌗	tseu3
𠧙	seu5
𠧙	seu6
𠧙	tseu5
炤	tseu5
𨹸	tseu5
詔	tseu5
照	tseu5
曌	tseu5
奏	tseu5
揍	tseu5
甃	tseu5
皺	tseu5
𠰉	tsʰeu1
𢁾	tsʰeu1
怊	tsʰeu1
欩	tsʰeu1
超	tsʰeu1
䫿	tsʰeu1
弨	tsʰeu1
弨	tsʰeu3
𢬆	tsʰeu1
㮲	tsʰeu1
醔	tsʰeu1
篘	tsʰeu1
𥻤	tsʰeu1
芻	tsʰeu1
犓	tsʰeu1
晁	tsʰeu2
潮	tsʰeu2
鼂	tsʰeu2
𪓙	tsʰeu2
㔌	tsʰeu2
㔌	tsʰeu6
愁	tsʰeu2
㵞	tsʰeu2
巐	tsʰeu3
朓	tsʰeu3
朓	tʰieu1
朓	tʰieu3
脁	tsʰeu3
眧	tsʰeu3
麨	tsʰeu3
𪍑	tsʰeu3
楢	iu5
楢	tsʰeu3
湊	tsʰeu3
楱	tsʰeu3
楱	tsʰeu6
腠	tsʰeu3
輳	tsʰeu3
𧱪	tsʰeu3
𪉮	tsʰeu3
蔟	tsʰeu3
蔟	tsʰuk7
蔟	tsʰuʔ7+
嗾	seu3
嗾	seu5
嗾	tsʰeu3
瞅	tsʰeu3
𩋄	tsʰeu3
𩌄	tsʰeu3
遚	tsʰeu3
䔏	tsʰeu3
簉	tsʰeu3
兆	tsʰeu6
𠧞	tsʰeu6
垗	tsʰeu6
狣	tsʰeu6
肁	tsʰeu6
旐	tsʰeu6
䍮	tsʰeu6
趙	tsʰeu6
肈	tsʰeu6
肇	tsʰeu6
鮡	tsʰeu6
鮡	tʰieu2
䠫	tsʰeu6
𥣙	tsʰeu6
僽	tsʰeu6
驟	tsʰeu6
燒	seu1
𤬖	ieu5
𤬖	seu1
鏉	seu1
鏉	seu5
𠘂	seu1
摗	seu1
鎪	seu1
䩳	seu1
𩌱	seu1
𩮶	seu1
涑	seu1
涑	suk7
涑	suʔ7+
涑	ɕiuk7
涑	ɕiuʔ7+
𡠼	seu1
犙	san1
犙	seu1
捜	seu1
鄋	seu1
𨜛	seu1
搜	seu1
𢯱	seu1
蒐	seu1
獀	seu1
廋	seu1
廋	seu3
溲	seu1
溲	seu3
䗏	seu1
𧽏	seu1
𧽏	suk7
𧽏	suʔ7+
醙	seu1
醙	ɕiu3
䤇	seu1
䤇	ɕiu3
䤹	seu1
餿	seu1
𩜯	seu1
䐹	seu1
䐹	ɕieu5
颼	seu1
䬒	seu1
騪	seu1
䮟	seu1
𣸈	seu1
𣸈	seu3
𧼭	seu1
𧼭	suk7
𧼭	suʔ7+
少	seu3
少	seu5
𨙹	seu3
𨙹	tɕieu3
䒚	seu3
𥈃	seu3
駷	seu3
駷	suŋ3
廀	seu3
叟	seu3
叜	seu3
傁	seu3
𠊯	seu3
𠋢	seu3
𠻛	seu3
瞍	seu3
瞍	ɕieu1
䏂	seu3
𦖪	seu3
謏	seu3
謏	seu5
謏	suk7
謏	suʔ7+
謏	ɕieu3
擻	seu3
藪	seu3
𧩮	seu3
𧩮	ɕieu3
𢃳	seu5
𢑦	seu5
玿	seu5
㸛	seu5
𦯐	seu5
韶	seu5
㲈	seu5
柖	seu5
軺	ieu5
軺	seu5
佋	seu5
佋	seu6
漱	seu5
欶	seu5
欶	sɔk7
欶	sɔʔ7+
嗽	seu5
嗽	suk7
嗽	suʔ7+
嗽	sɔk7
嗽	sɔʔ7+
瘶	seu5
瘦	seu5
𤸃	seu5
嗖	seu5
嗖	suk7
嗖	suʔ7+
袑	seu6
紹	seu6
䙼	seu6
綤	seu6
卲	seu6
邵	seu6
劭	seu6
𠣫	seu6
䬰	seu6
齁	heu1
𪅺	heu1
𥎦	heu2
侯	heu2
矦	heu2
葔	heu2
喉	heu2
帿	heu2
猴	heu2
㮢	heu2
𧮶	heu2
睺	heu2
睺	heu6
銗	heu2
瘊	heu2
䙈	heu2
䗔	heu2
骺	heu2
篌	heu2
糇	heu2
翭	heu2
鍭	heu2
鍭	heu6
餱	heu2
䫛	heu2
鯸	heu2
鄇	heu2
鄇	heu6
吽	heu3
吼	heu3
㖃	heu3
㖃	heu6
𤘽	heu3
㸸	heu3
㸸	kʰieu3
㸸	ŋieu3
佝	heu3
訽	heu3
訽	heu6
詬	heu3
詬	kieu3
詬	kieu5
豞	heu3
䪷	heu3
后	heu6
郈	heu6
厚	heu6
垕	heu6
後	heu6
𨒥	heu6
𣣠	heu6
逅	heu6
候	heu6
𠋫	heu6
堠	heu6
䞧	heu6
䞀	heu6
鮜	heu6
鱟	heu6
髟	pieu1
髟	san1
猋	pieu1
蔈	pieu1
幖	pieu1
標	pieu1
熛	pieu1
𦠎	pieu1
𦠎	pʰieu1
瘭	pieu1
𣄠	pieu1
贆	pieu1
爂	pieu1
飆	pieu1
飊	pieu1
驫	pieu1
㠒	pieu1
𧽤	pieu1
𧽤	pʰieu1
杓	pieu1
杓	pʰieu1
杓	sɔk8
杓	sɔʔ8+
杓	tit7
儦	pieu1
瀌	pieu1
瀌	pʰieu2
臕	pieu1
𦔩	pieu1
𧥍	pieu1
鑣	pieu1
𩽁	pieu1
鰾	pieu1
鰾	pʰieu6
彪	pieu1
㟽	pieu3
褾	pieu3
𧢄	pieu3
表	pieu3
𧘝	pieu3
婊	pieu3
裱	pieu3
䔸	pieu3
錶	pieu3
𧞧	pieu3
俵	pieu3
嫑	pieu5
膘	pʰieu1
摽	pʰieu1
摽	pʰieu3
摽	pʰieu6
𤐫	pʰieu1
鏢	pʰieu1
彯	pʰieu1
彯	pʰieu3
漂	pʰieu1
漂	pʰieu3
翲	pʰieu1
翲	pʰieu3
螵	pʰieu1
螵	pʰieu2
旚	pʰieu1
𨄏	pʰieu1
犥	pʰieu1
犥	pʰieu3
飄	pʰieu1
飄	pʰieu2
𩙒	pʰieu1
瞟	pʰieu1
瞟	pʰieu3
𪅃	pʰieu1
僄	pʰieu1
僄	pʰieu3
嘌	pʰieu1
慓	pʰieu1
慓	pʰieu3
慓	pʰieu6
𣞈	pʰieu2
剽	pʰieu2
剽	pʰieu3
瓢	pʰieu2
薸	pʰieu2
淲	pʰieu2
𩖛	pʰieu2
𩖛	pʰuŋ2
嫖	pʰieu2
嫖	pʰieu3
縹	pʰieu3
篻	mieu5
篻	pʰieu3
醥	pʰieu3
顠	pʰieu3
顠	pʰieu6
皫	pʰieu3
票	pʰieu3
勡	pʰieu3
㬓	pʰieu3
䏇	pʰieu3
𦳤	pʰieu6
𠬪	pʰieu6
𧴎	pʰieu6
㹾	pʰieu6
㰶	pʰieu6
𢹰	pʰieu6
𦭼	pʰieu6
𩮳	pʰieu6
驃	pʰieu6
杪	mieu3
眇	mieu3
秒	mieu3
𦳥	mieu3
淼	mieu3
渺	mieu3
篎	mieu3
篎	mieu6
緲	mieu3
藐	mieu3
藐	mɔk7
藐	mɔʔ7+
喵	mieu5
苗	mieu5
描	mieu5
瞄	mieu5
鶓	mieu5
䖢	mieu5
𪃦	mieu5
㠺	mieu5
鷚	liu6
鷚	mieu5
鷚	tɕʰiu2
覅	mieu6
妙	mieu6
玅	mieu6
庿	mieu6
廟	mieu6
謬	mieu6
刁	tieu1
𠚥	tieu1
叼	tieu1
䂏	tieu1
凋	tieu1
𧘨	tieu1
奝	tieu1
蛁	tieu1
𦨣	tieu1
彫	tieu1
弴	tieu1
弴	tun1
弴	tɨn1+
琱	tieu1
貂	tieu1
𦶌	tieu1
碉	tieu1
𩾗	tieu1
𩾗	tɕieu1
㚋	tieu1
瞗	tieu1
雕	tieu1
鵰	tieu1
鯛	tieu1
𧜣	tieu1
𧜣	tieu3
䒒	tieu1
䯾	tieu1
䯾	tsɨu5+
䯾	tɕiu5
䯾	tʰieu2
隝	tieu3
𠄏	tieu3
扚	tiak7-
扚	tiaʔ7+
扚	tieu3
𢁕	tieu3
䄪	tieu3
屌	tieu3
伄	tieu3
伄	tieu5
窵	tieu3
窵	tieu5
窵	yt7
釕	tieu3
蔦	tieu3
蔦	tieu5
䲽	sɨt7
䲽	sɨt8
䲽	tieu3
䲽	ɕit7
䲽	ɕit8
佻	tieu3
佻	tʰieu1
佻	tʰieu2
㣿	tieu3
㣿	tit7
㣿	tsɔk7
㣿	tsɔʔ7+
𨑩	tieu5
𨑩	tit7
弔	tieu5
弔	tit7
吊	tieu5
釣	tieu5
銱	tieu5
瘹	tieu5
掉	tieu5
掉	tʰieu3
掉	tʰieu6
挑	tʰieu1
庣	tʰieu1
恌	ieu5
恌	tʰieu1
祧	tʰieu1
聎	tʰieu1
𣂁	tɕʰieu1
𣂁	tʰieu1
蓧	tʰieu1
蓧	tʰit7
蓧	tʰit8
趒	tʰieu1
趒	tʰieu2
趒	tʰieu3
銚	ieu5
銚	tʰieu1
銚	tʰieu6
𠤼	tʰieu2
調	tʰieu2
調	tʰieu6
芀	tʰieu2
苕	tʰieu2
岧	tʰieu2
迢	tʰieu2
𣬸	tʰieu2
條	tʰieu2
笤	tʰieu2
𧌁	tʰieu2
樤	tʰieu2
蜩	tʰieu2
髫	tʰieu2
鋚	tʰieu2
䩦	tʰieu2
齠	tʰieu2
鰷	tʰieu2
嬥	tsʰɔk7
嬥	tsʰɔk8
嬥	tsʰɔʔ7+
嬥	tsʰɔʔ8+
嬥	tʰieu2
嬥	tʰieu6
䠷	tʰieu3
窱	tʰieu3
鋽	tʰieu3
眺	tʰieu3
粜	tʰieu3
絩	tʰieu3
覜	tʰieu3
𥺋	tʰieu3
糶	tʰieu3
跳	tʰieu3
𤕷	tʰieu6
𤱩	tʰieu6
䂽	tʰieu6
窕	tʰieu6
誂	tʰieu6
藋	tʰieu6
𥁮	tʰieu6
莜	tʰieu6
撩	lieu1
撩	lieu5
僚	lieu3
僚	lieu5
憭	lieu3
憭	lieu5
嫽	lieu3
嫽	lieu5
嫽	lieu6
璙	lieu3
璙	lieu5
璙	lieu6
燎	lieu3
燎	lieu5
燎	lieu6
繚	lieu3
繚	lieu5
𢻢	lieu3
爒	lieu3
䩍	lieu3
𢄺	lieu3
𢄺	tɕieu3
了	lieu3
𤁸	lieu3
镽	lieu3
𧘈	lieu3
䑠	lieu3
鄝	lieu3
蓼	lieu3
蓼	liuk7
蓼	liuʔ7+
𥗀	lieu3
瞭	lieu3
瞭	lieu5
髎	lieu5
聊	lieu5
膋	lieu5
漻	lieu5
憀	lieu5
憀	liu5
寥	lieu5
寥	lit7
㙩	lieu5
㙩	lieu6
遼	lieu5
敹	lieu5
嘹	lieu5
嘹	lieu6
嶚	lieu5
寮	lieu5
𡽐	lieu5
膫	lieu5
膫	lieu6
