汉字	ipa	声母	韵母	声调	
亦	jɪk1	j	ɪk	陽入	1
譯	jɪk1	j	ɪk	陽入	1
易	jɪk1	j	ɪk	陽入	1
藥	jɪk1	j	ɪk	陽入	1
鑰	jɪk1	j	ɪk	陽入	1
極	kɪk1	k	ɪk	陽入	1
逆	ŋɪk1	ŋ	ɪk	陽入	1
額	ŋɪk1	ŋ	ɪk	陽入	1
罷	pa31	p	a	陽去31	
罵	ma31	m	a	陽去31	
畫	wa31	w	a	陽去31	
話	wa31	w	a	陽去31	
下	ha31	h	a	陽去31	
夏	ha31	h	a	陽去31	
磨	mo31	m	o	陽去	31
臥	mo31	m	o	陽去	31
座	θo31	θ	o	陽去	31
惰	to31	t	o	陽去	31
座	to31	t	o	陽去	31
糯	no31	n	o	陽去	31
助	tʃʰo31	tʃʰ	o	陽去	31
傻	ʃo31	ʃ	o	陽去	31
餓	ŋo31	ŋ	o	陽去	31
賀	ho31	h	o	陽去	31
謝	θɛ31	θ	ɛ	陽去	31
射	ʃɛ31	ʃ	ɛ	陽去	31
夜	jɛ31	j	ɛ	陽去	31
座	θœ31	θ	œ	陽去	31
惰	tœ31	t	œ	陽去	31
怠	tœ31	t	œ	陽去	31
糯	nœ31	n	œ	陽去	31
唔	m31	m	自成音節	陽去	31
誤	ŋ31	ŋ	自成音節	陽去	31
悟	ŋ31	ŋ	自成音節	陽去	31
篦	pi31	p	i	陽去	31
避	pi31	p	i	陽去	31
鼻	pi31	p	i	陽去	31
備	pi31	p	i	陽去	31
被	pi31	p	i	陽去	31
未	mi31	m	i	陽去	31
味	mi31	m	i	陽去	31
自	θi31	θ	i	陽去	31
寺	θi31	θ	i	陽去	31
字	θi31	θ	i	陽去	31
飼	θi31	θ	i	陽去	31
地	ti31	t	i	陽去	31
利	li31	l	i	陽去	31
痢	li31	l	i	陽去	31
吏	li31	l	i	陽去	31
技	tʃi31	tʃ	i	陽去	31
妓	tʃi31	tʃ	i	陽去	31
治	tʃi31	tʃ	i	陽去	31
事	ʃi31	ʃ	i	陽去	31
士	ʃi31	ʃ	i	陽去	31
視	ʃi31	ʃ	i	陽去	31
示	ʃi31	ʃ	i	陽去	31
二	ȵi31	ȵ	i	陽去	31
義	ȵi31	ȵ	i	陽去	31
而	ȵi31	ȵ	i	陽去	31
易	ji31	j	i	陽去	31
忌	ki31	k	i	陽去	31
步	pu31	p	u	陽去	31
暮	mu31	m	u	陽去	31
慕	mu31	m	u	陽去	31
墓	mu31	m	u	陽去	31
募	mu31	m	u	陽去	31
霧	mu31	m	u	陽去	31
務	mu31	m	u	陽去	31
負	fu31	f	u	陽去	31
附	fu31	f	u	陽去	31
父	fu31	f	u	陽去	31
傅	fu31	f	u	陽去	31
腐	fu31	f	u	陽去	31
付	fu31	f	u	陽去	31
度	tu31	t	u	陽去	31
渡	tu31	t	u	陽去	31
鍍	tu31	t	u	陽去	31
杜	tu31	t	u	陽去	31
屠	tu31	t	u	陽去	31
怒	nu31	n	u	陽去	31
露	lu31	l	u	陽去	31
路	lu31	l	u	陽去	31
護	øu31	ø	u	陽去	31
互	øu31	ø	u	陽去	31
慮	ly31	l	y	陽去	31
濾	ly31	l	y	陽去	31
住	tʃy31	tʃ	y	陽去	31
樹	ʃy31	ʃ	y	陽去	31
豎	ʃy31	ʃ	y	陽去	31
遇	ȵy31	ȵ	y	陽去	31
寓	ȵy31	ȵ	y	陽去	31
具	ky31	k	y	陽去	31
預	hy31	h	y	陽去	31
裕	øy31	ø	y	陽去	31
喻	øy31	ø	y	陽去	31
譽	øy31	ø	y	陽去	31
預	øy31	ø	y	陽去	31
與	øy31	ø	y	陽去	31
參	øy31	ø	y	陽去	31
稗	pai31	p	ai	陽去	31
敗	pai31	p	ai	陽去	31
賣	mai31	m	ai	陽去	31
壞	wai31	w	ai	陽去	31
大	tai31	t	ai	陽去	31
賴	lai31	l	ai	陽去	31
外	ŋai31	ŋ	ai	陽去	31
袋	toi31	t	oi	陽去	31
代	toi31	t	oi	陽去	31
待	toi31	t	oi	陽去	31
貸	toi31	t	oi	陽去	31
奈	noi31	n	oi	陽去	31
內	noi31	n	oi	陽去	31
耐	noi31	n	oi	陽去	31
礙	ŋoi31	ŋ	oi	陽去	31
艾	ŋoi31	ŋ	oi	陽去	31
害	hoi31	h	oi	陽去	31
弊	pɐi31	p	ɐi	陽去	31
敝	pɐi31	p	ɐi	陽去	31
幣	pɐi31	p	ɐi	陽去	31
斃	pɐi31	p	ɐi	陽去	31
謎	mɐi31	m	ɐi	陽去	31
位	wɐi31	w	ɐi	陽去	31
胃	wɐi31	w	ɐi	陽去	31
蝟	wɐi31	w	ɐi	陽去	31
謂	wɐi31	w	ɐi	陽去	31
諱	wɐi31	w	ɐi	陽去	31
僞	wɐi31	w	ɐi	陽去	31
遞	tɐi31	t	ɐi	陽去	31
第	tɐi31	t	ɐi	陽去	31
隸	tɐi31	t	ɐi	陽去	31
膩	nɐi31	n	ɐi	陽去	31
麗	lɐi31	l	ɐi	陽去	31
例	lɐi31	l	ɐi	陽去	31
厲	lɐi31	l	ɐi	陽去	31
勵	lɐi31	l	ɐi	陽去	31
誓	ʃɐi31	ʃ	ɐi	陽去	31
藝	ŋɐi31	ŋ	ɐi	陽去	31
魏	ŋɐi31	ŋ	ɐi	陽去	31
僞	ŋɐi31	ŋ	ɐi	陽去	31
又	ŋɐi31	ŋ	ɐi	陽去	31
跪	kwɐi31	kw	ɐi	陽去	31
櫃	kwɐi31	kw	ɐi	陽去	31
妹	mui31	m	ui	陽去	31
昧	mui31	m	ui	陽去	31
匯	wui31	w	ui	陽去	31
會	wui31	w	ui	陽去	31
計	wui31	w	ui	陽去	31
隊	tui31	t	ui	陽去	31
兌	tui31	t	ui	陽去	31
又	tui31	t	ui	陽去	31
淚	lui31	l	ui	陽去	31
睡	ʃui31	ʃ	ui	陽去	31
慧	jui31	j	ui	陽去	31
惠	jui31	j	ui	陽去	31
穗	jui31	j	ui	陽去	31
蕊	jui31	j	ui	陽去	31
貌	mau31	m	au	陽去	31
鬧	nau31	n	au	陽去	31
肴	ŋau31	ŋ	au	陽去	31
淆	ŋau31	ŋ	au	陽去	31
校	hau31	h	au	陽去	31
效	hau31	h	au	陽去	31
爆	pɐu31	p	ɐu	陽去	31
暴	pɐu31	p	ɐu	陽去	31
貿	mɐu31	m	ɐu	陽去	31
茂	mɐu31	m	ɐu	陽去	31
冒	mɐu31	m	ɐu	陽去	31
帽	mɐu31	m	ɐu	陽去	31
埠	fɐu31	f	ɐu	陽去	31
阜	fɐu31	f	ɐu	陽去	31
袖	θɐu31	θ	ɐu	陽去	31
糙	θɐu31	θ	ɐu	陽去	31
就	θɐu31	θ	ɐu	陽去	31
豆	tɐu31	t	ɐu	陽去	31
痘	tɐu31	t	ɐu	陽去	31
盜	tɐu31	t	ɐu	陽去	31
稻	tɐu31	t	ɐu	陽去	31
道	tɐu31	t	ɐu	陽去	31
漏	lɐu31	l	ɐu	陽去	31
澇	lɐu31	l	ɐu	陽去	31
售	tʃɐu31	tʃ	ɐu	陽去	31
受	ʃɐu31	ʃ	ɐu	陽去	31
壽	ʃɐu31	ʃ	ɐu	陽去	31
授	ʃɐu31	ʃ	ɐu	陽去	31
又	jɐu31	j	ɐu	陽去	31
右	jɐu31	j	ɐu	陽去	31
宥	jɐu31	j	ɐu	陽去	31
祐	jɐu31	j	ɐu	陽去	31
舊	kɐu31	k	ɐu	陽去	31
傲	ŋɐu31	ŋ	ɐu	陽去	31
熬	ŋɐu31	ŋ	ɐu	陽去	31
候	hɐu31	h	ɐu	陽去	31
後	hɐu31	h	ɐu	陽去	31
號	hɐu31	h	ɐu	陽去	31
窖	hɐu31	h	ɐu	陽去	31
廟	miu31	m	iu	陽去	31
調	tiu31	t	iu	陽去	31
掉	tiu31	t	iu	陽去	31
料	liu31	l	iu	陽去	31
兆	tʃiu31	tʃ	iu	陽去	31
紹	ʃiu31	ʃ	iu	陽去	31
轎	kiu31	k	iu	陽去	31
濫	lam31	l	am	陽去	31
陷	ham31	h	am	陽去	31
餡	ham31	h	am	陽去	31
甚	ʃɐm31	ʃ	ɐm	陽去	31
任	ȵɐm31	ȵ	ɐm	陽去	31
漸	θim31	θ	im	陽去	31
暫	θim31	θ	im	陽去	31
念	nim31	n	im	陽去	31
驗	ȵim31	ȵ	im	陽去	31
儉	kim31	k	im	陽去	31
便	pin31	p	in	陽去	31
面	min31	m	in	陽去	31
賤	θin31	θ	in	陽去	31
電	tin31	t	in	陽去	31
殿	tin31	t	in	陽去	31
練	lin31	l	in	陽去	31
鍊	lin31	l	in	陽去	31
煉	lin31	l	in	陽去	31
纏	tʃin31	tʃ	in	陽去	31
善	ʃin31	ʃ	in	陽去	31
現	jin31	j	in	陽去	31
硯	jin31	j	in	陽去	31
健	kin31	k	in	陽去	31
腱	kin31	k	in	陽去	31
件	kin31	k	in	陽去	31
悶	mun31	m	un	陽去	31
換	wun31	w	un	陽去	31
喚	wun31	w	un	陽去	31
煥	wun31	w	un	陽去	31
篆	θyn31	θ	yn	陽去	31
段	tyn31	t	yn	陽去	31
鍛	tyn31	t	yn	陽去	31
緞	tyn31	t	yn	陽去	31
嫩	nyn31	n	yn	陽去	31
亂	lyn31	l	yn	陽去	31
傳	tʃʰyn31	tʃʰ	yn	陽去	31
願	ȵyn31	ȵ	yn	陽去	31
倦	kyn31	k	yn	陽去	31
倦	kʰyn31	kʰ	yn	陽去	31
縣	øyn31	ø	yn	陽去	31
院	øyn31	ø	yn	陽去	31
辦	pan31	p	an	陽去	31
慢	man31	m	an	陽去	31
萬	man31	m	an	陽去	31
蔓	man31	m	an	陽去	31
漫	man31	m	an	陽去	31
邁	man31	m	an	陽去	31
飯	fan31	f	an	陽去	31
犯	fan31	f	an	陽去	31
患	wan31	w	an	陽去	31
宦	wan31	w	an	陽去	31
但	tan31	t	an	陽去	31
彈	tan31	t	an	陽去	31
蛋	tan31	t	an	陽去	31
難	nan31	n	an	陽去	31
爛	lan31	l	an	陽去	31
棧	tʃan31	tʃ	an	陽去	31
賺	tʃan31	tʃ	an	陽去	31
顏	ŋan31	ŋ	an	陽去	31
雁	ŋan31	ŋ	an	陽去	31
頑	ŋan31	ŋ	an	陽去	31
限	han31	h	an	陽去	31
莧	han31	h	an	陽去	31
笨	pɐn31	p	ɐn	陽去	31
問	mɐn31	m	ɐn	陽去	31
份	fɐn31	f	ɐn	陽去	31
運	wɐn31	w	ɐn	陽去	31
混	wɐn31	w	ɐn	陽去	31
韻	wɐn31	w	ɐn	陽去	31
盾	tɐn31	t	ɐn	陽去	31
鈍	tɐn31	t	ɐn	陽去	31
遁	tɐn31	t	ɐn	陽去	31
屯	tɐn31	t	ɐn	陽去	31
豚	tɐn31	t	ɐn	陽去	31
吝	lɐn31	l	ɐn	陽去	31
論	lɐn31	l	ɐn	陽去	31
陣	tʃɐn31	tʃ	ɐn	陽去	31
順	ʃɐn31	ʃ	ɐn	陽去	31
純	ʃɐn31	ʃ	ɐn	陽去	31
蒓	ʃɐn31	ʃ	ɐn	陽去	31
慎	ʃɐn31	ʃ	ɐn	陽去	31
閏	ȵɐn31	ȵ	ɐn	陽去	31
認	ȵɐn31	ȵ	ɐn	陽去	31
孕	ȵɐn31	ȵ	ɐn	陽去	31
潤	ȵɐn31	ȵ	ɐn	陽去	31
賃	ȵɐn31	ȵ	ɐn	陽去	31
刃	ȵɐn31	ȵ	ɐn	陽去	31
恨	hɐn31	h	ɐn	陽去	31
辨	pɛn31	p	ɛn	陽去	31
辯	pɛn31	p	ɛn	陽去	31
岸	ŋon31	ŋ	on	陽去	31
汗	hon31	h	on	陽去	31
夢	moŋ31	m	oŋ	陽去	31
俸	foŋ31	f	oŋ	陽去	31
鳳	foŋ31	f	oŋ	陽去	31
誦	θoŋ31	θ	oŋ	陽去	31
頌	θoŋ31	θ	oŋ	陽去	31
訟	θoŋ31	θ	oŋ	陽去	31
洞	toŋ31	t	oŋ	陽去	31
弄	loŋ31	l	oŋ	陽去	31
仲	tʃoŋ31	tʃ	oŋ	陽去	31
用	joŋ31	j	oŋ	陽去	31
共	koŋ31	k	oŋ	陽去	31
烘	hoŋ31	h	oŋ	陽去	31
望	mɔːŋ(uɔŋ)31	m	ɔːŋ(uɔŋ)	陽去	31
旺	wɔːŋ(uɔŋ)31	w	ɔːŋ(uɔŋ)	陽去	31
藏	θɔːŋ(uɔŋ)31	θ	ɔːŋ(uɔŋ)	陽去	31
臟	θɔːŋ(uɔŋ)31	θ	ɔːŋ(uɔŋ)	陽去	31
浪	lɔːŋ(uɔŋ)31	l	ɔːŋ(uɔŋ)	陽去	31
狀	tʃɔːŋ(uɔŋ)31	tʃ	ɔːŋ(uɔŋ)	陽去	31
撞	tʃɔːŋ(uɔŋ)31	tʃ	ɔːŋ(uɔŋ)	陽去	31
巷	hɔːŋ(uɔŋ)31	h	ɔːŋ(uɔŋ)	陽去	31
降	hɔːŋ(uɔŋ)31	h	ɔːŋ(uɔŋ)	陽去	31
又	hɔːŋ(uɔŋ)31	h	ɔːŋ(uɔŋ)	陽去	31
病	pɪŋ31	p	ɪŋ	陽去	31
命	mɪŋ31	m	ɪŋ	陽去	31
凈	θɪŋ31	θ	ɪŋ	陽去	31
定	tɪŋ31	t	ɪŋ	陽去	31
另	lɪŋ31	l	ɪŋ	陽去	31
令	lɪŋ31	l	ɪŋ	陽去	31
鄭	tʃɪŋ31	tʃ	ɪŋ	陽去	31
剩	ʃɪŋ31	ʃ	ɪŋ	陽去	31
盛	ʃɪŋ31	ʃ	ɪŋ	陽去	31
勁	kɪŋ31	k	ɪŋ	陽去	31
競	kʰɪŋ31	kʰ	ɪŋ	陽去	31
硬	ŋɪŋ31	ŋ	ɪŋ	陽去	31
幸	hɪŋ31	h	ɪŋ	陽去	31
孟	mɐŋ31	m	ɐŋ	陽去	31
贈	θɐŋ31	θ	ɐŋ	陽去	31
鄧	tɐŋ31	t	ɐŋ	陽去	31
硬	ŋɐŋ31	ŋ	ɐŋ	陽去	31
杏	hɐŋ31	h	ɐŋ	陽去	31
匠	θiaŋ31	θ	iaŋ	陽去	31
諒	liaŋ31	l	iaŋ	陽去	31
量	liaŋ31	l	iaŋ	陽去	31
丈	tʃiaŋ31	tʃ	iaŋ	陽去	31
仗	tʃiaŋ31	tʃ	iaŋ	陽去	31
上	ʃiaŋ31	ʃ	iaŋ	陽去	31
尚	ʃiaŋ31	ʃ	iaŋ	陽去	31
讓	ȵiaŋ31	ȵ	iaŋ	陽去	31
樣	jiaŋ31	j	iaŋ	陽去	31
恙	jiaŋ31	j	iaŋ	陽去	31
爬	pʰa131	pʰ	a	陽平131	
麻	ma131	m	a	陽平131	
華	wa131	w	a	陽平131	
鏵	wa131	w	a	陽平131	
挪	na131	n	a	陽平131	
拿	na131	n	a	陽平131	
查	tʃʰa131	tʃʰ	a	陽平131	
搽	tʃʰa131	tʃʰ	a	陽平131	
茶	tʃʰa131	tʃʰ	a	陽平131	
牙	ŋa131	ŋ	a	陽平131	
芽	ŋa131	ŋ	a	陽平131	
霞	ha131	h	a	陽平131	
婆	pʰo131	pʰ	o	陽平	131
磨	mo131	m	o	陽平	131
和	wo131	w	o	陽平	131
禾	wo131	w	o	陽平	131
駝	tʰo131	tʰ	o	陽平	131
馱	tʰo131	tʰ	o	陽平	131
挪	no131	n	o	陽平	131
羅	lo131	l	o	陽平	131
鑼	lo131	l	o	陽平	131
籮	lo131	l	o	陽平	131
鋤	tʃʰo131	tʃʰ	o	陽平	131
蛾	ŋo131	ŋ	o	陽平	131
鵝	ŋo131	ŋ	o	陽平	131
俄	ŋo131	ŋ	o	陽平	131
何	ho131	h	o	陽平	131
河	ho131	h	o	陽平	131
邪	θɛ131	θ	ɛ	陽平	131
蛇	ʃɛ131	ʃ	ɛ	陽平	131
瘸	kʰɛ131	kʰ	ɛ	陽平	131
梧	ŋ131	ŋ	自成音節	陽平	131
吳	ŋ131	ŋ	自成音節	陽平	131
皮	pʰi131	pʰ	i	陽平	131
微	mi131	m	i	陽平	131
眉	mi131	m	i	陽平	131
肥	fi131	f	i	陽平	131
祠	θi131	θ	i	陽平	131
辭	θi131	θ	i	陽平	131
詞	θi131	θ	i	陽平	131
瓷	θi131	θ	i	陽平	131
糍	θi131	θ	i	陽平	131
慈	θi131	θ	i	陽平	131
磁	θi131	θ	i	陽平	131
飼	θi131	θ	i	陽平	131
尼	ni131	n	i	陽平	131
梨	li131	l	i	陽平	131
釐	li131	l	i	陽平	131
貍	li131	l	i	陽平	131
離	li131	l	i	陽平	131
籬	li131	l	i	陽平	131
遲	tʃʰi131	tʃʰ	i	陽平	131
池	tʃʰi131	tʃʰ	i	陽平	131
馳	tʃʰi131	tʃʰ	i	陽平	131
時	ʃi131	ʃ	i	陽平	131
匙	ʃi131	ʃ	i	陽平	131
兒	ȵi131	ȵ	i	陽平	131
疑	ȵi131	ȵ	i	陽平	131
遺	ji131	j	i	陽平	131
夷	ji131	j	i	陽平	131
姨	ji131	j	i	陽平	131
移	ji131	j	i	陽平	131
宜	ji131	j	i	陽平	131
異	ji131	j	i	陽平	131
棋	kʰi131	kʰ	i	陽平	131
麒	kʰi131	kʰ	i	陽平	131
期	kʰi131	kʰ	i	陽平	131
奇	kʰi131	kʰ	i	陽平	131
騎	kʰi131	kʰ	i	陽平	131
其	kʰi131	kʰ	i	陽平	131
祈	kʰi131	kʰ	i	陽平	131
蒲	pʰu131	pʰ	u	陽平	131
葡	pʰu131	pʰ	u	陽平	131
脯	pʰu131	pʰ	u	陽平	131
無	mu131	m	u	陽平	131
扶	fu131	f	u	陽平	131
符	fu131	f	u	陽平	131
穌	θu131	θ	u	陽平	131
徒	tʰu131	tʰ	u	陽平	131
途	tʰu131	tʰ	u	陽平	131
塗	tʰu131	tʰ	u	陽平	131
圖	tʰu131	tʰ	u	陽平	131
屠	tʰu131	tʰ	u	陽平	131
奴	nu131	n	u	陽平	131
盧	lu131	l	u	陽平	131
爐	lu131	l	u	陽平	131
蘆	lu131	l	u	陽平	131
驢	lu131	l	u	陽平	131
胡	øu131	ø	u	陽平	131
湖	øu131	ø	u	陽平	131
糊	øu131	ø	u	陽平	131
狐	øu131	ø	u	陽平	131
葫	øu131	ø	u	陽平	131
壺	øu131	ø	u	陽平	131
鬍	øu131	ø	u	陽平	131
徐	θy131	θ	y	陽平	131
除	tʃʰy131	tʃʰ	y	陽平	131
廚	tʃʰy131	tʃʰ	y	陽平	131
殊	ʃy131	ʃ	y	陽平	131
魚	ȵy131	ȵ	y	陽平	131
愚	ȵy131	ȵ	y	陽平	131
虞	ȵy131	ȵ	y	陽平	131
娛	ȵy131	ȵ	y	陽平	131
如	ȵy131	ȵ	y	陽平	131
如	hy131	h	y	陽平	131
又	hy131	h	y	陽平	131
余	øy131	ø	y	陽平	131
餘	øy131	ø	y	陽平	131
榆	øy131	ø	y	陽平	131
愉	øy131	ø	y	陽平	131
牌	pʰai131	pʰ	ai	陽平	131
排	pʰai131	pʰ	ai	陽平	131
埋	mai131	m	ai	陽平	131
懷	wai131	w	ai	陽平	131
槐	wai131	w	ai	陽平	131
淮	wai131	w	ai	陽平	131
柴	ʃai131	ʃ	ai	陽平	131
捱	ŋai131	ŋ	ai	陽平	131
鞋	hai131	h	ai	陽平	131
才	θoi131	θ	oi	陽平	131
財	θoi131	θ	oi	陽平	131
材	θoi131	θ	oi	陽平	131
裁	θoi131	θ	oi	陽平	131
臺	tʰoi131	tʰ	oi	陽平	131
抬	tʰoi131	tʰ	oi	陽平	131
來	loi131	l	oi	陽平	131
孩	hoi131	h	oi	陽平	131
迷	mɐi131	m	ɐi	陽平	131
圍	wɐi131	w	ɐi	陽平	131
違	wɐi131	w	ɐi	陽平	131
維	wɐi131	w	ɐi	陽平	131
惟	wɐi131	w	ɐi	陽平	131
爲	wɐi131	w	ɐi	陽平	131
齊	θɐi131	θ	ɐi	陽平	131
臍	θɐi131	θ	ɐi	陽平	131
題	tʰɐi131	tʰ	ɐi	陽平	131
提	tʰɐi131	tʰ	ɐi	陽平	131
啼	tʰɐi131	tʰ	ɐi	陽平	131
蹄	tʰɐi131	tʰ	ɐi	陽平	131
堤	tʰɐi131	tʰ	ɐi	陽平	131
泥	nɐi131	n	ɐi	陽平	131
犁	lɐi131	l	ɐi	陽平	131
黎	lɐi131	l	ɐi	陽平	131
危	ŋɐi131	ŋ	ɐi	陽平	131
桅	ŋɐi131	ŋ	ɐi	陽平	131
葵	kʰwɐi131	kʰw	ɐi	陽平	131
黴	mui131	m	ui	陽平	131
梅	mui131	m	ui	陽平	131
枚	mui131	m	ui	陽平	131
媒	mui131	m	ui	陽平	131
回	wui131	w	ui	陽平	131
隋	θui131	θ	ui	陽平	131
隨	θui131	θ	ui	陽平	131
雷	lui131	l	ui	陽平	131
擂	lui131	l	ui	陽平	131
槌	tʃʰui131	tʃʰ	ui	陽平	131
錘	tʃʰui131	tʃʰ	ui	陽平	131
垂	ʃui131	ʃ	ui	陽平	131
誰	ʃui131	ʃ	ui	陽平	131
矛	mau131	m	au	陽平	131
茅	mau131	m	au	陽平	131
撓	nau131	n	au	陽平	131
錨	nau131	n	au	陽平	131
巢	tʃʰau131	tʃʰ	au	陽平	131
袍	pʰɐu131	pʰ	ɐu	陽平	131
謀	mɐu131	m	ɐu	陽平	131
毛	mɐu131	m	ɐu	陽平	131
浮	fɐu131	f	ɐu	陽平	131
曹	θɐu131	θ	ɐu	陽平	131
槽	θɐu131	θ	ɐu	陽平	131
囚	θɐu131	θ	ɐu	陽平	131
投	tʰɐu131	tʰ	ɐu	陽平	131
頭	tʰɐu131	tʰ	ɐu	陽平	131
桃	tʰɐu131	tʰ	ɐu	陽平	131
陶	tʰɐu131	tʰ	ɐu	陽平	131
掏	tʰɐu131	tʰ	ɐu	陽平	131
逃	tʰɐu131	tʰ	ɐu	陽平	131
流	lɐu131	l	ɐu	陽平	131
劉	lɐu131	l	ɐu	陽平	131
留	lɐu131	l	ɐu	陽平	131
榴	lɐu131	l	ɐu	陽平	131
硫	lɐu131	l	ɐu	陽平	131
琉	lɐu131	l	ɐu	陽平	131
溜	lɐu131	l	ɐu	陽平	131
樓	lɐu131	l	ɐu	陽平	131
摟	lɐu131	l	ɐu	陽平	131
勞	lɐu131	l	ɐu	陽平	131
牢	lɐu131	l	ɐu	陽平	131
澇	lɐu131	l	ɐu	陽平	131
酬	tʃʰɐu131	tʃʰ	ɐu	陽平	131
讎	tʃʰɐu131	tʃʰ	ɐu	陽平	131
綢	tʃʰɐu131	tʃʰ	ɐu	陽平	131
稠	tʃʰɐu131	tʃʰ	ɐu	陽平	131
籌	tʃʰɐu131	tʃʰ	ɐu	陽平	131
仇	ʃɐu131	ʃ	ɐu	陽平	131
愁	ʃɐu131	ʃ	ɐu	陽平	131
柔	ȵɐu131	ȵ	ɐu	陽平	131
揉	ȵɐu131	ȵ	ɐu	陽平	131
由	jɐu131	j	ɐu	陽平	131
遊	jɐu131	j	ɐu	陽平	131
游	jɐu131	j	ɐu	陽平	131
猶	jɐu131	j	ɐu	陽平	131
尤	jɐu131	j	ɐu	陽平	131
郵	jɐu131	j	ɐu	陽平	131
油	jɐu131	j	ɐu	陽平	131
求	kʰɐu131	kʰ	ɐu	陽平	131
球	kʰɐu131	kʰ	ɐu	陽平	131
牛	ŋɐu131	ŋ	ɐu	陽平	131
侯	hɐu131	h	ɐu	陽平	131
喉	hɐu131	h	ɐu	陽平	131
猴	hɐu131	h	ɐu	陽平	131
豪	hɐu131	h	ɐu	陽平	131
毫	hɐu131	h	ɐu	陽平	131
瓢	pʰiu131	pʰ	iu	陽平	131
嫖	pʰiu131	pʰ	iu	陽平	131
苗	miu131	m	iu	陽平	131
描	miu131	m	iu	陽平	131
條	tʰiu131	tʰ	iu	陽平	131
療	liu131	l	iu	陽平	131
聊	liu131	l	iu	陽平	131
遼	liu131	l	iu	陽平	131
朝	tʃʰiu131	tʃʰ	iu	陽平	131
潮	tʃʰiu131	tʃʰ	iu	陽平	131
饒	ȵiu131	ȵ	iu	陽平	131
搖	jiu131	j	iu	陽平	131
謠	jiu131	j	iu	陽平	131
窰	jiu131	j	iu	陽平	131
遙	jiu131	j	iu	陽平	131
姚	jiu131	j	iu	陽平	131
橋	kʰiu131	kʰ	iu	陽平	131
僑	kʰiu131	kʰ	iu	陽平	131
喬	kʰiu131	kʰ	iu	陽平	131
蠶	θam131	θ	am	陽平	131
譚	tʰam131	tʰ	am	陽平	131
談	tʰam131	tʰ	am	陽平	131
痰	tʰam131	tʰ	am	陽平	131
南	nam131	n	am	陽平	131
男	nam131	n	am	陽平	131
藍	lam131	l	am	陽平	131
籃	lam131	l	am	陽平	131
饞	ʃam131	ʃ	am	陽平	131
巖	ŋam131	ŋ	am	陽平	131
函	ham131	h	am	陽平	131
銜	ham131	h	am	陽平	131
尋	θɐm131	θ	ɐm	陽平	131
林	lɐm131	l	ɐm	陽平	131
淋	lɐm131	l	ɐm	陽平	131
臨	lɐm131	l	ɐm	陽平	131
沉	tʃʰɐm131	tʃʰ	ɐm	陽平	131
琴	kʰɐm131	kʰ	ɐm	陽平	131
禽	kʰɐm131	kʰ	ɐm	陽平	131
擒	kʰɐm131	kʰ	ɐm	陽平	131
含	hɐm131	h	ɐm	陽平	131
甜	tʰim131	tʰ	im	陽平	131
鐮	lim131	l	im	陽平	131
簾	lim131	l	im	陽平	131
帘	lim131	l	im	陽平	131
廉	lim131	l	im	陽平	131
蟬	ʃim131	ʃ	im	陽平	131
嚴	ȵim131	ȵ	im	陽平	131
巖	ȵim131	ȵ	im	陽平	131
閻	ȵim131	ȵ	im	陽平	131
鹽	jim131	j	im	陽平	131
簷	jim131	j	im	陽平	131
鉗	kɛm131	k	ɛm	陽平	131
棉	min131	m	in	陽平	131
眠	min131	m	in	陽平	131
綿	min131	m	in	陽平	131
前	θin131	θ	in	陽平	131
錢	θin131	θ	in	陽平	131
田	tʰin131	tʰ	in	陽平	131
填	tʰin131	tʰ	in	陽平	131
佃	tʰin131	tʰ	in	陽平	131
年	nin131	n	in	陽平	131
蓮	lin131	l	in	陽平	131
連	lin131	l	in	陽平	131
賢	jin131	j	in	陽平	131
燃	jin131	j	in	陽平	131
然	jin131	j	in	陽平	131
研	jin131	j	in	陽平	131
乾	kʰin131	kʰ	in	陽平	131
虔	kʰin131	kʰ	in	陽平	131
盤	pʰun131	pʰ	un	陽平	131
盆	pʰun131	pʰ	un	陽平	131
門	mun131	m	un	陽平	131
魂	wun131	w	un	陽平	131
泉	θyn131	θ	yn	陽平	131
存	θyn131	θ	yn	陽平	131
旋	θyn131	θ	yn	陽平	131
全	θyn131	θ	yn	陽平	131
椽	θyn131	θ	yn	陽平	131
團	tʰyn131	tʰ	yn	陽平	131
聯	lyn131	l	yn	陽平	131
戀	lyn131	l	yn	陽平	131
傳	tʃʰyn131	tʃʰ	yn	陽平	131
船	ʃyn131	ʃ	yn	陽平	131
言	ȵyn131	ȵ	yn	陽平	131
元	ȵyn131	ȵ	yn	陽平	131
原	ȵyn131	ȵ	yn	陽平	131
源	ȵyn131	ȵ	yn	陽平	131
拳	kʰyn131	kʰ	yn	陽平	131
顴	kʰyn131	kʰ	yn	陽平	131
權	kʰyn131	kʰ	yn	陽平	131
緣	øyn131	ø	yn	陽平	131
圓	øyn131	ø	yn	陽平	131
玄	øyn131	ø	yn	陽平	131
鉛	øyn131	ø	yn	陽平	131
袁	øyn131	ø	yn	陽平	131
園	øyn131	ø	yn	陽平	131
轅	øyn131	ø	yn	陽平	131
援	øyn131	ø	yn	陽平	131
員	øyn131	ø	yn	陽平	131
懸	øyn131	ø	yn	陽平	131
丸	øyn131	ø	yn	陽平	131
完	øyn131	ø	yn	陽平	131
蠻	man131	m	an	陽平	131
