// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	f	v	t	tʰ	n	l	ts	tsʰ	s	tʂ	tʂʰ	ʂ	ʐ	k	kʰ	ŋ	x
@FIN	aɣ̃
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
f	ə̃ŋ	去聲	憤 忿 糞 奮 份 鳳 奉 俸 蚍{蚍~螞：螞蟻的俗稱} 縫{牆~}
v	ə̃ŋ	平聲	溫 聞 瘟 文 蚊 紋 翁 雯 瓮
v	ə̃ŋ	上聲	穩 刎 吻 紊
v	ə̃ŋ	去聲	問 甕{大壇子：~中捉鱉}
t	ə̃ŋ	平聲	燈 登 蹬{用腳踢} 噔{擬聲詞}
t	ə̃ŋ	上聲	等 噔{咯~：擬聲詞}
t	ə̃ŋ	去聲	凳 鄧 澄{~清} 瞪 鐙 鞥{~拽，拉：給我把繩繩兒~上}
tʰ	ə̃ŋ	平聲	吞 騰 藤 滕 謄 疼
tʰ	ə̃ŋ	上聲	□{擬聲詞，物體掉落地面的聲音} □{~人：沒有根據地胡亂罵人} □{“得很”的合音}
n	ə̃ŋ	平聲	能 棱{三~柱} 楞
n	ə̃ŋ	去聲	恁{副詞，有“偏偏，硬”之意，表示埋怨，含貶義：你~不聽話}
l	ə̃ŋ	上聲	冷
l	ə̃ŋ	去聲	愣{頭腦不清楚：頭~很}
ts	ə̃ŋ	平聲	曾{姓} 增 爭 箏 睜 猙{~獰}
ts	ə̃ŋ	去聲	憎 贈 鋥{~光}
tsʰ	ə̃ŋ	平聲	層 蹭{磨~} 岑{姓} 曾{~經} 撐 鐺{烙餅用具，此音基本不說}
tsʰ	ə̃ŋ	上聲	噌{擬聲詞} □{表示程度深的副詞：你懶得~呢}
tsʰ	ə̃ŋ	去聲	襯 棖{椅子~~：椅子的橫樑} 蹭{~飯}
s	ə̃ŋ	平聲	森 僧 參{人~} 生 牲 甥 笙
s	ə̃ŋ	上聲	省 節{~~}
s	ə̃ŋ	去聲	滲{~透} □{因遇到某種突發情況而不知所措的狀態：把人一下~住了}
tʂ	ə̃ŋ	平聲	針 真 珍 貞 偵 正{~月} 斟 臻 榛 懲{~罰} 診 疹 征 蒸 拯{~救} 糝{玉米~子}
tʂ	ə̃ŋ	上聲	枕 震 振 整 診{又} 拯{又}
tʂ	ə̃ŋ	去聲	陣 鎮 症 證 鄭 正{~確} 政
tʂʰ	ə̃ŋ	平聲	陳 沉 晨 凌{~晨} 宸 塵 成 城 誠 呈 承 丞 臣 橙 稱{~重量} 程 盛{~滿} 懲
tʂʰ	ə̃ŋ	上聲	稱{~呼} 逞
tʂʰ	ə̃ŋ	去聲	乘{~法} 趁 秤
ʂ	ə̃ŋ	平聲	神 深 身 呻 伸 紳 申 繩 娠 升 聲
ʂ	ə̃ŋ	上聲	沈 審 嬸 晨{早~}
ʂ	ə̃ŋ	去聲	甚 盛{茂~} 腎 勝 剩 聖 慎 葚
ʐ	ə̃ŋ	平聲	人 任{姓} 仁 壬 妊 仍
ʐ	ə̃ŋ	上聲	紉 忍 扔{~掉} 韌 靫
ʐ	ə̃ŋ	去聲	認 任{責~} 刃
k	ə̃ŋ	平聲	跟 根 耕 羹 庚
k	ə̃ŋ	上聲	梗 埂 耿{姓；~直} 哽
k	ə̃ŋ	去聲	更{~加} 粳{~米，當地無此物}
kʰ	ə̃ŋ	平聲	坑 吭 鏗{~鏘有力}
kʰ	ə̃ŋ	上聲	肯 懇 墾 啃
ŋ	ə̃ŋ	平聲	恩
x	ə̃ŋ	平聲	哼 恆 亨 橫 衡 痕{傷~}
x	ə̃ŋ	上聲	很 狠
x	ə̃ŋ	去聲	恨 痕{又}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	p	pʰ	m	v	t	tʰ	n	l	ts	tsʰ	s	k	kʰ	ŋ	x	∅
@FIN	ɛi
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44
@TON	輕聲	21

// Initial	Final	Tone	CharList (Space separated)
p	ɛi	平聲	白 泊{梁山~，停~} 北 百 柏 伯 帛 擘{用手~開}
p	ɛi	上聲	擺
p	ɛi	去聲	拜 敗
pʰ	ɛi	平聲	排 牌 杯 坯 迫{壓~} 拍{打~子：唱歌時打節奏}
pʰ	ɛi	上聲	派{反動~} 胚 魄{七魂六~}
pʰ	ɛi	去聲	稗{~子：糧食中生長的雜草} 派{分~}
m	ɛi	平聲	埋{~沒} 墨 默{~寫} 陌 脈 麥
m	ɛi	去聲	買 賣 邁
v	ɛi	平聲	歪 喂{接電話時的應答聲}
v	ɛi	上聲	𠰻{外方言遠指代詞，那}
v	ɛi	去聲	外
t	ɛi	平聲	呆 逮{動詞，指憑運氣偶然得到某物或某機會：得~失} 德
t	ɛi	上聲	歹
t	ɛi	去聲	帶 代 戴 貸 袋 大{~夫} 怠 殆 貸
tʰ	ɛi	平聲	胎 台 天{~苔} 抬 忒 特
tʰ	ɛi	上聲	態 太{副詞}
tʰ	ɛi	去聲	泰 太{~陽}
n	ɛi	平聲	奶{動詞，給小孩喂奶}
n	ɛi	上聲	奶{名詞} 乃
n	ɛi	去聲	耐 奈
l	ɛi	平聲	來 萊 勒 肋
l	ɛi	去聲	賴 癩
ts	ɛi	平聲	災 栽 齋 則 澤 擇 宅 窄 摘 責 側{~稜睡：側身睡} 塞{給灶火~些柴}
ts	ɛi	上聲	宰 載 崽
ts	ɛi	去聲	再 在 債 寨
ts	ɛi	輕聲	□{“子哎”的合音}
tsʰ	ɛi	平聲	才 纔 猜 財 材 裁 柴 豺 差{出~} 廁 側{又} 測 拆 釵 策 冊
tsʰ	ɛi	上聲	彩 採 睬 棌 踩
tsʰ	ɛi	去聲	菜 蔡 搽{又}
tsʰ	ɛi	輕聲	嘖{擬聲詞，咂嘴的聲音}
s	ɛi	平聲	腮 鰓 瑟 虱 塞 色 嗇 澀 □{動詞，狗咬人：狗把我大腿~了一口}
s	ɛi	上聲	篩
s	ɛi	去聲	賽 曬
k	ɛi	平聲	該 格 革 隔 街
k	ɛi	上聲	改 解{把繩子~開}
k	ɛi	去聲	蓋 丐
kʰ	ɛi	平聲	開 揩 刻 克 客 □{~~：肯定和疑問式判斷句句末語氣詞：這是我媽~~}
kʰ	ɛi	上聲	凱 慨 漑 概 楷
ŋ	ɛi	平聲	哀 埃 挨 崖 捱 額 癌
ŋ	ɛi	上聲	礙 藹 矮 隘 扼 軛
ŋ	ɛi	去聲	愛 艾
x	ɛi	平聲	孩 亥 駭 鞋 核 赫
x	ɛi	上聲	海 嗨{嘆詞，用於向熟悉的人打招呼}
x	ɛi	去聲	害
∅	ɛi	平聲	哎 唉{擬聲詞，被人呼喚時的應答聲}
∅	ɛi	上聲	唉{嘆詞，表傷感、惋惜}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	ts	tsʰ	s
@FIN	ɿ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
ts	ɿ	平聲	支 枝 肢 梔{~子花} 只 資 姿 梓{故鄉~} 輜{~重} 之 芝 吱 臍{pʰu²¹³~眼} □{擬聲詞，紙張、布匹等撕裂的聲音}
ts	ɿ	上聲	紫 紙 脂 旨 指 子{長~} 牸{~牛} 滓 止 址 趾 籽 □{擬聲詞：①紙張、布匹等撕裂的聲音；②開門時發出的聲音}
ts	ɿ	去聲	字 姊 自 至 痔{~瘡} 志 誌 痣 地{~下}
tsʰ	ɿ	平聲	雌 瓷 遲 茲 滋{~味} 慈 磁 辭 詞 祠 摛{伸：手~著水裏頭} 賜 跐{物體被磨破：~破；用力踩踏、使勁揉搓}
tsʰ	ɿ	上聲	此 次{~數} 恥 嗤{~笑} 齒
tsʰ	ɿ	去聲	刺 翅 次{~品} 伺 疵{吹毛求~}
s	ɿ	平聲	斯 撕 嘶 賜 施 匙 氏{姓~} 私 尸 屍 嘶 思 絲 司 飼 詩 師 時 澌{~氣了：食物餿了} 獅 鷥{鷺~}
s	ɿ	上聲	死 矢 屎 使 史 駛
s	ɿ	去聲	是 事 四 肆 示 視 嗜 似 祀 寺 巳{辰~} 嗣 士 仕 柿 候 市 恃 始 試 侍
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	tʂ	tʂʰ	ʂ	ʐ
@FIN	ʅ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
tʂ	ʅ	平聲	知 只 蜘 稚 置 執 汁 侄 姪 秩 質 稙{早種禾} 直 值 職 織 殖 植 擲 隻 炙
tʂ	ʅ	去聲	滯{肚子~住了} 制 製 摯 智 致 治 這{~搭：近指代詞，這裏}
tʂʰ	ʅ	平聲	池 持 拭 尺 吃 赤 癡
tʂʰ	ʅ	上聲	馳 侈 恥 斥
ʂ	ʅ	平聲	十 濕 什{南關~子：地名} 拾 實 失 室 食 蝕 識 飾 適 釋 石 蜇{蜜蜂把人~了}
ʂ	ʅ	去聲	世 勢 誓 逝
ʐ	ʅ	平聲	日 肏{男女交合}
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	∅
@FIN	ε
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
∅	ε	平聲	兒 而
∅	ε	上聲	爾 耳 餌 扔{丟掉}
∅	ε	去聲	二 貳
// HSD Syllabary Data Partition
// 地区：甘肅省-平涼市-靜寧縣-城川鎮
// 来源：呂超榮《甘肅靜寧（城川）方言語音研究》
// 规范：HSD v1.0 (Strict-Typed)

@LOC	甘肅省-平涼市-靜寧縣-城川鎮
@SRC	呂超榮《甘肅靜寧（城川）方言語音研究》

@INI	l	tɕ	tɕʰ	ɕ	∅
@FIN	ỹŋ
@TON	平聲	213
@TON	上聲	52
@TON	去聲	44

// Initial	Final	Tone	CharList (Space separated)
l	ỹŋ	平聲	倫 淪 輪 侖
l	ỹŋ	上聲	□{~~子：形容人衣冠不整}
l	ỹŋ	去聲	論{~語}
tɕ	ỹŋ	平聲	均 軍 君 鈞
tɕ	ỹŋ	上聲	菌 迥{~然不同} 窘{~迫}
tɕ	ỹŋ	去聲	郡 俊 駿 峻 濬{~河}
tɕʰ	ỹŋ	平聲	裙 群 窮 瓊 皴{皮膚乾燥而缺乏細膩感：臉~了}
tɕʰ	ỹŋ	上聲	熗{①~面：用面粉拌土豆條等蒸制而成的一種面食；②夏天天氣悶熱；③用少量水蒸食物}
ɕ	ỹŋ	平聲	荀 旬 循 巡 勛 熏 薰 兄 胸 熊 雄 匈 凶 蕁{~黃}
ɕ	ỹŋ	去聲	殉 訓 馴 遜 頌 誦 訟
∅	ỹŋ	平聲	勻 云 雲 耘 芸 贇{人名} 榮 容 融 雍 蓉 庸 臃{~腫} 熔 榕 鎔 壅{將土攏在植物的根部：~蔥}
∅	ỹŋ	上聲	允 永 泳 咏 詠 擁 甬 勇 恿 慫{~} 涌 踴
∅	ỹŋ	去聲	用 熨{~斗} 韻 運 暈 孕{懷~}
