"汉字"	"拼音"	"IPA"	"注释"	"廈門"	"声调"	"调值"	"编号"	""	"缺音字"
"厝"	"tshoo5"	"tsʰɔ21"	""	""	""	""	""	""	""
"厝"	"tshook7"	"tsʰɔk32"	""	""	""	""	""	""	""
"蘇"	"soo1"	"sɔ44"	""	""	""	""	""	""	""
"酥"	"soo1"	"sɔ44"	""	""	""	""	""	""	""
"素"	"soo5"	"sɔ21"	""	""	""	""	""	""	""
"塑"	"sook7"	"sɔk32"	""	""	""	""	""	""	""
"訴"	"soo5"	"sɔ21"	""	""	""	""	""	""	""
"辜"	"koo1"	"kɔ44"	""	""	""	""	""	""	""
"孤"	"koo1"	"kɔ44"	""	""	""	""	""	""	""
"箍"	"khoo1"	"kʰɔ44"	""	""	""	""	""	""	""
"姑"	"koo1"	"kɔ44"	""	""	""	""	""	""	""
"估"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"古"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"賈"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"股"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"鼓"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"蠱"	"koo3"	"kɔ53"	""	""	""	""	""	""	""
"故"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"顧"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"固"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"雇"	"koo5"	"kɔ21"	""	""	""	""	""	""	""
"枯"	"khoo1"	"kʰɔ44"	""	""	""	""	""	""	""
"枯"	"koo1"	"kɔ44"	""	""	""	""	""	""	""
"苦"	"khoo3"	"kʰɔ53"	""	""	""	""	""	""	""
"庫"	"khoo5"	"kʰɔ21"	""	""	""	""	""	""	""
"褲"	"khoo5"	"kʰɔ21"	""	""	""	""	""	""	""
"梧"	"ngoo2"	"ŋɔ24"	""	""	""	""	""	""	""
"吾"	"ngoo2"	"ŋɔ24"	""	""	""	""	""	""	""
"吳"	"ngoo2"	"ŋɔ24"	""	""	""	""	""	""	""
"五"	"goo6"	"ɡɔ22"	"白"	""	""	""	""	""	""
"五"	"ngoo3"	"ŋɔ53"	"文"	""	""	""	""	""	""
"午"	"ngoo3"	"ŋɔ53"	""	""	""	""	""	""	""
"伍"	"goo6"	"ɡɔ22"	"白"	""	""	""	""	""	""
"伍"	"ngoo3"	"ŋɔ53"	"文"	""	""	""	""	""	""
"悟"	"ngoo6"	"ŋɔ22"	""	""	""	""	""	""	""
"誤"	"ngoo6"	"ŋɔ22"	""	""	""	""	""	""	""
"呼"	"khoo1"	"kʰɔ44"	"白"	""	""	""	""	""	""
"呼"	"hoo1"	"hɔ44"	"文"	""	""	""	""	""	""
"虎"	"hoo3"	"hɔ53"	""	""	""	""	""	""	""
"滸"	"hoo3"	"hɔ53"	""	""	""	""	""	""	""
"戽"	"hoo5"	"hɔ21"	""	""	""	""	""	""	""
"乎"	"hoo1"	"hɔ44"	""	""	""	""	""	""	""
"壺"	"oo2"	"ɔ24"	"白"	""	""	""	""	""	""
"壺"	"hoo2"	"hɔ24"	"文"	""	""	""	""	""	""
"瓠"	"hoo2"	"hɔ24"	""	""	""	""	""	""	""
"胡"	"oo2"	"ɔ24"	"白"	""	""	""	""	""	""
"胡"	"hoo2"	"hɔ24"	"文"	""	""	""	""	""	""
"狐"	"hoo2"	"hɔ24"	""	""	""	""	""	""	""
"湖"	"oo2"	"ɔ24"	"白"	""	""	""	""	""	""
"湖"	"hoo2"	"hɔ24"	"文"	""	""	""	""	""	""
"戶"	"hoo6"	"hɔ22"	""	""	""	""	""	""	""
"滬"	"hoo6"	"hɔ22"	""	""	""	""	""	""	""
"互"	"hoo6"	"hɔ22"	""	""	""	""	""	""	""
"護"	"hoo6"	"hɔ22"	""	""	""	""	""	""	""
"烏"	"oo1"	"ɔ44"	""	""	""	""	""	""	""
"污"	"u1"	"u44"	"俗"	""	""	""	""	""	""
"污"	"oo1"	"ɔ44"	""	""	""	""	""	""	""
"塢"	"oo5"	"ɔ21"	"俗"	""	""	""	""	""	""
"塢"	"u5"	"u21"	""	""	""	""	""	""	""
"惡"	"oonn5"	"ɔ̃21"	""	""	""	""	""	""	""
"女"	"lu3"	"lu53"	""	""	""	""	""	""	""
"女"	"li3"	"li53"	""	""	""	""	""	""	""
"廬"	"loo2"	"lɔ24"	"俗"	""	""	""	""	""	""
"廬"	"lu2"	"lu24"	""	""	""	""	""	""	""
"驢"	"lu2"	"lu24"	""	""	""	""	""	""	""
"呂"	"lu6"	"lu22"	""	""	""	""	""	""	""
"侶"	"lu6"	"lu22"	"白"	""	""	""	""	""	""
"侶"	"lu3"	"lu53"	"文"	""	""	""	""	""	""
"旅"	"lu3"	"lu53"	""	""	""	""	""	""	""
"慮"	"lu6"	"lu22"	""	""	""	""	""	""	""
"濾"	"lu6"	"lu22"	""	""	""	""	""	""	""
"蛆"	"tshu1"	"tsʰu44"	""	""	""	""	""	""	""
"疽"	"tsu1"	"tsu44"	""	""	""	""	""	""	""
"胥"	"su1"	"su44"	""	""	""	""	""	""	""
"絮"	"su5"	"su21"	""	""	""	""	""	""	""
"徐"	"tshi2"	"tsʰi24"	"白"	""	""	""	""	""	""
"徐"	"su2"	"su24"	"文"	""	""	""	""	""	""
"序"	"su6"	"su22"	""	""	""	""	""	""	""
"緒"	"su6"	"su22"	""	""	""	""	""	""	""
"叙"	"su6"	"su22"	""	""	""	""	""	""	""
"豬"	"tu1"	"tu44"	""	""	""	""	""	""	""
"豬"	"ti1"	"ti44"	""	""	""	""	""	""	""
"著"	"tu5"	"tu21"	""	""	""	""	""	""	""
"褚"	"thu3"	"tʰu53"	""	""	""	""	""	""	""
"褚"	"tsu3"	"tsu53"	""	""	""	""	""	""	""
"除"	"tu2"	"tu24"	""	""	""	""	""	""	""
"儲"	"tu2"	"tu24"	""	""	""	""	""	""	""
"儲"	"thu3"	"tʰu53"	""	""	""	""	""	""	""
"苧"	"tue6"	"tue22"	"白"	""	""	""	""	""	""
"苧"	"thu3"	"tʰu53"	"文"	""	""	""	""	""	""
"箸"	"tu6"	"tu22"	""	""	""	""	""	""	""
"箸"	"ti6"	"ti22"	""	""	""	""	""	""	""
"阻"	"tsoo3"	"tsɔ53"	""	""	""	""	""	""	""
"初"	"tshue1"	"tsʰue44"	"白"	""	""	""	""	""	""
"初"	"tshoo1"	"tsʰɔ44"	"文"	""	""	""	""	""	""
"楚"	"tshoo3"	"tsʰɔ53"	""	""	""	""	""	""	""
"鋤"	"thu2"	"tʰu24"	""	""	""	""	""	""	""
"鋤"	"tu2"	"tu24"	""	""	""	""	""	""	""
"鋤"	"ti2"	"ti24"	""	""	""	""	""	""	""
"疏"	"sue1"	"sue44"	"白"	""	""	""	""	""	""
"疏"	"soo1"	"sɔ44"	"文"	""	""	""	""	""	""
"蔬"	"sue1"	"sue44"	"白"	""	""	""	""	""	""
"蔬"	"soo1"	"sɔ44"	"文"	""	""	""	""	""	""
"梳"	"sue1"	"sue44"	"白"	""	""	""	""	""	""
"梳"	"soo1"	"sɔ44"	"文"	""	""	""	""	""	""
"所"	"soo3"	"sɔ53"	""	""	""	""	""	""	""
"諸"	"tsu1"	"tsu44"	""	""	""	""	""	""	""
"煮"	"tsu3"	"tsu53"	""	""	""	""	""	""	""
"處"	"tshu3"	"tsʰu53"	""	""	""	""	""	""	""
"處"	"tshu5"	"tsʰu21"	""	""	""	""	""	""	""
"書"	"tsu1"	"tsu44"	"白"	""	""	""	""	""	""
"書"	"su1"	"su44"	"文"	""	""	""	""	""	""
"舒"	"tshu1"	"tsʰu44"	"白"	""	""	""	""	""	""
"舒"	"su1"	"su44"	"文"	""	""	""	""	""	""
"鼠"	"tshu3"	"tsʰu53"	"白"	""	""	""	""	""	""
"鼠"	"su3"	"su53"	"文"	""	""	""	""	""	""
"暑"	"su3"	"su53"	""	""	""	""	""	""	""
"黍"	"su3"	"su53"	""	""	""	""	""	""	""
"庶"	"su5"	"su21"	""	""	""	""	""	""	""
"恕"	"su5"	"su21"	""	""	""	""	""	""	""
"墅"	"su6"	"su22"	""	""	""	""	""	""	""
"薯"	"tsu2"	"tsu24"	""	""	""	""	""	""	""
"署"	"su3"	"su53"	""	""	""	""	""	""	""
"如"	"lu2"	"lu24"	""	""	""	""	""	""	""
"汝"	"lu3"	"lu53"	""	""	""	""	""	""	""
"汝"	"li3"	"li53"	""	""	""	""	""	""	""
"居"	"ku1"	"ku44"	""	""	""	""	""	""	""
"車"	"ku1"	"ku44"	""	""	""	""	""	""	""
"舉"	"ku3"	"ku53"	""	""	""	""	""	""	""
"鋸"	"ku5"	"ku21"	""	""	""	""	""	""	""
"據"	"ku5"	"ku21"	""	""	""	""	""	""	""
"墟"	"hu1"	"hu44"	""	""	""	""	""	""	""
"墟"	"hi1"	"hi44"	""	""	""	""	""	""	""
"去"	"khu5"	"kʰu21"	""	""	""	""	""	""	""
"去"	"khi5"	"kʰi21"	""	""	""	""	""	""	""
"渠"	"ku2"	"ku24"	""	""	""	""	""	""	""
"巨"	"ku6"	"ku22"	""	""	""	""	""	""	""
"距"	"ku6"	"ku22"	""	""	""	""	""	""	""
"拒"	"ku6"	"ku22"	""	""	""	""	""	""	""
"遽"	"ku5"	"ku21"	""	""	""	""	""	""	""
"魚"	"hi2"	"hi24"	"白"	""	""	""	""	""	""
"魚"	"gu2"	"ɡu24"	"文"	""	""	""	""	""	""
"漁"	"hi2"	"hi24"	"白"	""	""	""	""	""	""
"漁"	"gu2"	"ɡu24"	"文"	""	""	""	""	""	""
"語"	"gu3"	"ɡu53"	""	""	""	""	""	""	""
"御"	"gu6"	"ɡu22"	""	""	""	""	""	""	""
"禦"	"gu6"	"ɡu22"	""	""	""	""	""	""	""
"虛"	"hu1"	"hu44"	""	""	""	""	""	""	""
"噓"	"hu1"	"hu44"	""	""	""	""	""	""	""
"許"	"khoo3"	"kʰɔ53"	"白"	""	""	""	""	""	""
"許"	"hu3"	"hu53"	"文"	""	""	""	""	""	""
"淤"	"u1"	"u44"	""	""	""	""	""	""	""
"於"	"u1"	"u44"	""	""	""	""	""	""	""
"於"	"u2"	"u24"	""	""	""	""	""	""	""
"余"	"u2"	"u24"	""	""	""	""	""	""	""
"餘"	"u2"	"u24"	""	""	""	""	""	""	""
"與"	"u3"	"u53"	""	""	""	""	""	""	""
"譽"	"u6"	"u22"	""	""	""	""	""	""	""
"預"	"u6"	"u22"	""	""	""	""	""	""	""
"預"	"i6"	"i22"	""	""	""	""	""	""	""
"豫"	"u6"	"u22"	""	""	""	""	""	""	""
"夫"	"poo1"	"pɔ44"	"白"	""	""	""	""	""	""
"夫"	"hu1"	"hu44"	"文"	""	""	""	""	""	""
"膚"	"hu1"	"hu44"	""	""	""	""	""	""	""
"甫"	"hu3"	"hu53"	""	""	""	""	""	""	""
"斧"	"poo3"	"pɔ53"	"白"	""	""	""	""	""	""
"斧"	"hu3"	"hu53"	"文"	""	""	""	""	""	""
"府"	"hu3"	"hu53"	""	""	""	""	""	""	""
"腑"	"hu3"	"hu53"	""	""	""	""	""	""	""
"俯"	"hu3"	"hu53"	""	""	""	""	""	""	""
"賦"	"hu5"	"hu21"	""	""	""	""	""	""	""
"傅"	"poo5"	"pɔ21"	"白"	""	""	""	""	""	""
"傅"	"hu5"	"hu21"	"文"	""	""	""	""	""	""
"付"	"hu5"	"hu21"	""	""	""	""	""	""	""
"敷"	"phoo1"	"pʰɔ44"	"白"	""	""	""	""	""	""
"敷"	"hu1"	"hu44"	"文"	""	""	""	""	""	""
"俘"	"hu2"	"hu24"	""	""	""	""	""	""	""
"撫"	"hu3"	"hu53"	""	""	""	""	""	""	""
"赴"	"hu5"	"hu21"	""	""	""	""	""	""	""
"訃"	"hu5"	"hu21"	""	""	""	""	""	""	""
"符"	"hu2"	"hu24"	""	""	""	""	""	""	""
"扶"	"phoo2"	"pʰɔ24"	"白"	""	""	""	""	""	""
"扶"	"hu2"	"hu24"	"文"	""	""	""	""	""	""
"釜"	"hu3"	"hu53"	""	""	""	""	""	""	""
"腐"	"hu6"	"hu22"	""	""	""	""	""	""	""
"腐"	"hu3"	"hu53"	""	""	""	""	""	""	""
"輔"	"hu3"	"hu53"	""	""	""	""	""	""	""
"父"	"hu6"	"hu22"	""	""	""	""	""	""	""
"附"	"hu6"	"hu22"	""	""	""	""	""	""	""
"毋"	"bu2"	"bu24"	""	""	""	""	""	""	""
"毋"	"bu3"	"bu53"	""	""	""	""	""	""	""
"毋"	"m6"	"m22"	""	""	""	""	""	""	""
"巫"	"bu2"	"bu24"	""	""	""	""	""	""	""
"誣"	"bu2"	"bu24"	""	""	""	""	""	""	""
"無"	"bo2"	"bo24"	""	""	""	""	""	""	""
"無"	"bu2"	"bu24"	""	""	""	""	""	""	""
"舞"	"bu3"	"bu53"	""	""	""	""	""	""	""
"侮"	"bu3"	"bu53"	""	""	""	""	""	""	""
"武"	"bu3"	"bu53"	""	""	""	""	""	""	""
"鵡"	"bu3"	"bu53"	""	""	""	""	""	""	""
"霧"	"bu6"	"bu22"	""	""	""	""	""	""	""
"務"	"bu6"	"bu22"	""	""	""	""	""	""	""
"縷"	"lu3"	"lu53"	""	""	""	""	""	""	""
"屢"	"lu3"	"lu53"	""	""	""	""	""	""	""
"趨"	"tshu1"	"tsʰu44"	""	""	""	""	""	""	""
"取"	"tshu3"	"tsʰu53"	""	""	""	""	""	""	""
"娶"	"tshua6"	"tsʰua22"	"俗"	""	""	""	""	""	""
"娶"	"tshu3"	"tsʰu53"	""	""	""	""	""	""	""
"娶"	"tshu3"	"tsʰu53"	""	""	""	""	""	""	""
"趣"	"tshu5"	"tsʰu21"	""	""	""	""	""	""	""
"聚"	"tsu6"	"tsu22"	""	""	""	""	""	""	""
"需"	"su1"	"su44"	""	""	""	""	""	""	""
"須"	"tshiu1"	"tsʰiu44"	"白"	""	""	""	""	""	""
"須"	"su1"	"su44"	"文"	""	""	""	""	""	""
"續"	"sua5"	"sua21"	""	""	""	""	""	""	""
"蛛"	"tu1"	"tu44"	"白"	""	""	""	""	""	""
"蛛"	"tsu1"	"tsu44"	"文"	""	""	""	""	""	""
"株"	"tu1"	"tu44"	"白"	""	""	""	""	""	""
"株"	"tsu1"	"tsu44"	"文"	""	""	""	""	""	""
"誅"	"tu1"	"tu44"	"白"	""	""	""	""	""	""
"誅"	"tsu1"	"tsu44"	"文"	""	""	""	""	""	""
"駐"	"tsu5"	"tsu21"	""	""	""	""	""	""	""
"注"	"tu5"	"tu21"	"白"	""	""	""	""	""	""
"注"	"tsu5"	"tsu21"	"文"	""	""	""	""	""	""
"厨"	"tu2"	"tu24"	""	""	""	""	""	""	""
"柱"	"thiau6"	"tʰiau22"	"白"	""	""	""	""	""	""
"柱"	"tu6"	"tu22"	"白"	""	""	""	""	""	""
"柱"	"tsu6"	"tsu22"	"文"	""	""	""	""	""	""
"住"	"tsu6"	"tsu22"	""	""	""	""	""	""	""
"芻"	"tsoo1"	"tsɔ44"	""	""	""	""	""	""	""
"雛"	"tsoo2"	"tsɔ24"	""	""	""	""	""	""	""
"雛"	"tshoo2"	"tsʰɔ24"	""	""	""	""	""	""	""
"數"	"soo5"	"sɔ21"	"白"	""	""	""	""	""	""
"數"	"soo3"	"sɔ53"	"白"	""	""	""	""	""	""
"數"	"siau5"	"siau21"	"文"	""	""	""	""	""	""
"數"	"sook7"	"sɔk32"	""	""	""	""	""	""	""
"珠"	"tsiu1"	"tsiu44"	"白"	""	""	""	""	""	""
"珠"	"tsu1"	"tsu44"	"文"	""	""	""	""	""	""
"朱"	"tsu1"	"tsu44"	""	""	""	""	""	""	""
"主"	"tsu3"	"tsu53"	""	""	""	""	""	""	""
"注"	"tu5"	"tu21"	"白"	""	""	""	""	""	""
"注"	"tsu5"	"tsu21"	"文"	""	""	""	""	""	""
"鑄"	"tsu5"	"tsu21"	""	""	""	""	""	""	""
"樞"	"su1"	"su44"	""	""	""	""	""	""	""
"輸"	"su1"	"su44"	""	""	""	""	""	""	""
"戍"	"su5"	"su21"	""	""	""	""	""	""	""
"殊"	"su2"	"su24"	""	""	""	""	""	""	""
"豎"	"su6"	"su22"	""	""	""	""	""	""	""
"樹"	"tshiu6"	"tsʰiu22"	"白"	""	""	""	""	""	""
"樹"	"su6"	"su22"	"文"	""	""	""	""	""	""
"儒"	"lu2"	"lu24"	""	""	""	""	""	""	""
"乳"	"lu3"	"lu53"	""	""	""	""	""	""	""
"拘"	"ku1"	"ku44"	""	""	""	""	""	""	""
"拘"	"khu1"	"kʰu44"	""	""	""	""	""	""	""
"駒"	"ku1"	"ku44"	""	""	""	""	""	""	""
"俱"	"ku6"	"ku22"	""	""	""	""	""	""	""
"矩"	"ku3"	"ku53"	""	""	""	""	""	""	""
"句"	"ku5"	"ku21"	""	""	""	""	""	""	""
"區"	"khu1"	"kʰu44"	""	""	""	""	""	""	""
"驅"	"khu1"	"kʰu44"	""	""	""	""	""	""	""
"瞿"	"ku2"	"ku24"	""	""	""	""	""	""	""
"瞿"	"ku5"	"ku21"	""	""	""	""	""	""	""
"具"	"ku6"	"ku22"	""	""	""	""	""	""	""
"懼"	"ku6"	"ku22"	""	""	""	""	""	""	""
"虞"	"gu2"	"ɡu24"	""	""	""	""	""	""	""
"愚"	"gu2"	"ɡu24"	""	""	""	""	""	""	""
"娛"	"gu2"	"ɡu24"	""	""	""	""	""	""	""
"遇"	"gu6"	"ɡu22"	""	""	""	""	""	""	""
"寓"	"gu6"	"ɡu22"	""	""	""	""	""	""	""
"吁"	"u6"	"u22"	""	""	""	""	""	""	""
"籲"	"iook8"	"iɔk4"	""	""	""	""	""	""	""
"迂"	"u1"	"u44"	""	""	""	""	""	""	""
"于"	"u1"	"u44"	""	""	""	""	""	""	""
"于"	"u2"	"u24"	""	""	""	""	""	""	""
"盂"	"u2"	"u24"	""	""	""	""	""	""	""
"雨"	"hoo6"	"hɔ22"	"白"	""	""	""	""	""	""
"雨"	"u3"	"u53"	"文"	""	""	""	""	""	""
"禹"	"u3"	"u53"	""	""	""	""	""	""	""
"宇"	"u3"	"u53"	""	""	""	""	""	""	""
"羽"	"u3"	"u53"	""	""	""	""	""	""	""
"芋"	"oo6"	"ɔ22"	"白"	""	""	""	""	""	""
"芋"	"u6"	"u22"	"文"	""	""	""	""	""	""
"逾"	"lu2"	"lu24"	"白"	""	""	""	""	""	""
"逾"	"u2"	"u24"	"文"	""	""	""	""	""	""
"榆"	"lu2"	"lu24"	"白"	""	""	""	""	""	""
"榆"	"u2"	"u24"	"文"	""	""	""	""	""	""
"愉"	"lu2"	"lu24"	"白"	""	""	""	""	""	""
"愉"	"u2"	"u24"	"文"	""	""	""	""	""	""
"愈"	"lu3"	"lu53"	"白"	""	""	""	""	""	""
"愈"	"u6"	"u22"	"文"	""	""	""	""	""	""
"喻"	"lu6"	"lu22"	"白"	""	""	""	""	""	""
"喻"	"u6"	"u22"	"文"	""	""	""	""	""	""
"裕"	"lu6"	"lu22"	"白"	""	""	""	""	""	""
"裕"	"u6"	"u22"	"文"	""	""	""	""	""	""
"獃"	"gai2"	"ɡai24"	""	""	""	""	""	""	""
"戴"	"ti5"	"ti21"	"白"	""	""	""	""	""	""
"戴"	"te5"	"te21"	"白"	""	""	""	""	""	""
"戴"	"tai5"	"tai21"	"文"	""	""	""	""	""	""
"胎"	"the1"	"tʰe44"	"白"	""	""	""	""	""	""
"胎"	"thai1"	"tʰai44"	"文"	""	""	""	""	""	""
"台"	"thai1"	"tʰai44"	""	""	""	""	""	""	""
"台"	"tai2"	"tai24"	""	""	""	""	""	""	""
"台"	"i2"	"i24"	""	""	""	""	""	""	""
"態"	"thai5"	"tʰai21"	""	""	""	""	""	""	""
"貸"	"tai5"	"tai21"	""	""	""	""	""	""	""
"臺"	"tai2"	"tai24"	""	""	""	""	""	""	""
"臺"	"thai1"	"tʰai44"	""	""	""	""	""	""	""
"苔"	"thai1"	"tʰai44"	""	""	""	""	""	""	""
"苔"	"thai2"	"tʰai24"	""	""	""	""	""	""	""
"苔"	"thi2"	"tʰi24"	""	""	""	""	""	""	""
"抬"	"thai2"	"tʰai24"	""	""	""	""	""	""	""
"殆"	"tai6"	"tai22"	""	""	""	""	""	""	""
"待"	"thai6"	"tʰai22"	""	""	""	""	""	""	""
"待"	"tai6"	"tai22"	""	""	""	""	""	""	""
"怠"	"tai6"	"tai22"	""	""	""	""	""	""	""
"代"	"te6"	"te22"	"白"	""	""	""	""	""	""
"代"	"tai6"	"tai22"	"文"	""	""	""	""	""	""
"袋"	"te6"	"te22"	"白"	""	""	""	""	""	""
"袋"	"tai6"	"tai22"	"文"	""	""	""	""	""	""
"乃"	"nai3"	"nai53"	""	""	""	""	""	""	""
"耐"	"nai6"	"nai22"	""	""	""	""	""	""	""
"來"	"lai2"	"lai24"	""	""	""	""	""	""	""
"災"	"tse1"	"tse44"	"白"	""	""	""	""	""	""
"災"	"tsai1"	"tsai44"	"文"	""	""	""	""	""	""
"栽"	"tsai1"	"tsai44"	""	""	""	""	""	""	""
"宰"	"tsai3"	"tsai53"	""	""	""	""	""	""	""
"宰"	"tainn3"	"taĩ53"	""	""	""	""	""	""	""
"載"	"tsai5"	"tsai21"	""	""	""	""	""	""	""
"再"	"tsai5"	"tsai21"	""	""	""	""	""	""	""
"猜"	"tshai1"	"tsʰai44"	""	""	""	""	""	""	""
"采"	"tshai3"	"tsʰai53"	""	""	""	""	""	""	""
"睬"	"tshai3"	"tsʰai53"	""	""	""	""	""	""	""
"彩"	"tshai3"	"tsʰai53"	""	""	""	""	""	""	""
"菜"	"tshai5"	"tsʰai21"	""	""	""	""	""	""	""
"裁"	"tshai2"	"tsʰai24"	""	""	""	""	""	""	""
"材"	"tsai2"	"tsai24"	""	""	""	""	""	""	""
"材"	"tshai2"	"tsʰai24"	""	""	""	""	""	""	""
"才"	"tsai2"	"tsai24"	""	""	""	""	""	""	""
"纔"	"tshai2"	"tsʰai24"	""	""	""	""	""	""	""
"財"	"tsai2"	"tsai24"	""	""	""	""	""	""	""
"在"	"tsai6"	"tsai22"	""	""	""	""	""	""	""
"在"	"ti6"	"ti22"	"俗"	""	""	""	""	""	""
"腮"	"tshi1"	"tsʰi44"	"白"	""	""	""	""	""	""
"腮"	"sai1"	"sai44"	"文"	""	""	""	""	""	""
"賽"	"se5"	"se21"	"白"	""	""	""	""	""	""
"賽"	"sai5"	"sai21"	"文"	""	""	""	""	""	""
"該"	"kai1"	"kai44"	""	""	""	""	""	""	""
"改"	"kue3"	"kue53"	"白"	""	""	""	""	""	""
"改"	"kai3"	"kai53"	"文"	""	""	""	""	""	""
"溉"	"khai5"	"kʰai21"	""	""	""	""	""	""	""
"溉"	"kai5"	"kai21"	""	""	""	""	""	""	""
"概"	"khai5"	"kʰai21"	""	""	""	""	""	""	""
"概"	"kai5"	"kai21"	""	""	""	""	""	""	""
"開"	"khui1"	"kʰui44"	"白"	""	""	""	""	""	""
"開"	"khe1"	"kʰe44"	"白"	""	""	""	""	""	""
"開"	"khai1"	"kʰai44"	"文"	""	""	""	""	""	""
"凱"	"khai3"	"kʰai53"	""	""	""	""	""	""	""
"愷"	"khai3"	"kʰai53"	""	""	""	""	""	""	""
"慨"	"khai5"	"kʰai21"	""	""	""	""	""	""	""
"呆"	"tai1"	"tai44"	""	""	""	""	""	""	""
"礙"	"gai6"	"ɡai22"	""	""	""	""	""	""	""
"海"	"hai3"	"hai53"	""	""	""	""	""	""	""
"孩"	"hai2"	"hai24"	""	""	""	""	""	""	""
"亥"	"hai6"	"hai22"	""	""	""	""	""	""	""
"哀"	"ai1"	"ai44"	""	""	""	""	""	""	""
"埃"	"ai1"	"ai44"	""	""	""	""	""	""	""
"唉"	"ai1"	"ai44"	""	""	""	""	""	""	""
"唉"	"ai5"	"ai21"	""	""	""	""	""	""	""
"愛"	"ai5"	"ai21"	""	""	""	""	""	""	""
"貝"	"pue5"	"pue21"	""	""	""	""	""	""	""
"沛"	"phai5"	"pʰai21"	""	""	""	""	""	""	""
"帶"	"tua5"	"tua21"	"白"	""	""	""	""	""	""
"帶"	"te5"	"te21"	"白"	""	""	""	""	""	""
"帶"	"tai5"	"tai21"	"文"	""	""	""	""	""	""
"泰"	"thua5"	"tʰua21"	"白"	""	""	""	""	""	""
"泰"	"thai5"	"tʰai21"	"文"	""	""	""	""	""	""
"太"	"thai5"	"tʰai21"	""	""	""	""	""	""	""
"大"	"tua6"	"tua22"	"白"	""	""	""	""	""	""
"大"	"tai6"	"tai22"	"文"	""	""	""	""	""	""
"奈"	"ta6"	"ta22"	"白"	""	""	""	""	""	""
"奈"	"nai6"	"nai22"	"文"	""	""	""	""	""	""
"賴"	"lua6"	"lua22"	"白"	""	""	""	""	""	""
"賴"	"lai6"	"lai22"	"文"	""	""	""	""	""	""
"癩"	"lai6"	"lai22"	""	""	""	""	""	""	""
"蔡"	"tshua5"	"tsʰua21"	"白"	""	""	""	""	""	""
"蔡"	"tshai5"	"tsʰai21"	"文"	""	""	""	""	""	""
"蓋"	"kua5"	"kua21"	"白"	""	""	""	""	""	""
"蓋"	"kai5"	"kai21"	"文"	""	""	""	""	""	""
"蓋"	"kham5"	"kʰam21"	""	""	""	""	""	""	""
"蓋"	"khap7"	"kʰap32"	""	""	""	""	""	""	""
"丐"	"kai5"	"kai21"	""	""	""	""	""	""	""
"艾"	"hiann6"	"hiã22"	"白"	""	""	""	""	""	""
"艾"	"ngai6"	"ŋai22"	"文"	""	""	""	""	""	""
"艾"	"gai6"	"ɡai22"	"文"	""	""	""	""	""	""
"害"	"hai6"	"hai22"	""	""	""	""	""	""	""
"藹"	"ai3"	"ai53"	""	""	""	""	""	""	""
"靄"	"ai3"	"ai53"	""	""	""	""	""	""	""
"拜"	"pai5"	"pai21"	""	""	""	""	""	""	""
"排"	"pai2"	"pai24"	""	""	""	""	""	""	""
"埋"	"bai2"	"bai24"	""	""	""	""	""	""	""
"埋"	"tai2"	"tai24"	"训"	""	""	""	""	""	""
"齋"	"tse1"	"tse44"	"白"	""	""	""	""	""	""
"齋"	"tsai1"	"tsai44"	"文"	""	""	""	""	""	""
"豺"	"sia2"	"sia24"	"白"	""	""	""	""	""	""
"豺"	"tshai2"	"tsʰai24"	"文"	""	""	""	""	""	""
"豺"	"tsai2"	"tsai24"	"文"	""	""	""	""	""	""
"皆"	"kai1"	"kai44"	""	""	""	""	""	""	""
"偕"	"kai1"	"kai44"	""	""	""	""	""	""	""
"稭"	"khiat7"	"kʰiat32"	""	""	""	""	""	""	""
"街"	"kue1"	"kue44"	"白"	""	""	""	""	""	""
"街"	"kai1"	"kai44"	"文"	""	""	""	""	""	""
"階"	"kai1"	"kai44"	""	""	""	""	""	""	""
"戒"	"kai5"	"kai21"	""	""	""	""	""	""	""
"芥"	"kua5"	"kua21"	"白"	""	""	""	""	""	""
"芥"	"ke5"	"ke21"	"白"	""	""	""	""	""	""
"芥"	"kai5"	"kai21"	"文"	""	""	""	""	""	""
"尬"	"kai5"	"kai21"	""	""	""	""	""	""	""
"界"	"kue5"	"kue21"	"白"	""	""	""	""	""	""
"界"	"kai5"	"kai21"	"文"	""	""	""	""	""	""
"介"	"kai5"	"kai21"	""	""	""	""	""	""	""
"疥"	"kue5"	"kue21"	"白"	""	""	""	""	""	""
"疥"	"kai5"	"kai21"	"文"	""	""	""	""	""	""
"届"	"kai5"	"kai21"	""	""	""	""	""	""	""
"揩"	"khai1"	"kʰai44"	""	""	""	""	""	""	""
"楷"	"khai3"	"kʰai53"	""	""	""	""	""	""	""
"諧"	"hai2"	"hai24"	""	""	""	""	""	""	""
"駭"	"hai6"	"hai22"	""	""	""	""	""	""	""
"械"	"hai6"	"hai22"	""	""	""	""	""	""	""
"挨"	"ue1"	"ue44"	"白"	""	""	""	""	""	""
