汉字	音标	注释
粳	kiaŋ²¹⁴	不符合古今语音演变的对应规律
庚	kiaŋ³³	
哽	kiaŋ²¹⁴	
梗	kiaŋ²¹⁴	
更	kiaŋ⁵³	~加
格	kɔ⁵	
坑	hiaŋ³³	
客	kʰɔ⁵	
硬	ŋiaŋ³¹	
额	ŋia³	
吓	hɔ⁵	恐~
行	hiaŋ¹¹	~为
衡	hiaŋ¹¹	
杏	hiaŋ³¹	
掰	mɔ⁵	
掰	mi⁵	
棚	pʰiaŋ¹¹	
萌	miaŋ¹¹	
麦	mɔ³	
脉	mɔ³	
摘	tsɔ⁵	
橙	tsʰiaŋ³	~子
争	tsiaŋ³³	
睁	tsiaŋ³³	
责	tsa⁵	
策	tsʰɔ¹²	
册	tsʰɔ¹²	
耕	kiaŋ³³	
耿	kiaŋ²¹⁴	
革	kia⁵	
隔	kɔ⁵	
幸	hiaŋ³	
核	vai³	果~，不符合古今语音演变的对应规律
鹦	iaŋ³³	
轭	ɔ⁵	牛~
兵	piaŋ³³	
丙	piaŋ²¹⁴	
柄	piaŋ¹²	
碧	pi⁵	
平	pʰiaŋ¹¹	
坪	pʰiaŋ¹¹	
评	pʰiaŋ¹¹	
病	pʰiaŋ³¹	
鸣	miaŋ¹¹	
明	miaŋ¹¹	
盟	miaŋ¹¹	
命	miaŋ³¹	
京	kiaŋ³³	
惊	kiaŋ³³	
景	kiaŋ²¹⁴	
警	kiaŋ²¹⁴	
境	kiaŋ⁵³	不符合古今语音演变的对应规律
敬	kiaŋ⁵³	
竟	kiaŋ⁵³	
镜	kiaŋ⁵³	
卿	kʰiaŋ³³	
庆	kʰiaŋ⁵³	
擎	kʰiaŋ¹¹	
鲸	kʰiaŋ¹¹	
竞	kiaŋ⁵³	不符合古今语音演变的对应规律
屐	kʰia³	木~
迎	iaŋ¹¹	
逆	ŋia³	
英	iaŋ³³	
影	iaŋ²¹⁴	
映	iaŋ²¹⁴	不符合古今语音演变的对应规律
饼	piaŋ²¹⁴	
聘	pʰiaŋ⁵³	
僻	pʰi⁵	
辟	pʰi⁵	不符合古今语音演变的对应规律
名	miaŋ³	
领	liaŋ⁵³	领~
领	liaŋ¹²	衣裳~
岭	liaŋ⁵³	
令	liaŋ³¹	
精	tsiaŋ³³	
睛	tsiaŋ¹²	
晶	tsiaŋ³³	
井	tsiaŋ²¹⁴	
积	tsi⁵	
迹	tsia⁵	脚~
迹	tsi⁵	事~
脊	tsia⁵	
清	tsʰiaŋ³³	
请	tsʰiaŋ²¹⁴	
情	tsʰiaŋ¹¹	
晴	tsʰiaŋ¹¹	
静	tsʰiaŋ³¹	
净	tsʰiaŋ³¹	
籍	tsi⁵	~贯，不符合古今语音演变的对应规律
姓	siaŋ⁵³	
性	siaŋ⁵³	
惜	si⁵	
昔	si⁵	
席	si³	主~
夕	si³	
贞	tsan³³	不符合古今语音演变的对应规律
侦	tsan³³	不符合古今语音演变的对应规律
呈	tsʰiaŋ¹¹	
程	tsʰiaŋ¹¹	
郑	tsʰiaŋ³¹	
正	tsiaŋ³³	~月
征	tsiaŋ³³	~兵
整	tsiaŋ²¹⁴	
正	tsiaŋ⁵³	
政	tsiaŋ⁵³	
只	/	一~
炙	tsɔ⁵	
赤	tsʰɔ⁵	
尺	tsʰɔ⁵	量词
尺	tsʰɔ¹²	名词
声	siaŋ³³	
圣	siaŋ⁵³	
释	si⁵	
适	si⁵	
成	siaŋ¹¹	
城	siaŋ¹¹	
诚	siaŋ¹¹	
盛	siaŋ⁵³	丰~，不符合古今语音演变的对应规律
石	sɔ³	
颈	kiaŋ²¹⁴	
轻	kʰiaŋ³³	
婴	iaŋ³³	
益	i⁵	
盈	iaŋ¹¹	
赢	iaŋ¹¹	
译	i³	
易	i³	交~
壁	pia⁵	结~
壁	pia¹²	隔~
劈	pʰia⁵	
瓶	pʰiaŋ¹¹	
屏	pʰiaŋ¹¹	
萍	pʰiaŋ¹¹	
並	pʰiaŋ³¹	
铭	miaŋ³	
丁	tiaŋ³³	
钉	tiaŋ¹²	铁~
顶	tiaŋ²¹⁴	岭~
顶	tan²¹⁴	~颈
钉	tiaŋ³³	~住，不符合古今语音演变的对应规律
订	tiaŋ³³	不符合古今语音演变的对应规律
的	tai⁵	目~，不符合古今语音演变的对应规律
滴	ti⁵	
嫡	tai⁵	~亲，不符合古今语音演变的对应规律
听	tʰiaŋ⁵³	~见，不符合古今语音演变的对应规律
厅	tʰiaŋ³³	
踢	tʰia⁵	
剔	tʰia⁵	
亭	tʰiaŋ¹¹	
停	tʰiaŋ¹¹	
庭	tʰiaŋ¹¹	
艇	tʰiaŋ¹²	
挺	tʰiaŋ²¹⁴	不符合古今语音演变的对应规律
定	tʰiaŋ³¹	
敌	tʰi³	
笛	tʰia³	
籴	tʰia³	
宁	niaŋ¹¹	安~，不符合古今语音演变的对应规律
灵	liaŋ¹¹	
零	liaŋ¹¹	
零	liaŋ³	十~个
铃	liaŋ¹¹	
另	liaŋ³¹	
历	lia³	经~
绩	tsa⁵	
青	tsʰiaŋ³³	
戚	tsʰai⁵	不符合古今语音演变的对应规律
星	siaŋ³³~	期一
星	siaŋ¹²	天~
腥	siaŋ³³	
醒	siaŋ²¹⁴	
析	si⁵	
锡	sia⁵	
经	kiaŋ³³	~常
经	kiaŋ¹²	已~
激	ki⁵	
击	ki⁵	
形	san¹¹	
型	iaŋ¹¹	不符合古今语音演变的对应规律
刑	saŋ¹¹	
矿	kʰɔŋ⁵³	不符合古今语音演变的对应规律
轰	kuaŋ³³	~炸，不符合古今语音演变的对应规律
横	viaŋ¹¹	~直
宏	hɛŋ¹¹	不符合古今语音演变的对应规律
获	vɛu³	
划	va³	计~
倾	kʰiŋ³³	
琼	kʰiaŋ¹¹	
兄	hɛŋ³³	不符合古今语音演变的对应规律
荣	iɛŋ¹¹	不符合古今语音演变的对应规律
永	iɔn²¹⁴	
泳	iɔn²¹⁴	不符合古今语音演变的对应规律
营	iaŋ¹¹	
颖	iaŋ²¹⁴	
役	i³	
疫	i³	
萤	iaŋ¹¹	不符合古今语音演变的对应规律
扑	pʰɛu⁵	不符合古今语音演变的对应规律
蓬	pʰɛŋ¹¹	
篷	pʰɛŋ¹¹	
瀑	pʰɛu³	~布，不符合古今语音演变的对应规律
蒙	mɛŋ¹¹	
木	mɛi³	
东	tɛŋ³³	
董	tɛŋ²¹⁴	
懂	tɛŋ²¹⁴	
冻	tɛŋ⁵³	
通	tʰɛŋ³³	
桶	tʰɛŋ²¹⁴	~楻
桶	tʰɛŋ¹²	井~
痛	tʰɛŋ⁵³	
秃	tʰuoi⁵	不符合古今语音演变的对应规律
同	tʰɛŋ¹¹	
铜	tʰɛŋ¹¹	
童	tʰɛŋ¹¹	
筒	tʰɛŋ¹¹	动词
筒	tʰɛŋ³	名词
动	tʰɛŋ³¹	
洞	tʰɛŋ³¹	
独	tʰɛi³	
读	tʰɛi³	
笼	lɛŋ¹¹	蒸~
笼	lɛŋ³	竹~
聋	lɛŋ³³	不符合古今语音演变的对应规律
拢	lɛŋ²¹⁴	
弄	lɛŋ³¹	
鹿	lɛi³	
棕	tsɛŋ¹²	
总	tsɛŋ²¹⁴	
粽	tsɛŋ¹²	
聪	tsʰɛŋ³³	
匆	tsʰɛŋ³³	
葱	tsʰɛŋ³³	
丛	tsʰɛŋ¹¹	
族	tsʰɛi³	
送	sɛŋ⁵³	
速	tsʰɛi⁵	不符合古今语音演变的对应规律
公	kɛŋ³³	老~
公	kɛŋ¹²	大年~
工	kɛŋ³³	
功	kɛŋ³³	
攻	kɛŋ³³	
贡	kɛŋ⁵³	
谷	kiɛ¹²	稻~
空	kʰɛŋ³³	~气
孔	kʰɛŋ²¹⁴	
控	kʰɛŋ⁵³	
空	kʰɛŋ⁵³	~缺
哭	hɛi⁵	
烘	hɛŋ⁵³	不符合古今语音演变的对应规律
红	hɛŋ¹¹	
洪	hɛŋ¹¹	
汞	kɛŋ²¹⁴	不符合古今语音演变的对应规律
翁	iɛŋ³³	
屋	εi⁵	
冬	tɛŋ³³	
督	tɛi⁵	
统	tʰɛŋ²¹⁴	不符合古今语音演变的对应规律
毒	tʰɛi³	
农	nɛŋ¹¹	
脓	nɛŋ¹¹	
宗	tsɛŋ³³	
综	tsɛŋ³³	不符合古今语音演变的对应规律
松	sɛŋ³³	轻~
宋	sɛŋ⁵³	
酷	kʰɛi⁵	
风	fɛŋ³³	
枫	fɛŋ³³	
讽	fɛŋ³¹	不符合古今语音演变的对应规律
福	fɛi⁵	
复	fɛi⁵	~杂
幅	fɛi⁵	
丰	fɛŋ³³	
覆	fɛi⁵	
冯	fɛŋ¹¹	
凤	fɛŋ³¹	
服	fɛi³	
伏	pʰɛi³趴	
伏	fɛi³	
复	fɛi⁵	~原，不符合古今语音演变的对应规律
梦	mɛŋ³¹	
目	mɛi³	
牧	mɛi³	
隆	lɛŋ¹¹	
六	lɛi³	
陆	lɛi³	
肃	sɛi⁵	
宿	sɛi⁵	住~
中	tsɛŋ³³	~间
忠	tsɛŋ³³	
中	tsɛŋ⁵³	打~
竹	tsɛi⁵	
筑	tsɛi⁵	
畜	tsʰɛi⁵	~生
虫	tsʰɛŋ¹¹	
轴	tsʰɛi³	
逐	tsʰɛi³	
崇	tsʰɛŋ¹¹	
缩	sɛi⁵	
终	tsɛŋ³³	
众	tsɛŋ⁵³	
祝	tsɛi⁵	
粥	tsɛi⁵	
充	tsʰɛŋ³³	
铳	tsʰɛŋ⁵³	
叔	siɛ¹²	
熟	sɛi³	
绒	iɛŋ¹¹	
肉	ŋɛi³	
弓	kɛŋ³³	
躬	kɛŋ³³	
宫	kɛŋ³³	
菊	kʰɛi⁵	不符合古今语音演变的对应规律
菊	kʰiɛ¹²	
穷	kʰɛŋ¹¹	
畜	tsʰɛi⁵	~牧，不符合古今语音演变的对应规律
蓄	tsʰɛi⁵	不符合古今语音演变的对应规律
熊	sɛŋ¹¹	不符合古今语音演变的对应规律
雄	hɛŋ¹¹	不符合古今语音演变的对应规律
融	iɛŋ¹¹	
育	iu⁵	不符合古今语音演变的对应规律
封	fɛŋ³³	
峰	fɛŋ³³	
蜂	fɛŋ³³	
锋	fɛŋ³³	
捧	pɛŋ²¹⁴	不符合古今语音演变的对应规律
逢	fɛŋ¹¹	
缝	fɛŋ¹¹	~衣
奉	fɛŋ³¹	
缝	fɛŋ³¹	~隙
浓	nɛŋ¹¹	
龙	lɛŋ¹¹	
绿	lɛi³	
录	lɛi³	
纵	tsɛŋ⁵³	~横，不符合古今语音演变的对应规律
踪	tsɛŋ³³	
足	tsɛi⁵	
促	tsʰɛi⁵	
从	tsʰɛŋ¹¹	跟~
粟	siɛ¹²	
松	tsʰɛŋ¹¹	~树
诵	sɛŋ⁵³	不符合古今语音演变的对应规律
颂	sɛŋ⁵³	不符合古今语音演变的对应规律
俗	tsʰɛi³	
续	tsʰɛi³	
宠	tsʰɛŋ²¹⁴	
重	tsʰɛŋ¹¹	~复
重	tsʰɛŋ³¹	轻~
钟	tsɛŋ³³	
种	tsɛŋ²¹⁴	~类
种	tsɛŋ⁵³	~树
烛	tsɛi⁵	
嘱	tsɛi⁵	
冲	tsʰɛŋ³³	
触	tsʰɛi⁵	
舂	tsɛŋ³³	
束	tsʰɛi⁵	不符合古今语音演变的对应规律
属	sɛi³	
茸	iɛŋ¹¹	
辱	iu⁵	不符合古今语音演变的对应规律
恭	kɛŋ³³	
供	kɛŋ⁵³	~给，不符合古今语音演变的对应规律
恐	kʰɛŋ²¹⁴	
曲	kʰɛi⁵	
共	kʰɛŋ³¹	
局	kʰɛi³	
玉	ŋɛi³	
狱	ŋɛi³	
胸	hɛŋ³³	
凶	hɛŋ³³	
雍	iɛŋ³³	
拥	ɛŋ²¹⁴	推
拥	iɛŋ²¹⁴	
容	iɛŋ¹¹	
勇	iɛŋ²¹⁴	
用	iɛŋ³¹	
欲	iɛi³	
浴	iu⁵	不符合古今语音演变的对应规律
