"拼音"	"IPA"	"調號"	"單字"
"gu"	"ku"	1	"孤箍姑估=[～计]咕[嘀～]沽辜"
"gu"	"ku"	2	"跍[蹲；住：在家～几天]"
"gu"	"ku"	3	"古估-[猜，～谜子]牯股鼓蛊贾"
"gu"	"ku"	5	"谷骨=[排～]顾故固锢雇过-[～身]"
"gu"	"ku"	6	"咕[～口：漱口]"
"ku"	"kʰu"	1	"枯骷窟"
"ku"	"kʰu"	3	"苦"
"ku"	"kʰu"	5	"哭库裤酷绔"
"u"	"u"	1	"巫诬污乌呜钨坞邬"
"u"	"u"	2	"无吴蜈吾梧"
"u"	"u"	3	"五伍舞捂焐午仵[～作方：胆量极大的人]侮芜武鹉"
"u"	"u"	5	"屋勿物誤=[～会]悟晤恶[可～]务兀骛鹜"
"u"	"u"	6	"誤-[失～]雾戊"
"zhy"	"tɕy"	1	"居[～住]拘驹掬鞠车[～马炮]猪诸朱株珠蛛诛侏茱铢"
"zhy"	"tɕy"	2	"除滁厨橱躇渠瞿衢锤捶"
"zhy"	"tɕy"	3	"举沮咀煮主拄"
"zhy"	"tɕy"	5	"句局巨距拒炬具惧俱飓据踞剧菊橘桔著蛀注驻炷贮伫"
"zhy"	"tɕy"	6	"住柱矩"
"chy"	"tɕʰy"	1	"区驱躯岖枢吹"
"chy"	"tɕʰy"	3	"处[～理]杵"
"chy"	"tɕʰy"	5	"处[到～]出去=[～皮]屈"
"chy"	"tɕʰy"	6	"杵[噘，～嘴巴]"
"shy"	"ɕy"	1	"虚嘘墟书输舒姝"
"shy"	"ɕy"	2	"殊储"
"shy"	"ɕy"	3	"许=栩暑署鼠水-"
"shy"	"ɕy"	5	"绪酗煦樹=[～立]术述曙戍竖墅庶恕"
"shy"	"ɕy"	6	"樹-"
"y"	"y"	1	"迂淤"
"y"	"y"	2	"鱼渔予余于竽盂愚榆瑜愉虞娱谀萸庾如儒孺蠕"
"y"	"y"	3	"与屿欤语羽禹宇吁女汝乳"
"y"	"y"	5	"玉钰誉域郁喻愈逾御浴=[沐～露]裕寓预豫驭毓煜聿鹬尉[～迟：姓]熨[～帖]日=[～期]入役疫𢺴[使弯曲，～尿桶系]"
"y"	"y"	6	"芋遇"
"ba"	"pa"	1	"巴吧芭笆疤粑爸"
"ba"	"pa"	2	"爬扒[～手：偷窃别人随身物品的人]耙琶"
"ba"	"pa"	3	"把靶㞎[～～：屎或泛指肮脏的东西]"
"ba"	"pa"	5	"把柄霸坝罢=八捌伯[～～：伯父]"
"ba"	"pa"	6	"耙[有两排铁齿的耘田农具]稗罢-[～事：特意]"
"pa"	"pʰa"	1	"趴[～开：两腿叉开]"
"pa"	"pʰa"	3	"啪[鞭炮声]"
"pa"	"pʰa"	5	"白-[一蚁哩：白蚁]怕拍[球～子]帕魄拔[～河]"
"ma"	"ma"	1	"妈摸-[做一记：捉迷藏]"
"ma"	"ma"	2	"麻痳"
"ma"	"ma"	3	"马码蚂玛"
"ma"	"ma"	5	"抹麦-[蕎～]"
"ma"	"ma"	6	"骂"
"fa"	"fa"	1	"花"
"fa"	"fa"	2	"华哗桦划[～船]筏[～子：小木船]"
"fa"	"fa"	5	"化划[计～]发法伐罚阀砝"
"fa"	"fa"	6	"画話=[～筒]"
"da"	"ta"	3	"打"
"da"	"ta"	5	"大=[人～]答搭嗒达挞跶褡[～夹：围在小孩胸部的兜兜]剳[蜇]耷[～耳朵：耳朵大而下垂]"
"ta"	"tʰa"	1	"他"
"ta"	"tʰa"	5	"踏塔榻塌獭遢[邋～]"
"la"	"la"	1	"拉啦拿"
"la"	"la"	2	"哪[～吒]娜[人名用字]"
"la"	"la"	3	"哪"
"la"	"la"	5	"辣腊蜡垃邋捺纳呐钠衲[～鞋底]枘[塞]讷"
"la"	"la"	6	"喇"
"za"	"tsa"	1	"渣喳楂"
"za"	"tsa"	2	"茶搽查吒"
"za"	"tsa"	5	"乍炸诈榨眨闸札扎铡杂砸蔗柘摘-"
"za"	"tsa"	6	"槎[供瓜藤蔓延的小竹棍；刷洗，如～马桶]"
"ca"	"tsʰa"	1	"叉权衩钗差"
"ca"	"tsʰa"	5	"诧岔插察擦坼拆"
"sa"	"sa"	1	"沙纱砂痧鲨裟挲[张开]杉"
"sa"	"sa"	3	"撒耍厦[～子：正房与厢房拐角处的房间]"
"sa"	"sa"	5	"杀剎煞萨霎析-[量词，瓣]"
"zha"	"tʃa"	1	"遮"
"zha"	"tʃa"	5	"隻-[量词]炙-[～火]"
"cha"	"tʃʰa"	1	"車-[风～]"
"cha"	"tʃʰa"	3	"扯哆[笑～噠：裂开嘴笑]"
"cha"	"tʃʰa"	5	"尺-[～寸]赤-[～脚]"
"sha"	"ʃa"	1	"赊奢"
"sha"	"ʃa"	2	"蛇佘[姓]"
"sha"	"ʃa"	3	"捨-[～不得]"
"sha"	"ʃa"	5	"石[～头]射-[～箭]"
"sha"	"ʃa"	6	"射-[～星：流星]社-[新坟不过～]"
"ga"	"ka"	1	"枷痂家-[人～]"
"ga"	"ka"	2	"蛤[～蟆]"
"ga"	"ka"	3	"嘎[～白个：非常白]"
"ga"	"ka"	5	"格-[～子]架-[磨～；～路：影响别人通行]駕-[～船]嫁胛[肩～]膈-[～交弯里：胳肢窝]夾-[～子]挟[～菜]"
"ga"	"ka"	6	"嘎[～粗个：非常粗糙]拃[大拇指和食指张开时的长度]㐄[跨]"
"ka"	"kʰa"	1	"揢[用虎口紧紧扼住]"
"ka"	"kʰa"	3	"卡"
"ka"	"kʰa"	5	"胯掐"
"nga"	"ŋa"	1	"丫-[～开]桠[枝～]吖[～喳：小孩吵事；～腮：小孩哭]"
"nga"	"ŋa"	2	"牙芽伢[～啧：男孩]"
"nga"	"ŋa"	3	"啞-[～巴]"
"nga"	"ŋa"	5	"鸭額-[～头]啮咬[训读，本字啮]壓-[～路机]轧[～棉花]亚-[一～～啧：非常少]"
"nga"	"ŋa"	6	"砑[鞋底来回摩擦]"
"xa"	"xa"	1	"虾哈"
"xa"	"xa"	3	"傻[训读]"
"xa"	"xa"	5	"吓瞎"
"xa"	"xa"	6	"下咸[都，训读，本字下]"
"a"	"a"	1	"阿啊"
"bia"	"pia"	5	"壁-"
"pia"	"pʰia"	5	"劈"
"dia"	"tia"	1	"爹[～～：祖父]"
"dia"	"tia"	2	"提-"
"dia"	"tia"	5	"滴-"
"tia"	"tʰia"	5	"踢締-[系]"
"lia"	"lia"	1	"嗲[训读，～里～气：娇气]"
"lia"	"lia"	5	"栗-[～树]累[训读]"
"zhia"	"tɕia"	1	"佳加迦珈嘉家=[～庭]毑[娭～：祖母]"
"zhia"	"tɕia"	2	"茄斜-"
"zhia"	"tɕia"	3	"姐-假[～钱；暑～]贾"
"zhia"	"tɕia"	5	"架=[打～]駕=[～驶员]袈稼价甲夾=[文件～]借嘎[～脑壳：脾气很犟而不易相处的人]"
"zhia"	"tɕia"	6	"謝-[植物的苗或花因长期下雨而变萎]"
"chia"	"tɕʰia"	5	"吃-[～亏]恰洽"
"gnia"	"ȵia"	2	"黏[粘贴]"
"gnia"	"ȵia"	5	"入[～屄：性交]"
"shia"	"ɕia"	1	"些"
"shia"	"ɕia"	2	"霞瑕遐狎"
"shia"	"ɕia"	3	"写"
"shia"	"ɕia"	5	"泻-[稀]厦[～门]侠狭峡辖匣"
"shia"	"ɕia"	6	"夏"
"ia"	"ia"	1	"丫=[～鬟]"
"ia"	"ia"	2	"衙涯崖爷[父亲]"
"ia"	"ia"	3	"雅啞=[～铃]野-[～物]惹也-"
"ia"	"ia"	5	"亚押壓=[～力]"
"ia"	"ia"	6	"夜-[～瞎里：晚上]"
"gua"	"kua"	1	"瓜"
"gua"	"kua"	3	"寡剐"
"gua"	"kua"	5	"挂卦褂括刮"
"kua"	"kʰua"	1	"夸"
"kua"	"kʰua"	3	"垮"
"kua"	"kʰua"	6	"垮[～四娘：裤子松垮的人]"
"ua"	"ua"	1	"蛙[牛～]洼哇[心里～：极想吃东西；老～哩：老鹰]挖[～机]娲[女～]剜"
"ua"	"ua"	2	"娃"
"ua"	"ua"	3	"瓦搲[舀]"
"ua"	"ua"	5	"滑猾袜挖[～土]轭[牛～]哕[打～呕哩：想呕吐却又吐不出]"
"ua"	"ua"	6	"話-[讲～]"
"zhya"	"tɕya"	1	"抓"
"zhya"	"tɕya"	2	"瘸[～子：手部肌肉萎缩的人]"
"chya"	"tɕʰya"	5	"踹[踢]"
"shya"	"ɕya"	1	"靴-"
"ya"	"ya"	5	"哕[大声喊叫]"
"zhe"	"tʃe"	3	"者"
"zhe"	"tʃe"	5	"折=[～断]哲浙摺鹧这="
"che"	"tʃʰe"	1	"車=[汽～]"
"che"	"tʃʰe"	5	"撤彻澈辙瞮[眼皮抽搐]"
"she"	"ʃe"	3	"捨=[～弃]"
"she"	"ʃe"	5	"社=舍[宿～]射=[发～]麝舌设摄涉失-[遗～]"
"ge"	"ke"	3	"给弆[藏]"
"ge"	"ke"	5	"格=[及～]隔[～奶]膈=[横～膜]胳革割"
"ge"	"ke"	6	"嗝"
"ke"	"kʰe"	3	"剋[过分地省俭]龈[老鼠咬物]"
"ke"	"kʰe"	5	"克刻客咳[～嗽]"
"nge"	"ŋe"	5	"額=[余～]"
"xe"	"xe"	3	"许-"
"xe"	"xe"	5	"黑核=[～实]赫"
"e"	"e"	2	"儿而爷[老～]"
"e"	"e"	3	"耳饵尔迩冶野=[田～]也=[～许]"
"e"	"e"	5	"凹[训读]翼-[～胛：鸟翅]乙叶页夜=[～晚]"
"e"	"e"	6	"二贰易-[～得：容易]敥[用手指撒物]"
"bie"	"pie"	3	"瘪[凹]"
"bie"	"pie"	5	"屄[女阴]"
"bie"	"pie"	6	"瘪[因没有牙齿而用牙龈咀嚼]"
"pie"	"pʰie"	3	"蹩[～脚]"
"pie"	"pʰie"	5	"别撇"
"mie"	"mie"	1	"咩眯密[～严个：非常严实]"
"mie"	"mie"	5	"灭篾蔑密蜜觅泌汨[～罗江]幂秘=[～密]搣[掰，用手指～开]"
"die"	"tie"	1	"喋[向人指示某物时发出的声音]"
"die"	"tie"	5	"德得跌迭叠蹀[半路上顺便逗留]"
"die"	"tie"	6	"嘚[动态助词，表完成]"
"tie"	"tʰie"	5	"特铁贴帖蝶碟谍折-[～断；～本]剃替-[代～]脱"
"lie"	"lie"	5	"列烈裂冽例劣猎捋[～袖子：挽衣抽]戾[歪]"
"zhie"	"tɕie"	1	"嗟"
"zhie"	"tɕie"	3	"姐=[～妹]"
"zhie"	"tɕie"	5	"接节结洁诘揭竭截澀-[巴～：未成熟的柿子的味道]絕-[～对]"
"chie"	"tɕʰie"	3	"且"
"chie"	"tɕʰie"	5	"切窃妾杰怯劫捷絕-[～人毛：绝子绝孙]去-"
"gnie"	"ȵie"	2	"尼泥妮倪霓宜仪疑"
"gnie"	"ȵie"	3	"拟蚁议谊"
"gnie"	"ȵie"	5	"熱-[～闹]逆日-[～哩：白天]匿義=[～务]藝=[～术]聂镊业涅孽扼"
"gnie"	"ȵie"	6	"藝-[手～]腻[～人：食物因太甜而难吃]義-[～气]"
"shie"	"ɕie"	1	"蝎"
"shie"	"ɕie"	2	"邪携谐=斜=[倾～]"
"shie"	"ɕie"	5	"雪屑泻=[～药]泄薛亵血穴协胁谢=[凋～；姓]歇卸楔"
"ie"	"ie"	1	"耶椰"
"ie"	"ie"	5	"烨哗"
"zhye"	"tɕye"	1	"追椎锥"
"zhye"	"tɕye"	2	"垂槌"
"zhye"	"tɕye"	5	"决诀抉倔掘蕨獗坠赘缀"
"zhye"	"tɕye"	6	"倦[疲劳]"
"chye"	"tɕʰye"	1	"炊"
"chye"	"tɕʰye"	3	"抈[～折：用手折断]"
"chye"	"tɕʰye"	5	"缺阙"
"shye"	"ɕye"	1	"靴="
"shye"	"ɕye"	2	"谁"
"shye"	"ɕye"	3	"水=[～平]"
"shye"	"ɕye"	5	"说税睡"
"ye"	"ye"	3	"蕊抈[又音，～折：用手折断]"
"ye"	"ye"	5	"熱=[～情]月越曰粤阅悦锐瑞睿𠮷[～口：田埂上过水的口子]"
"bo"	"po"	1	"波玻菠"
"bo"	"po"	2	"婆鄱[～阳湖]"
"bo"	"po"	5	"播搏博簸剥撥=[～款]潑=[活～]"
"bo"	"po"	6	"薄[～荷]"
"po"	"pʰo"	1	"坡"
"po"	"pʰo"	3	"颇跛=[脚瘸]"
"po"	"pʰo"	5	"破薄[厚～]"
"mo"	"mo"	1	"摸=[～牌]"
"mo"	"mo"	2	"磨[～刀]摩魔模膜摹"
"mo"	"mo"	3	"母拇么[～哩：什么]"
"mo"	"mo"	5	"莫寞暮幕募慕漠木沐茉沫目牧穆"
"mo"	"mo"	6	"墓磨[～子：石磨]"
"do"	"to"	1	"多哆咄"
"do"	"to"	2	"驼坨[泥巴～哩：泥团]驮"
"do"	"to"	3	"朵躲垛"
"do"	"to"	5	"惰堕夺剁[～肉]斫[～柴]"
"do"	"to"	6	"舵垛[叠放]"
"to"	"tʰo"	1	"拖"
"to"	"tʰo"	3	"妥椭亸[下垂]"
"to"	"tʰo"	5	"托铎拓唾[～液]"
"lo"	"lo"	1	"啰[～嗦]"
"lo"	"lo"	2	"罗萝锣箩逻螺脶挪挼[揉搓]"
"lo"	"lo"	3	"裸暖[～和]卵"
"lo"	"lo"	5	"落洛骆络笿[斗笠～哩]烙乐[快～]摞[动词，将术材搁在较高的地方]"
"lo"	"lo"	6	"糯"
"zo"	"tso"	2	"昨"
"zo"	"tso"	3	"左佐[～钱：借钱]"
"zo"	"tso"	5	"佐[辅～]作卓桌捉啄=琢浊茁"
"zo"	"tso"	6	"坐座"
"co"	"tsʰo"	1	"搓磋"
"co"	"tsʰo"	3	"挫"
"co"	"tsʰo"	5	"错措凿戳绰龊[龌～]"
"so"	"so"	1	"梭唆蓑娑嗍一螺"
"so"	"so"	3	"所锁琐唢"
"so"	"so"	5	"索[～子：绳子]索[～利：干净]素朔溯塑"
"zho"	"tʃo"	5	"着[衣～]酌脚角[一～钱]喌[唤鸡声]"
"cho"	"tʃʰo"	5	"着[睏～嘚：睡着了]辵[～巴子：骗子]"
"sho"	"ʃo"	5	"硕烁妁差[训读]"
"go"	"ko"	1	"哥歌戈锅"
"go"	"ko"	3	"果裹"
"go"	"ko"	5	"个过=[～程]各鸽葛=[姓]阁搁郭角[牛～]"
"go"	"ko"	6	"咯[菢鸡婆的叫声]"
"ko"	"kʰo"	1	"科蝌苛柯坷轲窠"
"ko"	"kʰo"	3	"可棵颗敤[敲击]"
"ko"	"kʰo"	5	"课壳確-[正～]扩阔渴磕搉[敲，打]叩"
"ngo"	"ŋo"	2	"鹅俄蛾娥峨讹"
"ngo"	"ŋo"	3	"我"
"ngo"	"ŋo"	5	"恶鳄鄂锷噩颚萼愕"
"ngo"	"ŋo"	6	"饿"
"xo"	"xo"	1	"呵"
"xo"	"xo"	2	"河何=荷[～叶]和[～睦]"
"xo"	"xo"	3	"火伙"
"xo"	"xo"	5	"货贺鹤霍藿豁或惑获喝=[～彩]合盒=活=壑縛-[～蒲哩：捆柴草的荆条]蠚[毛虫用体表的刺蜇人]"
"xo"	"xo"	6	"祸和[跟嘚～：与一群人混在一起]"
"o"	"o"	1	"屙窝蜗莴涡"
"o"	"o"	2	"禾何-[～至：哪儿]"
"o"	"o"	5	"卧斡沃呜[～呼]𤌍[烫]"
"zhio"	"tɕio"	5	"爵嚼"
"chio"	"tɕʰio"	5	"雀却觉[～悟]鹊確=[～定]"
"gnio"	"ȵio"	5	"略掠弱虐疟"
"shio"	"ɕio"	5	"学削芍[～药]"
"io"	"io"	5	"岳躍=[踊～]钥[～匙]约药若诺乐[音～]彟[用手比划]"
"bai"	"pai"	1	"跛-[～子：脚瘸的人]𨃅[～子：脚瘸的人]"
"bai"	"pai"	2	"排牌徘"
"bai"	"pai"	3	"摆"
"bai"	"pai"	5	"拜湃"
"bai"	"pai"	6	"败"
"pai"	"pʰai"	5	"派"
"mai"	"mai"	2	"埋"
"mai"	"mai"	3	"买卖"
"mai"	"mai"	6	"妹-[～哩：女儿]"
"fai"	"fai"	2	"槐懷=[～抱]淮徊"
"fai"	"fai"	6	"坏"
"dai"	"tai"	1	"呆"
"dai"	"tai"	2	"台苔跆[～拳道]"
"dai"	"tai"	3	"歹逮"
"dai"	"tai"	5	"带戴待=[等～]代=[朝～]贷黛怠"
"dai"	"tai"	6	"大-代-[～替]待-[～人客：招待客人]袋"
"tai"	"tʰai"	1	"胎"
"tai"	"tʰai"	3	"奤[慢慢地走]"
"tai"	"tʰai"	5	"太态汰泰"
"lai"	"lai"	2	"来莱"
"lai"	"lai"	3	"乃奶"
"lai"	"lai"	5	"奈耐=[～心]氖赖睐"
"lai"	"lai"	6	"耐-[～烦：有耐心]癞"
"zai"	"tsai"	1	"灾栽哉摘=[～要]斋"
"zai"	"tsai"	2	"才材财豺裁柴"
"zai"	"tsai"	3	"宰崽[儿子]仔[牛～裤]"
"zai"	"tsai"	5	"再债寨载"
"zai"	"tsai"	6	"在=[现～]淋[训读，～雨]"
"cai"	"tsʰai"	1	"猜差[出～]"
"cai"	"tsʰai"	3	"采彩踩睬"
"cai"	"tsʰai"	5	"菜蔡"
"sai"	"sai"	1	"腮鳃筛衰"
"sai"	"sai"	3	"洒塞[打：～他一拳]"
"sai"	"sai"	5	"赛晒帅率塞[边～]"
"gai"	"kai"	1	"街该赅皆阶"
"gai"	"kai"	3	"改解"
"gai"	"kai"	5	"盖介界芥疥届戒械丐"
"kai"	"kʰai"	1	"开揩"
"kai"	"kʰai"	3	"凯恺铠楷"
"kai"	"kʰai"	5	"概溉慨"
"ngai"	"ŋai"	1	"挨[靠近]唉娭[～毑：祖母]哀"
"ngai"	"ŋai"	2	"埃挨[～打]捱[拖延]崖岩呆[～直：不灵活]癌"
"ngai"	"ŋai"	3	"矮蔼霭"
"ngai"	"ŋai"	5	"爱暖隘礙=[阻～]"
"ngai"	"ŋai"	6	"艾礙-[～事]"
"xai"	"xai"	2	"孩鞋諧-还[～要]"
"xai"	"xai"	3	"海"
"xai"	"xai"	5	"懈害=[～怕]亥=[辛～]骇"
"xai"	"xai"	6	"亥-[～时]害-[祸～]解[姓]蟹[螃～]怀[～肚：怀孕]"
"guai"	"kuai"	1	"乖[听话]"
"guai"	"kuai"	3	"拐"
"guai"	"kuai"	5	"怪"
"kuai"	"kʰuai"	3	"块傀擓[挎；佩戴]"
"kuai"	"kʰuai"	5	"快筷会[～计]刽[～子手]脍"
"uai"	"uai"	1	"歪"
"uai"	"uai"	2	"懷-[～里]"
"uai"	"uai"	3	"崴[两边摇晃]"
"uai"	"uai"	6	"外"
"zhyai"	"tɕyai"	3	"拽[抖派头]"
"chyai"	"tɕʰyai"	3	"揣"
"shyai"	"ɕyai"	3	"甩摔"
"bei"	"pei"	1	"杯悲卑碑背[～带]婢蓖[～麻]"
"bei"	"pei"	2	"培陪赔裴"
"bei"	"pei"	5	"白=百柏贝狈毙币辈背=[～后]备=[准～]秘-[～书]撥-[～灯芯]钵[蒸～]閉-"
"bei"	"pei"	6	"倍被焙背-[～时]备-[～课]弊[舞～]避-[躲～]"
"pei"	"pʰei"	1	"胚坯剖"
"pei"	"pʰei"	3	"呸"
"pei"	"pʰei"	5	"佩配沛潑-[～水]迫"
"mei"	"mei"	1	"痗[心情沮丧，脸色不好]"
"mei"	"mei"	2	"梅霉酶莓眉楣嵋煤媒谋枚玫迷谜=[～语]"
"mei"	"mei"	3	"美镁每亩牡某"
"mei"	"mei"	5	"末[～哩：粉末]昧妹=[姐～]魅媚寐麦=[～子]脉墨默没"
"mei"	"mei"	6	"谜-[～子：谜语]"
"fei"	"fei"	1	"飞非菲霏扉妃灰恢诙辉晖挥徽"
"fei"	"fei"	2	"肥淝回茴"
"fei"	"fei"	3	"匪绯诽翡否缶毁悔诲贿"
"fei"	"fei"	5	"废吠费沸痱惠蕙慧彗绘荟卉讳秽喝活盒-核-[桃子～]"
"fei"	"fei"	6	"会[开～]汇[～款]"
"dei"	"tei"	1	"堆逗兜蔸"
"dei"	"tei"	2	"抬头颓"
"dei"	"tei"	3	"斗[一～米]抖陡䇏[整批地买进]"
"dei"	"tei"	5	"对队兑碓[～窝子：石臼]"
"dei"	"tei"	6	"豆痘在-[～屋里：在家里]"
"tei"	"tʰei"	1	"推偷"
"tei"	"tʰei"	3	"腿敨[清洗衣物：～水；倾倒包袱：把袋哩～看]"
"tei"	"tʰei"	5	"退褪"
"lei"	"lei"	1	"纍[～壮个：很胖]"
"lei"	"lei"	2	"雷蕾擂[～钵：用来磨碎生姜的器皿]楼"
"lei"	"lei"	3	"吕铝磊垒屡篓馁"
"lei"	"lei"	5	"类累泪虑陋耒擂[～台]"
"lei"	"lei"	6	"内漏滤"
"zei"	"tsei"	1	"邹"
"zei"	"tsei"	2	"愁-随"
"zei"	"tsei"	3	"走嘴="
"zei"	"tsei"	5	"最醉则侧厕[～所]仄责窄塞[瓶～]"
"zei"	"tsei"	6	"罪"
"cei"	"tsʰei"	1	"崔催摧搊[～尿：给小孩把屎；～箍]"
"cei"	"tsʰei"	3	"取-"
"cei"	"tsʰei"	5	"翠萃粹瘁册策测侧择泽贼脆趣宅拆=撮[～箕]"
"sei"	"sei"	1	"搜馊虽绥"
"sei"	"sei"	2	"隋"
"sei"	"sei"	5	"岁碎祟隧燧瘦色澀=[苦～]瑟塞[堵～]啬虱[～婆：虱子]髂[～头牯哩：膝盖]"
"gei"	"kei"	1	"勾沟钩"
"gei"	"kei"	2	"抅[挠痒痒]"
"gei"	"kei"	3	"狗苟枸"
"gei"	"kei"	5	"够构购彀[双手抓住某物，身体尽量向上伸]个[这]"
"kei"	"kʰei"	1	"抠眍"
"kei"	"kʰei"	3	"口"
"kei"	"kʰei"	5	"扣寇蔻"
"ngei"	"ŋei"	1	"区[姓]欧[～阳：姓]殴"
