id	ini	fn	pt	单字	IPA	注释、
2370	k	ɐt	055	吉	kɐt5	吉利
2371	k	ɐn	35	僅	kɐn35	不仅
2372	ŋ	ɐn	21	銀	ŋɐn21	银行
2374		iɐn	213	因	iɐn213	原因
2375		iɐn	213	姻	iɐn213	婚姻
2376		iɐn	33	洇	iɐn33	液体向四周散开或渗透
2377		iɐn	33	印	iɐn33	手印
2378		iɐt	055	一	iɐt5	一定
2379		yt	033	乙	yt3	天干
2380		iɐn	35	寅	iɐn35	地支
2381		iɐn	35	引	iɐn35	吸引
2382		iek	022	逸	iek2	劳逸结合
2383	k	ɐn	213	斤	kɐn213	斤两
2384	k	ɐn	213	筋	kɐn213	筋骨
2385	k	ɐn	35	謹	kɐn35	谨慎
2386	k	eŋ	22	勁	keŋ22	劲敌
2388	h	ɐt	055	乞	hɐt5	乞讨
2389	kʰ	ɐn	21	勤	kʰɐn21	辛勤
2390	kʰ	ɐn	21	芹	kʰɐn21	芹菜
2391	k	ɐn	22	近	kɐn22	远近
2392		iɐn	213	欣	iɐn213	欣欣向荣
2393		iɐn	213	殷	iɐn213	殷勤；姓
2394		iɐn	35	隱	iɐn35	隐身，隐形
2395		iɐn	35	癮	iɐn35	烟瘾
2396	p	ɐn	213	奔	pɐn213	东奔西走
2397	p	un	35	本	pun35	书本
2398	p	ɐn	213	逩	pɐn213	投奔，奔六十岁
2399	p	ɐt	055	不	pɐt5	不过，不是
2400	pʰ	ɐn	33	噴	pʰɐn33	喷水
2401	pʰ	ɐn	33	噴	pʰɐn33	喷香；喷嚏
2402	pʰ	øn	21	盆	pʰøn21	脸盆
2403	p	ɐn	22	笨	pɐn22	笨蛋
2404	p	øt	022	勃	pøt2	勃然大怒
2405	m	un	21	門	mun21	关门
2406	m	øn	22	悶	møn22	闷热
2407	m	øt	022	没	møt2	沉没
2408	t	ɐn	213	敦	tɐn213	敦厚
2409	t	ɐn	213	墩	tɐn213	桥墩
2410	t	ɐn	22	頓	tɐn22	停顿
2411	tʰ	ɐn	33	褪	tʰɐn33	褪色；褪戒指
2412	tʰ	ɐn	21	屯	tʰɐn21	屯田
2413	tʰ	ɐn	21	豚	tʰɐn21	海豚
2414	tʰ	ɐn	213	飩	tʰɐn213	馄饨
2415	t	ɐn	22	炖	tɐn22	炖蛋，炖鸡
2416	tʰ	ɐn	21	囤	tʰɐn21	囤积
2417	t	ɐn	22	盾	tɐn22	矛盾
2418	t	ɐn	22	鈍	tɐn22	迟钝
2419	t	ɐk	022	突	tɐk2	突然
2420	t	ɐk	022	凸	tɐk2	凸起
2421	l	yn	22	嫩	lyn22	稚嫩，菜嫩
2422	l	ɐn	22	論	lɐn22	论语
2423	l	ɐn	21	侖	lɐn21	昆仑
2424	l	ɐn	22	論	lɐn22	讨论，论文
2425	tʃ	yn	213	尊	tʃyn213	尊敬
2426	tʃ	ɐt	055	卒	tʃɐt5	兵卒
2427	tʃʰ	yn	213	村	tʃʰyn213	村庄
2428	tʃʰ	yn	33	寸	tʃʰyn33	尺寸
2429	ʃ	ɐt	055	猝	ʃɐt5	仓猝
2430	tʃʰ	yn	21	存	tʃʰyn21	存折
2431	ʃ	yn	213	孫	ʃyn213	子孙
2432	ʃ	yn	35	損	ʃyn35	损坏
2433	ʃ	ɐn	33	遜	ʃɐn33	谦逊
2434	kʰ	uɐn	213	昆	kʰuɐn213	昆虫
2435	kʰ	uɐn	213	崑	kʰuɐn213	昆仑
2436	k	uɐn	35	滚	kuɐn35	滚动
2437	k	uɐn	33	棍	kuɐn33	棍棒
2438	k	uɐt	055	骨	kuɐt5	骨头
2439	kʰ	uɐn	213	坤	kʰuɐn213	乾坤
2440	kʰ	uɐn	35	綑	kʰuɐn35	捆住
2441	kʰ	uɐn	33	困	kʰuɐn33	困难
2442	f	ɐn	33	睏	fɐn33	睏觉（睡觉），犯睏
2443	f	ɐt	055	窟	fɐt5	窟窿，屎窟
2444	f	ɐn	213	昏	fɐn213	黄昏
2445	f	ɐn	213	婚	fɐn213	结婚
2446	f	ɐt	055	忽	fɐt5	忽然
2447		uɐn	21	魂	uɐn21	鬼魂
2448		uɐn	22	餛	uɐn22	馄饨
2449		uɐn	22	渾	uɐn22	浑浊，水浑
2450		uɐn	22	混	uɐn22	相混，混淆
2451		uɐt	022	核	uɐt2	果核
2452		uɐn	213	温	uɐn213	温度
2453		uɐn	213	瘟	uɐn213	鸡瘟
2454		uɐn	35	穩	uɐn35	稳定
2455	l	ɐn	21	倫	lɐn21	伦理
2456	l	ɐn	21	淪	lɐn21	沉沦
2457	l	ɐn	21	輪	lɐn21	车轮
2458	l	ɐt	022	律	lɐt2	纪律
2459	ʃ	ɐt	055	率	ʃɐt5	率领
2460	tʃ	yn	213	遵	tʃyn213	遵守
2461	tʃ	ɐn	33	俊	tʃɐn33	英俊
2462	ʃ	ɐn	21	詢	ʃɐn21	询问
2463	ʃ	ɐn	35	筍	ʃɐn35	竹笋
2464	ʃ	ɐn	35	榫	ʃɐn35	榫头
2465	ʃ	ɐn	33	迅	ʃɐn33	迅速
2466	tʃ	ɐn	33	浚	tʃɐn33	疏浚，浚河
2467	ʃ	ɐt	055	戌	ʃɐt5	戊戌变法
2468	ʃ	ɐt	055	恤	ʃɐt5	体恤
2469	ʃ	ɐn	21	旬	ʃɐn21	上旬
2470	ʃ	ɐn	21	循	ʃɐn21	循环
2471	ʃ	ɐn	21	巡	ʃɐn21	巡逻
2472	ʃ	ɐn	33	殉	ʃɐn33	殉职
2473	tʃʰ	ɐn	213	椿	tʃʰɐn213	椿树，香椿
2474	ʃ	ɐt	022	朮	ʃɐt2	白朮
2475	l	ɐt	022	率	lɐt2	效率
2476	ʃ	ɐt	055	蟀	ʃɐt5	蟋蟀
2477	tʃ	ɐn	35	準	tʃɐn35	标准，准则
2478	tʃ	ɐn	35	准	tʃɐn35	准确；准许
2479	tʃ	ɐn	33	圳	tʃɐn33	深圳；田中小沟
2480	tʃʰ	ɐn	213	春	tʃʰɐn213	春秋
2481	tʃʰ	ɐn	35	蠢	tʃʰɐn35	愚蠢
2482	tʃʰ	ɐt	055	出	tʃʰɐt5	出去
2483	ʃ	ɐn	21	脣	ʃɐn21	嘴唇
2484	t	ɐn	22	盾	tɐn22	矛盾
2485	ʃ	ɐn	22	順	ʃɐn22	顺利
2486	ʃ	ɐt	022	術	ʃɐt2	技术
2487	ʃ	ɐt	022	述	ʃɐt2	叙述
2488	ʃ	ɐn	22	舜	ʃɐn22	尧舜
2489	ʃ	ɐn	21	純	ʃɐn21	单纯
2490	ʃ	ɐn	21	醇	ʃɐn21	酒醇
2491		iɐn	22	潤	iɐn22	滋润
2492		iɐn	22	閏	iɐn22	闰月
2493	kʰ	uɐn	213	均	kʰuɐn213	平均
2494	kʰ	uɐn	213	鈞	kʰuɐn213	千钧一发
2495	k	ɐt	055	橘	kɐt5	橘子
2496	kʰ	uɐn	35	菌	kʰuɐn35	细菌
2497		uɐn	21	匀	uɐn21	均匀
2498		uɐn	35	允	uɐn35	允许
2499		uɐn	35	尹	uɐn35	姓
2500	f	ɐn	213	分	fɐn213	分开
2501	f	ɐn	213	吩	fɐn213	吩咐
2502	f	ɐn	35	粉	fɐn35	面粉
2503	p	ɐn	33	糞	pɐn33	猪粪
2504	f	ɐn	33	奮	fɐn33	奋斗
2505	f	ɐn	213	芬	fɐn213	芬芳
2506	f	ɐn	213	紛	fɐn213	纠纷
2507	f	ɐt	022	彿	fɐt2	仿佛
2508	f	ɐn	21	焚	fɐn21	焚烧
2509	f	ɐn	21	墳	fɐn21	坟墓
2510	f	ɐn	33	憤	fɐn33	愤怒
2511	f	ɐn	22	忿	fɐn22	忿忿不平
2512	f	ɐn	22	份	fɐn22	一份
2513	f	ɐt	022	佛	fɐt2	佛像
2514	m	ɐn	21	文	mɐn21	论文
2515	m	ɐn	21	紋	mɐn21	花纹
2516	m	ɐn	35	蚊	mɐn35	蚊香
2517	m	ɐn	21	聞	mɐn21	新闻
2518	m	ɐn	35	吻	mɐn35	接吻
2519	m	ɐn	35	刎	mɐn35	自刎
2520	m	ɐn	22	問	mɐn22	问问题
2521	m	ɐt	022	物	mɐt2	物理
2522	m	ɐt	022	勿	mɐt2	非礼勿视
2523	k	uɐn	213	君	kuɐn213	君子
2524	k	uɐn	213	軍	kuɐn213	参军
2525		uɐt	055	屈	uɐt5	委屈
2526	kʰ	uɐn	21	群	kʰuɐn21	群众
2527	kʰ	uɐn	21	裙	kʰuɐn21	连衣裙，裙子
2528	k	uɐn	22	郡	kuɐn22	郡主
2529	k	uɐk	022	掘	kuɐk2	挖掘，掘墓
2530	k	uɐk	022	倔	kuɐk2	倔强
2531	f	ɐn	213	熏	fɐn213	熏陶；熏蚊子
2532	f	ɐn	213	勳	fɐn213	勋章
2533	f	ɐn	213	葷	fɐn213	荤菜
2534	f	ɐn	213	薰	fɐn213	薰衣草
2535	f	ɐn	33	訓	fɐn33	教训
2536		uɐn	21	云	uɐn21	人云亦云
2537		uɐn	21	雲	uɐn21	白云
2538		uɐn	21	耘	uɐn21	耕耘
2539		uɐn	35	韻	uɐn35	韵味
2540		uɐn	22	運	uɐn22	运气
2541		uɐn	21	暈	uɐn21	晕车
2542	p	œŋ	213	幫	pœŋ213	帮忙
2543	p	œŋ	35	榜	pœŋ35	榜样
2544	p	œŋ	22	謗	pœŋ22	诽谤
2545	p	œk	033	博	pœk3	博士
2546	pʰ	œŋ	21	滂	pʰœŋ21	滂沱
2547	pʰ	ɛk	033	泊	pʰɛk3	梁山泊
2548	pʰ	œŋ	21	旁	pʰœŋ21	旁边
2549	pʰ	œŋ	21	螃	pʰœŋ21	螃蟹
2550	p	œŋ	22	傍	pœŋ22	傍晚
2551	p	œŋ	22	傍	pœŋ22	依傍
2552	p	œk	022	薄	pœk2	薄弱
2553	pʰ	ɛk	033	泊	pʰɛk3	停泊，淡泊
2554	m	œŋ	21	忙	mœŋ21	农忙
2555	m	œŋ	21	芒	mœŋ21	芒种
2556	m	œŋ	21	茫	mœŋ21	茫然
2557	m	œŋ	35	莽	mœŋ35	鲁莽
2558	m	œŋ	35	蟒	mœŋ35	蟒蛇
2559	m	œk	022	莫	mœk2	莫非；姓
2560	m	œk	022	膜	mœk2	薄膜
2561	m	œk	022	幕	mœk2	谢幕
2562	m	œk	022	寞	mœk2	寂寞
2563	m	ɔ	213	摸	mɔ213	偷偷摸摸
2564	t	œŋ	213	當	tœŋ213	当时；应当
2565	t	œŋ	35	黨	tœŋ35	党员
2566	t	œŋ	35	擋	tœŋ35	阻挡
2567	t	œŋ	33	當	tœŋ33	当铺；当作
2568	t	œŋ	35	檔	tœŋ35	档案
2569	tʰ	œŋ	213	湯	tʰœŋ213	喝汤；姓
2570	tʰ	œŋ	35	倘	tʰœŋ35	倘若
2571	tʰ	œŋ	35	躺	tʰœŋ35	躺下
2572	tʰ	œŋ	33	燙	tʰœŋ33	烫手
2573	tʰ	œŋ	33	趟	tʰœŋ33	一趟
2574	tʰ	œk	033	託	tʰœk3	推托，寄托
2575	tʰ	œk	033	托	tʰœk3	托盘，托下巴
2576	tʰ	œŋ	21	堂	tʰœŋ21	堂兄
2577	tʰ	œŋ	21	棠	tʰœŋ21	海棠
2578	tʰ	œŋ	21	螳	tʰœŋ21	螳螂
2579	tʰ	œŋ	21	唐	tʰœŋ21	唐朝
2580	tʰ	œŋ	21	糖	tʰœŋ21	糖果
2581	tʰ	œŋ	21	塘	tʰœŋ21	池塘
2582	t	œŋ	22	蕩	tœŋ22	放荡
2583	t	œk	022	鐸	tœk2	木铎，铃铎
2584	t	œk	022	踱	tœk2	踱方步
2585	l	œŋ	21	囊	lœŋ21	行囊
2586	l	œk	022	諾	lœk2	承诺
2587	l	œŋ	21	郎	lœŋ21	郎中
2588	l	œŋ	21	廊	lœŋ21	走廊
2589	l	œŋ	21	狼	lœŋ21	豺狼
2590	l	œŋ	13	朗	lœŋ13	*借調，明朗
2591	l	œŋ	22	浪	lœŋ22	浪费
2592	l	œŋ	22	晾	lœŋ22	晾衣服
2593	l	œk	022	落	lœk2	下落
2594	l	œk	022	烙	lœk2	烙印
2595	l	œk	033	駱	lœk3	骆驼
2596	l	œk	022	洛	lœk2	洛阳
2597	l	œk	022	絡	lœk2	联络
2598	l	œk	022	樂	lœk2	快乐
2599	tʃ	œŋ	213	贓	tʃœŋ213	赃款
2600	tʃ	œŋ	213	髒	tʃœŋ213	肮脏
2601	tʃ	œŋ	33	葬	tʃœŋ33	埋葬
2602	tʃ	œk	033	作	tʃœk3	工作
2603	tʃʰ	œŋ	213	倉	tʃʰœŋ213	仓库
2604	tʃʰ	œŋ	213	蒼	tʃʰœŋ213	苍白
2605	tʃʰ	œŋ	213	艙	tʃʰœŋ213	船舱
2606	tʃʰ	ɔ	33	錯	tʃʰɔ33	错杂
2607	tʃʰ	œŋ	21	藏	tʃʰœŋ21	隐藏
2608	tʃ	œŋ	22	藏	tʃœŋ22	西藏
2609	tʃ	œŋ	22	臟	tʃœŋ22	内脏
2610	tʃ	œk	022	鑿	tʃœk2	用凿子凿
2611	tʃ	œk	033	昨	tʃœk3	昨天
2612	ʃ	œŋ	213	桑	ʃœŋ213	桑树
2613	ʃ	œŋ	33	喪	ʃœŋ33	婚丧，丧事
2614	ʃ	œŋ	35	嗓	ʃœŋ35	嗓子
2615	ʃ	œŋ	33	喪	ʃœŋ33	丧失
2616	ʃ	œk	033	索	ʃœk3	绳索
2617	k	œŋ	213	岡	kœŋ213	井冈山
2618	k	œŋ	213	崗	kœŋ213	站岗
2619	k	œŋ	213	剛	kœŋ213	刚好
2620	k	œŋ	213	綱	kœŋ213	大纲
2621	k	œŋ	33	鋼	kœŋ33	钢铁，炼钢
2622	k	œŋ	213	缸	kœŋ213	水缸
2623	k	œŋ	33	杠	kœŋ33	抬物用具，高低杠
2624	k	œk	033	各	kœk3	各位
2625	k	œk	033	閣	kœk3	阁下；阁楼
2626	k	œk	033	擱	kœk3	耽搁
2627	h	œŋ	213	康	hœŋ213	健康
2628	h	œŋ	213	糠	hœŋ213	谷糠，米糠
2629	h	œŋ	213	慷	hœŋ213	慷慨
2630	kʰ	œŋ	33	抗	kʰœŋ33	反抗
2631	ŋ	œŋ	35	昂	ŋœŋ35	昂首，高昂
2632	ŋ	œk	022	腭	ŋœk2	上腭
2633	ŋ	œk	022	鱷	ŋœk2	鳄鱼
2634	ŋ	œk	022	鄂	ŋœk2	湖北简称
2635	h	œŋ	21	行	hœŋ21	银行
2636	h	œŋ	21	杭	hœŋ21	杭州
2637	h	œŋ	21	航	hœŋ21	航行
2638	h	œk	033	鶴	hœk3	仙鹤
2639		œk	033	惡	œk3	善恶，恶霸
2640	l	iøŋ	21	娘	liøŋ21	爹娘
2641	l	iøŋ	22	釀	liøŋ22	酿酒
2642	l	iøŋ	21	良	liøŋ21	良好
2643	l	iøŋ	21	凉	liøŋ21	凉快
2644	l	iøŋ	21	量	liøŋ21	量尺寸
2645	l	iøŋ	21	糧	liøŋ21	粮食
2646	l	iøŋ	21	梁	liøŋ21	梁山；姓
2647	l	iøŋ	21	粱	liøŋ21	高粱
2648	l	iøŋ	35	兩	liøŋ35	两个
2649	l	iøŋ	35	兩	liøŋ35	斤两
2650	l	iøŋ	22	亮	liøŋ22	天亮
2651	l	iøŋ	22	諒	liøŋ22	原谅
2652	l	iøŋ	22	輛	liøŋ22	车辆
2653	l	iøŋ	22	量	liøŋ22	数量
2654	l	œk	022	略	lœk2	战略
2655	l	œk	022	掠	lœk2	掠夺
2656	tʃ	iøŋ	213	將	tʃiøŋ213	将来；将军
2657	tʃ	iøŋ	213	漿	tʃiøŋ213	浆糊
2658	tʃ	iøŋ	35	蔣	tʃiøŋ35	蒋介石
2659	tʃ	iøŋ	35	槳	tʃiøŋ35	木桨
2660	tʃ	iøŋ	35	獎	tʃiøŋ35	奖品
2661	tʃ	iøŋ	33	將	tʃiøŋ33	大将，将士
2662	tʃ	iøŋ	33	醬	tʃiøŋ33	酱油，辣椒酱
2663	tʃ	iøk	033	爵	tʃiøk3	爵位
2664	tʃ	iøk	033	雀	tʃiøk3	麻雀
2665	tʃʰ	iøŋ	213	槍	tʃʰiøŋ213	手枪
2666	tʃʰ	iøŋ	35	搶	tʃʰiøŋ35	抢东西
2667	tʃ	iøk	033	鵲	tʃiøk3	喜鹊
2668	tʃʰ	iøŋ	21	牆	tʃʰiøŋ21	墙壁
2669	tʃ	iøŋ	33	匠	tʃiøŋ33	木匠
2670	tʃ	iøk	033	嚼	tʃiøk3	嚼碎，咀嚼
2671	ʃ	iøŋ	213	相	ʃiøŋ213	互相
2672	ʃ	iøŋ	213	箱	ʃiøŋ213	箱子
2673	ʃ	iøŋ	213	厢	ʃiøŋ213	车厢
2674	ʃ	iøŋ	213	湘	ʃiøŋ213	湖南简称
2675	ʃ	iøŋ	213	襄	ʃiøŋ213	襄阳
2676	ʃ	iøŋ	213	鑲	ʃiøŋ213	镶牙
2677	ʃ	iøŋ	35	想	ʃiøŋ35	想念
2678	ʃ	iøŋ	33	相	ʃiøŋ33	相貌，看相
2679	ʃ	iøk	033	削	ʃiøk3	剥削
2680	tʃʰ	iøŋ	21	詳	tʃʰiøŋ21	详细
2681	tʃʰ	iøŋ	21	祥	tʃʰiøŋ21	慈祥
2682	tʃ	iøŋ	22	象	tʃiøŋ22	大象
2683	tʃ	iøŋ	22	像	tʃiøŋ22	像章，相像
2684	tʃ	iøŋ	22	橡	tʃiøŋ22	橡胶；橡树
2685	tʃ	iøŋ	213	張	tʃiøŋ213	一张纸；姓
2686	tʃʰ	iøŋ	21	長	tʃʰiøŋ21	长短
2687	tʃ	iøŋ	33	漲	tʃiøŋ33	涨价
2688	tʃ	iøŋ	33	帳	tʃiøŋ33	蚊帐
2689	tʃ	iøŋ	33	賬	tʃiøŋ33	算账
2690	tʃ	iøŋ	33	脹	tʃiøŋ33	肿胀
2691	tʃ	iøk	033	着	tʃiøk3	着衣，着装
2692	tʃʰ	iøŋ	33	暢	tʃʰiøŋ33	畅快
2693	tʃ	iøŋ	35	長	tʃiøŋ35	生长
2694	tʃʰ	iøŋ	21	腸	tʃʰiøŋ21	肠胃
2695	tʃʰ	iøŋ	21	場	tʃʰiøŋ21	场地
2696	tʃ	iøŋ	22	丈	tʃiøŋ22	一丈；老丈人
2697	tʃ	iøŋ	33	仗	tʃiøŋ33	打仗
2698	tʃ	iøŋ	35	杖	tʃiøŋ35	拐杖
2699	tʃ	iøk	022	着	tʃiøk2	睡着；着火
2700	tʃ	œŋ	213	莊	tʃœŋ213	村庄
2701	tʃ	œŋ	213	裝	tʃœŋ213	假装
2702	tʃ	œŋ	213	妝	tʃœŋ213	化妆
2703	tʃ	œŋ	33	壯	tʃœŋ33	壮大，强壮
2704	tʃʰ	œŋ	213	瘡	tʃʰœŋ213	痔疮
2705	tʃʰ	œŋ	35	闖	tʃʰœŋ35	闯祸
2706	tʃʰ	œŋ	33	創	tʃʰœŋ33	创造
2707	tʃʰ	œŋ	21	牀	tʃʰœŋ21	机床
2708	tʃ	œŋ	22	狀	tʃœŋ22	状元
2709	ʃ	œŋ	213	霜	ʃœŋ213	落霜，霜降
2710	ʃ	œŋ	213	孀	ʃœŋ213	遗孀
2711	ʃ	œŋ	35	爽	ʃœŋ35	爽快
2712	tʃ	iøŋ	213	章	tʃiøŋ213	文章
2713	tʃ	iøŋ	213	樟	tʃiøŋ213	樟树
2714	tʃ	iøŋ	35	掌	tʃiøŋ35	巴掌
2715	tʃ	iøŋ	33	障	tʃiøŋ33	保障
2716	tʃ	iøŋ	33	瘴	tʃiøŋ33	瘴气
2717	tʃ	iøk	022	酌	tʃiøk2	酌情
2718	tʃʰ	iøŋ	213	昌	tʃʰiøŋ213	昌盛
2719	tʃʰ	iøŋ	213	菖	tʃʰiøŋ213	菖蒲
2720	tʃʰ	iøŋ	213	娼	tʃʰiøŋ213	娼妓
2721	tʃʰ	œŋ	35	厰	tʃʰœŋ35	厂长
2722	tʃʰ	iøŋ	33	唱	tʃʰiøŋ33	唱歌
2723	tʃʰ	iøŋ	213	倡	tʃʰiøŋ213	提倡
2724	tʃʰ	iøk	033	綽	tʃʰiøk3	绰号；绰绰有余
2725	tʃʰ	œk	033	焯	tʃʰœk3	把菜放在开水里焯一焯
2726	ʃ	iøŋ	213	商	ʃiøŋ213	商业
2727	ʃ	iøŋ	213	傷	ʃiøŋ213	伤害
2728	ʃ	iøŋ	35	賞	ʃiøŋ35	欣赏
2729	h	iøŋ	35	晌	hiøŋ35	晌午
2730	h	iøŋ	35	餉	hiøŋ35	军饷
2731	ʃ	iøŋ	21	常	ʃiøŋ21	经常
2732	ʃ	iøŋ	21	嘗	ʃiøŋ21	品尝
2733	ʃ	iøŋ	213	裳	ʃiøŋ213	衣裳
2734	ʃ	iøŋ	21	償	ʃiøŋ21	赔偿
2735	ʃ	iøŋ	33	上	ʃiøŋ33	上山（动）
2736	ʃ	iøŋ	22	尚	ʃiøŋ22	和尚
2737	ʃ	iøŋ	22	上	ʃiøŋ22	上面（名）
2738	ʃ	iøk	022	勺	ʃiøk2	饭勺，勺子
2739	ʃ	iøk	022	芍	ʃiøk2	芍药花；白芍
2741		iøŋ	22	壤	iøŋ22	土壤
2742		iøŋ	22	讓	iøŋ22	让座
2743		iœk	022	若	iœk2	若无其事
2744		iøk	022	弱	iøk2	弱点
2745	k	iøŋ	213	疆	kiøŋ213	新疆
2746	k	iøŋ	213	僵	kiøŋ213	僵硬
2747	k	iøŋ	213	薑	kiøŋ213	生姜
2748	k	iøŋ	213	繮	kiøŋ213	缰绳
2749	k	iøŋ	213	姜	kiøŋ213	姜太公，姓
2750	k	iøk	033	脚	kiøk3	赤脚
2751	kʰ	œk	033	却	kʰœk3	退却
2752	kʰ	iøŋ	21	强	kʰiøŋ21	强大
2753	kʰ	iøŋ	35	强	kʰiøŋ35	勉强
2754	ŋ	œŋ	35	仰	ŋœŋ35	仰视
2755	l	œk	022	虐	lœk2	虐待
2757	h	iøŋ	213	香	hiøŋ213	香气
2758	h	iøŋ	213	鄉	hiøŋ213	乡下
2759	h	iøŋ	35	享	hiøŋ35	分享
2760	h	iøŋ	35	響	hiøŋ35	音响
2761	h	iøŋ	33	向	hiøŋ33	向前
2762		iøŋ	213	央	iøŋ213	中央
2763		iøŋ	213	秧	iøŋ213	插秧
2764		iøŋ	213	殃	iøŋ213	遭殃
2765		iøk	033	約	iøk3	约定
2766		iøŋ	21	羊	iøŋ21	绵羊
2767		iøŋ	21	洋	iøŋ21	海洋
2768		iøŋ	21	楊	iøŋ21	杨树
2769		iøŋ	21	陽	iøŋ21	太阳
2770		iøŋ	21	揚	iøŋ21	发扬
2771		iøŋ	21	瘍	iøŋ21	溃疡
2772		iøŋ	33	養	iøŋ33	养猪
2773		iøŋ	33	癢	iøŋ33	皮肤痒
2774		iøŋ	22	樣	iøŋ22	样子
2775		iøk	022	藥	iøk2	吃药
2776		iøk	033	躍	iøk3	跳跃
2777	k	uoŋ	213	光	kuoŋ213	阳光
2778	k	uoŋ	35	廣	kuoŋ35	广东
2779	k	uok	033	郭	kuok3	姓
2780	kʰ	œŋ	33	曠	kʰœŋ33	旷工
2781	kʰ	œk	033	廓	kʰœk3	轮廓
2782	kʰ	œŋ	33	擴	kʰœŋ33	扩充
2783	f	oŋ	213	荒	foŋ213	荒地
2784	f	oŋ	213	慌	foŋ213	心慌
2785	f	oŋ	213	謊	foŋ213	说谎
2786	f	œk	033	霍	fœk3	霍乱
2787	f	œk	033	藿	fœk3	藿香
2788		uoŋ	21	黃	uoŋ21	黄色
2789		uoŋ	21	簧	uoŋ21	弹簧
2790		uoŋ	21	皇	uoŋ21	皇帝
2791		uoŋ	21	蝗	uoŋ21	蝗虫
2792		uoŋ	21	凰	uoŋ21	凤凰
2793	f	oŋ	35	晃	foŋ35	晃动，晃眼
2794		uok	022	鑊	uok2	锅（炒菜用）
2795		uoŋ	213	汪	uoŋ213	汪洋
2796	f	oŋ	213	方	foŋ213	地方
2797	f	oŋ	213	肪	foŋ213	脂肪
2798	f	oŋ	213	坊	foŋ213	作坊
2799	f	oŋ	35	倣	foŋ35	仿效
2800	f	oŋ	33	放	foŋ33	放手
2801	f	oŋ	213	芳	foŋ213	芳香
2802	f	oŋ	21	妨	foŋ21	妨害，不妨
2803	f	oŋ	35	紡	foŋ35	纺织
2804	f	oŋ	35	仿	foŋ35	相仿，仿照
2805	f	oŋ	35	彷	foŋ35	仿佛
2806	f	oŋ	35	訪	foŋ35	访问
2807	f	oŋ	21	房	foŋ21	房间
2808	f	oŋ	21	防	foŋ21	防止
2809	p	œk	033	縛	pœk3	缚鞋带，缚鸡
2810	m	œŋ	21	亡	mœŋ21	死亡
2811	m	œŋ	21	芒	mœŋ21	麦芒，锋芒毕露
2812	m	œŋ	35	網	mœŋ35	鱼网
2813	m	œŋ	21	忘	mœŋ21	忘记
2814	m	œŋ	35	妄	mœŋ35	狂妄
2815	m	œŋ	22	望	mœŋ22	希望
2816	h	œŋ	213	匡	hœŋ213	赵匡胤
2817	h	œŋ	213	筐	hœŋ213	箩筐
2818	h	œŋ	213	眶	hœŋ213	眼眶
2819	h	œŋ	213	框	hœŋ213	门框
2820	kʰ	œŋ	21	狂	kʰœŋ21	发狂
2821	kʰ	œŋ	33	况	kʰœŋ33	情况
2822		uoŋ	35	枉	uoŋ35	冤枉
2823		uoŋ	21	王	uoŋ21	姓；大王
2824		uoŋ	35	往	uoŋ35	来往
2825		uoŋ	22	旺	uoŋ22	兴旺
2826	p	œŋ	213	邦	pœŋ213	城邦；刘邦
2827	p	œŋ	35	綁	pœŋ35	松绑
2828	p	œk	033	剥	pœk3	剥削
2829	p	œk	033	駁	pœk3	反驳
2830	p	øn	22	胖	pøn22	肥胖
2831	pʰ	œk	033	樸	pʰœk3	朴素
2832	pʰ	ɛŋ	21	龐	pʰɛŋ21	庞大
2833	pʰ	ɛŋ	35	棒	pʰɛŋ35	木棒
2834	p	œŋ	35	蚌	pœŋ35	蚌壳
2835	p	œk	022	雹	pœk2	冰雹
2836	tʃ	œŋ	213	樁	tʃœŋ213	打桩
2837	tʃ	œk	033	桌	tʃœk3	书桌
2838	tʃʰ	iøk	033	卓	tʃʰiøk3	卓越
2839	tʃ	œk	033	琢	tʃœk3	琢磨
2840	t	øt	033	啄	tøt3	啄木鸟
2842	tʃ	œŋ	22	撞	tʃœŋ22	碰撞
2843	tʃ	ok	022	濁	tʃok2	清浊，浑浊
2844	tʃ	ok	055	捉	tʃok5	捕捉
2845	tʃ	iøŋ	213	窗	tʃiøŋ213	窗户
2846	tʃ	œk	033	鐲	tʃœk3	镯子，手镯
2847	ʃ	œŋ	213	雙	ʃœŋ213	一双
2848	ʃ	œk	033	朔	ʃœk3	朔月（初一）
2849	k	œŋ	213	江	kœŋ213	长江
2850	kʰ	œŋ	213	扛	kʰœŋ213	肩扛
2851	k	œŋ	213	肛	kœŋ213	肛门
2852	k	œŋ	35	講	kœŋ35	讲话
2853	k	œŋ	35	港	kœŋ35	港口
2854	k	œŋ	33	降	kœŋ33	下降
2855	h	oŋ	21	虹	hoŋ21	彩虹
2856	k	œk	033	覺	kœk3	知觉
2857	k	œk	033	角	kœk3	角色
2858	k	au	35	餃	kau35	水饺
2859	h	œŋ	213	腔	hœŋ213	口腔
2860	kʰ	œk	033	確	kʰœk3	的确
2861	h	œk	033	殼	hœk3	蛋壳
2862	ŋ	œk	022	嶽	ŋœk2	五岳
2863	ŋ	œk	022	岳	ŋœk2	姓
2864	ŋ	œk	022	樂	ŋœk2	音乐
2866	h	œŋ	21	降	hœŋ21	投降
2867	h	œŋ	22	項	hœŋ22	项链
2868	h	œŋ	22	巷	hœŋ22	小巷，街巷
2869	h	œk	022	學	hœk2	学习
