a
tsʰ [53]妻[35]砌
θ [53]西犀筛师狮蛳[21]□｛精神不好，身体不舒服｝[33]洗史使驶[13]□｛～子：田里的一种杂草｝[35]细婿[22]逝事士仕柿祀｛祭～｝
k [53]鸡[33]□｛用于人名｝[35]髻｛～子：发髻｝[22]忌｛我～你：我怕你｝
kʰ [53]溪稽奚[35]契｛～爷：干爹｝
ŋ [53]磑｛缠磨：人怕～，马怕嘶｝[21]危｛～险｝[13]蚁[22]艺毅伪魏
h [53]閪｛女阴｝[35]与｛给予｝
ʔ [33]矮
ŋj [35]□｛～水：鸡鸭梳理羽毛｝[22]□｛～ŋjop22ŋjop22：（身体）粘乎乎｝
j[21]□｛差｝
ku [53]圭闺龟归□｛“过来”的合音｝[21]携畦逵葵[33]诡轨鬼[35]鳜桂贵癸[22]跪柜
kʰu [53]盔规亏窥挥辉徽[33]傀｛～儡｝[35]魁溃愧
＃oi
p [53]杯[21]陪培赔[13]倍[35]布贝背辈[22]背｛～诵｝
pʰ [35]沛配佩
m [21]梅枚媒煤[13]每[35]妹｛使～，～仔｝[22]妹
t [53]堆[21]颓｛傻：～仔，～人｝[35]对碓[22]队兑
tʰ [53]推[33]腿[35]退
n[53]□｛推（开）｝[22]内｛～部｝
l[53]□｛一种篮子：～耳｝[21]雷[33]□｛～嘢，～货：穷光蛋｝[13]垒[35]□｛知道的多｝[22]类｛我～：我们。又lui22｝
ts [22]罪｛～犯｝
tsʰ [53]催｛～奶｝崔
θ [35]碎
ŋ [33]□｛研碎：～胡椒｝
h [53]恢灰[22]会｛～冇～：会不会｝
ʔ [53]煨｛～番薯｝
＃ui
m [22]□｛脚残不能行走｝
l [13]屡儡累｛～计｝[22]累｛连～｝泪类｛又loi22｝
ts [53]追锥[21]随垂槌锤[33]嘴[35]最缀醉[22]赘坠
tsʰ [53]吹炊[35]脆翠粹
θ [53]虽[21]谁[33]水[35]岁税帅[22]睡瑞隧穗髓
ʔ   [35]喂｛～鸡｝
ŋj[53]□｛～子：锥子｝[13]蕊[35]锐
＃au
p [53]褒包胞煲｛沙～：沙锅｝[21]袍刨饱[33]宝保堡饱[13]抱[35]报豹[22]暴菢爆
pʰ [53]抛[35]炮泡跑
m [53]□｛不饱满；不结实｝[21]毛茅锚矛[13]卯[35]□｛～事：不真实的事｝[22]冒帽貌
t [53]刀[21]逃桃陶淘萄[33]岛倒捣[13]□｛～～突突：唠唠叨叨｝[35]倒｛～水｝到[22]盗导道稻
tʰ   [53]滔涛[33]讨[35]套
n  [13]脑[22]闹
l [53]捞｛～钱：挣钱｝[21]捞劳牢[13]老[35]□｛阿～：婊子｝[22]涝｛～水：洪水｝
ts [53]遭糟｛酒～｝[21]曹槽巢[33]早枣蚤爪找[13]造｛又tsau22｝[35]灶罩焯｛用油炸｝[22]造｛又tsau13｝棹皂
tsʰ [53]操抄钞[33]草吵炒[35]糙躁
θ [53]骚臊[21]□｛打｝[33]嫂[35]扫稍
k [53]高膏糕篙交郊[21]□｛～鸡盲：捉迷藏｝□｛搅动｝[33]稿搞搅[35]告教较觉校
kʰ [33]考烤[35]靠｛～背，～山｝
ŋ [21]熬肴淆[22]傲
h [53]薅敲[21]豪壕毫姣[33]好[35]好耗孝[22]号浩效｛～率。又jau35｝
ʔ [35]奥坳｛山～｝
ŋj [53]抓[13]咬
j[35]效｛～果，有～，见～。hau22｝
＃iu
p [53]标錶彪[21]嫖瓢[33]表
pʰ [53]漂飘[35]漂票
m [21]苗描[13]秒渺藐[35]谬[22]妙庙
t [53]刁貂雕[21]调条跳[33]屌｛动词，交合｝[35]吊钓[22]调｛音～，～动｝掉
tʰ [53]挑[35]跳
n [53]□｛粘｝[13]鸟[22]尿
l  [53]溜[21]燎疗辽聊寥瞭[13]了[22]料廖
ts [53]焦蕉椒朝招[21]朝｛～代｝潮[35]照[22]召赵兆
tsʰ [53]锹超悄[33]剿｛～匪｝[35]俏
θ [53]萧稍宵消烧销霄硝[21]韶[33]小少[35]笑少邵绍[22]绍
k [53]骄娇[21]乔侨桥荞[33]缴[13]蕌[35]叫[22]轿
kʰ [53]浇[33]巧
h [53]嚣[21]窑摇尧谣姚[13]扰｛～乱｝侥｛～幸｝绕[22]鹞｛～鹰｝耀
ʔ  [53]妖要腰邀吆[35]要｛～紧，重～｝
＃eu
p [53]煲｛一种带柄的小锅：瓦～，茶～｝[21]刨｛～瓜，～皮｝
pʰ [53]飘｛～子：辫子｝[33]□｛pʰɐi33～leu33：打水漂｝[22]□｛用铲子掀开｝
m [21]□｛～鹰：老鹰｝[35]猫[22]□｛歪｝
t [35]□｛男生殖器｝[22]掉｛～头。又tiu22｝
tʰ[33]□｛提：～篮｝[35]□｛条｝
n[53]□｛细长｝[21]□｛柔韧｝
l [53]撩[21]□｛～兜：捞鱼用的网兜｝[33]□｛pʰɐi33pʰeu33～：打水漂｝[35]□｛蔫｝[22]□｛窥视｝
ts [21]□｛小水沟｝
tsʰ [33]炒｛少量地炒｝[13]□｛撬｝[35]□｛动词，锹｝ 
θ  [21]□｛leu21～：名堂｝
k [21]乔｛木板变形｝[33]绞[35]觉[22]撬｛～棍，～门｝
kʰ [53]□｛交叉在一起：～脚｝[35]窍
h [53]□｛翘：木板～喇｝[13]□｛崩缺｝[22]鹞｛暗～：猫头鹰。又hiu21｝
ʔ  [53]吆[33]拗[35]拗｛～颈：执拗｝
＃ɐu
p[21]脯浮｛～子：浮标。又fɐu21｝[33]补[35]布｛～告｝怖[22]部簿步埠
pʰ [53]铺｛床～｝[33]□｛～灯虫：灯蛾｝[35]铺｛店～，～头｝
m[53]踎｛蹲｝[21]谋[13]某亩牡母拇[35]谬｛～事：不近常理的事｝[22]茂贸戊
f [53]夫｛轿～头｝[21]扶浮｛又pɐu21｝[33]府斧腑妇｛新～：儿媳妇｝[13]否[22]傅｛师～｝
t[53]兜丢蔸[21]头投[33]斗抖陡[35]斗｛～争｝[22]豆逗
tʰ  [53]偷[35]敨透
n[53]嬲｛发～：发火｝[33]纽扭
l [53]搂｛～佢去欣：邀她去玩｝[21]楼刘流留硫榴琉馏[13]篓柳[35]□｛哄（孩子）｝[22]漏陋
ts [53]邹州舟周洲[21]囚绸稠筹酬[33]走酒[13]□｛量词，用于成串的东西｝[35]奏昼咒[22]就袖宙
tsʰ  [53]秋抽[33]丑醜[35]凑臭
θ [53]修羞馊收[21]愁仇[33]搜手守首[35]嗽秀绣锈瘦兽[22]受寿售授
k [53]勾沟钩鸠[21]求球[33]狗久九枸｛～杞｝韭[13]舅｛～爷｝[35]够究救[22]旧
kʰ[53]抠[35]构购扣寇
ŋ [53]勾｛～子，～柴｝[13]偶｛～然｝朽｛～木｝[22]□｛不精神，不舒服｝
h   [53]睺｛盯（梢）｝[21]侯喉猴吼[33]口[13]厚[35]□｛粥～：粥上凝结的一层皮｝□｛双线～：一种蛇｝[22]後后候
ʔ [53]欧瓯｛饭～，～儿｝殴[33]呕｛～吐｝[35]沤
ŋj[53]□｛拿：～过来｝[21]牛[13]藕｛～粉，～叶｝[35]皱嗅
j [53]丘休优忧悠幽[21]柔揉尤邮由油游犹[13]友有酉[35]诱幼[22]又右佑釉柚｛蜜～｝
＃œy
p [53]卑碑悲[21]皮脾枇琵便｛～宜｝[33]比[13]被｛被子｝[35]臂痹[22]被避婢备
pʰ  [53]披纰[35]屁
m [21]眉楣微[13]尾[35]□｛倒（水）｝[22]未味沕｛～水：潜水｝
f [53]飞非妃[21]肥[13]匪[35]废肺费痱[22]吠
t   [33]□｛～桐：撑杆｝[35]□｛蛰｝[22]地
tʰ [53]□｛打～：说梦话｝
n [13]女你[35]□｛腻｝
l [53]□｛聪明｝[21]离璃厘篱梨狸[13]李里理鲤[22]滤虑厉利痢
ts [53]猪诸株蛛朱珠[21]除厨橱[33]煮主[13]苎｛～麻｝柱[35]著驻註注铸[22]箸住
tsʰ [53]蛆[33]杵｛手～：碓杵｝[35]处
θ [53]书舒须鬚输[21]薯[33]暑鼠死[13]□｛递｝[35]嗉四肆[22]竖树
k [53]车居饥肌基讥机[21]渠骑[33]举矩纪己几[13]佢｛第三人称单数｝企[35]据锯距句计继寄记既季[22]巨拒具惧妓技
kʰ [53]拘区[35]契｛老～婆：姘头｝
h [53]墟虚嘘淤牺欺希稀[21]移姨[33]许启起喜岂[13]雨[35]去系戏器弃气汽[22]芋易｛难～｝
ʔ  [53]医衣依[33]椅[35]意
ŋj[21]鱼渔愚[33]□｛看，心圩村用词｝[13]语[22]御遇寓芮
＃am
p[22]湴｛烂～田：烂泥田｝
f[13]□｛～鬼：怕鬼｝[35]泛范[22]犯
t[53]耽担[21]谭潭谈痰[33]胆[13]淡[35]担
tʰ[53]贪[35]探
n[53]喃｛自言自语｝[21]男南[13]腩｛牛～，肚～｝
l [21]蓝篮[33]榄[13]览揽[22]缆舰
ts [53]簪[21]蚕惭鲹镵｛刺｝[33]斩[22]暂站
tsʰ  [53]参搀[33]惨馋[35]杉渗
θ [53]三衫[33]糁[35]□｛冷｝
k [53]甘柑监橄[33]感敢减[35]鉴
kʰ [33]砍槛
ŋ [53]喏[21]岩癌[13]□｛高～：墈｝[35]啱
h[53]勘[21]含函衔[33]坎｛土～｝[35]堪[22]陷
ʔ[53]鹌｛～鹑｝[35]暗
j[35]□｛渗（水）｝
im
t [53]□｛搬（起来）｝[21]甜[33]点｛～名｝典｛～当｝[35]店[22]垫｛～背｝
tʰ [53]添
n [53]黏｛～邮票｝[13]染｛～色，～头发｝[22]验
l [21]廉镰簾联[22]殓｛入～｝
ts[53]尖占｛～米｝[35]占｛～领｝[22]渐
tsʰ [53]歼签笺迁
θ[33]闪陕
k[33]检[35]剑建[22]俭键健
kʰ [53]兼
ŋ [21]严阎炎
h [53]谦[21]盐嫌｛～弃｝[33]险显[35]欠[22]醃
ʔ [53]阉[33]掩演[35]厌
＃em
m [53]□｛拈｝
t [33]□｛蘸｝[35]□｛看｝   
l[13]□｛聚集：～谷，～米｝
tsʰ [53]鹐
θ [33]□｛撒：～胡椒粉｝
k [21]钳□｛～毛：用明火烧掉细毛｝[13]□｛舔：～嘴，～屁股｝
kʰ [13]芡｛打～：勾芡｝
h [35]喊
ʔ [35]□｛看｝
＃ɐm
p[53]泵[35]□｛墩矮｝[22]□｛一种小坛子｝
t [33]□｛～布：织布｝□｛挨～：被抢劫｝[13]凼｛小水坑｝
tʰ[35]□｛插入口袋｝
n [53]□｛～根：豆稔｝[21]腍｛软烂｝□｛好～好：非常好｝[13]谂｛想，考虑｝[35]□｛ʔɐm35～水：温水｝[22]□｛缓慢｝
l [21]林临淋[35]□｛踏蹈｝[22]□｛堆（起来）｝
ts [53]针斟[21]寻沉[33]枕[35]浸
tsʰ [53]侵[33]寝[35]□｛刘海儿｝
θ [53]心参｛人～｝森深[21]蟾[33]沈审婶[35]瞫｛看｝[22]甚｛～至｝
k [53]今金[21]琴禽擒[33]锦[13]妗｛～母，表～娘｝[35]禁[22]揿
kʰ[53]襟禁[33]□｛逼问｝
ŋ [21]吟｛～～tsɐm21tsɐm21：唠唠叨叨｝
h [53]钦
ʔ   [33]□｛面称母亲，“阿婶”的合音｝
ŋj[21]壬[33]饮[22]任
j[53]阴音[21]吟淫[35]□｛～水：渗水｝
＃an
p  [53]班颁斑[21]□｛爬｝[33]扳｛又man53｝板版[22]扮办
pʰ [53]攀[35]盼襻
m[53]扳｛～本：把本赢回来。又pan33｝[21]蛮[13]晚[22]慢万漫
f [53]番翻[21]凡烦繁帆[33]反返[35]贩[22]饭
β [53]弯湾[21]还环[13]挽[22]换幻患
t [53]丹单[21]弹檀坛[35]旦诞[22]但弹蛋
tʰ [53]摊滩[33]坦毯[35]叹炭
n [53]□｛谁，“哪人”的合音｝[21]难[22]难
l [21]兰拦栏[13]懒[22]烂滥
ts [21]残惭蚕[33]盏[35]赞[22]赚栈攒灒
tsʰ  [53]餐[33]铲产[35]灿
θ [53]珊山删疝闩拴[21]涎[33]散[35]伞散
k [53]干杆肝奸间艰[33]赶杆秆简[35]干间
ŋ [22]岸
h [21]寒韩闲[33]刊[13]旱[35]看汉[22]汗限苋焊
ʔ [53]安鞍[35]按案晏
ŋj[53]□｛粗糙｝[21]颜[13]眼[22]雁
ku[53]关[35]惯
＃in
p [53]鞭边[35]变[22]辨辩便｛方～｝
pʰ[53]编偏篇[33]片[35]骗片遍偏
m [21]绵棉眠[13]免勉缅[22]面麵
β [53]冤渊[21]员圆铅缘元原源园袁援[13]软远[35]怨[22]院愿县
t [53]颠癫[21]田填[22]电奠殿佃
tʰ[53]天
n[21]年
l [21]连怜莲[35]□｛～船：研船｝[22]练炼楝
ts [53]煎专砖[21]潜钱前全泉传[33]剪展转[35]箭战荐[22]贱传｛～记｝
tsʰ  [53]千[33]践
θ [53]仙鲜先宣喧[21]蝉弦旋船玄[33]癣选鳝[35]线羡扇[22]善膳
k[53]坚肩捐[21]乾｛～坤｝[33]拣[35]见[22]件
ŋ [21]言
h[53]牵[21]檐然燃延贤焰[33]遣[35]宪献[22]现｛～款｝
ʔ [53]烟姻[35]艳谚燕｛又ʔen35｝
kw[53]绢捐[21]权拳[33]卷犬[35]券
kʰw[53]圈[35]劝
＃en
p [21]便｛～宜｝[33]贬扁匾[13]辫
pʰ [33]□｛尿～：尿布｝
m[53]□｛～书：用手指翻书｝[21]□｛翻｝[35]□｛高而峭河岸｝
β [53]□｛悬挂：～篮｝
t [53]□｛突然大声说话｝[21]弹｛～玻珠：弹玻璃球；～手指｝[22]□｛地方｝
l [53]□｛硌：～手～脚｝
ts[13]□｛～颈：掐脖子｝
tsʰ [21]□｛用小棍儿捅｝
θ [21]□｛害怕｝
k [33]茧枧
kʰ[13]□｛～喉：刺激喉｝
ŋ[53]□｛吝啬｝[21]研｛水～：水碾｝
h [33]罕蚬｛螺～｝[35]喊中
ʔ  [53]□｛～根：巴茅｝[35]燕｛又ʔin35｝
＃un
p [53]搬[21]盘盆[35]半[22]伴拌绊
pʰ [53]潘般[35]判叛
m [21]门瞒[13]满[22]闷
t [53]端[21]团□｛填｝[33]短[13]断[35]□｛给老鼠投药｝[22]段缎锻
n [13]暖
l [53]□｛钻：～过去｝[33]□｛～落归：囫囵吞下｝[13]卵[22]乱
ts [53]钻
tsʰ [53]川穿[33]浅[35]串窜
θ [53]酸[35]蒜算
k [53]观冠官棺[33]馆管[35]冠贯灌罐
h [53]宽欢
ʔ [33]碗腕[13]缓
＃on
p [33]本
n [22]嫩
l [53]□｛～胎：流产｝[21]鸾圞｛圆｝
ts [53]尊｛～重｝[21]存｛～款｝[35]钻撰
tsʰ [53]村[35]篡寸
θ [53]孙[33]损
k [21]□｛挑（起来）｝
kʰ [33]款
＃ɐn
p [53]宾彬殡槟鬓奔[21]贫频[35]□｛转动｝[22]笨
pʰ[33]品[35]喷
m [53]文｛一～钱｝[21]民纹闻蚊[13]闽敏皿[22]问□｛软烂｝
f [53]分纷芬[21]焚坟文[33]粉[13]愤[35]奋粪[22]份
β [53]昏婚温瘟荤熏昏兄｛～弟｝[21]魂云营馄[33]稳[13]永咏泳[35]训困｛累。又kʰuɐn35｝[22]运韵换唤
t [53]敦墩[21]屯臀豚[33]墩｛桥～，～柱｝[35]顿[22]盾钝
tʰ [53]吞[35]褪退
n[33]撚｛～人：整人｝
l [53]□｛索～：绳子结实｝[21]邻鳞磷仑伦轮沦[33]□｛沾：～泥｝[35]□｛跌下｝[22]论｛～年：整年｝
ts [53]津珍真震臻樽[21]秦尘陈臣[33]□｛捡｝[35]进晋镇振俊[22]尽阵
tsʰ [53]亲伸｛～腰｝[35]亲趁衬
θ [53]辛新薪申伸身[21]神辰晨洵｛发抖｝[33]榫[13]肾[35]信讯迅
k [53]根跟巾斤筋[21]芹勤[33]谨紧仅僅[13]近[35]□｛气味：有～喇｝
kʰ[33]恳｛～求｝
ŋ[53]奀｛瘦小｝[21]银[35]□｛切割｝
h [53]欣[21]痕[33]很[22]恨
ʔ   [53]恩殷[33]隐[35]印
ŋj[21]人仁[33]□｛（人或鸡鸭牛等）长不大｝[13]忍[35]□｛累｝[22]认润闰孕
ku [53]军君[21]裙群[33]滚[13]菌[35]棍
kʰu [53]坤昆崑均钧勋[33]捆混[35]困｛又βɐn35｝
＃œn
p [53]兵[21]平评坪屏瓶萍[33]丙秉饼[35]柄並并｛合～｝[22]病
pʰ [35]聘拼
m[21]明鸣名铭[13]□｛～屎虫：蜣螂｝[22]命
t [53]丁钉疗[21]亭停廷庭[33]顶鼎[35]钉｛～扣子｝订[22]锭定
tʰ [53]厅汀[33]挺[35]听
n [21]宁
l [21]陵凌菱灵零铃伶[33]□｛鱼～：笱｝[13]领岭[35]□｛陡｝[22]令另论
ts [53]征｛～求｝蒸精晶睛贞侦正｛～月｝征[21]情晴呈程逞[33]准準井整[35]圳｛水沟｝證症正政[22]静靖净郑
tsʰ [53]椿春称｛～呼｝清青[33]请[35]秤
θ [53]升声星腥[21]旬循唇纯乘绳承成城诚[33]笋省｛～长，节～｝醒[35]囟胜姓性鉎圣[22]慎顺剩盛
k [53]京荆惊经[21]鲸琼[33]梗景警境颈[35]竟敬镜竞劲
kʰ [53]倾[33]顷
ŋ  [21]仍迎盈
h [53]兴卿轻[21]赢形型刑[35]兴杏庆
ʔ  [53]应｛～当｝鹰蝇莺鹦樱英婴[33]影映[35]应｛～付｝
j[53]□｛凉：～水｝[21]匀
＃aŋ
p [53]帮邦[21]旁螃庞彭膨[33]绑[22]棒蚌
m[53]芒｛～果｝[21]忙亡[13]莽蟒
β[35]□｛傻子｝
t [53]当裆｛裤～｝[21]堂棠唐塘糖[33]挡党[35]当[22]荡
tʰ [53]汤[33]躺[35]趟烫
n [53]□｛（鸡鸭）肥壮｝[21]囊瓤
l [53]□｛～衫：毛衣｝[21]郎狼廊螂[13]朗[35]□｛～街：逛街｝[22]浪
ts [53]赃庄装[21]藏[35]葬壮[22]藏｛西～｝脏状
tsʰ [53]仓苍疮窗[33]橙｛～果：橙子｝闯[35]创
θ [53]桑[21]床[33]嗓爽[35]丧
k [53]冈岗刚纲缸钢江[33]港讲[35]钢杠虹降
kʰ [53]康慷[21]扛｛抬｝[33]鲠｛鱼～：鱼刺｝[35]抗炕
ŋ[21]昂
h[53]糠[21]杭航行降[22]项巷
ʔ [53]肮[35]□｛跨：～过去｝
ku[21]狂[22]逛
kʰu[53]匡筐框[33]梗｛菜～｝[35]旷况矿
＃ɐŋ
p[53]崩[21]朋凭[22]凭
pʰ[53]烹
m [53]掹｛攀拉｝[21]萌盟[35]□｛掐｝
β [53]□｛～子：稗子｝
t [53]灯登瞪[21]腾藤[33]等[35]凳[22]邓
tʰ [53]□｛膨胀｝[21]能[33]□｛怎样：是～？｝[35]□｛相～：相连｝
l [53]□｛～箕：筛子｝[35]□｛脾气爆｝
ts [53]曾增僧憎睁筝[21]层曾[35]甑｛谷～｝[22]赠
tsʰ  [33]□｛～狮子：舞狮子｝
k [33]耿□｛这么，那么｝
kʰ [53]坑[13]□｛（关门）下面卡住｝[35]□｛～陡：态度变化｝
h [53]亨夯[21]恒衡[33]肯[35]炕
ʔ [35]哽｛～屎：用力大便｝
ŋj[35]□｛～雨：毛毛雨｝
j[53]央秧殃香乡[21]羊洋杨扬阳疡[33]享响[13]养痒[35]向[22]样
ku [21]□｛小盆地：草～｝[22]□｛月～：月晕｝
kʰu [53]轰[35]纩
＃eŋ
p [13]□｛轰赶｝[35]□｛～交：吵架｝
pʰ[21]□｛便宜｝
m [21]盲[33]□｛片：分～｝[13]猛[22]孟
β [21]横｛～直｝桁｛～条：檩｝[33]□｛鱼～：笱｝
t [33]□｛逗｝
tʰ  [13]艇｛～仔：小舢板｝
n[21]娘
l [21]良凉梁粮粱量[33]靓｛漂亮｝[13]两辆冷[22]亮谅量
ts [53]将浆张章樟争[21]墙详祥长肠场[33]奖桨蒋长涨掌[35]将酱帐胀账障[22]匠象像橡丈仗杖
tsʰ [53]枪昌倡撑铛[33]抢厂[35]畅唱撑
θ [53]相厢箱湘襄镶霜伤商生牲甥笙[21]尝偿常裳[33]想赏[13]上｛～山｝[35]相[22]上｛～面｝尚
k [53]姜更庚羹耕[21]强[35]更｛～加｝
