聲母	韻母	聲調	漢字	註釋
m	i	[6]	未	1副詞
m	i	[6]	味	1滋～:鹹
m	i	[6]	面	
m	i	[6]	麪	
f	i	[1]	非	
f	i	[1]	飛	
f	i	[3]	匪	
f	i	[5]	廢	
f	i	[5]	肺	
f	i	[5]	費	～用
f	i	[5]	翡	
f	i	[9]	痱	□tsən⁴⁴⁵～:痱子
v	i	[2]	維	
v	i	[2]	惟	
v	i	[2]	肥	2
v	i	[6]	費	姓
v	i	[6]	味	2～道
t	i	[1]	低	
t	i	[1]	顛	
t	i	[3]	底	
t	i	[3]	抵	
t	i	[3]	點	
t	i	[3]	典	
t	i	[5]	帝	
t	i	[5]	渧	滴,動詞
t	i	[5]	踮	
t	i	[5]	店	
t	i	[12]	癲	～農:瘋子
tʰ	i	[1]	添	
tʰ	i	[1]	天	
tʰ	i	[3]	體	
tʰ	i	[3]	舔	
tʰ	i	[5]	涕	
tʰ	i	[5]	屜	
tʰ	i	[5]	嚏	
tʰ	i	[5]	□	剔
d	i	[2]	啼	公雞叫
d	i	[2]	甜	
d	i	[2]	田	
d	i	[2]	填	
d	i	[2]	鈿	洋～:硬幣;值～:疼愛
d	i	[4]	弟	
d	i	[4]	是	2
d	i	[4]	雉	～雞:野雞
d	i	[4]	簟	
d	i	[6]	第	
d	i	[6]	遞	
d	i	[6]	地	
d	i	[6]	電	
d	i	[6]	殿	
d	i	[6]	墊	
n	i	[0]	呢	2句末助詞
l	i	[1]		
l	i	[1]	櫚	棕～樹
l	i	[2]	驢	
l	i	[2]	犁	
l	i	[2]	離	
l	i	[2]	籬	
l	i	[2]	璃	
l	i	[2]	梨	
l	i	[2]	釐	
l	i	[2]	狸	
l	i	[2]	連	
l	i	[2]	聯	
l	i	[2]	蓮	1
l	i	[4]	呂	1
l	i	[4]	旅	1
l	i	[4]	禮	
l	i	[4]	鱧	
l	i	[4]	是	3
l	i	[4]	剺	用刀劃
l	i	[4]	李	
l	i	[4]	里	
l	i	[4]	裏	1
l	i	[4]	理	
l	i	[4]	鯉	
l	i	[6]	濾	
l	i	[6]	例	
l	i	[6]	厲	
l	i	[6]	勵	
l	i	[6]	隸	
l	i	[6]	荔	
l	i	[6]	利	
l	i	[6]	痢	
l	i	[6]	裏	2日～:白天
l	i	[6]	吏	
l	i	[6]	淚	
l	i	[6]	練	
l	i	[6]	鍊	
l	i	[6]	楝	～茶樹:楝樹
ts	i	[1]	知	
ts	i	[1]	梔	
ts	i	[1]	枝	1荔～
ts	i	[1]	胝	
ts	i	[1]	尖	
ts	i	[1]	煎	
ts	i	[1]	氈	
ts	i	[3]	姊	
ts	i	[3]	紙	
ts	i	[3]	旨	
ts	i	[3]	剪	
ts	i	[3]	展	
ts	i	[5]	𣥼	～飯:盛飯;裝
ts	i	[5]	祭	
ts	i	[5]	穄	蘆～:高梁
ts	i	[5]	濟	～手:左手
ts	i	[5]	劑	
ts	i	[5]	制	
ts	i	[5]	製	
ts	i	[5]	智	
ts	i	[5]	致	
ts	i	[5]	至	冬～
ts	i	[5]	置	
ts	i	[5]	箭	
ts	i	[5]	濺	
ts	i	[5]	戰	
ts	i	[5]	顫	發寒～
ts	i	[5]	薦	稿～:稻草牀墊
ts	i	[5]	牮	使正
tsʰ	i	[1]	妻	
tsʰ	i	[1]	籤	
tsʰ	i	[1]	簽	
tsʰ	i	[1]	遷	
tsʰ	i	[1]	千	
tsʰ	i	[1]	伸	1
tsʰ	i	[3]	苴	斜
tsʰ	i	[3]	鼠	
tsʰ	i	[3]	淺	
tsʰ	i	[5]	刺	植物的刺
dz	i	[2]	池	
dz	i	[2]	馳	
dz	i	[2]	遲	
dz	i	[2]	持	
dz	i	[4]	是	1
dz	i	[4]	痔	
dz	i	[6]	箸	
dz	i	[6]	稚	
dz	i	[6]	治	
s	i	[1]	西	
s	i	[1]	犀	
s	i	[1]	屍	
s	i	[1]	詩	
s	i	[1]	仙	
s	i	[1]	鮮	新～
s	i	[1]	先	
s	i	[3]	洗	
s	i	[3]	癬	
s	i	[5]	絮	
s	i	[5]	細	粗～
s	i	[5]	婿	
s	i	[5]	世	
s	i	[5]	勢	
s	i	[5]	四	
s	i	[5]	線	
s	i	[5]	扇	
s	i	[9]	閃	火～:閃電
z	i	[2]	齊	
z	i	[2]	臍	
z	i	[2]	匙	
z	i	[2]	蟾	～酥
z	i	[2]	蟬	～蛻:中藥名
z	i	[2]	前	
z	i	[2]	薺	荸～
z	i	[2]	□	魚的黏液
z	i	[4]	漸	
z	i	[4]	善	
z	i	[4]	然	
z	i	[4]	單	姓
z	i	[6]	自	
z	i	[6]	二	2
z	i	[6]	賤	
z	i	[9]	涎	口zuo¹¹～:口水
tɕ	i	[1]	雞	
tɕ	i	[1]	稽	
tɕ	i	[1]	飢	
tɕ	i	[1]	基	
tɕ	i	[1]	萁	葛～:蕨
tɕ	i	[1]	饑	
tɕ	i	[1]	機	
tɕ	i	[1]	譏	
tɕ	i	[1]	監	1～督
tɕ	i	[1]	兼	
tɕ	i	[1]	奸	
tɕ	i	[1]	肩	
tɕ	i	[1]	堅	
tɕ	i	[1]	□	篦～:篦子
tɕ	i	[3]	几	茶～
tɕ	i	[3]	幾	～個
tɕ	i	[3]	己	
tɕ	i	[3]	減	加～乘除
tɕ	i	[3]	檢	
tɕ	i	[3]	簡	
tɕ	i	[3]	筧	
tɕ	i	[5]	計	
tɕ	i	[5]	繼	
tɕ	i	[5]	髻	
tɕ	i	[5]	寄	
tɕ	i	[5]	記	
tɕ	i	[5]	既	
tɕ	i	[5]	季	
tɕ	i	[5]	劍	
tɕ	i	[5]	建	
tɕ	i	[5]	見	
tɕ	i	[5]	□	一～墨:一塊墨
tɕ	i	[14]	紀	年～
tɕʰ	i	[1]	溪	
tɕʰ	i	[1]	欺	
tɕʰ	i	[1]	牽	
tɕʰ	i	[3]	企	
tɕʰ	i	[3]	起	1
tɕʰ	i	[3]	杞	～子:枸杞子
tɕʰ	i	[3]	豈	
tɕʰ	i	[5]	器	
tɕʰ	i	[5]	棄	
tɕʰ	i	[5]	氣	
tɕʰ	i	[5]	汽	
tɕʰ	i	[5]	欠	
tɕʰ	i	[13]	□	□mi³⁵～蟲:孑孓
tɕʰ	i	[9]	纖	簰～:拉簰用的繩子
tɕʰ	i	[12]	□	～鑽:鑽,名詞
dʑ	i	[2]	奇	～怪
dʑ	i	[2]	騎	
dʑ	i	[2]	岐	
dʑ	i	[2]	祁	
dʑ	i	[2]	其	
dʑ	i	[2]	棋	
dʑ	i	[2]	期	
dʑ	i	[2]	旗	
dʑ	i	[2]	祈	
dʑ	i	[2]	鉗	
dʑ	i	[2]	乾	～坤
dʑ	i	[4]	技	
dʑ	i	[6]	忌	
dʑ	i	[6]	儉	勤～
dʑ	i	[6]	及	1來弗～
dʑ	i	[6]	健	
ȵ	i	[2]	泥	
ȵ	i	[2]	倪	
ȵ	i	[2]	宜	
ȵ	i	[2]	儀	
ȵ	i	[2]	尼	
ȵ	i	[2]	疑	
ȵ	i	[2]	嚴	
ȵ	i	[2]	黏	
ȵ	i	[2]	年	
ȵ	i	[2]	研	
ȵ	i	[2]	言	
ȵ	i	[4]	你	
ȵ	i	[4]	染	
ȵ	i	[4]	碾	
ȵ	i	[10]	驗	～屍
ȵ	i	[6]	藝	
ȵ	i	[6]	念	
ȵ	i	[6]	廿	二十
ȵ	i	[0]	呢	1句末助詞
ȵ	i	[12]	沿	邊兒～頭兒:旁邊
ɕ	i	[1]	嬉	
ɕ	i	[1]	熙	
ɕ	i	[1]	希	
ɕ	i	[1]	稀	
ɕ	i	[1]	鍁	火～:火鏟
ɕ	i	[3]	系	
ɕ	i	[3]	係	
ɕ	i	[3]	喜	
ɕ	i	[3]	蟢	
ɕ	i	[3]	險	
ɕ	i	[3]	顯	
ɕ	i	[3]	憲	
ɕ	i	[5]	戲	
ɕ	i	[5]	獻	
ɕ	i	[9]	蜆	黃～:河裏的蛤蜊
∅	i	[1]	醫	
∅	i	[1]	衣	
∅	i	[1]	依	
∅	i	[1]	煙	
∅	i	[1]	□	1又
∅	i	[2]	移	
∅	i	[2]	夷	
∅	i	[2]	姨	
∅	i	[2]	遺	
∅	i	[2]	炎	
∅	i	[2]	鹽	名詞
∅	i	[2]	閻	姓
∅	i	[2]	檐	～口:屋檐
∅	i	[2]	嫌	
∅	i	[2]	延	
∅	i	[2]	賢	
∅	i	[2]	弦	
∅	i	[2]	沿	2
∅	i	[3]	倚	
∅	i	[3]	䞁	比量
∅	i	[4]	已	
∅	i	[4]	以	
∅	i	[4]	現	
∅	i	[5]	意	
∅	i	[5]	厭	
∅	i	[5]	燕	～窩
∅	i	[5]	咽	
∅	i	[5]	宴	
∅	i	[6]	易	容～
∅	i	[6]	異	
p	u	[3]	補	
p	u	[3]	譜	
p	u	[5]	布	
p	u	[5]	佈	
pʰ	u	[1]	鋪	動詞
pʰ	u	[1]	潽	溢
pʰ	u	[3]	普	
pʰ	u	[3]	浦	
pʰ	u	[5]	鋪	名詞
b	u	[2]	蒲	
b	u	[2]	菩	
b	u	[4]	部	
b	u	[4]	簿	
b	u	[6]	步	
b	u	[6]	伏	孵
b	u	[6]	□	曬太陽取暖
b	u	[10]	埠	～頭:溪邊洗衣服的地方
b	u	[11]	匏	～蘆:頻子
b	u	[11]	荸	～薺
m	u	[2]	模	～子
m	u	[2]	模	～範
m	u	[4]	某	
m	u	[4]	母	2
m	u	[6]	墓	
m	u	[6]	幕	
f	u	[1]	呼	
f	u	[1]	夫	
f	u	[1]	膚	
f	u	[1]	敷	
f	u	[1]	俘	
f	u	[3]	虎	
f	u	[3]	滸	
f	u	[3]	府	
f	u	[3]	腑	
f	u	[3]	甫	
f	u	[3]	斧	
f	u	[3]	撫	
f	u	[5]	戽	
f	u	[5]	付	
f	u	[5]	賦	
f	u	[5]	傅	
f	u	[5]	富	
f	u	[5]	副	
f	u	[12]	□	～蟻兒:螞蟻
t	u	[1]	都	副詞
t	u	[1]	都	京～:首都
t	u	[3]	賭	
t	u	[3]	堵	
t	u	[3]	肚	豬胃
t	u	[5]	妒	
tʰ	u	[3]	土	
tʰ	u	[3]	吐	～痰
tʰ	u	[3]	吐	嘔～
tʰ	u	[5]	兔	
d	u	[2]	徒	
d	u	[2]	屠	
d	u	[2]	途	
d	u	[2]	塗	
d	u	[2]	圖	
d	u	[4]	杜	
d	u	[4]	肚	肚子
d	u	[6]	度	
d	u	[6]	渡	
d	u	[6]	鍍	
d	u	[6]	□	毒害
n	u	[6]	怒	
l	u	[2]	盧	
l	u	[2]	爐	
l	u	[2]	蘆	1～穄:高梁
l	u	[2]	廬	
l	u	[4]	魯	
l	u	[4]	虜	
l	u	[4]	滷	
l	u	[6]	路	
l	u	[6]	露	
l	u	[6]	鷺	
ts	u	[1]	租	
ts	u	[3]	祖	
ts	u	[3]	組	
ts	u	[3]	阻	
tsʰ	u	[1]	粗	
tsʰ	u	[1]	初	
tsʰ	u	[3]	楚	
tsʰ	u	[3]	礎	
tsʰ	u	[5]	醋	
s	u	[1]	蓑	～衣
s	u	[1]	蘇	
s	u	[1]	酥	
s	u	[1]	蔬	
s	u	[1]	須	
s	u	[1]	鬚	
s	u	[5]	素	
s	u	[5]	訴	
s	u	[5]	塑	
s	u	[5]	數	名詞
s	u	[12]	□	□u¹¹～頭兒:膝蓋
z	u	[6]	助	
k	u	[1]	姑	
k	u	[1]	孤	
k	u	[3]	古	
k	u	[3]	估	
k	u	[3]	牯	
k	u	[3]	股	
k	u	[3]	鼓	
k	u	[5]	固	
k	u	[5]	僱	
k	u	[5]	顧	
k	u	[0]	□	翼～:翅膀
k	u	[9]	故	緣～
kʰ	u	[1]	箍	2
kʰ	u	[1]	枯	
kʰ	u	[3]	苦	
kʰ	u	[5]	庫	
kʰ	u	[5]	褲	
ŋ	u	[2]	娛	
ŋ	u	[6]	誤	
ŋ	u	[6]	悟	
∅	u	[1]	烏	黑
∅	u	[1]	淤	1
∅	u	[2]	梧	
∅	u	[2]	胡	
∅	u	[2]	湖	
∅	u	[2]	蝴	
∅	u	[2]	狐	
∅	u	[2]	壺	
∅	u	[2]	符	
∅	u	[2]	扶	
∅	u	[2]	芙	
∅	u	[2]	無	2
∅	u	[2]	巫	
∅	u	[2]	誣	
∅	u	[2]	猴	～猻兒
∅	u	[2]	浮	
∅	u	[3]	塢	
∅	u	[3]	□	遺失
∅	u	[4]	戶	
∅	u	[4]	父	
∅	u	[4]	腐	
∅	u	[4]	武	
∅	u	[4]	舞	
∅	u	[4]	侮	
∅	u	[4]	婦	
∅	u	[4]	伍	2
∅	u	[10]	婺	～劇
∅	u	[5]	惡	可～
∅	u	[5]	䲴	煮
∅	u	[6]	霧	
∅	u	[6]	互	
∅	u	[6]	護	
∅	u	[6]	務	
∅	u	[6]	糊	名詞
∅	u	11	鬍	～鬚
∅	u	11	□	～□su³³頭兒:膝蓋
tɕ	iʉ	[1]	居	
tɕ	iʉ	[1]	車	～馬炮
tɕ	iʉ	[1]	拘	
tɕ	iʉ	[1]	歸	1
tɕ	iʉ	[3]	舉	
tɕ	iʉ	[3]	詭	
tɕ	iʉ	[3]	鬼	1
tɕ	iʉ	[5]	據	
tɕ	iʉ	[5]	句	
tɕ	iʉ	[5]	貴	1
tɕ	iʉ	[0]	葵	1朝日～:向日葵
tɕ	iʉ	[0]	□	雞食～:雞嚎子
tɕʰ	iʉ	[1]	區	
tɕʰ	iʉ	[5]	去	4
dʑ	iʉ	[2]	渠	3
dʑ	iʉ	[2]	瞿	
dʑ	iʉ	[4]	巨	
dʑ	iʉ	[4]	拒	
dʑ	iʉ	[4]	距	
dʑ	iʉ	[4]	跪	
dʑ	iʉ	[6]	俱	
dʑ	iʉ	[6]	具	
dʑ	iʉ	[6]	懼	
dʑ	iʉ	[6]	櫃	1
ȵ	iʉ	[2]	魚	
ȵ	iʉ	[2]	漁	
ȵ	iʉ	[2]	愚	1
ȵ	iʉ	[2]	虞	1
ȵ	iʉ	[4]	女	2織～兒
ȵ	iʉ	[4]	禹	1
ȵ	iʉ	[6]	御	
ȵ	iʉ	[6]	禦	
ȵ	iʉ	[6]	語	
ɕ	iʉ	[1]	虛	
ɕ	iʉ	[3]	許	
ɕ	iʉ	[3]	□	～牙:換牙
∅	iʉ	[1]	淤	2
∅	iʉ	[2]	余	
∅	iʉ	[2]	餘	
∅	iʉ	[2]	愚	2
∅	iʉ	[2]	虞	2
∅	iʉ	[2]	盂	
∅	iʉ	[2]	愉	
∅	iʉ	[4]	呂	2
∅	iʉ	[4]	旅	2
∅	iʉ	[4]	雨	
∅	iʉ	[4]	宇	
∅	iʉ	[4]	禹	2
∅	iʉ	[4]	羽	
∅	iʉ	[4]	椅	交～
∅	iʉ	[6]	譽	
∅	iʉ	[6]	預	
∅	iʉ	[6]	芋	
∅	iʉ	[6]	裕	
∅	iʉ	[11]	圍	1～裙
∅	iʉ	[11]	畦	～背:壟
ts	ʮ	[1]	蛛	2
ts	ʮ	[1]	株	3
ts	ʮ	[1]	朱	2
ts	ʮ	[1]	硃	2
ts	ʮ	[1]	珠	2
ts	ʮ	[3]	主	2
ts	ʮ	[5]	註	2
ts	ʮ	[5]	醉	2
tsʰ	ʮ	[1]	吹	2
dz	ʮ	[4]	柱	2
s	ʮ	[1]	需	
s	ʮ	[1]	書	2
s	ʮ	[1]	輸	2
s	ʮ	[1]	尿	2
s	ʮ	[3]	暑	
s	ʮ	[3]	髓	2
s	ʮ	[3]	水	2
z	ʮ	[2]	徐	2
z	ʮ	[2]	儒	
z	ʮ	[2]	汝	
z	ʮ	[4]	聚	2
z	ʮ	[4]	緒	
z	ʮ	[4]	序	2
z	ʮ	[4]	乳	
z	ʮ	[6]	樹	2
p	ɑ	[1]	爸	
p	ɑ	[3]	擺	
p	ɑ	[5]	拜	
pʰ	ɑ	[1]	派	
pʰ	ɑ	[5]	破	1
b	ɑ	[2]	排	
b	ɑ	[2]	牌	
b	ɑ	[2]	簰	
b	ɑ	[6]	稗	
b	ɑ	[6]	敗	
b	ɑ	[6]	罷	
m	ɑ	[4]	買	
m	ɑ	[6]	賣	
m	ɑ	[9]	媽	1阿～:母親
t	ɑ	[5]	戴	1動詞
t	ɑ	[5]	帶	鞋～;動詞
tʰ	ɑ	[1]	他	
tʰ	ɑ	[1]	拖	1
tʰ	ɑ	[5]	太	
tʰ	ɑ	[5]	泰	
d	ɑ	[6]	大	3～黃
d	ɑ	[6]	汏	漂洗
d	ɑ	[6]	□	趟;量詞,用於路
d	ɑ	[11]	豆	2～腐
n	ɑ	[2]	拿	
n	ɑ	[2]	□	踩踏
n	ɑ	[4]	奶	乳房
n	ɑ	[6]	□	2爾～:你們。本書寫作“拉“
l	ɑ	[1]	拉	
l	ɑ	[2]	籮	
l	ɑ	[2]	籃	柴～:盛柴火的籃子
l	ɑ	[6]	賴	
l	ɑ	[6]	癩	
l	ɑ	[6]	□	1渠～:他們
l	ɑ	[0]	了	2助詞
l	ɑ	[9]	□	耙～:耙子
l	ɑ	[11]	蘆	2～菔:蘿蔔
ts	ɑ	[1]	株	1樹～:樹墩
ts	ɑ	[1]	齋	
ts	ɑ	[1]	抓	2～起來
ts	ɑ	[5]	蔗	甘～
ts	ɑ	[5]	債	
tsʰ	ɑ	[1]	釵	
tsʰ	ɑ	[1]	差	郵～
tsʰ	ɑ	[3]	擦	1
tsʰ	ɑ	[5]	蔡	
tsʰ	ɑ	[5]	□	1推
tsʰ	ɑ	[5]	□	1～白談:談天兒
dz	ɑ	[6]	射	1解大小便
s	ɑ	[1]	沙	
s	ɑ	[1]	刪	1間苗
s	ɑ	[3]	灑	
z	ɑ	[2]	豺	
z	ɑ	[2]	柴	
z	ɑ	[6]	射	2～箭
z	ɑ	[6]	寨	
k	ɑ	[1]	階	
k	ɑ	[1]	街	
k	ɑ	[3]	解	～開
k	ɑ	[5]	個	1一～
k	ɑ	[5]	介	
k	ɑ	[5]	界	
k	ɑ	[5]	芥	
k	ɑ	[5]	戒	1～酒
k	ɑ	[5]	庎	碗～櫥:碗櫥
k	ɑ	[9]	家	2大～
kʰ	ɑ	[1]	揩	
kʰ	ɑ	[5]	楷	
ɡ	ɑ	[4]	懈	慢
ɡ	ɑ	[9]	茄	1番～:西紅柿
ŋ	ɑ	[2]	巖	1方～:地名
ŋ	ɑ	[2]	顏	
ŋ	ɑ	[4]	蟻	白～
ŋ	ɑ	[4]	眼	
ŋ	ɑ	[10]	雁	～鵝兒:雁
ŋ	ɑ	[10]	額	～角頭
ŋ	ɑ	[6]	餓	～農:挨錢
ŋ	ɑ	[6]	外	1～頭
ŋ	ɑ	[6]	艾	～花:艾,草名
∅	ɑ	[1]	挨	
∅	ɑ	[2]	鞋	
∅	ɑ	[3]	矮	
∅	ɑ	[4]	蟹	爬～:地名
∅	ɑ	[0]	個	2的
∅	ɑ	[0]	啊	
t	iɑ	[1]3	爹	阿～:父親
l	iɑ	11	□	～帽:斗笠
tɕ	iɑ	[1]	遮	
tɕ	iɑ	[3]	賈	
tɕ	iɑ	[5]	榨	～油
tɕ	iɑ	[5]	借	
tɕ	iɑ	[0]	節	1□ʌ⁴⁴⁵～:現在
tɕ	iɑ	[9]	茄	3番～:西紅柿
tɕʰ	iɑ	[1]	車	馬～
dʑ	iɑ	[4]	□	什麼
ȵ	iɑ	[2]	鮎	～鮐:鮎魚
ɕ	iɑ	[1]	奢	
ɕ	iɑ	[1]	賒	
ɕ	iɑ	[3]	寫	
ɕ	iɑ	[5]	瀉	
ɕ	iɑ	[5]	卸	
ɕ	iɑ	[5]	赦	
ɕ	iɑ	[5]	舍	
ʑ	iɑ	[2]	邪	
ʑ	iɑ	[2]	斜	
ʑ	iɑ	[2]	蛇	
ʑ	iɑ	[4]	社	
ʑ	iɑ	[6]	謝	
ʑ	iɑ	[6]	麝	
∅	iɑ	[2]	霞	
∅	iɑ	[2]	耶	
∅	iɑ	[2]	爺	1父親
∅	iɑ	[3]	雅	
∅	iɑ	[3]	亞	～軍
∅	iɑ	[4]	野	
∅	iɑ	[6]	夜	
∅	iɑ	[6]	夏	姓
∅	iɑ	[6]	曰	
ts	uɑ	[1]	抓	3～起來
tsʰ	uɑ	[3]	擦	2
tsʰ	uɑ	[5]	□	2推
tsʰ	uɑ	[5]	□	2～白談:談天兒
s	uɑ	[1]	刪	2間苗
k	uɑ	[1]	瓜	
k	uɑ	[3]	寡	
k	uɑ	[13]	家	3內～:女人
k	uɑ	[5]	怪	
k	uɑ	[5]	掛	
k	uɑ	[5]	卦	
kʰ	uɑ	[1]	垮	
kʰ	uɑ	[5]	快	
ɡ	uɑ	[2]	懷	1～裏
x	uɑ	[1]	蝦	～弓:蝦
x	uɑ	[1]	花	
x	uɑ	[5]	化	
∅	uɑ	[1]	窪	
∅	uɑ	[1]	蛙	牛～
∅	uɑ	[1]	□	抓握
∅	uɑ	[2]	華	
∅	uɑ	[2]	鏵	
∅	uɑ	[2]	劃	
∅	uɑ	[2]	懷	2
∅	uɑ	[2]	槐	
∅	uɑ	[6]	壞	
∅	uɑ	[6]	畫	
∅	uɑ	[6]	話	
∅	uɑ	[0]	哇	助詞,相當於“了”
∅	uɑ	[0]	□	□tuoʔ⁴⁵～:吧,語氣助詞
b	ɛ	[2]	彭	
b	ɛ	[2]	膨	
b	ɛ	[2]	搒	拂
b	ɛ	[2]	棚	1天蘿～:絲瓜棚
b	ɛ	[6]	□	碰,遇
b	ɛ	[0]	蜢	蚱～:蝗蟲
b	ɛ	[9]	虻	牛～
m	ɛ	[1]	綳	拉,扶
m	ɛ	[2]	盲	
m	ɛ	[2]	盟	
m	ɛ	[13]	猛	熱～:很熱
m	ɛ	[5]	柄	
m	ɛ	[6]	孟	1
n	ɛ	[3]	打	
l	ɛ	[4]	冷	
ts	ɛ	[1]	爭	
ts	ɛ	[12]	執	2特～意兒:故意
ts	ɛ	[12]	㬹	手～頭:胳膊肘兒,～頭:樹節疤
tsʰ	ɛ	[1]	撐	
tsʰ	ɛ	[1]	□	睜
tsʰ	ɛ	[5]	牚	
dz	ɛ	[2]	棧	
dz	ɛ	[2]	□	肚子脹
dz	ɛ	[6]	□	用力放
dz	ɛ	[11]	鋥	～光:炫眼
dz	ɛ	[11]	□	～痧:中暑
dz	ɛ	[11]	□	～農:妒忌
s	ɛ	[1]	生	
s	ɛ	[1]	牲	
s	ɛ	[1]	笙	
s	ɛ	[1]	甥	
s	ɛ	[3]	省	浙江～
s	ɛ	[3]	省	～鈔票:省錢
k	ɛ	[1]	庚	
