#ɿ							
ʔ	[1] 骯櫻		[3] □（以搖晃引逗小孩兒。~~gugu：搖晃著引小孩睡覺）				
#iæ̃							
l		[2] 良涼量（~衣服）糧梁粱	[3] 兩輛		[6] 量諒亮		
tɕ	[1] 將（~子：剛才）漿槳僵（~手~腳：動作不麻利）姜江疆繮姜薑		[3] 蔣講獎	[5] 醬將（大~）降□（~氣：小孩有骨氣）			
tɕʰ	[1] 槍羌腔		[3] 搶強（勉~）繈	[5] 嗆（~一聲：隨便說一聲）			
dʑ		[2] 牆詳祥強（~大）			[6] 象像匠強（倔~）橡		
ȵ	[1] 娘	[2] 娘釀	[3] 仰釀				
ɕ	[1] 相箱廂香鄉湘襄鑲（~邊兒：給人作陪襯）		[3] 想鮝響享晌	[5] 向餉享相			
ɦ		[2] 羊洋（~芋艿：馬鈴薯）楊陽降（投~）揚詳瘍			[6] 樣巷（小營~：地名）		
ʔ	[1] 央秧殃鴦羌		[3] 養癢氧映	[5] 漾			
#uæ̃							
k	[1] 光（~棍兒）胱（膀~）桄（一~魚）		[3] 廣梗（菜~兒）				
kʰ	[1] 匡筐框眶		[3] 况	[5] 礦曠			
g		[2] 狂誑			[6] 逛		
h	[1] 荒慌肓		[3] 恍謊晃幌況	[5] 况晃			
ɦ		[2] 黃簧蟥橫王皇蝗煌凰篁			[6] 旺		
ʔ	[1] 汪橫		[3] 往枉	[5] □（眼睛~記~記：白眼看人）			
#ʮæ̃							
ts	[1] 莊裝樁			[5] 壯葬			
tsʰ	[1] 窗瘡		[3] 闖	[5] 創			
dz		[2] 牀			[6] 壯撞（~木鐘：一問三不知）		
s	[1] 雙霜孀舂（~米）		[3] 爽				
#əŋ							
p	[1] 奔搬（又，~場：搬家）錛		[3] 本苯				
pʰ	[1] 噴烹砰抨			[5] 噴			
b		[2] 盆			[6] 笨坌		
m	[1] 悶	[2] 門們萌盟明			[6] 悶		
f	[1] 分芬紛汾吩（~咐）		[3] 粉	[5] 奮糞			
v		[2] 文聞吻蚊紋雯墳焚			[6] 憤忿份（名）問刎吻		
t	[1] 墩敦蹲燈登蹬		[3] 等	[5] 凳瞪噸頓燉鐙			
tʰ	[1] 吞氽（~油條，~死屍）						
d		[2] 囤沌疼騰藤滕屯飩豚謄□（更換）臀			[6] 臀鈍盾遁□（~白兒當補食吃）囤沌鄧□（倔：~頭）		
n		[2] 能			[6] 嫩		
l		[2] 輪淪崙倫論楞	[3] 冷		[6] 論		
ts	[1] 增憎曾真針珍斟爭（~~兒：鬥嘴）蒸征徵睜箏增甄貞偵臻楨砧箴正（~月）診肫眞疹		[3] 整枕怎	[5] 鎮振震疹證症診正（方~）圳政			
tsʰ	[1] 稱（~呼）		[3] 逞	[5] 趁稱（相~）秤□（賺錢）			
dz		[2] 仍沉陳成城乘城承塵懲層朕曾（~經）盛（~飯）澄（~清）丞誠橙程純蒓呈臣存			[6] 扔剩陣贈朕鄭		
s	[1] 森深身伸申參（人~）聲生升甥牲僧		[3] 嬸審省沈	[5] 勝聖			
z		[2] 人仁妊壬辰繩神臣娠塍唇晨			[6] 任甚盛（興~）刃認葚賃腎紝		
k	[1] 跟根艮（~山門：地名）更（~換）耕耿庚羹今（~朝）		[3] 更（~加）哽耿	[5] 更			
kʰ	[1] 坑		[3] 齦墾懇肯	[5] 肯啃懇墾 □（老~：皮膚上的污垢）			
g					[6] □（倔強）		
ŋ					[6] 硬		
h	[1] 亨		[3] 很狠亨	[5] 很（凶）			
ɦ		[2] 恆哼蘅痕			[6] 恨		
ʔ	[1] 恩櫻						
#uəŋ							
t				[5] 頓			
tʰ				[5] 褪			
k			[3] 滾磙	[5] 棍鯀			
kʰ	[1] 昆坤琨鯤崑		[3] 捆綑	[5] 困			
g					[6] □（結實：結~）		
h	[1] 昏婚葷						
ɦ		[2] 魂餛渾（~身~腦：完全）			[6] 混		
ʔ	[1] 溫瘟痕		[3] 穩				
#ʮəŋ							
ts	[1] 尊遵均鈞軍君		[3] 准窘準菌				
tsʰ	[1] 村春椿皴		[3] 蠢	[5] 寸襯			
dz		[2] 存唇羣裙			[6] 郡		
s	[1] 孫荀勳熏薰猻		[3] 損筍榫	[5] 滲舜殉遜訓			
z		[2] 純醇淳蒓（~菜）			[6] 順潤閏腎慎		
#iŋ							
p	[1] 賓檳濱繽斌兵冰彬鬢殯浜		[3] 丙炳餅秉稟賓併	[5] 柄迸			
pʰ	[1] 姘拼拚乒		[3] 品聘牝	[5] 姘			
b		[2] 貧頻平評萍坪屏瓶蘋憑瀕			[6] 病並		
m		[2] 民明名鳴銘茗岷萌	[3] 閩憫敏冥螟瞑皿抿		[6] 命		
t	[1] 丁釘疔□（對準扔。肉骨頭~狗：有去無回）靪叮盯		[3] 頂鼎	[5] 釘（動詞）訂（~約）澄			
tʰ	[1] 廳汀聽（~見）		[3] 挺艇	[5] 聽			
d		[2] 亭停廷庭蜓			[6] 定錠		
l	[1] 拎	[2] 林淋臨鄰陵凜鱗淩磷靈伶零鈴琳翎菱燐凌	[3] 領嶺檁		[6] 令另吝		
tɕ	[1] 今金斤巾津經晶精荆京驚睛襟筋莖旌兢涇徑禁		[3] 緊禁井景警錦阱謹頸	[5] 鏡敬境竟徑浸進禁晉			
tɕʰ	[1] 侵親清輕青蜻		[3] 欽請	[5] 慶傾頃寢			
dʑ		[2] 鯨尋琴情晴秦擒禽勤擎巡循擎旬循尋芹			[6] 盡僅近勁兢靜儘淨		
ȵ		[2] 吟銀迎寧凝任			[6] 吝韌寧		
ɕ	[1] 心（~不搭肝：心神不寧）辛新薪星腥欣馨掀		[3] 醒省（反~）	[5] 信性姓興（高~）訊旬詢迅荀釁			
ɦ		[2] 淫寅盈行（~為）贏型形刑營楹瑩熒塋營滎迎螢			[6] 幸杏		
ʔ	[1] 音陰因殷應鷹鶯櫻膺蔭茵嬰鸚英纓蠅穎姻		[3] 飲引隱影穎潁	[5] 印應（答~）映飲熨窨蔭			
#yŋ							
tɕ	[1] 均鈞君軍皸		[3] 窘菌	[5] 竣俊駿峻			
dʑ		[2] 群裙			[6] 郡		
ɕ	[1] 熏薰醺勳			[5] 訓馴			
ɦ		[2] 云勻芸耘雲暈			[6] 韻運暈孕殞		
ʔ			[3] 允（~許）蘊醞熨				
#oŋ							
p	[1] 崩蹦			[5] 蹦			
pʰ			[3] 捧	[5] 碰			
b		[2] 彭澎朋棚蓬篷			[6] 埲		
m		[2] 蒙檬朦（~剛：眯眼）懵蠓	[3] 猛懵（~懂）		[6] 孟夢		
f	[1] 風瘋諷楓豐封□（骯髒。~相：骯髒的樣子）烽蜂峰鋒						
v		[2] 馮縫（~紉機）逢			[6] 縫（~道兒）鳳奉俸		
t	[1] 東冬		[3] 懂（~經：世事）董	[5] 凍（~兒）棟			
tʰ	[1] 通捅		[3] 桶（桶兒）統	[5] 痛			
d		[2] 同銅童瞳桐彤筒			[6] 洞動		
n		[2] 膿農齈膿濃儂					
l		[2] 龍籠聾嚨朧礱隆	[3] 攏隴壠		[6] 弄		
ts	[1] 棕蹤鬃中忠終鐘鍾盅衷椶縱宗綜		[3] 總種（野~）腫冢	[5] 棕種（~樹）中眾縱糉			
tsʰ	[1] 匆葱囪聰充沖衝從（~容）舂怱		[3] 寵	[5] 銃			
dz		[2] 從叢蟲崇戎重（~複）茸			[6] 仲重（輕~）誦頌訟		
s	[1] 松嵩鬆		[3] 慫	[5] 送宋			
z		[2] 㞞					
k	[1] 公工功弓躬宮恭供（~應）攻蚣		[3] 拱鞏汞	[5] 貢供（上~）汞攻			
kʰ	[1] 空		[3] 孔恐控	[5] 空（~當兒：空位置）			
g		[2] 共					
h	[1] 烘轟訇揈		[3] 哄	[5] 閧			
ɦ		[2] 紅（~人兒）宏洪鴻虹弘					
ʔ	[1] 翁嗡			[5] □（聚集。~辣一道：聚在一起）甕			
#ioŋ							
dʑ		[2] 窮瓊					
ȵ		[2] 濃農絨					
ɕ	[1] 兄凶匈胸						
ɦ		[2] 榮容熔榕蓉茸融庸鏞雄熊庸			[6] 用傭		
ʔ	[1] 癰雍		[3] 永泳詠擁雍勇蛹踴湧甬勇㙲				
#aʔ							
p						[7] 八百伯柏撥	
pʰ						[7] 拍珀□（分開）潑迫泊擘魄	
b							[8] 跋拔白（~果兒樹）帛
m							[8] 抹襪脈陌麥
f						[7] 發髮法	
v							[8] 伐筏罰乏
t						[7] 答搭（~子：搭檔）溻	
tʰ						[7] 塔塌榻獺拓	
d							[8] 達踏沓
n							[8] 納捺衲
l							[8] 臘蠟辣刺拉喇癩鑞邋（~遢相）劣垃
ts						[7] 摘窄眨紮扎札酌劄着	
tsʰ						[7] 插察擦拆㿭册策	
dz							[8] 雜着
s						[7] 殺撒薩霎栅塞圾	
z							[8] 閘弱若宅雜煠舌鍘閘石焯勺（水~兒）
k						[7] 割葛格革隔鴿合蛤	
kʰ						[7] 渴客咳磕刻克	
g							[8] 軋
ŋ							[8] 額
h						[7] 喝黑嚇赫	
ɦ							[8] 洽匣核合盒
ʔ						[7] 阿（表~哥）扼軛	
#iaʔ							
l							[8] 略掠獵□（~兒：梳子）
tɕ						[7] 甲覺夾頰腳（~股拐兒：腳膀）莢□（~tʰɔ③：怎麼樣）裌挾胛角	
tɕʰ						[7] 恰掐鵲卻怯雀	
dʑ							[8] 嚼爵
ȵ							[8] 捏虐瘧
ɕ						[7] 削瞎	
ɦ							[8] 峽俠狹挾協藥鑰躍學樂岳洽嶽
ʔ						[7] 鴨押壓約	
#uaʔ							
k						[7] 刮括	
kʰ						[7] 闊（~佬）	
h						[7] 豁搳	
ɦ							[8] 活滑猾劃（~賬）
ʔ						[7] 挖（~小子兒：貪小）	
#ʮaʔ							
s						[7] 刷	
#oʔ							
p						[7] 博搏剝駁北卜鉢撥	
pʰ						[7] 撲僕樸蹼璞卜仆朴潑	
b							[7] 薄蔔（蘿~）僕（~人）縛雹瀑曝
m						[7] 摸	[8] 木沐目穆牧睦莫寞墨漠膜末摸默
f						[7] 幅福輻復複腹馥覆腹覆彿蝠	
v							[8] 服伏袱茯楸縛
t						[7] 篤督掇啄	
tʰ						[7] 拓蛻禿脫託托	
d							[8] 奪獨讀毒鐸瀆牘踱犢
n							[8] 諾
l							[8] 落洛駱絡錄祿碌綠鹿麓陸樂烙酪戮盝（~兒：盒子）
ts						[7] 囑燭足粥作桌琢捉竹築祝竺卓矚啄涿	
tsʰ						[7] 撮戳促觸畜（~牲）齪綽	
dz							[8] 屬蜀贖俗續昨鑿濁族鐲浞
s						[7] 束粟縮蟀率索（火腿~兒：油者）朔速肅宿夙碩叔俶（保~塔）	
z							[8] 肉辱褥熟孰鑿淑屬族勺芍贖
k						[7] 個各國閣郭廓角谷穀胳擱幗	
kʰ						[7] 殼哭酷擴確廓窟	
g							[8] 擱（~牢）
ŋ							[8] 鄂萼鱷鶴
h						[7] 忽霍藿壑	
ɦ							[8] 鑊或惑斛沃獲
ʔ						[7] 惡（善~）握屋沃	
#ioʔ							
tɕʰ						[7] 喫乞（~丐）	
dʑ							[8] 軸局鐲逐跼
ȵ							[8] 玉
ɕ						[7] 蓄畜旭噱（~頭）	
ɦ							[8] 域欲役疫浴玉獄育
ʔ						[7] 育鬱獄	
#əʔ							
p						[7] 缽撥不	
pʰ						[7] 潑魄迫	
b							[8] 勃脖
m							[8] 末沫沒（~搭角頭：言人之無味）默陌麥脈
f						[7] 佛（仿~）拂弗勿	
v							[8] 佛物勿
t						[7] 得德	
tʰ						[7] 忒	
d							[8] 特突
l							[8] 勒肋粒□（~gəʔ： 挑剔，難伺候）
ts						[7] 隻責織側則這執汁哲折浙質摘蜇蟄職轍褶摺	
tsʰ						[7] 斥赤冊策尺沏轍惻測撤徹出	
dz							[8] 直植值殖賊秩涉澤擇宅侄姪□（~骨：精巴）擲
s						[7] 釋適飾式識色塞室失設瑟濕虱澀攝嗇煞（~~遭遭：狠狠地）	
z							[8] 石（~~硬）碩十拾入舌實日食蝕什實述涉
k						[7] 夾（夾手：隨手）	
ʔ						[7] 扼厄呃軛	
#uəʔ							
l							[8] 劣肋勒捋
k						[7] 骨	
kʰ						[7] 窟	
ʔ						[7] □（眼睛~溜~溜：眼睛很活絡的樣子）	
#ieʔ							
p						[7] 筆壁畢必避碧憋鼈璧	
pʰ						[7] 撇劈霹匹（~長~大：形容男人個子高大）僻癖	
b							[8] 別弼
m							[8] 滅篾密蜜覓
t						[7] 跌的滴嫡	
tʰ						[7] 剔踢鐵（杭~頭，蘇空頭）帖貼	
d							[8] 疊蝶牒諜笛迭狄糴敵碟
l							[8] 立烈列栗裂律率力曆歷笠粒
tɕ						[7] 潔結節接擊績脊跡戟棘急級孑揭吉詰即劫䥛給挾激積	
tɕʰ						[7] 切妾戚隙乞迄砌輯輯泣七漆訖訖怯緝	
dʑ							[8] 截捷寂夕席籍劇藉極集習襲及傑疾絕竭睫屐
ȵ							[8] 聶業孽匿逆溺鎳涅躡
ɕ						[7] 屑析錫惜昔息熄媳悉膝吸薛泄歇雪蠍脅	
ɦ							[8] 葉逸易翼頁譯液掖佚軼翌弈驛弋曳繹學嶽亦腋
ʔ						[7] 益溢揖乙抑一噫縊靨邑噎	
#ʮeʔ							
ts						[7] 卒決桔訣厥菊拙	
tsʰ						[7] 出猝	
dz							[8] 倔憠掘
s						[7] 說蝨蟀血	
z							[8] 熱術述
#yeʔ							
tɕ						[7] 菊厥孓決訣橘	
tɕʰ						[7] 缺屈曲	
dʑ							[8] 倔掘
ɕ						[7] 血恤	
ɦ							[8] 悅月越粵穴閱曰欲慾
