#i									
tɕ	[1]诛株朱珠[2]徐{1，～洋：地名}[3]煮主{2，～人}嘴[5]聚注醉□{浸}								
tɕʰ	[1]蛆[3]暑鼠取[5]絮{tiau33lau21～：用晒干的丝瓜瓤做的洗碗工具}趣觑翠喙{吃一～：吃一口}处{2，～暑}								
ɕ	[1]书嘘须{必～}鬚{1，参～}需输[2]徐{2，姓}署薯嘘随[3]水[5]序绪续树{1，人名}垂{悬}岁{太～}赘{啰嗦}□{悬挂}								
k	[1]居车{1，～马炮}拘俱龟归□{积}饥‖巨{～口：地名}[2]举[3]矩诡轨癸鬼[5]拒距炬据锯句具惧跪柜贵{1}桂{1}								
kʰ	[1]区亏[3]豨{猪}□{笨}[5]								
ŋ	[2]鱼渔愚[3]语{1，言～}								
x	[1]墟虚嘘{～～子：口哨}[3]吠许{允～}[5]肺								
∅	[1]‖疫{～苗}[2]余娱盂榆宇禹羽威围‖语{2，～文}[3]雨{2，谷～}[5]御誉预豫寓喻裕位未{天干地支}味育玉狱□{钝}								
#a									
p	[1]巴{1}疤爸叭{喇～}白{1，～米}[2]巴{2，下～}爬琶杷耙百伯擘{张开}□{堕胎}[3]把[5]霸								
pʰ	[1]扒{～一喙：吃一口}脬□{溢}[5]怕帕								
m	[1]妈搲𢫦{打}[2]麻{～面：脸上长麻子}蟆{蛤～草：车前草}麦[3]马码[5]骂								
t	[1]踏[2]答搭遢{邋～}达硩{被压}[3]打[5]□{仰头：□kua33～}								
tʰ	[1]沓叠[2]塔帖贴								
n	[1]拿‖乃{～洋：地名}若{～讲：如果}纳[2]□{排泄}□{拇指到食指的距离}								
l	[1]腊蜡邋{～遢}猎□{瞥}[2]鲮{～鲤：穿山甲}瘌{光头}□{吹牛}□{鞋～：拖鞋}[5]□{捞}								
ts	[1]察渣楂杂闸‖笊{～篱}[2]茶炸札扎{～实}□{卷衣裤边}□{把水分吸干}[5]榨炸□{挤}								
tsʰ	[1]杈差{1，好转}[2]插察册□{才}[5]叉□{管}								
s	[1]煠{焯}痧纱{纺～}[2]萨杀{自～}刹□{灼烧}□{性交}‖沙{1，～县}‖畲{～溪}[3]师{2，假～：冒充内行}□{理}[5]□{挠}								
k	[1]家加枷‖隔{～壁}[2]蛤夹峡{1，山～}匣钾隔□{检测}[3]假{1，真～}甲胛[5]假{～假}架嫁价								
kʰ	[2]咳客{1，人～}卡{～住}□{蚊子～：滤布}								
ŋ	[2]牙芽衙鸦{1，～片}叶{地名，白叶山}□{癌}[3]雅[5]□{挤脚}								
x	[1]□{嘶哑}□{腐坏}‖峡{2，～阳：地名}[2]虾霞蛤{～蟆草：车前草}吓[3]□{那}[5]下{1}夏厦□{运输}								
ʔ	[1]阿{1，～伯：伯父}□{压迫}[2]鸭押压{1，积～}轭扼[3]哑								
#ia									
p	[1]□{打滚；钻}[2]壁□{象，拍打的声音}								
pʰ	[2]僻[3]□{撇}								
t	[2]籴□{～死：装死}□{筛选}								
tʰ	[2]拆□{眨}								
l	[1]曆{阴～}□{竹制晒东西的器物}[2]濑{快}								
tɕ	[1]遮[2]斜脊迹只戚‖畲{～客妈：畲族}[3]姐{小～}者这[5]蔗								
tɕʰ	[1]车{2，[名]；～袄：裁衣}蜇[2]赤[5]笡{陡}								
ɕ	[1]赊翼[2]析削[3]写舍{～得}[5]泻卸谢{1，感～}社{1，旅～}射麝舍{宿～}								
k	[1]嘉								
kʰ	[2]□{扛}[3]□{抬杠}□{[贬]江西～：江西人}								
ŋ	[2]额□{闪}[5]□{靠近}□{蹙眉}								
∅	[1]□{挥}压{2，高～锅}[2]‖也{你～去}[3]野[5]爷{老～}夜{1，守～}								
#ua									
p	[2]钵拨[3]發{1，～芽}[5]簸								
pʰ	[1]□{跨}[2]坡陂泼朴{～刀}[5]破{1}								
m	[1]袜[2]磨{1，～刀}麻灭{1，火～了}抹[3]每{1}								
t	[5]大带{1，鞋～}								
tʰ	[1]拖[2]搽{反复摩擦}獭{～狸}								
l	[1]辣[2]箩[5]□{虫咬}								
ts	[1]抓□{老～：蟑螂}□{晒谷子的席子}[2]□{溅}[3]纸[5]谢{2，～坑：地名}漈{上～：地名<今写做际>}际								
tsʰ	[1]笡斜[2]擦□{壮硕}[3]□{病～：恶疾}[5]□{大小便失禁}								
s	[1]沙{2}舌□{撒}‖煞{～把：大方}[2]蛇撒{散}刷{1，粉～}𠜖{割}[3]洒[5]□{种田时大约{1}0株苗的距离}								
k	[1]瓜□{提}[2]歌{1，诗～}哥{1，阿～阿弟}掴[3]寡□{很}[5]盖挂卦褂呱{鹅叫}								
kʰ	[1]夸桸{匏～}□{[量]：一～脓}□{披}[2]喝阔[5]徛{立}								
ŋ	[1]‖瓦{1，～口：地名}[2]鹅[5]艾蚁{白～}								
x	[1]花[2]华法[5]化画{1}话{～剧}								
ʔ	[1]鸦{2，老～}丫								
∅	[1]活{1，生～：灵巧}划[2]割□{新～～：很新}[3]瓦{2，～顶}倚[5]□{播种}□{哭声}								
#e									
p	[1]𤖯{竹～：竹片}[2]排牌簰{筏}白{2，～术}[3]摆[5]□{[儿]～～：小孩生殖器}								
pʰ	[1]□{做～：撒娇}[3]髀{皮肉}								
m	[1]咩{羊子羊～：羊羔}[2]物{～事}弥{嘴形扁平}[3]买妹{1，[儿]～～：小女孩}[5]卖□{不会}□{阿～：最小的孩子}								
t	[1]蛰{惊～}值{2，～钱}□{败坏}[2]苔{青～}蹄德{1，人名}挃{要}□{～～：安静}[3]底抵[5]□{人～：群体中最小、最弱的一员}								
tʰ	[1]‖特{～别}[2]□{被动：～人偷了}[3]□{摆～：装蒜}[5]替剃{1，下～}□{稗}								
n	[2]泥尼[3]奶[5]腻								
l	[2]来犂立{～春}[3]□{□la21～：顽皮}[5]沥								
ts	[1]栽斋支{2，超～}胝{茧子}枝{2，荔～}[2]齐责[3]者[5]债寨□{多}□{樵～：柴垛}								
tsʰ	[2]撤策[5]菜								
s	[1]西{2}驶{2，～塍：犁田}樨{木～}狮{2，豨～}丝{2，竹～：竹尾}‖婿{～郞}[2]狸[3]洗使[5]细								
x	[5]解{会}蟹□{歪斜}□{[贬]虎鼻山～：虎鼻山人}								
ʔ	[2]‖下{2，～去}								
#ie									
p	[2]屄别{～人}[5]避								
pʰ	[1]批[5]㓟{劈}								
m	[1]灭{2，消～}篾								
t	[1]‖碟[2]题{2，一～：一首}池蝶{蝴～～}籴[3]俤□{进入}[5]弟渧{滴下}								
tʰ	[1]叠[2]啼铁[5]剃{2，～头}屉								
l	[1]列裂咧□{了～：简约}[2]璃篱笊{～厘}劣[5]例离								
tɕ	[1]折{～磨}浙{～江}蚀{～本}‖祭{～祖}□{～笋：一种笋}[2]接杰摺节{1，百分比}□{酒缸，酒～}								
tɕʰ	[1]鳃蠘{梭子蟹}蠞{梭子蟹}□{消瘦}□{鳃}[2]湿[5]砌刺								
ɕ	[1]食{1，～饭}‖李{2，～子}[2]匙社{2，～会}胁协设[5]世{2，一～}势誓逝儿{1，红红～}啻□{□seiŋ21～：得意}□{笑}								
k	[1]阶{～段}街鸡羁{以绳系}[2]鲑{熟制小鱼}劫挟颊结□{愤怒}□{[量]叠□ioŋ33～：怎样}[3]解{1，～开}[5]界尴疥届械计{2，～谋}继{2，～续}季								
kʰ	[1]溪[2]缺{1，碗～了}[5]契								
ŋ	[1]孽[2]镊业{1，毕～}宜{2，便～}儿{2，囝～：孩子}[5]艺								
ʔ	[1]□{推}[2]鞋[3]矮								
∅	[1]□{性交}[2]页业{2，作～}热[3]椅[5]夜{2，人名}□{笑}								
#ue									
p	[1]杯□{蘸}‖不{～孝}[2]陪赔髪{头～}□{在背后轻拍}[5]坝贝倍辈焙背{背诵；背面}								
pʰ	[1]胚坏[2]培皮[5]配佩被杮{樵～：木块}								
m	[2]梅枚媒煤糜{熟烂}霉[3]美洧{洋～：地名}尾[5]妹{2，姊～}								
t	[1]堆[2]台{烛～}[3]短[5]代{1，一～}袋兑对碓队								
tʰ	[1]胎梯推[3]腿[5]退蜕□{水～：洗衣台}								
n	[5]内								
l	[1]捋□{[詈]吃}[2]螺{1，～丝}雷擂{～钵：内有纹的钵}□{脶～脬：睾丸}[3]□{篓}[5]儡{傀～}累{操劳}类□{石～：石鳞}								
ts	[1]朘锥[2]脐才{1，秀～}[5]坐座罪坠晬{岁}								
tsʰ	[1]催□{禽发情}[3]□{芽}[5]碎								
s	[1]衰{1，瘦}𤸬{瘦}[2]螺{2}脶刷{2，鞋～}箠{打}								
k	[1]腂{肫}□{肫}滑‖傀{～儡}果{1，～子：零食}[2]骨国[3]粿□{段}[5]髻{鸡～：鸡冠}□{曲着手指敲脑袋}								
kʰ	[1]开{1，～门}[2]窟								
x	[1]跗灰核{[量]颗}□{粘}‖福{1，～州：地名}害{～□su24：害臊}[2]服{2，～侍}糊{2}湖{2，地名，樟～坂}□{瓷器}[3]火{1}伙{1，～食}海{1，大～}亥惠{1，人名}[5]汇会								
ʔ	[2]□{抹}[5]爱								
∅	[1]煨飞{1，～机}挥[2]禾‖危{～险}								
#ye									
t	[1]着[5]墿{路}□{路}								
tɕ	[1]诸{姓}绝石{2，刀～：磨刀石}[2]借荞{～麦}								
tɕʰ	[1]吹炊蒸席{2}[2]惜{1，疼爱}雀{麻～：麻将}尺粟[5]脆舍{屋，原文作“厝”}厝{屋}								
ɕ	[1]‖石{3，～榴}[2]雪学{1，人名}摭{拾}[3]髓[5]税								
k	[2]茄诀决觉{自～}角{1，～色}羯								
kʰ	[2]缺{2，～少}确[5]快								
ŋ	[1]月弱箬{叶}								
x	[1]靴穴[2]歇血								
ʔ	[1]药□{阿～：父亲}[2]蕨□{砍大树}□{掰}[5]□{树枝}								
#o									
p	[1]波钹薄{1}□{贴着}[2]婆博北□{者蜀～：这段时间}‖玻{～璃}薄{2，～荷}腹{2，空～}蝠{蝙～}[3]保堡宝□{𢫦～：儿童纸牌游戏}[5]报								
pʰ	[1]藨{野生草莓，原文作“蔈”}‖破{2，～烂}[2]粕[5]抱								
m	[1]膜{眏破～：看破}‖摩{～托车}[2]魔无毛{1，羊～}沫穆目瘼{湿疹}□{躲}[5]磨{2，石～}帽□{敲}								
t	[1]刀择{～菜：择菜}[2]驼躲萄荙{莙～板}掇{两手～起}夺[3]倒{1，颠～}[5]舵道{1，～理}倒{2，～水}								
tʰ	[2]桃{1}托{委～}□{垫}[3]讨								
n	[1]蹃{踩}[2]揉搦{握}□{足，有～}[3]脑[5]讷{呆板}								
l	[1]落骆{～驼}乐{1，长～：地名}[2]罗{姓；筛}萝锣乐{2，娱～}[3]老[5]□{称重物}								
ts	[1]作啄□{愚～：固执}[2]槽凿桌□{吵}[3]早枣[5]做								
tsʰ	[1]搓臊{鱼腥，原文作“鳋”}[2]错龊{龌～}[3]草{1，带～：写字不正}□{生～：毛重}[5]锉糙□{擦}								
s	[1]唆{啰～}镯[2]说{小～}索缩欶{吸}[3]锁所嫂[5]燥□{渗}扫{2，粪～：垃圾}								
k	[1]歌{2，唱～}哥{2，～弟}锅高{～粱}膏{1，牙～}篙糕鸽郭{地名：～后}谷{2，五～}□{结成灰}‖猾{奸～}[2]过{1，未赶上}葛阁搁胳{～子下：腋下}角{2，单位}菰{～笋：茭白}□{惊呆}頶{抬}[3]果{2，～果}□{□pu21～：河蚌}[5]个过{2，死了}告{1，报～}								
kʰ	[1]科窠‖扩{～大}[2]搉{敲}[3]可考[5]课去								
ŋ	[2]熬{干煎，榨油}□{叫喊}[3]我[5]饿								
x	[1]合盒□{鼾}[2]荷{1，～花}河何和{2，人名}火{2，人名}活{2，生～}𤡇{刺猬}□{鱼死了}□{～豆：干炒豆子}[3]伙{2，伴～}好{1，～人}[5]荷{2，薄～}贺{～喜}祸货号								
ʔ	[1]学{2}龌{肮脏，～龊}阿{2，～胶}[2]俄藕恶{坏；好}握{把～}[3]袄[5]								
#uo									
∅	[1]□{□au33～：母亲}[2]‖莴{～菜}[3]□{过度劳累}								
#ai									
p	[1]拔卜{萝～}[2]八泊{梁山～}□{从整体中分出部分东西}[5]拜败								
pʰ	[2]魄{魂～}[3]□{差}[5]派								
m	[1]密墨脉□{～竹：毛竹}[2]埋□{塌鼻子}[5]□{背}								
t	[1]得{1，得～}直碟□{量词，座}[2]台{2，天～}德{2，功～}□{酽}[5]戴代{2，～替}贷待带{2，～囝}								
tʰ	[1]垤塌筛{2，[动]}[2]踢窒{堵}[5]态太泰								
n	[5]耐								
l	[1]勒□{大声喊}[2]莱{～州：旧地名}□{舔}[3]□{头壳～：头顶}[5]赖癞柰{水果}								
ts	[1]灾截宅[2]才{2，人～}材财节{2，冬～：冬至}[3]子{3，懒～：懒人}[5]载{超～}在再								
tsʰ	[1]猜差{出差}贼[2]豺漆□{草茂盛}[3]□{～纸：割纸}[5]蔡								
s	[1]笠‖则{武～天}[2]涩虱{1，狗～}塞色锡[5]赛								
k	[1]该[2]䥛{镰刀}[3]改解{2，了～}[5]概溉介戒								
kʰ	[1]开{2，～始}[2]苛克刻□{步～}[3]楷凯								
ŋ	[2]呆{坏}□{夹}								
x	[1]□{隔}[2]孩骸{～骨：骨头}瞎[3]海{2，人名}[5]害								
ʔ	[1]狭[5]碍								
∅	[2]压押□{按}								
#uai									
s	[1]衰{2，运气差}[3]甩[5]帅								
k	[3]拐[5]怪□{狡猾}								
kʰ	[5]会{～计}□{满够}								
ŋ	[5]外								
x	[2]怀發{2，繁殖快}罚[5]坏								
∅	[1]歪□{舀}[2]□{踒}□{用工具剥皮}□{舀}								
#au									
p	[1]包胞抛泡{尿~}[3]饱[5]豹爆暴□{被鸡咬}								
pʰ	[1]抛泡{1，~~：泡沫}刨枹[2]袍[3]泡{2，~~水泡}[5]炮泡{3，[动]}								
m	[2]茅矛毛{2，~笔}猫{1，[又]}谋[3]卯某亩牡{~丹}[5]冒貌茂贸								
t	[1]兜蔸脰{脖子}[2]投{1，~胎}[3]岛导斗[5]道{2，无~路：没出息}鬥{~角}斣{合上}豆昼读{1，句~}								
tʰ	[1]偷[2]桃{2，人名}逃头投{2，~资}[3]□{漏}[5]套透□{毒}								
n	[1]肉[2]柔[3]恼[5]闹								
l	[1]搂六绿[2]劳{1，~动}牢楼流[3]篓{1，[又]}[5]涝绕篓{1，[又]}漏								
ts	[1]糟‖沼{~气}[2]愁[3]爪走[5]造{1，改~}灶罩赵								
tsʰ	[1]操抄钞超[2]曹樵[3]草{2，青~}吵炒[5]造{2，德国~}凑臭□{猪拱}								
s	[1]臊搜捎稍烧{2，退~}□{瞥}[2]留{1，~住}[3]扫{1，~一枪}少[5]扫{2，~厝}嗽瘦□{找}								
k	[1]膏{2，~药}交{1，~待}胶{1，~水}铰勾钩沟[2]猴□{掉}□{骰子}[3]稿搅[5]告{2，公~}教{1，~书}咬窖够购珓{占卜工具}遘{到}厚□{杯子}								
kʰ	[1]骹阄{拔~子：抓阄}[3]口[5]靠铐扣								
ŋ	[2]吆								
x	[1]薅後{1，地名，郭~}[2]福{2，~山：地名}□{企图}[5]好{爱~}浩孝{1，~顺}校後{2，前~}后{皇~}候								
ʔ	[1]浴‖瓯{1，~盅：杯子}□{言语攻击}[2]熝[3]狗拗[5]沤怄□{翘}								
#iau									
p	[1]膘标彪[3]表婊								
pʰ	[1]飘瞟漂[2]瓢嫖薸{萍}[3]漂{~洗}[5]票								
m	[2]猫{2，[又]}苗描[3]秒[5]庙妙								
t	[1]刁{厉害}雕燋{干燥}[2]朝潮条跳{1，跺}[5]钓吊调{1，音~}								
tʰ	[1]挑{1}□{苛刻}[2]调{2，~整}□{玩耍：嬉~}[3]挑{2，选}[5]粜跳{2，颠簸}								
l	[1]撩[2]聊[3]了{完结}[5]料廖{姓}								
tɕ	[1]焦{姓}蕉椒招□{煮}[5]醮{打~}照								
tɕʰ	[1]烧{1，~汤：热水}[5]笑锹								
ɕ	[1]消宵硝销箫鞘嚣[3]少[5]绍{介~}孝{2，人名}效邵{~武：地名}□{插}								
k	[1]交{2，~通}胶{2，阿~}郊骄娇[2]桥侨[3]缴饺□{擦}[5]教{2，~育}较酵轿挢叫藠{老~：薤}								
kʰ	[3]巧[5]翘窍□{发~：生气}								
ŋ	[3]□{绞}[5]尿								
∅	[1]妖邀腰要{1，~求}[2]摇窑姚尧[3]舀[5]要{2}耀鹞跃{人名}								
#ei									
p	[2]笔必{裂}逼煏{放锅里烟熏}								
pʰ	[2]匹								
t	[2]第□{蘸}□{块}								
tʰ	[2]□{眨}□{拉}								
n	[1]入{2，收～}日{2，生～}□{藏}								
l	[1]力								
ts	[1]疾[2]汁织积								
tsʰ	[2]七憩鲫□{闭眼}								
s	[1]十实{2，老～}拾{～拾}夕{七～}[2]虱{2，～嫲}失息熄惜{2，可～}								
k	[2]急吉橘								
kʰ	[1]‖客{2，～气}[2]□{忍耐}								
x	[1]黑{～白（电视）}□{骂}[2]熻{焖煮}								
ʔ	[2]夷揖一乙								
#ui									
p	[1]碑[2]肥								
pʰ	[5]痱沸屁								
m	[2]微								
t	[2]□{短}								
l	[2]□{□kui21～～：光秃秃}								
ts	[2]□{手萎缩}[5]瑞最								
tsʰ	[2]□{吹牛}								
k	[1]规[5]桂{2，人名}贵{2，人名}								
kʰ	[1]魁								
x	[1]恢飞{2，人名}辉徽[2]回[3]贿悔毁□{折叠}[5]废惠{2，优～}慧费								
∅	[2]维{人名}唯□{舀}为{作～}[5]卫魏胃慰□{刺}□{突然冒出来：～出来}								
#œy									
t	[1]逐[2]竹□{抬}□{喘气}								
tʰ	[1]读{2，～书}畜[2]脱								
n	[2]□{积}								
l	[2]□{闪}□{乌～～：黑乎乎}								
ts	[2]卒粥足{2，够}烛□{拧}								
tsʰ	[1]□{抖动}[2]切出{1，～面}秫{糯米：～米}								
s	[1]熟{1，（食物）}[2]芍{～药}屑戌叔熟{2，(果实)}赎俗{风～}								
k	[1]掘□{稠}‖枸{枸～}[2]菊掬局□{溺水}								
kʰ	[1]□{食～了：经不起吃}‖乞{2，～食}[2]屈麴{酒～}								
ʔ	[1]褥□{轻扔}[2]欤{[叹]同意}□{捧}□{折}								
#iu									
t	[3]肘{抵触；支撑}[5]住								
tʰ	[1]抽搐馊[2]绸□{抽}[3]丑{天干地支}[5]柱								
l	[2]刘留{2，～级}硫瘤[3]柳[5]溜绺□{聪明}								
tɕ	[1]周{对～：猪养满一年}舟州洲□{鼻～：鼻梁}[3]酒帚□{喷}[5]蛀就咒								
tɕʰ	[1]鬚{2，胡子}秋鳅黢[2]囚仇出{2，～来}[3]醜取{2，～名}[5]树{2，栽～}								
ɕ	[1]修收休[2]泅□{～鳅：蒸泥鳅}‖韭{～菜}[3]手首守[5]秀绣锈宿袖纣受兽寿授□{鸭子～：未成年的鸭子}								
k	[1]鸠纠□{颤栗}[2]求球[3]九久[5]臼舅咎救究旧								
kʰ	[1]丘[5]虬								
ŋ	[2]牛蜈[3]□{邹}[5]纽扭								
∅	[1]优忧[2]‖尤{～溪：地名}邮油游[3]有友酉[5]诱又祐釉								
#ou									
p	[1]缚[2]剥								
pʰ	[1]曝[2]仆{趴}覆								
m	[1]木睦{和～}								
t	[1]独毒[2]督□{碰}□{剁}								
l	[1]鹿禄攎{挠}[2]擩{～塍：下田}□{手～：手套}								
tsʰ	[1]凿[2]撮戳								
k	[2]角{3}□{实}								
kʰ	[2]壳								
x	[1]鹤伏服{3，～了}[2]福{3，享～}								
ʔ	[1]瓯{2，建～：地名}[2]沃{浇}								
#oŋ									
p	[1]枋[2]房[3]奉[5]放{1，～假}								
pʰ	[1]蜂[2]喷{香～～}朋{1，人名}膨蓬篷□{丰盛}[3]捧[5]碰缝								
m	[1]□{萌}‖懵{～懂}[2]芒{芦苇：～□saŋ33}蒙□{禽睾丸}[3]蠓{蚊}□{儿童游戏}[5]孟梦								
t	[1]东冬中{1，～国}[2]同{1，合～}铜筒□{水瓢：水～}[3]懂□{骗取}[5]动冻栋洞重{1，轻～}								
tʰ	[1]通熥{火～：竹制暖手工具}捅[2]虫童重{2，叠}桐{～子}同{2，～意}[3]桶统□{涌}								
n	[2]齈农脓[5]软{1，松}								
l	[1]□{胡同}[2]笼聋隆龙{1，人名}垄{塍～}□{焯}□{伸}[3]拢[5]弄								
ts	[1]棕鬃宗[2]丛崇{～安：地名}从{乱跑}潨{冲水}[3]总[5]粽仲{杜～}								
tsʰ	[1]聪葱充[5]□{坚起}								
s	[1]双鬆松{1，人名}[2]□{大脾气}□{伓～：不错}[3]𢱤{推，原文作“搡”}[5]送宋□{逐}								
k	[1]公蚣工功攻[2]□{弯腰穿过}[3]桄□{[量]堵}[5]贡共{1，～产党}								
kʰ	[1]空[3]孔{人名}[5]控{空闲}□{抠}								
ŋ	[2]戆								
x	[1]烘风疯丰封峰锋[2]弘宏洪鸿哄冯逢雄{1，鸭～}[5]凤俸蕻{植物过于茂盛}□{共～：像那样}								
ʔ	[1]翁[2]红[5]瓮蕹{空心菜}□{翘}								
#ioŋ									
t	[1]张{1，姓}□{带饭去野外}[2]场[3]长{1，队～}[5]丈胀账帐长{2，剩}								
tʰ	[5]杖								
l	[2]良凉量{1，～尺}粮梁粱[3]两[5]量{2，胆～}谅亮{1，诸葛～}								
tɕ	[1]将{1，[动]}浆章樟獐瘴[2]墙[3]桨掌[5]酱将{2，大～}匠痒□{共～：像这样}								
tɕʰ	[1]枪昌{1，顺～：地名}菖[3]抢[5]唱呛绱𦞛{脆}								
ɕ	[1]相箱廂厢镶商伤香乡兄[2]裳偿嗅[3]想赏享响[5]象像橡相{细看}上向项								
k	[1]姜缰恭[2]强{1，病情好转}								
kʰ	[1]□{～边：桌子的包边}腔迁{1，～就}								
ŋ	[2]娘[5]让								
∅	[1]秧{1，[动]}拥[2]羊洋烊杨阳扬营{1，～长}荣{1，人名}容{1，～易}□{轻微晃动}[3]养[5]样用{1，姓氏排行}								
#uŋ									
k	[1]光{1，亮}[3]广梗[5]□{横亘}								
x	[1]荒慌[2]皇篁{～墿：地名}楻{木桶}横								
∅	[2]黄王狂								
#aŋ									
p	[1]班扳般帮邦崩浜[2]爿朋{1，～友}棚瓶[3]板版反{1，～过来}榜膀绑[5]扮办柄病拌{1，～面}								
pʰ	[1]襻潘{1，人名}甏{缸}□{共同出资}[2]螃彭蟛{～蜞：蟹类}[5]瓣泛叛								
m	[1]□{攀}[2]莽蛮冥{夜晚}瞑忙明{1，～年}[3]网{1，鱼～}蟒{草～：螳螂}[5]慢								
t	[1]耽担单{1，孤～头：猫头鹰}当{1，应～}灯钉丁{1}钉疔盯[2]甜旦{1，元～}□{日～：白天}填堂唐{1，～朝}塘长{3，～短}肠藤□{～～：经常}[3]胆点典挡涨顶{1，瓦～}等戥[5]店踮弹{1，子～}蛋{零～}垫当{2，行～}荡凳澄锭								
tʰ	[1]贪摊汤撑蛏{～干}[2]潭{[詈]沉～：酷刑}谈痰檀唐{2，人名}糖[3]毯淡坦□{～～：刚好}[5]探烫趟								
n	[1]□{乳房}□{□tɕʰiu33～：皮筋}[2]南男蚺{～蛇：蟒蛇}囊瓤□{睁}[3]攘{脚踢}[5]念酿难{1，有～}□{胀}□{生长；踮}								
