音標	調類	調值	
iɔ	6	21	夜
iɔ	3	43	野
iã	2	12	贏
iã	3	43	影
iɑ	2	12	搖
iɑ	1	334	腰
iɑ	3	43	繞
iɑ	5	45	要
ie	3	43	野
iɘ	2	12	油
iɘ	6	21	右
iɘ	7	24	肉育褥浴
iɘ	1	334	優
iɘ	3	43	有
iɘ	5	45	幼
in	2	12	人蠅贏容
in	6	21	認用
in	1	334	音
in	3	43	引隱影擁
in	5	45	任印
io	7	24	約藥
iuŋ	6	21	讓樣
iuŋ	1	334	秧
iuŋ	3	43	癢
o	7	24	惡握
ø̃	2	12	圓鉛原園
ø̃	1	334	冤
ø̃	3	43	碗遠
ø̃	5	45	院
u	2	12	吳
u	6	21	霧
u	7	24	物屋
u	1	334	烏
u	3	43	五武
uɔ	7	24	滑襪
uɔ	1	334	挖
uɔ	3	43	瓦
uɔ	5	45	滑
uã	2	12	頑
uã	6	21	萬
uã	1	334	彎
uã	3	43	晚
uã	5	45	萬
ua	6	21	外
ua	1	334	歪
uaŋ	2	12	黃
uɜ	2	12	危圍
uɜ	6	21	位味
uɜ	3	43	尾
uɜ	5	45	衛胃
uən	2	12	蚊
uən	6	21	問
uən	1	334	溫翁
uən	5	45	問
uŋ	2	12	王
uŋ	3	43	網
uŋ	5	45	旺
uø̃	2	12	完
y	2	12	如魚余
y	6	21	芋
y	7	24	入
y	3	43	雨
y	5	45	遇裕玉
yæ	7	24	月越
ye	7	24	月
yn	2	12	勻雲榮營
yn	6	21	閏
yn	3	43	永
yn	5	45	運
pɔ	2	12	爬
pɔ	7	24	八
pɔ	3	43	把
ɸɔ	2	12	華
ɸɔ	6	21	畫話劃
ɸɔ	7	24	法發
ɸɔ	1	334	花
ɸɔ	5	45	化罰
pã	6	21	辦
pã	1	334	班
pã	3	43	板
pã	5	45	扮
ɸã	2	12	還
ɸã	6	21	犯飯
ɸã	1	334	翻
ɸã	3	43	反
pæ	7	24	北百白
pa	2	12	排牌
pa	6	21	敗
pa	3	43	擺
pa	5	45	拜敗
ɸa	2	12	懷
ɸa	6	21	壞
pɑ	2	12	浮
pɑ	6	21	抱
pɑ	1	334	包
pɑ	3	43	寶飽
pɜ	2	12	賠
pɜ	6	21	背被
pɜ	1	334	杯碑
pɜ	5	45	貝幣
ɸɜ	2	12	回肥
ɸɜ	6	21	會
ɸɜ	1	334	灰飛
ɸɜ	5	45	肺費
pən	2	12	盆朋棚蓬
pən	3	43	本
ɸən	2	12	魂墳橫
ɸən	6	21	縫
ɸən	1	334	婚分風豐封蜂
ɸən	3	43	粉
ɸən	5	45	糞鳳
ɸɘ	2	12	浮
pʰæ	7	24	拍
pʰa	5	45	派
pʰɑ	5	45	炮
pʰɜ	5	45	配
pʰi	7	24	匹劈
pʰi	5	45	屁鼻
pʰĩ	5	45	騙片
pʰiɔ	7	24	劈
pʰiɑ	5	45	票
pʰie	7	24	別
pʰin	3	43	品
pʰo	7	24	潑
pʰo	5	45	破
pʰø̃	5	45	判
pʰu	1	334	鋪
pʰu	3	43	譜
pʰuŋ	5	45	胖
pi	2	12	皮
pi	7	24	筆逼壁
pi	3	43	比
pĩ	6	21	便
pĩ	3	43	扁
pĩ	5	45	變
piɔ	7	24	壁
piã	2	12	平
piã	6	21	病
piã	3	43	餅
piɑ	3	43	表
pie	7	24	憋
pin	2	12	貧平瓶
pin	6	21	病
pin	1	334	冰兵
pin	3	43	柄餅
po	2	12	婆
po	7	24	撥薄剝
pø̃	2	12	盤
pø̃	1	334	搬
pø̃	5	45	半
pu	6	21	簿步
pu	5	45	布
ɸu	2	12	壺
ɸu	6	21	戶付
ɸu	7	24	佛福服
ɸu	3	43	虎府
ɸu	5	45	付父富副婦縛
puŋ	1	334	幫
puŋ	3	43	綁
puŋ	5	45	棒
sɔ	7	24	殺刷
sɔ	1	334	沙杉
ʂɔ	2	12	蛇
ʂɔ	5	45	射石
sã	1	334	三衫山
sa~	3	43	傘
sæ	7	24	虱塞色
ʂæ	7	24	設失
sa	5	45	曬
sɑ	3	43	嫂
ʂɑ	1	334	燒
ʂe	5	45	射舌
sɜ	2	12	隨
sɜ	5	45	碎歲
sən	1	334	孫生松
sən	3	43	筍省
sən	5	45	送宋
ʂən	2	12	神辰唇繩
ʂən	6	21	剩
ʂən	1	334	深身升聲
sɘ	7	24	宿縮
sɘ	3	43	數
sɘ	5	45	數瘦
ʂɘ	6	21	壽
ʂɘ	7	24	叔熟贖屬
ʂɘ	3	43	手
ʂɘ	5	45	壽熟
si	2	12	徐
si	7	24	習息惜席錫
si	1	334	西
si	3	43	洗
sĩ	1	334	參鮮先僧
sĩ	3	43	選
sĩ	5	45	線
siɔ	2	12	斜
siɔ	7	24	錫
siɔ	3	43	寫
siã	1	334	星
siɑ	1	334	簫
siɑ	3	43	小
siɑ	5	45	笑
sie	7	24	雪
sie	3	43	寫
sie	5	45	謝瘦
siɘ	1	334	修
siɘ	5	45	袖
sin	1	334	心新星
sin	5	45	姓
siuŋ	3	43	想
siuŋ	5	45	像
so	7	24	索縮
so	3	43	鎖所
sø̃	1	334	酸閂
sø̃	5	45	算
ʂø̃	5	45	扇善
sɿ	6	21	事
sɿ	1	334	師絲
sɿ	3	43	死
sɿ	5	45	四寺
ʂʅ	2	12	時
ʂʅ	6	21	柿市
ʂʅ	7	24	實失食石
ʂʅ	3	43	使
ʂʅ	5	45	世試十式
soŋ	1	334	生
suŋ	1	334	霜雙
ʂuŋ	2	12	嘗
ʂuŋ	6	21	上
ʂoŋ	1	334	聲
ʂuŋ	1	334	傷
tɔ	7	24	搭達
tɔ	3	43	打
tã	2	12	潭彈
tã	6	21	淡
tã	1	334	單
tã	3	43	膽
tæ	7	24	得
ta	2	12	台
ta	6	21	大袋
ta	5	45	帶
tɑ	2	12	桃
tɑ	6	21	道
tɑ	1	334	刀
tɕʰi	7	24	及吸極
tɕʰi	5	45	契戲器氣
tɕʰĩ	1	334	牽
tɕʰĩ	5	45	欠
tɕʰiɔ	7	24	吃
tɕʰiã	1	334	輕
tɕʰie	7	24	傑
tɕʰie	3	43	口
tɕʰie	5	45	去
tɕʰiɘ	7	24	曲
tɕʰin	1	334	輕
tɕʰin	5	45	慶
tɕʰio	7	24	雀
tɕʰio	5	45	雀
tɕʰiuŋ	1	334	筐
tɕʰø̃	1	334	圈
tɕʰø̃	5	45	勸
tɕʰy	7	24	出
tɕʰy	1	334	區
tɕʰy	5	45	去
tɕʰyæ	7	24	缺
tɕʰyɜ	1	334	吹
tɕʰyn	2	12	純
tɕʰyn	1	334	春
tɕi	2	12	騎棋
tɕi	7	24	急吉擊
tɕi	1	334	雞
tɕi	5	45	寄記季
tɕĩ	2	12	鉗
tɕĩ	6	21	件
tɕĩ	1	334	肩根
tɕĩ	5	45	劍建健見
tɕiɔ	7	24	甲
tɕiɔ	3	43	假
tɕiɔ	5	45	嫁
tɕiɑ	2	12	橋
tɕiɑ	6	21	轎
tɕiɑ	1	334	交
tɕiɑ	5	45	叫
tɕie	1	334	鉤
tɕie	5	45	鋸
tɕiɘ	2	12	球
tɕiɘ	6	21	舅舊
tɕiɘ	7	24	菊
tɕiɘ	3	43	九
tɕin	2	12	琴勤窮
tɕin	6	21	近
tɕin	1	334	金筋經
tɕin	3	43	緊
tɕin	5	45	勁鏡
tɕio	7	24	腳角
tɕiuŋ	1	334	薑江
tɕiuŋ	3	43	講
tɕø̃	2	12	纏傳船權
tɕø̃	6	21	傳
tɕø̃	1	334	磚
tɕø̃	3	43	轉卷
tɕy	2	12	除渠
tɕy	6	21	柱住
tɕy	7	24	橘菊局
tɕy	1	334	豬
tɕy	3	43	舉主
tɕy	5	45	句劇
tɕyɔ	2	12	茄
tɕyɔ	1	334	抓
tɕyæ	7	24	決國
tɕyɜ	2	12	垂錘
tɕyɜ	1	334	追
tɕyn	2	12	裙
tɕyn	1	334	准均軍
tɜ	5	45	對
tən	2	12	藤銅
tən	6	21	動洞
tən	1	334	墩蹲燈東冬
tən	3	43	等懂
tən	5	45	凳凍動洞
tɘ	2	12	圖頭
tɘ	6	21	豆
tɘ	7	24	讀毒
tɘ	3	43	賭抖
tɘ	5	45	杜
tʰɔ	7	24	塔
tʰɔ	5	45	踏
tʰã	1	334	貪
tʰã	3	43	毯
tʰã	5	45	炭
tʰæ	7	24	特
tʰa	1	334	胎
tʰɑ	3	43	討
tʰən	1	334	通
tʰən	3	43	桶統
tʰən	5	45	痛
tʰɘ	1	334	偷
tʰɘ	3	43	土
tʰɘ	5	45	讀
tʰi	7	24	踢
tʰi	1	334	梯
tʰi	5	45	剃遞
tʰĩ	1	334	天吞
tʰĩ	3	43	添
tʰiã	5	45	聽
tʰie	7	24	貼碟鐵
tʰie	5	45	碟
tʰin	1	334	廳
tʰin	3	43	挺
tʰin	5	45	聽
tʰo	7	24	脫托
tʰo	1	334	拖
tʰuŋ	1	334	湯
ti	6	21	弟地
ti	7	24	笛
ti	1	334	低
ti	5	45	弟地
tĩ	2	12	甜田藤
tĩ	6	21	墊
tĩ	1	334	燈
tĩ	3	43	點典等
tĩ	5	45	店凳
tiã	1	334	釘
tiɑ	2	12	條
tiɑ	3	43	鳥
tiɑ	5	45	釣
tie	6	21	豆
tie	7	24	跌
tiɘ	1	334	丟
tin	2	12	停
tin	6	21	定
tin	1	334	釘
tin	3	43	頂
tin	5	45	定
to	7	24	奪
to	1	334	多
to	3	43	躲
tø̃	6	21	斷
tø̃	1	334	端
tø̃	3	43	短
tø̃	5	45	斷
tsɔ	2	12	茶
tsɔ	7	24	雜閘紮摘
tsã	2	12	蠶
tsã	6	21	賺
tsæ	7	24	卒賊側窄摘
tʂæ	7	24	折
tsa	2	12	財柴
tsɑ	3	43	早找
tsɑ	5	45	灶罩
tʂɑ	2	12	朝
tʂɑ	5	45	照
tsɜ	6	21	罪
tsɜ	3	43	嘴
tsɜ	5	45	醉
tsən	2	12	層松
tsən	1	334	僧爭
tsən	5	45	俊粽
tʂən	2	12	沉陳程城蟲
tʂən	6	21	重
tʂən	1	334	針貞中終
tʂən	3	43	整腫
tʂən	5	45	鎮震證正種
tsɘ	2	12	鋤愁
tsɘ	7	24	足
tsɘ	1	334	租
tsɘ	3	43	走
tsɘ	5	45	做
tʂɘ	2	12	綢
tʂɘ	7	24	竹粥燭
tʂɘ	1	334	州
tsʰɔ	7	24	插擦拆
tsʰɔ	5	45	擇
tʂʰɔ	7	24	尺
tʂʰɔ	1	334	車
tsʰã	3	43	鏟產
tsʰæ	7	24	測拆擇策
tʂʰæ	7	24	撤
tsʰa	5	45	菜
tsʰɑ	1	334	抄
tsʰɑ	3	43	草
tsʰɑ	5	45	糙造
tʂʰe	1	334	車
tsʰɜ	5	45	碎
tsʰən	1	334	村蔥
tsʰən	5	45	寸
tʂʰən	1	334	充沖
tʂʰən	5	45	秤
tsʰɘ	7	24	族
tsʰɘ	1	334	初
tsʰɘ	5	45	湊
tʂʰɘ	7	24	畜
tʂʰɘ	1	334	抽
tʂʰɘ	5	45	臭
tsʰi	7	24	集七
tsʰi	3	43	取
tsʰĩ	1	334	簽
tsʰĩ	3	43	淺
tsʰiã	1	334	清青
tsʰie	7	24	切截
tsʰin	1	334	親清青
tsʰin	5	45	浸
tsʰiuŋ	3	43	搶
tsʰo	5	45	錯
tsʰɿ	5	45	刺
tʂʰʅ	7	24	直尺吃
tʂʰʅ	5	45	直
tsʰuŋ	1	334	倉瘡窗
tsʰuŋ	3	43	撞
tʂʰuŋ	3	43	廠
tʂʰuŋ	5	45	唱
tsi	7	24	積
tsĩ	2	12	錢前全層
tsĩ	1	334	尖
tsĩ	3	43	剪
tsiɔ	6	21	謝
tsiɔ	3	43	姐
tsiɔ	5	45	借
tsiã	3	43	井
tsiɑ	1	334	焦
tsie	7	24	接節絕
tsie	3	43	姐走
tsiɘ	3	43	酒
tsin	2	12	尋
tsin	6	21	靜
tsin	3	43	井
tsin	5	45	進靜
tsiuŋ	6	21	匠像
tsiuŋ	1	334	漿
tso	6	21	坐
tso	7	24	作桌鐲
tso	3	43	左
tʂo	7	24	著
tʂø̃	1	334	端
tʂø̃	5	45	占戰
tsɿ	2	12	祠
tsɿ	6	21	字
tsɿ	1	334	資
tsɿ	3	43	紫子
tʂʅ	2	12	池遲
tʂʅ	7	24	汁侄織
tʂʅ	1	334	知
tʂʅ	3	43	紙指
tʂʅ	5	45	制治
tsuŋ	2	12	床
tsoŋ	1	334	爭
tsuŋ	1	334	裝樁
tsuŋ	5	45	壯
tʂuŋ	2	12	長
tʂuŋ	1	334	張章
tuŋ	2	12	糖
tuŋ	3	43	黨
xɔ	6	21	下
xɔ	7	24	瞎
xɔ	1	334	蝦
xã	2	12	含鹹
xã	6	21	汗限
xã	3	43	喊
xã	5	45	漢限
xæ	7	24	黑
xa	2	12	鞋還
xa	6	21	害
xa	3	43	海蟹
xɑ	6	21	號
xɑ	3	43	好
xən	2	12	紅
xən	1	334	烘
xən	5	45	恨
xɘ	6	21	後
xɘ	5	45	後厚
xie	6	21	厚
xo	2	12	河
xo	6	21	禍
xo	7	24	鴿活鶴霍或
xo	3	43	火
xo	5	45	貨盒活霍
xø̃	2	12	完
xø̃	6	21	汗換
xø̃	1	334	歡
xuŋ	2	12	黃房防
xuŋ	1	334	慌方
xuŋ	3	43	紡
xuŋ	5	45	放項
ʐʅ	7	24	日
