#调值	[1]⁴⁵[2]³¹[3]⁴²[5]²¹³[7]³³																																																
#uɵ																																																	
p	[1]菠波玻[3]跛簸[5]播																																																
pʰ	[1]坡[2]婆[5]破																																																
m	[1]摸□{磨蹭/拖延}摩[2]磨{动}魔[5]磨{名，∽子}																																																
t	[1]多[3]躲朵剁[5]舵剁惰肚{∽皮}																																																
tʰ	[1]拖[2]驼驮陀[3]妥																																																
n	[2]挪锣箩罗萝螺[5]糯																																																
ts	[3]左佐[5]座坐																																																
tsʰ	[1]搓[5]锉																																																
s	[1]蓑梭唆[3]锁所																																																
k	[1]歌哥锅[3]果裹粿[5]个过																																																
kʰ	[1]棵呵科□{白话，置}[3]可颗[5]课																																																
x	[1]喝豁呵[2]何河荷□{∽转，拌}禾和[3]伙火[5]货贺祸□{∽转，拌}																																																
ŋ	[2]蛾鹅俄[3]我[5]饿																																																
u	[1]窝□{排泄}																																																
#i																																																	
p	[3]彼比[5]篦备避闭币滗{动词，指挡住固体物质，将液体倒出}																																																
pʰ	[1]屄[2]脾皮枇琵疲痹匹{一∽马}[3]鄙□{用力折}痞[5]屁避孬□{∽火药，∽得很，恶劣}																																																
m	[2]迷谜糜眉[3]米籽																																																
t	[1]爹低滴[3]底抵邸[5]帝蒂弟第递隶地																																																
tʰ	[1]梯锑剔{∽鱼骨}[2]堤堤提题蹄啼[3]体[5]替剃屉涕剔{挑∽}																																																
n	[1]捏{∽瘪了}[2]犁泥尼□{面∽了，凝结，坨了}倪宜黎离篱离璃厘[3]礼狸李里理你拟鲤[5]例厉励丽吏腻																																																
tɕ	[1]企-脐鸡稽饥肌几{茶∽}机讥饥萁基箕[3]姐挤几{∽个}己纪起-[5]借祭际济剂计继寄妓技既季																																																
tɕʰ	[1]妻栖溪奚欺期[2]茄齐岐奇骑祈棋旗其[3]且启岂起{∽来，动作}乞[5]企契器弃气汽																																																
ɕ	[1]些西犀希稀嬉[2]邪[3]写洗喜[5]卸细系泻泄谢戏																																																
k	[3]□{形容笑声，可能为桀}																																																
j	[1]伊衣依医椰[2]爷彝移姨夷遗[3]野也椅里以已[5]夜易意异忆亿液揖逸肄翼腋																																																
#ɿ																																																	
ts	[1]知支枝汁栀肢资姿兹滋之芝 [3]紫梓只纸姊脂指旨子止址 [5]滞制渍智翅自致雉稚至字置痔治志痣蛰																																																
tsʰ	[1]痴□{伸，∽出来} [2]雌茨池瓷糍迟慈磁祠辞词持弛驰 [3]此侈耻齿 [5]刺次赤赐炽																																																
s	[1]斯撕施私尸丝思司厕{茅～:厕所}[2]时[3]死屎史使驶始[5]柿世势誓逝匙是豉视巳祀似寺饲士柿事试舐四示市侍																																																
#ɑ																																																	
p	[1]疤芭巴杷琶𠇕𧵅□{动词1：粘黏；动词2：扶着某物做支撑依附；名词：～壁虎}[3]把爸㞎[5]坝霸耙罢																																																
pʰ	[1]𤆵{软弱}耙[2]爬螃{白话，∽蟹}[3]趴[5]怕帕																																																
m	[1]妈[2]麻[3]马码[5]骂																																																
t	[2]□{白话，的，∽嘛}[3]打[5]大{大小}																																																
tʰ	[1]他																																																
n	[1]拉[2]拿哪[3]哪{表示疑惑或用作名词：∽吒}䋈□{脏/乱}[5]䏧																																																
ts	[1]渣{垃圾}奓{张开}[2]咋[3]鲊{豌豆儿∽，一种蒸菜菜名}𮛰{堆，放置}[5]榨詐炸蔗{甘∽}																																																
tsʰ	[1]差{差错}叉□{白话，踩}[2]茶搽{涂抹}查[3]衩{尤其腿打开的动作}[5]岔差																																																
s	[1]沙纱痧萨杉□{忽悠搪塞，∽麻}[3]洒撒[5]刹																																																
x	[1]哈□{摸，掏}[3]傻[5]下																																																
k	[3]嘎□{肉}[5]尬																																																
kʰ	[1]拤旮{∽∽，角落}[2]跨[3]卡																																																
ŋ	[1]阿压{碾}[2]啊																																																
j	[1]鸦丫[2]牙芽雅涯[3]哑[5]亚轧压{镇}押																																																
tsu	[1]抓□{受惊的样子}[3]爪{动作}																																																
tsʰ	[3]□{形容做事快、利索，倏}																																																
su	[3]耍厦																																																
ku	[1]瓜[3]寡[5]挂卦																																																
kʰu	[1]夸[3]垮																																																
xu	[1]花划{∽开}[2]华划{∽子}[5]化画话																																																
u	[1]蛙洼蛙挖[3]瓦□{挖，刨}□{稀∽∽}																																																
#iɑ																																																	
p	[3]瘪{扁}																																																
pʰ	[3]瘪{同上，∽着嘴巴，可混读}																																																
t	[1]□{∽东西，提}																																																
n	[1]嗲{撒娇}黏{动词或形容黏，包括黏人}捏{∽瘪了}																																																
tɕ	[1]家嘉加佳袈[3]贾假{真∽，放∽}[5]架价驾嫁																																																
tɕʰ	[2]跨-[3]卡-[5]胯-																																																
ɕ	[1]虾[2]霞斜[5]下{方位}夏厦																																																
#ɚ																																																	
ŋ	[2]儿{重读}而{重读}[3]耳{重读}饵{重读}																																																
Ø	[2]儿而[3]耳饵[5]二																																																
#ai																																																	
p	[1]跛{脚∽了}[3]摆[5]拜稗败																																																
pʰ	[2]排牌[3]㧳{∽开，打开，摇开}[5]派																																																
m	[2]埋[3]买[5]卖迈																																																
ts	[1]灾栽{也可表示跌倒绊倒}[3]宰载{三年五∽}[5]再载{∽重}在债寨蔗{蔗糖，文}																																																
tsʰ	[1]猜钗差{出∽}[2]才材财裁豺柴[3]彩采睬[5]菜蔡																																																
s	[1]腮鳃筛[2]□{走路一∽一∽的}[5]赛晒																																																
t	[1]呆[3]歹逮[5]戴贷待怠殆代袋带																																																
tʰ	[1]胎□{动作摊着或形容摊上，有时动作接近搭把手抬着点的意思}[2]台苔抬[3]大-[5]态太泰																																																
n	[1]奶{吃∽∽，吃奶}[2]来[3]乃奶[5]耐奈赖癞																																																
k	[1]该街皆[3]改解[5]盖丐																																																
kʰ	[1]开揩[3]凯楷[5]概慨																																																
ŋ	[1]哀埃挨[2]研{∽烂，研磨碎}崖捱□{∽时间，拖延}岩[3]矮蔼[5]碍爱艾隘																																																
x	[1]害[2]孩鞋还{∽有}[3]海蟹{白话，螃∽}[5]亥害骇																																																
tsu	[1]栽{白，∽了一筋斗}[2]拽{∽实}[3]拽{∽得很}跩{晃悠}																																																
tsʰu	[1]揣[5]踹{基本不用}																																																
su	[1]衰摔{基本不用}甩{丢弃，扔的动作}[3]甩[5]帅率{∽领}蟀																																																
ku	[1]乖[2]拐{别着，违和}[3]拐{动作，错了}[5]怪																																																
kʰu	[3]块蒯□{强壮，莽实}[5]会{∽计}刽{∽子手}快筷																																																
xu	[2]怀槐淮[5]坏																																																
u	[1]歪[3]崴{扭}[5]外																																																
#aʊ																																																	
p	[1]褒包胞[3]保堡宝饱□{滑稽，调侃出洋相}[5]报抱暴菢{∽鸡母}豹爆鲍雹曝刨{∽花}																																																
pʰ	[1]泡{灯∽}抛□{膨胀}[2]袍刨{∽开，∽饭}□{搞∽了，看上去着急}狍{∽子}[3]跑[5]炮泡{∽茶，∽哨}																																																
m	[1]猫[2]毛茅锚矛[3]卯□{他们是∽的，他们之间有矛盾}[5]冒帽貌																																																
ts	[1]遭糟朝{今∽}昭招[2]着{白话，∽打}[3]早枣蚤澡爪{萝卜∽，鸡∽}找□{袖子∽起来}沼[5]灶皂造罩赵兆召照诏																																																
tsʰ	[1]操抄钞超[2]曹槽巢朝{∽代}潮[3]草炒吵[5]燥{∽火}躁{急∽}糙																																																
s	[1]骚臊梢捎稍烧[2]韶勺芍苕{红薯，或形容老土反季等}[3]扫{∽地}嫂少{多少}[5]少{大小}绍邵哨臊																																																
z	[2]饶[3]绕{围∽}扰[5]绕{∽弯子}																																																
t	[1]刀叨[3]祷捣岛倒{颠∽，∽塌}[5]到倒{∽水，∽车，∽转}道{尤其表次数}稻盗导																																																
tʰ	[1]滔掏韬萄骂-[2]桃逃淘陶[3]讨摘[5]套导-																																																
n	[1]捞[2]劳牢唠挠[3]脑恼拿-老[5]闹涝																																																
k	[1]高膏篙羔糕[3]稿搞[5]告觉{白话，睡∽}窖-叫{∽花子}□{尝试}□{豆花∽水}																																																
kʰ	[1]敲-[2]搅-[3]考烤[5]靠犒																																																
ŋ	[1]爊{∽油}熬{∽着，煎熬，强撑着}[3]袄咬-[5]傲懊奥坳																																																
x	[1]蒿薅{∽秧子}[2]豪壕毫号{∽叫}[3]好{∽坏}[5]好{喜∽}耗浩号{∽码}																																																
j	[1]妖邀腰要{∽求}幺吆□{驱赶}[2]肴淆摇谣窑姚尧[3]舀杳{∽无音信}[5]要{想∽}耀																																																
#ioŋ																																																	
tɕ	[1]均钧君军供-弓{白话，形态}躬{白话，动词动作，在那边∽起}拱{白话，背∽起，和弓/躬的幅度不一样}[3]窘迥炯[5]俊菌郡																																																
tɕʰ	[2]群裙琼穷																																																
ɕ	[1]熏勋薰兄胸凶[2]熊雄寻荀旬循巡[5]讯逊迅殉训																																																
#əu																																																	
ts	[1]邹周舟州洲粥{新}[3]走肘帚[5]奏昼纣宙皱绉骤咒□{∽着耳朵，闭着}□{塞，动作}																																																
tsʰ	[1]抽搊{∽起来，扶起来}[2]绸稠筹愁仇酬[3]丑[5]凑臭																																																
s	[1]搜飕馊收[3]叟手首守[5]嗽瘦兽受寿授售																																																
z	[2]柔揉[5]肉{当代口语，文读}																																																
t	[1]都兜{∽着，∽里}逗[3]斗{五∽米}陡[5]斗{∽争}豆□{拼接，对齐，凑}																																																
tʰ	[1]偷[2]头投[3]抖-[5]透																																																
n	[1]搂{∽取}□{从液体里捞出/分离}[2]楼喽{∽嗖}[3]篓搂{∽抱}[5]漏陋□{从液体里捞出/分离}																																																
k	[1]勾钩沟佝{弯腰，∽着}[3]狗苟[5]够构购苟{姓，土话}																																																
kʰ	[1]抠[3]口[5]叩扣寇																																																
ŋ	[1]欧殴[3]藕偶呕[5]怄{∽气}																																																
x	[1]□{坚持}呴[2]侯喉猴瘊[3]吼犼[5]后厚候																																																
j	[1]忧优悠幽[2]尤邮由油游犹[3]有友酉[5]又右佑莠诱柚鼬釉幼																																																
#aⁿ																																																	
p	[1]班斑颁□{∽硬}扳般搬帮邦浜[3]板榜绑版□{挣扎，乱动，∽命}[5]扮瓣办半伴拌谤傍棒蚌																																																
pʰ	[1]攀潘[2]盘滂旁庞[3]□{∽着，碰到}□{∽∽，蹄髈，肘子}[5]盼襻绊判叛胖																																																
m	[1]莽{∽子}□{∽∽，饭}[2]蛮瞒{基本不用，用背着}馒忙芒茫盲[3]莽蟒满[5]慢谩漫{溢出}幔蔓																																																
f	[1]藩翻方肪芳番[2]凡烦矾繁妨房防[3]反仿纺访[5]放泛范犯贩饭																																																
ts	[1]簪沾粘瞻毡脏张章樟□{搭理}[3]斩盏展攒长{生∽}涨{涨潮/沸腾}掌[5]暂錾{∽子，凿石用的工具}站蘸占佔赞绽栈战颤葬藏{西∽}帐账胀丈仗杖障瘴溅-脏{内∽}																																																
tsʰ	[1]参搀{∽着，扶着}餐仓苍昌菖窗-[2]蚕惭谗馋缠蟾残藏长{∽短}肠场[3]惨产厂[5]灿□{白话，蹭}畅唱倡																																																
s	[1]三杉衫珊山膻掮桑丧商伤[2]常尝裳偿[3]陕闪散{鞋带∽了}伞嗓赏丧-□{白话，讽刺，∽人}[5]散{∽开}扇善膳单{姓}丧{∽失}上尚																																																
z	[2]然燃瓤穰[3]染冉壤攘嚷[5]让																																																
t	[1]耽担{∽任}丹单当[2]□{∽脑壳，傻子}[3]胆掸党挡[5]担{挑∽}旦凼{水∽∽}诞但弹{子∽}蛋当{典∽}荡宕淡挡{白话，挡着，障碍}																																																
tʰ	[1]贪坍滩摊汤[2]潭谭谈痰檀坛弹{∽琴}堂棠螳唐糖塘[3]毯坦倘躺[5]炭叹烫趟																																																
n	[1]躼{∽纤，细小}□{∽指拇儿：小拇指}[2]南男蓝篮难{∽易}兰拦栏囊郎廊狼螂[3]览揽榄缆懒朗[5]滥难{患∽}烂浪晾{白话，∽衣服}																																																
k	[1]甘柑泔尴肝竿干{∽湿}冈岗刚纲钢缸[3]感敢橄杆秆擀□{分，∽菜，∽点给你，∽点出来}赶港[5]干{∽活}杠																																																
kʰ	[1]堪龛勘刊看{∽管}康糠慷[2]扛[3]坎㝩{用固体盖着：∽着，固体可称为∽∽}砍[5]看抗炕																																																
ŋ	[1]庵淹安鞍肮[2]昂严{严实，合适}□{∽着时间，把握}[5]暗岸按案晏{迟，晚}																																																
x	[1]憨酣鼾夯[2]含函咸-衔寒韩行{银∽}航杭[3]喊罕[5]撼憾汉旱汗焊翰项巷																																																
j	[1]央秧殃[2]羊洋杨阳扬疡{溃∽}[3]养痒[5]样																																																
u	[1]豌剜弯湾汪[2]玩王亡完丸顽[3]皖网枉{白白}往碗腕晚挽宛[5]万忘妄望旺																																																
tsu	[1]庄装桩妆钻{∽洞}专砖[3]奘{∽起，加起}纂转{∽身，∽来}[5]壮状撞{文}赚钻{∽头}撰转{∽圆圈}篆传{∽记}□{匀，搅∽}																																																
tsʰu	[1]川穿疮[2]传{∽达}椽船床[3]铲闯撞{∽鬼了，白}喘{新}[5]窜篡串创																																																
su	[1]删酸闩拴栓霜孀双[3]爽[5]算蒜涮疝																																																
zu	[3]软阮																																																
tu	[1]端[3]短□{拦着，堵住}[5]断锻段缎椴{∽树}																																																
tʰu	[2]团{∽结}[3]团{∽倒，巴结}																																																
nu	[2]鸾[3]暖卵[5]乱																																																
ku	[1]官棺观{参∽}冠{衣∽}鳏关光[3]管广馆[5]贯灌罐冠惯逛□{∽他一耳屎}																																																
kʰu	[1]宽匡筐眶[2]狂[3]款□{∽在门那了，撞，磕碰}[5]旷况矿																																																
xu	[1]欢荒慌[2]桓黄簧皇蝗还{∽原}环[3]缓谎晃[5]唤焕换幻患宦晃																																																
#iaʊ																																																	
p	[1]膘标彪[3]表																																																
pʰ	[1]飘漂{∽流}[2]瓢嫖[3]□{着火∽了，因近火而被燎到}漂[5]票漂{∽亮}																																																
m	[1]喵[2]苗描瞄[3]藐渺秒[5]庙妙																																																
t	[1]刁貂雕叼[3]屌[5]钓吊掉调{音∽}																																																
tʰ	[1]挑[2]条调{∽和}[3]调{∽台，打∽，调换}[5]跳																																																
n	[1]撩{把衣服∽起来}[2]燎{火∽}疗聊辽寥瞭[3]鸟[5]料廖撂尿																																																
tɕ	[1]交郊胶教{∽书}焦{急，焦虑}蕉椒骄娇浇[2]嚼{嘴巴∽}[3]绞{解尾∽，纠缠}狡铰搅剿缲{∽边}矫缴侥饺[5]教{∽育}觉=轿叫较樵																																																
tɕʰ	[1]锹悄[2]瞧乔侨桥荞[3]巧[5]俏鞘窍翘撬																																																
ɕ	[1]消宵霄硝销嚣萧箫□{掀}[3]小晓[5]校酵孝效笑																																																
#iəu																																																	
t	[1]丢																																																
tɕ	[1]揪鸠阄纠灸[3]酒九久□{∽干，拧}韭[5]就救究舅咎旧柩																																																
tɕʰ	[1]秋丘邱煍{烟∽，熏}[2]囚泅求球仇{姓}[3]糗臼																																																
n	[1]溜遛{∽一转}绺{量词}□{∽耳朵，揪耳朵}[2]流刘留榴硫琉馏牛[3]纽扭[5]扭{动弹}																																																
ɕ	[1]修羞休[3]朽[5]秀绣宿{星∽}锈袖嗅																																																
#iɛⁿ																																																	
n	[1]□{∽人，让人眼红或嘴馋}嬢拈研[2]严俨年廉镰簾鲇连联怜莲良娘凉粮梁粱谅[3]两碾辇捻撵敛殓[5]练炼楝{∽树}恋验酽{∽茶}念砚酿亮量{数∽}																																																
tɕ	[1]将{∽来}浆疆僵缰姜江豇监尖歼兼艰间{空∽}皆=阶=奸煎肩坚[3]解=减检{收∽好，收拾，整理}俭简柬拣{挑选}锏{新}剪茧桨蒋奖讲[5]酱将{大∽}匠犟降{下∽}煎{∽油，∽汤，可能为煵，小火微火去精炼/提味}鉴监{国子∽}舰渐剑间{∽断}谏涧箭溅{文}践贱饯件犍建键健腱毽荐见锏介=界=芥=疥=届=戒=械=																																																
tɕʰ	[1]枪腔签谦迁笺千牵铅[2]钳钱乾虔掮犍{∽为}前潜墙强[3]抢强{勉∽}浅遣[5]嵌欠歉像																																																
ɕ	[1]相{互∽}箱厢湘襄镶香乡仙先谐=[2]嫌闲涎贤详祥降{投∽}[3]想饷享响险显[5]陷馅限线羡宪献县现=相{∽貌}象橡向																																																
p	[1]鞭编边[3]贬蝙扁匾煸□{物体扁平地贴着表面擦过/蹭过}[5]变辨辩汴便{方∽}辫																																																
pʰ	[1]篇偏[2]便{∽宜}[3]片{一∽}[5]骗遍片{∽面}□{动词，指削、斜着切}																																																
m	[2]绵棉眠[3]免勉娩缅[5]面																																																
t	[1]掂颠[3]点典[5]店簟电殿奠佃垫																																																
tʰ	[1]添天[2]甜田填[3]舔腆																																																
#in																																																	
p	[1]彬宾槟殡冰兵[3]禀丙秉□{∽咚，头脑昏沉、糊涂、神志不清的状态}柄饼[5]鬓病并																																																
pʰ	[1]拼姘{∽头}[2]贫频凭平坪评瓶屏{∽幕}萍[3]品乒[5]聘□{∽着走，互不相让}																																																
m	[1]□{∽甜}[2]民鸣明名铭[3]闽悯敏抿皿[5]命																																																
t	[1]丁钉{铁∽}疔[2]盯[3]顶鼎[5]钉{∽住}订{∽约}锭定																																																
tʰ	[1]厅[2]亭停廷庭蜓[3]艇挺铤[5]听																																																
n	[1]拎[2]林淋临邻鳞磷陵凌菱凝宁灵零铃伶翎[3]领岭[5]赁吝凝{汤∽了，动词凝固}令佞另																																																
tɕ	[1]今金襟津巾斤筋粳{∽米}茎京荆惊鲸精晶睛经[3]锦紧{以某人某事为重}仅谨景警井颈[5]禁尽进晋劲近敬竟镜竞静靖净劲径																																																
tɕʰ	[1]侵钦亲卿清轻青蜻[2]琴禽擒秦勤芹擎情晴[3]寝请[5]浸庆磬																																																
ɕ	[1]心辛新薪欣兴{∽旺}星腥馨芯[2]行{∽为}形型刑[3]省{反∽}醒[5]信衅兴{高∽}幸性姓																																																
j	[1]音阴荫因姻洇殷应{∽当}鹰莺鹦英婴缨蝇[2]吟淫银寅迎盈赢[3]饮引隐影颖[5]印应{∽对}映																																																
#yɛⁿ																																																	
tɕ	[1]绢捐卷-[3]卷[5]眷圈{猪∽}倦券																																																
tɕʰ	[1]圈{圆∽}[2]全泉拳权颧[3]犬[5]劝																																																
ɕ	[1]鲜轩掀宣喧[2]弦旋{∽转}玄悬眩□{撒娇，作态，扭捏}[3]癣选[5]旋{∽风}楦现-																																																
#ɛⁿ																																																	
ɥ	[1]冤渊[2]圆员缘沿元原源袁辕园援[3]远[5]院愿怨																																																
j	[1]阉炎腌蔫焉烟燕{∽山}湮灭央秧殃[2]延盐阎檐颜言羊洋杨阳扬疡{溃∽}[3]掩魇眼演养痒[5]厌艳焰雁晏{文}堰燕咽{吞∽}宴样																																																
#oŋ																																																	
p	[1]奔锛{∽子，一种木工用的工具}崩绷[3]本咚[5]笨迸蹦泵□{蘸，将物体浸入液体中，然后立即取出}																																																
pʰ	[1]喷烹[2]盆朋彭膨棚篷蓬[3]捧[5]碰□{∽香，香气浓郁扑鼻，比喷香更强烈}																																																
m	[1]□{∽墩儿，笨蛋}[2]门萌盟蒙谋-[3]某亩牡猛懵[5]闷孟梦茂贸																																																
f	[1]分{∽开}芬纷风枫疯丰封峰蜂锋[2]焚坟冯逢缝{∽补}[3]粉讽[5]粪奋愤忿份凤奉俸缝{一条∽}喷{∽嚏}																																																
ts	[1]棕鬃宗综中{∽间}忠终踪钟盅□{茶∽，盅是替代字}□{∽蒜，和舂接近}□{∽着，弓着身子，倒栽着}[3]准总冢种肿[5]粽中{射∽}仲众纵重{轻∽}□{∽个，指示代词，这般}																																																
tsʰ	[1]椿春聪匆葱囱充冲舂□{∽嘴，可能为拱}[2]丛虫崇从重{∽复}[3]蠢宠[5]冲{∽开水}□{∽菜，蔬菜因焖热而产生的、令人不快的刺激性气味}																																																
s	[1]松嵩[2]纯醇绳[3]怂耸[5]顺舜送宋诵颂讼																																																
z	[2]绒茸冗[5]润闰																																																
t	[1]东冬[2]□{黏糊糊}[3]董懂□{光∽∽，裸露身子}[5]冻栋动洞																																																
tʰ	[1]通[2]同铜桐筒童瞳[3]桶捅统[5]痛																																																
n	[1]弄{∽饭，做饭}聋{∽子}[2]笼聋农脓隆浓龙[3]拢陇[5]弄□{∽个，指示代词，那般}																																																
k	[1]公蚣工功攻弓{文读，∽箭}躬=宫恭[3]滚汞拱=巩[5]棍贡供=共□{往桌下∽，钻}																																																
kʰ	[1]昆坤鲲空{∽虚}[2]□{∽吞，整个群，可能为浑}[3]捆孔恐[5]困控空{∽缺}																																																
ŋ	[1]翁□{盖，水或被子，接近捂着}[5]□{进水了}																																																
x	[1]昏婚荤轰烘[2]魂馄虹弘横宏红洪鸿虹[3]哄{∽骗}[5]浑混																																																
u	[1]温瘟[2]文纹蚊雯闻[3]稳吻刎[5]问瓮汶																																																
ɥ	[1]晕{头∽}雍壅[2]融戎容蓉镕匀云荣咏营榕[3]甬勇涌泳=尹永允[5]熨用韵运晕泳-																																																
#ən																																																	
ts	[1]针斟珍榛臻真尊遵曾{姓}增憎征蒸争筝睁贞侦征[3]枕诊疹拯整[5]蔗{甘∽，白}镇阵震赠证症郑正政																																																
tsʰ	[1]参{∽差}村皴{脸∽了，脸受冻干裂}称{∽呼}撑□{直}䟫[2]沉岑陈尘辰臣存曾{∽经}层澄橙呈程成城诚丞[3]忖惩逞[5]趁衬寸蹭称{相∽}秤锃□{以某物作支撑}																																																
