#i				
s	[33]□{～气：费神}			
k	[33]夹裌甲[24]□{锅～：锅盖}			
h	[21]峡狭			
j	[33]眨			
∅	[33]鸭			
#əp				
t	[44]□{～起身：码起来}[21]□{～蒜：捣蒜}			
m	[44]凹			
n	[44]□{起～：起疙瘩}			
l	[44]笠□{～～li33：萤火虫}[24]立			
ts	[44]汁执[24]习[21]集			
tsʰ	[44]辑			
ȵ	[44]□{捡（起来）}[24]入			
s	[44]湿[24]十拾			
k	[44]急[24]及			
kʰ	[44]级吸□{～斗：倒闭}			
h	[44]□{～人：欺负人}			
#ep				
n	[33]镊{搛}			
ɬ	[33]楔			
l	[33]□{谷～：秕子}			
k	[21]夹{～住}□{腿～：大腿根}			
#ɔp				
p	[44]□{摔砸}			
m	[44]□{酒～：酒窝}			
l	[44]□{哄（小孩）}			
ȵ	[44]□{一～毛：一撮毛}			
k	[44]蛤青蛙鸽佮{～口：伤口愈合}			
h	[24]合盒			
ø	[44]□{敷（药）}			
#ip				
t	[21]谍叠碟蝶			
tʰ	[33]贴帖			
n	[21]业			
l	[21]猎			
ts	[33]接折[21]捷			
s	[33]摄涉协			
k	[33]劫			
h	[33]怯胁[21]叶页			
ø	[33]腌			
#at				
p	[33]八[21]拔			
m	[21]抹袜			
f	[33]法{又fet33}发{头～～财}[21]乏罚			
t	[21]达			
n	[33]□{烫}[21]捺			
ɬ	[33]萨[21]□{～ɬui33：撒尿}			
l	[21]辣			
ts	[33]札紥[21]□{磨：～牙齿}			
tsʰ	[33]擦察铡刷			
s	[33]杀			
h	[21]辖			
w	[33]挖[21]滑猾			
∅	[33]压押			
#uat				
k	[33]刮			
kʰ	[33]括{包～}			
#ət				
p	[44]笔毕不[24]鼻			
pʰ	[44]匹			
m	[44]□{剥（皮）}[24]密蜜物			
f	[44]□{打～狗：翻跟斗}[24]佛			
t	[44]□{掐：～喉咙}[24]突			
ɬ	[44]悉膝戌			
l	[44]栗□{～头毛：掉头发}[24]律率{利～}			
ts	[44]疾质卒[24]侄			
tsʰ	[44]七出			
ȵ	[24]日			
s	[44]失室虱[24]实术			
k	[44]吉桔□{用针扎}[24]□{～路：滚蛋}			
kʰ	[44]咳			
ŋ	[44]□{打～睡：打瞌睡}			
h	[44]乞{～儿：乞丐}			
j	[44]一[24]逸			
w	[44]窟[24]□{搅拌}			
#uət				
k	[44]骨[24]屈{断秃。又kuət44}			
kʰ	[44]屈{又kʰuət24}			
#et				
p	[21]□{pɔ21～炉：风箱}			
f	[33]法{符～。又fat33}			
t	[21]□{～起身：躲藏起来}			
n	[33]□{叮咬}			
#uet				
p	[33]□{过～：过头，过笼}			
kʰ	[33]□{抓划：～伤}			
#ɔt				
m	[33]□{～牙佬：豁牙子}			
tʰ	[33]托{摩～车}			
l	[33]□{～膊：脱臼}			
tsʰ	[21]□{男阴}			
k	[33]割葛			
#it				
p	[33]鳖[21]别			
pʰ	[33]撇			
m	[21]灭篾			
t	[33]跌			
tʰ	[33]铁			
l	[21]列			
ts	[33]哲折浙节[21]截			
tsʰ	[33]彻撤切窃			
ŋ	[21]热			
s	[21]舌折{～本：亏本}			
k	[33]洁结[21]杰			
kʰ	[33]揭			
h	[33]歇			
ø	[33]乙			
#ut				
p	[33]钵勃			
pʰ	[33]泼			
m	[33]□{切（细）}[21]末没			
t	[33]□{转交别人卖}[21]夺			
tʰ	[33]脱			
l	[33]捋{又lyt33}			
h	[33]阔[21]活			
#yt				
ɬ	[33]雪			
l	[33]劣捋{又lut33}[21]□{水～：水渠}			
ts	[21]绝			
s	[33]说			
kʰ	[33]决诀缺			
h	[33]血[21]阅粤越穴			
ŋ	[21]月			
ø	[33]哕			
#ak				
p	[33]百伯[21]白卜{萝～}			
pʰ	[33]迫拍魄			
m	[21]麦脉			
l	[21]勒[24]簕{～竹：一种枝条带刺的竹子}			
ts	[33]责[21]择泽宅窄摘			
tsʰ	[33]坼策			
s	[33]□{肋～骨：肋骨}			
k	[33]格革隔[24]□{～瘾：吊胃口}			
ŋ	[44]扼[33]□{摩擦；蹭}[21]额[24]□{～头：点头}			
h	[33]客吓			
w	[21]划{计～}[24]□{～手：招手}			
∅	[33]轭{牛～}			
#uak				
kʰ	[44]□{～地：锄地}			
#ək				
p	[44]北			
m	[44]□{米～：量米筒}[24]墨默			
t	[44]得德[24]特			
ɬ	[44]塞			
l	[44]肋□{～耳屎：掏耳朵}[24]勒			
ts	[44]鲫侧[24]贼			
tsʰ	[44]则测			
kʰ	[44]刻克			
ŋ	[44]□{～睡：打盹儿}			
h	[44]黑			
j	[24]□{撩逗，引逗}			
w	[44]□{～耳屎：掏耳朵}			
∅	[44]握			
#uək				
kʰ	[44]□{突出}□{挖（地）；锄头}			
#ɪk				
p	[44]逼碧璧辟壁			
pʰ	[44]僻劈辟			
f	[44]□{甩动}			
t	[44]的滴[24]敌笛			
tʰ	[44]剔踢			
n	[24]逆			
ɬ	[44]息媳惜释析锡			
l	[44]□{能干}[24]力历历			
ts	[44]即织职迹积脊只绩戚籍炙[24]直值植殖席			
tsʰ	[44]尺斥赤			
s	[44]色饰识式[24]食石			
k	[44]击激[24]极□{～气：憋气}			
kʰ	[44]屐[24]剧{京～}			
h	[44]吃[24]译易{交～}液			
w	[24]役			
ø	[44]亿益[24]翼疫			
#ek				
ɬ	[33]削			
l	[21]略			
ts	[33]着{衣～。又tsek21}酌[21]着{睡～。又tsek33}			
tsʰ	[33]雀鹊			
s	[21]勺若			
k	[33]脚			
kʰ	[33]却觉{知～。又kau53}			
ŋ	[21]弱虐			
h	[21]药			
j	[33]约			
ø	[33]□{汤圆～：汤圆}			
#ɔk				
p	[33]博剥驳[21]薄□{～子：柚子}			
pʰ	[33]朴{～米：糙米}			
m	[21]膜莫幕			
f	[21]缚			
t	[33]铎啄			
tʰ	[33]托			
ɬ	[33]索			
l	[33]络{～骨：麻杆}[21]络烙乐洛落			
ts	[33]作捉[21]凿昨浊			
tsʰ	[33]桌			
s	[33]朔嗍{吮吸}			
k	[33]阁各郭廓角国			
kʰ	[33]扩霍确			
ŋ	[21]鄂岳[24]忤{～逆崽：不孝之子}			
h	[33]壳[21]鹤学[24]□{热（天）}			
w	[21]镬或获			
∅	[33]恶			
#uk				
pʰ	[44]卜{～卦}[33]仆扑仆			
m	[24]木目牧			
f	[44]福复覆复[24]服伏栿{地～：门槛儿}			
t	[44]督厾{鞋～：鞋后跟}□{头～：后脑勺}[24]读牍独毒			
tʰ	[44]秃			
ɬ	[44]速宿肃缩粟□{馊}			
l	[44]□{烫}□{山坳}[24]鹿禄六陆录绿			
ts	[44]竹筑粥祝足烛逐镯[24]族轴俗续			
tsʰ	[44]促触束筑			
ȵ	[24]肉玉狱			
s	[44]叔[24]熟属			
k	[44]谷榖菊[24]局			
kʰ	[44]酷曲			
h	[44]哭			
j	[44]畜{～牧}蓄{储～}育[24]辱褥浴欲欲			
∅	[44]屋			
#ŋ				
∅	[24]吴梧[13]五午伍[21]误悟			
