ID	汉字	注释	拼音	声母	韵母	声调
2900	莧		=E2738&F2738&G2738	h	ainn	7
2901	班		=E2739&F2739&G2739	p	ang	1
2902	扳		=E2740&F2740&G2740	p	ang	2
2903	扳		=E2741&F2741&G2741	ph	ang	1
2904	頒		=E2742&F2742&G2742	p	ang	1
2905	板	文读	=E2743&F2743&G2743	p	ang	2
2906	板	白读	=E2744&F2744&G2744	p	ainn	2
2907	版	文读	=E2745&F2745&G2745	p	ang	2
2908	版	白读	=E2746&F2746&G2746	p	ainn	2
2909	攀		=E2747&F2747&G2747	ph	ang	1
2912	襻		=E2748&F2748&G2748	ph	ang	3
2913	蠻		=E2749&F2749&G2749	m	ang	5
2914	慢	白读	=E2750&F2750&G2750	m	ang	7
2915	棧		=E2751&F2751&G2751	ts	ang	3
2916	删	文读	=E2752&F2752&G2752	s	ang	1
2917	删	俗读	=E2753&F2753&G2753	tsh	eh	4
2918	訕		=E2754&F2754&G2754	s	ang	3
2919	疝		=E2755&F2755&G2755	s	ang	3
2920	奸		=E2756&F2756&G2756	k	ang	1
2921	姦		=E2757&F2757&G2757	k	ang	1
2922	諫		=E2758&F2758&G2758	k	ang	3
2923	顏		=E2759&F2759&G2759	ng	uang	5
2924	顏	颜真卿	=E2760&F2760&G2760	ng	ang	5
2925	顏	姓	=E2761&F2761&G2761	h	iann	5
2926	雁		=E2762&F2762&G2762	ng	ang	6
2927	晏	文读	=E2763&F2763&G2763		ang	3
2928	晏	白读	=E2764&F2764&G2764		uann	3
2929	編	文读	=E2765&F2765&G2765	ph	iang	1
2930	編	白读	pinn1	p	inn	1
2931	鞭		=E2767&F2767&G2767	p	iang	1
2932	變	文读	=E2768&F2768&G2768	p	iang	3
2933	變	白读	=E2769&F2769&G2769	p	inn	3
2934	變	白读	=E2770&F2770&G2770	p	ing	3
2935	篇		=E2771&F2771&G2771	ph	iang	1
2936	偏		=E2772&F2772&G2772	ph	iang	1
2937	偏	便宜，替字，本字“便”	=E2773&F2773&G2773	ph	inn	1
2938	騙		=E2774&F2774&G2774	ph	iang	3
2939	便	文读	=E2775&F2775&G2775	p	iang	6
2940	便	文读	=E2776&F2776&G2776	ph	iang	1
2941	便	白读	=E2777&F2777&G2777	ph	inn	1
2942	便	便宜，老派音	=E2778&F2778&G2778	p	ang	5
2943	辨		=E2779&F2779&G2779	p	iang	6
2944	辯		=E2780&F2780&G2780	p	iang	6
2949	汴		=E2781&F2781&G2781	p	iang	6
2950	綿	文读	=E2782&F2782&G2782	m	iang	5
2951	綿	白读	=E2783&F2783&G2783	m	i	5
2952	免		=E2784&F2784&G2784	m	iang	2
2953	勉		=E2785&F2785&G2785	m	iang	2
2954	娩		=E2786&F2786&G2786	m	iang	2
2955	緬		=E2787&F2787&G2787	m	iang	2
2956	面		=E2788&F2788&G2788	m	ing	7
2957	面	麵	=E2789&F2789&G2789	m	inn	7
2958	碾		=E2790&F2790&G2790	t	iang	2
2960	連		=E2791&F2791&G2791	l	iang	5
2961	連	姓	=E2792&F2792&G2792	h	iann	5
2962	聯		liang5	l	iang	5
2963	輦		=E2794&F2794&G2794	l	ing	2
2964	煎	文读	=E2795&F2795&G2795	ts	iang	1
2965	煎	煎药，白读	=E2796&F2796&G2796	ts	uann	1
2966	煎	煎油，白读	=E2797&F2797&G2797	ts	inn	1
2967	剪		=E2798&F2798&G2798	ts	iang	2
2968	箭		=E2799&F2799&G2799	ts	inn	3
2969	濺	文读	tsiang3	ts	iang	3
2970	濺	白读	=E2801&F2801&G2801	ts	uann	7
2971	遷		=E2802&F2802&G2802	tsh	iang	1
2972	淺	文读	=E2803&F2803&G2803	tsh	iang	2
2973	淺	蓝色，白读	=E2804&F2804&G2804	tsh	inn	2
2974	錢	白读	=E2805&F2805&G2805	ts	inn	5
2975	錢	马钱子，文读	=E2806&F2806&G2806	tsh	iang	5
2976	踐	文读	=E2807&F2807&G2807	ts	iang	2
2977	踐	白读	=E2808&F2808&G2808	ts	uann	7
2978	賤		=E2809&F2809&G2809	ts	uann	7
2979	仙		=E2810&F2810&G2810	s	iang	1
2980	仙	仙庵，惠来地名	=E2811&F2811&G2811	s	ing	1
2981	仙	仙门城，潮阳地名	=E2812&F2812&G2812	s	uann	1
2982	鮮	白读	=E2813&F2813&G2813	tsh	inn	1
2983	鮮	朝鲜，文读	=E2814&F2814&G2814	s	iang	2
2984	鮮	鲜明，文读	=E2815&F2815&G2815	s	iang	1
2988	癬		=E2816&F2816&G2816	s	iang	2
2989	線		=E2817&F2817&G2817	s	uann	3
2990	涎	训读	=E2818&F2818&G2818	n	ua	6
2991	羨		=E2819&F2819&G2819		iang	6
2992	展		=E2820&F2820&G2820	t	iang	2
2993	纏		=E2821&F2821&G2821	t	inn	5
2994	氈	白读	=E2822&F2822&G2822	ts	inn	1
2995	氈	文读	=E2823&F2823&G2823	ts	iang	1
2996	戰		=E2824&F2824&G2824	ts	iang	3
2997	顫		=E2825&F2825&G2825	ts	iang	3
2998	膻		=E2826&F2826&G2826	s	iang	1
2999	扇	白读	=E2827&F2827&G2827	s	inn	3
3000	扇	文读	=E2828&F2828&G2828	s	iang	3
3003	蟬		=E2829&F2829&G2829	s	iam	5
3004	蟬		=E2830&F2830&G2830	s	iang	5
3005	蟬	替字	=E2831&F2831&G2831	s	ung	5
3006	禪		=E2832&F2832&G2832	s	iang	5
3007	善		=E2833&F2833&G2833	s	iang	6
3008	膳		=E2834&F2834&G2834	s	iang	6
3009	擅		=E2835&F2835&G2835	s	iang	6
3014	然	文读	=E2836&F2836&G2836	dz	iang	5
3015	然	白读	=E2837&F2837&G2837	n	i	5
3016	燃	文读	=E2838&F2838&G2838	dz	iang	5
3017	燃	煮，白读	=E2839&F2839&G2839	h	iann	5
3018	遣		=E2840&F2840&G2840	kh	iang	2
3019	乾		=E2841&F2841&G2841	kh	iang	5
3020	虔		=E2842&F2842&G2842	kh	iang	1
3021	件		=E2843&F2843&G2843	k	iann	6
3022	諺		=E2844&F2844&G2844	ng	ang	6
3023	焉		=E2845&F2845&G2845		iang	1
3024	延		=E2846&F2846&G2846		iang	5
3025	筵		=E2847&F2847&G2847		iang	5
3026	演		=E2848&F2848&G2848		iang	5
3027	建		=E2849&F2849&G2849	k	iang	6
3028	建	福建	=E2850&F2850&G2850	k	iang	3
3029	鍵		=E2851&F2851&G2851	k	iang	3
3030	健	文读	=E2852&F2852&G2852	k	iang	6
3031	健	白读	=E2853&F2853&G2853	k	iann	7
3032	健	白读	=E2854&F2854&G2854	kh	iann	7
3033	腱		=E2855&F2855&G2855	k	iang	6
3034	言		=E2856&F2856&G2856	ng	ang	5
3035	軒		=E2857&F2857&G2857	h	ing	1
3036	掀	文读	=E2858&F2858&G2858	h	iang	1
3037	掀	替字	=E2859&F2859&G2859		iaunn	6
3038	憲		=E2860&F2860&G2860	h	iang	3
3039	獻		=E2861&F2861&G2861	h	iang	3
3040	蔫	文读	=E2862&F2862&G2862		iang	1
3041	蔫	文读	=E2863&F2863&G2863	ng	iang	1
3042	蔫	白读	=E2864&F2864&G2864		iann	1
3043	堰		=E2865&F2865&G2865		iang	2
3044	邊	文读	=E2866&F2866&G2866	p	iang	1
3045	邊	白读	=E2867&F2867&G2867	p	inn	1
3046	蝙		=E2868&F2868&G2868	ph	iang	1
3047	扁	文读	=E2869&F2869&G2869	ph	iang	2
3048	扁	白读	=E2870&F2870&G2870	p	inn	2
3049	匾		ping2	p	ing	2
3050	匾		=E2872&F2872&G2872	ph	iang	2
3051	遍		=E2873&F2873&G2873	p	iang	3
3052	遍		=E2874&F2874&G2874	p	ing	3
3053	片	文读	=E2875&F2875&G2875	ph	iang	3
3054	片	白读	=E2876&F2876&G2876	ph	inn	3
3055	片	片薄，文读	=E2877&F2877&G2877	ph	iang	1
3056	駢		=E2878&F2878&G2878	p	eng	6
3057	辮		=E2879&F2879&G2879	p	inn	1
3058	眠		=E2880&F2880&G2880	m	ing	5
3059	麵		=E2881&F2881&G2881	m	i	7
3060	顛		=E2882&F2882&G2882	t	iang	1
3061	顛	颠倒斗	=E2883&F2883&G2883	t	ing	1
3062	典		=E2884&F2884&G2884	t	iang	2
3063	天	文读	=E2885&F2885&G2885	th	iang	1
3064	天	白读	=E2886&F2886&G2886	th	inn	1
3065	田		=E2887&F2887&G2887	th	iang	5
3066	田	训读，本字“塍”	=E2888&F2888&G2888	tsh	ang	5
3067	填		=E2889&F2889&G2889	th	iang	5
3068	電		=E2890&F2890&G2890	t	iang	6
3069	殿	白读	=E2891&F2891&G2891	t	ainn	7
3070	殿	文读	=E2892&F2892&G2892	t	iang	6
3071	奠		=E2893&F2893&G2893	t	iang	6
3072	奠		=E2894&F2894&G2894	t	iang	3
3073	佃		=E2895&F2895&G2895	t	ainn	7
3074	年		=E2896&F2896&G2896	n	i	5
3075	年	年假开	=E2897&F2897&G2897	h	inn	5
3076	攆		=E2898&F2898&G2898	l	ing	2
3077	攆	推	=E2899&F2899&G2899	l	eng	2
3078	撚		=E2900&F2900&G2900	l	iang	2
3079	撚		=E2901&F2901&G2901	n	iam	3
3080	撚		=E2902&F2902&G2902	n	iap	8
3081	憐		=E2903&F2903&G2903	l	iang	5
3082	蓮	文读	=E2904&F2904&G2904	l	iang	5
3083	蓮	白读	=E2905&F2905&G2905	n	ai	5
3084	練		=E2906&F2906&G2906	l	iang	7
3085	煉		=E2907&F2907&G2907	l	iang	7
3086	箋		=E2908&F2908&G2908	ts	iang	1
3087	薦	文读	=E2909&F2909&G2909	ts	iang	3
3088	薦	草荐，白读	=E2910&F2910&G2910	ts	inn	1
3089	千	白读	=E2911&F2911&G2911	tsh	ainn	1
3090	千	文读	=E2912&F2912&G2912	tsh	iang	1
3091	前	白读	=E2913&F2913&G2913	ts	ainn	5
3092	前	车前草，也写作车钱草，白读	=E2914&F2914&G2914	ts	inn	5
3093	前	马前卒，文读	=E2915&F2915&G2915	tsh	iang	5
3094	先	白读	=E2916&F2916&G2916	s	ainn	1
3095	先	文读	=E2917&F2917&G2917	s	ing	1
3096	先	文读	=E2918&F2918&G2918	s	iang	1
3097	肩		=E2919&F2919&G2919	k	ainn	1
3098	堅		=E2920&F2920&G2920	k	iang	1
3099	繭		=E2921&F2921&G2921	k	ainn	2
3100	見	文读	=E2922&F2922&G2922	k	iang	3
3101	見	白读	=E2923&F2923&G2923	k	inn	3
3102	見	现面见公，眼见为实	=E2924&F2924&G2924	k	ing	3
3103	牽		=E2925&F2925&G2925	kh	ang	1
3104	研	文读	=E2926&F2926&G2926	ng	iang	2
3105	研	文读	=E2927&F2927&G2927	ng	iang	1
3106	研	研磨，白读	=E2928&F2928&G2928	ng	ai	5
3107	研	抓挠、研想，文读	=E2929&F2929&G2929	ng	iang	5
3108	研	用力踩并揉搓、研磨，白读	=E2930&F2930&G2930	ng	ai	2
3109	研	磨牙，白读	=E2931&F2931&G2931	m	ai	2
3110	硯		=E2932&F2932&G2932	ng	i	7
3111	顯		=E2933&F2933&G2933	h	iang	2
3112	賢		=E2934&F2934&G2934	h	iang	5
3113	賢	训读	=E2935&F2935&G2935	g	au	5
3114	弦	白读	=E2936&F2936&G2936	h	inn	5
3115	弦	文读	=E2937&F2937&G2937	h	iang	5
3116	現		=E2938&F2938&G2938	h	iang	7
3117	煙		=E2939&F2939&G2939		ing	1
3118	煙		=E2940&F2940&G2940		iang	1
3119	燕	白读	=E2941&F2941&G2941		inn	3
3120	燕	文读	=E2942&F2942&G2942		iang	3
3121	燕	文读	=E2943&F2943&G2943		iang	1
3125	嚥		=E2944&F2944&G2944		iang	3
3126	宴		=E2945&F2945&G2945		iang	3
3127	獺		=E2946&F2946&G2946	th	uah	4
3128	達		=E2947&F2947&G2947	t	ak	8
3129	達	达濠	=E2948&F2948&G2948	t	ah	8
3130	捺		=E2949&F2949&G2949	n	ak	8
3131	辣		=E2950&F2950&G2950	l	uah	8
3132	辣		=E2951&F2951&G2951	l	ah	8
3133	辣		=E2952&F2952&G2952	l	uah	4
3134	辣		=E2953&F2953&G2953	t	uah	8
3136	癩		=E2954&F2954&G2954	th	ai	2
3137	擦		=E2955&F2955&G2955	tsh	ak	4
3138	撒		=E2956&F2956&G2956	s	ak	4
3139	撒		=E2957&F2957&G2957	s	am	2
3140	撒		=E2958&F2958&G2958	s	uah	4
3141	薩		=E2959&F2959&G2959	s	ak	4
3142	割		=E2960&F2960&G2960	k	uah	4
3143	葛		=E2961&F2961&G2961	k	uah	4
3144	渴		=E2962&F2962&G2962	kh	uah	4
3146	喝	替字	=E2963&F2963&G2963	h	uah	4
3147	曷		=E2964&F2964&G2964	h	ak	4
3148	八	白读	=E2965&F2965&G2965	p	oih	4
3149	八	文读	=E2966&F2966&G2966	p	ah	4
3150	拔		pfuah8	pf	uah	8
3151	拔		=E2968&F2968&G2968	p	ak	8
3152	札	文读	=E2969&F2969&G2969	ts	ak	4
3153	札	白读	=E2970&F2970&G2970	ts	ah	4
3154	紮	文读	=E2971&F2971&G2971	ts	ak	4
3155	紮	白读	=E2972&F2972&G2972	ts	ah	4
3156	扎	文读	=E2973&F2973&G2973	ts	ak	4
3157	扎	白读	=E2974&F2974&G2974	ts	ah	4
3158	察		=E2975&F2975&G2975	tsh	ak	4
3159	殺		=E2976&F2976&G2976	s	uah	4
3160	軋		=E2977&F2977&G2977		iak	4
3161	軋		=E2978&F2978&G2978		ak	4
3162	軋		=E2979&F2979&G2979	k	ak	4
3163	軋		=E2980&F2980&G2980	kh	oih	4
3164	鍘		=E2981&F2981&G2981	ts	ak	4
3165	瞎		=E2982&F2982&G2982	h	ak	4
3166	轄		=E2983&F2983&G2983	h	ak	4
3167	別		=E2984&F2984&G2984	p	iak	8
3168	別		=E2985&F2985&G2985	p	ak	4
3169	別		=E2986&F2986&G2986	p	ak	8
3170	憋	文读	=E2987&F2987&G2987	p	iak	4
3171	憋	白读	=E2988&F2988&G2988	p	ih	4
3172	憋	白读	=E2989&F2989&G2989	b	ih	4
3173	鱉		=E2990&F2990&G2990	p	ih	4
3177	滅		=E2991&F2991&G2991	m	iak	8
3178	列	文读	=E2992&F2992&G2992	l	iak	8
3179	列	“裂”的本字，白读	=E2993&F2993&G2993	l	ih	8
3180	列	割，白读	=E2994&F2994&G2994	l	eh	8
3181	裂	文读	=E2995&F2995&G2995	l	iak	8
3182	裂	白读	=E2996&F2996&G2996	l	ih	8
3183	裂	割，白读，也写作“列”	=E2997&F2997&G2997	l	eh	8
3184	烈		=E2998&F2998&G2998	l	iak	8
3185	烈	强烈	=E2999&F2999&G2999	l	iak	4
3186	薛		=E3000&F3000&G3000	s	ih	4
3187	褻		=E3001&F3001&G3001	s	iak	4
3188	泄		=E3002&F3002&G3002	s	iap	8
3189	哲		=E3003&F3003&G3003	t	iak	4
3190	徹		=E3004&F3004&G3004	th	iak	4
3191	撤		=E3005&F3005&G3005	th	iak	4
3192	撤	移动，替字	=E3006&F3006&G3006	tsh	ek	4
3193	轍		=E3007&F3007&G3007	t	iak	4
3194	折	白读	=E3008&F3008&G3008	ts	ih	4
3195	折	白读	=E3009&F3009&G3009	ts	ih	8
3196	折	白读	=E3010&F3010&G3010	ts	eh	4
3197	折	文读	=E3011&F3011&G3011	ts	iak	4
3198	浙		=E3012&F3012&G3012	ts	iak	4
3199	舌		=E3013&F3013&G3013	ts	ih	8
3200	設		=E3014&F3014&G3014	s	iak	4
3205	熱	文读	=E3015&F3015&G3015	dz	iak	8
3206	熱	白读	=E3016&F3016&G3016	dz	uah	8
3207	孑		=E3017&F3017&G3017	kh	iak	4
3208	傑		=E3018&F3018&G3018	k	iak	8
3209	孽		=E3019&F3019&G3019	ng	iak	8
3210	揭	文读	=E3020&F3020&G3020	k	iah	4
3211	揭	揭阳，白读	=E3021&F3021&G3021	k	ik	4
3212	竭	文读	=E3022&F3022&G3022	k	iak	8
3213	竭	粥稠，白读	=E3023&F3023&G3023	k	ik	8
3214	歇		=E3024&F3024&G3024	h	iah	4
3215	蝎		=E3025&F3025&G3025	h	iap	4
3216	謁		=E3026&F3026&G3026	h	ak	4
3217	撇		=E3027&F3027&G3027	pfh	uak	4
3218	撇		=E3028&F3028&G3028	pfh	uah	4
3219	篾		=E3029&F3029&G3029	b	ik	8
3220	鐵		=E3030&F3030&G3030	th	ih	4
3221	迭		=E3031&F3031&G3031	t	iak	4
3222	跌	白读	=E3032&F3032&G3032	t	ih	4
3223	跌	文读	=E3033&F3033&G3033	t	iak	4
3224	捏		=E3034&F3034&G3034	n	iap	8
3225	捏	替字	=E3035&F3035&G3035	n	ueh	4
3226	節	节日	=E3036&F3036&G3036	ts	oih	4
3227	節	节目	=E3037&F3037&G3037	ts	ak	4
3228	節	贞节	=E3038&F3038&G3038	ts	iak	4
3229	切		=E3039&F3039&G3039	tsh	iak	4
3230	切	白切鸡	tsiak4	ts	iak	4
3231	截		=E3041&F3041&G3041	ts	oih	8
3232	屑	文读	=E3042&F3042&G3042	s	iak	4
3233	屑	白读	=E3043&F3043&G3043	s	iah	4
3234	屑	瓦屑，白读	=E3044&F3044&G3044	s	oih	4
3235	屑	据屑，白读	=E3045&F3045&G3045	s	uk	4
3236	結	结婚	=E3046&F3046&G3046	k	ak	4
3237	結	结冰	=E3047&F3047&G3047	k	iak	4
3238	結	系上、栓上	=E3048&F3048&G3048	k	ik	4
3239	潔		=E3049&F3049&G3049	k	iak	4
3240	潔	用于人名	=E3050&F3050&G3050	k	iak	8
3241	噎		=E3051&F3051&G3051		ik	4
3242	搬		=E3052&F3052&G3052	pf	uann	5
3243	般		=E3053&F3053&G3053	pfh	uann	1
3244	半		=E3054&F3054&G3054	pf	uann	3
3245	絆	文读	=E3055&F3055&G3055	pfh	uang	3
3246	絆	白读	pfuann3	pf	uann	3
3247	絆	白读	pfuann6	pf	uann	6
3248	潘	文读	=E3058&F3058&G3058	pfh	uang	1
3249	潘	姓，白读	=E3059&F3059&G3059	pfh	uann	1
3250	潘	文读	=E3060&F3060&G3060	ph	ang	1
3251	潘	潲水，白读	=E3061&F3061&G3061	pfh	ung	1
3252	拚		=E3062&F3062&G3062	ph	eng	1
3253	拚		=E3063&F3063&G3063	p	iann	3
3254	判		=E3064&F3064&G3064	pfh	uang	3
3255	盤	盘子，白读	pfuann5	p	uann	5
3256	盤	盘绕，文读	=E3066&F3066&G3066	pfh	uang	5
3257	盤	盘问、盘古	=E3067&F3067&G3067	p	ang	5
3258	伴		=E3068&F3068&G3068	pfh	uann	6
3259	叛		=E3069&F3069&G3069	pf	uang	6
3260	瞞		=E3070&F3070&G3070	m	ua	5
3261	饅		=E3071&F3071&G3071	m	ang	7
3262	滿	白读	=E3072&F3072&G3072	m	ua	2
3263	滿	文读	=E3073&F3073&G3073	m	uang	2
3264	漫	文读	=E3074&F3074&G3074	m	ang	6
3265	幔		=E3075&F3075&G3075	m	ang	6
3266	端		=E3076&F3076&G3076	t	uang	1
3267	短	白读	=E3077&F3077&G3077	t	o	2
3268	短	文读	=E3078&F3078&G3078	t	uang	2
3269	斷	文读	=E3079&F3079&G3079	t	uang	6
3270	斷	断定，文读	=E3080&F3080&G3080	t	uang	3
3271	鍛		=E3081&F3081&G3081	t	uang	3
3272	團	文读	thuang5	th	uang	5
3273	團	团圆，白读	=E3083&F3083&G3083	t	uann	5
3276	段	文读	=E3084&F3084&G3084	t	uang	7
3277	暖		=E3085&F3085&G3085	l	uang	2
3278	暖		=E3086&F3086&G3086	n	uang	2
3279	鸞		=E3087&F3087&G3087	l	uang	5
3280	卵		=E3088&F3088&G3088	l	ang	6
3281	卵		=E3089&F3089&G3089	l	ong	6
3282	亂		=E3090&F3090&G3090	l	uang	6
3283	亂		=E3091&F3091&G3091	l	ong	6
3284	亂	随便	=E3092&F3092&G3092	dz	uang	6
3285	鑽		=E3093&F3093&G3093	ts	ang	3
3286	纂		=E3094&F3094&G3094	dz	uang	2
3287	纂		=E3095&F3095&G3095	tsh	uang	3
3289	竄		=E3096&F3096&G3096	tsh	uang	3
3290	酸	文读	=E3097&F3097&G3097	s	uang	1
3291	算	文读	=E3098&F3098&G3098	s	uang	3
3292	官	白读	=E3099&F3099&G3099	k	uann	1
3293	官	文读	=E3100&F3100&G3100	k	uang	1
3294	觀	观看	=E3101&F3101&G3101	k	uang	1
3295	觀	道观	=E3102&F3102&G3102	k	uang	3
3296	冠		=E3103&F3103&G3103	k	uang	3
3297	冠		=E3104&F3104&G3104	k	uang	1
3298	管	文读	=E3105&F3105&G3105	k	uang	2
3299	管	喉管，文读	=E3106&F3106&G3106	k	ong	2
3300	館		=E3107&F3107&G3107	k	uang	2
3305	灌		=E3108&F3108&G3108	k	uang	3
3306	罐		=E3109&F3109&G3109	k	uang	3
3307	罐	疑似阳上变调错乱	=E3110&F3110&G3110	k	uang	6
3308	貫		=E3111&F3111&G3111	k	uang	3
3309	寬	文读	=E3112&F3112&G3112	kh	uang	1
3310	寬	宽行，也写作“款”，白读	=E3113&F3113&G3113	kh	uann	1
3311	款	文读	=E3114&F3114&G3114	kh	uang	2
3312	款	款行，也写作“宽”，白读	=E3115&F3115&G3115	kh	uann	1
3313	玩		=E3116&F3116&G3116	ng	uang	2
3314	歡	白读	=E3117&F3117&G3117	h	uann	1
3315	歡	文读	=E3118&F3118&G3118	h	uang	1
3316	喚		=E3119&F3119&G3119	h	uang	3
3317	煥		=E3120&F3120&G3120	h	uang	3
3318	桓		=E3121&F3121&G3121	h	ueng	5
3319	完		=E3122&F3122&G3122		uang	5
3320	丸		=E3123&F3123&G3123		uang	5
3321	丸	训读，本字“圆”	=E3124&F3124&G3124		inn	5
3322	紈		=E3125&F3125&G3125		uang	5
3323	緩		=E3126&F3126&G3126	h	uang	2
3324	緩	训读，本字“慢”	=E3127&F3127&G3127	m	ang	7
3325	皖		=E3128&F3128&G3128		uang	2
3326	換	白读	=E3129&F3129&G3129		uann	7
3327	換	文读	=E3130&F3130&G3130	h	uang	3
3328	豌		=E3131&F3131&G3131		uang	1
3329	碗		=E3132&F3132&G3132		uann	2
3330	腕		=E3133&F3133&G3133		uang	2
3331	鰥		=E3134&F3134&G3134	k	uang	1
3332	幻		=E3135&F3135&G3135	h	uang	3
3333	篡		=E3136&F3136&G3136	tsh	uang	3
3334	撰		=E3137&F3137&G3137	ts	uang	6
3335	閂	白读	=E3138&F3138&G3138	tsh	uann	3
3336	閂	文读	=E3139&F3139&G3139	s	uang	1
3337	涮		=E3140&F3140&G3140	s	uang	3
3338	關	文读	=E3141&F3141&G3141	k	uang	1
3339	關	白读	=E3142&F3142&G3142	k	uenn	1
3340	慣	文读	=E3143&F3143&G3143	k	uang	3
3341	慣	白读	=E3144&F3144&G3144	k	uainn	3
3342	頑	文读	=E3145&F3145&G3145	ng	uang	2
3343	頑	白读	=E3146&F3146&G3146	ng	ai	2
3344	頑	白读	=E3147&F3147&G3147	ng	uai	2
3345	還	文读	=E3148&F3148&G3148	h	uang	5
3346	還	白读	=E3149&F3149&G3149	h	ainn	5
3347	還	白读	=E3150&F3150&G3150	h	uann	5
3348	還	文读	=E3151&F3151&G3151	h	uang	2
3349	還	白读	=E3152&F3152&G3152	h	uann	2
3350	還	白读	=E3153&F3153&G3153	h	ann	2
3351	還	白读	=E3154&F3154&G3154	h	ann	5
3352	還	文读	=E3155&F3155&G3155	h	ong	2
3353	還	文读	=E3156&F3156&G3156	h	ang	5
3354	還	白读	=E3157&F3157&G3157	h	ang	2
3355	還	文读	=E3158&F3158&G3158	h	iang	2
3356	環	文读	=E3159&F3159&G3159	h	uang	5
3357	環	旋转，白读	=E3160&F3160&G3160	h	uainn	5
3358	患		=E3161&F3161&G3161	h	uang	6
3359	宦		=E3162&F3162&G3162	h	uang	6
3360	彎	文读	=E3163&F3163&G3163		uang	1
3361	彎	白读	=E3164&F3164&G3164		uainn	1
3362	灣		=E3165&F3165&G3165		uang	1
3363	戀		=E3166&F3166&G3166	l	uang	5
3364	戀		=E3167&F3167&G3167	l	uang	7
3365	痊		=E3168&F3168&G3168	tsh	uang	5
3366	全	文读	=E3169&F3169&G3169	tsh	uang	5
3367	泉		=E3170&F3170&G3170	ts	uann	5
3368	宣		=E3171&F3171&G3171	s	uang	1
3369	選		=E3172&F3172&G3172	s	uang	2
3370	旋	文读	=E3173&F3173&G3173	s	uang	5
3371	旋	白读	=E3174&F3174&G3174	s	uainn	5
3374	鏇		=E3175&F3175&G3175	s	uang	5
3375	轉	文读	=E3176&F3176&G3176	ts	uang	2
3376	轉	文读	=E3177&F3177&G3177	t	uang	2
3379	傳	文读	=E3178&F3178&G3178	th	uang	5
3380	傳	文读	=E3179&F3179&G3179	t	uang	7
3381	椽		=E3180&F3180&G3180		uang	5
3382	篆		=E3181&F3181&G3181	t	uang	6
3385	專		=E3182&F3182&G3182	ts	uang	1
3386	專	海门音	=E3183&F3183&G3183	dz	uang	1
3387	川	文读	=E3184&F3184&G3184	tsh	uang	1
3388	穿	文读	=E3185&F3185&G3185	tsh	uang	1
3389	穿	白读	=E3186&F3186&G3186	tsh	eng	7
3390	喘		=E3187&F3187&G3187	tsh	uang	2
3391	舛		=E3188&F3188&G3188	tsh	uang	2
3392	串		=E3189&F3189&G3189	tsh	uang	3
3393	船		=E3190&F3190&G3190	ts	ung	5
3394	捲		=E3191&F3191&G3191	k	uang	2
3395	眷		=E3192&F3192&G3192	k	uang	3
3396	卷	文读	=E3193&F3193&G3193	k	uang	3
3397	絹		=E3194&F3194&G3194	k	ing	3
3398	絹		=E3195&F3195&G3195	k	iang	3
3399	圈	文读	=E3196&F3196&G3196	kh	uang	1
3400	圈	白读	khuainn1	kh	uainn	1
3401	鱟		hau6	h	au	6
3402	權		=E3199&F3199&G3199	kh	uang	5
3403	拳		=E3200&F3200&G3200	k	ung	5
3404	鬈		=E3201&F3201&G3201	kh	uang	5
3408	倦		=E3202&F3202&G3202	k	uang	6
3409	員		=E3203&F3203&G3203		uang	5
3410	圓	白读	=E3204&F3204&G3204		inn	5
3411	圓	文读	=E3205&F3205&G3205		iang	5
3412	院	白读	=E3206&F3206&G3206	ng	i	7
3413	院	家院，文读	=E3207&F3207&G3207		iang	6
3414	緣		=E3208&F3208&G3208		uang	5
3415	沿	文读	=E3209&F3209&G3209		iang	5
3416	沿	边缘，也写作“墘”，白读	=E3210&F3210&G3210	k	inn	5
3417	沿	萦绕，白读	=E3211&F3211&G3211	kh	inn	5
3418	鉛		=E3212&F3212&G3212		iang	5
3419	捐		=E3213&F3213&G3213	k	iang	1
3420	捐		=E3214&F3214&G3214	k	iang	6
3421	兖		=E3215&F3215&G3215		iang	2
3422	藩		=E3216&F3216&G3216	pfh	uang	1
3423	反	文读	=E3217&F3217&G3217	h	uang	2
3424	反	白读	=E3218&F3218&G3218	p	ainn	2
3425	翻		=E3219&F3219&G3219	h	uang	1
3426	番	文读	=E3220&F3220&G3220	h	uang	1
3427	番	白读	=E3221&F3221&G3221	pfh	uann	1
3428	番	番薯	=E3222&F3222&G3222	h	ang	1
3429	販		=E3223&F3223&G3223	h	uang	3
3430	煩		=E3224&F3224&G3224	h	uang	5
3431	礬		=E3225&F3225&G3225	h	uang	5
3432	繁		=E3226&F3226&G3226	h	uang	5
3434	飯	文读	=E3227&F3227&G3227	h	uang	6
3435	晚	晚稻	=E3228&F3228&G3228		ung	2
3436	挽		=E3229&F3229&G3229	m	ang	2
3437	萬		=E3230&F3230&G3230	b	ang	7
3438	萬		=E3231&F3231&G3231	m	ang	7
3439	萬		=E3232&F3232&G3232	bv	uang	7
3440	勸	文读	=E3233&F3233&G3233	kh	iang	2
3441	券		=E3234&F3234&G3234	k	uang	3
3442	元		=E3235&F3235&G3235	ng	uang	5
3443	元	元宝	=E3236&F3236&G3236		uang	5
3444	原		=E3237&F3237&G3237	ng	uang	5
3445	源		=E3238&F3238&G3238	ng	uang	5
