#uo
ʨ	家加痂嘉傢{~具}佳		假{真~}贾{姓}假{放假}	架驾嫁价
ɕ		虾{鱼虾}□{弯腰}霞瑕遐虾{鱼~}暇		下{底下}夏{姓}厦{~门}吓{~一跳}下{下降}夏{春夏}	峡匣{箱~}辖{(老年人：管辖)}
Ǿ	鸦丫{~头}	牙芽衙雅	哑	亚


#iɛ

	阴平31	阳平42	上声53	去声44	入声32
p					鼻别{区~}鳖别{离~}憋
pʰ					撇{~捺，~开}
m					泌灭
t					跌叠碟牒蝶谍
tʰ					帖{碑~，请~}铁
n					聂{姓}镊{~子}蹑{~脚走}孽捏
l					猎列烈裂劣
ʦ			姐	借藉	接捷节截
ʦʰ			且		妾切{切开}
s		些邪斜	写	屑{不~于}屑{木~}泄卸谢	泄{~露}
ʨ	阶街	解{讲~，~开}	解{晓也，理解}	藉故介界芥疥届戒械	皆秸{麦~}杰揭结洁
ʨʰ					茄{茄子}
ɕ		谐鞋携	蟹	懈解{姓}	胁歇蝎血
		耶爷	也{者也，也是}野	夜	叶页业噎{~住了}液

#ɔ

	阴平31	阳平42	上声53	去声44	入声32
tʂ		抓	爪{爪牙，爪子}	笊{~篱}
tʂʰ			炒吵
ʂ			傻耍
k	瓜		寡	挂卦
kʰ		夸	垮	跨
x		花华{中华}铧划{划船}华{~山，姓}		化桦画话

#uo

	阴平31	阳平42	上声53	去声44	入声32
Ǿ	蜗		瓦{动词}

#u
	阴平31	阳平42	上声53	去声44	入声32
p			补捕	部簿布佈怖{恐~}步埠{商~}
pʰ	铺	蒲菩{~萨}脯{胸~}	谱普浦脯{杏~}	铺{店~}	瀑{~布}
m		模{~子}某亩牡母拇谋		暮慕墓募幕
f	夫肤敷俘俘{~虏}孵{~小鸡}麸{麦~子}	符扶芙{~蓉}俯辅浮	府腑甫斧抚釜腐否	跗{附面,脚面}父付傅赴讣附妇负富副
t	都{都城}		堵赌	肚{鱼肚。猪肚}杜肚腹妒度渡镀	毒
tʰ		徒屠途涂图	土吐{~痰|呕~}	兔
n		奴	努	怒
l		卢炉芦{~苇}鸬{~鹚}路庐庐{庐山}	鲁橹虏卤	路赂露
ʦ	租		祖组阻
ʦʰ	粗			醋
s		苏酥		素诉塑{~像}嗉{鸟~子}
tʂ	猪诛株朱硃珠	诸拄{~拐杖}	煮主	著{显~}助柱驻注住注蛀铸祝	术{白术，苍术}
tʂʰ	初	除储{~蓄}褚{姓}锄厨雏	楚处{相处}杵	处{处所}
ʂ	枢	梳{~头}疏{疏远}蔬疏{注疏}书舒署{专~}薯{白~}输殊	暑鼠黍数{动词}	庶恕数{名词}竖戍输{运~}树漱{~口}	叔熟{煮熟，熟悉}淑蜀
ʐ		如儒	乳		入辱褥
k	姑孤箍	估{估计}	古股鼓	故固雇顾
kʰ	枯		苦	库裤袴
x		呼湖狐壶乎胡	虎浒{水~}	户互护
Ǿ	乌污	吴蜈{~蚣}梧{~桐}坞巫诬侮	五伍午武舞	误悟恶{恨，可~}务雾物勿

#ou

	阴平31	阳平42	上声53	去声44	入声32
t	都{~是}		抖陡㪗{展开，~气}	兜斗鬥豆逗
tʰ	偷	头投		透
n
l	楼	搂{~取}耧{播种用的农具}搂{抱}	篓	漏陋
ʦ			走	奏
ʦʰ				凑
s		搜飕	叟	嗽{咳~}
tʂ	周舟州洲		肘	昼宙皱咒
tʂʰ		抽绸稠筹愁仇酬	丑瞅	臭{香~}
ʂ		收	手首守受	瘦兽寿授售
ʐ		柔揉		肉
k	勾钩沟		狗苟	够构购勾{~当}
kʰ	抠		口叩{~头}	扣{扣住}寇
x		侯喉猴瘊{~子}	吼	後厚后侯
Ǿ	欧		藕偶{配~}偶{~然}呕{~吐}	沤{久浸水中}怄{~气}

#y

	阴平31	阳平42	上声53	去声44	入声32
n			女
l		屡驴	吕旅缕履	虑滤
ʦ				聚
ʦʰ	蛆{生~}趋	趣	取娶
s	须鬚需	徐		序叙绪絮续戌恤续婿{女~}
ʨ	居车{车马}炮拘	局	举	巨拒距据锯{~子，~木头}俱句具惧纪{~律}剧{~烈}剧{戏~}
ʨʰ	区{~域}驱	渠瞿		去{来去，去皮}
ɕ	墟{废~}	虚嘘吹	许	蓄{储~}
Ǿ	迂于盂	鱼渔于{于此}淤余馀愚虞娱吁榆逾愉	语与{及，给与}雨宇禹羽	御誉{荣~}预豫遇愈{~好，病~}芋喻裕域郁玉狱寓

#ai

	阴平31	阳平42	上声53	去声44	入声32
p				拜摆败	白
pʰ		排牌		派
m		埋	买	卖迈
v		歪		外
t	呆			待怠殆戴贷代袋带大{~夫，~黄，药名}
tʰ	胎苔{舌~。青~}	台{天台，台州}臺抬态		太泰
n			奶	耐奈
l		来		赖癞
ʦ	灾栽		宰载{年~}载{~重}载	在再
ʦʰ	猜	才材财裁纔	彩采睬	菜蔡
s	腮鳃			赛
tʂ	斋			债寨	宅
tʂʰ	钗差{出差}	豺柴
ʂ		筛{~子}		晒
k	该		改	概溉盖丐
kʰ	开	慨	凯楷
x		孩	海亥	害骇{惊~}
Ǿ	哀埃挨{尘埃}挨{~近，~住}		蔼矮隘	艾爱

#əʔ

	阴平31	阳平42	上声53	去声44	入声32
p					不卜
pʰ					泼朴
m					抹{抹布，抹桌子}末沫抹没{沉没,没有}寞陌{陌生}木牧
f					佛{仿佛}缚
t					得
tʰ					特
l					乐肋勒
ʦ					则泽责
ʦʰ					侧测策
s					涩瑟塞色=啬{吝~}
tʂ					摺{~叠}蛰{惊~}哲蜇{蝎子蜇人}折浙着{睡~，附~}择{~菜。选~}窄摘
tʂʰ					彻撤册
ʂ					摄涉色-
ʐ					热
k					鸽割葛骨{~头}各阁搁胳{~膊}格
kʰ					咳{咳嗽}刻{时刻}刻{用刀~}克客
x					核{~桃}核{审~}
Ǿ					额

#yɔ

	阴平31	阳平42	上声53	去声44	入声32
Ǿ		涯{天崖}崖{山~}

#i

	阴平31	阳平42	上声53	去声44	入声32
p			彼鄙比{比较}	蔽弊币毙蓖{~麻}陛{~下}闭箅{~子}婢避秕{~子，~谷}弼	臂笔毕必逼碧僻壁
pʰ	批	皮疲脾琵{~琶}		痹{麻~}屁	匹{一匹马.一匹布}劈
m		迷谜糜弥	米	靡	密蜜
t	低堤		底抵	弟帝第递地	的{目的}滴嫡笛敌狄
tʰ		梯提蹄啼	题体	替涕{鼻~}剃	踢剔
n		泥倪尼		腻匿逆{顺逆，逆风}溺{~死}
l		犁黎梨狸{~猫}	礼李里理鲤	例厉励丽{美~}隶离{~别}篱璃{玻~}荔{~枝}离{~开半寸}利痢	吏立笠粒栗力历{历史}历{日~|~法}
ʦ			挤济{济南}	祭际济{经济}剂	集辑{编~}疾即鲫积脊迹籍藉{狼~}绩寂
ʦʰ	妻	齐栖			七漆戚
s		西	洗	细	习袭膝悉息熄媳惜席夕析
ʨ	饥{~饿}肌基几{~乎}机讥饥{~荒}	鸡稽	己几{几个}	计继系{~鞋带}技妓寄冀纪{世起，年纪}记忌{~讳}既季	忌{~妒}忌急级及吉极击激
ʨʰ	欺	脐启奇骑岐鳍其棋期{时~}旗祈	企起杞岂	契{~约}器弃气汽	讫乞
ɕ		溪畦{菜~}牺熙希稀	喜	系系{连系}戏	吸锡
Ǿ	医衣依	艺刈宜仪移姨疑遗	椅倚已以	蚁谊义议易{难意}毅逸忆亿抑翼益译易{交~}疫役	乙一

#ʅ
	阴平31	阳平42	上声53	去声44	入声32
tʂ	知蜘{~蛛}支枝肢脂芝	滞{停~，积~}	纸旨指止趾址	制{~度}製{~衣}智致稚{幼雅}至痔治志痣	只{只有}执汁侄秩质直值织职殖植只
tʂʰ		池驰迟痴持	侈{奢~}耻齿	翅	赤尺吃
ʂ		施师狮尸屍诗时	屎使史驶始	世势誓逝是示视士柿事市试	匙{钥~}湿十什{~物}拾{拾起来}实失室食蚀识式饰适{合适，适合}释石
ʐ				日

#ei
	阴平31	阳平42	上声53	去声44	入声32
p	杯碑卑悲			倍辈背背{~诵}焙{焙干}被{被卧，被子}被{被打,被迫}备贝
pʰ	披	胚{胚胎}坯{土坯}培陪赔		配佩
m		梅枚媒煤眉	每美	妹昧媚寐
f	非飞妃	肥	匪翡率	废肺痱{~子}费{~用}
v	威	危伪萎{气~，买卖~}为{作为}委维微违围	唯尾伟苇{芦~}	卫为{为什么}位未味魏畏慰胃谓	屋
n				那-{那边}
ʦ					贼
ʂ		谁
k					给{给你。供给}

#uei

	阴平31	阳平42	上声53	去声44	入声32
t		堆		对队
tʰ		推	腿	退蜕{蛇~皮。蝉~}褪
n				内
l		雷	儡{傀~}累{~积}	累{连~}垒类泪
ʦ			嘴	罪最醉翠
ʦʰ	催崔{姓}			脆
s		随虽	髓	碎岁粹{纯~}隧{~道}
tʂ	追锥			缀赘{点~}
tʂʰ	吹炊	垂槌锤
ʂ			水	税睡
ʐ				锐瑞蕊
k	闺规龟归		诡轨鬼	鳜桂跪柜贵
kʰ	亏窥逵	盔魁溃{~脓}葵	傀{~儡}	愧
x	秽	恢灰回茴{~香}挥辉徽	悔毁	贿汇晦会{开~，~不~}绘惠慧汇

#uai

	阴平31	阳平42	上声53	去声44	入声32
tʂ				拽
tʂʰ			揣{~度}
ʂ		衰摔		帅率{率领}蟀
k	乖		拐	怪
kʰ				块会{会计}刽桧快筷
x		怀槐淮		坏

ɿ
	阴平31	阳平42	上声53	去声44	入声32
ʦ	兹滋	资姿咨	紫姊子	自字
ʦʰ	差{参~}	瓷{瓷器}慈磁{~石}词祠	此	刺赐次伺
s		斯撕私司丝思饲	死	四肆似寺

#ia

	阴平31	阳平42	上声53	去声44	入声32
p	鞭编边		扁匾	辨辩变便{方便}辫遍{~地}片
pʰ	篇偏蝙	便{~宜}		骗{欺~}
m		棉绵眠	免勉	面麺{~食}
t	掂{~掇}		点典	店电殿奠佃垫{~钱}
tʰ	添天	甜填	舔{以舌取物}
n		黏{~米,~起来}年	碾	念
l		连联怜莲廉镰帘{门~}	敛脸	练=炼恋
ʦ	尖煎		剪	渐践箭溅{~一身水}贱饯{~行}荐	挟{~菜}
ʦʰ	歼{~灭}签迁千	钱前	浅
s		仙先		线羡
ʨ	监{监察。监视。监牢}艰间{空~。中~}奸肩坚		减检俭简柬件茧{蚕~}趼{~子，老~}	剑间{~断，~或}涧间{车~}建健见	稼夹裌{~衣}甲
ʨʰ	嵌牵	钳谦乾{乾坤}铅	遣	欠歉	恰掐
ɕ		咸衔嫌闲掀贤	险显	陷限献现县	瞎辖{(新：管辖)}
Ǿ	蔫{食物不新鲜}烟	岩淹炎阎严颜焉{心不在~}延研沿盐	掩眼演	验厌焰雁筵谚砚燕{燕京，姓}燕{~子}宴	鸭押压腌

#au
	阴平31	阳平42	上声53	去声44	入声32
p	包胞	褒{~奖}抱	保堡宝饱卯	报暴刨{~子}豹爆雹
pʰ	抛	袍跑	剖	泡炮{枪~}泡{~在水里}
m		毛茅矛		冒帽貌茂贸
t	刀叨{唠~}	导	祷岛倒{打~，颠~}	道稻到倒{~水}盗
tʰ	滔掏{~出来}	桃逃淘陶萄涛	讨	套
n		挠	脑恼	闹
l		劳捞牢唠{~叨}涝	老
ʦ	遭糟		早枣蚤澡	皂造{建造}躁糙{粗~，~米}
ʦʰ	操{~作，操演}	曹槽	草
s			扫{~地}嫂	扫{~帚}
tʂ	朝{今朝}	昭招	召沼{池~,~气}找	罩赵兆照
tʂʰ	超	抄{略取，抄写}钞{钱~}朝{朝代}潮
ʂ		梢{树~}捎{~带}烧韶{~关}	少{多少}	潲{~雨}绍少{少年}
ʐ		饶	扰绕{围~,~线}
k	高膏羔糕		稿搞	告
kʰ			考烤	靠犒
x		蒿{蓬~}薅{除田草}豪壕毫好{喜~}	好{好坏}	号{呼~，~数}浩耗
Ǿ		熬	袄	鏊{烙饼工具}奥傲

#iau

	阴平31	阳平42	上声53	去声44	入声32
p	标彪		表錶{钟表}
pʰ	飘	瓢嫖	漂	票{车~}漂{~亮}
m		苗描	藐渺秒	庙妙
t	刁貂雕			钓吊掉调{音~}调{~动}
tʰ	挑	条调{调和}		跳
n			鸟	尿
l		燎燎{火~眉毛}疗聊辽撩{~起来}寥廖{姓}	瞭	料尥{马~蹶子}
ʦ	焦蕉{芭~，香~}椒		剿
ʦʰ		瞧悄{静~~}		俏鞘{刀~}
s		消宵霄硝销箫羞	小	笑
ʨ	交郊胶骄娇		绞铰矫狡{~诈}缴{上~}侥{~幸}	教{~书，~育，~他去}校{~对}较窖觉{睡~}轿浇叫
ʨʰ		敲侨桥	巧
ɕ		嚣	晓	孝效校{学校}校{上校}
Ǿ	妖邀腰要{~求}	淆摇谣窑姚	咬舀{~水}	要{想要，重要}耀

#iou
	阴平31	阳平42	上声53	去声44	入声32
t		丢
n		牛謬	纽扭
l		流刘留榴{石~}硫{~黄}琉{~璃}溜	柳	馏六
ʦ	揪{一把~住}		酒	就
ʦʰ	锹秋{~天,~千}	囚
s		修		秀绣锈{铁~}袖
ʨ	阄{拈~}纠{~缠}		九久韭灸{针~}纠{~正}	舅救究旧
ʨʰ	丘	求球仇{姓}	朽
ɕ		休
Ǿ	忧优幽	邮油游犹	有友	诱又右佑幼

#ua
	阴平31	阳平42	上声53	去声44	入声32
t			短	端断{~绝}断{决断}锻锻{~炼}段
tʰ		团
n			暖
l			卵	乱
ʦʰ		窜		篡
s		酸		算蒜
tʂ	专砖		转{~眼,~送}	赚撰篆转{~圆圈，~螺丝}传{传记}
tʂʰ	川穿	传{传达}椽船	喘	串
ʂ		删闩拴栓		涮{~洗}	耍刷
ʐ			软
k	官棺观关		管馆	贯灌罐冠{冠军}惯	剐刮
kʰ	宽		款
x		欢还{还原}环	缓	焕换幻患宦

#iŋ

	阴平31	阳平42	上声53	去声44	入声32
p	彬宾槟{~榔}冰兵	柄	丙秉饼	殡鬓病并{合~}并{~且}
pʰ	贫频{~繁}姘{~头}拼	凭平坪评瓶屏{围~}萍	品	聘
m		闽{~越}民鸣明名铭	悯敏抿皿	命
t	丁钉{铁钉}		顶鼎	锭钉{~住}订{签订，订约}定
tʰ	听{听见，听话，听任，听其自然}厅	亭停廷庭蜓{蜻~}	艇挺
n		凝宁{安~}		宁{宁可}
l		林淋{~漓，~湿}临邻鳞磷陵凌菱灵零铃	檩领岭	赁{租赁}吝令拎另
ʦ	津精晶睛{眼~}		井	尽进晋静靖净浸
ʦʰ	侵亲清情晴青蜻{~蜓}	秦	寝请
s	心	辛新薪星腥	省{反省}醒	信性姓
ʨ	今金襟巾斤筋京惊经	茎鲸	锦紧仅谨景警	禁{~不住}禁{~止}妗{舅母}近境敬竟镜经{经纬,经线}竞{~赛}
ʨʰ	钦轻{~重，年~}倾	琴禽擒勤芹		庆
ɕ		欣兴{~旺}行{行为行品}行形型刑	幸	兴{高~}
Ǿ	音阴因姻殷应{应当，应用}鹰莺鹦{~鹉，~哥}樱{~桃}英婴	银寅蝇迎盈赢萤营	饮荫{屋子很~}饮{~马}引隐尹影颖	印应{应对，响应}硬映

#uəŋ

	阴平31	阳平42	上声53	去声44	入声32
t	敦{~厚}墩东冬	蹲	懂董	饨{馄~}钝顿钝遁盾{矛~}动冻栋洞
tʰ	吞通	屯豚臀同铜桐筒童瞳统	桶捅{~破了}
n		农脓浓		弄
l		论{论语}仑伦沦轮笼聋隆龙	拢	论议论
ʦ	尊遵鬃{马~，猪~}宗踪		总	综{综合}纵{~横}纵{放纵}
ʦʰ	村皴{脸~}聪匆葱囱{烟~}	存丛从{~容}从{跟~}	忖	寸
s		孙嵩松{(年轻人)}	损怂{~恿}	送宋诵颂讼
tʂ	中{当中}忠终钟{~爱}钟盅{酒~}		准种{种类}肿	中{射中}众{重轻}重种{~树}
tʂʰ	椿{~树}春充	唇纯醇{酒味~}崇重{~复}	蠢宠	冲
ʂ				顺舜
ʐ		荣绒融茸{参~}容蓉{芙~}熔		润闰
k	公蚣{蜈蚣}工功攻{攻击}弓宫恭		滚拱{~手}巩{巩固}	棍贡供{供给，供不起}供{供养.上供}共
kʰ	昆{昆虫}昆{昆仑}坤空{~虚}		捆孔	困控空{~缺}
x		昏婚魂馄{~饨}浑{~浊}荤虹{天上的~}红弘轰{~出去}宏烘{~干}红洪鸿虹	混{相~，~沌}哄{~骗}

#yŋ

	阴平31	阳平42	上声53	去声44	入声32
ʦ				俊
s		寻荀旬循巡松{(老年人)}		讯逊迅殉
ʨ	均钧君军	菌	窘迥{~然不同}	郡
ʨʰ		群裙琼穷
ɕ		熏勋薰兄熊雄胸凶{吉~}凶{~恶}		训
Ǿ	雍痈	匀允云雲{云彩}庸	永泳咏拥勇涌	熨韵运晕孕用

əŋ
	阴平31	阳平42	上声53	去声44	入声32
p	奔崩		本	笨
pʰ	喷{喷水}烹	盆喷{~香，~嚏}朋彭膨{~胀}棚蓬篷	捧
m		门盟蒙	猛懵{~懂}	闷孟萌梦
f	分{分开}芬纷风枫疯丰封峰蜂锋	焚坟冯讽逢缝{缝衣服}	粉	愤忿粪奋份{一份两份}凤)奉俸缝{一条缝}
v	温瘟	文纹蚊闻	稳吻刎	问
t	登灯		等	凳邓瞪{~眼}
tʰ	熥{把包子~~}	腾疼藤
n		能		嫩
l			冷	楞
ʦ	曾增			憎赠
ʦʰ		曾{~经}层		蹭
s		僧
tʂ	针斟珍榛臻真征{~求}蒸争筝睁贞侦正{正月}征		枕诊疹拯{~救}整	枕{动词}镇阵振震澄{水浑，澄一澄}证症郑正政
tʂʰ	称{~呼，~重}撑	沉参{~差}深陈尘辰晨臣惩橙乘承丞澄橙{~子}呈程成城诚盛{~满了}	逞{~能}	趁称{相~}秤{一秤~}
ʂ	神	森参{人~}身申伸娠绳升生牲甥声	沈审婶省{~长}省{节~}	甚葚{桑~}渗{水渗}肾慎胜{胜任}剩胜{~败}圣盛{兴~}
ʐ		人仁扔	忍仍	壬任{姓}任{责任}纫{缝~}刃认
k	跟根更{更换，五更}庚羹耕		耿	更{更加}
kʰ		坑	肯
x		痕恒亨衡横{横直}	很	恨横
Ǿ	恩

#aŋ

	阴平31	阳平42	上声53	去声44	入声32
p	帮邦		榜绑	谤傍棒蚌
pʰ	滂{~沱}	旁螃{~蟹}庞		胖
m		忙芒茫	莽蟒
f		方肪{脂~}肪芳妨{~害}妨房防访	仿{仿效}纺仿{相似}仿{仿佛}	放
v		亡	枉往	忘妄望
t	当{当时，应当}	当{当作，典当}	党挡档	荡{放~}宕{延~}
tʰ	汤	堂棠螳{~螂}唐糖塘	倘{~使}躺	趟{一~}烫
n		囊	攮{用刀子~}
l		郎廊狼	朗	浪
ʦ	脏{不干净}			葬藏{西~}
ʦʰ	仓苍	藏{隐~}
s		桑	嗓搡	丧{~失，婚~}
tʂ	章樟张		掌长{生长}涨	丈仗杖帐账胀障{保~}瘴{~气}
tʂʰ	昌菖	常尝偿长{~短}肠倡{提~}	厂场	畅唱
ʂ	商伤裳		赏晌{~午}	上{上山}尚上{上面}
ʐ		瓤{瓜~}	壤{土~}攘嚷	让
k	冈刚纲钢缸	岗	港	杠
kʰ	康糠抗	慷{~慨}		抗炕
x		行{行列，银行}航杭夯{打夯}
Ǿ		昂

#iaŋ

	阴平31	阳平42	上声53	去声44	入声32
n		娘		釀
l		良凉量{量长短}粮梁粱	两{几两几钱}	亮谅辆量{数~}
ʦ	将{~来}浆		蒋奖桨	酱将{大将}匠
ʦʰ	枪	墙	抢
s		相{互相}箱厢湘襄镶详祥	想	象像{橡树}相{相貌}
ʨ	疆僵薑缰{~绳}地姜江豇{~豆}		讲耩{~地}	强{倔~}降{下~}
ʨʰ	羌腔		强{勉~}
ɕ		香乡降{投~,~伏}	享响	向项巷
Ǿ	央秧殃	羊洋杨阳扬疡{溃疡}	仰养痒	样

#uaŋ

	阴平31	阳平42	上声53	去声44	入声32
tʂ	庄装			壮状撞
tʂʰ	疮窗	床	闯	创
ʂ		霜孀双双{双生}	爽
k	光		广	逛
kʰ	筐	狂		旷眶况矿
x		荒慌黄簧{锁~}皇蝗	谎晃{晃眼}
Ǿ	汪	王	网	旺{兴旺。火旺}

#ya

	阴平31	阳平42	上声53	去声44	入声32
l				练-{练习}
ʦʰ		全泉
s		鲜{新鲜}宣旋	癣选	旋{旋吃旋做}
ʨ		绢捐	卷{~起}卷	圈{猪~}眷倦
ʨʰ	圈	拳权颧{~骨}	犬	劝券
ɕ		喧玄悬		眩
Ǿ	渊	圆员缘元原源冤袁辕园援{救~}	远	院愿怨

#ȵ

	阴平31	阳平42	上声53	去声44	入声32
Ǿ			你

#ɭ

	阴平31	阳平42	上声53	去声44	入声32
Ǿ		儿而耳饵		二贰{贰心}

#v
	阴平31	阳平42	上声53	去声44	入声32
Ǿ		无
