pa
13米咪(别)美昧尾靡
22味寐
ʈɐi
55低
44蹄(马蹄，荸荠)
35底抵
33蒂
tɐi
55挤剂
44齐
35仔(儿子)
33祭际济
22弟递第地
tʰɐi
55栖凄梯
44堤题提啼蹄(铁蹄)
35体睇(看)
33沏潜涕剃屉
nɐi
44泥尼弥
13你
22饵腻
lɐi
55璃(玻璃)□(这)
44犁黎离篱梨厘狸
35戾(扭，转)
13礼履李里理鲤
22例厉励丽隶荔利痢吏
tsɐi
55挤(放置，搁)
33制
22滞
tsʰɐi
55妻
sɐi
55西犀筛
35死驶
33细婿世势四
22誓逝
jɐi
44兮
13曳(顽皮，质量差)
kɐi
55鸡
33计继髻
kʰɐi
55溪稽
13企徛(立)
33契
ŋɐi
55□(求)
44倪危
13蚁
22艺毅伪魏
hɐi
55屄(阴户)
44奚
35喺(在)
22系
kʷɐi
55圭闺龟归
35鬼诡轨
33桂季贵
22柜跪
kʷʰɐi
55盔规亏窥
44携畦逵癸葵
13愧
wɐi
55麾挥辉威徽
44桅为(作为)维惟唯遗违围
35毁萎
13伟苇纬
33畏慰
22惠慧位胃谓蝟为(为什么)
ɐi
35矮
33隘翳
22缢
tœy
33最
22序叙聚
44徐
35腿
33趣
lœy
44驴
13吕旅屡儡垒
22虑滤泪类累(累积)
tsʰœy
55趋炊
35取
33翠
sœy
55须需
44垂
35髓
13绪
22遂隧穗
jœy
55锥
pau
55飑鲍
pʰau
55泡(泡沫)
35跑剖否
33豹泡(泡在水里)
mau
13卯某亩戊有(有用，不顶事)
22貌茂贸谬
tau
44头
nau
44锚
22闹
lau
44□(□sau44，做事马虎，粗手粗脚)
35□(□kau22，乱七八糟，麻烦)
tsau
35抓爪找
22骤棹(棹桨)
tsʰau
55钞
44巢
35吵
sau
44□(见lau44处)
kau
35饺
33较校(校对)
22□(见lau35处)
kʰau
33靠
ŋau
55挍(抓)
44肴□(猪肉)
hau
55烤酵
35考巧
33孝
22效校(学校)
pɐu
22□(漏□，臃肿)
pʰɐu
33□(松□，松软，不结实)
22埠
mɐu
55踎(蹲)
ʈɐu
55兜
35斗(一斗)抖纠陡
33斗(斗争)窦(巢、窝、穴)
22豆逗𢭃(𢭃背手，贿赂)
tɐu
55邹
35走酒
33奏
22就袖□(发ŋɐu22□，发呆)
tʰɐu
55秋偷
44投
35头(事头，老板)敨(休息)
33透
nɐu
55嬲(生气)
13扭纽
22腬(吃腻了)
lɐu
55褛(大衣，外套)□(一种野生植物，可吃)
44楼流刘留榴硫琉
13缕篓柳
22漏陋溜馏
tsɐu
55周舟州洲
33昼皱绉咒
22纣宙
tsʰɐu
55抽
44绸稠筹酬囚泗
35丑
33凑臭
sɐu
55修羞收
44愁仇
35叟搜手首守
33嗽秀锈绣瘦兽漱
22受寿授售
jɐu
55休忧优幽
44柔揉尤邮由油游犹悠
35柚
13有友酉莠诱
33幼
22又右佑釉
kɐu
55□(阳具)
35狗苟九久韭
33够救究咎够(疲劳)
22柩
kʰɐu
55沟鸠抠
44求球
13舅臼
33叩构购扣寇
22旧
ŋɐu
55勾钩
44牛
13偶藕
22□(发□tɐu22，发呆)
hɐu
55睺(注意，留意)
44侯喉猴
35口吼
13厚
22后候
ɐu
55欧瓯殴
35呕
33沤怄
pɛu
55包
44刨
35饱
33爆
pʰɛu
55抛
33炮漂(漂白)
mɛu
55猫
44茅
tɛu
22掉(扔，丢)
lɛu
35□(挖，挑出，掏)
tsɛu
33罩
tsʰɛu
55抄□(打乞□，打喷嚏)
35炒
33抄(搜)
kɛu
55交郊胶茭
35绞狡搞搅
33教铰(铰剪，剪子)觉(睡觉)
ŋɛu
55□(梳子，梳)
13咬
hɛu
55敲
ɛu
55□(□人，叫人)
35拗(折)
33坳𬣦(争论)
pou
55褒
44浮(浮头，漂浮起)
35补
33布怖佈
22部簿步捕暴菢(菢小鸡)
pʰou
55铺(铺设)
44蒲浦浮(漂浮)
35普谱甫浦脯(杏脯)
33铺(店铺)
mou
44模摹无巫诬
13武舞侮母拇鹉
22暮慕墓募务雾
ʈou
55都
35堵赌祷岛
tou
55租
35祖组
33做
22杜度渡镀盗导道稻
tʰou
55粗
44逃徒屠涂途淘陶涛
35肚(猪肚)土讨祷
13肚(人的肚子)
33吐兔
nou
44奴
35□(□碎，捏碎)
13努脑恼
22怒
lou
55捞(捞钱)
44卢炉芦鸬庐
13鲁橹虏卤噜(那)
22路赂露鹭涝
sou
55苏酥骚
35数(动词)
33醋素诉数(名词)措
kou
35稿
33告
ŋou
44熬
22傲
hou
55蒿
35好(好坏)
33好(喜好)
22浩
ou
33澳
piu
55标镖彪表(手表)□(冲，很快地排泄出来)
piu35表(表面)
pʰiu
55飘漂(漂浮)
44瓢嫖
33票漂亮
miu
44苗描
35妙𠴕(嘴𠴕𠴕，轻蔑的表情)
13藐秒渺杳
22庙妙
ʈiu
55丢刁貂雕
tiu
55焦蕉椒
44条跳(跳过来)
35屌
33钓吊
22掉调(调动)
tʰiu
55挑
44调(调查)
33跳(跳舞)
niu
55蹽(细而长)
13鸟
22尿
liu
44燎瞭撩疗辽聊寥辽(浮辽仔，水浮莲)
13了(了结)
22廖料
tsiu
55招朝(今朝)
33照
22赵召
tsʰiu
55超昭
44朝(朝代)潮樵瞧
33鞘俏
siu
55锹消宵霄硝销烧萧箫
44韶
35小少(多少)
33笑少(少年)
22兆邵绍
jiu
55要(要求)腰邀
44饶摇姚尧
35妖
13扰绕
33要(重要)耀
kiu
55骄娇浇
35矫缴
33叫
22撬
kʰiu
44乔桥侨
35轿茭剿
hiu
55侥枵嚣
44谣窑
33窍
35晓
ʈam
55耽担(担任)
33担(挑担)
tam
55簪
44蚕
35胆
22啖
tʰam
55参(参加)贪
44潭谭谈痰
35惨
13淡
33探
nam
13□(打)腩(肚腩，小肚子)
44南男
lam
44蓝篮
35榄
13览揽
33𬦾(跨)
22滥舰缆
tsam
35斩
33湛
22暂站
tsʰam
44渐谗馋
35篸(擸□sɐp33篸，装垃圾的簸箕)
13㔆(扎刺)
33杉
sam
55三衫
jam
33□(蘸)
kam
55监(监视)
33鉴监(国子监)尴
kʰam
35坎(木地坎，门坎儿)
ŋam
55啱(对，合适)
44岩
ham
44咸(咸丰年)衔
33喊
22陷
am
33□(□低瞓，俯着睡)
ʈɐm
33□(垂，吊)
tɐm
55□(□时间，花时间)
35枕(搥)
33浸
22□(□地，跺脚)
tʰɒm
55侵
44寻
13氹(低洼处)
nɐm
44腍(软，软弱)
35谂(想)
22□(吸透水分)
lɐm
44林淋临
33□(塌)
tsɐm
55针砧斟
35枕(名词)
33枕(动词)枕(量词，层，辈)
tsʰɐm
44沉
35寝
sɐm
55心森参(人参)深
44岑
35沈审婶审(撒)
33渗
22甚葚
jɐm
55钦音阴荫
44壬吟淫吟(吟□，屋檐)
35饮(饮酒)
33饮(饮马)
22赁任
kɐm
55今金
35锦
33禁
22揿(按)□(爬)
kʰɐm
55襟
44琴禽擒
35□(盖)
13妗
ŋɐm
44扲(掏)
hɐm
22冚(冚地，遍地)
ɐm
55□(拿)35揞
lɛm
35舔
kʰɛm
35减
hɛm
44咸(咸淡)
33喊(哭)
22馅苋
lœm
55冧(花冧，花蕾)
tom
22□(□脚，跺脚)
kom
55甘柑泔
35感敢橄港噉(这样，用于动词前，如：噉做，这样做)
33咁(这样，用于形容词前，如:高，这样高)
hom
55堪龛
44含
35砍
33坎勘
om
55庵
33暗
tim
55尖
44甜
35点
33店
22掂(妥当)
tʰim
55添
13㮇
nim
22念
lim
44廉镰
35脸
13敛殓
tsim
55瞻占(占卜)粘
33占(占领)
22渐
tsʰim
44潜
sim
55签
44蟾檐蝉禅
35闪陕
jim
55阉
44严俨阎
35掩
13染冉
33厌
22验
kim
55兼
33剑
kʰim
44钳
35检
22俭
him
55谦
44盐嫌
35险
33欠
22艳焰炎
pɐn
55彬宾槟奔崩
44□(□lɐn44，匆忙，手忙脚乱)
35禀品
33殡鬓□(□辫，梳辫子)
22笨
pʰɐn
55分芬纷
44贫频焚朋
35粉
13愤奋忿
33喷粪
22份
mɐn
55掤(拔)
44文纹民闻蚊(元钱)
35抿□(急躁)
13悯敏吻刎闽
33擝(拔，拉出)□(边缘)
22问璺
fɐn
55熏煎勋荤
33训
ʈɐn
55灯登瞪
22邓
tɐn
55曾(姓)增憎僧
44藤
35等
33凳□(颠簸)
22赠
tʰɐn
55亲吞
44层腾誉
33褪
nɐn
44能
35撚(撚化，捉弄)
22□(kʰik22□□，很稠)
lɐn
44□(见pɐn44处)
33□(量词，串)
tsɐn
55珍真睁
35□(mɐn13□，急躁)
33振震
22阵
tsʰɐn
44陈尘曾(曾经)
35诊疹
33趁衬13□(鸡□，鸡肫)
sɐn
55辛新薪身申伸
44神辰娠晨臣
33擤呻(诉苦、发牢骚)
22肾慎
jɐn
55恩因姻欣殷
44人仁寅
35隐
13忍引
33印
22刃韧孕衅
kɐn
55跟根巾斤筋庚羹更(更换)粳
35紧仅谨耿埂梗
33更(更加)
22近
kʰɐn
44勤芹
35哽
13近
ŋɐn
55奀(瘦小)
44银
33□(□脚，小腿上下振动)
hɐn
55亨
44痕恒行(行为)衡
35恳垦很
22恨杏幸行(品行)
kʷɐn
55君军轰
44裙
35滚
33棍
22郡
kʷʰɐn
55昆坤均钧
44群
35捆菌
33困□(碰，绊)
wɐn
55昏婚温瘟
44魂云馄晕宏匀
35稳揾(找)
33□(关起来)
13允尹
22混运韵
ɐn
55莺
ʈœn
22囤钝遁顿
tœn
55津樽遵敦
35墩
33进晋
22尽
tʰœn
44秦巡屯
13盾
lœn
55□(叮，啃，纠缠)
44邻鳞磷伦沦轮
22吝论
tsœn
55□(lœn55□，絮絮叨叨，没完没了)
44唇
35准
33俊
tsʰœn
55春
35蠢
sœn
55荀
44旬循纯醇
35笋榫
33信讯迅舜逊
22顺
jœn
22闰润
pun
22胖
fun
55宽欢
35款
22缓唤换焕玩(古玩，游玩)
kun
55官棺观(参观)冠(衣冠)
35管馆
33贯灌罐观(道观)冠(冠军)
wun
35豌碗腕
pyn
55般搬
44盆
35本
22伴拌叛
pʰyn
55潘
33判
myn
44门瞒
22闷
ʈyn
55端
33锻
tyn
55尊专
35短
33钻
22段缎
tʰyn
44团𰪶全泉存
13断(断绝)
nyn
13暖
22嫩
lyn
55挛(弯曲，蜷缩)
44鸾联
35恋
13卵
22乱
tsyn
55砖
44船
35转(转送)
33转(转圆圈)
22传(传记)
tsʰyn
55川穿
44传(传达)
35喘
33串
syn
55酸宣村孙
44旋
35选损
33算蒜寸
22篆
jyn
55渊
44原源袁辕援玄悬元(元朝)
35阮宛
13软
33怨
22愿
kyn
55捐
35卷
33眷绢券
22倦
kʰyn
44拳权颧
hyn55
圈喧蜎(塘蜎，老鹰)
44圆员缘沿铅元(两元)园完眩丸芫(芫西，芫荽)
13远
33劝
22院县
paŋ
55班斑颁
44棚
35板版板
22扮办
pʰaŋ
55藩番(番薯)烹攀
44凡帆矾烦繁彭膨
35反玩
13棒挽(挽救)
33泛盼贩
22范犯饭
maŋ
55□(攀)
44盲蛮
13晚猛
22慢漫幔蔓万迈孟
ʈaŋ
33且诞担
taŋ
55丹单
35蛋弹
33赞
22但
tʰaŋ
55餐摊滩
44檀坛弹(弹琴)
35坦
33炭叹
naŋ
44难(难易)
35□(□呖，好表现自己)
33瘫(皮肤因虫叮咬或过敏所起的疙瘩)
22难(患难)
laŋ
55躝(爬，滚)
44兰拦栏
13懒冷
22烂
tsaŋ
55争
35盏栈
22嫌□(挤，撑，塞)
tsʰaŋ
55撑罉(瓦罉，瓦锅)
44残橙
35产铲
33灿
saŋ
55珊删山闩生牲笙甥
35散(鞋带散了)省
33伞散(分散)疝
jaŋ
33□(蹬)
kaŋ
55艰间(中间)奸更(五更)耕
35简裥柬拣
33间(间断)谏浭(涉水)□(用竹子打捞)
ŋaŋ
44颜
33雁硬
haŋ
55坑悭
22限
kʷaŋ
55关鳏
33惯
waŋ
55弯湾翻番(几番)
44顽横还(还原)环(环境)
13挽(挽回损失)
22幻患宦
aŋ
55罂(瓦罐)
33晏
pɛŋ
55边(边度、哪儿)
44平(便宜)
35饼扁
33柄
22病
pʰɛŋ
55□(□骨，肋骨)
mɛŋ
44名眠(蛾眠)□(□□tsʰɛŋ35tsʰɛŋ35，歪歪扭扭)
22命
ʈɛŋ
55钉
35顶
tɛŋ
55精
35井
33掟(扔、掷)
22净
tʰɛŋ
55听厅
13艇
lɛŋ
44灵零
13领岭
33靓(美)
22□(jɛp33□，闪电)
tsɛŋ
33正
22郑
tsʰɛŋ
35□(见mɛŋ44处)
sɛŋ
55声星腥生(算命生，算命先生)
44成
35请醒
33鉎(锈)
kɛŋ
55惊间(一间)
35颈
33镜见
kʰɛŋ
44□(灵□，灵验)
35茧枧(肥皂)碱
22□(□住，提防)
nɛŋ
13眼
hɛŋ
55轻□(□虾，哮喘)
44闲赢
35蚬
wɛŋ
55番(剩番)
44环(耳环)还(还神、归还)
13挽(挽水桶)
ɛŋ
55烟(烟囱)
35□(□起个胸，挺起胸)
peŋ
55冰兵
35丙秉
22并(并且)
pʰeŋ
44凭平坪评萍屏瓶
33聘姘拼并(合并)
meŋ
44鸣明萌名
35铭
22命
weŋ
55□(扔)
44荣
13永
33□(□□贡，摆来摆去)
22泳𰵞颖□(甩)
ʈeŋ
55丁蹬
22定锭订
teŋ
55精
35顶鼎
33腚(心肝腚，宝贝儿)
22静
tʰeŋ
55清
44情晴亭停廷庭蜓
13挺
33听(~其自然；~下，等一等)
neŋ
55拎(拿、取、提)
44宁
22拧(转动、扭)
leŋ
44凌棱菱灵零铃伶
13领
33□(锃亮)
22令另
tseŋ
55征蒸晶睛贞侦正(正月)
44蝇埕(坛子)
35拯整
33证症正(正确)政
tsʰeŋ
55青蜻称(称呼)
44澄惩呈程
35逞请
33秤称(相称)
seŋ
55升胜(胜任)星
jeŋ
55应(应当)鹰英婴樱缨鹦
44仍凝迎盈形型营刑
35影映
33应(响应)
22认
keŋ
55京荆经
44□(置水不动，让它澄清)
35境竟景警
33敬茎径
22竞劲
kʰeŋ
55倾
44擎鲸琼
35顷
heŋ
55兴(兴旺)卿馨兄
44蝇萤
33兴(高兴)庆
22□(热、烫)
kʷeŋ
35迥
ʈœŋ
55□(啄)
tœŋ
55将(将来)浆
35蒋奖桨
33酱将(大将)
22象橡匠
tʰœŋ
55枪
44墙祥
35抢
nœŋ
44娘
lœŋ
44良粮凉梁粱量(测量)
35两(斤两)
13两(两个)
22亮谅辆量(数量)
tsœŋ
55张章樟
44肠
35掌长(生长)
33帐账胀障瘴
22丈杖仗
tsʰœŋ
55昌窗
44详长(长短)场常尝裳偿
33畅唱倡
sœŋ
55相(互相)箱厢湘霜孀襄镶商伤双
35想赏
13上(上山)
33相(相貌)
22上(上面)尚
jœŋ
55央秧殃□(薄的锄头)
13仰
22让壤攘嚷酿
kʰœŋ
44强(强大)
13强(勉强)
hœŋ
55香乡
44羊洋杨疡扬阳
35享响饷
13养痒
33向
22样
pɔŋ
5S帮邦浜
44盘
35榜绑□(胎盘)
33半谤
22傍
pʰɔŋ
44旁螃滂庞
13蚌
mɔŋ
44忙芒茫亡忘
13满网葬蟒妄
22望
fɔŋ
55荒慌方芳肪汪
44黄簧皇蝗妨房防王
35谎晃仿纺访枉
13往
33放况
22旺
ʈɔŋ
55当(当时)
44塘糖□(量词，一□镜)
33当(当作)档
22荡宕
tɔŋ
44藏(埋藏)
35党
33葬
22藏(西藏)脏(内脏)
tʰɔŋ
55汤仓苍
44堂棠螳唐
35倘躺
33烫趟
nɔŋ
44囊瓤
13囊
22𧟄(裤𧟄，裤裆)
lɔŋ
55□(发lɐi35，野蛮、不讲理)
44郎廊狼
35𠺘(涮洗)
13朗㙟
33□(垫、架)
22浪
tsɔŋ
55脏(航脏)庄装桩
44床
33壮
22状撞
tsʰɔŋ
55疮
35厂闯
33创
sɔŋ
55桑丧(婚丧)
35嗓爽
33丧(丧失)
kɔŋ
55干(干湿)肝竿冈岗刚纲江缸
35杆秆赶讲
33干(才干)钢降(下降)
kʰɔŋ
44狂
33抗炕扩矿
22□(蟹□，蟹螯)
ŋɔŋ
44昂22岸
hɔŋ
55看(看守)康糠匡筐眶腔
44鼾寒韩航杭行(行列)降(投降)
35罕慷刊
13旱
33看(看见)汉
22汗焊翰项巷
kʷɔŋ
55光
35广
ɔŋ
55安鞍肮
33按案
pʰoŋ
55风枫疯丰封峰蜂锋
44篷蓬冯逢缝
35捧俸
33讽
22凤奉
moŋ
44蒙
35懵
22梦
ʈoŋ
55东冬
35董懂
33栋冻
toŋ
55宗棕综踪鬃纵
44同(同埋，和、与)铜筒
35总
33粽
22动洞
tʰoŋ
55聪囱通
44丛从(跟从)松(松树)桐童瞳同(同学)
33桶统
33痛
noŋ
55㶶(煳、焦)
44农脓浓
1oŋ
55窿(孔、洞)
44笼聋龙隆龙(虹)
13拢陇垅栊(装衣物用的大木箱)
22弄
tsoŋ
55中(当中)忠盅钟终舂
44虫
35种(种类)肿
33中(射中)众种(种树)
22仲诵颂讼
tsʰoŋ
44重(重复)从(从头)
55匆充冲
35冢宠
13重(重量)
soŋ
55葱松(松软)嵩从(从容)
44崇
35怂
33送宋餸(菜)
joŋ
55翁雍
44戎绒融茸容蓉熔庸
35拥
13勇涌
22用
koŋ
55公蚣工功攻弓躬宫供
35拱巩
33贡□(钻)
22共
kʰoŋ
44穷
hoŋ
55空胸凶
44虹红洪鸿熊雄
35孔恐
33汞哄控嗅
oŋ
55壅(埋，培土)
35擁(推)
33饔蕹(蕹菜，菜名)
piŋ
55边(旁边)鞭
35贬
33变
22辨辩辫汴便
pʰiŋ
55编篇偏蝙
35匾
33遍骗片
miŋ
44棉绵眠(睡眠)
13免勉娩缅
22面
ʈiŋ
55颠癫
44田填
35典腆
22电殿奠佃
tiŋ
55煎(煎炒)
44钱前(前日)
35剪
33箭饯煎(煎中药)垫
22贱
tʰiŋ
55千天
44前(前边)
niŋ
44年
35撚
liŋ
44连怜莲
22练炼楝
tsiŋ
55毡笺□(□衫，脱衣)
35展碾
33战颤荐
tsʰiŋ
55迁
44缠
35溅
13践
siŋ
55仙鲜(新鲜)先
35浅鲜(鲜少)癣
33线扇
22善羡膳单(姓)
jiŋ
55烟(抽烟)
44然燃言研
33燕燕宴
22谚砚
kiŋ
55肩坚
33建
kʰiŋ
44虔乾(乾坤)
35㨴(揭)
33□(一□，一趟)
22件键健腱
hiŋ
55轩掀牵
44涎焉延筵贤弦
35谴显
13演
33宪献
22现
ʈɐp
22踏沓□(摔;遭雨淋)
tɐp
55耷(垂下)□(□立□，零食)□(茶□，药锅)□(背□，背心儿)
33答搭
22杂集习袭
tʰɐp
33塔榻塌□(锁)
nɐp
55粒
22纳衲
lɐp
55笠□(夹□底，腋窝)
33□(浏览，搜罗)
22腊蜡立擸(擸□，垃圾)
tsɐp
55计执
22闸铡
tsʰɐp
55辑
sɐp
55湿
33□(见lɐp22处)
22十拾
jɐp
55泣揖
22入□(□手，招手)
kɐp
55急
33夹裌甲胛
22𥄫(盯)
kʰɐp
55级给吸22及
ŋɐp
55嗑(乱说)
22啽(啽头，点头)
hɐp
55洽恰瞌(瞌眼瞓，打瞌睡)
22狭峡
ɐp
55□(湿东西贴在身上)
33鸭
nɛp
55凹
tsɛp
22煠(熬、煮)
tsʰɛp
33插
jɛp
33□(□lɛŋ22，闪电)擪(~衫袖:捲起袖子)
kɛp
33挟
22□(□实，夹住)
kʰɛp
22及
hɛp
33□(□埋眼，闭眼)
kop
33鸽蛤
hop
22合盒匣
tip
33接
22碟牒蝶谍叠秩
tʰip
33妾帖贴
nip
22聂
lip
22猎
tsip
33摺(折叠)
sip
33摄涉
jip
33醃腌
22孽业
kip
55喼(箱子)
33涩
22劫
hip
33歉
22叶页协
pɐt
55笔毕不□(舀、铲)
22弼拔
pʰɐt
55匹
33法发
22乏伐罚佛
mɐt
55乜(乜嘢，什么)
22袜密蜜物勿
tɐt
22突达凸疾侄
tʰet
55七
22□(笨□，骂人的话)
nɐt
55□(怪、过瘾)
33□(灼、烫)
lɐt
22捺
55甩(脱落、掉)
33□(虾□:小螃蟹的一种)
22辣瘌
tsɐt
55质
33扎札
22窒
tsʰɐt
33刷獭察擦
sɐt
55膝漆虱失室瑟
33杀萨撒
22实
jɐt
55一
22日逸
kɐt
55吉
22趌(翘)
kʰɐt
55咳
ŋɐt
33□(臊)
hɐt
55讫乞
22核(审核)瞎辖
kʷɐt
55骨橘
22掘
wɐt
55窟屈忽
22核(果子核)
ɐt
55□(塞)
33压胺(尿臊味)
tœt
55卒蟀
lœt
33栗律率(速率)
sœt
55摔率(率领)戌恤
22术述
ŋœt
55□(见ŋi55处)
hœt
22悦阅越曰粤
put
22勃
mut
22没
fut
33阔
22活
kut
55□(奶)
kʰut
33括
myt
22末沫
ʈyt
22夺
tyt
55□(□长个嘴，翘起嘴)
33嘬
22绝
tʰyt
33撮脱□(量词，套、辈)
lyt
55□(滑□□，滑溜溜)
33劣
22捋
tsyt
33拙
tsʰyt
55出
syt
33说雪
jyt
33乙
22月越(越南)
kʰyt
33决诀缺厥□(用条状物打)
hyt
33血
22穴
pak
55北
33伯百
22白帛
pʰak
33帕拍魄
mak
