#a																																																	
m	[1]馍{～～}□{牛～：泛指牛}[2]毛髦旄无{南～}[3]么{幺～}母姆母{鸡～：母鸡，原文作“牳”}[5]么{什～}□{敲，原文作“𢯾”}[6]冒帽瑁眊耄磨{～粉}																																																
t	[1]刀多哆[2]陶掏淘萄啕涛焘佗{华～}陀驼鸵驮逃[3]岛捣倒{打～}祷[5]到倒{～水}悼道{十二～金牌}[6]道{～理}导盗稻蹈惰																																																
tʰ	[1]叨滔韬絛饕[2]桃[3]讨[5]拓{～印}套																																																
n	[2]挪[3]恼垴脑娜[6]懦糯																																																
l	[1]啰□{原文作“⿰谷劳”}[2]罗逻-萝椤锣箩=劳痨牢□{汆，～芥菜}[3]老栳䇭潦{～倒}[6]捞涝𤶁{㾸～}逻=□{～□：过秤，原文注释不清}																																																
k	[1]高篙膏羔糕皋睾哥歌□{沾，尿～裤}[2]㾸{～𤶁}□{鱼～}[3]槁稿搞镐{洋～}[5]告诰郜																																																
kʰ	[1]苛柯轲[2]□{熬}□{刁难}[3]可坷{坎～}考拷烤[5]可{～汗}靠铐鲄犒																																																
ŋ	[2]俄哦峨莪{～术}娥蛾鹅=敖廒遨嶅嗷熬鳌翱讹[3]我=[6]傲鏊饿																																																
x	[1]蒿{艾～}[2]何毫豪嚎荷{薄～}壕濠号{呼～}[3]好{～坏}[5]好{爱～}耗荷{～枪实弹}[6]贺号{～码}浩皓灏颢镐{～京：地名}昊																																																
ts	[2]曹嘈漕遭槽=螬{蛴～}[3]左枣澡藻[5]佐造燥=噪=躁=[6]坐=座唑挫皂																																																
tsʰ	[1]搓鹾蹉操{～心}[3]草=□{□，原文注释不清}[5]错措{举～}操{曹～：人名}糙燥-噪-躁-																																																
s	[1]唆梭搔骚娑臊[2]槽-{水～}[3]唢琐锁嫂[5]瘙□{雨～：雨下停了}燥{～水：吸水}[6]□{马蜞～骹}																																																
∅	[1]阿{～谀}[2]河[3]袄媪[5]奥澳墺懊岙[6]□{喊牛止步}																																																
#œ																																																	
t	[6]苎																																																
tʰ	[5]□{擦}																																																
n	[5]□{踌躇满志}																																																
l	[1]□{呼狗}[2]驴[5]鑢[8]□{～涂：□上，原文注释不清}																																																
k	[5]□{宰杀}																																																
kʰ	[2]□{～侬：痴人}																																																
x	[2]呵{～气}[6]贺{～来-食-}																																																
ts	[1]□{野～：很糊涂}[6]助																																																
tsʰ	[1]妻凄萋栖初[2]□{倒水}[3]楚础[5]□{萝～：丝瓜，原文作“𰱗”}[6]□{杆～，原文作“⿰扌苴”}																																																
s	[1]疏{～密}梳蔬[3]玺黍-[5]疏{□～，原文注释不清}□{犁～，原文作“锍”}																																																
∅	[1]屙[2]阿{答应}																																																
#ɛ																																																	
p	[1]□{女阴}[2]排{～队}簰{放～，原文作“棑”}牌[3]□{头～：头歪，原文作“䫌”}□{事做～去：事情做坏了}																																																
pʰ	[1]劈[3]□{柴～}䫌{面～：脸}[5]稗																																																
m	[2]□{涂～浆}[3]买[6]卖藚{苦～}𣍐{不会；不能}																																																
t	[1]低胝[2]题蹄[3]底-抵-[5]帝缔谛𧍝[6]弟=第悌逮递隶□{遮，～风～雨}																																																
tʰ	[2]啼[3]体[5]替屉嚏-涕啻																																																
n	[2]尼泥{～土}怩{扭～}[3]奶{阿～：母亲}[6]腻{油～}泥{拘～}滞																																																
l	[2]犁黎藜厘丽{高～}蠡{以～测海}[3]礼蠡{范～：人名}澧鳢醴[5]□{捞}[6]丽{美～}俪戾唳捩厉励疠砺蛎																																																
k	[1]街□{大肚～，原文作“⿰鱼街”}[2]其{的}[3]解{～决}[5]解{～犯}疥																																																
kʰ	[1]溪[3]□{～瓜子：嗑瓜子，原文作“嗑”}[5]快-																																																
ŋ	[2]倪猊鲵霓麑[3]睨{横～直目}[6]睨{睥～}																																																
x	[3]□{怒貌}[5]□{～去：抓去}[6]蟹																																																
ts	[1]斋赍{～志而没}跻荠{荸～}[2]齐蛴{～螬}脐{肚脐}[3]□{～奶：小孩没有奶吃}[5]济剂挤霁䶓{～布：苎麻布，原文作“纃”}荠{～菜}[6]□{衣裳～：衣料}□{作～：受罪}□{～侬：责备人}																																																
tsʰ	[2]□{～帚：扫把}																																																
s	[1]西恓{孤～}犀[2]□{～侬：责备人}[3]洗铣{～床}徙屣[5]细婿=[6]□{多，原文作“穧”}																																																
∅	[1]挨[2]鞋[3]矮[5]□{看}[6]解{会}																																																
#i																																																	
p	[1]卑碑裨{～益}萆[2]啤脾裨{～将}鼙枇琵毗貔蚍[3]匕比妣牝彼[5]敝币弊蔽毙庇陛毖痹滗费{姓}贲{～临}泌秘辔[6]婢俾蓖篦备惫																																																
pʰ	[1]非悲菲{芳～}扉蜚{飞}霏斐{姓}[2]皮=疲肥=淝罴鲏□{～酷}□{牛会-～侬}[3]菲{～仪}匪榧翡蜚{～蠊}篚斐{文采}庀圮痞鄙疕{饭～：锅巴}[5]屁譬鼻濞																																																
m	[1]□{抓，敷}[2]弥祢{姓}猕迷谜醚糜靡{～烂}縻麋唯惟维帷潍微薇眉湄楣嵋遗[3]米敉美镁靡{萎～}[5]咪{猫～}眯媚[6]未=味谜迷																																																
t	[1]知氐{～族}[2]堤迟墀治{～国}驰蜘踟[3]抵牴底=诋邸徵{五音之一，原文作“征”}[5]知{～识}智致置蒂疐戴{戴}嚏=[6]地治{政～}峙{耸立}雉稚彘痔																																																
tʰ	[1]黐[2]持提苔{海～}[3]耻																																																
n	[1]□{粘，原文作“𪏸”}[2]呢{～大衣}[3]旎[5]饵呢{～乇：什么}[6]二贰腻{细～}																																																
l	[2]梨来-狸[3]里娌理鲤裏李哩浬俚[5]利{～益}猁[6]利{～刀}俐莉痢蜊吏																																																
k	[1]幾{～乎}叽讥玑机饥矶畿奇{～数}剞笄乩基期{～年}箕萁支-枝-[2]奇{～怪}崎祇{神～}祁亓{姓}岐歧跂{～趾}芪耆鳍鬐祈蕲俟{万～：复姓}其淇棋祺麒旗期{～间}[3]幾{～个}几{茶～}己杞纪{姓}虮{虱}麂掎{～角}[5]记既暨纪{～载}计{伙～}[6]伎技妓忌冀骥																																																
kʰ	[1]欺欹[2]骑蟣{蚂～：水蛭}□{头生～：头部长疖}[3]岂起齿-屺桤[5]气汽憩弃器企跂{～望}亟{屡次}[6]柿																																																
ŋ	[2]宜仪疑嶷[3]耳={语助词}拟洱{～水：地名}[5]□{小哭不止}耳-{～䇭：耳朵}																																																
x	[1]希晞欷稀豨羲牺曦熙醯僖嘻嬉熹禧飞=妃姬[3]喜蟢{～仔}[5]嘻{～～：笑声，原文作“咥”}																																																
ts	[1]姕{女阴}[3]只{～有}姊止黹旨籽沚址趾指枳咫祉[5]至志痣蛭誌{通誌，原文作“识”}忮{不～不求}轾桎[6]字																																																
tsʰ	[1]痴蚩嗤鳃-[3]豕齿=矢屎=[5]试-饲-[6]市																																																
s	[1]诗丝尸鸶俬{家～}[2]时鲥糍{俗作𬖞}鹚{鸬～}[3]死-始[5]试=弑=四-[6]示视氏侍恃峙{繁～：县名}谥是[9]禃{一}蜀{一}																																																
∅	[1]衣依铱伊医祎猗{绿竹～～}[2]夷姨胰痍怡贻诒饴颐彝圯而輀{～车}沂[3]以矣已苡扆倚椅旖尔迩迤{～□，原文注释不清}[5]意亿忆薏臆癔瘗翳懿[6]异易{容～}																																																
#u																																																	
p	[2]菩匍{～伏}葡匏{原文作“瓠”}□{～蝇：苍蝇，原文作“胡”}炮{煨}[5]富-[6]妇-腐-伏{孵}																																																
pʰ	[2]浮烰{油炸}[3]醭{发～}殕{发～}[5]□{～厝栋：盖屋瓦}																																																
m	[3]母=姆=姥{太～山}[5]□{击；敲}																																																
t	[1]都[2]徒途涂图荼{如火如～}[3]楮{～柴：楮树}睹赌肚[5]妒[6]度{长～}肚{猪～}渡镀蠹																																																
tʰ	[2]涂{泥土}[3]土□{～乞汝：交给你}□{伸出}□{凸出}[5]吐兔菟{～丝子：中药名}																																																
n	[1]□{嘴唇合拢后伸出}[2]奴驽农[3]努怒{讨厌}[5]怒{发～}弩胬																																																
l	[2]栌芦庐炉鸬颅胪鲈轳泸卢纑□{树木压条繁殖}[3]鲁撸橹卤滷[5]露[6]路潞璐鹭赂滷																																																
k	[1]姑沽鸪辜蛄菇孤觚呱{～～：婴孩哭声}枯骷[2]跍{蹲}糊-[3]古估诂牯𦍩罟鼓臌瞽蛊䀇股贾{商～}[5]故固锢痼雇顾灸-[6]旧-舅-□{我毛～汝：我不依靠你}																																																
kʰ	[1]箍呼{～鸡}坵丘[3]苦[5]库裤[6]臼-																																																
ŋ	[2]吾梧吴牛-鼯[3]午伍{队～}仵忤[6]五伍{数词}																																																
x	[1]呼{称～}夫肤趺麸=俘孵莩{葭～}桴孚蜉敷[2]胡葫湖糊=瑚餬猢蝴鬍瓠符狐壶乎{呜～}芙扶弧巫诬夫{文言文发语词}和{相符合}[3]虎浒{水～}甫辅府俯腑簠父{渔～}斧=釜琥脯=[5]戽付咐讣赴副富=赋傅[6]户护扈滬互岵祜怙附驸鲋父{～亲}妇=负腐=缚=																																																
ts	[1]租兹{～有}滋=咨姿资粢孜淄缁疵[2]兹{龟～：古国名}慈瓷鹚=徂糍=[3]子仔{～细}阻诅祖组俎梓[5]喌{呼鸡声}[6]自恣眦																																																
tsʰ	[1]粗[3]此[5]措醋次刺莿																																																
s	[1]思私斯蟖嘶苏酥稣师狮司{～令}[2]词祠辞饲=嗣-[3]死=史使驶[5]四=泗驷塑溯素愫诉数{～量}赐肆{放～}[6]巳祀似姒俟{～候}伺食{吃}饲=嗣=士仕事=																																																
∅	[1]乌污圬鸣恶{疑问词}於{～菟：老虎}[2]无=[3]武鹉抚芜舞庑杌{～杖}侮妩[5]恶{可～}坞□{躲藏}□{居住}[6]务雾兀婺鹜有-																																																
#y																																																	
t	[1]猪诛蛛[2]除滁躇[3]伫贮杼[5]著[6]箸																																																
tʰ	[2]锄[3]杵褚楮{彀树，构树}																																																
n	[3]女汝{你}尔																																																
l	[2]闾榈[3]吕侣旅屡缕褛履[5]鑢=[6]虑滤																																																
k	[1]居据{拮～}琚裾拘驹痀车=[2]渠劬瞿衢癯蘧[3]举巨讵炬矩距龋踽[5]据{收～}倨锯句{～读}遽窭屦[6]具俱惧飓																																																
kʰ	[1]区岖驱枢躯祛[2]□{～工：耽误时间}[5]去{来～}																																																
ŋ	[2]鱼渔禺隅愚娱蜈虞[3]语{～言}圄龋圉[6]遇寓御驭																																																
x	[1]虚嘘墟歔□{水肿病，原文作“𤺞”}[3]许浒{～浦：地名}栩诩[5]煦酗																																																
ts	[1]书诸楮沮{1.水名；2.姓}[2]株姝洙铢殊[3]煮渚咀沮{～丧}龃[5]沮{～洳}□{骄傲自满}[6]住注{～意}柱=驻疰蛀聚																																																
tsʰ	[1]疽蛆{蝇～}趄{趔～}雎{～鸠}摴趋{～势}刍蒭雏舒{～床：铺床}[2]□{除去}[3]取鼠处{～分}[5]处{办事～}趣{兴～}娶□{～火：灭火}觑{1.近～：近视；2.看～：觊觎}徂{～击}																																																
s	[1]湏需抒纾舒{～服}胥输荼{神～}[2]徐蜍薯[3]署黍绪谞[5]恕絮戍庶墅穗[6]序叙屿署曙澍树竖□{蚂蚁～□，原文注释不清}																																																
∅	[1]于迂纡盂竽淤瘀[2]予{我}余馀俞渝愉嵛榆瑜觎薷儒孺濡颥蠕如茹欤舆舁臾谀萸[3]与雨{晴～}羽宇禹瑀予{给～}伛乳庾窳[5]雨{～金}妪[6]芋喻谕愈踰预誉裕鋊																																																
#ai																																																	
p	[3]摆捭跛-{～骹}[5]拜[6]败																																																
pʰ	[2]□{走路时左右摇摆处}[3]□{～仔：二流子}[5]派湃																																																
m	[2]埋□{□～，原文注释不清}[5]□{～仔：不好的人}□{坏}[6]迈劢□{寿～：寿宴特制的包子}																																																
t	[1]獃[2]台{戏～}怠骀薹{芸～：油菜}埋-𧉟{大米久存所生的粉状小白虫}[3]歹=□{甩}[5]带戴碓[6]代岱贷玳袋=黛大=待迨怠殆事																																																
tʰ	[1]胎苔{舌～}筛-𥭘{筛}台{～风}梯[2]治{杀，原文作“刣”}[5]太汰态泰																																																
n	[2]□{～来～去：走路笨重状}[3]乃[6]耐鼐奈柰																																																
l	[1]□{～□：不整洁，原文注释不清}[2]来=莱𧳟雷-[3]䉪{盛物竹器}[5]□{1.擦；2.磨}[6]赖濑=癞籁懒=																																																
k	[1]该垓赅皆阶偕喈痎阂□{鸡鸭鸟类胃，原文作“胲”}改[5]盖溉概丐介芥界蚧尬戒诫																																																
kʰ	[1]开揩[3]楷错凯铠恺[5]忾慨																																																
ŋ	[2]呆皑崖涯睚[5]艾[6]碍																																																
x	[1]唉[2]咍孩骸颏谐□{陶器，原文作“硋”}[3]海醴[5]□{窗门}[6]害亥骇薤解{姓}懈邂薢廨瀣																																																
ts	[1]灾栽哉[2]才财材豺裁脐-侪[3]宰载{千～}指-趾[5]载{记～}再债[6]在寨																																																
tsʰ	[1]差{出～}钗猜=[3]采寀睬踩彩[5]菜蔡																																																
s	[1]腮鳃=狮-师-[2]□{～一拳：打一拳}[3]使-驶-屎-[5]塞{边～}使{出～}婿{年～：女婿}[6]祀{崇拜，奉祀}																																																
∅	[1]哀挨埃[3]隘蔼霭毐{嫪～：古人名}欵{～乃：摇橹声}矮=蟹{～仔：小蟹}[5]爱媛																																																
#oi																																																	
m	[5]□{不要，原文缺失声调，根据“毋爱”合音推测补充}																																																
t	[1]堆[2]颓[3]短-[5]对□{量词，块}[6]兑袋-代-																																																
tʰ	[1]推[3]腿癞{麻疯病}[5]退蜕□{洞，犬～}																																																
n	[2]□{男阴，原文作“朘”}[6]内																																																
l	[1]□{打节，原文作“𩔥”}[2]雷=擂{～碗}羸螺脶摞[3]磊耒诔蕾㿔{皮肤生的小疙瘩}[6]擂{～鼓}銇{～钻：钻子}																																																
k	[5]个																																																
kʰ	[1]盔奎魁蝰櫆□{谜语}																																																
x	[3]□{呼人}																																																
ts	[1]□{家畜病死}[5]最蕞晬{周岁}[6]罪																																																
tsʰ	[1]崔催摧猜-[3]髓揣□{～紧：捆紧}[5]碎莝{～柴：砍柴，原文作“㔍”}																																																
s	[1]衰𤸬榱蓑-缞-[5]帅[6]坐-																																																
∅	[1]□{答应声}[5]爱{要}																																																
#au																																																	
p	[1]包苞[2]胞匏庖[3]饱=[5]豹趵鲍龅{～牙}[6]雹刨{薰～：刨旱烟丝的刨刀}																																																
pʰ	[1]抛枹{柚子，原文作“𣏫”}[2]跑[5]泡{～茶}炮[6]疱																																																
m	[1]□{～～：估计}[2]矛茅蟊猫=锚[3]卯昂铆[6]貌□{敲打}																																																
t	[1]兜蔸篼[2]投骰[3]斗-抖-蚪-[5]罩昼{1.中午；2.午餐}斗{～窗}[6]豆-脰{～管uŋ51：颈项}逗-痘																																																
tʰ	[1]偷-[2]头-[3]㪗{解开}[5]透毒{～鱼}																																																
n	[1]□{大吃状}[2]饶硇{～砂：中药名}挠蛲[3]绕挠脑-[6]闹臑{～俞：针灸穴位}淖{烂泥}																																																
l	[1]捞[2]刘浏流-留-楼-[5]嫪{～毐：古人名}□{肿胀}□{□□，原文注释不清}□{泻肚子}□{～一槌：打一拳}[6]漏-老-																																																
k	[1]交郊茭{～白}蛟铰勾-沟-[2]猴-骰-[3]九-垢-[5]教{～育}校{～对}较硣{酒～：量酒容器}遘{到}[6]厚-																																																
kʰ	[1]箍阄芤{～脉：中医脉象名}抠[2]□{～皮：刮皮}[3]口-{门～}[5]哭{哭}																																																
ŋ	[2]爻肴淆崤□{～头：歪头}[6]藕乐{仁者～山}																																																
x	[1]薅嚆{～矢}哮{～喘}[3]吼-[5]孝酵鲎𮶾{～仔}[6]效校{学～}傚後{～生}																																																
ts	[1]糟蹧㷮{柴～：火后余木}[2]巢缫剿{～匪}[3]找走-爪早=蚤[5]灶																																																
tsʰ	[1]抄钞操{～练}[3]吵草-[5]臭-																																																
s	[1]梢捎艄筲[3]稍[5]哨扫嗽□{菜肴上面附加的一些美味食物}																																																
∅	[1]凹鏖[2]号{哭，原文作“嗷”}[5]拗[6]後-{～门}																																																
#ɛu																																																	
pʰ	[2]浮=苤{～苢：车前草}[3]否剖缶[5]阜																																																
m	[2]牟侔眸谋缪{未雨绸～}[3]亩[6]茂贸袤瞀懋																																																
t	[1]凋碉雕[2]条调-{～味}愁-迢龆髫蜩[3]斗={～升}抖蚪陡[5]鬥{～争}吊-[6]读{～句}豆=逗=窦篼=																																																
tʰ	[1]偷=馊=[2]头=[5]跳{～板}																																																
n	[1]□{作～：撤娇}□{作～：态度傲慢}[2]□{条状物受压后变形}揉-[3]嬝袅[5]□{横染受压力下垂}																																																
l	[2]娄搂楼喽蝼蒌[3]篓了{完结}[6]瘘镂漏陋料廖蓼																																																
k	[1]勾=沟=钩=句{高～丽}胶=艽{秦艽，中药名}篝[3]狗苟枸{～杞：中药名}[5]够=垢=诟购构媾觏彀																																																
kʰ	[3]口=[5]叩扣寇蔻{豆～：中药名}																																																
ŋ	[3]偶耦																																																
x	[1]齁{～呼}[2]侯{诸～}喉=猴=□{母畜发情}[3]吼=[6]后=厚=候侯{闽～}																																																
ts	[1]邹[3]走鸟-[5]奏皱骤绉																																																
tsʰ	[2]愁=[5]凑腠辏																																																
s	[1]馊搜[2]稠{经常}□{均匀}[3]叟瘦[5]瘦擞																																																
∅	[1]欧殴瓯鸥区{姓}讴沤{浮～}枵{腹饥}[3]呕沤{～麻}[5]□{～侬：叫人，原文作“𫪘”}																																																
#ia																																																	
pʰ	[2]陂{山～：山坡}□{～市：销路不畅}																																																
t	[1]爹[6]蛎																																																
tʰ	[5]□{跟随}																																																
n	[3]惹																																																
k	[1]迦伽[2]袈枷耞痂岐歧□{披}[5]寄[6]□{劣质}																																																
kʰ	[2]骑{～缝}[5]𢆓{～石：地名}[6]徛{站}																																																
ŋ	[2]鹅-[5]艾-[6]外-蚁-																																																
x	[2]□{油腻，厌烦}																																																
ts	[1]遮[3]者纸姐{小～；姑母，原文作“毑”}[5]柘蔗炙漈[6]藉{～势}																																																
tsʰ	[1]奢嗟{～乎}车-[2]斜-[3]且																																																
s	[1]赊[2]斜=蛇邪佘畲[3]写捨{～施}[5]泻舍{宿～}赦卸□{连接}[6]社榭谢射麝																																																
∅	[1]耶{～稣}[2]耶{悬～非～}揶爷[3]野冶也{之乎者～}[6]夜也{～是}																																																
#ie																																																	
p	[1]□{～禃街：补葺一排房子}□{～禃般：参加一般}[5]臂闭憋□{跑，原文作“𨂅”}[6]避鐾																																																
pʰ	[1]批披砒丕帔																																																
m	[1]□{抹}																																																
t	[2]池篪[3]裏{里面}[5]弟-俤																																																
tʰ	[1]笞{打}□{削；劈}[2]啼[5]剃																																																
l	[2]离漓蓠篱缡䄜螭魑璃罹[6]例滤																																																
k	[1]鸡圭闺规羁[5]季桂继檵蓟悸瘈计=[6]□{～兴～败：容易兴旺容易失败}																																																
kʰ	[1]稽嵇窥[3]启[5]契																																																
ŋ	[2]宜-{便～}[6]义议蚁-艺呓刈诣谊毅羿																																																
x	[2]奚蹊兮携[5]肺戏费{消～}废[6]系裔惠蕙彗慧楔吠=盻=																																																
ts	[1]之芝支=枝=肢氏{月～：古民族名}卮栀祇{□，原文注释不清}[3]紫訾芘{～草：即紫草}[5]祭际帜制																																																
tsʰ	[3]弛侈褫[5]炽砌翅刺{原文作“莿”}掣																																																
s	[1]些施蓍[2]匙[5]世逝势絏{缧～}[6]豉筮噬誓嗜																																																
∅	[2]移迤{逶～}蛇{委～}[3]椅-[5]曳泄{～漏}																																																
#iau																																																	
p	[1]标飙彪镳镖□{～柴架}膘[3]表婊																																																
pʰ	[1]漂{～泊}飘缥{～缈}螵{海～蛸}剽朴{姓}[2]嫖{～娼}薸[3]漂{～白}瞟莩殍[5]票骠{～勇}																																																
m	[2]苗描锚-瞄[3]淼渺缈秒杪窈藐杳[6]妙庙缪{姓}																																																
t	[1]刁貂朝{～夕}[2]朝{～廷}潮嘲调{～戏}[3]屌[5]吊{～孝}钓掉[6]召赵肇调{声～}兆掉{～头}旐																																																
tʰ	[1]挑{～担}祧{兼～}佻{～巧}[3]窕挑{～拨：指点}[5]跳{～河}粜眺																																																
n	[3]鸟袅嬝嬲嫋[5]□{～面：皱脸}[6]尿																																																
l	[2]辽僚嘹撩疗燎缭聊寥瞭[3]了=瞭[6]尥□{搅}																																																
k	[1]娇骄浇[2]乔荞侨桥翘{～秧：俗叫犬拉尿}徼{抄袭；窃取}□{～□，原文注释不清}[3]缴皦狡姣绞饺皎矫□{事情}[5]叫徼{游～}[6]轿鹞-{老-～}藠																																																
kʰ	[1]敲跷教{不～胡马度阴山}橇硗[2]□{～骹：两脚不一棒长的}[3]巧[5]窍撬																																																
ŋ	[2]尧饶峣																																																
x	[1]枭枵嚣[3]晓																																																
ts	[1]椒蕉礁鹪焦钊招昭[2]樵瞧谯憔[6]少-{多～}沼[5]照诏醮噍																																																
tsʰ	[1]超{～级}繰锹[3]悄[5]笑俏峭																																																
s	[1]萧箫潇消销蛸宵硝魈绡烧[2]韶[3]小少={多～}[5]少{～年}肖诮鞘[6]绍邵劭召{姓}																																																
∅	[1]腰夭要{～求}妖幺吆邀[2]摇遥谣瑶窑姚铙{姓}陶{皋～：古人名}徭晁飖[3]舀扰[5]要[6]曜耀鹞=																																																
#iu																																																	
t	[1]丢[2]稠橱-[3]肘□{贴近}[5]昼{～夜}宙胄籀[6]纣粙{稻子，原文作“䅢”}																																																
tʰ	[1]抽䌷{～墿}瘳[2]惆绸稠俦畴筹踌[3]丑[5]□{调换}[6]柱-																																																
n	[1]□{细小，原文作“⿱至小”}妞[3]扭扭纽狃[5]□{两指捏抓}																																																
l	[1]□{乌～～：形容极黑}[2]留榴瘤馏骝流=琉硫旒遛[3]柳绺[5]溜=[6]□{三～唇}																																																
k	[1]鸠□{凝结}[2]求毯逑裘赇虬球仇{姓}求[3]久九=韭纠赳玖=[5]救灸究疚咎廐柩[6]旧舅臼桕																																																
kʰ	[1]丘邱坵=蚯𤵢{～□，一种水肿病，原文注释不清}[2]□{～□：□□，原文注释不清}[3]□{～紧：拉紧}[5]□{～饭：饭硬}																																																
ŋ	[2]牛=																																																
x	[1]休庥貅[3]朽[5]嗅																																																
ts	[1]周啁赒州洲舟珠{目mu44～：眼睛}[2]□{多言}啾[3]酒帚[5]咒蛀-[6]就僦鹫																																																
tsʰ	[1]秋湫楸鳅鞦鬚{喙～：胡须，原文作“湏”}㾭{瘘管}[2]仇{～人}售酬[3]手[5]臭=树{原文作“𣗬”}糗醜[6]□{～捷：便捷}□{～细一些：缩小一些}																																																
s	[1]收修羞馐[2]囚泅[3]守首[5]秀绣锈宿{三十八～}狩兽绶啸[6]寿受袖岫授																																																
∅	[1]优忧攸悠呦幽麀□{饭～禃下}[2]由油尤游犹疣鱿邮蚰莸猷繇酋𬨎柔蹂鞣蝤揉=[3]有友酉卣莠诱牖槱[5]幼蚴[6]又右宥柚侑佑祐釉鼬囿																																																
#ua																																																	
p	[5]簸跛																																																
pʰ	[5]破-																																																
m	[2]麻痳磨{琢～}魔																																																
t	[6]大-舵{原文作“𦨮”}																																																
tʰ	[1]拖																																																
l	[2]箩-[5]濑{长～：地名}																																																
k	[1]瓜呱{～～叫}栝过{热天莫～凉树下，寒天莫～火炉前}[3]寡剐[5]卦挂褂{原文作“袿”}诖																																																
kʰ	[1]夸垮																																																
ŋ	[3]我-																																																
x	[1]花[2]华桦铧骅[5]化华{姓}																																																
ts	[1]抓																																																
tsʰ	[5]□{屎-～禃裤：大便拉到裤子上}																																																
s	[1]沙砂鲨[3]耍																																																
∅	[1]哇娃蛙[6]瓦话画{图～}																																																
#uo																																																	
p	[1]晡逋夫-{丈～侬：男人，丈夫}[2]莆蒲蒱{摴～}[3]补斧-{～头}哺[5]播布{～告}怖[6]步部埠簿捕																																																
pʰ	[1]铺□{水～出：水溢出}麸-{麦～}[2]扶{～起；～𡳞脬：拍马屁}[3]普浦溥圃埔{黄～}谱脯																																																
m	[1]摸[2]模摹嫫谟馍膜{～拜}[3]某牡[5]墓[6]暮慕雾-募戊																																																
t	[2]屠厨橱蹰[3]朵垛躲跺[6]墿{路}□{路}																																																
tʰ	[3]妥椭[5]唾																																																
l	[3]裸裹虏掳瘰																																																
k	[1]戈埚锅涡{～河：水名}过[3]果馃蜾[5]句-																																																
kʰ	[1]科窠靴蝌[2]□{～骹：瘸子}[3]颗棵																																																
ŋ	[6]悮误悟																																																
x	[2]禾和{～平}乎{不亦乐～}[6]和{～诗}祸雨																																																
ts	[1]朱珠茱滋{～味}[3]主拄麈[6]祚阼酢{酬～}柞																																																
s	[1]输-																																																
∅	[1]倭踒窝{安乐～}蜗娲涡{旋～}莴[3]窝{～工：误工}[6]芋-																																																
#uɛ																																																	
p	[1]杯桮{～棬}飞-[2]培陪赔醅裴[5]贝坝{水～，原文作“浿”}背{～后}褙辈[6]佩倍焙狈悖{～谬}																																																
pʰ	[1]胚坯[2]皮-[5]配沛杮{柴～：刨花}旆霈[6]被-																																																
m	[2]枚玫媒煤梅莓=霉糜-{～粥}[3]尾娓每[5]妹[6]昧寐魅未-																																																
n	[2]捼{～茶：揉茶}																																																
k	[3]裹{～粽：包粽，原文作“撅”}馃-[5]鳜刽桧{～树}会{～计}绘髻																																																
kʰ	[3]跪-																																																
x	[1]灰隳恢诙[2]回茴洄蛔[3]火伙[5]悔诲晦贿卉岁-[6]会荟烩汇喙=																																																
ts	[5]□{这里}																																																
tsʰ	[1]吹炊[5]脆□{寻找，原文作“𢶀”}																																																
s	[5]帨{佩巾}税说{游～}赛岁=																																																
