繁體	简体	吳拼	備注
筑	筑	tsoʔ⁵	
祝	祝	tsoʔ⁵	
粥	粥	tsoʔ⁵	
燭	烛	tsoʔ⁵	
囑	嘱	tsoʔ⁵	
折	折	tsoʔ⁵	折斷
斫	斫	tsoʔ⁵	砍：斫柴
瘃	瘃	tsoʔ⁵	凍瘃
𡎺	𡎺	tsoʔ⁵	修屋：𡎺漏（修補屋頂漏處）
出	出	tsʰoʔ⁵	
戳	戳	tsʰoʔ⁵	戳穿
畜	畜	tsʰoʔ⁵	畜牲
促	促	tsʰoʔ⁵	
觸	触	tsʰoʔ⁵	
蹙	蹙	tsʰoʔ⁵	皺：蹙眉頭
𩻀	𩻀	tsʰoʔ⁵	海邊軟殼動物
猝	猝	tsʰoʔ⁵	倉猝
簇	簇	tsʰoʔ⁵	
蹴	蹴	tsʰoʔ⁵	
蛐	蛐	tsʰoʔ⁵	蛐蜒：蚯蚓
設	设	soʔ⁵	
索	索	soʔ⁵	
速	速	soʔ⁵	
束	束	soʔ⁵	
肅	肃	soʔ⁵	
宿	宿	soʔ⁵	
刷	刷	soʔ⁵	
唰	唰	soʔ⁵	
雪	雪	soʔ⁵	
說	说	soʔ⁵	
戌	戌	soʔ⁵	
朔	朔	soʔ⁵	
縮	缩	soʔ⁵	
叔	叔	soʔ⁵	
粟	粟	soʔ⁵	
欶	欶	soʔ⁵	吮吸：欶螄螺
㬘	㬘	soʔ⁵	燥㬘：乾燥
各	各	koʔ⁵	
閣	阁	koʔ⁵	
胳	胳	koʔ⁵	
郭	郭	koʔ⁵	
角	角	koʔ⁵	
國	国	koʔ⁵	
谷	谷	koʔ⁵	
個	个	koʔ⁵	該個
戈	戈	koʔ⁵	
廓	廓	kʰoʔ⁵	
擴	扩	kʰoʔ⁵	
確	确	kʰoʔ⁵	的確
哭	哭	kʰoʔ⁵	
酷	酷	kʰoʔ⁵	
殼	壳	kʰoʔ⁵	
𤿩	𤿩	kʰoʔ⁵	𤿩起：外幹內溼產生的凸起現象
窟	窟	kʰoʔ⁵	
郝	郝	hoʔ⁵	
霍	霍	hoʔ⁵	
藿	藿	hoʔ⁵	
歊	歊	hoʔ⁵	讓氣進出：歊氣
嗀	嗀	hoʔ⁵	嗀痰：用力把痰吐出
豁	豁	hoʔ⁵	
惡	恶	oʔ⁵	惡毒
握	握	oʔ⁵	
屋	屋	oʔ⁵	
沃	沃	oʔ⁵	
齷	龌	oʔ⁵	齷齪：骯髒
薄	薄	boʔ¹²	
箔	箔	boʔ¹²	錫箔
縛	缚	boʔ¹²	
瀑	瀑	boʔ¹²	
僕	仆	boʔ¹²	
匐	匐	boʔ¹²	趴着
婆	婆	boʔ¹²	秋阿婆：秋天的熱天
莫	莫	moʔ¹²	
膜	膜	moʔ¹²	
寞	寞	moʔ¹²	
墨	墨	moʔ¹²	
木	木	moʔ¹²	
目	目	moʔ¹²	
穆	穆	moʔ¹²	
牧	牧	moʔ¹²	
摸	摸	moʔ¹²	
麼	么	moʔ¹²	咋麼格：怎麼樣
服	服	voʔ¹²	
伏	伏	voʔ¹²	
栿	栿	voʔ¹²	地栿：門檐
復	复	voʔ¹²	復興
鐸	铎	doʔ¹²	
踱	踱	doʔ¹²	
獨	独	doʔ¹²	
讀	读	doʔ¹²	
牘	牍	doʔ¹²	
凙	𪞝	doʔ¹²	檐口之冰
諾	诺	noʔ¹²	
落	落	loʔ¹²	
烙	烙	loʔ¹²	
駱	骆	loʔ¹²	
酪	酪	loʔ¹²	
洛	洛	loʔ¹²	
樂	乐	loʔ¹²	
鹿	鹿	loʔ¹²	
祿	禄	loʔ¹²	
六	六	loʔ¹²	
陸	陆	loʔ¹²	
綠	绿	loʔ¹²	
錄	录	loʔ¹²	
碌	碌	loʔ¹²	勞碌
賂	赂	loʔ¹²	
漉	漉	loʔ¹²	
族	族	dzoʔ¹²	
着	着	dzoʔ¹²	
濁	浊	dzoʔ¹²	
蜀	蜀	dzoʔ¹²	
贖	赎	dzoʔ¹²	
俗	俗	dzoʔ¹²	
續	续	dzoʔ¹²	
浞	浞	dzoʔ¹²	用水拌泥：浞泥漿
擉	擉	dzoʔ¹²	用力擊
㪬	㪬	dzoʔ¹²	搗或戳：㪬㪬碎（搗碎）
屬	属	dzoʔ¹²	
㧻	㧻	dzoʔ¹²	直擊
十	十	zoʔ¹²	
拾	拾	zoʔ¹²	
什	什	zoʔ¹²	
入	入	zoʔ¹²	
鑿	凿	zoʔ¹²	
勺	勺	zoʔ¹²	勺子
實	实	zoʔ¹²	
日	日	zoʔ¹²	
術	术	zoʔ¹²	
述	述	zoʔ¹²	
熟	熟	zoʔ¹²	
淑	淑	zoʔ¹²	
辱	辱	zoʔ¹²	
褥	褥	zoʔ¹²	
𧮙	𧮙	zoʔ¹²	𧮙人：罵人
塾	塾	zoʔ¹²	私塾
個	个	ɡoʔ¹²	
鄂	鄂	ŋoʔ¹²	
鶴	鹤	ŋoʔ¹²	
獄	狱	ŋoʔ¹²	
嶽	岳	ŋoʔ¹²	
鑊	镬	ɦoʔ¹²	鑊子：鍋子
學	学	ɦoʔ¹²	
或	或	ɦoʔ¹²	
斛	斛	ɦoʔ¹²	
嚄	嚄	ɦoʔ¹²	語氣詞
鱉	鳖	piəʔ⁵	
憋	憋	piəʔ⁵	
筆	笔	piəʔ⁵	
畢	毕	piəʔ⁵	
必	必	piəʔ⁵	
逼	逼	piəʔ⁵	
碧	碧	piəʔ⁵	
壁	壁	piəʔ⁵	
璧	璧	piəʔ⁵	
癟	瘪	piəʔ⁵	不飽滿：幹癟
潷	滗	piəʔ⁵	去渣取汁：潷藥
𤺓	𤺓	piəʔ⁵	𤺓氣：把氣憋住或有意見不理人
撇	撇	pʰiəʔ⁵	
匹	匹	pʰiəʔ⁵	
僻	僻	pʰiəʔ⁵	
辟	辟	pʰiəʔ⁵	
劈	劈	pʰiəʔ⁵	
闢	闢	pʰiəʔ⁵	
的	的	tiəʔ⁵	目的
滴	滴	tiəʔ⁵	
嫡	嫡	tiəʔ⁵	嫡親
跌	跌	tiəʔ⁵	
鐵	铁	tʰiəʔ⁵	
踢	踢	tʰiəʔ⁵	
剔	剔	tʰiəʔ⁵	
貼	贴	tʰiəʔ⁵	
帖	帖	tʰiəʔ⁵	
接	接	tɕiəʔ⁵	
摺	摺	tɕiəʔ⁵	
褶	褶	tɕiəʔ⁵	
劫	劫	tɕiəʔ⁵	
績	绩	tɕiəʔ⁵	
擊	击	tɕiəʔ⁵	
激	激	tɕiəʔ⁵	
蟄	蛰	tɕiəʔ⁵	驚蟄
執	执	tɕiəʔ⁵	
汁	汁	tɕiəʔ⁵	
急	急	tɕiəʔ⁵	
級	级	tɕiəʔ⁵	
給	给	tɕiəʔ⁵	
㽺	㽺	tɕiəʔ⁵	虛㽺病：做了虧心事而有餘悸
積	积	tɕiəʔ⁵	
跡	迹	tɕiəʔ⁵	
脊	脊	tɕiəʔ⁵	
折	折	tɕiəʔ⁵	折扣
炙	炙	tɕiəʔ⁵	火炙：物在火上烤
揭	揭	tɕiəʔ⁵	
結	结	tɕiəʔ⁵	
潔	洁	tɕiəʔ⁵	
節	节	tɕiəʔ⁵	
吉	吉	tɕiəʔ⁵	
即	即	tɕiəʔ⁵	
織	织	tɕiəʔ⁵	
鯽	鲫	tɕiəʔ⁵	
職	职	tɕiəʔ⁵	
戟	戟	tɕiəʔ⁵	
羯	羯	tɕiəʔ⁵	
挾	挟	tɕiəʔ⁵	挾菜
嘎	嘎	tɕiəʔ⁵	瘦嘎嘎：形容比較瘦
漬	渍	tɕiəʔ⁵	汗漬
髻	髻	tɕiəʔ⁵	
戢	戢	tɕiəʔ⁵	大戢洋：海洋名
今	今	tɕiəʔ⁵	今密：今天
只	只	tɕiəʔ⁵	只有介眼（只有這點）
莢	荚	tɕiəʔ⁵	豆莢：豆角
妾	妾	tɕʰiəʔ⁵	
怯	怯	tɕʰiəʔ⁵	
輯	辑	tɕʰiəʔ⁵	編輯
緝	缉	tɕʰiəʔ⁵	
泣	泣	tɕʰiəʔ⁵	
徹	彻	tɕʰiəʔ⁵	
挈	挈	tɕʰiəʔ⁵	提：挈水
切	切	tɕʰiəʔ⁵	
漆	漆	tɕʰiəʔ⁵	
訖	讫	tɕʰiəʔ⁵	
乞	乞	tɕʰiəʔ⁵	
赤	赤	tɕʰiəʔ⁵	
戚	戚	tɕʰiəʔ⁵	
喫	吃	tɕʰiəʔ⁵	
砌	砌	tɕʰiəʔ⁵	
攝	摄	ɕiəʔ⁵	
脅	胁	ɕiəʔ⁵	
溼	湿	ɕiəʔ⁵	
濕	湿	ɕiəʔ⁵	
吸	吸	ɕiəʔ⁵	
薛	薛	ɕiəʔ⁵	
泄	泄	ɕiəʔ⁵	
歇	歇	ɕiəʔ⁵	
蠍	蝎	ɕiəʔ⁵	
屑	屑	ɕiəʔ⁵	
悉	悉	ɕiəʔ⁵	
膝	膝	ɕiəʔ⁵	
識	识	ɕiəʔ⁵	
式	式	ɕiəʔ⁵	
飾	饰	ɕiəʔ⁵	
室	室	ɕiəʔ⁵	
息	息	ɕiəʔ⁵	
熄	熄	ɕiəʔ⁵	
媳	媳	ɕiəʔ⁵	
惜	惜	ɕiəʔ⁵	
昔	昔	ɕiəʔ⁵	
適	适	ɕiəʔ⁵	
釋	释	ɕiəʔ⁵	
錫	锡	ɕiəʔ⁵	
析	析	ɕiəʔ⁵	
些	些	ɕiəʔ⁵	
㽺	㽺	ɕiəʔ⁵	差，不牢
揖	揖	iəʔ⁵	
噎	噎	iəʔ⁵	
乙	乙	iəʔ⁵	
一	一	iəʔ⁵	
益	益	iəʔ⁵	
溢	溢	iəʔ⁵	
縊	缢	iəʔ⁵	
抑	抑	iəʔ⁵	
隘	隘	iəʔ⁵	
別	别	biəʔ¹²	
弼	弼	biəʔ¹²	
蹩	蹩	biəʔ¹²	蹩腳：差
笓	笓	biəʔ¹²	笓緊：挨緊
𧼱	𧼱	biəʔ¹²	
鼻	鼻	biəʔ¹²	
𧾑	𧾑	biəʔ¹²	趕：𧾑去
滅	灭	miəʔ¹²	
搣	搣	miəʔ¹²	用兩指磨：搣紙繩
篾	篾	miəʔ¹²	
密	密	miəʔ¹²	
蜜	蜜	miəʔ¹²	
覓	觅	miəʔ¹²	
迭	迭	diəʔ¹²	
牒	牒	diəʔ¹²	
蝶	蝶	diəʔ¹²	
碟	碟	diəʔ¹²	
諜	谍	diəʔ¹²	
秩	秩	diəʔ¹²	秩序
笛	笛	diəʔ¹²	
敵	敌	diəʔ¹²	
糴	籴	diəʔ¹²	買進：糴米
狄	狄	diəʔ¹²	
立	立	liəʔ¹²	
粒	粒	liəʔ¹²	
列	列	liəʔ¹²	
裂	裂	liəʔ¹²	
烈	烈	liəʔ¹²	
慄	栗	liəʔ¹²	慄子
律	律	liəʔ¹²	
率	率	liəʔ¹²	效率
略	略	liəʔ¹²	
掠	掠	liəʔ¹²	
力	力	liəʔ¹²	
歷	历	liəʔ¹²	
瀝	沥	liəʔ¹²	
笠	笠	liəʔ¹²	笠帽
劣	劣	liəʔ¹²	惡劣
𢯰	𢯰	liəʔ¹²	水自行濾幹
𥲁	𥲁	liəʔ¹²	𥲁子，竹製曬物用具
捷	捷	dʑiəʔ¹²	
涉	涉	dʑiəʔ¹²	
及	及	dʑiəʔ¹²	
習	习	dʑiəʔ¹²	
襲	袭	dʑiəʔ¹²	
集	集	dʑiəʔ¹²	
傑	杰	dʑiəʔ¹²	
截	截	dʑiəʔ¹²	
絕	绝	dʑiəʔ¹²	
侄	侄	dʑiəʔ¹²	
秩	秩	dʑiəʔ¹²	
朮	朮	dʑiəʔ¹²	白朮：中藥名
屐	屐	dʑiəʔ¹²	木屐拖：木製拖鞋
極	极	dʑiəʔ¹²	
殖	殖	dʑiəʔ¹²	
植	植	dʑiəʔ¹²	
值	值	dʑiəʔ¹²	
直	直	dʑiəʔ¹²	
劇	剧	dʑiəʔ¹²	
擲	掷	dʑiəʔ¹²	
寂	寂	dʑiəʔ¹²	
極	极	dʑiəʔ¹²	極拉：他們
𢷒	𢷒	dʑiəʔ¹²	腋下夾物
躡	蹑	ȵiəʔ¹²	
聶	聂	ȵiəʔ¹²	
鑷	镊	ȵiəʔ¹²	鑷子鉗
業	业	ȵiəʔ¹²	
箬	箬	ȵiəʔ¹²	
熱	热	ȵiəʔ¹²	
孽	孽	ȵiəʔ¹²	
捏	捏	ȵiəʔ¹²	
匿	匿	ȵiəʔ¹²	
逆	逆	ȵiəʔ¹²	
溺	溺	ȵiəʔ¹²	
惹	惹	ȵiəʔ¹²	
鰙	鰙	ȵiəʔ¹²	鰙鰨：比目魚
日	日	ȵiəʔ¹²	日子
舌	舌	ʑiəʔ¹²	
嚼	嚼	ʑiəʔ¹²	
食	食	ʑiəʔ¹²	
蝕	蚀	ʑiəʔ¹²	
籍	籍	ʑiəʔ¹²	
藉	藉	ʑiəʔ¹²	
折	折	ʑiəʔ¹²	折本
葉	叶	ɦiəʔ¹²	
頁	页	ɦiəʔ¹²	
協	协	ɦiəʔ¹²	
拽	拽	ɦiəʔ¹²	
翼	翼	ɦiəʔ¹²	
亦	亦	ɦiəʔ¹²	
譯	译	ɦiəʔ¹²	
易	易	ɦiəʔ¹²	
液	液	ɦiəʔ¹²	
腋	腋	ɦiəʔ¹²	
席	席	ɦiəʔ¹²	
夕	夕	ɦiəʔ¹²	
芍	芍	ɦiəʔ¹²	
嚼	嚼	ɦiəʔ¹²	嚼勿糊
舌	舌	ɦiəʔ¹²	
射	射	ɦiəʔ¹²	射箭
𢖺	𢖺	ɦiəʔ¹²	心不安：心裏𢖺𢖺動
兒	儿	əl²²	
爾	尔	əl²²	
而	而	əl²²	
耳	耳	əl²⁴	
餌	饵	əl¹³	
二	二	əl¹³	
嘸	呒	m̩²²	無
姆	姆	m̩²²	
饅	馒	m̩²²	饅頭
瞞	瞒	m̩²²	
畝	亩	m̩²⁴	
拇	拇	m̩²⁴	
滿	满	m̩²⁴	
鰻	鳗	m̩¹³	一梗鰻：一根魚鰻
唔	唔	ŋ̍²²	唔倷：你們
芋	芋	ŋ̍²²	芋艿
兒	儿	ŋ̍²²	
魚	鱼	ŋ̍²²	
五	五	ŋ̍²⁴	
伍	伍	ŋ̍²⁴	
午	午	ŋ̍²⁴	東午：端午節
