字	音	注
琴	kʰiŋ[2]	
禽	kʰiŋ[2]	
勤	kʰiŋ[2]	
芹	kʰiŋ[2]	
□	kʰiŋ[6]	～kʰiaŋ51：病中戒食
尽	kʰiŋ[6]	又音tsʰiŋ51
兴	hiŋ[1]	～旺
形	hiŋ[2]	
型	hiŋ[2]	
刑	hiŋ[2]	
兴	hiŋ[5]	高～
忍	ŋiŋ[3]	
耳	ŋiŋ[3]	～ti35：耳朵
认	ŋiŋ[6]	
音	∅iŋ[1]	
阴	∅iŋ[1]	
荫	∅iŋ[1]	
因	∅iŋ[1]	
姻	∅iŋ[1]	
殷	∅iŋ[1]	文读
鹰	∅iŋ[1]	文读，又音ŋa22
英	∅iŋ[1]	文读
任	∅iŋ[2]	文读，姓
人	∅iŋ[2]	pɛ42～；拉人
仁	∅iŋ[2]	
银	∅iŋ[2]	
寅	∅iŋ[2]	
引	∅iŋ[3]	爆竹～
隐	∅iŋ[3]	
营	∅iŋ[3]	
印	∅iŋ[5]	
应	∅iŋ[5]	
任	∅iŋ[6]	tʃiɛ22～：贵～
风	puŋ[5]	～pʰuɛʔ32ti35风飞子：飞蛾
簸	puŋ[5]	～箕
放	puŋ[5]	
□	pʰuŋ[2]	～tʰĩ22：灰尘
望	muŋ[6]	远远地看
□	tuŋ[3]	凿
桐	tʰuŋ[2]	nu22～：梧桐
洞	tʰuŋ[6]	
撞	tsʰuŋ[6]	
双	suŋ[1]	
公	kuŋ[1]	①loʔ32～：老公：②tʰa51～大公：岳父
饼	piaŋ[3]	
平	pʰiaŋ[2]	
坪	pʰiaŋ[2]	场地
并	pʰiaŋ[3]	合并
名	miaŋ[5]	
命	miaŋ[6]	
疔	tiaŋ[1]	红肿痛的疮，中有脓血
鼎	tiaŋ[3]	锅kua22～ti35：类似蚌，生于田塘中
听	tʰiaŋ[1]	
厅	tʰiaŋ[1]	kʰuaŋ44～：客～
郑	tʰiaŋ[6]	～hɔ̃22：～坊，顺昌地名
井	tʃiaŋ[3]	
请	tʃʰiaŋ[3]	
兄	ʃiaŋ[1]	
姓	ʃiaŋ[5]	白读
惊	kiaŋ[1]	怕
镜	kiaŋ[5]	
行	kʰiaŋ[2]	走路。又音kʰaŋ22
豇	kʰiaŋ[3]	～tʰai51：～豆
□	kʰiaŋ[6]	kʰiŋ51～：病中戒吃某样食物
赢	∅iaŋ[2]	
官	kuaŋ[1]	
棺	kuaŋ[1]	
观	kuaŋ[1]	
关	kuaŋ[1]	
管	kuaŋ[3]	
馆	kuaŋ[3]	
贯	kuaŋ[5]	
灌	kuaŋ[5]	
罐	kuaŋ[5]	
冠	kuaŋ[5]	
惯	kuaŋ[5]	
矿	kuaŋ[5]	
款	kʰuaŋ[3]	
翻	huaŋ[1]	
烦	huaŋ[2]	
矾	huaŋ[2]	
繁	huaŋ[2]	
反	huaŋ[3]	表示左
换	huaŋ[5]	
弯	∅uaŋ[1]	
湾	∅uaŋ[1]	
碗	∅uaŋ[3]	
万	∅uaŋ[6]	
风	pioŋ[1]	又音puŋ44
众	tioŋ[5]	
中	tʰioŋ[1]	期～
重	tʰioŋ[2]	重复。又音tʰoŋʔ32
宠	tʰioŋ[3]	单用
龙	lioŋ[2]	
松	tʃʰioŋ[2]	～树
供	kioŋ[1]	又音kiuŋ44
虹	kʰioŋ[2]	又音kʰiuŋ22
穷	kʰioŋ[2]	
熊	hioŋ[2]	
雄	hioŋ[2]	
荣	∅ioŋ[2]	
绒	∅ioŋ[2]	
融	∅ioŋ[2]	
茸	∅ioŋ[2]	白读，luʔ54～：鹿～
浓	∅ioŋ[2]	
容	∅ioŋ[2]	
熔	∅ioŋ[2]	
勇	∅ioŋ[3]	文读
咙	liuŋ[2]	huŋ44～kuaŋ42喉咙管：喉咙
供	kiuŋ[1]	喂
□	kʰiuŋ[6]	～ti35ŋaŋ42：窗户
虹	∅iuŋ[4]	
滴	tøʔ[8]	
啄	tʃøʔ[8]	
绝	tʃʰøʔ[8]	
旋	ʃøʔ[8]	转
缺	kʰøʔ[8]	
月	ŋøʔ[8]	
越	ŋøʔ[8]	
卜	pʰɛʔ[8]	箩～
密	mɛʔ[8]	
灭	mɛʔ[8]	
篾	mɛʔ[8]	
墨	mɛʔ[8]	
默	mɛʔ[8]	
脉	mɛʔ[8]	
弟	tʰɛʔ[4]	
特	tʰɛʔ[8]	～别：特殊
直	tʰɛʔ[8]	
你	lɛʔ[4]	
列	lɛʔ[8]	
勒	lɛʔ[8]	
力	lɛʔ[8]	
徛	kʰɛʔ[4]	立
□	kʰɛʔ[4]	陡
系	hɛʔ[4]	缚，绑
穴	hɛʔ[8]	
趴	pʰaʔ[8]	跌
袜	maʔ[8]	
□	laʔ[4]	以舌取物
捺	laʔ[8]	文读
辣	laʔ[8]	
瘌	laʔ[8]	
□	tsʰaʔ[8]	蟑螂
□	saʔ[4]	捞取
□	saʔ[4]	撑
夹	kaʔ[8]	
会	haʔ[4]	
割	haʔ[8]	
我	ŋaʔ[4]	
白	pʰɔʔ[8]	
𢫦	mɔʔ[8]	①打；②～tsʰuŋ22-35：打铳，即打猎。又音mo51
踏	tʰɔʔ[8]	
拿	lɔʔ[8]	
□	lɔʔ[8]	～sɔʔ54：肮脏
纳	lɔʔ[8]	
蜡	lɔʔ[8]	tʃy22～烛蜡：蜡烛
老	lɔʔ[4]	
杂	tsɔʔ[8]	
□	sɔʔ[8]	lɔʔ54～：肮脏
掐	kʰɔʔ[8]	
下	hɔʔ[4]	
学	hɔʔ[8]	～tʰɔ̃22：学堂
抱	pʰoʔ[4]	
薄	pʰoʔ[8]	
末	moʔ[8]	
麦	moʔ[8]	～tsi42：～子
脑	loʔ[4]	
老	loʔ[4]	
落	loʔ[8]	
□	loʔ[8]	～kʰi35：蚂蟥
早	tsʰoʔ[4]	
戳	tsʰoʔ[8]	
镯	tsʰoʔ[8]	
席	soʔ[8]	席子
石	soʔ[8]	
高	hoʔ[4]	
河	hoʔ[8]	
合	hoʔ[8]	
盒	hoʔ[8]	
别	pʰiʔ[8]	特～：特殊
沕	miʔ[8]	～水：潜水
蜜	miʔ[8]	～pʰoŋ44：～蜂
值	tʰiʔ[8]	
礼	liʔ[4]	
立	liʔ[8]	
栗	liʔ[8]	
历	liʔ[8]	
□	tsʰiʔ[8]	疼痛。pu22～：腹痛，即肚子痛
视	siʔ[8]	tʰiɛ̃51～：电视
是	ʃiʔ[4]	
十	ʃiʔ[8]	
实	ʃiʔ[8]	
席	ʃiʔ[8]	主～。又音soʔ54
适	ʃiʔ[8]	
释	ʃiʔ[8]	文读
及	kʰiʔ[8]	～格
习	hiʔ[8]	
日	ŋiʔ[8]	～期
曝	pʰuʔ[8]	晒
目	muʔ[8]	～kʰø35：睡觉
木	muʔ[8]	～tʃʰiɔ̃51：～匠
苧	tʰuʔ[4]	～ti35：苧子
独	tʰuʔ[8]	
读	tʰuʔ[8]	
毒	tʰuʔ[8]	
鹿	luʔ[8]	
□	tsʰuʔ[4]	～si42：淹没
柞	tsʰuʔ[8]	～树
受	suʔ[4]	～la35te51：受得了
□	kʰuʔ[8]	紧挨
复	huʔ[8]	
服	huʔ[8]	
舞	∅uʔ[4]	
鹉	∅uʔ[4]	鹦～
补	pyʔ[4]	缝补
逐	tyʔ[8]	
□	tʰyʔ[8]	赶走
律	lyʔ[8]	
率	lyʔ[8]	文读
六	lyʔ[8]	
陆	lyʔ[8]	姓
绿	lyʔ[8]	
足	tsyʔ[2]	
箸	tʃʰyʔ[8]	～tsa22箸只：筷子
术	ʃyʔ[8]	pʰɔʔ54～：白～
熟	ʃyʔ[8]	
俗	ʃyʔ[8]	
赎	ʃyʔ[8]	单用
舅	kʰyʔ[4]	
锄	kʰyʔ[8]	动词
掘	kʰyʔ[8]	
剧	kʰyʔ[8]	～puɛ̃42：～本
局	kʰyʔ[8]	
肉	ŋyʔ[8]	
玉	ŋyʔ[8]	
浴	∅yʔ[8]	sa22～：洗澡
□	pʰiɛʔ[8]	裂
贼	tsʰiɛʔ[8]	
测	tʃʰiɛʔ[8]	文读
泽	tʃʰiɛʔ[8]	
□	ʃiɛʔ[8]	刺，名词
𠢠	ʃiɛʔ[8]	刺，名词
设	ʃiɛʔ[8]	
塞	ʃiɛʔ[8]	
笠	ʃiɛʔ[8]	
食	ʃiɛʔ[8]	
热	ŋiɛʔ[8]	
页	ŋiɛʔ[8]	
叶	∅iɛʔ[8]	姓
□	puɛʔ[8]	①～tsʰɔ22：稻田因无水开裂；②～tsʰa51：皮肤因天冷开裂
婢	pʰuɛʔ[4]	
飞	pʰuɛʔ[4]	白读
坐	tsʰuɛʔ[4]	
座	tsʰuɛʔ[4]	～y51：座位
□	huɛʔ[4]	粒
滑	huɛʔ[8]	
核	huɛʔ[8]	
厚	haiʔ[4]	
迹	tʃʰiaʔ[4]	骹～：脚迹
□	kʰiaʔ[4]	粘合
野	∅iaʔ[4]	
□	∅iaʔ[4]	～su42：招手
额	∅iaʔ[8]	
□	kuaʔ[8]	戽水
□	kʰuaʔ[8]	泼
活	huaʔ[8]	siɛ̃44～：生活。又音sɔ̃44
猾	huaʔ[8]	
罚	huaʔ[8]	
多	∅uaʔ[4]	
夥	∅uaʔ[4]	
箬	∅ioʔ[8]	叶子
弱	∅ioʔ[8]	虚弱
药	∅ioʔ[8]	
有	∅iuʔ[4]	
友	∅iuʔ[4]	
酉	∅iuʔ[4]	
教	kauʔ[5]	
咬	hauʔ[4]	
孝	hauʔ[5]	
效	hauʔ[6]	
撩	liauʔ[4]	
瘸	tʃʰiauʔ[4]	
近	kʰø̃ʔ[4]	
辫	pʰɛ̃ʔ[4]	～～-44ti35：辫子
腎	kʰɛ̃ʔ[4]	鸡的胃
胗	kʰɛ̃ʔ[4]	鸡的胃
㘓	lãʔ[4]	口水
懒	tsʰãʔ[4]	
烂	tsʰãʔ[6]	
□	hãʔ[4]	提
旱	hãʔ[4]	
担	tʰɔ̃ʔ[4]	挑。又音tɔ̃44
□	tʰɔ̃ʔ[4]	～ɔ̃35-55ti35；傍晚
探	lɔ̃ʔ[4]	探身
干	tsʰɔ̃ʔ[4]	～湿。又音kan44
上	sɔ̃ʔ[4]	动词
痒	tʃʰɔ̃ʔ[4]	也可记为tʃʰiɔ̃32，介音i是声母与主要元音相拼而生的。所以不另立韵母iɔ̃2。
妗	kʰɔ̃ʔ[4]	阿～：舅母
□	kʰɔ̃ʔ[8]	以指捻物
格	kʰɔ̃ʔ[8]	～ti35：格子。又音kɛ22
断	tʰuɛ̃ʔ[4]	
懒	tsʰaŋʔ[4]	懒惰
□	haŋʔ[4]	提
动	tʰoŋʔ[4]	
重	tʰoŋʔ[4]	轻～
领	liŋʔ[4]	文读，～导。又音liaŋʔ32
□	tsʰiŋʔ[1]	饭稀
引	∅iŋʔ[3]	惹
领	liaŋʔ[4]	白读，衣领。又音liŋʔ32
岭	liaŋʔ[4]	sɔ̃42～：上坡
䭕	tsʰiaŋʔ[4]	味薄
□	kʰiaŋʔ[4]	黏
䭕	∅iaŋʔ[4]	味薄
□	∅iaŋʔ[4]	～to44：闪电
伓	∅ŋ̩[1]	否定词
