序号	trad	simp	IPA	pinyin	detail	声母	韵母	调值	吴拼声	吴拼韵	声调	多音	检验声调变小时声母是否变（但会有例外）	检查声母变时声调是否变小（但会有例外）	检查韵母表	检查每韵声母顺序
339		理	li⁵³	li3		l	i	⁵³	l	i	3	1				
340		鲤	li⁵³	li3		l	i	⁵³	l	i	3	1				
341		脸	li⁵³	li3		l	i	⁵³	l	i	3	1				
342		虑	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
343		滤	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
344		例	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
345		厉	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
346		励	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
347		丽	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
348		隶	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
349		莉	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
350		荔	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
351		利	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
352		痢	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
353		练	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
354		炼	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
355		链	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
356		楝	li³³⁵	li5	{苦~树}	l	i	³³⁵	l	i	5	1				
357		恋	li³³⁵	li5		l	i	³³⁵	l	i	5	1				
358		榈	li	li0	{棕~}	l	i		l	i	0	1	1	1		
359		泪	li	li0	{眼~：泪水}	l	i		l	i	0	1				
360		力	li	li0	{吃~，勤~}	l	i		l	i	0	2				
361		居	tɕi⁴⁴	ci1	{（文读）~民}	tɕ	i	⁴⁴	c	i	1	2				1
362		车	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	2				
363		拘	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
364		驹	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
365		鸡	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
366		羁	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
367		饥	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	2				
368		肌	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
369		几	tɕi⁴⁴	ci1	{~乎}	tɕ	i	⁴⁴	c	i	1	2				
370		基	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
371		萁	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
372		箕	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
373		姬	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
374		机	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
375		饥	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	2				
376		讥	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
377		虮	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
378		龟	tɕi⁴⁴	ci1	{（白读）乌~}	tɕ	i	⁴⁴	c	i	1	2				
379		尖	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
380		兼	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
381		艰	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
382		间	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	2				
383		奸	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
384		菅	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
385		煎	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
386		肩	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
387		坚	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
388		捐	tɕi⁴⁴	ci1		tɕ	i	⁴⁴	c	i	1	1				
389		湔	tɕi⁴⁴	ci1	{仅洗衣物垢处}	tɕ	i	⁴⁴	c	i	1	1				
390		□	tɕi⁴⁴	ci1	{~糟：麻烦}	tɕ	i	⁴⁴	c	i	1	160				
391		举	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
392		挤	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
393		姊	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
394		麂	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
395		几	tɕi⁵³	ci3	{茶~，~个}	tɕ	i	⁵³	c	i	3	2				
396		鬼	tɕi⁵³	ci3	{（白读）~伯伯：鬼}	tɕ	i	⁵³	c	i	3	2				
397		鉴	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
398		检	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
399		俭	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
400		简	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
401		柬	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
402		剪	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
403		茧	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
404		趼	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
405		笕	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
406		捲	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
407		卷	tɕi⁵³	ci3		tɕ	i	⁵³	c	i	3	1				
408		据	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
409		矩	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
410		句	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
411		祭	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
412		际	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
413		济	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
414		计	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
415		继	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
416		鳜	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
417		寄	tɕi³³⁵	ci5	{（文读）}	tɕ	i	³³⁵	c	i	5	2				
418		冀	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
419		己	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
420		纪	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
421		记	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
422		既	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
423		季	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
424		佔	tɕi³³⁵	ci5	{（文读）}	tɕ	i	³³⁵	c	i	5	2				
425		剑	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
426		谏	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
427		涧	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
428		锏	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
429		箭	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
430		建	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
431		荐	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
432		见	tɕi³³⁵	ci5		tɕ	i	³³⁵	c	i	5	1				
433		眷	tɕi³³⁵	ci5	{亲~：亲戚}	tɕ	i	³³⁵	c	i	5	1				
434		苣	tɕi	ci0	{莴~}	tɕ	i		c	i	0	1	1	1		
435		剂	tɕi	ci0		tɕ	i		c	i	0	1				
436		稽	tɕi	ci0	{会~山}	tɕ	i		c	i	0	1				
437		绢	tɕi	ci0		tɕ	i		c	i	0	1				
438		蛆	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				1
439		趋	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
440		区	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	2				
441		驱	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
442		躯	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
443		妻	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
444		凄	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
445		悽	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
446		溪	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
447		欺	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
448		歼	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
449		籤	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
450		签	tɕʰi⁴⁴	chi1	{1~字}	tɕʰ	i	⁴⁴	ch	i	1	2				
451		签	tɕʰi⁴⁴	chi1	{2插，动词}	tɕʰ	i	⁴⁴	ch	i	1	2				
452		纤	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
453		谦	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
454		迁	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
455		千	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
456		牵	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
457		圈	tɕʰi⁴⁴	chi1		tɕʰ	i	⁴⁴	ch	i	1	1				
458		青	tɕʰi⁴⁴	chi1	{~鱼}	tɕʰ	i	⁴⁴	ch	i	1	2				
459		□	tɕʰi⁴⁴	chi1	{~煞煞：不安分的样子}	tɕʰ	i	⁴⁴	ch	i	1	160				
460		□	tɕʰi⁴⁴	chi1	{斜，不正，多指错位}	tɕʰ	i	⁴⁴	ch	i	1	160				
461		且	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
462		取	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
463		娶	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
464		祈	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	2				
465		启	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
466		企	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
467		起	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
468		杞	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
469		岂	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
470		浅	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
471		遣	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
472		犬	tɕʰi⁵³	chi3		tɕʰ	i	⁵³	ch	i	3	1				
473		去	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
474		趣	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
475		契	tɕʰi³³⁵	chi5	{地~}	tɕʰ	i	³³⁵	ch	i	5	1				
476		器	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
477		弃	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
478		气	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
479		汽	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
480		欠	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
481		歉	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
482		笺	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
483		劝	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
484		券	tɕʰi³³⁵	chi5		tɕʰ	i	³³⁵	ch	i	5	1				
485		□	tɕʰi³³⁵	chi5	{清洁，动词}	tɕʰ	i	³³⁵	ch	i	5	160				
486		觑	tɕʰi	chi0	{近~眼}	tɕʰ	i		ch	i	0	1	1	1		
487		徐	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				1
488		序	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
489		叙	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
490		绪	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
491		渠	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
492		俱	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
493		瞿	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
494		衢	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
495		齐	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
496		脐	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
497		奇	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
498		歧	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
499		骑	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
500		祈	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	2				
501		鳍	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
502		其	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
503		棋	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
504		期	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
505		旗	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
506		忌	dʑi²¹³	ji2	{~日}	dʑ	i	²¹³	j	i	2	1				
507		潜	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
508		渐	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
509		钳	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
510		钱	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	2				
511		乾	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
512		虔	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
513		掮	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
514		前	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
515		全	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
516		泉	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
517		旋	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
518		拳	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
519		权	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
520		颧	dʑi²¹³	ji2		dʑ	i	²¹³	j	i	2	1				
521		藉	dʑi²¹³	ji2	{狼~：浪费}	dʑ	i	²¹³	j	i	2	2				
522		聚	dʑi²³¹	ji4		dʑ	i	²³¹	j	i	4	1				
523		荠	dʑi²³¹	ji4		dʑ	i	²³¹	j	i	4	1				
524		妓	dʑi²³¹	ji4		dʑ	i	²³¹	j	i	4	1				
525		跪	dʑi²³¹	ji4	{（白读）~倒}	dʑ	i	²³¹	j	i	4	2				
526		件	dʑi²³¹	ji4		dʑ	i	²³¹	j	i	4	1				
527		倦	dʑi²³¹	ji4		dʑ	i	²³¹	j	i	4	1				
528		巨	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
529		拒	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
530		距	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
531		具	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
532		惧	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
533		技	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
534		柜	dʑi²²⁴	ji6	{（白读）~头}	dʑ	i	²²⁴	j	i	6	2				
535		贱	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
536		饯	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
537		羡	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
538		键	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
539		健	dʑi²²⁴	ji6		dʑ	i	²²⁴	j	i	6	1				
540		践	dʑi²²⁴	ji6	{~行}	dʑ	i	²²⁴	j	i	6	1				
541		及	dʑi	ji0	{来弗~}	dʑ	i		j	i	0	2	1	1		
542		埧	dʑi	ji0	{常见地名用字，堤塘}	dʑ	i		j	i	0	1				
543		□	dʑi	ji0	{□lᴇ²~：水蛭}	dʑ	i		j	i	0	160				
544		黏	ȵi⁴⁴	gni1		ȵ	i	⁴⁴	gn	i	1	1				1
545		研	ȵi⁴⁴	gni1	{研磨}	ȵ	i	⁴⁴	gn	i	1	2				
546		愚	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
547		虞	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
548		娱	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
549		泥	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
550		倪	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
551		宜	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
552		尼	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
553		疑	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
554		阎	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
555		严	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
556		年	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
557		研	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	2				
558		原	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
559		源	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
560		凝	ȵi²¹³	gni2		ȵ	i	²¹³	gn	i	2	1				
561		女	ȵi⁵³	gni3	{（文读）}	ȵ	i	⁵³	gn	i	3	2				
562		语	ȵi⁵³	gni3		ȵ	i	⁵³	gn	i	3	1				
563		芋	ȵi⁵³	gni3		ȵ	i	⁵³	gn	i	3	1				
564		你	ȵi⁵³	gni3		ȵ	i	⁵³	gn	i	3	1				
565		染	ȵi⁵³	gni3	{（白读）~头发，~布}	ȵ	i	⁵³	gn	i	3	2				
566		罱	ȵi⁵³	gni3	{一种捞河泥的工具}	ȵ	i	⁵³	gn	i	3	1				
567		碾	ȵi⁵³	gni3		ȵ	i	⁵³	gn	i	3	1				
568		软	ȵi⁵³	gni3		ȵ	i	⁵³	gn	i	3	1				
569		阮	ȵi⁵³	gni3		ȵ	i	⁵³	gn	i	3	1				
570		引	ȵi⁵³	gni3	{（白读）~线：针}	ȵ	i	⁵³	gn	i	3	3				
571		御	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
572		禦	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
573		遇	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
574		寓	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
575		艺	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
576		诣	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
577		仪	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
578		蚁	ȵi³³⁵	gni5	{（文读）蚂~}	ȵ	i	³³⁵	gn	i	5	2				
579		谊	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
580		义	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
581		议	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
582		腻	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
583		拟	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
584		毅	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
585		验	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
586		念	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
587		廿	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
588		砚	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
589		愿	ȵi³³⁵	gni5		ȵ	i	³³⁵	gn	i	5	1				
590		靴	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				1
591		些	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
592		墟	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
593		虚	ɕi⁴⁴	shi1	{（文读）}	ɕ	i	⁴⁴	sh	i	1	2				
594		嘘	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
595		须	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
596		鬚	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
597		需	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
598		西	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
599		栖	ɕi⁴⁴	shi1	{塘~，地名}	ɕ	i	⁴⁴	sh	i	1	1				
600		粞	ɕi⁴⁴	shi1	{米~：碎米}	ɕ	i	⁴⁴	sh	i	1	1				
601		犀	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
602		奚	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
603		兮	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
604		系	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
605		牺	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
606		嬉	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
607		嘻	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
608		禧	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
609		熹	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
610		熙	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
611		希	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
612		稀	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
613		暹	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
614		仙	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
615		鲜	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	2				
616		鲜	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	2				
617		轩	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
618		掀	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
619		先	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
620		宣	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
621		喧	ɕi⁴⁴	shi1		ɕ	i	⁴⁴	sh	i	1	1				
622		新	ɕi⁴⁴	shi1	{~妇：媳妇}	ɕ	i	⁴⁴	sh	i	1	2				
623		□	ɕi⁴⁴	shi1	{痒：抓~}	ɕ	i	⁴⁴	sh	i	1	160				
624		许	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	2				
625		洗	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
626		玺	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
627		死	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
628		喜	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
629		蟢	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
630		险	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
631		癣	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
632		筅	ɕi⁵³	shi3	{~帚}	ɕ	i	⁵³	sh	i	3	1				
633		显	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	2				
634		选	ɕi⁵³	shi3		ɕ	i	⁵³	sh	i	3	1				
635		□	ɕi⁵³	shi3	{□huaʔ⁷~：闪电}	ɕ	i	⁵³	sh	i	3	160				
636		□	ɕi⁵³	shi3	{踏~：禽类交配}	ɕ	i	⁵³	sh	i	3	160				
637		细	ɕi³³⁵	shi5		ɕ	i	³³⁵	sh	i	5	2				
638		戏	ɕi³³⁵	shi5		ɕ	i	³³⁵	sh	i	5	1				
639		线	ɕi³³⁵	shi5		ɕ	i	³³⁵	sh	i	5	1				
640		宪	ɕi³³⁵	shi5		ɕ	i	³³⁵	sh	i	5	1				
641		献	ɕi³³⁵	shi5		ɕ	i	³³⁵	sh	i	5	1				
642		鏾	ɕi³³⁵	shi5	{~鸡：阉鸡}	ɕ	i	³³⁵	sh	i	5	1				
643		毁	ɕi³³⁵	shi5	{~牙齿：小孩换牙}	ɕ	i	³³⁵	sh	i	5	2				
644		显	ɕi³³⁵	shi5	{颜色鲜亮}	ɕ	i	³³⁵	sh	i	5	2				
645		胥	ɕi	shi0		ɕ	i		sh	i	0	1	1	1		
646		絮	ɕi	shi0		ɕ	i		sh	i	0	1				
647		婿	ɕi	shi0	{女~}	ɕ	i		sh	i	0	1				
648		徙	ɕi	shi0	{迁~}	ɕ	i		sh	i	0	1				
649		於	i⁴⁴	i1			i	⁴⁴		i	1	1				1
650		淤	i⁴⁴	i1			i	⁴⁴		i	1	1				
651		吁	i⁴⁴	i1			i	⁴⁴		i	1	1				
652		迂	i⁴⁴	i1			i	⁴⁴		i	1	1				
653		宇	i⁴⁴	i1			i	⁴⁴		i	1	1				
654		伊	i⁴⁴	i1			i	⁴⁴		i	1	1				
655		懿	i⁴⁴	i1			i	⁴⁴		i	1	1				
656		医	i⁴⁴	i1			i	⁴⁴		i	1	1				
657		衣	i⁴⁴	i1			i	⁴⁴		i	1	1				
658		依	i⁴⁴	i1			i	⁴⁴		i	1	1				
659		淹	i⁴⁴	i1			i	⁴⁴		i	1	1				
660		阉	i⁴⁴	i1			i	⁴⁴		i	1	1				
661		醃	i⁴⁴	i1			i	⁴⁴		i	1	1				
662		烟	i⁴⁴	i1			i	⁴⁴		i	1	1				
663		胭	i⁴⁴	i1			i	⁴⁴		i	1	1				
664		冤	i⁴⁴	i1			i	⁴⁴		i	1	1				
665		鸳	i⁴⁴	i1			i	⁴⁴		i	1	1				
666		渊	i⁴⁴	i1			i	⁴⁴		i	1	1				
667		𠍲	i²¹³	i2	{他，第三人称单数}		i	²¹³		i	2	1				
668		渔	i²¹³	i2			i	²¹³		i	2	1				
669		余	i²¹³	i2			i	²¹³		i	2	1				
670		馀	i²¹³	i2			i	²¹³		i	2	1				
671		俞	i²¹³	i2			i	²¹³		i	2	1				
672		榆	i²¹³	i2			i	²¹³		i	2	1				
